"ID","pathRewardTypeEnum","objectId","spell4Id","item2Id","quest2Id","characterTitleId","prerequisiteId","count","pathRewardFlags","pathScientistScanBotProfileId"
351,2,0,0,19251,0,0,0,0,0,0
352,2,120,0,19255,0,0,0,0,0,0
353,2,235,0,19242,0,0,0,0,0,0
354,2,228,0,19243,0,0,0,0,0,0
355,2,254,0,19244,0,0,0,0,0,0
356,2,252,0,19245,0,0,0,0,0,0
357,2,0,0,19246,0,0,0,0,0,0
358,2,123,0,19254,0,0,0,0,0,0
359,1,1808,0,28978,0,0,0,0,0,0
360,1,1878,0,28975,0,0,0,0,0,0
361,1,1842,0,28978,0,0,0,0,0,0
362,1,1960,0,28993,0,0,0,0,0,0
363,1,2280,0,28991,0,0,0,0,0,0
364,1,2272,0,28991,0,0,0,0,0,0
365,1,2343,0,28992,0,0,0,0,0,0
366,1,2461,0,0,0,0,0,0,0,8
367,1,2462,0,0,0,0,0,0,0,8
368,0,92,0,0,0,0,0,0,0,6
370,1,3106,0,28975,0,0,0,0,0,0
371,1,3107,0,28977,0,0,0,0,0,0
372,1,3107,0,28976,0,0,0,0,0,0
373,1,3208,0,28977,0,0,0,0,0,0
374,0,7,0,0,0,18,19,0,0,0
375,0,7,0,0,0,200,18,0,0,0
376,0,11,0,0,0,19,19,0,0,0
377,0,11,0,0,0,201,18,0,0,0
378,0,15,0,0,0,20,19,0,0,0
379,0,15,0,0,0,202,18,0,0,0
380,0,20,0,0,0,21,19,0,0,0
381,0,20,0,0,0,203,18,0,0,0
382,0,25,0,0,0,22,19,0,0,0
383,0,25,0,0,0,204,18,0,0,0
384,0,30,0,0,0,23,19,0,0,0
385,0,30,0,0,0,205,18,0,0,0
386,0,35,0,0,0,24,19,0,0,0
387,0,35,0,0,0,206,18,0,0,0
388,0,37,0,0,0,25,19,0,0,0
389,0,37,0,0,0,207,18,0,0,0
390,0,41,0,0,0,26,19,0,0,0
391,0,41,0,0,0,208,18,0,0,0
392,0,45,0,0,0,27,19,0,0,0
393,0,45,0,0,0,209,18,0,0,0
394,0,60,0,0,0,30,19,0,0,0
395,0,60,0,0,0,210,18,0,0,0
396,0,67,0,0,0,32,19,0,0,0
397,0,67,0,0,0,211,18,0,0,0
398,0,97,0,0,0,39,19,0,0,0
399,0,97,0,0,0,212,18,0,0,0
400,0,101,0,0,0,40,19,0,0,0
401,0,101,0,0,0,213,18,0,0,0
402,0,105,0,0,0,41,19,0,0,0
403,0,105,0,0,0,214,18,0,0,0
404,0,110,0,0,0,42,19,0,0,0
405,0,110,0,0,0,215,18,0,0,0
406,0,0,59638,20547,0,0,18,0,0,0
407,0,0,59658,0,0,0,18,0,0,0
408,0,0,59659,0,0,0,18,0,0,0
409,0,0,59703,20547,0,0,18,0,0,0
410,0,0,59777,0,0,0,18,0,0,0
411,0,0,59778,0,0,0,18,0,0,0
412,0,0,58847,20587,0,34,18,0,0,0
413,0,0,59680,0,0,0,18,0,0,0
414,0,0,59681,19276,0,38,18,0,0,0
415,2,244,0,26296,0,0,0,0,0,0
416,2,249,0,16353,0,0,0,0,0,0
417,2,246,0,26334,0,0,0,0,0,0
418,2,247,0,13508,0,0,0,0,0,0
419,2,458,0,15719,0,0,0,0,0,0
420,2,459,0,16327,0,0,0,0,0,0
421,2,460,0,13512,0,0,0,0,0,0
422,2,461,0,13516,0,0,0,0,0,0
424,2,237,0,9939,0,0,0,0,0,0
425,2,241,0,9954,0,0,0,0,0,0
426,2,238,0,9944,0,0,0,0,0,0
427,2,239,0,9955,0,0,0,0,0,0
428,2,285,0,41464,0,0,0,0,0,0
429,2,282,0,41460,0,0,0,0,0,0
430,2,284,0,41462,0,0,0,0,0,0
431,2,283,0,41458,0,0,0,0,0,0
432,2,304,0,41465,0,0,0,0,0,0
433,2,306,0,41461,0,0,0,0,0,0
434,2,302,0,41463,0,0,0,0,0,0
435,2,305,0,41459,0,0,0,0,0,0
436,2,20,0,41461,0,0,0,0,0,0
437,0,11,0,44812,0,0,19,0,0,0
438,0,14,0,44810,0,0,19,0,0,0
439,0,18,0,44813,0,0,19,0,0,0
440,0,21,0,44811,0,0,19,0,0,0
441,0,24,0,44809,0,0,19,0,0,0
443,0,41,0,44818,0,0,19,0,0,0
444,0,44,0,44816,0,0,19,0,0,0
445,0,48,0,44819,0,0,19,0,0,0
446,0,51,0,44817,0,0,19,0,0,0
447,0,54,0,44815,0,0,19,0,0,0
449,0,71,0,44824,0,33,19,0,0,0
450,0,74,0,44822,0,0,19,0,0,0
451,0,78,0,44825,0,0,19,0,0,0
452,0,81,0,44823,0,0,19,0,0,0
453,0,84,0,44821,0,0,19,0,0,0
455,0,101,0,44830,0,0,19,0,0,0
456,0,104,0,44828,0,0,19,0,0,0
457,0,108,0,44831,0,0,19,0,0,0
458,0,111,0,44829,0,0,19,0,0,0
459,0,114,0,44827,0,0,19,0,0,0
461,0,26,0,44814,0,0,19,0,0,0
462,0,56,0,44820,0,0,19,0,0,0
463,0,86,0,44826,0,0,19,0,0,0
464,0,116,0,44832,0,0,19,0,0,0
465,2,455,0,47453,0,0,0,0,0,0
466,2,450,0,47454,0,0,0,0,0,0
467,2,454,0,47455,0,0,0,0,0,0
468,2,453,0,47456,0,0,0,0,0,0
469,2,463,0,48057,0,0,0,0,0,0
470,2,465,0,48058,0,0,0,0,0,0
471,2,462,0,48059,0,0,0,0,0,0
472,2,464,0,48060,0,0,0,0,0,0
478,2,476,0,86206,0,0,0,0,0,0
479,2,477,0,86206,0,0,0,0,0,0
480,2,478,0,86206,0,0,0,0,0,0
481,2,479,0,86206,0,0,0,0,0,0
