"ID","mapZoneId","pos0","pos1","flags"
577,1,762,499,1
578,1,763,499,1
579,1,764,499,1
580,1,765,499,1
581,1,766,499,1
582,1,771,499,1
583,1,772,499,1
584,1,773,499,1
585,1,775,499,1
586,1,777,499,1
587,1,779,499,1
588,1,780,499,1
589,1,781,499,1
590,1,782,499,1
591,1,783,499,1
592,1,784,499,1
593,1,785,499,1
594,16,784,563,1
595,16,783,563,1
596,16,782,563,1
597,16,781,563,1
598,7,602,512,1
599,7,603,512,1
600,7,604,512,1
601,7,605,512,1
602,7,606,512,1
603,7,607,512,1
604,7,608,512,1
605,7,609,512,1
606,7,610,512,1
607,7,611,512,1
608,7,612,512,1
609,7,613,512,1
610,7,614,512,1
611,7,615,512,1
612,7,616,512,1
613,7,617,512,1
614,7,618,512,1
615,7,619,512,1
616,7,620,512,1
617,7,621,512,1
618,7,622,511,1
619,7,621,510,1
620,7,624,512,1
621,7,625,512,1
622,7,626,512,1
623,7,627,512,1
624,7,628,512,1
625,33,636,553,1
626,7,630,512,1
627,7,631,512,1
628,7,632,512,1
629,7,633,512,1
630,7,634,512,1
631,7,635,512,1
632,16,822,550,1
633,7,637,512,1
634,7,638,512,1
635,7,643,512,1
636,7,644,512,1
637,7,645,512,1
638,7,646,512,1
639,7,647,512,1
640,7,648,512,1
641,7,649,512,1
642,7,650,512,1
643,7,651,512,1
644,7,652,512,1
645,7,653,512,1
646,7,654,512,1
647,7,655,512,1
648,7,656,512,1
649,7,657,512,1
650,7,658,512,1
651,7,659,512,1
652,7,660,512,1
653,7,661,512,1
654,7,662,512,1
655,7,663,512,1
656,7,664,512,1
657,7,665,512,1
658,7,666,512,1
659,7,667,512,1
660,7,602,513,1
661,7,603,513,1
662,7,604,513,1
663,7,605,513,1
664,7,606,513,1
665,7,607,513,1
666,7,608,513,1
667,7,609,513,1
668,7,610,513,1
669,7,611,513,1
670,7,612,513,1
671,7,613,513,1
672,7,614,513,1
673,7,615,513,1
674,7,616,513,1
675,7,617,513,1
676,7,618,513,1
677,7,619,513,1
678,7,620,513,1
679,7,621,513,1
680,7,622,513,1
681,7,623,513,1
682,7,623,512,1
683,7,625,513,1
684,7,626,513,1
685,7,627,513,1
686,7,628,513,1
687,7,629,513,1
688,7,630,513,1
689,7,631,513,1
690,7,632,513,1
691,7,633,513,1
692,7,634,513,1
693,7,635,513,1
694,16,821,549,1
695,7,637,513,1
696,7,638,513,1
697,7,642,513,1
698,7,643,513,1
699,7,644,513,1
700,7,645,513,1
701,7,646,513,1
702,7,647,513,1
703,7,648,513,1
704,7,649,513,1
705,7,650,513,1
706,7,651,513,1
707,7,652,513,1
708,7,653,513,1
709,7,654,513,1
710,7,655,513,1
711,7,656,513,1
712,7,657,513,1
713,7,658,513,1
714,7,659,513,1
715,7,660,513,1
716,7,661,513,1
717,7,662,513,1
718,7,663,513,1
719,7,664,513,1
720,7,665,513,1
721,7,666,513,1
722,7,667,513,1
723,7,602,514,1
724,7,603,514,1
725,7,604,514,1
726,7,605,514,1
727,7,606,514,1
728,7,607,514,1
729,7,608,514,1
730,7,609,514,1
731,7,610,514,1
732,7,611,514,1
733,7,612,514,1
734,7,613,514,1
735,7,614,514,1
736,7,615,514,1
737,7,616,514,1
738,7,617,514,1
739,7,618,514,1
740,7,619,514,1
741,7,620,514,1
742,7,621,514,1
743,7,622,514,1
744,7,623,514,1
745,7,624,514,1
746,7,625,514,1
747,7,626,514,1
748,7,627,514,1
749,7,628,514,1
750,7,629,514,1
751,7,630,514,1
752,7,631,514,1
753,7,632,514,1
754,7,633,514,1
755,7,634,514,1
756,7,635,514,1
757,7,636,514,1
758,7,637,514,1
759,7,638,514,1
760,17,729,511,1
761,7,643,514,1
762,7,644,514,1
763,7,645,514,1
764,7,646,514,1
765,7,647,514,1
766,7,648,514,1
767,7,649,514,1
768,7,650,514,1
769,7,651,514,1
770,7,652,514,1
771,7,653,514,1
772,7,654,514,1
773,7,655,514,1
774,7,656,514,1
775,7,657,514,1
776,7,658,514,1
777,7,659,514,1
778,7,660,514,1
779,7,661,514,1
780,7,662,514,1
781,7,663,514,1
782,7,664,514,1
783,7,665,514,1
784,7,666,514,1
785,7,667,514,1
786,7,602,515,1
787,7,603,515,1
788,7,604,515,1
789,7,605,515,1
790,7,606,515,1
791,7,607,515,1
792,7,608,515,1
793,7,609,515,1
794,7,610,515,1
795,7,611,515,1
796,7,612,515,1
797,7,613,515,1
798,7,614,515,1
799,7,615,515,1
800,7,616,515,1
801,7,617,515,1
802,7,618,515,1
803,7,619,515,1
804,7,620,515,1
805,7,621,515,1
806,7,622,515,1
807,7,623,515,1
808,7,624,515,1
809,7,625,515,1
810,7,626,515,1
811,7,627,515,1
812,7,628,515,1
813,7,629,515,1
814,7,630,515,1
815,7,631,515,1
816,7,632,515,1
817,7,633,515,1
818,7,634,515,1
819,7,635,515,1
820,7,636,515,1
821,7,637,515,1
822,7,638,515,1
823,7,644,515,1
824,7,645,515,1
825,7,646,515,1
826,7,647,515,1
827,7,648,515,1
828,7,649,515,1
829,7,650,515,1
830,7,651,515,1
831,7,652,515,1
832,7,653,515,1
833,7,654,515,1
834,7,655,515,1
835,7,656,515,1
836,7,657,515,1
837,7,658,515,1
838,7,659,515,1
839,7,660,515,1
840,7,661,515,1
841,7,662,515,1
842,7,663,515,1
843,7,664,515,1
844,7,665,515,1
845,7,666,515,1
846,7,667,515,1
847,7,602,516,1
848,7,603,516,1
849,7,604,516,1
850,7,605,516,1
851,7,606,516,1
852,7,607,516,1
853,7,608,516,1
854,7,609,516,1
855,7,610,516,1
856,7,611,516,1
857,7,612,516,1
858,7,613,516,1
859,7,614,516,1
860,7,615,516,1
861,7,616,516,1
862,7,617,516,1
863,7,618,516,1
864,7,619,516,1
865,7,620,516,1
866,7,621,516,1
867,7,622,516,1
868,7,623,516,1
869,7,624,516,1
870,7,625,516,1
871,7,626,516,1
872,20,696,587,2
873,69,692,598,1
874,69,692,597,1
875,7,630,516,1
876,7,631,516,1
877,7,632,516,1
878,7,633,516,1
879,7,634,516,1
880,7,635,516,1
881,7,636,516,1
882,7,637,516,1
883,7,638,516,1
884,28,717,453,1
885,28,718,453,1
886,28,718,454,1
887,7,646,516,1
888,7,647,516,1
889,7,648,516,1
890,7,649,516,1
891,7,650,516,1
892,7,651,516,1
893,7,652,516,1
894,7,653,516,1
895,7,654,516,1
896,7,655,516,1
897,7,656,516,1
898,7,657,516,1
899,7,658,516,1
900,7,659,516,1
901,7,660,516,1
902,7,661,516,1
903,7,662,516,1
904,7,663,516,1
905,7,664,516,1
906,7,665,516,1
907,7,666,516,1
908,7,667,516,1
909,7,602,517,1
910,7,603,517,1
911,7,604,517,1
912,7,605,517,1
913,7,606,517,1
914,7,607,517,1
915,7,608,517,1
916,7,609,517,1
917,7,610,517,1
918,7,611,517,1
919,7,612,517,1
920,7,613,517,1
921,7,614,517,1
922,7,615,517,1
923,7,616,517,1
924,7,617,517,1
925,7,618,517,1
926,7,619,517,1
927,7,620,517,1
928,7,621,517,1
929,7,622,517,1
930,7,623,517,1
931,7,624,517,1
932,7,625,517,1
933,26,766,562,1
934,69,693,597,2
935,69,693,598,1
936,69,691,598,1
937,69,691,597,1
938,7,632,517,1
939,69,691,596,1
940,7,634,517,1
941,7,635,517,1
942,7,636,517,1
943,7,637,517,1
944,7,638,517,1
945,28,717,454,1
946,69,690,598,1
947,69,690,597,1
948,69,693,596,2
949,69,694,597,2
950,7,650,517,1
951,7,651,517,1
952,7,652,517,1
953,7,653,517,1
954,7,654,517,1
955,7,655,517,1
956,7,656,517,1
957,7,657,517,1
958,7,658,517,1
959,7,659,517,1
960,7,660,517,1
961,7,661,517,1
962,7,662,517,1
963,7,663,517,1
964,7,664,517,1
965,7,665,517,1
966,7,666,517,1
967,7,667,517,1
968,7,602,518,1
969,7,603,518,1
970,7,604,518,1
971,7,605,518,1
972,7,606,518,1
973,7,607,518,1
974,7,608,518,1
975,7,609,518,1
976,7,610,518,1
977,7,611,518,1
978,7,612,518,1
979,69,694,598,2
980,7,614,518,1
981,69,696,598,1
982,7,616,518,1
983,69,696,597,2
984,7,618,518,1
985,7,619,518,1
986,7,620,518,1
987,69,697,597,1
988,7,622,518,1
989,7,623,518,1
990,7,624,518,1
991,7,625,518,1
992,26,766,561,1
993,69,697,598,1
994,69,695,598,1
995,7,636,518,1
996,7,637,518,1
997,7,638,518,1
998,69,695,597,2
999,69,698,598,1
1000,69,698,597,1
1001,28,716,454,1
1002,69,699,597,1
1003,7,652,518,1
1004,7,653,518,1
1005,7,654,518,1
1006,7,655,518,1
1007,7,656,518,1
1008,7,657,518,1
1009,7,658,518,1
1010,7,659,518,1
1011,7,660,518,1
1012,7,661,518,1
1013,7,662,518,1
1014,7,663,518,1
1015,7,664,518,1
1016,7,665,518,1
1017,7,666,518,1
1018,7,667,518,1
1019,7,602,519,1
1020,7,603,519,1
1021,7,604,519,1
1022,7,605,519,1
1023,7,606,519,1
1024,7,607,519,1
1025,7,608,519,1
1026,7,609,519,1
1027,7,610,519,1
1028,69,699,598,1
1029,69,699,596,1
1030,69,698,596,2
1031,69,697,596,2
1032,69,698,595,2
1033,7,624,519,1
1034,7,625,519,1
1035,26,767,561,1
1036,69,698,594,2
1037,69,699,594,1
1038,69,699,595,1
1039,69,697,595,2
1040,69,697,594,2
1041,28,716,453,1
1042,7,654,519,1
1043,7,655,519,1
1044,7,656,519,1
1045,28,719,453,1
1046,7,658,519,1
1047,7,663,519,1
1048,7,664,519,1
1049,7,665,519,1
1050,7,666,519,1
1051,7,667,519,1
1052,7,602,520,1
1053,7,603,520,1
1054,7,604,520,1
1055,7,605,520,1
1056,7,606,520,1
1057,7,607,520,1
1058,7,608,520,1
1059,69,698,590,1
1060,69,698,589,1
1061,69,699,589,1
1062,69,699,590,1
1063,69,698,591,2
1064,28,719,454,1
1065,7,664,520,1
1066,7,665,520,1
1067,7,666,520,1
1068,7,667,520,1
1069,7,602,521,1
1070,7,603,521,1
1071,7,604,521,1
1072,7,605,521,1
1073,7,606,521,1
1074,69,697,590,2
1075,69,697,589,2
1076,7,664,521,1
1077,7,665,521,1
1078,7,666,521,1
1079,7,667,521,1
1080,7,602,522,1
1081,7,603,522,1
1082,7,604,522,1
1083,7,605,522,1
1084,7,606,522,1
1085,7,664,522,1
1086,7,665,522,1
1087,7,666,522,1
1088,7,667,522,1
1089,7,602,523,1
1090,7,603,523,1
1091,7,604,523,1
1092,7,605,523,1
1093,7,606,523,1
1094,26,767,562,1
1095,7,664,523,1
1096,7,665,523,1
1097,7,666,523,1
1098,7,667,523,1
1099,7,602,524,1
1100,7,603,524,1
1101,7,604,524,1
1102,7,605,524,1
1103,7,606,524,1
1104,26,766,563,1
1105,7,664,524,1
1106,7,665,524,1
1107,7,666,524,1
1108,7,667,524,1
1109,7,602,525,1
1110,7,603,525,1
1111,7,604,525,1
1112,7,605,525,1
1113,69,698,588,1
1114,7,664,525,1
1115,7,665,525,1
1116,7,666,525,1
1117,7,667,525,1
1118,7,602,526,1
1119,7,603,526,1
1120,7,604,526,1
1121,7,605,526,1
1122,69,699,588,1
1123,7,664,526,1
1124,7,665,526,1
1125,7,666,526,1
1126,7,667,526,1
1127,7,602,527,1
1128,7,603,527,1
1129,7,604,527,1
1130,69,697,588,1
1131,69,699,591,1
1132,7,663,527,1
1133,7,664,527,1
1134,7,665,527,1
1135,7,666,527,1
1136,7,667,527,1
1137,7,602,528,1
1138,7,603,528,1
1139,69,698,592,2
1140,69,697,591,2
1141,69,699,592,1
1142,7,664,528,1
1143,7,665,528,1
1144,7,666,528,1
1145,7,667,528,1
1146,7,602,529,1
1147,7,603,529,1
1148,69,698,593,2
1149,69,697,592,2
1150,69,699,593,1
1151,7,665,529,1
1152,7,666,529,1
1153,7,667,529,1
1154,7,602,530,1
1155,7,603,530,1
1156,26,765,562,1
1157,69,697,593,2
1158,69,695,596,2
1159,7,665,530,1
1160,7,666,530,1
1161,7,667,530,1
1162,7,602,531,1
1163,7,603,531,1
1164,69,695,595,2
1165,69,696,596,2
1166,69,694,596,2
1167,69,695,592,2
1168,69,695,591,2
1169,7,665,531,1
1170,7,666,531,1
1171,7,667,531,1
1172,7,602,532,1
1173,7,603,532,1
1174,69,696,592,2
1175,7,659,532,1
1176,7,660,532,1
1177,7,661,532,1
1178,69,696,593,2
1179,7,663,532,1
1180,7,664,532,1
1181,7,665,532,1
1182,7,666,532,1
1183,7,667,532,1
1184,7,602,533,1
1185,7,603,533,1
1186,69,695,593,2
1187,28,718,455,1
1188,7,653,533,1
1189,7,657,533,1
1190,7,658,533,1
1191,7,659,533,1
1192,7,660,533,1
1193,7,661,533,1
1194,7,662,533,1
1195,7,663,533,1
1196,7,664,533,1
1197,7,665,533,1
1198,7,666,533,1
1199,7,667,533,1
1200,7,602,534,1
1201,7,603,534,1
1202,69,694,593,2
1203,26,765,561,1
1204,7,652,534,1
1205,7,653,534,1
1206,7,654,534,1
1207,7,655,534,1
1208,7,656,534,1
1209,7,657,534,1
1210,7,658,534,1
1211,7,659,534,1
1212,7,660,534,1
1213,7,661,534,1
1214,7,662,534,1
1215,7,663,534,1
1216,7,664,534,1
1217,7,665,534,1
1218,7,666,534,1
1219,7,667,534,1
1220,7,602,535,1
1221,7,603,535,1
1222,69,694,592,2
1223,69,695,588,1
1224,28,720,454,1
1225,69,696,588,1
1226,69,696,589,2
1227,7,651,535,1
1228,7,652,535,1
1229,7,653,535,1
1230,7,654,535,1
1231,7,655,535,1
1232,7,656,535,1
1233,7,657,535,1
1234,7,658,535,1
1235,7,659,535,1
1236,7,660,535,1
1237,7,661,535,1
1238,7,662,535,1
1239,7,663,535,1
1240,7,664,535,1
1241,7,665,535,1
1242,7,666,535,1
1243,7,667,535,1
1244,7,602,536,1
1245,7,603,536,1
1246,7,604,536,1
1247,7,605,536,1
1248,69,695,589,2
1249,69,694,589,2
1250,28,720,455,1
1251,7,645,536,1
1252,7,647,536,1
1253,7,648,536,1
1254,7,649,536,1
1255,7,650,536,1
1256,7,651,536,1
1257,7,652,536,1
1258,7,653,536,1
1259,7,654,536,1
1260,7,655,536,1
1261,7,656,536,1
1262,7,657,536,1
1263,7,658,536,1
1264,7,659,536,1
1265,7,660,536,1
1266,7,661,536,1
1267,7,662,536,1
1268,7,663,536,1
1269,7,664,536,1
1270,7,665,536,1
1271,7,666,536,1
1272,7,667,536,1
1273,7,602,537,1
1274,7,603,537,1
1275,7,604,537,1
1276,7,605,537,1
1277,7,606,537,1
1278,7,607,537,1
1279,69,694,588,1
1280,7,643,537,1
1281,7,644,537,1
1282,7,645,537,1
1283,7,646,537,1
1284,7,647,537,1
1285,7,648,537,1
1286,7,649,537,1
1287,7,650,537,1
1288,7,651,537,1
1289,7,652,537,1
1290,7,653,537,1
1291,7,654,537,1
1292,7,655,537,1
1293,7,656,537,1
1294,7,657,537,1
1295,7,658,537,1
1296,7,659,537,1
1297,7,660,537,1
1298,7,661,537,1
1299,7,662,537,1
1300,7,663,537,1
1301,7,664,537,1
1302,7,665,537,1
1303,7,666,537,1
1304,7,667,537,1
1305,7,602,538,1
1306,7,603,538,1
1307,7,604,538,1
1308,7,605,538,1
1309,7,606,538,1
1310,7,607,538,1
1311,7,608,538,1
1312,7,609,538,1
1313,28,719,455,1
1314,7,643,538,1
1315,7,644,538,1
1316,7,645,538,1
1317,7,646,538,1
1318,7,647,538,1
1319,7,648,538,1
1320,7,649,538,1
1321,7,650,538,1
1322,7,651,538,1
1323,7,652,538,1
1324,7,653,538,1
1325,7,654,538,1
1326,7,655,538,1
1327,7,656,538,1
1328,7,657,538,1
1329,7,658,538,1
1330,7,659,538,1
1331,7,660,538,1
1332,7,661,538,1
1333,7,662,538,1
1334,7,663,538,1
1335,7,664,538,1
1336,7,665,538,1
1337,7,666,538,1
1338,7,667,538,1
1339,7,602,539,1
1340,7,603,539,1
1341,7,604,539,1
1342,7,605,539,1
1343,7,606,539,1
1344,7,607,539,1
1345,7,608,539,1
1346,7,609,539,1
1347,69,696,594,2
1348,69,695,594,2
1349,69,694,594,2
1350,28,720,453,1
1351,7,643,539,1
1352,7,644,539,1
1353,7,645,539,1
1354,7,646,539,1
1355,7,647,539,1
1356,7,648,539,1
1357,7,649,539,1
1358,7,650,539,1
1359,7,651,539,1
1360,7,652,539,1
1361,7,653,539,1
1362,7,654,539,1
1363,7,655,539,1
1364,7,656,539,1
1365,7,657,539,1
1366,7,658,539,1
1367,7,659,539,1
1368,7,660,539,1
1369,7,661,539,1
1370,7,662,539,1
1371,7,663,539,1
1372,7,664,539,1
1373,7,665,539,1
1374,7,666,539,1
1375,7,667,539,1
1376,7,602,540,1
1377,7,603,540,1
1378,7,604,540,1
1379,7,605,540,1
1380,7,606,540,1
1381,7,607,540,1
1382,7,608,540,1
1383,7,609,540,1
1384,7,610,540,1
1385,7,611,540,1
1386,69,696,595,2
1387,69,694,595,2
1388,7,644,540,1
1389,7,645,540,1
1390,7,646,540,1
1391,7,647,540,1
1392,7,648,540,1
1393,7,649,540,1
1394,7,650,540,1
1395,7,651,540,1
1396,7,652,540,1
1397,7,653,540,1
1398,7,654,540,1
1399,7,655,540,1
1400,7,656,540,1
1401,7,657,540,1
1402,7,658,540,1
1403,7,659,540,1
1404,7,660,540,1
1405,7,661,540,1
1406,7,662,540,1
1407,7,663,540,1
1408,7,664,540,1
1409,7,665,540,1
1410,7,666,540,1
1411,7,667,540,1
1412,7,602,541,1
1413,7,603,541,1
1414,7,604,541,1
1415,7,605,541,1
1416,7,606,541,1
1417,7,607,541,1
1418,7,608,541,1
1419,7,609,541,1
1420,7,610,541,1
1421,7,611,541,1
1422,7,612,541,1
1423,69,695,590,2
1424,7,645,541,1
1425,7,646,541,1
1426,7,647,541,1
1427,7,648,541,1
1428,7,649,541,1
1429,7,650,541,1
1430,7,651,541,1
1431,7,652,541,1
1432,7,653,541,1
1433,7,654,541,1
1434,7,655,541,1
1435,7,656,541,1
1436,7,657,541,1
1437,7,658,541,1
1438,7,659,541,1
1439,7,660,541,1
1440,7,661,541,1
1441,7,662,541,1
1442,7,663,541,1
1443,7,664,541,1
1444,7,665,541,1
1445,7,666,541,1
1446,7,667,541,1
1447,7,602,542,1
1448,7,603,542,1
1449,7,604,542,1
1450,7,605,542,1
1451,7,606,542,1
1452,7,607,542,1
1453,7,608,542,1
1454,7,609,542,1
1455,7,610,542,1
1456,69,696,591,2
1457,69,694,591,2
1458,69,693,589,2
1459,7,646,542,1
1460,7,647,542,1
1461,7,648,542,1
1462,7,649,542,1
1463,7,650,542,1
1464,7,651,542,1
1465,7,652,542,1
1466,7,653,542,1
1467,7,654,542,1
1468,7,655,542,1
1469,7,656,542,1
1470,7,657,542,1
1471,7,658,542,1
1472,7,659,542,1
1473,7,660,542,1
1474,7,661,542,1
1475,7,662,542,1
1476,7,663,542,1
1477,7,664,542,1
1478,7,665,542,1
1479,7,666,542,1
1480,7,667,542,1
1481,7,602,543,1
1482,7,603,543,1
1483,7,604,543,1
1484,7,605,543,1
1485,7,606,543,1
1486,7,607,543,1
1487,7,608,543,1
1488,69,693,588,1
1489,69,694,590,2
1490,69,693,590,2
1491,69,692,590,2
1492,69,692,589,1
1493,7,633,543,1
1494,69,691,588,1
1495,69,692,588,1
1496,7,645,543,1
1497,7,646,543,1
1498,7,647,543,1
1499,7,648,543,1
1500,7,649,543,1
1501,7,650,543,1
1502,7,651,543,1
1503,7,652,543,1
1504,7,653,543,1
1505,7,654,543,1
1506,7,655,543,1
1507,7,656,543,1
1508,7,657,543,1
1509,7,658,543,1
1510,7,659,543,1
1511,7,660,543,1
1512,7,661,543,1
1513,7,662,543,1
1514,7,663,543,1
1515,7,664,543,1
1516,7,665,543,1
1517,7,666,543,1
1518,7,667,543,1
1519,7,602,544,1
1520,7,603,544,1
1521,7,604,544,1
1522,7,605,544,1
1523,7,606,544,1
1524,7,607,544,1
1525,7,608,544,1
1526,7,609,544,1
1527,69,691,589,1
1528,69,690,589,1
1529,69,690,588,1
1530,7,631,544,1
1531,7,632,544,1
1532,7,633,544,1
1533,7,634,544,1
1534,7,635,544,1
1535,7,636,544,1
1536,7,637,544,1
1537,69,691,590,2
1538,69,690,590,1
1539,7,645,544,1
1540,7,646,544,1
1541,7,647,544,1
1542,7,648,544,1
1543,7,649,544,1
1544,7,650,544,1
1545,7,651,544,1
1546,7,652,544,1
1547,7,653,544,1
1548,7,654,544,1
1549,7,655,544,1
1550,7,656,544,1
1551,7,657,544,1
1552,7,658,544,1
1553,7,659,544,1
1554,7,660,544,1
1555,7,661,544,1
1556,7,662,544,1
1557,7,663,544,1
1558,7,664,544,1
1559,7,665,544,1
1560,7,666,544,1
1561,7,667,544,1
1562,7,602,545,1
1563,7,603,545,1
1564,7,604,545,1
1565,7,605,545,1
1566,7,606,545,1
1567,7,607,545,1
1568,7,608,545,1
1569,7,609,545,1
1570,7,610,545,1
1571,28,717,455,1
1572,69,692,591,2
1573,69,691,591,2
1574,7,629,545,1
1575,7,630,545,1
1576,7,631,545,1
1577,7,632,545,1
1578,7,633,545,1
1579,7,634,545,1
1580,7,635,545,1
1581,7,636,545,1
1582,7,637,545,1
1583,7,638,545,1
1584,7,639,545,1
1585,7,645,545,1
1586,7,646,545,1
1587,7,647,545,1
1588,7,648,545,1
1589,7,649,545,1
1590,7,650,545,1
1591,7,651,545,1
1592,7,652,545,1
1593,7,653,545,1
1594,7,654,545,1
1595,7,655,545,1
1596,7,656,545,1
1597,7,657,545,1
1598,7,658,545,1
1599,7,659,545,1
1600,7,660,545,1
1601,7,661,545,1
1602,7,662,545,1
1603,7,663,545,1
1604,7,664,545,1
1605,7,665,545,1
1606,7,666,545,1
1607,7,667,545,1
1608,7,602,546,1
1609,7,603,546,1
1610,7,604,546,1
1611,7,605,546,1
1612,7,606,546,1
1613,7,607,546,1
1614,7,608,546,1
1615,7,609,546,1
1616,7,610,546,1
1617,7,611,546,1
1618,69,690,591,1
1619,69,692,592,2
1620,69,691,592,2
1621,7,615,546,1
1622,28,716,455,1
1623,5,707,561,1
1624,7,627,546,1
1625,7,629,546,1
1626,7,630,546,1
1627,7,631,546,1
1628,7,632,546,1
1629,7,633,546,1
1630,7,634,546,1
1631,7,635,546,1
1632,7,636,546,1
1633,7,637,546,1
1634,7,638,546,1
1635,7,639,546,1
1636,7,644,546,1
1637,7,645,546,1
1638,7,646,546,1
1639,7,647,546,1
1640,7,648,546,1
1641,7,649,546,1
1642,7,650,546,1
1643,7,651,546,1
1644,7,652,546,1
1645,7,653,546,1
1646,7,654,546,1
1647,7,655,546,1
1648,7,656,546,1
1649,7,657,546,1
1650,7,658,546,1
1651,7,659,546,1
1652,7,660,546,1
1653,7,661,546,1
1654,7,662,546,1
1655,7,663,546,1
1656,7,664,546,1
1657,7,665,546,1
1658,7,666,546,1
1659,7,667,546,1
1660,7,602,547,1
1661,7,603,547,1
1662,7,604,547,1
1663,7,605,547,1
1664,7,606,547,1
1665,7,607,547,1
1666,7,608,547,1
1667,7,610,547,1
1668,7,611,547,1
1669,7,612,547,1
1670,7,613,547,1
1671,7,614,547,1
1672,7,615,547,1
1673,28,718,456,1
1674,114,468,289,2
1675,114,468,290,2
1676,7,627,547,1
1677,7,628,547,1
1678,7,629,547,1
1679,7,630,547,1
1680,7,631,547,1
1681,7,632,547,1
1682,7,633,547,1
1683,7,634,547,1
1684,7,635,547,1
1685,7,636,547,1
1686,7,637,547,1
1687,7,638,547,1
1688,7,639,547,1
1689,7,644,547,1
1690,7,645,547,1
1691,7,646,547,1
1692,7,647,547,1
1693,7,648,547,1
1694,7,649,547,1
1695,7,650,547,1
1696,7,651,547,1
1697,7,652,547,1
1698,7,653,547,1
1699,7,654,547,1
1700,7,655,547,1
1701,7,656,547,1
1702,7,657,547,1
1703,7,658,547,1
1704,7,659,547,1
1705,7,660,547,1
1706,7,661,547,1
1707,7,662,547,1
1708,7,663,547,1
1709,7,664,547,1
1710,7,665,547,1
1711,7,666,547,1
1712,7,667,547,1
1713,12,508,564,1
1714,12,509,564,1
1715,12,510,564,1
1716,12,511,564,1
1717,12,512,564,1
1718,12,513,564,1
1719,12,514,564,1
1720,12,515,564,1
1721,12,516,564,1
