"ID","assetPath","assetTexture0","assetTexture1","modelTextureId0","modelTextureId1","creatureMaterialEnum","scale","hitRadius","walkLand","walkAir","walkWater","walkHover","runLand","runAir","runWater","runHover","itemVisualTypeIdFeet","swimWaterDepth","race","sex","itemDisplayId00","itemDisplayId01","itemDisplayId02","itemDisplayId03","itemDisplayId04","itemDisplayId05","itemDisplayId06","itemDisplayId07","itemDisplayId08","itemDisplayId09","itemDisplayId10","itemDisplayId11","itemDisplayId12","itemDisplayId13","itemDisplayId14","itemDisplayId15","itemDisplayId16","itemDisplayId17","itemDisplayId18","itemDisplayId19","modelMeshId00","modelMeshId01","modelMeshId02","modelMeshId03","modelMeshId04","modelMeshId05","modelMeshId06","modelMeshId07","modelMeshId08","modelMeshId09","modelMeshId10","modelMeshId11","modelMeshId12","modelMeshId13","modelMeshId14","modelMeshId15","groundOffsetHover","groundOffsetFly"
28,"Art\Creature\AgressorBot\AgressorBot.m3","Art\Creature\Saboteurbot\Saboteurbot_001_Color.tex","Art\Creature\Saboteurbot\Saboteurbot_001_Normal.tex",1,2,1,1,1.4,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
29,"Art\Creature\Skeetch\Skeetch.m3","","",0,0,3,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
30,"Art\Creature\Skugs\Skug_01\Skug_01.M3","","",0,0,3,1,3,4,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
32,"Art\Creature\Skugs\SkugQueen_01\SkugQueen01.M3","Art\Creature\Skugs\SkugQueen_01\SkugQueen01_Color.tex","Art\Creature\Skugs\SkugQueen_01\SkugQueen01_dxtNormal.tex",1,2,5,1,3.6,2.5,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
34,"Art\Creature\StemDragon\StemDragon.m3","","",0,0,0,1,8.4,2,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
35,"Art\Creature\Vind\Vind.m3","","",0,0,0,1,2.4,6,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
36,"Art\Creature\Vulcarrion\Vulcarrion.M3","Art\Creature\Vulcarrion\CRT_Vulcarrion_Color.DDS","Art\Creature\Vulcarrion\CRT_Vulcarrion_Normal.DDS",1,2,3,1,2.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
37,"Art\Creature\Yeti\Yeti.M3","","",0,0,3,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
39,"Art\Mount\Speeder\PRP_Mount_ImperiumSpeeder_WhiteGold_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
40,"Art\NPC\Ekose\GrannyAdina_Ekose\GrannyAdina_Ekose.m3","","",0,0,0,1,1.7,0.7,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
41,"Art\NPC\Ekose\Rancher_Ekose_01_M\Rancher_Ekose_01_M.m3","","",0,0,0,1,1.7,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
42,"Art\NPC\Foreman_Daggit\Foreman_Daggit.M3","","",0,0,0,1,1.4,1.6,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
43,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
44,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,1737,1056,137,6,762,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
45,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,1737,1053,1791,6,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
46,"","","",0,0,3,1,1.2,3,9,2.25,3,9,30,7.5,10,1,0.5,1,0,2216,25,1796,6,257,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
47,"Art\NPC\Judge_Cain\Judge_Cain.m3","","",0,0,0,1,1.6,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
48,"Art\NPC\Justice\Justice_Warrior_Human_M\Justice_Warrior_Human_M.m3","","",0,0,0,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
50,"Art\NPC\Legionnaire\NPC_Legionnaire_MaleBase_000.m3","","",0,0,0,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
52,"Art\NPC\MultiRig\HumanMBig\MultiRig_HumanMBig.m3","Art\NPC\Miners\Miner_01_M\Miner_01_M_Color.DDS","Art\NPC\Miners\Miner_01_M\Miner_01_M_Normal.DDS",1,2,0,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
53,"Art\NPC\Miners\Miner_02_M\Miner_02_M.M3","","",0,0,0,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
54,"Art\NPC\SquirdHerder\SquirdHerder.M3","","",0,0,0,1,1.5,1.5,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
55,"","","",0,0,0,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,4,0,584,307,641,1634,1633,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
56,"","","",0,0,7,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,3,0,584,879,886,20,960,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
57,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,584,5,135,205,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
58,"","","",0,0,0,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,4,0,441,443,440,1647,1694,1634,1714,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
59,"","","",0,0,7,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,3,0,573,881,912,20,955,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
60,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,573,5,135,6,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
61,"Art\NPC\MultiRig\HumanMBig\MultiRig_HumanMBig.m3","Art\NPC\Villagers\Blacksmith\Blacksmith_Color.DDS","Art\NPC\Villagers\Blacksmith\Blacksmith_Normal.DDS",1,2,0,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
62,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,1,587,305,311,313,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
63,"Art\Prop\Constructed\Barrel\PRP_Barrel_HoldingTank_SilverBrown_000.M3","","",0,0,3,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
64,"Art\Prop\Constructed\Barrel\PRP_Barrel_KegMetal_SilverWhite_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
65,"Art\Prop\Constructed\Barrel\PRP_Barrel_ValvedTank_SilverGrey_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
66,"Art\Prop\Constructed\Barrel\PRP_Tank_VindGas_Grey_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
67,"Art\Prop\Constructed\Barrel\PRP_Tank_VindGas_Grey_001.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
68,"Art\Prop\Constructed\Blackbox\PRP_Blackbox_SCDevice.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
69,"Art\Prop\Constructed\Book\PRP_Book_SmugglerGrimoire_Brown_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
70,"Art\Prop\Constructed\BotParts\PRP_BotParts_SaboteurbotHead_Rust_000.M3","","",0,0,3,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
71,"Art\Prop\Constructed\BotParts\PRP_BotParts_SaboteurbotHeadless_Rust_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
73,"Art\Prop\Constructed\Cannon\Dominion\PRP_Cannon_ImperiumDualBarrelTurret_TOP_000.M3","","",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
74,"Art\Prop\Constructed\Cannon\Dominion\PRP_Cannon_ImperiumDualBarrelTurret_White_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
75,"Art\Prop\Constructed\Cannon\PRP_Cannon_DefianceLarge_OrangeSilver_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
78,"Art\Prop\Constructed\Chest\PRP_Chest_SmugglerHandles_BrownGold_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
79,"Art\Prop\Constructed\Chest\PRP_Chest_SmugglerSkull_BrownGold_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
80,"Art\Prop\Constructed\ControlPanel\PRP_ControlPanel_ImperiumDualBarrelTurret_White_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
85,"Art\Prop\Constructed\Crate\PRP_Crate_FramedWood_SilverBrown_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
86,"Art\Prop\Constructed\Crate\PRP_Crate_ImperiumAmmoLong_Black_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
87,"Art\Prop\Constructed\Crate\PRP_Crate_MetalBraced_SilverBronze_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
88,"Art\Prop\Constructed\Debris\PRP_Debris_ImperiumTransportCrash_VAR_SmallThruster_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
89,"Art\Prop\Constructed\Debris\PRP_SalvageSmall_Grey_000.M3","","",0,0,0,1,1,5,12,4,6,12,32,10,12,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
90,"Art\Prop\Constructed\Dungeon_Editor_Kits\Eldan_Kit\Eldan_Lorestone_Chest\PRP_Eldan_Lorestone_Chest_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
91,"Art\Prop\Constructed\Dungeon_Editor_Kits\Mine_Kit\SnakeEyeMine\Crystals\PRP_Crystals_AlgorocMineCrystal_Blue_002.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"Art\Prop\Constructed\Fuel\SanctuaryCommon\PRP_FuelCan_SanctuaryCommon_Rust_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
94,"Art\Prop\Constructed\Fuel\SanctuaryCommon\PRP_FuelPump_SanctuaryCommon_Rust_000.M3","","",0,0,0,1,1.5,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
95,"Art\Prop\Constructed\Graves\PRP_Grave_DirtPileSmall_Brown_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
96,"Art\Prop\Constructed\Graves\PRP_GravePlot_DirtPile_Brown_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
98,"Art\Prop\Constructed\GraveStones\PRP_GraveStone_SanctuaryCommon_Grey_001.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
100,"Art\Prop\Constructed\Light\PRP_Lampost_SancCommonHooked_Grey_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
