"ID","raceId","gender","itemSlotId","itemDisplayId","flags","characterCustomizationLabelId00","characterCustomizationLabelId01","value00","value01"
64,1,0,28,227,2,24,4,2,7
65,1,0,28,230,2,23,4,2,7
66,1,0,28,235,2,24,4,3,7
67,1,0,28,236,2,24,4,4,7
68,1,0,28,237,2,24,4,5,7
69,0,0,28,291,2,3,4,7,7
70,1,0,28,292,2,24,4,6,7
71,1,0,28,293,2,24,4,8,7
72,1,0,28,294,2,24,4,9,7
73,1,0,28,708,2,24,4,13,1
74,1,0,28,218,2,23,4,7,1
75,1,0,28,709,2,23,4,11,1
76,1,0,28,220,2,24,4,12,1
77,1,0,28,743,2,24,4,10,2
78,1,0,28,744,2,23,4,7,2
79,1,0,28,745,2,23,4,8,2
80,1,0,28,746,2,24,4,12,2
81,0,0,28,217,2,3,4,11,2
82,0,0,28,218,2,3,4,12,2
83,0,0,28,219,2,3,4,13,2
84,0,0,28,220,2,3,4,14,2
85,0,0,29,222,0,0,0,1,0
86,0,0,29,223,0,0,0,2,0
87,0,0,29,224,0,0,0,3,0
88,0,0,29,225,0,0,0,0,0
89,0,0,28,238,2,3,4,1,8
90,0,0,28,239,2,3,4,2,8
91,0,0,28,240,2,3,4,3,8
92,0,0,28,285,2,3,4,4,8
93,0,0,28,242,2,3,4,5,8
94,0,0,28,287,2,3,4,6,8
95,1,0,28,244,2,24,4,14,5
96,1,0,28,245,2,24,4,2,5
97,1,0,28,246,2,23,4,2,5
98,1,0,28,247,2,24,4,3,5
99,1,0,28,248,2,24,4,4,5
100,1,0,28,249,2,24,4,5,5
101,1,0,28,250,2,24,4,14,6
102,1,0,28,251,2,24,4,2,6
103,1,0,28,252,2,23,4,2,6
104,1,0,28,253,2,24,4,3,6
105,1,0,28,254,2,24,4,4,6
106,1,0,28,255,2,24,4,5,6
107,1,0,28,256,2,24,4,14,3
108,1,0,28,257,2,24,4,2,3
109,1,0,28,258,2,23,4,2,3
110,1,0,28,259,2,24,4,3,3
111,1,0,28,260,2,24,4,4,3
112,1,0,28,261,2,24,4,5,3
113,1,0,28,262,2,24,4,14,4
114,1,0,28,263,2,24,4,2,4
115,1,0,28,264,2,23,4,2,4
116,1,0,28,265,2,24,4,3,4
117,1,0,28,266,2,24,4,4,4
119,0,0,28,284,2,3,4,7,8
120,0,0,28,241,2,3,4,8,8
123,1,0,39,297,2,20,4,5,1
124,1,0,39,296,2,20,4,5,2
125,1,0,39,295,2,20,4,5,7
126,1,1,24,305,2,2,0,1,0
127,1,1,24,1425,2,2,0,2,0
128,3,0,24,19,2,2,0,1,0
129,3,1,24,309,2,2,0,4,1
130,1,0,28,439,2,24,0,1,0
141,1,0,28,1755,2,24,4,15,7
142,1,0,28,1755,2,23,4,15,7
143,0,0,28,1757,2,3,4,34,7
144,3,0,25,524,2,1,2,1,1
145,3,0,25,525,2,1,2,2,1
146,3,0,24,4944,1,2,0,9,0
147,3,0,26,20,2,0,7,0,1
148,1,1,28,531,2,24,4,1,2
149,1,1,28,532,2,24,4,2,2
150,1,1,28,533,2,23,4,2,2
151,1,1,28,534,2,24,4,3,2
152,1,1,28,535,2,24,4,4,2
153,1,1,28,536,2,24,4,5,2
154,1,1,28,537,2,24,4,6,2
155,1,1,28,538,2,23,4,4,2
156,1,1,28,539,2,23,4,5,2
157,1,1,28,540,2,24,4,7,2
158,1,1,28,541,2,23,4,6,2
159,1,1,28,542,2,23,4,7,2
160,1,1,28,543,2,24,4,8,2
161,3,0,25,549,2,1,2,3,1
162,3,0,25,550,2,1,2,4,1
163,3,0,25,551,2,1,2,5,1
164,3,0,25,552,2,1,2,6,1
165,3,0,25,553,2,1,2,7,1
166,3,0,25,554,2,1,2,8,1
167,3,0,25,555,2,1,2,9,1
168,13,0,25,563,2,1,18,1,1
169,13,0,25,564,2,1,18,2,1
170,13,0,25,565,2,1,18,3,1
171,13,0,25,566,2,1,18,4,1
172,13,0,25,568,2,1,18,6,1
173,13,0,25,569,2,1,18,7,1
174,13,0,25,571,2,1,18,9,1
175,13,0,24,320,2,18,0,1,0
176,13,0,26,318,2,7,0,1,0
177,4,0,24,307,2,2,0,1,0
178,4,0,28,314,2,3,4,1,1
179,4,0,26,1634,2,7,1,1,1
180,12,1,24,562,2,2,0,1,0
181,13,0,27,2193,2,10,0,1,0
182,4,1,24,315,2,2,0,1,0
183,4,1,28,5715,2,3,4,1,1
184,4,1,26,316,2,7,1,1,1
185,1,1,26,313,2,0,7,0,2
186,12,1,25,636,2,1,2,1,1
187,12,0,24,637,2,2,0,1,0
188,12,0,25,638,2,1,2,1,1
189,0,0,26,639,2,0,7,0,1
190,4,1,25,640,2,1,2,1,1
191,4,0,25,641,2,1,2,1,1
192,1,0,28,217,2,24,4,10,1
193,1,0,28,219,2,23,4,8,1
194,1,0,28,706,2,23,4,10,1
195,1,0,28,710,2,23,4,13,1
196,0,0,28,272,2,3,4,7,6
197,1,0,28,273,2,24,4,6,6
198,1,0,28,274,2,24,4,8,6
199,1,0,28,275,2,24,4,9,6
200,1,0,28,711,2,24,4,10,6
201,1,0,28,712,2,24,4,12,6
202,0,0,28,268,2,3,4,7,5
203,1,0,28,269,2,24,4,6,5
204,1,0,28,270,2,24,4,8,5
205,1,0,28,271,2,24,4,9,5
206,1,0,28,714,2,24,4,10,5
207,1,0,28,713,2,23,4,13,6
208,1,0,28,715,2,24,4,12,5
209,1,0,28,716,2,23,4,13,5
210,1,0,28,723,2,24,4,10,7
211,0,0,28,724,2,3,4,14,7
212,1,0,28,725,2,23,4,13,7
213,0,0,28,276,2,3,4,7,3
214,1,0,28,277,2,24,4,6,3
215,1,0,28,278,2,24,4,8,3
216,1,0,28,279,2,24,4,9,3
217,1,0,28,717,2,24,4,10,3
218,1,0,28,718,2,24,4,12,3
219,1,0,28,719,2,23,4,13,3
220,1,0,28,267,2,24,4,5,4
221,0,0,28,280,2,3,4,7,4
222,1,0,28,281,2,24,4,6,4
223,1,0,28,282,2,24,4,8,4
224,1,0,28,283,2,24,4,9,4
225,1,0,28,720,2,24,4,10,4
226,1,0,28,721,2,24,4,12,4
227,1,0,28,722,2,23,4,13,4
228,0,0,28,286,2,3,4,9,8
229,0,0,28,243,2,3,4,10,8
230,0,0,28,726,2,3,4,19,1
231,0,0,28,727,2,3,4,20,1
232,1,0,28,728,2,23,4,3,1
233,0,0,28,729,2,3,4,22,1
234,1,0,28,730,2,23,4,4,1
235,0,0,28,731,2,3,4,24,1
236,0,0,28,732,2,3,4,25,1
237,1,0,28,733,2,24,4,7,1
238,1,0,28,734,2,23,4,5,1
239,1,0,28,735,2,24,4,11,1
240,1,0,28,736,2,23,4,9,1
241,1,0,28,737,2,23,4,12,1
242,0,0,28,738,2,3,4,29,1
243,1,0,28,739,2,24,4,15,1
244,1,0,28,739,2,23,4,15,1
245,0,0,28,741,2,3,4,34,1
246,1,0,28,747,2,23,4,10,2
247,1,0,28,748,2,24,4,13,2
248,1,0,28,749,2,23,4,11,2
249,1,0,28,750,2,23,4,12,2
250,1,0,28,751,2,23,4,13,2
251,1,0,28,753,2,23,4,7,7
252,1,0,28,754,2,23,4,8,7
253,1,0,28,755,2,24,4,12,7
254,1,0,28,756,2,23,4,10,7
255,1,0,28,757,2,24,4,13,7
256,1,0,28,758,2,23,4,11,7
257,0,0,28,778,2,3,4,25,7
258,1,0,28,759,2,23,4,12,7
259,0,0,28,771,2,3,4,25,2
260,0,0,28,766,2,3,4,19,2
261,0,0,28,767,2,3,4,20,2
262,1,0,28,765,2,23,4,3,2
263,0,0,28,768,2,3,4,22,2
264,0,0,28,770,2,3,4,24,2
265,1,0,28,769,2,23,4,4,2
266,1,0,28,772,2,24,4,7,2
267,1,0,28,773,2,23,4,5,2
268,1,0,28,774,2,24,4,11,2
269,1,0,28,775,2,23,4,9,2
271,0,0,28,776,2,3,4,29,2
272,1,0,28,762,2,24,4,15,2
273,1,0,28,762,2,23,4,15,2
274,0,0,28,764,2,3,4,34,2
275,1,0,28,789,2,23,4,7,5
276,1,0,28,790,2,23,4,8,5
277,1,0,28,792,2,23,4,10,5
278,1,0,28,793,2,24,4,13,5
279,1,0,28,794,2,23,4,11,5
280,1,0,28,807,2,23,4,12,5
281,0,0,28,796,2,3,4,25,5
282,0,0,28,797,2,3,4,19,5
283,0,0,28,798,2,3,4,20,5
284,1,0,28,799,2,23,4,3,5
285,0,0,28,800,2,3,4,22,5
286,1,0,28,801,2,23,4,4,5
287,0,0,28,802,2,3,4,24,5
288,1,0,28,803,2,24,4,7,5
289,1,0,28,804,2,23,4,5,5
290,1,0,28,805,2,24,4,11,5
291,1,0,28,806,2,23,4,9,5
292,0,0,28,808,2,3,4,29,5
293,1,0,28,832,2,24,4,15,5
294,1,0,28,832,2,23,4,15,5
295,0,0,28,834,2,3,4,34,5
296,1,0,28,809,2,23,4,7,6
297,1,0,28,810,2,23,4,8,6
298,1,0,28,812,2,23,4,10,6
299,1,0,28,813,2,24,4,13,6
300,1,0,28,814,2,23,4,11,6
301,0,0,28,815,2,3,4,18,6
302,0,0,28,816,2,3,4,25,6
303,0,0,28,817,2,3,4,19,6
304,0,0,28,818,2,3,4,20,6
305,1,0,28,819,2,23,4,3,6
306,0,0,28,820,2,3,4,22,6
307,1,0,28,821,2,23,4,4,6
308,0,0,28,822,2,3,4,24,6
309,1,0,28,823,2,24,4,7,6
310,1,0,28,824,2,23,4,5,6
311,1,0,28,825,2,24,4,11,6
312,1,0,28,826,2,23,4,9,6
313,1,0,28,827,2,23,4,12,6
314,0,0,28,828,2,3,4,29,6
315,1,0,28,829,2,24,4,15,6
316,1,0,28,829,2,23,4,15,6
317,0,0,28,831,2,3,4,34,6
318,1,0,28,835,2,23,4,7,3
319,1,0,28,836,2,23,4,8,3
320,1,0,28,838,2,23,4,10,3
321,1,0,28,839,2,24,4,13,3
322,1,0,28,840,2,23,4,11,3
323,0,0,28,842,2,3,4,25,3
324,0,0,28,843,2,3,4,19,3
325,0,0,28,844,2,3,4,20,3
326,1,0,28,845,2,23,4,3,3
327,0,0,28,846,2,3,4,22,3
328,1,0,28,847,2,23,4,4,3
329,0,0,28,848,2,3,4,24,3
330,1,0,28,849,2,24,4,7,3
331,1,0,28,850,2,23,4,5,3
332,1,0,28,851,2,24,4,11,3
333,1,0,28,852,2,23,4,9,3
334,1,0,28,853,2,23,4,12,3
335,0,0,28,854,2,3,4,29,3
336,1,0,28,855,2,24,4,15,3
337,1,0,28,855,2,23,4,15,3
338,0,0,28,857,2,3,4,34,3
339,1,0,28,858,2,23,4,7,4
340,1,0,28,859,2,23,4,8,4
341,1,0,28,860,2,23,4,10,4
342,1,0,28,861,2,24,4,13,4
343,1,0,28,862,2,23,4,11,4
344,0,0,28,863,2,3,4,25,4
345,0,0,28,864,2,3,4,19,4
346,0,0,28,865,2,3,4,20,4
347,1,0,28,867,2,23,4,4,4
348,0,0,28,868,2,3,4,24,4
349,1,0,28,869,2,24,4,7,4
350,1,0,28,870,2,23,4,5,4
351,1,0,28,871,2,24,4,11,4
352,1,0,28,872,2,23,4,9,4
353,1,0,28,873,2,23,4,12,4
354,0,0,28,874,2,3,4,29,4
355,0,0,28,866,2,3,4,22,4
356,1,0,28,878,2,23,4,3,4
357,1,0,28,875,2,24,4,15,4
358,1,0,28,875,2,23,4,15,4
359,0,0,28,877,2,3,4,34,4
360,0,0,28,779,2,3,4,19,7
361,0,0,28,780,2,3,4,20,7
362,1,0,28,777,2,23,4,3,7
363,0,0,28,783,2,3,4,22,7
364,1,0,28,781,2,23,4,4,7
365,0,0,28,782,2,3,4,24,7
366,1,0,28,784,2,24,4,7,7
367,1,0,28,785,2,23,4,5,7
368,1,0,28,786,2,24,4,11,7
369,1,0,28,787,2,23,4,9,7
370,0,0,28,788,2,3,4,29,7
371,3,0,24,879,2,2,0,2,0
372,3,0,24,880,2,2,0,3,0
373,3,0,24,881,2,2,0,4,0
374,3,0,24,882,2,2,0,5,0
375,3,0,24,883,2,2,0,6,0
376,3,0,24,884,2,2,0,7,0
377,3,0,24,885,2,2,0,8,0
378,3,0,25,886,2,1,2,1,2
379,3,0,25,887,2,1,2,2,2
380,3,0,25,888,2,1,2,3,2
381,3,0,25,889,2,1,2,4,2
382,3,0,25,890,2,1,2,5,2
383,3,0,25,891,2,1,2,6,2
384,3,0,25,892,2,1,2,7,2
385,3,0,25,893,2,1,2,8,2
386,3,0,25,894,2,1,2,9,2
387,3,0,25,895,2,1,2,1,3
388,3,0,25,896,2,1,2,2,3
389,3,0,25,897,2,1,2,3,3
390,3,0,25,898,2,1,2,4,3
391,3,0,25,899,2,1,2,5,3
392,3,0,25,900,2,1,2,6,3
393,3,0,25,901,2,1,2,7,3
394,3,0,25,902,2,1,2,8,3
395,3,0,25,903,2,1,2,9,3
396,3,0,25,904,2,1,2,1,4
397,3,0,25,905,2,1,2,2,4
398,3,0,25,906,2,1,2,3,4
399,3,0,25,907,2,1,2,4,4
400,3,0,25,908,2,1,2,5,4
401,3,0,25,909,2,1,2,6,4
402,3,0,25,910,2,1,2,7,4
403,3,0,25,911,2,1,2,8,4
404,3,0,25,912,2,1,2,9,4
405,3,0,25,913,2,1,2,1,5
406,3,0,25,914,2,1,2,2,5
407,3,0,25,915,2,1,2,3,5
408,3,0,25,916,2,1,2,4,5
409,3,0,25,917,2,1,2,5,5
410,3,0,25,918,2,1,2,6,5
411,3,0,25,919,2,1,2,7,5
412,3,0,25,920,2,1,2,8,5
413,3,0,25,921,2,1,2,9,5
414,3,0,25,922,2,1,2,1,6
415,3,0,25,923,2,1,2,2,6
416,3,0,25,924,2,1,2,3,6
417,3,0,25,925,2,1,2,4,6
418,3,0,25,926,2,1,2,5,6
419,3,0,25,927,2,1,2,6,6
420,3,0,25,928,2,1,2,7,6
421,3,0,25,929,2,1,2,8,6
422,3,0,25,930,2,1,2,9,6
423,3,0,25,931,2,1,2,1,7
424,3,0,25,932,2,1,2,2,7
425,3,0,25,933,2,1,2,3,7
426,3,0,25,934,2,1,2,4,7
427,3,0,25,935,2,1,2,5,7
428,3,0,25,936,2,1,2,6,7
429,3,0,25,937,2,1,2,7,7
430,3,0,25,938,2,1,2,8,7
431,3,0,25,939,2,1,2,9,7
432,3,0,25,940,2,1,2,1,8
433,3,0,25,941,2,1,2,2,8
434,3,0,25,942,2,1,2,3,8
435,3,0,25,943,2,1,2,4,8
436,3,0,25,944,2,1,2,5,8
437,3,0,25,945,2,1,2,6,8
438,3,0,25,946,2,1,2,7,8
439,3,0,25,947,2,1,2,8,8
440,3,0,25,948,2,1,2,9,8
441,3,0,28,949,2,3,2,2,4
442,3,0,28,950,2,3,2,3,4
443,3,0,28,951,2,3,2,4,4
444,3,0,28,952,2,3,2,5,4
445,3,0,28,953,2,3,2,6,4
446,3,0,28,954,2,3,2,7,4
447,3,0,28,955,2,3,2,8,4
448,3,0,28,956,2,3,2,9,4
449,3,0,28,957,2,3,2,1,4
450,3,0,28,958,2,3,2,1,2
451,3,0,28,959,2,3,2,2,2
452,3,0,28,960,2,3,2,3,2
453,3,0,28,961,2,3,2,4,2
454,3,0,28,962,2,3,2,5,2
455,3,0,28,963,2,3,2,6,2
456,3,0,28,964,2,3,2,7,2
457,3,0,28,965,2,3,2,8,2
458,3,0,28,966,2,3,2,9,2
459,3,0,28,967,2,3,2,1,3
460,3,0,28,968,2,3,2,2,3
461,3,0,28,969,2,3,2,3,3
462,3,0,28,970,2,3,2,4,3
463,3,0,28,971,2,3,2,5,3
464,3,0,28,972,2,3,2,6,3
465,3,0,28,973,2,3,2,7,3
466,3,0,28,974,2,3,2,8,3
467,3,0,28,975,2,3,2,9,3
469,3,0,28,976,2,3,2,1,5
470,3,0,28,977,2,3,2,2,5
471,3,0,28,978,2,3,2,3,5
472,3,0,28,979,2,3,2,4,5
473,3,0,28,980,2,3,2,5,5
474,3,0,28,981,2,3,2,6,5
475,3,0,28,982,2,3,2,7,5
476,3,0,28,983,2,3,2,8,5
477,3,0,28,984,2,3,2,9,5
478,3,0,28,985,2,3,2,1,6
479,3,0,28,986,2,3,2,2,6
480,3,0,28,987,2,3,2,3,6
481,3,0,28,988,2,3,2,4,6
482,3,0,28,989,2,3,2,5,6
483,3,0,28,990,2,3,2,6,6
484,3,0,28,991,2,3,2,7,6
485,3,0,28,992,2,3,2,8,6
486,3,0,28,993,2,3,2,9,6
487,3,0,28,994,2,3,2,1,1
488,3,0,28,995,2,3,2,2,1
489,3,0,28,996,2,3,2,3,1
490,3,0,28,997,2,3,2,4,1
491,3,0,28,998,2,3,2,5,1
492,3,0,28,999,2,3,2,6,1
493,3,0,28,1000,2,3,2,7,1
494,3,0,28,1001,2,3,2,8,1
495,3,0,28,1002,2,3,2,9,1
496,3,0,28,1003,2,3,2,1,7
497,3,0,28,1004,2,3,2,2,7
498,3,0,28,1005,2,3,2,3,7
499,3,0,28,1006,2,3,2,4,7
500,3,0,28,1007,2,3,2,5,7
501,3,0,28,1008,2,3,2,6,7
502,3,0,28,1009,2,3,2,7,7
503,3,0,28,1010,2,3,2,8,7
504,3,0,28,1011,2,3,2,9,7
505,3,0,28,1012,2,3,2,1,8
506,3,0,28,1013,2,3,2,2,8
507,3,0,28,1014,2,3,2,3,8
508,3,0,28,1015,2,3,2,4,8
509,3,0,28,1016,2,3,2,5,8
510,3,0,28,1017,2,3,2,6,8
511,3,0,28,1018,2,3,2,7,8
512,3,0,28,1019,2,3,2,8,8
513,1,0,25,1021,2,22,2,1,4
514,1,0,25,1022,2,22,2,2,4
515,1,0,25,1023,2,21,2,2,4
516,1,0,25,1024,2,22,2,3,4
517,1,0,25,1025,2,22,2,4,4
518,1,0,25,1026,2,22,2,5,4
519,1,0,25,1027,2,22,2,6,4
520,1,0,25,1028,2,21,2,6,4
521,1,0,25,1029,2,22,2,1,5
522,1,0,25,1030,2,22,2,2,5
523,1,0,25,1031,2,21,2,2,5
524,1,0,25,1032,2,22,2,3,5
525,1,0,25,1033,2,22,2,4,5
526,1,0,25,1034,2,22,2,5,5
527,1,0,25,1035,2,22,2,6,5
528,1,0,25,1036,2,21,2,6,5
529,1,0,25,1037,2,22,2,1,6
530,1,0,25,1038,2,22,2,2,6
531,1,0,25,1039,2,21,2,2,6
532,1,0,25,1040,2,22,2,3,6
533,1,0,25,1041,2,22,2,4,6
534,1,0,25,1042,2,22,2,5,6
535,1,0,25,1043,2,22,2,6,6
536,1,0,25,1044,2,21,2,6,6
537,1,0,25,1045,2,22,2,1,7
538,1,0,25,1046,2,22,2,2,7
539,1,0,25,1047,2,21,2,2,7
540,1,0,25,1048,2,22,2,3,7
541,1,0,25,1049,2,22,2,4,7
542,1,0,25,1050,2,22,2,5,7
543,1,0,25,1051,2,22,2,6,7
544,1,0,25,1052,2,21,2,6,7
545,1,0,24,1053,2,2,0,4,0
546,1,0,24,1054,2,2,0,5,0
547,1,0,24,1055,2,2,0,6,0
548,1,0,24,1056,2,2,0,7,0
549,3,0,39,1068,2,5,2,10,1
550,3,0,39,1069,2,5,2,3,1
551,3,0,39,1070,2,5,2,4,1
552,3,0,39,1071,2,5,2,5,1
553,0,0,39,1072,2,5,2,2,1
554,0,0,39,1073,2,1,2,6,1
555,3,0,39,1074,2,5,2,10,2
556,3,0,39,1075,2,5,14,2,1
557,3,0,39,1076,2,5,2,3,2
558,3,0,39,1077,2,5,2,4,2
559,3,0,39,1078,2,5,2,5,2
560,0,0,39,1079,2,5,2,6,2
561,3,0,39,1080,2,5,2,10,3
562,3,0,39,1081,2,5,14,2,2
563,3,0,39,1082,2,5,2,3,3
564,3,0,39,1083,2,5,2,4,3
565,3,0,39,1084,2,5,2,5,3
566,0,0,39,1085,2,5,2,6,3
567,3,0,39,1086,2,5,2,10,4
568,0,0,39,1087,2,5,14,2,3
569,3,0,39,1088,2,5,2,3,4
570,3,0,39,1089,2,5,2,4,4
571,3,0,39,1090,2,5,2,5,4
572,3,0,39,1091,2,5,13,6,1
573,3,0,39,1092,2,5,2,10,5
574,0,0,39,1093,2,5,14,2,4
575,3,0,39,1094,2,5,2,3,5
576,3,0,39,1095,2,5,2,4,5
577,3,0,39,1096,2,5,2,5,5
578,3,0,39,1097,2,5,13,6,2
579,3,0,39,1098,2,5,2,10,6
580,3,0,39,1099,2,5,14,2,5
581,3,0,39,1100,2,5,2,3,6
582,3,0,39,1101,2,5,2,4,6
583,3,0,39,1102,2,5,2,5,6
584,3,0,39,1103,2,5,13,6,3
585,3,0,39,1104,2,5,2,10,7
586,3,0,39,1105,2,5,14,2,6
587,3,0,39,1106,2,5,2,3,7
588,3,0,39,1107,2,5,2,4,7
589,3,0,39,1108,2,5,2,5,7
590,3,0,39,1109,2,5,13,6,4
591,3,0,39,1110,2,5,2,10,8
592,3,0,39,1111,2,5,14,2,7
593,3,0,39,1112,2,5,2,3,8
594,3,0,39,1113,2,5,2,4,8
595,3,0,39,1114,2,5,2,5,8
596,0,0,39,1115,2,5,2,6,8
597,3,0,39,1116,2,5,14,2,8
598,3,0,39,1117,2,5,14,2,9
599,3,0,39,1118,2,5,13,6,5
600,3,0,39,1119,2,5,14,2,10
601,0,0,39,1120,2,5,13,6,6
602,0,1,28,1342,1,3,4,1,1
603,1,1,25,311,2,22,2,1,1
604,1,1,25,312,2,22,2,2,1
605,1,1,25,1408,2,22,2,3,1
606,1,1,25,1409,2,22,2,4,1
607,1,1,25,1410,2,21,2,3,1
608,1,1,25,1411,2,21,2,4,1
609,1,1,25,1412,2,22,2,5,1
610,1,1,25,1413,2,22,2,6,1
611,1,1,25,1414,2,21,2,6,1
612,1,1,25,1415,2,22,2,1,7
613,1,1,25,1416,2,22,2,2,7
614,1,1,25,1417,2,22,2,3,7
615,1,1,25,1418,2,22,2,4,7
616,1,1,25,1419,2,21,2,3,7
617,1,1,25,1420,2,21,2,4,7
618,1,1,25,1421,2,22,2,5,7
619,1,1,25,1422,2,22,2,6,7
620,1,1,25,1423,2,21,2,6,7
621,1,1,24,1426,2,2,0,3,0
622,1,1,24,1427,2,2,0,4,0
623,1,1,24,1428,2,2,0,5,0
624,1,1,24,1429,2,2,0,6,0
625,1,1,24,1424,2,2,0,7,0
626,1,1,25,1430,2,22,2,1,2
627,1,1,25,1431,2,22,2,2,2
628,1,1,25,1432,2,22,2,3,2
629,1,1,25,1433,2,22,2,4,2
630,1,1,25,1434,2,21,2,3,2
631,1,1,25,1435,2,21,2,4,2
632,1,1,25,1436,2,22,2,5,2
633,1,1,25,1437,2,22,2,6,2
634,1,1,25,1438,2,21,2,6,2
635,1,1,25,1439,2,22,2,1,3
636,1,1,25,1440,2,22,2,2,3
637,1,1,25,1441,2,22,2,3,3
638,1,1,25,1442,2,22,2,4,3
639,1,1,25,1443,2,21,2,3,3
640,1,1,25,1444,2,21,2,4,3
641,1,1,25,1445,2,22,2,5,3
642,1,1,25,1446,2,22,2,6,3
643,1,1,25,2375,2,22,2,7,3
644,1,1,25,1448,2,22,2,1,4
645,1,1,25,1449,2,22,2,2,4
646,1,1,25,1450,2,22,2,3,4
647,1,1,25,1451,2,22,2,4,4
648,1,1,25,1452,2,21,2,3,4
649,1,1,25,1453,2,21,2,4,4
651,1,1,25,1454,2,22,2,5,4
652,1,1,25,1455,2,22,2,6,4
653,1,1,25,1456,2,21,2,6,4
654,1,1,25,1457,2,22,2,1,5
655,1,1,25,1458,2,22,2,2,5
656,1,1,25,1459,2,22,2,3,5
657,1,1,25,1460,2,22,2,4,5
658,1,1,25,1461,2,21,2,3,5
659,1,1,25,1462,2,21,2,4,5
660,1,1,25,1463,2,22,2,5,5
661,1,1,25,1464,2,22,2,6,5
662,1,1,25,1465,2,21,2,6,5
663,1,1,25,1466,2,22,2,1,6
664,1,1,25,1467,2,22,2,2,6
665,1,1,25,1468,2,22,2,3,6
666,1,1,25,1469,2,22,2,4,6
667,1,1,25,1470,2,21,2,3,6
668,1,1,25,1471,2,21,2,4,6
669,1,1,25,1472,2,22,2,5,6
670,1,1,25,1473,2,22,2,6,6
671,1,1,25,1474,2,21,2,6,6
672,1,1,28,1475,2,23,4,8,2
673,1,1,28,1476,2,23,4,9,2
674,1,1,28,1477,2,23,4,10,2
675,1,1,28,1478,2,24,4,9,2
676,1,1,28,1479,2,24,4,10,2
677,1,1,28,310,2,24,4,1,1
678,1,1,28,1480,2,24,4,2,1
679,1,1,28,1481,2,23,4,2,1
680,1,1,28,1482,2,24,4,3,1
681,1,1,28,1483,2,24,4,4,1
682,1,1,28,1484,2,24,4,5,1
683,1,1,28,1485,2,24,4,6,1
684,1,1,28,1486,2,23,4,4,1
685,1,1,28,1487,2,23,4,5,1
686,1,1,28,1488,2,24,4,7,1
687,1,1,28,1489,2,23,4,6,1
688,1,1,28,1490,2,23,4,7,1
689,1,1,28,1491,2,24,4,8,1
690,1,1,28,1492,2,23,4,8,1
691,1,1,28,1493,2,23,4,9,1
692,1,1,28,1494,2,23,4,10,1
693,1,1,28,1495,2,24,4,9,1
694,1,1,28,1496,2,24,4,10,1
695,1,1,28,1515,2,24,4,1,7
696,1,1,28,1516,2,24,4,2,7
697,1,1,28,1517,2,23,4,2,7
698,1,1,28,1518,2,24,4,3,7
699,1,1,28,1519,2,24,4,4,7
