"ID","spell4Id","telegraphDamageId"
922,35603,662
923,35603,663
924,35603,664
925,35603,665
930,34589,675
931,35548,675
937,35628,117
938,35628,118
939,35628,119
940,35628,120
945,35628,121
946,35630,624
947,35630,625
948,35630,677
949,35632,668
950,35633,668
952,35634,678
953,35637,679
954,35390,452
956,35390,690
957,35389,552
958,35524,680
959,35524,681
960,35524,682
961,35524,683
962,35524,684
963,35524,685
964,35524,686
965,35524,687
966,35524,688
967,35524,689
971,35662,692
972,35662,693
973,35662,694
974,35662,695
975,35662,696
976,35662,697
977,35661,698
978,35659,551
979,35659,699
980,35659,700
981,35659,701
982,35659,702
986,35666,704
987,35668,705
989,35677,394
990,35677,395
991,35677,396
992,35677,397
993,35677,398
994,35677,709
995,35677,710
1004,35699,146
1005,35699,528
1006,35701,714
1009,34458,717
1010,35422,810
1012,34658,285
1013,35707,718
1014,35715,394
1015,35715,395
1016,35715,396
1017,35715,397
1018,35715,398
1019,35715,719
1020,34522,817
1022,35716,722
1023,32352,723
1024,32352,724
1026,35707,726
1027,35727,727
1028,35707,728
1029,35707,729
1030,35735,730
1031,35735,731
1032,35735,732
1033,35735,733
1034,35735,734
1035,35735,735
1036,35735,736
1037,35735,737
1038,35735,738
1039,35735,739
1040,35744,718
1041,35744,728
1042,35744,729
1043,35744,740
1044,35745,718
1045,35745,728
1046,35745,729
1047,35745,741
1048,35746,718
1049,35746,728
1050,35746,729
1051,35746,742
1053,35360,204
1054,35361,204
1055,35362,204
1056,35363,204
1063,35747,743
1064,35747,744
1065,35747,745
1066,35747,746
1067,35747,747
1068,35690,804
1070,35747,748
1071,35747,749
1072,35747,750
1073,35747,751
1074,35747,752
1075,35747,753
1078,30287,756
1084,35762,748
1085,35762,749
1086,35762,750
1087,35762,751
1088,35762,752
1089,35762,753
1090,35762,757
1091,35762,758
1092,35762,759
1093,35762,761
1094,35762,760
1095,35762,762
1096,35762,763
1097,35762,764
1098,35762,765
1099,35766,743
1100,35766,744
1101,35766,745
1102,35766,746
1103,35766,747
1104,35766,766
1105,35766,767
1106,35766,768
1107,35766,769
1108,35766,770
1109,35766,771
1110,35766,772
1111,35766,773
1112,35766,774
1113,35766,775
1114,35767,776
1115,0,777
1116,0,778
1117,0,779
1118,0,780
1119,0,781
1121,35770,777
1122,35770,778
1123,35770,779
1124,35770,780
1125,35770,781
1139,35781,790
1140,35781,777
1141,35781,778
1142,35781,779
1143,35781,780
1144,35781,781
1146,35781,783
1147,35781,784
1148,35781,785
1149,35781,786
1150,35781,787
1153,35782,777
1154,35782,778
1155,35782,779
1156,35782,780
1157,35782,781
1158,35782,782
1159,35782,783
1160,35782,784
1161,35782,785
1162,35782,786
1163,35782,787
1166,35790,793
1167,35788,792
1169,35605,672
1174,35794,794
1180,35351,199
1181,35799,795
1186,35189,790
1187,35770,790
1189,35782,790
1190,35799,796
1191,35644,54
1192,35644,55
1193,35644,56
1194,35644,57
1195,35644,58
1196,35804,797
1197,35460,50
1198,35809,526
1199,35809,527
1200,35809,50
1201,35811,50
1202,35811,526
1203,35811,527
1204,35811,529
1205,35811,530
1210,35813,50
1211,35813,526
1212,35813,527
1213,35813,529
1214,35813,530
1215,35813,531
1216,35813,532
1217,35813,533
1218,35813,534
1219,35815,47
1220,35815,614
1221,35815,615
1222,35815,616
1223,35815,617
1224,35815,657
1225,35815,658
1226,35815,659
1227,35818,47
1228,35818,614
1229,35818,615
1230,35818,617
1231,35818,652
1232,35818,653
1233,35818,657
1234,35818,658
1235,35818,659
1236,35818,616
1237,35819,43
1238,35819,44
1239,35819,45
1240,35819,46
1241,35819,47
1242,35819,540
1243,35819,541
1244,35819,542
1245,35819,543
1246,35819,544
1247,35819,545
1248,35819,546
1249,35819,547
1250,35819,548
1251,35819,549
1252,35820,555
1253,35820,556
1254,35820,557
1255,35820,558
1256,35820,636
1257,35820,637
1258,35820,638
1259,35820,639
1260,35820,640
1261,35820,641
1262,35820,642
1263,35820,643
1264,35820,644
1265,35820,645
1266,35820,646
1267,35820,647
1268,35820,648
1269,35820,649
1270,35820,650
1271,35820,651
1272,35459,43
1273,35459,44
1274,35459,45
1275,35459,46
1276,35459,47
1277,35647,100
1278,35648,799
1279,35648,800
1280,35648,801
1281,35648,802
1282,35648,803
1283,35841,805
1286,35649,799
1287,35649,800
1288,35649,801
1289,35649,802
1290,35649,803
1291,34356,142
1293,35649,806
1294,35649,807
1295,35649,808
1296,35649,809
1297,34426,233
1299,35854,811
1302,35862,813
1303,35867,812
1304,35871,814
1305,35873,815
1306,35645,54
1307,35645,55
1308,35645,56
1309,35645,57
1310,35645,58
1313,35877,815
1314,35645,819
1315,35645,820
1316,35645,821
1317,35645,822
1319,35874,823
1320,35884,812
1321,35884,824
1322,35884,825
1323,35884,826
1324,35884,827
1326,35879,797
1327,35646,54
1328,35646,55
1329,35646,56
1330,35646,57
1331,35646,58
1332,35646,829
1333,35646,830
1334,35646,831
1335,35646,832
1336,35646,833
1337,35646,834
1338,35646,835
1339,35646,836
1340,35646,837
1341,35646,838
1342,35887,812
1343,35887,839
1344,35887,840
1347,35893,675
1348,35893,423
1349,35901,790
1350,35902,844
1351,35905,845
1352,35909,846
1353,35910,847
1354,35912,848
1356,34703,295
1357,34637,850
1358,35922,851
1359,35922,852
1360,35922,853
1361,35922,854
1362,35922,855
1363,35922,856
1364,35922,857
1365,35922,858
1366,35922,859
1367,35923,860
1368,34703,296
1369,34703,297
1370,34703,298
1371,34703,299
1372,34703,300
1373,34703,301
1374,34703,302
1375,34703,303
1376,35932,861
1378,35938,862
1380,35941,296
1381,35941,297
1382,35941,298
1383,35941,299
1384,35941,300
1385,35941,301
1386,35941,302
1387,35941,303
1399,35363,137
1400,34772,132
1401,34773,132
1402,35951,76
1403,35951,77
1404,35951,78
1405,35951,79
1406,35951,80
1407,35951,81
1408,35954,76
1409,35954,77
1410,35954,78
1411,35954,79
1412,35954,80
1413,35954,81
1414,35955,76
1415,35955,77
1416,35955,78
1417,35955,79
1418,35955,80
1419,35955,871
1420,35955,872
1421,35955,873
1422,35955,874
1423,35955,875
1424,35955,876
1425,35956,76
1426,35956,77
1427,35956,78
1428,35956,79
1429,35956,80
1430,35956,872
1431,35956,873
1432,35956,874
1433,35956,875
1434,35956,876
1435,35956,877
1436,35956,878
1437,35956,879
1438,35956,880
1439,35956,881
1440,35956,882
1441,35963,883
1442,30515,884
1443,30516,885
1445,35970,886
1446,35970,887
1447,35970,888
1448,35971,889
1449,35971,890
1450,35971,891
1451,35978,894
1452,35971,892
1453,35971,893
1454,36102,968
1456,35965,197
1457,35978,896
1458,35978,897
1459,35978,898
1460,35971,899
1461,35971,900
1462,35971,901
1463,35971,902
1464,35971,903
1465,35970,904
1466,35970,905
1467,35970,906
1468,35972,907
1469,35972,908
1470,35972,909
1471,35972,910
1472,35972,911
1473,35972,912
1474,35972,913
1475,35972,914
1476,35972,915
1477,35972,916
1478,35972,917
1479,35972,918
1480,35972,919
1481,35972,920
1483,35982,922
1485,35986,924
1490,36081,929
1491,35989,930
1493,34308,931
1494,36001,931
1496,36002,934
1497,0,933
1498,36003,935
1500,36005,936
1501,36005,937
1502,36005,938
1503,36005,939
1508,36009,940
1510,36005,943
1511,36005,944
1512,36005,945
1513,36005,946
1514,36005,947
1515,36005,948
1516,36005,949
1517,36005,950
1518,36005,951
1519,36009,952
1523,36021,955
1524,36020,956
1538,35992,704
1549,36102,969
1551,36037,252
1552,36042,967
1553,36038,252
1555,36048,971
1556,36039,252
1557,36051,924
1558,36051,925
1559,36051,926
1560,36051,927
1561,36051,928
1562,33050,973
1563,36057,974
1564,36058,975
1570,36031,894
1571,36031,896
1572,36031,897
1573,36031,898
1580,36062,940
1581,36062,952
1582,36064,940
1583,36064,952
1586,34584,982
1588,36067,984
1589,36067,985
1590,36067,986
1591,36067,987
1596,36068,989
1597,36068,990
1598,36068,991
1599,36068,992
1600,36068,993
1601,36068,994
1602,36066,996
1603,36069,989
1604,36069,990
1605,36069,991
1606,36069,992
1607,36069,993
1608,36069,994
1609,36069,997
1610,36069,998
1611,36082,265
1612,36082,266
1613,36082,267
1614,36082,268
1615,36086,961
1625,36091,974
1627,36094,974
1634,36095,996
1635,36083,265
1636,36083,266
1637,36083,267
1638,36083,268
1639,36084,265
1640,36084,266
1641,36084,267
1642,36084,268
1647,36083,1004
1648,36084,1004
1650,36065,1005
1651,36118,1007
1652,36049,1006
1653,36125,1008
1654,36132,1009
1655,36045,1010
1657,36133,1011
1658,36134,1012
1659,36150,1009
1663,36154,1009
1665,36160,851
1666,36160,852
1667,36160,853
1668,36160,854
1669,36160,855
1670,36160,856
1671,36160,857
1672,36160,858
1673,36160,859
1674,36159,1019
1678,36161,851
1679,36161,852
1680,36161,853
1681,36161,854
1682,36161,855
1683,36161,856
1684,36161,857
1685,36161,858
1686,36161,859
1687,36161,1020
1689,36162,852
1690,36162,853
1691,36162,854
1692,36162,855
1693,36162,856
1694,36162,857
1695,36162,858
1696,36162,859
1697,36162,1020
1698,36162,1021
1699,36162,1022
1701,36171,1024
1702,36173,1025
1704,36180,1024
1705,36185,1026
1706,36173,1027
1707,36186,1026
1708,36187,1028
1714,36191,1029
1717,36192,1031
1718,36192,1032
1719,36192,1033
1720,36192,1034
1721,36192,1035
1722,36192,1036
1723,36192,1037
1724,36192,1038
1725,36192,1039
1726,36192,1040
1727,36192,1041
1728,36192,1042
1731,36209,1046
1732,36193,1031
1733,36193,1032
1734,36193,1033
1735,36193,1034
1736,36193,1035
1737,36193,1036
1738,36193,1037
1739,36193,1038
1740,36193,1039
1741,36193,1040
1742,36193,1041
1743,36193,1042
1745,33001,1047
1746,33005,1047
1748,33010,1047
1749,33011,1047
1750,36209,1049
1755,36209,1051
1756,36158,394
1757,36158,395
1758,36158,396
1759,36158,397
1760,36158,398
1761,36236,394
1762,36236,395
1763,36236,396
1764,36236,397
1765,36236,398
1766,36236,719
1769,36238,394
1770,36238,395
1771,36238,396
1772,36238,397
1773,36238,398
1774,36238,709
1775,36238,710
1781,36239,730
1782,36239,731
1783,36239,732
1784,36239,733
1785,36239,734
1786,36239,735
1787,36239,736
1788,36239,737
1789,36239,738
1790,36239,739
1791,36189,1055
1792,36189,1056
1793,36189,1057
1794,36189,1058
1795,36189,1054
1796,36194,1059
1798,36244,53
1799,36243,1059
1802,36255,1059
1803,36256,1059
1804,36208,1060
1805,36242,1060
1806,36246,1060
1807,34252,1061
1808,36278,777
1809,36278,778
1810,36278,779
1811,36278,780
1812,36278,781
1813,36278,790
1814,36279,1061
1815,36280,1062
1816,36282,790
1817,36282,777
1818,36282,778
1819,36282,779
1821,36282,780
1822,36282,781
1824,36282,783
1825,36282,784
1826,36282,785
1827,36282,786
1828,36282,787
1829,36281,1064
1830,36284,790
1831,36284,777
1832,36284,778
1833,36284,779
1834,36284,780
1835,36284,781
1836,36284,782
1837,36284,783
1838,36284,784
1839,36284,785
1840,36284,786
1841,36284,787
1843,36283,1065
1846,36235,1067
1847,36289,743
1848,36289,744
1849,36289,745
1850,36289,746
1851,36289,747
1852,36289,748
1853,36289,749
1854,36289,750
1855,36289,751
1856,36289,752
1857,36289,753
1858,36291,748
1859,36291,749
1860,36291,750
1861,36291,751
1862,36291,752
1863,36291,753
1864,36291,757
1865,36291,758
1866,36291,759
1867,36291,760
1868,36291,761
1869,36291,762
1870,36291,763
1871,36291,764
1872,36291,765
1873,34253,1068
1874,34253,1069
1875,34253,1070
1876,34253,1071
1878,36287,523
1881,36293,1025
1882,36293,1027
1884,36294,1073
1885,36296,1073
1886,36298,1073
1887,36300,1074
1888,36300,1075
1889,36300,1076
1890,36300,1077
1891,36300,1078
1892,36300,1079
1893,36304,1073
1894,36303,743
1895,36303,744
1896,36303,745
1897,36303,746
1898,36303,747
1899,36303,766
1900,36303,767
1901,36303,768
1902,36303,769
1903,36303,770
1904,36303,771
1905,36303,772
1906,36303,773
1907,36303,774
1908,36303,775
1909,36305,1073
1910,36306,1073
1911,30237,1080
1919,35352,444
1920,35352,439
1921,35352,407
1922,35352,408
1923,35352,409
1924,35352,443
1927,36310,1081
1929,30282,1082
1930,30324,1083
1931,35551,1084
1938,36314,1069
1939,36314,1070
1940,36314,1072
1941,36314,1071
1942,36314,1091
1943,36313,1085
1944,36313,1069
1945,36313,1070
1946,36313,1071
1948,36315,1092
1949,36315,1069
1950,36315,1070
1951,36315,1071
1952,36315,1072
1958,36320,1098
1961,36341,1100
1962,36341,1101
1964,36319,1103
1971,36344,164
1972,35650,53
1973,35650,1107
1976,35651,1108
1977,35651,1109
1978,35666,1110
1979,33960,1111
1983,36077,1114
1984,36077,1115
1985,36313,1116
1986,36313,1117
1987,36313,1118
1991,36320,1126
1994,36314,1116
1995,36314,1117
1996,36314,1118
1997,36314,1119
1998,36314,1129
1999,36314,1130
2003,36315,1116
2004,36315,1117
2005,36315,1118
2006,36315,1119
2007,36315,1129
2008,36315,1130
2009,36315,1131
2010,36315,1132
2011,36315,1133
2013,36386,1135
2014,34074,1136
2015,35647,1136
2017,36365,1138
2018,36366,1138
2019,36390,1139
2020,35647,1140
2021,36391,1141
2022,35648,1142
2023,35648,1143
2024,35648,1144
2025,35648,1145
2026,35648,1146
2027,35649,1142
2028,35649,1143
2029,35649,1144
2030,35649,1145
2031,35649,1146
2032,36392,1147
2038,36115,1149
2039,36116,1150
2042,36408,1157
2046,36416,9
2048,30140,1159
2049,30144,1159
2051,36437,1137
2054,36443,1161
2055,36445,1158
2068,36431,1169
2069,36447,1164
2070,36447,1165
2071,36447,1166
2072,36447,1167
2073,36447,1168
2074,34265,1164
2075,34265,1165
2076,34265,1166
2077,34265,1167
2078,34265,1168
2079,36400,1164
2080,36400,1165
2081,36400,1166
2082,36400,1148
2084,36431,1170
2087,36461,1171
2088,28782,1172
2089,36465,1173
2090,36417,1174
2091,36466,1175
2092,36418,1174
2093,28869,1176
2095,36475,1176
2097,36431,1177
2098,36431,1178
2099,36476,1176
2100,36431,1179
2101,36431,1180
2102,36431,1181
2103,36479,1176
2104,36477,1176
2105,36478,1176
2106,36480,1176
2108,36472,1182
2109,36486,1183
2110,36491,1184
2111,36491,1185
2112,36491,1186
2113,36491,1187
2114,36491,1188
2115,36491,1189
2116,36492,1183
2117,36495,1183
2118,36496,1190
2119,36497,1191
2120,36498,1192
2121,36504,1193
2122,36509,1194
2123,36511,1183
2124,36512,1195
2126,36514,1195
2128,36513,1196
2129,36513,1197
2130,36520,412
2131,36530,412
2132,0,412
2133,36533,1193
2134,36534,1193
2135,36535,1193
2136,36536,1193
2144,36547,412
2146,36538,1198
2147,36538,1200
2148,0,1200
2149,36551,1200
2150,36544,1201
2151,35284,1202
2152,36467,954
2153,36545,1204
2155,35284,1203
2156,36546,1206
2157,35284,1205
2160,36567,1012
2161,36568,1208
2162,36581,1209
2163,36582,1210
2164,36559,421
2165,36559,1202
2166,36559,1203
2167,36559,1205
2169,36556,421
2170,36556,1202
2171,36556,1203
2172,36556,1205
2173,36558,421
2174,36558,1202
2175,36558,1203
2176,36558,1205
2177,36583,1212
2183,32823,1103
2184,32935,1103
2185,33273,1103
2188,33090,1103
2191,32823,1214
2192,32935,1214
2193,33273,1214
2197,33090,1214
2199,33345,1103
2200,33345,1214
2201,33181,1217
2202,33271,1216
2210,33183,1221
2211,33184,1221
2212,33185,1221
2213,33186,1221
2214,33187,1221
2216,36608,1223
2217,36608,1224
2225,36540,1213
2226,36540,1215
2227,36614,1226
2228,36609,1227
2229,36609,1228
2230,36610,1229
2231,36610,1230
2232,36627,16
2236,36630,16
2239,36638,1234
2240,30665,1239
2241,30665,1240
2252,36645,1241
2253,36636,1242
2254,36638,1243
2256,36648,22
2257,36648,1245
2258,36648,1246
2261,36651,1247
2262,36651,1248
2263,36651,1249
2264,36651,1250
2265,36651,1251
2266,36651,1252
2267,36651,1253
2268,36651,1254
2269,36651,1255
2270,36651,1256
2271,36651,1257
2276,0,1258
2277,36663,1258
2279,36665,1259
2280,36677,1273
2281,36652,1260
2282,36652,1261
2283,36652,1262
2284,36652,1263
2285,36652,1264
2286,36652,1265
2287,36652,1266
2288,36652,1267
2289,36652,1268
2290,36652,1269
2291,36652,1270
2292,36652,1271
2293,36652,1272
2294,36680,1259
2295,36430,124
2296,36681,1288
2297,36681,1291
2298,36653,1274
2299,36653,1275
2300,36653,1276
2301,36653,1277
2302,36653,1278
2303,36653,1279
2304,36653,1280
2305,36653,1281
2306,36653,1282
2307,36653,1283
2308,36653,1284
2309,36653,1285
2310,36653,1286
2311,36653,1287
2312,36653,1289
2313,36653,1290
2314,36686,1292
2318,34721,309
2321,34765,309
2324,36400,1296
2326,36696,1293
2327,36696,1294
2328,36696,1295
2342,36699,1302
2343,36707,1302
2344,36704,1303
2345,36706,1303
2346,36696,1163
2347,36701,1299
2349,36702,1300
2352,36703,1301
2358,36725,1298
2359,36727,1309
2360,36728,1310
2361,36729,1311
2365,36731,1312
2366,36736,1312
2367,36736,1313
2368,36716,244
2371,32313,1316
2372,32313,1317
2373,36750,107
2374,36751,1318
2375,36752,1318
2377,36756,192
2378,36756,1216
2380,36756,1320
2381,36755,1312
2382,36742,1321
2383,36755,1323
2386,33262,1324
2387,33262,1325
2388,33262,1326
2389,33262,1327
2391,36775,1328
2392,36779,1322
2393,36779,1329
2395,36783,1330
2396,36783,1331
2397,36786,1298
2398,36787,1298
2399,0,0
2400,36788,1298
2401,0,1298
2402,0,1298
2403,36789,1298
2404,36790,1298
2405,0,1298
2406,0,1298
2407,0,1298
2408,36791,1298
2409,36792,1298
2410,36793,1298
2419,33331,1334
2421,36817,1335
2425,36820,1339
2427,36818,1336
2428,36824,1341
2429,36819,1337
2432,34603,1344
2433,34603,1345
2436,36613,1349
2440,36231,1352
2441,36198,1352
2442,36848,1328
2443,36782,1328
2444,36850,1328
2445,36851,1328
2446,36852,1328
2447,36686,1354
2448,36865,1355
2449,36865,1356
2450,36833,1357
2451,36834,1358
2452,36835,1359
2453,36889,1341
2454,36890,1341
2461,36897,162
2462,36925,1362
2463,36926,1363
2464,36927,1364
2465,36865,1365
2472,36936,1367
2473,36936,1368
2474,36936,1369
2475,36936,1370
2481,36941,162
2487,36942,162
2488,37044,259
2489,37044,982
2490,37045,984
2491,37045,985
2492,37045,986
2493,37045,987
2494,37046,989
2495,37046,990
2496,37046,991
2497,37046,992
2498,37046,993
2499,37046,994
2500,37047,989
2501,37047,990
2502,37047,991
2503,37047,992
2504,37047,993
2505,37047,994
2506,37047,997
2507,37047,998
2508,28697,1371
2509,29113,885
2510,33366,1372
2511,34564,1373
2512,37109,1374
2513,37110,1375
2514,37111,1376
2515,36103,969
2517,37107,1377
2518,37107,1378
2522,37123,711
2523,37125,711
2524,37126,711
2525,37128,711
2526,37129,711
2527,37130,711
2528,37114,1381
2529,37114,1382
2535,37177,1391
2536,36881,1392
2541,36806,1394
2542,33270,1393
2543,36864,1395
2547,37219,1398
2549,37220,1400
2550,37227,1401
2551,0,1400
2553,37260,1402
2554,37260,1403
2555,37220,1404
2556,37260,1404
2557,37227,1405
2558,37281,1406
2559,37282,1406
2560,33001,1050
2561,33005,1050
2562,33009,1050
2563,33010,1050
2564,33011,1050
2566,37302,213
2569,37302,217
2570,37302,218
2578,34565,1411
2579,34565,1412
2580,34565,1413
2581,34565,1414
2582,34565,1415
2583,37307,1411
2584,37307,1412
2585,37307,1413
2586,37307,1414
2587,37307,1416
2588,37308,1411
