"ID","maxAvenueEconomy","maxAvenueSecurity","maxAvenueQualityOfLife","localizedTextIdEconomy","localizedTextIdSecurity","localizedTextIdQualityOfLife","worldZoneId","missionCount","flags","item2IdResource00","item2IdResource01","item2IdResource02","publicEventObjectiveIdResource00","publicEventObjectiveIdResource01","publicEventObjectiveIdResource02","worldLocation2IdMapResource00Loc00","worldLocation2IdMapResource00Loc01","worldLocation2IdMapResource00Loc02","worldLocation2IdMapResource00Loc03","worldLocation2IdMapResource01Loc00","worldLocation2IdMapResource01Loc01","worldLocation2IdMapResource01Loc02","worldLocation2IdMapResource01Loc03","worldLocation2IdMapResource02Loc00","worldLocation2IdMapResource02Loc01","worldLocation2IdMapResource02Loc02","worldLocation2IdMapResource02Loc03","localizedTextIdRewardNotify"
228,61,123,68,361991,361992,361993,1413,252,0,14406,14419,14418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363876
231,61,123,68,362467,362468,362469,1413,252,0,14406,14419,14418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363873
232,0,0,0,362957,362958,362959,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364639
234,69,122,168,364266,364267,364268,1406,359,0,14412,14413,14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452182
237,36,12,52,377449,377450,377451,2191,100,0,14403,14404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377452
238,39,218,170,374163,374164,374165,2047,427,0,14417,14422,14415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374166
239,39,218,170,374195,374196,374197,2047,427,0,14417,14422,14415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374198
240,0,0,0,0,0,0,2047,0,0,14417,14422,14415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374206
287,36,12,52,435446,435447,435448,122,100,0,14404,14403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435449
288,80,149,28,438569,438570,438571,1405,257,0,14414,14412,14413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447897
289,104,228,180,440771,440772,440773,2067,512,0,14407,14421,14423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440774
290,40,118,70,441703,441704,441705,2067,918,0,14407,14421,14423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441706
291,69,122,168,452707,452708,452709,1406,359,0,14412,14413,14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452710
293,85,212,98,455258,455259,455260,2121,395,0,14423,14407,14421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455261
294,85,212,98,460490,460491,460492,2121,395,0,14423,14407,14421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460493
295,45,256,74,469780,469781,469782,2227,375,0,14421,14423,14407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469783
297,45,256,74,483084,483085,483086,2227,375,0,14421,14423,14407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483087
302,17,52,11,526694,526695,526696,459,80,0,14402,14401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526697
303,53,252,49,535352,535353,535354,2228,354,0,14407,14421,14423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535355
304,53,252,49,535377,535378,535379,2228,354,0,14407,14421,14423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535380
312,0,0,0,615677,615678,615679,4384,60,0,47967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,36,50,12,683717,683718,683719,4763,98,0,74275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683720
318,36,50,12,683788,683789,683790,4763,98,0,74275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683791
319,15,60,25,753476,753477,753478,871,100,0,14420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753479
320,15,60,25,753596,753597,753598,871,100,0,14420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753599
