"ID","localizedTextIdMessage","delay","flags","creatureId","worldId","worldZoneId","minLevel","maxLevel","quest00","quest01","quest02","state00","state01","state02","factionId","classId","raceId","factionIdReputation","reputationMin","reputationMax","questIdDelivered","prerequisiteId","displayDuration","communicatorMessagesIdNext","communicatorPortraitPlacementEnum","communicatorOverlayEnum","communicatorBackgroundEnum"
1739,174605,1,0,17946,51,0,0,0,4755,0,0,3,0,0,0,0,0,0,0,0,4756,0,0,0,0,0,0
1756,0,1000,0,21779,51,29,0,0,5167,5168,5169,3,3,3,0,0,0,0,0,0,4803,0,0,0,0,0,0
1759,0,10,0,17744,51,0,0,0,4794,0,0,3,0,0,0,0,0,0,0,0,4796,0,0,0,0,0,0
1760,0,1,0,17744,51,0,0,0,4793,4795,0,3,3,0,0,0,0,0,0,0,4796,0,0,0,0,0,0
1761,0,7500,0,17744,51,0,0,0,4795,4794,0,7,0,0,0,0,0,0,0,0,4794,0,0,0,0,0,0
1775,0,1,0,17744,51,0,0,0,5172,0,0,3,0,0,0,0,0,0,0,0,4812,0,0,0,0,0,0
1776,0,50,0,20757,51,0,0,0,5167,0,0,5,0,0,0,0,0,0,0,0,4795,0,0,0,0,0,0
1777,0,0,0,18010,51,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4834,0,0,0,0,0,0
1797,0,1,0,18029,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,0,1,0,18029,51,463,0,0,4987,0,0,3,0,0,0,0,0,0,0,0,4826,0,0,0,0,0,0
1820,0,1,0,18394,51,0,0,0,4894,0,0,3,0,0,0,0,0,0,0,0,4904,0,0,0,0,0,0
1822,163154,500,0,21625,51,0,0,0,4802,5168,0,3,0,0,0,0,0,0,0,0,5168,0,0,0,0,0,0
1823,0,1,0,18029,51,0,0,0,4987,0,0,3,0,0,0,0,0,0,0,0,4825,0,0,0,0,0,0
1825,0,500,0,21625,51,0,0,0,4796,5169,0,3,0,0,0,0,0,0,0,0,5169,0,0,0,0,0,0
1830,0,1000,0,21625,51,0,13,0,4812,5167,0,3,0,0,0,0,0,0,0,0,5167,0,0,0,0,0,0
1832,163631,0,0,18489,51,0,0,0,4907,0,0,3,0,0,0,0,0,0,0,0,4908,0,0,0,0,0,0
1839,0,1,0,17404,51,0,11,0,4765,0,0,3,0,0,0,0,0,0,0,0,4762,0,0,0,0,0,0
1846,164653,1,0,18743,51,29,0,0,4678,0,0,3,0,0,0,0,0,0,0,0,4930,0,0,0,0,0,0
1854,0,7000,0,17404,51,29,11,0,4925,0,0,3,0,0,0,0,0,0,0,0,4766,0,0,0,0,0,0
1861,165569,1,0,19202,51,29,0,0,4944,0,0,3,0,0,0,0,0,0,0,0,4947,0,0,0,0,0,0
1869,166114,1000,0,17553,51,29,11,0,4926,4926,0,5,15,0,0,0,0,0,0,0,0,0,5000,2001,0,0,0
1870,166122,1000,0,17553,51,29,11,0,4926,4926,0,6,16,0,0,0,0,0,0,0,0,0,0,1974,0,0,0
1872,0,500,0,17744,51,0,0,0,5168,0,0,5,0,0,0,0,0,0,0,0,5172,0,0,0,0,0,0
1873,0,1000,0,22127,51,0,0,0,5169,0,0,5,0,0,0,0,0,0,0,0,4798,0,0,0,0,0,0
1879,0,1,0,19712,51,0,0,0,9900,0,0,3,0,0,0,0,0,0,0,0,4964,6082,0,0,0,0,0
1881,0,1,0,16622,51,1083,0,0,4969,0,0,0,0,0,0,0,0,0,0,0,4969,0,0,0,0,0,0
1887,167540,500,0,17869,51,0,0,0,5168,0,0,6,0,0,0,0,0,0,0,0,0,0,5500,1888,0,1,2
1888,167541,5500,0,18470,51,0,0,0,5168,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1889,167542,500,0,17969,51,0,0,0,5169,0,0,6,0,0,0,0,0,0,0,0,0,0,5500,1890,0,1,2
1890,167543,5500,0,18470,51,0,0,0,5169,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1893,167559,500,0,14470,51,0,0,0,5167,0,0,6,0,0,0,0,0,0,0,0,0,5609,5500,1894,0,1,2
1894,167561,5500,0,18470,51,0,0,0,5167,0,0,6,0,0,0,0,0,0,0,0,0,5609,0,0,1,1,2
1895,167562,500,0,14470,51,0,0,0,5167,0,0,6,0,0,0,0,0,0,0,0,0,5610,5500,1896,0,1,2
1896,167563,5500,0,18470,51,0,0,0,5167,0,0,6,0,0,0,0,0,0,0,0,0,5610,0,0,1,1,2
1897,167564,500,0,14470,51,0,0,0,5167,0,0,6,0,0,0,0,0,0,0,0,0,5611,5500,1898,0,1,2
1898,167565,5500,0,18470,51,0,0,0,5167,0,0,6,0,0,0,0,0,0,0,0,0,5611,0,0,1,1,2
1899,167567,12000,0,17969,51,0,0,0,4796,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,167568,17000,0,18470,51,0,0,0,4796,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,0,22000,0,17744,51,0,0,0,4796,0,0,2,0,0,0,0,0,0,0,0,4796,0,0,0,0,0,0
1907,0,1000,0,11066,51,13,0,0,3741,0,0,2,0,0,0,0,0,0,0,0,3741,0,0,0,0,0,0
1912,174607,1,0,17946,51,0,0,0,4961,0,0,2,0,0,0,0,0,0,0,0,4961,0,0,0,0,0,0
1913,167976,1,0,18505,51,0,0,0,4908,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,0,0,0,17766,51,0,0,0,4799,4800,4801,2,2,2,0,0,0,0,0,0,4802,0,0,0,0,0,0
1920,168201,500,0,17175,51,0,0,0,4666,4666,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,0,3000,0,18010,51,0,0,0,4856,0,0,3,0,0,0,0,0,0,0,0,4978,0,0,0,0,0,0
1938,169759,1,0,16633,51,0,0,0,4525,4525,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,170302,1,0,18029,51,0,0,0,4987,4987,0,5,15,0,0,0,0,0,0,0,0,6262,0,0,0,0,0
1940,170303,1,0,18029,51,0,0,0,4987,4987,0,6,16,0,0,0,0,0,0,0,0,6263,0,0,0,0,0
1946,173214,10000,0,17404,51,29,0,0,4925,0,0,2,0,0,0,0,0,0,0,0,4925,0,0,0,0,0,0
1950,0,0,0,20093,51,0,0,0,5107,0,0,3,0,0,0,0,0,0,0,0,5109,0,0,0,0,0,1
1951,0,0,0,20093,51,0,0,0,5109,0,0,3,0,0,0,0,0,0,0,0,5110,0,0,0,0,0,1
1954,0,0,0,20093,51,0,0,0,5110,5314,0,3,3,0,0,0,0,0,0,0,5111,0,0,0,0,0,1
1956,0,0,0,20093,51,0,0,0,5080,5045,5057,3,3,3,0,0,0,0,0,0,5108,0,0,0,0,0,1
1957,174606,1,0,17946,51,0,0,0,4756,0,0,3,0,0,0,0,0,0,0,0,4961,0,0,0,0,0,0
1958,0,5000,0,17553,51,29,0,0,5124,4753,0,3,0,0,0,0,0,0,0,0,4753,0,0,0,0,0,0
1966,175192,1,0,13799,51,0,0,0,3915,3915,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,175193,1,0,13799,51,0,0,0,3915,3915,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,175194,1,0,13799,51,0,0,0,3915,3915,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,0,1000,0,19935,51,1345,0,0,5079,0,0,3,0,0,0,0,0,0,0,0,5080,0,0,0,0,0,0
1973,0,12000,0,19935,51,1345,0,0,5078,0,0,3,0,0,0,0,0,0,0,0,5079,0,0,0,0,0,0
1974,175447,0,1,17553,51,29,11,0,4926,4926,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,175498,1000,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,175499,1000,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,175500,1000,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,0,0,0,20093,51,0,0,0,5111,0,0,1,0,0,0,0,0,0,0,0,5111,0,0,0,0,0,1
1985,175555,3000,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,175890,3000,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,0,0,20093,51,0,0,0,5109,0,0,1,0,0,0,0,0,0,0,0,5109,0,0,0,0,0,1
1989,0,1,0,20093,51,0,0,0,5110,0,0,1,0,0,0,0,0,0,0,0,5110,0,0,0,0,0,1
1990,0,0,0,20093,51,0,0,0,5108,0,0,1,0,0,0,0,0,0,0,0,5108,0,0,0,0,0,1
2001,176861,5000,1,17553,51,29,11,0,4926,4926,0,5,15,0,0,0,0,0,0,0,0,0,5000,3459,0,0,0
2009,0,2000,0,19935,51,138,0,0,5074,0,0,3,0,0,0,0,0,0,0,0,5078,0,0,0,0,0,0
2010,0,2000,0,19935,51,138,0,0,5075,0,0,3,0,0,0,0,0,0,0,0,5078,0,0,0,0,0,0
2014,0,0,0,20358,51,137,0,0,5044,0,0,1,0,0,0,0,0,0,0,0,5041,0,0,0,0,0,0
2016,177785,1,1,20999,51,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5044,9414,0,0,0,0,0
2026,178846,1,0,17404,51,29,0,0,4762,4762,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,178938,500,0,17553,51,29,0,0,5124,4753,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,1000,0,11066,51,13,0,0,3783,0,0,2,0,0,0,0,0,0,0,0,3783,0,0,0,0,0,0
2030,179171,0,0,19866,51,1345,0,0,5162,0,0,5,0,0,0,0,0,0,0,0,0,6827,0,0,0,0,0
2032,180142,1000,1,17404,51,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,181789,1,0,93,625,262,1,20,5213,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,181910,0,1,17363,625,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4736,0,0,0,0,0,0
2038,181987,1,0,21244,625,262,1,25,5217,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,182014,1,0,1,625,262,0,0,5218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,182039,1,0,21250,625,262,1,60,5219,0,0,2,0,0,0,0,0,0,0,0,5220,0,0,0,0,0,0
2043,0,1,0,16661,51,0,0,0,4528,0,0,3,0,0,0,0,0,0,0,0,4530,0,0,0,0,0,0
2044,182054,1,0,1,625,262,1,60,5221,5222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,182083,1,0,1,625,262,1,60,5223,5224,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,182100,1,0,1,625,262,1,60,5225,5226,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,182106,1,0,1,625,262,1,60,5227,5228,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,182108,1,0,21244,625,262,1,25,5229,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,182120,1,0,1,625,865,1,25,5230,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,182259,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,182269,0,1,18547,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4922,0,0,0,0,0,0
2064,0,0,0,9977,22,483,0,0,3302,0,0,3,0,0,0,0,0,0,0,0,3304,0,0,0,0,0,0
2066,0,0,1,20759,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4794,0,0,0,0,0,0
2067,0,0,1,21806,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956,0,0,0,0,0,0
2071,0,0,0,9612,22,490,0,0,3162,0,0,0,0,0,0,0,0,0,0,0,3162,0,0,0,0,0,0
2072,0,0,1,10278,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297,0,0,0,0,0,0
2073,0,0,1,9977,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3302,0,0,0,0,0,0
2074,0,0,0,9611,22,495,0,0,3165,0,0,0,0,0,166,0,0,0,0,0,3165,2563,0,0,0,0,0
2078,182306,0,0,37212,51,216,4,0,3792,0,0,0,0,0,0,0,0,0,0,0,3792,0,0,0,0,0,0
2081,0,0,1,11063,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3673,0,0,0,0,0,0
2082,182307,0,1,12560,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4526,0,0,0,0,0,0
2083,0,0,1,16661,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4536,0,0,0,0,0,0
2084,182309,0,1,17766,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4802,0,0,0,0,0,0
2085,0,1,0,18679,51,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4876,0,0,0,0,0,0
2086,182310,0,1,18415,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,0,0,0,0,0,0
2087,0,0,1,18623,51,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,0,0
2088,182311,0,1,18900,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4949,0,0,0,0,0,0
2089,0,0,1,16664,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4952,0,0,0,0,0,0
2090,0,0,1,17175,51,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4696,0,0,0,0,0,0
2091,0,0,1,17175,51,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4667,0,0,0,0,0,0
2093,0,0,1,18743,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4930,0,0,0,0,0,0
2094,0,0,1,17063,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676,0,0,0,0,0,0
2095,0,0,1,17063,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4675,0,0,0,0,0,0
2096,0,0,1,17063,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4674,0,0,0,0,0,0
2097,182320,1,1,18029,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5318,0,0,0,0,0,0
2098,182321,0,1,18029,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4987,0,0,0,0,0,0
2099,182322,0,1,19443,51,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4985,0,0,0,0,2,0
2100,182323,0,1,20341,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4519,0,0,0,0,0,0
2101,182325,0,1,20395,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101,0,0,0,0,0,0
2102,0,0,1,21625,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5169,0,0,0,0,0,0
2108,0,0,0,17404,51,29,0,0,4945,0,0,3,0,0,0,0,0,0,0,0,4950,0,0,0,0,0,0
2118,184088,1,0,16622,51,0,0,0,3766,0,0,3,0,0,0,0,0,0,0,0,3770,0,0,0,0,0,0
2120,0,0,0,12959,426,0,0,0,3487,0,0,3,0,0,0,0,0,0,0,0,3963,0,0,0,0,0,0
2125,184763,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
