"ID","item2Id","flags"
916,85031,1
917,85032,1
918,85033,1
919,85034,1
920,85035,1
921,85038,1
922,85039,1
923,85040,1
924,85041,1
925,85042,1
926,85077,1
927,85078,1
928,85079,1
929,85080,1
930,85081,1
931,85082,1
932,85083,1
933,85084,1
934,85085,1
935,85086,1
936,85087,1
937,85088,1
938,85089,1
939,85090,1
940,85091,1
941,85092,1
942,85093,1
943,85108,1
944,85133,1
945,85134,1
946,85146,1
947,85149,1
948,85150,1
949,85151,1
950,85152,1
951,85153,1
952,85154,1
953,85155,1
954,85156,1
955,85157,1
956,85158,1
957,85159,1
958,85160,1
959,85161,1
960,85162,1
961,85163,1
962,85164,1
963,85165,1
964,85166,1
965,85167,1
966,85168,1
967,85169,1
968,85170,1
969,85171,1
970,85172,1
971,85173,1
972,85174,1
973,85175,1
974,85176,1
975,85177,1
976,85178,1
977,85179,1
978,85180,1
979,85181,1
980,85182,1
981,85183,1
982,85184,1
983,85185,1
984,85186,1
985,85187,1
986,85188,1
987,85189,1
988,85190,1
989,85191,1
990,85192,1
991,85193,1
992,85194,1
993,85195,1
994,85196,1
995,85197,1
996,85198,1
997,85199,1
998,85200,1
999,85201,1
1000,85202,1
1001,85203,1
1002,85204,1
1003,85205,1
1004,85206,1
1005,85207,1
1006,85208,1
1007,85209,1
1008,85210,1
1009,85211,1
1010,85212,1
1011,85213,1
1012,85214,1
1013,85215,1
1014,85216,1
1015,85217,1
1016,85218,1
1017,85219,1
1018,85220,1
1019,85221,1
1020,85222,1
1021,85223,1
1022,85224,1
1023,85225,1
1024,85226,1
1025,85227,1
1026,85228,1
1027,85229,1
1028,85230,1
1029,85231,1
1030,85232,1
1031,85233,1
1032,85234,1
1033,85235,1
1034,85236,1
1035,85237,1
1036,85238,1
1037,85239,1
1038,85240,1
1039,85241,1
1040,85242,1
1041,85243,1
1042,85244,1
1043,85260,1
1044,85261,1
1045,85262,1
1046,85263,1
1047,85264,1
1048,85272,1
1049,85666,1
1050,85667,1
1051,85668,1
1052,85761,1
1056,85788,1
1057,85817,1
1058,85825,1
1059,85942,1
1060,86000,1
1061,86001,1
1062,86002,1
1063,86048,1
1064,86051,1
1065,86056,1
1066,86057,1
1067,86059,1
1068,86170,1
1073,86206,1
1074,86211,1
1075,86229,1
1076,86231,1
1077,86232,1
1078,86274,1
1079,86301,1
1080,86302,1
1081,86303,1
1082,86472,1
1083,86480,1
1084,86481,1
1085,86482,1
1086,86243,1
1087,86577,1
1088,86578,1
1089,86651,1
1090,86684,1
1091,86718,1
1092,86729,1
1094,86816,1
1097,86870,1
1098,86871,1
1099,86874,1
1100,86875,1
1101,86876,1
1102,86884,1
1103,86896,1
1104,86898,1
1105,86899,1
1106,86905,1
1107,86917,1
1108,86918,1
1109,86919,1
1110,87928,1
1111,87935,1
1112,87936,1
1113,87937,1
1114,87938,1
1115,87942,1
1116,88980,1
1117,86637,1
1118,89005,1
1119,89006,1
1120,89007,1
1121,89009,1
1122,89031,1
1123,90013,1
1124,90014,1
1125,90015,1
1126,90062,1
1127,90066,1
1128,90078,1
1129,90079,1
1130,90080,1
1131,90076,1
1132,90077,1
1133,90081,1
1134,90082,1
1135,90090,1
1136,90091,1
1137,90092,1
1138,90093,1
1139,90138,1
1140,90145,1
1141,90176,1
1142,90356,1
1143,90357,1
1144,90358,1
1145,90359,1
1146,90360,1
1147,90361,1
1148,90362,1
1149,90363,1
1150,90364,1
1151,90365,1
1152,90366,1
1153,90367,1
1154,90491,1
1155,90515,1
1156,90561,1
1157,90563,1
1158,90562,1
1159,90564,1
1160,90565,1
1161,90566,1
1162,90567,1
1163,90596,1
1164,90598,1
1165,90599,1
1166,90604,1
1167,90605,1
1168,90606,1
1169,90794,1
1171,90801,1
1173,90833,1
1174,90844,1
1175,90845,1
1176,90924,1
1177,90979,1
1178,90980,1
1179,90996,1
1180,90997,1
1181,90998,1
1182,91005,1
1183,91006,1
1184,91007,1
1185,91008,1
1186,91009,1
1187,91010,1
1188,91011,1
1189,91013,1
1190,91014,1
1191,91208,1
1192,91221,1
1193,91222,1
1194,91236,1
1195,91241,1
1196,91247,1
1197,91257,1
1198,91266,1
1199,91267,1
1201,91285,5
1202,91286,5
1203,91331,1
1204,91332,1
1205,91329,1
1206,91330,1
1207,91333,1
1208,91341,1
1209,91387,1
1210,91388,1
1211,91389,1
1212,91391,1
1213,91962,1
1214,91971,1
1215,92065,1
1216,92066,1
1217,92070,1
1218,92100,1
1219,92128,1
1220,92171,1
1221,92184,1
1222,92191,1
1223,92196,1
1225,92266,1
1226,92280,1
1227,92281,1
1228,92282,1
1229,92283,1
1230,92284,1
1231,92285,1
1232,92286,1
1233,92287,1
1234,92288,1
1235,92289,1
1236,92290,1
1237,92291,1
1238,92301,1
1239,92302,1
1240,92450,1
1241,92462,1
1243,92485,1
1244,92505,1
1245,92506,1
1246,92507,1
1247,92508,1
1248,92509,1
1250,92513,1
1251,92522,1
1252,92539,1
1253,92540,1
1254,92547,1
1255,92548,1
1256,92576,1
1257,92596,1
1258,92623,1
1259,92630,1
1260,92631,1
1261,92632,1
1262,92646,1
1263,92647,1
1264,92648,1
1265,92651,1
1266,92652,1
1267,92649,1
1270,92775,5
1271,92779,1
1272,92780,1
1273,92781,1
1274,92782,1
1275,92783,1
1276,92784,1
1277,92785,1
1278,92800,1
1279,92811,1
1280,92819,1
1281,92820,1
1282,92821,1
1283,92822,1
1284,92826,1
