"ID","item2Id","item2TypeId","item2CategoryId","item2FamilyId","virtualItemId","accountCurrencyTypeId","creature2IdChest","mass","soundEventId"
58,0,3,0,0,0,0,29340,0,0
59,0,2,0,0,0,0,29341,0,0
60,0,4,0,0,0,0,29342,0,0
61,0,12,0,0,0,0,29343,0,0
62,0,8,0,0,0,0,29344,0,0
63,0,13,0,0,0,0,29345,0,0
64,0,10,0,0,0,0,29384,0,0
65,0,9,0,0,0,0,29346,0,0
66,0,11,0,0,0,0,29347,0,0
67,0,222,0,0,0,0,29214,0,0
68,0,223,0,0,0,0,29175,0,0
69,0,224,0,0,0,0,29176,0,0
70,0,225,0,0,0,0,29178,0,0
71,0,226,0,0,0,0,29179,0,0
72,0,227,0,0,0,0,29180,0,0
73,0,228,0,0,0,0,29181,0,0
74,0,229,0,0,0,0,29184,0,0
75,0,230,0,0,0,0,29188,0,0
76,0,231,0,0,0,0,29165,0,0
77,0,232,0,0,0,0,29190,0,0
78,0,233,0,0,0,0,29190,0,0
79,0,234,0,0,0,0,29192,0,0
80,0,235,0,0,0,0,29190,0,0
81,0,236,0,0,0,0,29194,0,0
82,0,237,0,0,0,0,29195,0,0
83,0,238,0,0,0,0,29196,0,0
84,0,239,0,0,0,0,29201,0,0
85,0,240,0,0,0,0,29203,0,0
86,0,241,0,0,0,0,29204,0,0
87,0,242,0,0,0,0,29205,0,0
88,0,243,0,0,0,0,29206,0,0
89,0,244,0,0,0,0,29207,0,0
90,0,245,0,0,0,0,29208,0,0
91,0,246,0,0,0,0,29163,0,0
92,0,247,0,0,0,0,29210,0,0
93,0,248,0,0,0,0,29178,0,0
94,0,249,0,0,0,0,29212,0,0
95,0,250,0,0,0,0,29213,0,0
96,0,251,0,0,0,0,29214,0,0
97,0,252,0,0,0,0,29215,0,0
98,0,253,0,0,0,0,29216,0,0
99,0,53,0,0,0,0,29354,0,0
100,0,215,0,0,0,0,29352,0,0
101,0,217,0,0,0,0,29348,0,0
102,0,257,0,0,0,0,29246,0,0
103,0,202,0,0,0,0,32049,0,0
104,0,214,0,0,0,0,29204,0,0
105,0,210,0,0,0,0,44476,0,0
106,0,377,122,24,0,0,58320,0,0
107,0,0,47,0,0,0,29166,0,0
108,0,285,47,16,0,0,29167,0,0
109,0,286,47,16,0,0,29166,0,0
110,0,287,47,16,0,0,29164,0,0
112,0,289,47,16,0,0,29350,0,0
113,0,266,0,0,0,0,29350,0,0
114,0,288,47,16,0,0,59043,0,0
117,20785,0,0,0,0,0,29352,0,0
118,0,0,138,25,0,0,19236,0,0
119,0,392,0,0,0,0,62559,0,0
120,42569,0,0,0,0,0,65527,0,0
121,0,188,0,0,0,0,29324,0,0
122,78089,0,0,0,0,0,65522,0,0
123,78090,0,0,0,0,0,65521,0,0
124,78091,0,0,0,0,0,65520,0,0
125,78092,0,0,0,0,0,65523,0,0
126,78093,0,0,0,0,0,65524,0,0
127,78094,0,0,0,0,0,65525,0,0
128,78095,0,0,0,0,0,65526,0,0
129,49288,0,0,0,0,0,29215,0,0
130,28737,0,0,0,0,0,29201,0,0
132,49633,0,0,0,0,0,67793,0,0
133,0,515,0,0,0,0,72098,0,0
134,0,516,0,0,0,0,72099,0,0
135,0,0,0,33,0,0,72100,0,0
136,0,0,134,0,0,0,65523,0,0
137,0,0,135,0,0,0,65524,0,0
138,0,0,136,0,0,0,65525,0,0
139,0,0,137,0,0,0,65526,0,0
140,0,200,0,0,0,0,69073,0,0
141,73723,0,0,0,0,0,29201,0,0
142,0,0,0,0,0,6,71445,0,67239
143,0,274,0,0,0,0,29165,0,0
144,0,275,0,0,0,0,72101,0,0
145,0,211,0,0,0,0,29179,0,0
146,0,519,0,0,0,0,29179,0,0
147,0,520,0,0,0,0,29179,0,0
148,0,525,0,0,0,0,29352,0,0
149,0,0,0,35,0,0,72102,0,0
150,0,0,143,0,0,0,29204,0,0
151,0,0,0,0,0,9,72122,0,0
152,0,462,0,0,0,0,29354,0,0
153,0,0,0,36,0,0,29209,0,0
155,0,374,0,36,0,0,29209,0,0
156,0,375,0,36,0,0,29209,0,0
157,0,372,0,36,0,0,29209,0,0
158,0,373,0,36,0,0,29209,0,0
159,0,183,0,0,0,0,29174,0,0
164,0,367,0,0,0,0,29174,0,0
165,0,368,0,0,0,0,29174,0,0
166,0,369,0,0,0,0,29174,0,0
167,0,370,0,0,0,0,29174,0,0
168,0,371,0,0,0,0,29174,0,0
169,0,540,0,0,0,0,29352,0,0
170,86010,0,0,0,0,0,73193,0,0
171,86011,0,0,0,0,0,73194,0,0
181,81325,0,0,0,0,0,29207,0,0
