"ID","missileType","castStage","originUnitEnum","targetFlags","modelPath","fxPath","beamPath","beamSource","beamTarget","itemSlot","costumeSide","modelAttachmentIdCaster","modelAttachmentIdTarget","clientDelay","modelEventIdDelayedBy","flags","duration","frequency","speedMps","accMpss","revolverNestedMissileInitDelay","revolverNestedMissileSubDelay","spell4ClientMissileIdNested","revolverMissileImpactAssetPath","missileRevolverTrackId","birthAnchorPath","deathAnchorPath","trajAnchorPath","birthDuration","birthAnchorAngleMin","birthAnchorAngleMax","deathAnchorAngleMin","deathAnchorAngleMax","deathAnchorSpace","itemSlotIdObj","objCostumeSide","trajPoseFullBlendDistance","trajAnchorPlaySpeed","parabolaHeightScale","rotateX","rotateY","rotateZ","scale","endScale","phaseFlags","telegraphDamageIdAttach","soundEventIdBirth","soundEventIdLoopStart","soundEventIdLoopStop","soundEventIdDeath","beamDiffuseColor","missileDiffuseColor"
21,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ground_OGE\Fire_Ground_OGE.m3","","",0,0,20,0,44,9,333,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
23,0,0,0,4,"Art\FX\Model\Missiles\Fire_BallDual_OGE\Fire_BallDual_OSet_OGE.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
24,1,0,0,2,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,0,0,2,8,0,0,1,1000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
25,0,0,0,0,"Art\FX\Placeholder\SP_RED_12.m3","","",0,0,20,0,43,8,333,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
26,0,0,0,0,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,20,0,43,8,666,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
27,0,0,0,2,"Art\FX\Model\Missiles\Fire_BallDual_OGE\Fire_BallDual_OGE.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
28,0,0,0,2,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
29,0,0,0,0,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
30,2,0,0,2,"Art\FX\Model\Missiles\Tracer_Comet_ccw_PPL\Tracer_Comet_ccwD_PPL.m3","","",0,0,20,0,11,46,100,0,2,0,0,30,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
31,2,0,0,2,"Art\FX\Placeholder\Flux\Ball_NoArms.m3","","",0,0,0,1,14,14,0,0,3,16000,0,0,0,0,0,0,"",2,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
32,1,0,0,4,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,20,0,44,14,0,0,1,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
33,1,0,0,0,"Art\FX\Test\Test_Snow_CH.m3","","",0,0,0,1,8,8,0,0,1,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
34,2,0,0,0,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,0,1,8,8,0,0,2,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
35,1,0,0,0,"Art\FX\Test\Test_Snow_CH.m3","","",0,0,0,0,8,8,0,0,1,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
36,1,0,0,2,"Art\FX\Test\Test_Snow_CH.m3","","",0,0,0,0,12,14,0,0,1,2000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
37,2,0,0,4,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,0,12,14,0,0,2,5000,100,40,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
38,1,0,0,2,"Art\FX\Test\Test_Snow_CH.m3","","",0,0,0,0,12,14,0,0,1,1000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
39,1,0,0,2,"Art\FX\Test\Test_Snow_CH.m3","","",0,0,0,0,12,14,0,0,1,2000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
40,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_OGE\Shock_Beam_OGE.m3","","",0,0,0,1,10,14,0,0,1,1000,1000,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
41,0,0,0,0,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
42,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_OGE\Shock_Beam_OGE.m3","","",0,0,0,1,10,14,0,0,1,1000,1000,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
43,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,3000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
44,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
45,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
46,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
47,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
48,1,0,0,6,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
49,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
50,1,0,0,6,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
51,1,0,0,6,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
52,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
53,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
54,1,0,0,6,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
55,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
56,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,2,9,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
57,1,1,0,2,"Art\FX\Model\Channels\Dual_Wave_YLW\Dual_Wave_YLW.m3","","",0,0,0,0,11,14,0,0,1,2700,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
58,1,0,0,0,"Art\FX\Model\Channels\Shock_Beam_GLD\Shock_Beam_GLD.m3","","",0,0,0,0,11,14,267,0,1,750,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
59,1,0,0,6,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,1,2,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
60,1,0,0,2,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,1,2,8,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
61,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,10,46,0,0,1,3000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
62,1,0,0,2,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,1,2,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
64,2,0,0,2,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,0,0,3,8,0,0,2,0,0,40,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
65,2,0,0,2,"Art\FX\Placeholder\SP_RED_12.m3","","",0,0,0,0,3,21,0,0,2,0,0,30,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
66,2,0,0,2,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,0,0,2,21,0,0,2,0,0,30,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
67,2,0,0,2,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,0,0,2,21,0,0,2,0,0,30,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
68,1,0,0,2,"Art\FX\Model\Channels\Dual_Linear_YLW\TST_Dual_Linear_YLW.m3","","",0,0,0,0,11,14,267,0,1,467,750,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
69,1,0,0,2,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,1,10,14,0,0,1,2300,1000,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
71,1,0,0,6,"Art\FX\Placeholder\CH_RED.m3","","",0,0,0,1,9,2,0,0,1,12000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
72,1,0,0,2,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,0,3,46,0,0,1,120000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
73,1,0,0,2,"Art\FX\Placeholder\CH_RED.m3","","",0,0,0,1,9,9,0,0,1,30000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
75,3,0,0,2,"Art\Creature\Probebot\Probebot.M3","","",0,0,0,0,14,14,0,0,4,16000,0,0,0,500,500,439,"Art\FX\Placeholder\IM_RED_14.m3",2,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
83,1,0,0,2,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,0,3,1,0,0,1,1500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
87,0,0,0,2,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
88,2,0,0,2,"Art\FX\Placeholder\SP_BLE_12.m3","","",0,0,0,0,2,9,0,0,2,1000,1000,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
89,2,0,0,2,"Art\FX\Model\Missiles\Skug_ToxicSpit\Skug_ToxicSpit_12.M3","","",0,0,0,0,3,8,0,0,2,0,0,15,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
91,1,0,0,6,"Art\FX\Placeholder\CH_RED.m3","","",0,0,0,1,9,9,0,0,1,10000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
92,2,0,0,6,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,2,9,0,0,2,0,0,14,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
93,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
94,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
95,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
96,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
97,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
98,0,0,0,2,"Art\FX\Placeholder\SP_RED_12.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
99,0,0,0,2,"Art\FX\Model\Missiles\Fire_BallDual_OGE\Fire_BallDual_OGE.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
100,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,12,14,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
101,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,20,0,43,14,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
102,1,0,0,2,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,1,10,14,0,0,1,1000,1100,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
105,1,0,0,2,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,0,3,46,0,0,1,120000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
106,1,0,0,4,"Art\FX\Placeholder\CH_RED.m3","","",0,0,0,1,2,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
107,1,0,0,6,"Art\FX\Placeholder\CH_BLE.m3","","",0,0,0,1,2,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
108,1,0,0,4,"Art\FX\Placeholder\CH_RED.m3","","",0,0,0,1,2,46,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
109,1,0,0,2,"Art\FX\Blood\Red\Channels\Siphon\Siphon.M3","","",0,0,0,0,3,46,0,0,1,3000,200,10,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
110,1,0,0,2,"Art\FX\Blood\Red\Channels\Siphon\Siphon.M3","","",0,0,0,0,3,21,0,0,1,3000,200,10,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
112,2,0,0,2,"Art\FX\Model\Missiles\Tracer_Comet_ccw_PPL\Tracer_Comet_ccw_PPL.m3","","",0,0,0,1,2,8,0,0,2,0,0,15,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
113,2,0,0,6,"Art\FX\Model\Missiles\Fire_Ball_01_OGE\Fire_Ball_01_OGE_12.m3","","",0,0,0,0,2,21,0,0,2,0,0,30,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
114,1,0,0,2,"Art\FX\Placeholder\CH_RED.m3","","",0,0,0,1,2,15,0,0,1,500,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
115,1,0,0,2,"Art\FX\Model\Channels\Dual_Linear_YLW\Dual_Linear_YLW.m3","","",0,0,0,1,2,14,267,0,1,750,500,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
116,1,0,0,2,"Art\FX\Model\Channels\Dual_Linear_YLW\TST_Dual_Linear_YLW.m3","","",0,0,0,1,10,14,267,0,1,467,750,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
117,1,0,0,2,"Art\FX\Placeholder\CH_RED.m3","","",0,0,0,1,2,46,0,0,1,2000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
118,1,0,0,2,"Art\FX\Placeholder\CH_RED.m3","","",0,0,0,1,2,46,1000,0,1,1000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
121,1,0,0,2,"Art\FX\Model\Channels\Energy_Beam_TRQ\Energy_Beam_TRQ.m3","","",0,0,0,1,10,14,267,0,1,750,750,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
122,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
123,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,1,12,14,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
