"ID","flags","gossipProximityEnum","cooldown"
544,1,0,35000
545,3,0,60000
546,1,0,10000
547,1,0,0
548,0,0,30000
549,0,0,3500000
550,0,0,3500000
551,1,1,0
552,0,0,0
553,3,1,24000
554,1,0,1800000
555,1,0,1800000
556,1,0,0
557,0,0,0
558,0,0,0
559,3,2,10000
560,0,0,45000
561,0,0,50000
563,1,0,35000
564,1,0,60000
565,2,0,12000
566,1,0,15000
567,1,0,18000
569,1,0,30000
570,1,0,30000
571,1,0,45000
572,1,0,15000
573,1,0,30000
574,0,0,0
575,2,0,10000
576,0,0,0
577,0,0,45000
578,1,0,10000
579,1,0,0
580,1,1,45000
581,1,1,60000
582,1,1,45000
583,1,0,45000
584,0,0,30000
585,1,0,60000
586,1,0,1800000
587,1,0,60000
588,0,0,1800000
589,2,1,60000
590,1,0,10000
591,2,1,30000
592,1,1,0
593,3,1,0
594,1,0,35000
595,1,0,35000
596,1,0,30000
597,1,0,25000
598,1,2,8000
599,1,2,6000
600,0,1,0
601,1,0,35000
602,1,0,50000
603,1,0,45000
604,1,0,40000
605,0,0,0
606,0,0,0
607,1,0,0
608,1,0,12000
609,1,0,11000
611,1,0,0
612,1,0,0
613,1,0,0
614,2,0,7000
615,1,0,30000
616,1,0,30000
617,1,0,35000
618,1,0,35000
619,1,1,5000
620,1,1,0
621,1,1,25000
622,0,0,15000
623,1,0,60000
624,0,0,0
625,0,0,45000
626,3,0,0
627,1,1,5000
628,0,0,30000
629,0,0,0
630,1,0,0
631,3,2,16000
632,2,0,60000
633,0,1,15000
634,0,0,0
635,1,0,30000
636,2,1,45000
637,0,1,60000
638,0,1,45000
639,0,1,45000
640,0,1,45000
641,0,1,45000
642,0,1,20000
643,0,1,20000
644,0,2,10000
645,1,0,30000
646,0,0,0
647,1,0,0
648,1,0,0
649,1,0,0
650,1,0,0
653,1,0,12500
654,1,0,12500
655,1,0,40000
656,1,0,12000
657,1,0,45000
658,1,0,60000
659,1,0,60000
660,1,0,60000
661,1,0,45000
662,1,0,60000
663,1,0,50000
664,1,0,50000
665,1,0,50000
666,1,0,50000
667,1,0,50000
668,1,0,50000
669,1,0,50000
670,1,0,45000
671,1,0,45000
672,1,0,45000
673,1,0,60000
674,1,0,50000
675,1,0,60000
676,1,0,15000
677,1,0,50000
678,1,0,60000
679,1,0,55000
680,1,0,12500
681,1,0,15000
682,1,1,0
683,0,0,25000
684,1,0,0
685,1,0,0
686,1,1,5000
687,1,0,12000
688,1,0,50000
689,1,0,50000
690,1,0,50000
691,1,0,50000
692,1,0,50000
693,1,0,50000
694,1,0,50000
695,1,0,50000
696,0,2,5000
697,2,0,45000
698,1,0,10000
699,3,0,15000
700,2,2,60000
701,1,1,15000
702,3,1,0
703,0,0,15000
704,3,0,12000
705,3,0,11500
706,1,0,15000
707,1,0,15000
708,1,0,30000
709,1,0,35000
710,1,0,45000
711,1,0,45000
712,1,0,45000
713,1,0,45000
714,1,0,45000
715,1,0,40000
716,1,0,60000
717,1,0,40000
718,1,0,40000
719,1,0,40000
720,1,0,66000
721,1,0,66000
722,0,0,60000
723,0,0,60000
724,1,0,50000
725,1,0,50000
726,1,0,50000
727,1,0,50000
728,1,2,90000
729,0,0,25000
730,0,0,20000
731,3,2,10000
732,0,0,15000
733,0,1,10000
734,1,2,2000
735,1,2,2500
736,3,0,0
737,3,0,0
738,0,0,0
739,1,0,60000
740,1,2,8000
741,3,0,25000
742,0,1,20000
743,1,0,45000
744,1,0,45000
745,1,0,45000
746,1,0,60000
747,1,0,60000
748,1,0,60000
749,1,0,60000
750,1,0,60000
751,1,0,60000
752,1,0,60000
753,1,0,60000
754,1,0,10000
755,0,0,20000
756,0,0,0
757,1,0,20000
758,0,0,10000
759,1,1,0
760,1,0,0
761,3,0,0
762,1,0,0
763,1,0,0
764,0,0,0
765,2,0,0
766,0,0,0
767,1,0,0
768,1,0,0
769,2,0,0
770,0,0,0
771,1,0,0
772,0,0,30000
773,1,0,30000
774,0,0,30000
775,0,0,30000
776,1,0,15000
777,0,0,45000
778,1,0,15000
779,1,0,15000
780,1,0,15000
781,1,0,15000
782,1,0,15000
783,1,0,15000
784,1,0,15000
785,1,0,15000
786,3,1,20000
787,3,1,10000
788,1,1,15000
789,3,1,15000
790,0,0,15000
791,0,0,30000
792,0,0,45000
793,0,0,40000
794,0,0,40000
795,1,0,45000
796,1,0,30000
797,1,0,45000
798,1,2,10000
799,1,1,20000
800,1,0,20000
801,0,0,40000
802,1,1,120000
803,1,0,30000
804,1,0,30000
805,1,0,20000
806,1,0,60000
807,1,0,60000
808,3,1,120000
809,3,1,120000
811,1,0,90000
812,3,1,20000
813,0,1,15000
814,1,2,10000
815,1,2,10000
816,1,0,25000
817,1,2,10000
818,1,0,0
819,1,0,0
820,1,0,45000
821,1,0,30000
822,1,0,30000
823,1,0,45000
824,1,0,40000
825,1,0,5000
826,1,0,5000
827,1,0,5000
828,1,0,5000
829,1,0,6000
830,0,0,6000
831,1,0,25000
832,1,0,45000
833,1,0,20000
834,1,0,25000
835,1,0,25000
836,1,0,25000
837,1,1,15000
838,3,0,15000
839,1,0,15000
840,0,0,15000
841,1,0,5000
842,0,0,0
843,0,0,0
844,1,0,0
845,1,0,0
846,1,2,10000
847,1,0,30000
848,1,0,30000
849,1,0,30000
850,1,0,5000
851,1,0,30000
852,1,0,30000
854,1,1,22000
855,1,0,30000
856,1,0,0
857,0,2,15000
858,0,0,0
859,1,0,40000
860,1,0,40000
861,1,0,40000
862,1,0,20000
863,0,0,0
864,1,0,0
865,0,1,0
866,0,1,0
867,0,0,20000
868,1,0,0
869,0,0,0
870,0,0,0
871,0,0,0
872,1,0,0
873,0,0,0
874,0,0,0
875,1,0,0
876,2,0,45000
877,1,1,0
878,0,0,40000
879,1,1,0
880,1,1,0
881,1,1,0
883,1,1,0
884,1,1,0
887,1,0,0
888,1,0,20000
889,0,0,20000
890,1,0,0
891,1,0,0
893,1,0,30000
897,1,1,20000
900,3,0,0
901,1,0,0
902,1,0,15000
903,0,0,0
904,1,0,30000
905,1,0,60000
906,1,0,25000
907,1,1,9000
908,1,0,25000
909,1,0,40000
910,1,0,30000
911,1,0,30000
912,1,0,30000
913,1,0,0
914,1,0,30000
915,1,0,30000
916,1,0,0
917,0,0,0
918,0,0,0
919,1,0,0
920,1,1,0
921,0,1,12500
922,0,1,12500
929,3,1,30000
930,0,0,0
931,1,0,20000
932,1,0,30000
933,0,0,25000
934,1,2,15000
935,1,1,60000
936,1,0,0
937,1,1,15000
938,1,1,15000
939,2,1,0
940,2,1,0
941,3,1,30000
942,1,2,45000
944,1,0,45000
945,0,0,45000
946,1,1,45000
947,1,1,5000
948,1,1,3500
949,1,1,45000
950,1,1,3500
951,1,1,3000
952,1,1,3000
953,1,1,3500
954,1,0,3500
955,1,1,3000
956,1,1,3000
957,1,1,5000
958,0,0,60000
959,1,0,0
960,2,1,0
961,0,0,45000
962,0,1,45000
963,0,0,45000
964,0,0,45000
965,3,1,5000
966,1,1,0
967,1,0,45000
968,1,0,50000
969,1,0,50000
970,1,0,60000
971,1,0,0
972,1,0,30000
973,1,0,30000
974,1,0,18000
975,1,0,15000
976,1,0,45000
978,3,0,15000
979,0,2,0
980,1,1,4000
981,1,0,25000
982,1,0,10000
983,1,0,5000
984,1,0,10000
985,1,0,5000
986,1,0,20000
987,1,1,0
988,1,0,15000
989,1,0,30000
990,1,1,0
991,1,0,30000
992,3,0,30000
993,0,0,0
994,0,0,0
995,0,0,0
996,0,0,60000
997,1,0,60000
998,3,0,5000
999,1,0,5000
1000,1,0,5000
1001,1,0,60000
1002,0,0,0
1003,2,0,15000
1004,1,0,15000
1005,0,0,0
1006,0,0,0
1007,0,0,0
1008,0,1,45000
1009,1,0,60000
1010,1,0,55000
1011,3,0,30000
1012,1,0,60000
1013,1,0,60000
1014,2,0,15000
1015,0,0,45000
1016,1,0,10000
1017,1,0,25000
1018,1,1,25000
1019,1,0,30000
1020,1,0,25000
1021,1,0,25000
1022,1,0,2500
1023,3,1,8000
1024,1,0,30000
1025,1,0,10000
1026,0,2,30000
1027,0,2,30000
1028,0,2,30000
1029,1,0,10000
1032,1,0,45000
1033,1,0,50000
1034,1,0,55000
1035,1,0,50000
1036,1,0,45000
1037,1,0,30000
1038,1,0,30000
1039,1,0,30000
1040,1,0,25000
1041,1,0,30000
1042,1,0,0
1043,3,1,15000
1044,1,0,25000
1045,3,0,55000
1046,3,0,53000
1047,3,0,47000
1048,1,0,5000
1049,1,0,56000
1050,1,0,52000
1051,1,0,45000
1052,1,0,30000
1053,1,1,30000
1054,1,1,10000
1055,1,1,10000
1056,1,0,10000
1057,1,1,10000
1058,0,0,5000
1059,1,0,14000
1060,0,0,19000
1061,1,0,10000
1062,1,0,25000
1063,1,1,45000
1064,1,1,10000
1065,0,0,0
1066,1,1,3000
1067,1,0,3000
1068,1,0,3000
1069,1,0,3000
1070,1,0,30000
1071,1,0,22000
1072,1,0,50000
1073,1,0,20000
1074,1,0,0
1075,1,0,50000
1076,1,0,20000
1077,1,0,15000
1078,1,0,30000
1079,1,0,20000
1080,1,0,20000
1081,3,0,10000
1082,3,0,20000
1083,1,0,0
1084,0,0,0
1085,1,0,30000
1086,1,0,30000
1087,3,0,20000
1088,1,0,50000
1089,1,0,20000
1090,1,0,0
1091,1,0,30000
1092,1,0,15000
1093,0,1,15000
1094,1,0,20000
1095,0,0,15000
1096,1,0,15000
1097,1,0,45000
1098,1,0,50000
1099,1,0,55000
1100,0,0,0
1101,0,0,0
1102,0,0,0
1103,0,0,0
1104,0,0,0
1105,0,0,0
1106,0,0,0
1107,0,0,0
1108,1,0,25000
1109,1,0,20000
1110,1,0,20000
1111,1,0,30000
1112,0,0,0
1113,2,0,0
1114,0,0,0
1115,1,2,7000
1116,0,0,15000
1117,1,0,15000
1118,1,0,15000
1119,1,0,20000
1120,1,1,20000
1122,1,0,20000
1123,0,0,25000
1124,1,1,20000
1125,1,0,10000
1126,1,0,20000
1127,1,0,22000
1128,1,0,25000
1129,1,1,16000
1130,1,0,20000
1131,1,0,30000
1132,1,0,35000
1133,0,0,10000
1134,1,0,10000
1137,0,0,0
1138,0,0,0
1139,0,0,0
1140,0,0,0
1141,0,0,0
1142,0,0,0
1143,0,0,0
1144,0,0,0
1145,0,0,0
1146,0,0,0
1147,1,0,10000
1148,1,0,15000
1149,1,0,50000
1150,1,0,20000
1151,1,0,20000
1152,1,0,4000
1153,0,0,8000
1154,1,0,20000
1155,1,1,40000
1156,1,0,25000
1157,1,0,30000
1158,0,0,0
1159,0,0,0
1160,1,0,35000
1161,0,0,0
1162,0,0,0
1163,3,1,30000
1164,1,0,45000
1165,1,0,45000
1166,1,0,30000
1167,3,1,20000
1168,1,0,15000
1169,3,1,30000
1170,3,0,30000
1171,0,0,0
1172,3,1,45000
1173,1,1,30000
1174,1,1,0
1175,1,1,0
1176,1,1,35000
1177,1,1,35000
1178,0,0,25000
1179,0,0,25000
1180,0,0,25000
1181,1,0,0
1182,2,1,0
1183,2,1,0
1184,2,1,0
1185,2,1,0
1186,2,1,0
1187,2,1,0
1188,2,1,0
1189,2,1,0
1192,1,0,15000
1193,0,0,14000
1194,1,0,25000
1195,1,0,30000
1197,1,0,23000
1198,1,0,25000
1199,1,1,25000
1200,1,0,25000
1201,1,1,18000
1202,1,0,25000
1203,1,0,30000
1204,1,0,30000
1205,1,0,20000
1206,1,0,25000
1207,2,1,0
1208,1,0,20000
1209,0,2,30000
1210,0,2,30000
1211,0,2,30000
1212,0,0,0
1213,3,1,10000
1214,1,2,5000
1215,1,1,6000
1216,1,2,20000
1217,1,2,10000
1218,1,2,15000
1219,2,1,0
1220,1,0,20000
1221,1,2,20000
1222,1,0,15000
1223,1,0,25000
1224,1,0,20000
1225,1,0,25000
1226,0,0,30000
1227,0,0,45000
1228,1,0,25000
1229,1,0,25000
1230,1,0,25000
1231,1,0,25000
1232,1,0,25000
1233,1,0,55000
1234,1,0,25000
1235,1,0,45000
1236,1,0,30000
1237,1,0,35000
1238,1,1,0
1239,1,0,45000
1240,1,0,45000
1242,3,0,45000
1243,2,1,75000
1244,1,0,35000
1245,1,0,30000
1246,1,0,25000
1247,1,0,45000
1248,1,0,45000
1249,0,1,25000
1250,1,0,25000
1251,1,1,15000
1252,1,1,18000
1253,1,0,0
1254,2,0,2000
1255,1,0,0
1256,0,0,0
1257,3,0,5000
1258,1,0,35000
1259,0,1,0
1260,1,0,40000
1261,1,0,40000
1262,1,0,40000
1263,1,0,50000
1264,1,0,30000
1265,1,0,35000
1266,1,0,40000
1267,1,0,45000
1268,1,0,45000
1269,1,0,45000
1270,1,0,45000
1271,1,0,35000
1272,3,0,7000
1273,3,0,7000
1274,1,1,10000
1275,1,0,0
1276,0,1,20000
1277,1,1,10000
1278,1,1,15000
1279,1,2,12500
1280,0,0,0
1281,0,0,0
1282,0,0,0
1283,0,0,0
1284,1,0,0
1285,1,0,0
1286,0,0,0
1288,1,0,15000
1289,1,0,36000
1290,0,0,0
1291,1,1,25000
1292,1,0,20000
1293,1,0,25000
1294,1,0,25000
1295,1,0,25000
1296,1,0,25000
1297,1,0,25000
1298,1,0,35000
1299,1,0,35000
1300,1,0,35000
1301,1,0,35000
1302,1,0,45000
1303,1,0,25000
1304,1,0,35000
1305,1,0,30000
1306,1,0,30000
1307,1,0,40000
1308,1,0,45000
1309,1,0,40000
1310,1,0,30000
1311,1,0,30000
1312,1,0,30000
1313,1,0,50000
1314,0,0,35000
1315,1,0,45000
1316,1,1,0
1317,1,0,50000
1318,1,1,0
1319,1,1,15000
1320,0,1,0
1321,1,1,20000
1322,1,0,30000
1323,1,1,20000
1324,1,1,20000
1325,1,0,20000
1326,1,1,20000
1327,1,0,10000
1328,1,0,7000
1329,1,1,15000
1330,0,0,8000
1331,1,0,15000
1332,1,0,30000
1333,1,1,7000
1334,0,0,0
1335,0,0,0
1336,1,0,50000
1337,1,0,7000
1339,1,0,0
1340,1,0,30000
1341,0,0,7000
1342,1,0,45000
1343,1,0,45000
1344,1,0,45000
1345,1,1,45000
1346,1,0,50000
1347,1,0,50000
1348,1,0,45000
1349,1,1,45000
1350,1,1,15000
1351,1,0,30000
1352,1,0,60000
1353,1,0,30000
1354,1,1,0
1355,1,1,0
1356,1,1,0
1357,1,0,30000
1358,1,0,30000
1359,1,0,15000
1360,1,1,7000
1361,1,1,7000
1362,1,1,7000
1363,1,1,7000
1368,1,0,30000
1369,1,0,30000
1370,1,0,30000
1371,1,0,30000
1372,1,0,30000
1373,2,0,10000
1374,1,0,0
1375,1,0,0
1376,1,0,0
1377,1,1,15000
1378,1,0,30000
1379,1,0,10000
1380,1,1,0
1381,1,0,20000
1382,1,0,15000
1383,1,0,18000
1384,1,0,20000
1385,1,0,22000
1386,1,0,20000
1387,1,0,20000
1388,1,2,10000
1389,0,0,45000
1390,0,0,15000
1391,1,1,15000
1392,1,1,5000
1393,0,0,2000
1394,0,0,3000
1395,1,1,0
1396,0,0,5000
1397,1,0,10000
1398,0,0,25000
1399,1,1,15000
1400,1,0,0
1401,1,0,10000
1403,0,0,17000
1404,1,0,0
1405,0,1,15000
1406,0,1,17000
1407,1,0,24000
1408,1,0,25000
1409,1,1,0
1410,1,1,0
1411,1,1,0
1412,1,1,0
1413,1,1,0
1414,1,0,15000
1416,1,0,0
1417,0,0,11000
1418,0,0,12000
1419,0,0,17000
1420,0,0,0
1421,0,1,0
1422,1,1,0
1423,1,1,0
1424,1,1,0
1425,1,0,60000
1426,1,0,60000
1427,1,0,60000
1428,1,0,60000
1429,0,0,30000
1430,0,0,60000
1431,1,1,30000
1432,0,1,30000
1433,1,0,13000
1434,1,0,20000
1435,0,0,25000
1436,0,2,0
1437,0,0,23000
1438,0,2,0
1439,1,0,13000
1440,1,0,20000
1441,0,0,45000
1442,1,0,15000
1443,0,0,20000
1444,0,0,18000
1445,0,0,0
1446,1,0,7000
1447,1,0,15000
1448,1,0,15000
1449,1,1,3500
1450,1,0,45000
1451,1,0,25000
1452,1,0,26000
1453,1,0,50000
1454,0,2,25000
1455,1,2,7000
1456,1,0,50000
1457,1,0,50000
1458,1,0,60000
1459,1,0,55000
1460,1,0,30000
1461,3,0,22000
1462,2,0,45000
1463,1,0,50000
1464,1,0,50000
1465,1,0,55000
1466,0,1,30000
1467,1,0,8000
1468,1,0,20000
1469,1,0,10000
1470,1,0,8000
1471,1,0,20000
1472,1,0,6000
1473,0,2,5000
1474,0,0,15000
1475,0,1,6000
1476,0,0,15000
1477,0,0,8000
1478,1,1,8000
1479,1,0,50000
1481,0,0,30000
1482,0,1,0
1484,1,0,20000
1485,0,1,0
1486,0,0,30000
1487,0,0,35000
1488,0,1,0
1489,0,1,0
1492,1,2,20000
1493,0,0,0
1494,0,0,0
1495,0,0,0
1496,1,0,18000
1497,1,0,18000
1498,0,0,0
1499,0,0,0
1500,0,0,0
1501,1,0,11000
1502,0,0,0
1503,0,0,0
1504,0,0,0
1505,1,0,15000
1506,0,0,0
1507,0,0,4000
1508,1,0,20000
1509,1,0,10000
1510,0,0,10000
1511,1,0,20000
1512,1,0,20000
1513,1,0,20000
1514,1,1,30000
1515,1,0,20000
1516,1,0,20000
1517,1,0,20000
1518,1,0,20000
1519,1,0,20000
1524,1,0,20000
1525,0,0,0
1526,1,0,30000
1527,1,1,30000
1528,1,0,0
1529,0,0,20000
1530,0,0,20000
1531,1,0,0
1532,1,0,18000
1533,1,0,20000
1534,1,1,0
1535,1,1,0
1536,1,0,25000
1537,1,0,30000
1538,1,0,10000
1540,1,0,0
1541,0,0,0
1542,1,0,0
1543,1,0,15000
1544,1,0,8000
1545,1,0,15000
1546,0,0,0
1547,0,0,0
1549,0,0,0
1550,1,0,30000
1551,0,0,0
1552,0,0,0
1553,1,2,10000
1554,1,1,30000
1555,1,1,30000
1556,0,0,0
1557,0,0,0
1558,0,0,0
1559,1,0,20000
1560,1,0,20000
1561,0,0,0
1562,0,0,0
1563,0,0,0
1564,1,0,35000
1565,1,0,35000
1566,1,0,35000
1567,1,0,20000
1568,1,0,20000
1569,3,0,8000
1570,0,0,0
1571,0,0,0
1572,0,0,0
1573,0,0,10000
1574,0,1,0
1575,1,0,30000
1576,1,0,60000
1577,3,0,8000
1579,1,0,60000
1580,0,0,8000
1581,0,0,0
1582,0,0,0
1583,1,0,60000
1584,1,0,60000
1585,0,0,0
1586,0,0,0
1587,1,0,60000
1588,0,0,8500
1589,2,0,4000
1590,0,0,10000
1591,1,0,8000
1592,1,0,10000
1593,1,0,9000
1594,0,0,0
1595,2,0,10000
1596,1,0,15000
1597,3,2,15000
1598,1,0,10000
1599,3,1,45000
1600,3,0,45000
1601,1,0,50000
1602,1,1,90000
1603,1,0,50000
1604,0,0,6000
1605,0,0,6000
1606,2,0,0
1607,2,0,0
1608,3,0,5000
1609,3,0,5000
1611,1,0,7500
1612,3,0,0
1613,1,1,30000
1614,1,0,20000
1615,1,0,20000
1616,1,0,10000
1617,1,1,15000
1618,1,0,0
1619,3,0,0
1620,1,0,15000
1621,1,0,15000
1622,1,0,0
1623,1,2,5000
1624,1,2,5000
1625,1,2,3000
1626,0,0,0
1627,1,2,3000
1628,1,0,8000
1629,1,0,0
1630,1,0,33000
1631,1,0,29000
1632,1,0,30000
1633,0,0,15000
1634,0,0,15000
1635,0,0,15000
1636,0,0,15000
1637,3,0,6000
1638,1,0,31000
1639,1,0,25000
1640,1,0,28000
1641,1,0,0
1642,1,0,50000
