"ID","prerequisiteIdGeneric00","localizedTextIdName","spell4IdOnEquip","spell4IdOnActivate"
3843,0,0,0,22644
3844,0,0,0,4007
3845,0,0,0,4008
3846,0,0,0,4049
3847,0,0,0,4050
3848,0,0,0,6976
3849,0,0,0,6979
3850,0,0,0,7079
3851,0,0,0,7082
3852,0,0,0,7085
3853,0,0,0,22650
3856,0,0,0,22672
3857,0,108580,0,4441
3858,0,108713,0,4082
3859,0,108720,7245,0
3860,0,108722,0,12356
3862,0,0,0,22733
3863,0,108794,0,4791
3871,0,109256,22784,0
3876,0,109679,22826,0
3878,0,109828,22848,0
3880,0,109853,22855,0
3882,0,109930,22864,0
3888,0,110183,22887,0
3890,0,0,0,22914
3891,0,110389,22893,0
3894,0,110466,0,22868
3895,0,0,0,22990
3901,0,0,0,8568
3903,0,112052,0,23180
3905,0,112158,0,23192
3907,0,0,0,23229
3908,0,0,0,23253
3909,0,0,0,23256
3910,0,0,0,23279
3916,0,0,0,23890
3917,0,0,0,23890
3920,0,0,0,24007
3921,0,0,0,24037
3927,0,0,0,24097
3928,0,0,0,24098
3929,0,116604,0,24104
3931,0,116645,0,24135
3940,0,0,0,24523
3942,0,0,0,24501
3943,0,0,0,24548
3945,0,0,0,24580
3946,4478,0,0,24656
3951,0,0,0,24703
3954,0,0,0,24734
3955,0,120194,0,24733
3966,0,0,0,24966
3968,3716,0,0,24951
3969,3716,0,0,24952
3973,0,122594,8648,0
3974,0,0,0,22511
3975,0,122645,25071,0
3978,0,122913,25079,0
3979,0,122977,25085,0
3981,0,123087,25091,0
3982,0,0,0,25099
3983,0,123206,25097,0
3988,0,123387,25111,0
3990,0,0,0,24580
3994,0,123576,25127,0
3996,0,0,0,25128
3998,0,123619,25131,0
3999,0,123630,25133,0
4001,0,0,0,25136
4002,0,0,0,25138
4003,0,0,0,25139
4004,0,0,0,25141
4005,0,127084,0,25142
4006,0,0,0,25143
4007,0,0,0,25147
4008,3,0,0,25148
4009,9,0,0,25149
4010,9,0,0,25150
4011,5,0,0,25152
4013,0,0,0,25155
4015,0,124243,25205,0
4016,0,0,0,25207
4017,0,124344,25216,0
4018,0,124371,25218,0
4023,0,0,0,25196
4024,0,123197,0,25354
4027,0,0,0,25250
4028,0,126715,0,25252
4033,0,0,0,25282
4034,3923,0,0,25287
4038,3923,126718,0,25298
4039,0,0,0,25315
4042,0,0,0,25333
4046,0,0,0,25339
4048,0,126590,0,25350
4079,3945,0,0,25369
4080,0,0,0,25371
4081,0,0,0,25375
4085,0,0,0,25392
4086,0,0,0,25393
4087,0,0,0,25399
4088,0,0,0,25400
4089,0,0,0,25401
4090,0,0,0,25414
4091,0,128273,0,25417
4092,0,0,0,25403
4093,0,0,0,25433
4096,0,128714,0,25458
4097,0,0,0,25463
4098,0,0,0,25489
4099,0,129294,0,25306
4100,0,129292,0,25306
4101,0,269257,0,25306
4102,4095,129312,0,25503
4107,0,129447,0,25507
4108,0,0,0,25506
4109,0,0,0,25506
4112,0,0,0,25560
4114,0,0,0,25587
4117,4201,130707,0,25621
4124,0,0,0,25662
4130,0,0,0,25704
4131,0,0,0,25705
4133,0,0,0,25703
4135,0,133174,0,25717
4137,0,133672,0,25765
4152,0,135644,0,25306
4156,0,136215,0,25803
4159,0,0,0,25801
4162,0,0,0,25818
4164,0,0,0,25882
4167,0,143717,0,25887
4168,0,143740,0,25306
4172,0,0,0,25932
4173,0,0,0,25933
4174,0,0,0,25934
4175,0,0,0,25935
4176,0,0,0,25936
4177,0,0,0,25937
4178,0,0,0,25938
4179,0,0,0,25939
4180,0,0,0,25940
4181,0,0,0,25941
4182,0,0,0,25942
4183,0,0,0,25943
4184,0,0,0,25944
4185,0,0,0,25944
4186,0,0,0,25949
4187,0,0,0,25950
4188,0,0,0,25951
4189,0,0,0,25952
4190,0,0,0,25953
4191,0,0,0,25954
4192,0,0,0,25955
4194,0,0,0,25960
4195,0,0,0,25961
4196,0,0,0,25962
4197,0,0,0,25963
4198,0,0,0,25964
4199,0,0,0,25965
4200,0,0,0,25966
4201,0,0,0,25967
4202,0,0,0,25968
4203,0,0,0,25969
4204,0,0,0,25970
4205,0,0,0,25971
4206,0,0,0,25972
4207,0,0,0,25973
4208,0,0,0,25974
4209,0,0,0,25975
4210,0,0,0,25976
4211,0,0,0,25977
4213,0,0,0,25982
4214,0,0,0,25983
4215,0,0,0,25984
4216,0,0,0,25985
4217,0,0,0,25986
4218,0,0,0,25987
4219,0,0,0,25988
4220,0,0,0,25989
4221,0,0,0,25990
4222,0,0,0,25991
4223,0,0,0,25992
4224,0,0,0,25996
4225,0,0,0,25997
4226,0,0,0,25998
4227,0,0,0,25999
4228,0,0,0,26000
4229,0,0,0,26001
4230,0,0,0,26002
4231,0,0,0,26003
4232,0,0,0,26004
4233,0,0,0,26005
4234,0,0,0,26006
4235,0,0,0,26007
4236,0,0,0,26013
4237,0,0,0,26014
4238,0,0,0,26015
4239,0,0,0,26016
4240,0,0,0,26017
4241,0,0,0,26018
4242,0,0,0,26019
4243,0,0,0,26020
4244,0,0,0,26021
4245,0,0,0,26022
4246,0,0,0,26023
4247,0,0,0,26024
4248,0,0,0,26025
4249,0,0,0,26026
4250,0,0,0,26027
4251,0,0,0,26028
4252,0,0,0,26029
4253,0,0,0,26030
4254,0,0,0,26031
4255,0,0,0,26032
4256,0,0,0,26033
4257,0,0,0,26034
4258,0,0,0,26035
4259,0,0,0,26036
4260,0,0,0,26041
4261,0,0,0,26042
4262,0,0,0,26043
4263,0,0,0,26044
4264,0,0,0,26045
4265,0,0,0,26046
4266,0,0,0,26047
4267,0,0,0,26048
4268,0,0,0,26050
4269,0,0,0,26051
4270,0,0,0,26052
4271,0,0,0,26053
4277,0,0,0,26064
4278,0,0,0,26066
4279,0,0,0,26067
4280,0,0,0,26068
4281,0,0,0,26071
4282,0,0,0,26072
4283,0,0,0,26074
4284,0,0,0,26075
4285,0,0,0,26073
4286,0,0,0,26076
4290,0,145889,26160,0
4293,0,146052,26171,0
4294,0,146124,26174,0
4295,0,146132,26176,0
4297,0,146301,26184,0
4298,0,146453,26186,0
4299,0,146545,26190,0
4304,0,0,0,26231
4306,0,0,0,26246
4307,0,148006,0,2666
4309,0,148154,0,26105
4317,0,148865,0,26294
4319,0,149093,0,26307
4323,0,0,0,26330
4327,0,150629,0,26361
4328,0,150662,0,26363
4329,0,150754,0,26365
4331,0,150975,0,26381
4335,4995,0,0,26448
4336,4994,0,0,26447
4337,0,0,0,26465
4338,0,153394,0,26470
4340,0,0,0,26477
4341,0,0,0,26717
4343,0,0,0,26614
4345,0,0,0,26575
4346,0,0,0,26576
4347,0,0,0,26578
4348,5184,155306,0,26580
4350,624,155347,0,1545
4355,0,155866,0,26593
4357,0,156117,0,26617
4358,0,156171,0,26616
4360,0,0,0,26636
4361,0,0,0,26640
4363,0,0,0,26663
4364,0,0,0,26688
4365,0,0,0,26717
4366,0,157828,0,26699
4373,0,0,0,26751
4379,0,158851,0,26786
4381,0,159038,0,26797
4382,0,0,0,26808
4383,0,160269,0,26856
4385,0,160413,0,26786
4386,0,160417,0,26786
4387,0,0,0,26861
4390,0,160870,0,26899
4392,0,160916,0,25378
4398,0,161605,0,26863
4403,0,163003,0,27040
4407,0,0,0,27053
4408,0,0,0,1817
4409,0,163886,0,27144
4410,0,163890,0,27145
4414,0,164685,0,27237
4416,0,0,0,0
4419,0,0,0,2111
4421,0,0,0,2111
4422,5,0,0,2111
4423,0,165047,27271,0
4424,0,165050,27275,0
4425,0,165053,27276,0
4426,6186,0,0,27325
4430,0,165698,0,0
4431,0,165702,0,0
4432,0,165706,0,0
4434,0,165880,0,27373
4437,0,0,0,24501
4440,0,0,0,27411
4441,0,0,0,24501
4442,0,166289,0,27420
4443,0,0,0,27419
4450,0,0,0,27636
4451,0,0,0,27634
4455,0,0,0,27724
4456,6088,0,0,27731
4457,0,168241,0,27739
4458,0,168674,0,27791
4459,0,168694,0,27795
4460,0,168703,0,27791
4461,0,168706,0,27797
4462,0,0,0,25726
4463,11693,168983,0,42389
4464,0,169330,0,27364
4470,6323,171073,0,28220
4474,0,0,0,28283
4476,6387,172570,0,28314
4477,0,0,0,34776
4478,6408,172927,0,28337
4482,0,0,27671,0
4488,0,0,0,3808
4494,0,0,0,40132
4497,0,0,0,28562
4498,0,0,0,28572
4499,0,0,0,28575
4500,0,0,0,28577
4501,0,0,0,28581
4502,0,0,0,28582
4504,0,0,0,28664
4506,0,0,0,36956
4507,0,0,0,36943
4508,0,0,0,28682
4509,0,0,0,28683
4510,0,0,0,28684
4511,0,0,0,28685
4512,0,0,0,28686
4513,0,0,0,28687
4514,0,0,0,28688
4515,0,0,0,28689
4516,0,0,0,28706
4520,0,0,0,29005
4521,0,0,0,29006
4522,0,0,0,29007
4523,7065,185667,0,29009
4524,0,0,0,29011
4525,0,0,0,29011
4530,0,0,0,29380
4531,0,0,0,29382
4532,0,0,0,29382
4533,0,0,29440,0
4534,22617,0,0,53787
4537,0,193894,0,29733
4540,0,194785,0,29823
4544,0,195690,0,26167
4545,0,195694,30115,0
4546,0,0,0,29961
4547,0,0,0,29962
4548,0,0,0,29963
4549,0,0,0,29960
4550,0,0,0,29966
4551,0,0,0,29967
4552,0,0,0,29968
4553,0,0,0,29965
4554,0,0,0,29996
4555,0,0,0,30026
4556,0,0,0,30051
4557,0,0,0,30059
4558,0,0,0,30061
4559,0,0,0,30062
4560,0,0,0,30107
4561,0,196740,0,0
4562,0,196804,30116,0
4563,0,196806,30117,0
4564,0,196850,30119,0
4565,0,196853,30120,0
4566,0,196855,30121,0
4569,0,0,30194,0
4572,0,0,0,30193
4573,0,0,0,2062
4574,0,0,0,2062
4575,0,0,0,30274
4576,0,0,0,40128
4577,0,0,0,29953
4578,0,0,0,40357
4579,0,0,0,40136
4580,0,0,0,2062
4581,0,0,0,34777
4583,0,0,0,30400
4584,0,0,0,30402
4585,0,0,0,30403
4586,0,0,0,30401
4592,0,0,0,30518
4593,0,0,30570,0
4597,0,0,0,32698
4598,0,0,0,32699
4599,0,0,0,32700
4600,0,0,0,30798
4601,0,0,0,30799
4602,0,0,0,30800
4603,0,0,0,30801
4604,0,0,0,30802
4605,0,0,0,30803
4606,0,0,0,30804
4607,0,0,0,30805
4608,0,0,0,30941
4609,0,0,0,32703
4610,0,0,0,34777
4611,0,0,0,34777
4612,0,0,0,2062
4614,0,0,0,34777
4615,0,0,0,34781
4616,0,0,0,34777
4617,0,0,0,31261
4618,0,0,0,31262
4619,0,0,0,31263
4620,0,0,0,31264
4625,0,0,0,31269
4626,0,0,0,31270
4627,0,0,0,31271
4628,0,0,0,31272
4629,0,0,0,31273
4634,0,0,0,34793
4635,0,0,0,32701
4636,0,0,0,34781
4637,0,0,0,34810
4638,0,0,0,34810
4639,0,0,0,2062
4640,0,0,0,2062
4641,0,0,0,2062
4642,0,0,0,34777
