"ID","itemSourceId","item2TypeId","itemMinLevel","itemMaxLevel","itemDisplayId","icon"
24,2,420,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Water"
25,2,421,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Earth"
26,2,422,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Air"
27,2,423,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Life"
28,2,424,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Logic"
29,2,425,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Fusion"
30,2,426,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Steam"
31,2,427,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Magma"
32,2,428,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Smoke"
33,2,429,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Phoenix"
34,2,430,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Plasma"
35,2,431,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Clay"
36,2,433,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Mist"
37,2,434,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Blood"
38,2,435,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Ice"
39,2,436,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Sand"
40,2,437,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Floral"
41,2,438,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Metal"
42,2,439,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Zephyr"
43,2,440,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Lightning"
44,2,441,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Genetic"
6171,3,352,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Fire"
6172,3,353,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Water"
6173,3,354,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Earth"
6174,3,355,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Air"
6175,3,356,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Life"
6176,3,357,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Logic"
6177,3,358,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Fusion"
6178,3,404,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Steam"
6179,3,405,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Magma"
6180,3,406,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Smoke"
6181,3,407,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Phoenix"
6182,3,408,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Plasma"
6183,3,409,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Clay"
6184,3,410,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Mist"
6185,3,411,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Blood"
6186,3,412,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Ice"
6187,3,413,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Sand"
6188,3,414,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Floral"
6189,3,415,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Metal"
6190,3,416,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Zephyr"
6191,3,417,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Lightning"
6192,3,418,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Genetic"
6039,4,352,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Fire"
6040,4,353,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Water"
6041,4,354,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Earth"
6042,4,355,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Air"
6043,4,356,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Life"
6044,4,357,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Logic"
6045,4,358,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Fusion"
6046,4,404,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Steam"
6047,4,405,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Magma"
6048,4,406,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Smoke"
6049,4,407,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Phoenix"
6050,4,408,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Plasma"
6051,4,409,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Clay"
6052,4,410,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Mist"
6053,4,411,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Blood"
6054,4,412,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Ice"
6055,4,413,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Sand"
6056,4,414,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Floral"
6057,4,415,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Metal"
6058,4,416,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Zephyr"
6059,4,417,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Lightning"
6060,4,418,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Chest_Genetic"
6061,5,352,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Fire"
6062,5,353,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Water"
6063,5,354,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Earth"
6064,5,355,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Air"
6065,5,356,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Life"
6066,5,357,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Logic"
6067,5,358,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Fusion"
6068,5,404,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Steam"
6069,5,405,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Magma"
6070,5,406,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Smoke"
6071,5,407,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Phoenix"
6072,5,408,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Plasma"
6073,5,409,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Clay"
6074,5,410,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Mist"
6075,5,411,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Blood"
6076,5,412,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Ice"
6077,5,413,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Sand"
6078,5,414,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Floral"
6079,5,415,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Metal"
6080,5,416,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Zephyr"
6081,5,417,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Lightning"
6082,5,418,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Leg_Genetic"
6083,6,352,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Fire"
6084,6,353,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Water"
6085,6,354,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Earth"
6086,6,355,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Air"
6087,6,356,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Life"
6088,6,357,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Logic"
6089,6,358,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Fusion"
6090,6,404,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Steam"
6091,6,405,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Magma"
6092,6,406,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Smoke"
6093,6,407,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Phoenix"
6094,6,408,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Plasma"
6095,6,409,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Clay"
6096,6,410,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Mist"
6097,6,411,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Blood"
6098,6,412,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Ice"
6099,6,413,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Sand"
6100,6,414,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Floral"
6101,6,415,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Metal"
6102,6,416,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Zephyr"
6103,6,417,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Lightning"
6104,6,418,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Head_Genetic"
6105,7,352,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Fire"
6106,7,353,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Water"
6107,7,354,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Earth"
6108,7,355,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Air"
6109,7,356,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Life"
6110,7,357,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Logic"
6111,7,358,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Fusion"
6112,7,404,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Steam"
6113,7,405,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Magma"
6114,7,406,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Smoke"
6115,7,407,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Phoenix"
6116,7,408,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Plasma"
6117,7,409,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Clay"
6118,7,410,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Mist"
6119,7,411,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Blood"
6120,7,412,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Ice"
6121,7,413,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Sand"
6122,7,414,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Floral"
6123,7,415,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Metal"
6124,7,416,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Zephyr"
6125,7,417,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Lightning"
6126,7,418,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Shoulder_Genetic"
6127,8,352,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Fire"
6128,8,353,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Water"
6129,8,354,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Earth"
6130,8,355,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Air"
6131,8,356,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Life"
6132,8,357,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Logic"
6133,8,358,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Fusion"
6134,8,404,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Steam"
6135,8,405,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Magma"
6136,8,406,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Smoke"
6137,8,407,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Phoenix"
6138,8,408,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Plasma"
6139,8,409,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Clay"
6140,8,410,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Mist"
6141,8,411,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Blood"
6142,8,412,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Ice"
6143,8,413,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Sand"
6144,8,414,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Floral"
6145,8,415,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Metal"
6146,8,416,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Zephyr"
6147,8,417,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Lightning"
6148,8,418,5,999,0,"IconSprites:Icon_RunesHand_Icon_Rune_Hand_Genetic"
6149,9,352,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Fire"
6150,9,353,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Water"
6151,9,354,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Earth"
6152,9,355,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Air"
6153,9,356,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Life"
6154,9,357,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Logic"
6155,9,358,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Fusion"
6156,9,404,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Steam"
6157,9,405,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Magma"
6158,9,406,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Smoke"
6159,9,407,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Phoenix"
6160,9,408,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Plasma"
6161,9,409,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Clay"
6162,9,410,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Mist"
6163,9,411,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Blood"
6164,9,412,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Ice"
6165,9,413,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Sand"
6166,9,414,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Floral"
6167,9,415,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Metal"
6168,9,416,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Zephyr"
6169,9,417,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Lightning"
6170,9,418,5,999,0,"IconSprites:Icon_RunesFoot_Icon_Rune_Foot_Genetic"
6325,10,419,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Fire"
6326,10,420,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Water"
6327,10,421,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Earth"
6328,10,422,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Air"
6329,10,423,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Life"
6330,10,424,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Logic"
6331,10,425,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Fusion"
6332,10,426,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Steam"
6333,10,427,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Magma"
6334,10,428,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Smoke"
6335,10,429,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Phoenix"
6336,10,430,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Plasma"
6337,10,431,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Clay"
6338,10,433,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Mist"
6339,10,434,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Blood"
6340,10,435,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Ice"
6341,10,436,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Sand"
6342,10,437,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Floral"
6343,10,438,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Metal"
6344,10,439,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Zephyr"
6345,10,440,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Lightning"
6346,10,441,5,999,0,"IconSprites:Icon_RunesElements_Icon_Rune_Set_Genetic"
6193,11,419,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Fire"
6194,11,420,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Water"
6195,11,421,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Earth"
6196,11,422,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Air"
6197,11,423,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Life"
6198,11,424,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Logic"
6199,11,425,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Fusion"
6200,11,426,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Steam"
6201,11,427,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Magma"
6202,11,428,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Smoke"
6203,11,429,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Phoenix"
6204,11,430,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Plasma"
6205,11,431,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Clay"
6206,11,433,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Mist"
6207,11,434,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Blood"
6208,11,435,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Ice"
6209,11,436,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Sand"
6210,11,437,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Floral"
6211,11,438,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Metal"
6212,11,439,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Zephyr"
6213,11,440,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Lightning"
6214,11,441,5,999,0,"IconSprites:Icon_RunesChest_Icon_Rune_Set_Chest_Genetic"
6215,12,419,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Fire"
6216,12,420,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Water"
6217,12,421,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Earth"
6218,12,422,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Air"
6219,12,423,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Life"
6220,12,424,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Logic"
6221,12,425,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Fusion"
6222,12,426,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Steam"
6223,12,427,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Magma"
6224,12,428,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Smoke"
6225,12,429,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Phoenix"
6226,12,430,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Plasma"
6227,12,431,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Clay"
6228,12,433,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Mist"
6229,12,434,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Blood"
6230,12,435,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Ice"
6231,12,436,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Sand"
6232,12,437,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Floral"
6233,12,438,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Metal"
6234,12,439,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Zephyr"
6235,12,440,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Lightning"
6236,12,441,5,999,0,"IconSprites:Icon_RunesLegs_Icon_Rune_Set_Leg_Genetic"
6237,13,419,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Fire"
6238,13,420,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Water"
6239,13,421,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Earth"
6240,13,422,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Air"
6241,13,423,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Life"
6242,13,424,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Logic"
6243,13,425,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Fusion"
6244,13,426,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Steam"
6245,13,427,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Magma"
6246,13,428,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Smoke"
6247,13,429,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Phoenix"
6248,13,430,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Plasma"
6249,13,431,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Clay"
6250,13,433,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Mist"
6251,13,434,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Blood"
6252,13,435,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Ice"
6253,13,436,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Sand"
6254,13,437,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Floral"
6255,13,438,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Metal"
6256,13,439,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Zephyr"
6257,13,440,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Lightning"
6258,13,441,5,999,0,"IconSprites:Icon_RunesHead_Icon_Rune_Set_Head_Genetic"
6259,14,419,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Set_Shoulder_Fire"
6260,14,420,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Set_Shoulder_Water"
6261,14,421,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Set_Shoulder_Earth"
6262,14,422,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Set_Shoulder_Air"
6263,14,423,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Set_Shoulder_Life"
6264,14,424,5,999,0,"IconSprites:Icon_RunesShoulder_Icon_Rune_Set_Shoulder_Logic"
