"ID","spellGroupId00","spellGroupId01","spellGroupId02","spellGroupId03","spellGroupId04","spellGroupId05","spellGroupId06","spellGroupId07","spellGroupId08","spellGroupId09","spellGroupId10","spellGroupId11","spellGroupId12","spellGroupId13","spellGroupId14","spellGroupId15","spellGroupId16","spellGroupId17","spellGroupId18","spellGroupId19","spellGroupId20","spellGroupId21","spellGroupId22","spellGroupId23","spellGroupId24","spellGroupId25","spellGroupId26","spellGroupId27","spellGroupId28","spellGroupId29","spellGroupId30","spellGroupId31"
56,6,9,17,20,23,26,46,51,93,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,6,9,17,20,23,26,47,52,93,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6,9,17,20,23,26,47,53,93,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,6,9,17,20,23,26,47,54,93,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6,9,17,20,23,26,47,55,93,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,6,9,17,20,23,26,47,56,93,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6,9,17,20,23,26,47,57,93,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,6,9,17,20,22,26,46,50,93,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,6,9,17,20,22,26,46,51,93,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,6,9,17,20,22,26,47,52,93,48,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,6,9,17,20,22,26,47,53,93,48,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6,9,17,20,22,26,47,54,93,48,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,6,9,17,20,22,26,47,55,93,49,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,6,9,17,20,22,26,47,56,93,49,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,6,9,17,20,22,26,47,57,93,49,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,6,9,17,20,22,26,46,50,93,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,6,9,17,20,22,26,46,51,93,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,6,9,17,20,22,26,47,52,93,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,6,9,17,20,22,26,47,53,93,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6,9,17,20,22,26,47,54,93,48,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,6,9,17,20,22,26,47,55,93,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6,9,17,20,22,26,47,56,93,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,6,9,17,20,22,26,47,57,93,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,26,46,50,6,9,17,20,22,92,98,67,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,26,46,51,6,9,17,20,22,92,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,26,47,48,6,9,17,20,22,92,52,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,26,47,48,6,9,17,20,22,92,53,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,26,47,48,6,9,17,20,22,92,54,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,26,47,49,6,9,17,20,22,92,55,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,26,47,49,6,9,17,20,22,92,56,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,26,47,49,6,9,17,20,22,92,57,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,26,46,50,6,9,17,20,23,92,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,26,46,51,6,9,17,20,23,92,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,26,47,48,6,9,17,20,23,92,52,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,26,47,48,6,9,17,20,23,92,53,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,26,47,48,6,9,17,20,23,92,54,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,26,47,48,6,9,17,20,23,92,55,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,26,47,49,6,9,17,20,23,92,56,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,26,47,49,6,9,17,20,23,92,57,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,7,9,18,22,28,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,7,9,18,22,28,103,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,7,9,18,22,28,101,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,7,9,18,22,28,101,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7,9,18,22,28,103,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,7,9,18,24,28,100,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,6,8,17,20,22,26,46,92,176,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,7,9,18,24,28,100,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,7,9,18,24,28,100,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,26,46,50,6,9,19,21,22,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,26,46,51,6,9,19,21,22,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,26,47,48,6,9,19,21,22,92,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,26,47,48,6,9,19,21,22,92,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,26,47,49,6,9,19,21,22,92,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,26,47,49,6,9,19,21,22,92,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,26,47,49,6,9,19,21,22,92,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,6,8,19,21,22,26,46,50,51,67,69,66,92,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6,8,17,20,22,65,69,70,92,95,36,43,4,33,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,26,46,50,6,9,19,21,23,92,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,26,46,51,6,9,19,21,23,92,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,6,8,19,21,22,26,46,50,51,92,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,26,47,48,6,9,19,21,23,92,52,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,26,47,48,6,9,19,21,23,92,53,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,26,47,48,6,9,19,21,23,92,54,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,26,47,49,6,9,19,21,23,92,55,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,26,47,49,6,9,19,21,23,92,56,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,26,47,49,6,9,19,21,23,92,57,98,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,6,8,19,21,24,26,46,50,51,92,184,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,26,46,50,6,9,17,20,22,92,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,26,46,51,6,9,17,20,22,92,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,26,47,48,6,9,17,20,22,92,52,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,26,47,48,6,9,17,20,22,92,53,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,26,47,48,6,9,17,20,22,92,54,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,26,47,49,6,9,17,20,22,92,55,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,26,47,49,6,9,17,20,22,92,56,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,26,47,49,6,9,17,20,22,92,57,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,6,8,17,20,22,26,46,50,51,65,92,70,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,6,8,17,20,22,30,46,51,92,45,29,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,7,8,18,92,22,65,69,70,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,6,8,17,20,22,92,33,36,128,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,6,8,19,21,22,26,46,50,51,92,2,43,66,68,70,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,7,8,18,92,22,28,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,6,9,17,20,23,33,34,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,6,9,17,20,23,33,35,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6,9,17,20,23,33,36,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,6,9,17,20,23,33,37,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,6,9,17,20,23,33,38,98,92,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6,9,17,20,23,33,39,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,6,9,17,20,23,33,40,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,7,8,18,92,22,28,32,70,68,66,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,6,9,17,20,23,33,41,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,6,9,17,20,23,33,42,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,6,9,17,20,23,33,99,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,6,8,19,21,22,26,46,50,51,92,45,29,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,6,9,17,20,22,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6,9,17,20,22,33,35,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,6,9,17,20,22,33,36,22,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,6,9,17,20,22,33,37,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,6,9,17,20,22,33,38,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,6,9,17,20,22,33,39,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,6,9,17,20,22,33,40,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,6,9,17,20,22,33,41,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,6,9,17,20,22,33,42,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,6,9,17,20,22,33,99,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,6,9,17,20,22,92,107,30,26,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,6,9,17,20,22,92,107,30,26,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,6,9,17,20,22,92,107,30,26,47,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,6,9,17,20,22,92,107,30,26,47,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,6,9,17,20,22,92,107,30,26,47,48,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,6,9,17,20,22,92,107,30,26,47,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,6,9,17,20,22,92,107,30,26,47,49,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,6,9,17,20,22,92,107,30,26,47,49,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,7,8,17,92,22,28,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,6,8,17,20,22,26,46,30,51,92,43,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,6,8,19,21,22,26,46,50,51,92,2,43,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,7,8,18,92,22,28,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,7,8,17,92,22,28,66,68,70,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,6,8,17,20,22,38,92,68,70,66,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,6,8,17,20,22,26,46,50,51,66,67,69,92,96,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,7,8,18,92,22,65,69,27,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,6,8,19,21,22,26,46,50,51,92,96,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,7,8,18,92,22,28,69,67,66,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,7,9,19,23,28,94,98,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,7,9,19,22,28,94,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,6,9,17,20,23,26,30,29,104,47,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,6,9,17,20,23,26,30,29,104,47,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,6,9,17,20,23,26,30,29,104,47,48,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,6,9,17,20,23,26,30,29,104,47,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,6,9,17,20,23,26,30,29,104,47,49,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,6,9,17,20,23,26,30,29,104,47,49,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,6,9,17,20,22,26,30,29,104,47,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,6,9,17,20,22,26,30,29,104,47,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,6,9,17,20,22,26,30,29,104,47,48,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,6,9,17,20,22,26,30,29,104,47,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,6,9,17,20,22,26,30,29,104,47,49,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,6,9,17,20,22,26,30,29,104,47,49,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,6,9,17,20,23,26,30,29,104,47,48,52,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,6,9,17,20,23,26,30,29,104,47,48,53,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,6,9,17,20,23,26,30,29,104,47,48,54,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,6,9,17,20,23,26,30,29,104,47,49,55,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,6,9,17,20,23,26,30,29,104,47,49,56,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,6,9,17,20,23,26,30,29,104,47,49,57,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,6,9,19,21,22,94,26,47,48,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,6,9,19,21,22,94,26,47,48,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
