"ID","statusFlags","assetPath","assetTexture00","assetTexture01","assetTexture02","assetTexture03","assetTexture04","assetTexture05","modelTextureId00","modelTextureId01","modelTextureId02","modelTextureId03","modelTextureId04","modelTextureId05","colorShiftTexturePath","colorShiftTextureIdMask","materialDataIdSkinColor0","materialDataIdSkinColor1","materialDataIdWeaponColor0","materialDataIdWeaponColor1","materialDataIdArmorColor0","materialDataIdArmorColor1","materialDataIdDefault0","materialDataIdDefault1","creatureMaterialEnum","scale","hitRadius","walkLand","walkAir","walkWater","walkHover","runLand","runAir","runWater","runHover","itemVisualTypeIdFeet","swimWaterDepth","raceId","sex","itemDisplayId00","itemDisplayId01","itemDisplayId02","itemDisplayId03","itemDisplayId04","itemDisplayId05","itemDisplayId06","itemDisplayId07","itemDisplayId08","itemDisplayId09","itemDisplayId10","itemDisplayId11","itemDisplayId12","itemDisplayId13","itemDisplayId14","itemDisplayId15","itemDisplayId16","itemDisplayId17","itemDisplayId18","itemDisplayId19","modelMeshId00","modelMeshId01","modelMeshId02","modelMeshId03","modelMeshId04","modelMeshId05","modelMeshId06","modelMeshId07","modelMeshId08","modelMeshId09","modelMeshId10","modelMeshId11","modelMeshId12","modelMeshId13","modelMeshId14","modelMeshId15","groundOffsetHover","groundOffsetFly"
21320,0,"Art\Creature\Murgh\Murgh_Base\Murgh_Base.M3","Art\Creature\Murgh\Murgh_Color.tex","Art\Creature\Murgh\Murgh_Normal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,2.3,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21321,0,"Art\Creature\Pell\Pell_Base\Pell_Base.m3","Art\Creature\Pell\CRT_Pell_Color.tex","Art\Creature\Pell\crt_pell_dxtnormal.tex","Art\Creature\Pell\Pell_Cultist\Pell_Cultist_Color.tex","Art\Creature\Pell\Pell_Cultist\Pell_Cultist_dxtNormal.tex","","",1,2,5,6,0,0,"",0,0,0,0,0,0,0,0,0,3,1,2.3,4,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21322,0,"Art\Creature\Probebot\Probebot.M3","Art\Creature\Probebot\CRT_Probebot_Color.tex","Art\Creature\Probebot\CRT_Probebot_dxtnormal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,6,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21323,0,"Art\Creature\Protostar\MiningBot_Protostar_01\MiningBot_Protostar_01.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,1,1,1.4,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21324,0,"Art\Creature\AgressorBot\AgressorBot.m3","Art\Creature\Protostar\MiningBot_Protostar_02\CRT_MiningBot_Protostar_02_Color.tex","Art\Creature\Protostar\MiningBot_Protostar_02\CRT_MiningBot_Protostar_02_Normal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,1,1,1.4,3,9,2.25,3,10,30,7.5,10,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21325,0,"Art\Creature\Pumera\Pumera.M3","Art\Creature\Pumera\CRT_Pumera_Color.tex","Art\Creature\Pumera\CRT_Pumera_Normal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.75,2.5,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21327,0,"Art\Creature\Roan\Roan.m3","Art\Creature\Roan\CRT_Roan_Orange_Color.tex","Art\Creature\Roan\crt_roan_dxtnormal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,4,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21328,0,"Art\Creature\AgressorBot\AgressorBot.m3","Art\Creature\Saboteurbot\Saboteurbot_001_Color.tex","Art\Creature\Saboteurbot\Saboteurbot_001_Normal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,6,1,1.4,3,9,2.25,3,10,30,7.5,10,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21329,0,"Art\Creature\Skeetch\Skeetch.m3","Art\Creature\Skeetch\CRT_Skeetch_01_Color.tex","","","","","",1,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21330,0,"Art\Creature\Skugs\Skug_01\Skug_01.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,3,4,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21331,0,"Art\Creature\Skugs\SkugQueen_01\SkugQueen01.M3","Art\Creature\Skugs\SkugQueen_01\SkugQueen01_Color.tex","Art\Creature\Skugs\SkugQueen_01\SkugQueen01_dxtNormal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,3.6,2.5,9,2.25,3,10,30,7.5,10,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21332,0,"Art\Creature\StemDragon\StemDragon.m3","Art\Creature\StemDragon\StemDragon_Color.tex","Art\Creature\StemDragon\stemdragon_dxtnormal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,11,1,6.5,2,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21333,0,"Art\Creature\Vind\Vind.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,2.4,6,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21334,0,"Art\Creature\Vulcarrion\Vulcarrion.M3","Art\Creature\Vulcarrion\CRT_Vulcarrion_Color.tex","Art\Creature\Vulcarrion\CRT_Vulcarrion_Normal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,2.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21335,0,"Art\Creature\Yeti\Yeti.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21337,0,"Art\NPC\Ekose\GrannyAdina_Ekose\GrannyAdina_Ekose.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1.7,0.7,9,2.25,3,10,30,7.5,10,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21338,0,"Art\NPC\Ekose\Rancher_Ekose_01_M\Rancher_Ekose_01_M.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1.7,3,9,2.25,3,10,30,7.5,10,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21339,0,"Art\NPC\Foreman_Daggit\Foreman_Daggit.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1.4,1.6,9,2.25,3,10,30,7.5,10,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21340,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,5,135,6,4,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21341,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,1056,137,6,762,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21342,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,1053,1791,6,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21343,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.2,3,9,2.25,3,9,30,7.5,10,1,0.5,1,0,25,1796,6,257,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21347,0,"Art\NPC\MultiRig\HumanMBig\MultiRig_HumanMBig.m3","Art\NPC\Miners\Miner_01_M\Miner_01_M_Color.tex","Art\NPC\Miners\Miner_01_M\Miner_01_M_Normal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1.5,3,9,2.25,3,10,30,7.5,10,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21348,0,"Art\NPC\Miners\Miner_02_M\Miner_02_M.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21349,0,"Art\NPC\SquirdHerder\SquirdHerder.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1.5,1.5,9,2.25,3,10,30,7.5,10,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21350,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,4,0,307,641,1634,1633,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21351,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,7,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,3,0,879,886,20,960,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21352,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,5,135,205,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21353,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,4,0,1647,1694,1634,2271,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21354,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,7,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,3,0,881,912,20,955,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21355,0,"","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,5,135,6,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21356,0,"Art\NPC\MultiRig\HumanMBig\MultiRig_HumanMBig.m3","Art\NPC\Villagers\Blacksmith\Blacksmith_Color.tex","Art\NPC\Villagers\Blacksmith\Blacksmith_Normal.tex","","","","",1,2,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1.5,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21359,0,"Art\Prop\Constructed\Barrel\PRP_Barrel_KegMetal_SilverWhite_000.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1.5,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21360,0,"Art\Prop\Constructed\Barrel\PRP_Barrel_ValvedTank_SilverGrey_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21361,0,"Art\Prop\Constructed\Barrel\PRP_Tank_VindGas_Grey_000.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21362,0,"Art\Prop\Constructed\Barrel\PRP_Tank_VindGas_Grey_001.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21363,0,"Art\Prop\Constructed\Blackbox\PRP_Blackbox_SCDevice.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21364,0,"Art\Prop\Constructed\Book\PRP_Book_SmugglerGrimoire_Brown_000.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21365,0,"Art\Prop\Constructed\BotParts\PRP_BotParts_SaboteurbotHead_Rust_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,3,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21366,0,"Art\Prop\Constructed\BotParts\PRP_BotParts_SaboteurbotHeadless_Rust_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21369,0,"Art\Prop\Constructed\Cannon\PRP_Cannon_DefianceLarge_OrangeSilver_000.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,4,1,3,3,9,2.25,3,10,30,7.5,10,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21370,0,"Art\Prop\Constructed\Chest\PRP_Chest_SmugglerHandles_BrownGold_000.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21371,0,"Art\Prop\Constructed\Chest\PRP_Chest_SmugglerSkull_BrownGold_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21373,0,"Art\Prop\Constructed\Crate\PRP_Crate_FramedWood_SilverBrown_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,10,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21374,0,"Art\Prop\Constructed\Crate\PRP_Crate_ImperiumAmmoLong_Black_000.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21375,0,"Art\Prop\Constructed\Crate\PRP_Crate_MetalBraced_SilverBronze_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,10,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21377,0,"Art\Prop\Constructed\Debris\PRP_SalvageSmall_Grey_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,5,12,4,6,12,32,10,12,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21379,0,"Art\Prop\Natural\Crystals\PRP_Crystals_AlgorocMineCrystal_Blue_002.m3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21380,0,"Art\Prop\Constructed\Fuel\SanctuaryCommon\PRP_FuelCan_SanctuaryCommon_Rust_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21381,0,"Art\Prop\Constructed\Fuel\SanctuaryCommon\PRP_FuelPump_SanctuaryCommon_Rust_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1.5,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21384,0,"Art\Prop\Constructed\GraveStones\PRP_GraveStone_SanctuaryCommon_Grey_001.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
21385,0,"Art\Prop\Constructed\Light\PRP_Lampost_SancCommonHooked_Grey_000.M3","","","","","","",0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
