"ID","localizedTextIdName","parentZoneId","allowAccess","color","soundZoneKitId","worldLocation2IdExit","flags","zonePvpRulesEnum","rewardRotationContentId"
434,80668,1799,1,8578917,0,0,0,0,0
435,80669,1799,1,660379,0,0,0,0,0
436,80670,1799,1,2548953,0,0,0,0,0
437,80671,1799,1,15402989,0,0,0,0,0
438,80672,1799,1,9076200,0,0,0,0,0
439,80673,1799,1,3106740,0,0,0,0,0
440,80674,1799,1,13116654,0,0,0,0,0
441,80675,1799,1,10858597,0,0,0,0,0
442,80676,1799,1,5279775,0,0,0,0,0
445,81212,444,1,345385,0,0,0,0,0
446,81213,445,1,13960953,0,0,0,0,0
447,81214,445,1,61680,0,0,0,0,0
448,81215,445,1,2225446,0,0,0,0,0
449,81216,445,1,16353115,0,0,0,0,0
450,81217,445,1,255,0,0,0,0,0
451,81218,445,0,14746231,0,0,0,0,0
452,81639,426,1,16711680,0,0,0,0,0
453,82037,21,1,3308846,78,0,0,0,0
455,83525,13,1,16759808,124,0,0,0,0
459,83536,13,1,16759808,140,0,0,0,0
460,83537,13,1,16759808,0,0,0,0,0
463,83540,13,1,16759808,125,0,0,0,0
474,86681,0,0,14519781,0,0,0,0,0
475,86682,504,1,128,92,0,0,0,0
479,87717,1890,1,11441937,0,0,0,0,0
483,88815,0,1,15941094,86,0,0,6,0
484,88816,1215,1,4465254,83,0,2,2,0
485,88817,619,1,4604671,81,0,0,0,0
486,88818,1704,1,1444827,370,0,0,0,0
487,89405,0,1,3414619,88,0,0,0,0
488,89406,487,1,6836041,100,0,0,0,0
490,90634,1215,1,14355362,93,0,0,0,0
491,91783,475,1,65535,0,0,0,0,0
492,93791,504,1,4974865,0,0,0,0,0
493,95846,475,1,11876802,0,0,0,0,0
494,96045,1215,1,3141354,98,0,0,0,0
495,96055,1215,1,14238013,99,0,0,0,0
496,96057,495,1,2031441,0,0,0,0,0
497,96063,1215,1,5965316,94,0,0,0,0
498,96064,497,1,16020991,0,0,0,0,0
499,96130,492,1,2207998,0,0,0,0,0
500,96131,492,1,13620493,0,0,0,0,0
501,96132,492,1,2293992,0,0,0,0,0
503,97074,490,1,5895438,96,20481,12,0,0
504,97625,0,1,1276637,0,0,0,0,0
505,97632,335,1,1412494,0,0,0,0,0
506,97633,335,1,16734805,0,0,0,0,0
507,97634,335,1,8608379,0,0,0,0,0
508,97635,335,1,3365266,0,0,0,0,0
509,97636,335,1,8561984,0,0,0,0,0
510,97637,336,1,224514,0,0,0,0,0
511,97638,336,1,13397797,0,0,0,0,0
512,97639,336,1,15316150,0,0,0,0,0
513,97640,336,1,14529651,0,0,0,0,0
514,97641,336,1,5915311,0,0,0,0,0
515,97642,336,1,12775372,0,0,0,0,0
516,97643,336,1,9222398,0,0,0,0,0
517,97644,364,1,16664569,0,0,0,0,0
518,97645,364,1,14292657,0,0,0,0,0
519,97646,364,1,1138023,0,0,0,0,0
520,97647,364,1,4366263,0,0,0,0,0
521,97648,364,1,9418066,0,0,0,0,0
522,97649,364,1,14146395,0,0,0,0,0
523,97650,364,1,5683616,0,0,0,0,0
524,97651,364,1,10238826,0,0,0,0,0
525,97652,364,1,14637135,0,0,0,0,0
526,97653,364,1,11576087,0,0,0,0,0
527,97654,475,1,840471,0,0,0,0,0
528,97655,475,1,951380,0,0,0,0,0
529,97656,475,1,8603047,0,0,0,0,0
530,97657,475,1,15924404,0,0,0,0,0
531,97658,475,1,472224,0,0,0,0,0
532,97659,475,1,587,0,0,0,0,0
533,97660,475,1,6577571,0,0,0,0,0
534,97661,492,1,1367656,0,0,0,0,0
535,97662,492,1,4094426,0,0,0,0,0
536,97663,492,1,400611,0,0,0,0,0
537,97664,492,1,12261236,0,0,0,0,0
538,97665,492,1,7040482,0,0,0,0,0
539,97666,504,1,7014581,0,0,0,0,0
540,97667,539,1,16248393,0,0,0,0,0
541,97668,539,1,958234,0,0,0,0,0
542,97669,539,1,16059415,0,0,0,0,0
543,97670,539,1,33023,0,0,0,0,0
547,98245,109,1,16711680,0,0,0,0,0
553,98291,95,1,255,0,0,0,0,0
579,101773,377,1,2711486,0,0,0,0,0
582,104938,485,1,3319193,939,0,0,0,0
583,105061,483,1,15132415,0,0,0,0,0
584,105062,1706,1,963635,0,0,2,2,0
585,105067,1706,1,16728300,0,0,0,0,0
586,105079,1705,1,3535103,273,0,0,0,0
587,105080,1703,1,42751,254,0,0,0,0
588,105081,1705,1,15920514,0,0,0,0,0
589,105742,35,1,7159501,0,0,0,0,0
590,105743,35,1,1244781,131,0,0,0,0
591,105747,598,1,12821573,0,0,0,0,0
592,105748,598,1,4194368,0,0,0,0,0
593,105749,589,1,65280,0,0,0,0,0
594,105750,593,1,4227327,0,0,0,0,0
595,105754,593,1,65535,126,0,0,0,0
596,105757,590,1,4227327,120,0,0,0,0
597,105759,590,1,255,130,0,0,0,0
598,105762,599,1,16384,0,0,0,0,0
599,105764,589,1,10285580,0,0,0,0,0
600,105769,597,1,563982,128,0,0,0,0
601,105770,597,1,1266427,129,0,0,0,0
602,105772,590,1,64,127,0,0,0,0
603,105773,602,1,32768,896,0,0,0,0
604,105774,597,1,6079165,115,0,0,0,0
605,106525,0,1,5210089,0,0,0,0,0
606,106529,605,1,9512442,0,0,0,0,0
607,106530,605,1,255,0,0,0,0,0
608,106582,122,1,4194368,0,0,0,0,0
609,107081,597,1,16711808,107,20392,12,0,0
610,108305,606,1,13367592,0,0,0,0,0
611,108306,606,1,12615935,0,0,0,0,0
612,108307,606,1,15305834,0,0,0,0,0
613,108308,606,1,65535,0,0,0,0,0
614,108321,607,1,15741092,0,0,0,0,0
615,108322,607,1,1772043,0,0,0,0,0
616,108323,607,1,13857842,0,0,0,0,0
617,108324,607,1,4258213,0,0,0,0,0
618,108832,594,1,65280,0,0,0,0,0
619,109608,483,1,5242756,0,0,0,0,0
620,109609,619,1,63999,382,0,0,0,0
621,110278,484,1,5285916,102,0,2,0,0
622,110288,0,1,14202382,244,0,192,6,0
623,110289,622,1,7829495,196,0,0,0,0
629,110295,622,1,3003440,0,0,0,0,0
637,110695,638,1,300314,264,0,0,0,0
638,112127,619,1,16721052,0,0,0,0,0
639,112128,1752,1,5579417,0,0,0,0,0
640,112129,638,1,4090482,256,0,0,0,0
641,112130,485,1,1291314,259,0,0,0,0
643,112752,642,1,4259584,0,0,0,0,0
644,112753,642,1,16776960,0,0,0,0,0
645,113995,35,1,65535,110,0,0,0,0
646,113996,596,1,11422291,111,0,0,0,0
647,113997,596,1,13476658,0,0,0,0,0
648,113998,35,1,16744703,0,0,0,0,0
649,113999,35,1,12621656,0,0,0,0,0
650,114000,596,1,7856160,0,0,0,0,0
651,114001,596,1,6627869,0,0,0,0,0
652,114451,1068,1,65535,0,0,0,0,0
653,114452,1068,1,16384,0,0,0,0,0
658,117619,495,1,3669815,0,0,0,0,0
659,117629,490,1,6259175,0,0,0,0,0
660,117632,495,1,8388863,0,0,0,0,0
662,118300,1414,1,327912,0,0,0,0,0
664,119099,1303,1,65408,703,0,0,0,0
665,119100,385,1,12698733,405,20397,12,0,0
666,119101,1230,1,7630320,331,20403,12,0,0
667,119102,664,1,65535,704,0,0,0,0
668,119609,494,1,8735058,103,0,0,0,0
669,119879,0,1,10472977,0,0,0,0,0
670,119880,829,1,1931168,0,0,0,0,0
671,119883,829,1,11796617,0,0,0,0,0
672,119884,829,1,8254731,0,0,0,0,0
673,119885,830,1,16572439,0,0,0,0,0
674,119886,830,1,15459827,0,0,0,0,0
675,120073,830,1,16424361,0,0,0,0,0
676,120171,832,1,4560779,0,0,0,0,0
677,120745,832,1,4929369,0,0,0,0,0
678,120826,832,1,801350,0,0,0,0,0
679,120855,832,1,7686555,0,0,0,0,0
680,121547,833,1,10021794,0,0,0,0,0
681,121748,0,0,65280,0,0,0,0,0
683,122158,832,1,12551352,0,0,0,0,0
689,123016,834,1,10498782,0,0,0,0,0
690,123027,834,1,7390479,0,0,0,0,0
691,123039,835,1,7017029,0,0,0,0,0
692,123059,835,1,14355322,0,0,0,0,0
693,123082,459,1,16711808,311,0,0,0,0
694,123083,459,1,4227327,236,0,0,0,0
695,123096,459,1,32896,142,0,0,0,0
696,123931,694,1,16350147,235,20375,12,0,0
697,123953,36,1,4876746,0,0,0,0,0
698,123954,697,1,7520377,336,20394,12,0,0
699,124358,834,1,15056208,0,0,0,0,0
700,124681,833,1,13914946,0,0,0,0,0
701,124891,835,1,14787932,0,0,0,0,0
704,125017,254,1,11812967,234,20374,12,0,0
705,125020,20,1,16512,237,0,0,0,0
706,125068,835,1,3926650,0,0,0,0,0
707,125069,835,1,10261323,0,0,0,0,0
708,125070,835,1,7948341,0,0,0,0,0
709,125071,836,1,10727991,0,0,0,0,0
710,125072,836,1,837636,0,0,0,0,0
711,125073,836,1,4305215,0,0,0,0,0
712,125074,836,1,7609950,0,0,0,0,0
713,125076,129,1,4237867,145,20381,12,0,0
714,125077,129,1,14781517,144,0,0,0,0
715,125078,20,1,7155735,0,0,0,0,0
716,125080,322,1,2350840,318,20380,12,0,0
717,125081,322,1,4157443,151,20379,12,0,0
718,125082,322,1,14483098,149,0,0,0,0
719,125083,322,1,11092,0,0,0,0,0
720,125084,322,1,6288483,152,40145,14,0,0
721,125085,322,1,2250790,150,27226,0,0,0
722,125128,596,1,16711935,121,0,0,0,0
728,125799,596,1,16711680,116,0,0,0,0
729,125800,596,1,1982572,114,0,0,0,0
730,125962,0,1,2520005,708,0,0,0,0
731,125963,730,1,12302770,0,0,0,0,0
732,126050,697,1,11554609,477,0,0,0,0
733,126059,697,1,3200985,472,0,0,0,0
734,126060,697,1,6733,0,0,0,0,0
735,126408,836,1,11737994,0,0,0,0,0
736,126413,836,1,4900293,0,0,0,0,0
737,126426,836,1,10808596,0,0,0,0,0
739,127131,60,1,10310283,0,0,0,0,0
740,127136,42,1,65408,0,0,0,0,0
741,127140,42,1,16776960,0,0,0,0,0
742,127153,42,1,4194304,0,0,0,0,0
743,127160,60,1,255,0,0,0,0,0
744,127163,60,1,64,0,0,0,0,0
745,127165,60,1,12615680,0,0,0,0,0
746,127635,836,1,12877882,0,0,0,0,0
747,127642,837,1,9089359,0,0,0,0,0
748,127742,837,1,1518907,0,0,0,0,0
749,127746,837,1,15594844,0,0,0,0,0
750,127753,837,1,12518796,0,0,0,0,0
751,127757,837,1,13805956,0,0,0,0,0
752,127797,21,1,10666957,0,0,0,0,0
753,127798,752,1,9789120,314,27136,12,0,0
755,127973,322,1,8421504,0,0,0,0,0
756,127974,322,1,8421504,0,0,0,0,0
757,127975,322,1,8421504,0,0,0,0,0
758,127976,322,1,8421504,0,0,0,0,0
759,127977,322,1,8421504,0,0,0,0,0
760,127978,322,1,8421504,0,0,0,0,0
761,128993,837,1,2407177,0,0,0,0,0
762,128994,837,1,2348221,0,0,0,0,0
763,128995,837,1,6654758,0,0,0,0,0
764,128996,837,1,5413148,0,0,0,0,0
765,128997,837,1,11324559,0,0,0,0,0
766,129831,837,1,2498827,0,0,0,0,0
767,129832,837,1,6224405,0,0,0,0,0
768,129833,838,1,11062525,0,0,0,0,0
769,129834,838,1,10383212,0,0,0,0,0
770,129835,838,1,5857408,0,0,0,0,0
771,129836,838,1,9825939,0,0,0,0,0
772,129837,838,1,13982119,0,0,0,0,0
773,130153,453,1,14340236,317,0,0,0,0
774,130214,1889,1,8823793,0,0,0,0,0
775,130215,1889,1,9402361,0,0,0,0,0
776,130216,1889,1,5900033,0,0,0,0,0
777,130217,1889,1,14474533,0,0,0,0,0
778,130218,1889,1,8336712,0,0,0,0,0
779,130219,1889,1,12022083,0,0,0,0,0
780,130220,1889,1,13951692,0,0,0,0,0
781,130221,1889,1,13705655,0,0,0,0,0
782,130222,1889,1,7510667,0,0,0,0,0
783,130223,1889,1,2331769,0,0,0,0,0
784,130616,43,1,3558301,345,33101,12,0,0
785,130667,1889,1,4227327,138,0,0,0,0
786,130668,1886,1,16744448,323,0,0,0,0
787,130669,1889,1,5919924,0,0,0,0,0
788,130670,1889,1,10193898,0,0,0,0,0
789,130671,1889,1,10029368,0,0,0,0,0
790,130672,1889,1,16711808,0,0,0,0,0
791,130921,838,1,6383709,0,0,0,0,0
792,130922,838,1,7720891,0,0,0,0,0
793,130923,838,1,5308618,0,0,0,0,0
794,130924,838,1,9797646,0,0,0,0,0
795,130925,838,1,3494428,0,0,0,0,0
796,130926,838,1,12000747,0,0,0,0,0
797,131109,769,1,227898,0,0,0,0,0
799,131232,0,1,65280,284,0,2,3,0
800,131239,838,1,14825851,0,0,0,0,0
805,132213,47,1,4227327,0,0,0,0,0
806,132616,838,1,10142109,0,0,0,0,0
807,132617,838,1,557678,0,0,0,0,0
808,132618,838,1,14094385,0,0,0,0,0
809,132619,840,1,9000773,0,0,0,0,0
810,132620,839,1,6845044,0,0,0,0,0
811,132621,839,1,2395749,0,0,0,0,0
812,132622,839,1,16285021,0,0,0,0,0
813,132623,839,1,15600816,0,0,0,0,0
814,132624,839,1,11632256,0,0,0,0,0
815,132625,839,1,9294944,0,0,0,0,0
816,132626,839,1,7282885,0,0,0,0,0
817,132627,839,1,8181599,0,0,0,0,0
818,132628,838,1,6789476,0,0,0,0,0
819,132629,840,1,2249103,0,0,0,0,0
820,132630,840,1,11774895,0,0,0,0,0
821,132631,840,1,14839335,0,0,0,0,0
822,132632,840,1,16513971,0,0,0,0,0
823,132633,840,1,1877299,0,0,0,0,0
824,132634,840,1,10001974,0,0,0,0,0
825,132635,840,1,3942548,0,0,0,0,0
826,132636,840,1,8576019,0,0,0,0,0
827,132637,840,1,2757455,0,0,0,0,0
828,132638,840,1,8737959,0,0,0,0,0
829,132639,669,1,583170,0,0,0,0,0
830,132640,669,1,16548243,0,0,0,0,0
831,132641,840,1,11220292,0,0,0,0,0
832,132642,669,1,9091376,0,0,0,0,0
833,132648,669,1,139084,0,0,0,0,0
834,132649,669,1,1635691,0,0,0,0,0
835,132652,669,1,3635307,0,0,0,0,0
836,132654,669,1,7208852,0,0,0,0,0
837,132656,669,1,16506608,0,0,0,0,0
838,132659,669,1,5543613,0,0,0,0,0
839,132672,669,1,16676804,0,0,0,0,0
840,132673,669,1,12552123,0,0,0,0,0
841,132676,832,1,11754871,0,0,0,0,0
842,132683,833,1,4665544,0,0,0,0,0
843,133085,799,1,264749,0,0,2,0,0
844,133419,830,1,1706323,0,0,0,0,0
845,134939,644,1,16744448,0,0,0,0,0
846,135525,0,1,13621276,0,0,0,0,0
847,135526,846,1,10935848,0,0,0,0,0
848,136099,1303,1,2152650,446,0,0,0,0
849,136100,848,1,7165599,728,0,0,0,0
850,136101,1546,1,3534834,398,0,0,0,0
851,137468,1303,1,11234076,0,0,0,0,0
852,143500,728,1,988268,122,27633,2,0,0
853,143501,729,1,8272785,123,20391,12,0,0
854,145259,664,1,3793648,0,0,0,0,0
855,145327,1260,1,1440015,0,0,0,0,0
856,145381,40,1,14697759,0,0,0,0,0
857,145476,38,1,4246992,0,0,0,0,0
858,145722,72,1,454215,934,0,0,0,0
859,145939,2207,0,1454923,0,0,0,0,0
860,145940,953,1,11646695,0,0,0,0,0
861,145941,953,1,65535,0,0,0,0,0
862,145942,953,0,15489636,0,0,0,0,0
863,145943,953,1,933539,0,0,0,0,0
864,145961,947,0,255,0,0,0,0,0
866,146579,0,0,1390922,0,0,0,0,0
868,146674,4482,1,15712619,0,0,0,0,0
869,146937,868,1,33023,0,0,0,0,0
870,147541,947,1,14773333,0,0,0,0,0
871,147915,866,1,12063644,0,0,0,0,0
872,147916,4482,1,1286248,0,0,0,0,0
874,148429,669,1,14083642,0,0,0,0,0
875,148430,874,1,987716,0,0,0,0,0
876,148474,874,1,13910098,0,0,0,0,0
877,148513,874,0,10711000,0,0,0,0,0
878,148543,874,0,15303575,0,0,0,0,0
879,148562,874,1,8839118,0,0,0,0,0
880,148570,874,1,12809487,0,0,0,0,0
881,148589,874,1,4375293,0,0,0,0,0
882,148593,874,1,3173420,0,0,0,0,0
883,148607,893,1,7262632,0,0,0,0,0
884,148623,893,1,11087759,0,0,0,0,0
885,148670,893,1,13479507,0,0,0,0,0
886,148691,893,1,12010712,0,0,0,0,0
887,148703,893,1,4384810,0,0,0,0,0
888,148707,893,1,1673979,0,0,0,0,0
889,148709,893,1,11692359,0,0,0,0,0
890,148722,893,1,569692,0,0,0,0,0
891,148723,669,1,14376392,0,0,0,0,0
892,148724,669,1,8297813,0,0,0,0,0
893,148725,669,0,5962271,0,0,0,0,0
894,148726,891,1,8034117,0,0,0,0,0
