"ID","pathSoldierEventId","waveIndex","soundZoneKitId"
2372,595,2,162
2374,595,2,162
2377,595,3,163
2378,595,3,163
2379,595,3,163
2382,595,3,163
2385,595,3,163
2386,595,4,164
2387,596,0,161
2388,597,0,161
2389,598,1,162
2390,598,2,163
2391,598,3,164
2392,599,0,161
2393,600,0,161
2394,587,3,163
2395,601,0,0
2396,601,1,0
2398,602,0,0
2399,602,1,0
2400,602,2,0
2401,603,0,0
2402,603,1,0
2403,603,2,0
2404,604,0,0
2405,604,1,0
2406,604,2,0
2407,605,0,0
2408,605,1,0
2409,605,2,0
2410,606,0,162
2411,606,1,163
2412,606,2,164
2413,242,0,161
2414,242,1,164
2415,608,0,0
2419,608,1,0
2420,608,2,0
2421,610,0,0
2422,609,0,0
2423,611,0,0
2424,611,1,0
2425,611,2,0
2426,612,0,0
2427,612,1,0
2428,612,2,0
2429,609,1,0
2430,613,0,161
2431,613,1,162
2432,613,2,163
2433,614,0,164
2434,615,0,161
2435,615,1,162
2436,615,2,163
2437,616,0,164
2444,621,0,0
2445,621,1,0
2446,621,0,0
2447,621,0,0
2448,621,1,0
2449,621,1,0
2450,622,0,161
2451,622,1,162
2452,622,2,163
2453,622,3,164
2459,625,0,0
2460,625,1,0
2461,625,2,0
2462,625,3,0
2463,624,1,0
2464,624,2,0
2465,624,3,0
2466,624,4,0
2467,626,0,0
2468,626,2,0
2469,626,4,0
2470,626,5,0
2471,601,0,0
2472,601,0,0
2473,601,0,0
2474,601,0,0
2476,601,1,0
2477,601,1,0
2478,601,1,0
2479,601,1,0
2481,601,2,0
2482,601,2,0
2483,601,2,0
2484,601,2,0
2486,626,1,0
2488,626,3,0
2489,602,0,0
2490,602,0,0
2491,602,0,0
2492,602,0,0
2493,602,1,0
2494,602,1,0
2495,602,1,0
2496,602,1,0
2497,602,2,0
2498,602,2,0
2499,602,2,0
2501,603,0,0
2502,603,0,0
2503,603,0,0
2504,603,0,0
2505,603,1,0
2506,603,1,0
2507,603,1,0
2509,603,2,0
2510,603,2,0
2513,605,0,0
2514,605,0,0
2515,605,0,0
2517,605,1,0
2518,605,1,0
2519,605,1,0
2521,605,2,0
2523,605,2,0
2525,604,0,0
2526,604,0,0
2527,604,0,0
2528,604,0,0
2529,604,1,0
2530,604,1,0
2531,604,1,0
2532,604,1,0
2533,604,2,0
2534,604,2,0
2535,604,2,0
2544,628,0,161
2545,628,1,162
2546,628,2,163
2547,629,0,0
2548,629,2,0
2549,629,0,0
2550,629,1,0
2551,630,0,0
2552,630,1,0
2553,630,3,0
2555,630,2,0
2556,631,0,0
2557,631,1,0
2558,631,2,0
2559,631,3,0
2560,631,4,0
2561,631,5,0
2562,632,0,0
2563,632,1,0
2564,632,2,0
2565,632,3,0
2566,632,4,0
2567,632,5,0
2568,631,0,0
2569,631,1,0
2570,631,2,0
2571,631,4,0
2572,631,3,0
2573,632,0,0
2574,632,1,0
2575,632,2,0
2576,632,3,0
2577,632,4,0
2581,633,0,0
2582,633,0,0
2583,633,1,0
2584,633,2,0
2585,633,1,0
2586,633,2,0
2590,635,0,0
2591,635,10,0
2597,635,1,0
2598,635,2,0
2599,635,3,0
2600,635,4,0
2601,635,5,0
2602,635,6,0
2603,635,7,0
2604,635,8,0
2605,635,9,0
2606,630,3,0
2607,630,1,0
2608,630,2,0
2609,630,3,0
