"ID","description","FallBackID","flag"
525,"2H_Special01_Charge_Loop",94,0
526,"2H_Special01_Charge_Start",94,0
528,"Default_Drive_Speeder",0,1
529,"Default_Talk_Angry",278,1
531,"Default_LookAround",0,1
537,"Default_Salute",0,1
539,"Pistols_RapidFire",452,0
540,"Default_Speeder",0,1
542,"Special_ChargeSlash_Start",94,0
543,"Special_ChargeSlash_Charge_Start",94,0
544,"Special_ChargeSlash_Charge_Loop",94,0
545,"Special_ChargeSlash_Action",94,0
546,"Missile_Start",0,0
547,"Missile_Loop",0,0
548,"Special_RushStab_Start",94,0
549,"Special_RushStab_Action",94,0
550,"Default_Cast_Charge_Loop",0,1
551,"Default_Cast_Directed_Action",0,1
552,"Default_Cast_Directed_Channel",0,1
553,"Default_Cast_Omni_Action",0,1
554,"Default_Cast_Omni_Channel",0,1
555,"Default_Run_Accelerate",152,1
556,"Default_Stand_Stop",150,0
558,"2H_Run_Accelerate",97,0
559,"2H_Stand_Stop",94,0
567,"1H_Stand_Stop",681,0
569,"Missile_Impact",547,0
571,"Missile_Fizzle",547,0
572,"2HL_Stand",150,1
573,"2HL_Walk",153,0
574,"2HL_Run",152,0
575,"2HL_Ready",151,0
576,"2HL_Attack",155,0
577,"2HL_Special01_Action",572,0
578,"2HL_Special01_Action_End",572,0
579,"2HL_Special01_Charge_Start",572,0
580,"2HL_Special01_Charge_Loop",572,0
581,"2HL_Cast_Charge_Loop",550,0
582,"2HL_Cast_Directed_Action",551,0
583,"2HL_Cast_Directed_Channel",552,0
584,"2HL_Cast_Omni_Channel",554,0
585,"2HL_Cast_Omni_Action",553,0
586,"2HL_Wound",1479,16
588,"2HL_Dodge",156,0
589,"Default_Fly_Attack",615,0
590,"Default_Fly_Dodge",618,0
591,"Default_Fly_Parry",620,0
592,"Default_Fly_Ready",622,0
593,"Default_Fly_Run",612,1
594,"Default_Fly_Stand",611,1
595,"Default_Fly_Walk",613,1
596,"Default_Fly_Wound",616,17
600,"Default_LookLeft",0,1
601,"Default_LookRight",0,1
602,"Default_LookUp",0,1
603,"Default_LeanLeft",0,1
604,"Default_LeanRight",0,1
605,"Default_LookDown",0,1
606,"Default_ShuffleLeft",0,0
607,"Default_ShuffleRight",0,0
608,"Special_Burrow_Down",626,0
609,"Special_Burrow_Up",627,0
610,"Special_Burrowed_Loop",625,0
611,"Default_Hover_Stand",150,1
612,"Default_Hover_Run",152,1
613,"Default_Hover_Walk",0,1
614,"Default_Hover_Sprint",612,1
615,"Default_Hover_Attack",155,0
616,"Default_Hover_Wound",1706,17
618,"Default_Hover_Dodge",156,0
619,"Default_Fly_Sprint",614,0
620,"Default_Hover_Parry",289,0
621,"Default_Hover_Death",165,0
622,"Default_Hover_Ready",151,0
623,"Default_GroundtoHover",611,0
624,"Default_HovertoGround",0,0
625,"Default_Sleep",0,9
626,"Default_StandtoSleep",625,9
627,"Default_SleeptoStand",0,9
628,"2HL_JumpLand",159,0
629,"2HL_JumpLand_Combat",160,0
630,"2HL_JumpLand_Run",266,0
631,"2HL_JumpLoop",167,0
632,"2HL_JumpStart",166,0
633,"2HL_LeanLeft",603,0
634,"2HL_LeanRight",604,0
635,"2HL_LookDown",605,0
636,"2HL_LookLeft",600,0
637,"2HL_LookRight",601,0
638,"2HL_LookUp",602,0
639,"2HL_Parry",289,0
640,"2HL_Run_Accelerate",574,0
641,"2HL_Sprint",574,0
642,"Default_Special03_Action",0,1
643,"Default_Special03_Charge_Loop",0,1
644,"Default_Special03_Charge_Start",0,1
645,"2H_Sheath",94,0
648,"1H_Unsheath",681,0
649,"1H_Unsheath_Combat",151,0
650,"2H_Unsheath_Combat",86,0
651,"2H_Unsheath",94,0
653,"Default_LeanForward",0,1
654,"Default_LeanBackward",0,1
655,"Default_Blink",0,1
656,"Default_Special01_Action_Loop",0,1
657,"Default_Special02_Action_Loop",0,1
658,"Default_Special03_Action_Loop",0,1
663,"Special_SpinSlash_Start",678,0
664,"Special_SpinSlash_End",678,0
665,"Special_JumpUpSlash_Start",678,0
666,"Special_JumpUpSlash_End",678,0
667,"Special_BattleYell",0,0
668,"Special_Rush_Start",0,0
669,"Special_Rush_End_Slash",0,0
670,"1H_Pierce",0,0
671,"Special_DownSlash",0,0
676,"Default_Block_Loop",0,0
677,"1H_Parry",289,0
678,"1H_Ready",151,0
679,"1H_Run",152,0
680,"1H_Sheath",681,0
681,"1H_Stand",150,0
685,"1H_Walk",153,0
686,"1H_Wound",157,16
687,"1H_Attack",155,0
688,"1H_Block_Loop",676,0
689,"2HL_Sheath",572,0
690,"2HL_Unsheath",572,0
691,"2HL_Block_Loop",0,0
692,"Default_Swim_Drown",165,8
693,"Default_Swim_Drowned",0,8
698,"Default_Throw",0,1
699,"Special_Kick",0,0
700,"Special_Charge01",0,0
701,"Special_Shout",0,0
702,"2HGun_BasePose",210,0
703,"2HGun_Pose_AimUp",702,0
704,"2HGun_Pose_AimDown",702,0
705,"2HGun_Pose_AimRight",702,0
706,"2HGun_Pose_AimLeft",702,0
707,"2HGun_Stand",150,0
708,"2HGun_Ready",151,0
709,"2HGun_Target",708,0
710,"2HGun_Fire",155,0
711,"Cast_Loop_Charge",714,0
712,"Cast_Loop_Low",714,0
713,"Cast_Loop_High",714,0
714,"Cast_Loop_Fireball",0,0
715,"Cast_Action_Forward",0,0
716,"Cast_Action_Upward",715,0
717,"Cast_Action_Shout",715,0
718,"Cast_Action_GroundPunch",715,0
719,"Cast_Channel_Forward",0,0
720,"Cast_Channel_Upward",719,0
721,"2HGun_Pose_AimUpLeft",702,0
722,"2HGun_Pose_AimUpRight",702,0
723,"2HGun_Pose_AimDownLeft",702,0
724,"2HGun_Pose_AimDownRight",702,0
738,"2HGun_Walk",153,0
739,"2HGun_Run",152,0
740,"2HGun_WalkBackwards",154,0
767,"2HGun_JumpLand",159,0
768,"2HGun_JumpLand_Combat",160,0
769,"2HGun_JumpLand_Run",266,0
770,"2HGun_JumpLoop",167,0
771,"2HGun_JumpStart",166,0
772,"2HGun_Parry",289,0
773,"2HGun_Sheath",707,0
774,"2HGun_Unsheath",707,0
775,"2HGun_Unsheath_Combat",708,0
777,"2HGun_Wound",1489,16
778,"Special_Pierce",687,0
779,"Special_Charge_Start_01",0,0
780,"Special_Charge_Loop_01",0,0
781,"Special_Action_01",0,1
782,"Special_Action_End_01",0,0
783,"Special_Channel_01",0,0
806,"Default_Cast_Loop_ChargeUp",0,1
807,"Default_Cast_Loop_Missile",0,1
808,"Default_Cast_Loop_High",0,1
809,"Default_Cast_Loop_Low",0,1
810,"Default_Cast_Channel_Forward_01",0,1
811,"Default_Cast_Channel_Upward_01",0,1
812,"Default_Cast_Action_Missile",0,1
813,"Default_Cast_Action_High2Low",0,1
814,"Default_Cast_Action_Low2High",0,1
815,"Default_Cast_Action_GroundPunch",0,1
816,"Default_Cast_Action_Shout",0,1
817,"Default_Cast_Action_Throw",0,1
818,"Default_Cast_Action_Kick",0,1
819,"Default_Cast_Burrow_Down",0,0
821,"Default_Cast_Burrow_Up",0,0
822,"Default_Cast_Burrow_Loop",0,0
823,"Default_Action_Pierce",0,1
824,"Default_Action_FlipSlash",0,1
825,"Default_Action_FlipSlash_End",0,1
826,"Default_Action_JumpUpSlash",0,1
827,"Default_Action_JumpUpSlash_End",0,1
828,"Default_Action_SpinSlash",0,1
829,"Default_Action_Rush_Start",0,1
830,"Default_Action_Rush_End",0,1
831,"1H_Action_Pierce",823,0
832,"1H_Action_FlipSlash",824,0
833,"1H_Action_FlipSlash_End",825,0
834,"1H_Action_JumpUpSlash",826,0
835,"1H_Action_JumpUpSlash_End",827,0
836,"1H_Action_SpinSlash",828,0
837,"1H_Action_Rush_Start",829,0
838,"1H_Action_Rush_End",830,0
847,"2H_Action_Pierce",831,0
848,"2H_Action_FlipSlash",832,0
849,"2H_Action_FlipSlash_End",833,0
850,"2H_Action_JumpUpSlash",834,0
851,"2H_Action_JumpUpSlash_End",835,0
852,"2H_Action_SpinSlash",836,0
853,"2H_Action_Rush_Start",837,0
854,"2H_Action_Rush_End",838,0
855,"2HL_Action_Pierce",847,0
856,"2HL_Action_FlipSlash",848,0
857,"2HL_Action_FlipSlash_End",849,0
858,"2HL_Action_JumpUpSlash",850,0
859,"2HL_Action_JumpUpSlash_End",851,0
860,"2HL_Action_SpinSlash",852,0
861,"2HL_Action_Rush_Start",853,0
862,"2HL_Action_Rush_End",854,0
863,"Default_Cast_Start_01",0,0
864,"Default_Cast_Loop_01",0,0
865,"Default_Cast_Action_01",0,0
866,"Default_Cast_Action_End_01",0,0
867,"Default_Cast_Channel_01",0,0
868,"Default_Cast_Start_02",0,0
869,"Default_Cast_Loop_02",0,0
870,"Default_Cast_Action_02",0,0
871,"Default_Cast_Action_End_02",0,0
872,"Default_Cast_Channel_02",0,0
873,"Default_Cast_Start_03",0,0
874,"Default_Cast_Loop_03",0,0
875,"Default_Cast_Action_03",0,0
876,"Default_Cast_Action_End_03",0,0
877,"Default_Cast_Channel_03",0,0
878,"Default_Cast_Start_04",0,0
879,"Default_Cast_Loop_04",0,0
880,"Default_Cast_Action_04",0,0
881,"Default_Cast_Action_End_04",0,0
882,"Default_Cast_Channel_04",0,0
883,"Default_Cast_Start_05",0,0
884,"Default_Cast_Loop_05",0,0
885,"Default_Cast_Action_05",0,0
886,"Default_Cast_Action_End_05",0,0
887,"Default_Cast_Channel_05",0,0
888,"2H_Cast_Start_01",0,0
889,"2H_Cast_Loop_01",0,0
890,"2H_Cast_Action_01",0,0
891,"2H_Cast_Action_End_01",0,0
892,"2H_Cast_Channel_01",0,0
893,"2H_Cast_Start_02",0,0
894,"2H_Cast_Loop_02",0,0
895,"2H_Cast_Action_02",0,0
896,"2H_Cast_Action_End_02",0,0
897,"2H_Cast_Channel_02",0,0
898,"2H_Cast_Start_03",0,0
899,"2H_Cast_Loop_03",0,0
900,"2H_Cast_Action_03",0,0
901,"2H_Cast_Action_End_03",0,0
902,"2H_Cast_Channel_03",0,0
903,"2H_Cast_Start_04",0,0
904,"2H_Cast_Loop_04",0,0
905,"2H_Cast_Action_04",0,0
906,"2H_Cast_Action_End_04",0,0
907,"2H_Cast_Channel_04",0,0
908,"2H_Cast_Start_05",0,0
909,"2H_Cast_Loop_05",0,0
910,"2H_Cast_Action_05",0,0
911,"2H_Cast_Action_End_05",0,0
912,"2H_Cast_Channel_05",0,0
913,"1H_Cast_Start_01",0,0
914,"1H_Cast_Loop_01",0,0
915,"1H_Cast_Action_01",0,0
916,"1H_Cast_Action_End_01",0,0
917,"1H_Cast_Channel_01",0,0
918,"1H_Cast_Start_02",0,0
919,"1H_Cast_Loop_02",0,0
920,"1H_Cast_Action_02",0,0
921,"1H_Cast_Action_End_02",0,0
922,"1H_Cast_Channel_02",0,0
923,"1H_Cast_Start_03",0,0
924,"1H_Cast_Loop_03",0,0
925,"1H_Cast_Action_03",0,0
926,"1H_Cast_Action_End_03",0,0
927,"1H_Cast_Channel_03",0,0
928,"1H_Cast_Start_04",0,0
929,"1H_Cast_Loop_04",0,0
930,"1H_Cast_Action_04",0,0
931,"1H_Cast_Action_End_04",0,0
932,"1H_Cast_Channel_04",0,0
933,"1H_Cast_Start_05",0,0
934,"1H_Cast_Loop_05",0,0
935,"1H_Cast_Action_05",0,0
936,"1H_Cast_Action_End_05",0,0
937,"1H_Cast_Channel_05",0,0
938,"2HL_Cast_Start_01",0,0
939,"2HL_Cast_Loop_01",0,0
940,"2HL_Cast_Action_01",0,0
941,"2HL_Cast_Action_End_01",0,0
942,"2HL_Cast_Channel_01",0,0
943,"2HL_Cast_Start_02",0,0
944,"2HL_Cast_Loop_02",0,0
945,"2HL_Cast_Action_02",0,0
946,"2HL_Cast_Action_End_02",0,0
947,"2HL_Cast_Channel_02",0,0
948,"2HL_Cast_Start_03",0,0
949,"2HL_Cast_Loop_03",0,0
950,"2HL_Cast_Action_03",0,0
951,"2HL_Cast_Action_End_03",0,0
952,"2HL_Cast_Channel_03",0,0
953,"2HL_Cast_Start_04",0,0
954,"2HL_Cast_Loop_04",0,0
955,"2HL_Cast_Action_04",0,0
956,"2HL_Cast_Action_End_04",0,0
957,"2HL_Cast_Channel_04",0,0
958,"2HL_Cast_Start_05",0,0
959,"2HL_Cast_Loop_05",0,0
960,"2HL_Cast_Action_05",0,0
961,"2HL_Cast_Action_End_05",0,0
962,"2HL_Cast_Channel_05",0,0
963,"2HGun_Cast_Start_01",0,0
964,"2HGun_Cast_Loop_01",0,0
965,"2HGun_Cast_Action_01",0,0
966,"2HGun_Cast_Action_End_01",0,0
967,"2HGun_Cast_Channel_01",0,0
968,"2HGun_Cast_Start_02",0,0
969,"2HGun_Cast_Loop_02",0,0
970,"2HGun_Cast_Action_02",0,0
971,"2HGun_Cast_Action_End_02",0,0
972,"2HGun_Cast_Channel_02",0,0
973,"2HGun_Cast_Start_03",0,0
974,"2HGun_Cast_Loop_03",0,0
975,"2HGun_Cast_Action_03",0,0
976,"2HGun_Cast_Action_End_03",0,0
977,"2HGun_Cast_Channel_03",0,0
978,"2HGun_Cast_Start_04",0,0
979,"2HGun_Cast_Loop_04",0,0
980,"2HGun_Cast_Action_04",0,0
981,"2HGun_Cast_Action_End_04",0,0
982,"2HGun_Cast_Channel_04",0,0
983,"2HGun_Cast_Start_05",0,0
984,"2HGun_Cast_Loop_05",0,0
985,"2HGun_Cast_Action_05",0,0
986,"2HGun_Cast_Action_End_05",0,0
987,"2HGun_Cast_Channel_05",0,0
988,"PistolDual_Cast_Start_01",0,0
989,"PistolDual_Cast_Loop_01",0,0
990,"PistolDual_Cast_Action_01",0,0
991,"PistolDual_Cast_Action_End_01",0,0
992,"PistolDual_Cast_Channel_01",0,0
993,"PistolDual_Cast_Start_02",0,0
994,"PistolDual_Cast_Loop_02",0,0
995,"PistolDual_Cast_Action_02",0,0
996,"PistolDual_Cast_Action_End_02",0,0
997,"PistolDual_Cast_Channel_02",0,0
998,"PistolDual_Cast_Start_03",0,0
999,"PistolDual_Cast_Loop_03",0,0
1000,"PistolDual_Cast_Action_03",0,0
1001,"PistolDual_Cast_Action_End_03",0,0
1002,"PistolDual_Cast_Channel_03",0,0
1003,"PistolDual_Cast_Start_04",0,0
1004,"PistolDual_Cast_Loop_04",0,0
1005,"PistolDual_Cast_Action_04",0,0
1006,"PistolDual_Cast_Action_End_04",0,0
1007,"PistolDual_Cast_Channel_04",0,0
1008,"PistolDual_Cast_Start_05",0,0
1009,"PistolDual_Cast_Loop_05",0,0
1010,"PistolDual_Cast_Action_05",0,0
1011,"PistolDual_Cast_Action_End_05",0,0
1012,"PistolDual_Cast_Channel_05",0,0
1013,"Pistol_Cast_Start_01",0,0
1014,"Pistol_Cast_Loop_01",0,0
1015,"Pistol_Cast_Action_01",0,0
1016,"Pistol_Cast_Action_End_01",0,0
1017,"Pistol_Cast_Channel_01",0,0
1018,"Pistol_Cast_Start_02",0,0
1019,"Pistol_Cast_Loop_02",0,0
1020,"Pistol_Cast_Action_02",0,0
1021,"Pistol_Cast_Action_End_02",0,0
1022,"Pistol_Cast_Channel_02",0,0
1023,"Pistol_Cast_Start_03",0,0
1024,"Pistol_Cast_Loop_03",0,0
1025,"Pistol_Cast_Action_03",0,0
1026,"Pistol_Cast_Action_End_03",0,0
1027,"Pistol_Cast_Channel_03",0,0
1028,"Pistol_Cast_Start_04",0,0
1029,"Pistol_Cast_Loop_04",0,0
1030,"Pistol_Cast_Action_04",0,0
1031,"Pistol_Cast_Action_End_04",0,0
1032,"Pistol_Cast_Channel_04",0,0
1033,"Pistol_Cast_Start_05",0,0
1034,"Pistol_Cast_Loop_05",0,0
1035,"Pistol_Cast_Action_05",0,0
1036,"Pistol_Cast_Action_End_05",0,0
1037,"Pistol_Cast_Channel_05",0,0
1047,"2HGun_Walk_Aim",738,0
1048,"2HGun_WalkBackwards_Aim",740,0
1049,"2HGun_Run_Aim",739,0
1058,"2HGun_Ready_Aim",708,0
1059,"Pistols_BasePose",0,0
1060,"Pistols_AimLeft",0,0
1061,"Pistols_AimRight",0,0
1062,"Pistols_AimUp",0,0
1063,"Pistols_AimDown",0,0
1064,"Pistols_AimDownLeft",0,0
1065,"Pistols_AimDownRight",0,0
1066,"Pistols_AimUpLeft",0,0
1067,"Pistols_AimUpRight",0,0
1068,"Pistols_Run_Aim",1138,0
1069,"Pistols_WalkBackwards_Aim",373,0
1070,"Pistols_Walk_Aim",372,0
1071,"Default_Misc_01",0,1
1072,"Default_Misc_02",0,1
1073,"Default_Misc_03",0,1
1074,"Default_Misc_04",0,1
1075,"Default_Misc_05",0,1
1076,"2H_Misc_01",0,0
1077,"2H_Misc_02",0,0
1078,"2H_Misc_03",0,0
1079,"2H_Misc_04",0,0
1080,"2H_Misc_05",0,0
1081,"2HL_Misc_01",0,0
1082,"2HL_Misc_02",0,0
1083,"2HL_Misc_03",0,0
1084,"2HL_Misc_04",0,0
1085,"2HL_Misc_05",0,0
1086,"1H_Misc_01",0,0
1087,"1H_Misc_02",0,0
1088,"1H_Misc_03",0,0
1089,"1H_Misc_04",0,0
1090,"1H_Misc_05",0,0
1091,"2HGun_Misc_01",0,0
1092,"2HGun_Misc_02",0,0
1093,"2HGun_Misc_03",0,0
1094,"2HGun_Misc_04",0,0
1095,"2HGun_Misc_05",0,0
1096,"Pistol_Misc_01",0,0
1097,"Pistol_Misc_02",0,0
1098,"Pistol_Misc_03",0,0
1099,"Pistol_Misc_04",0,0
1100,"Pistol_Misc_05",0,0
1101,"PistolDual_Misc_01",0,0
1102,"PistolDual_Misc_02",0,0
1103,"PistolDual_Misc_03",0,0
1104,"PistolDual_Misc_04",0,0
1105,"PistolDual_Misc_05",0,0
1106,"AP_Birth_State0",1118,2
1107,"AP_Birth_State1",1120,2
1108,"AP_Birth_State2",1122,2
1109,"AP_State0_State1",1120,2
1110,"AP_State0_State2",1122,2
1111,"AP_State0_Death",1118,2
1112,"AP_State1_State0",1118,2
1113,"AP_State1_State2",1122,2
1114,"AP_State1_Death",1120,2
1115,"AP_State2_State0",1118,2
1116,"AP_State2_State1",1120,2
1117,"AP_State2_Death",1122,2
1118,"AP_State0_Idle",0,6
1119,"AP_State0_Action",1118,2
1120,"AP_State1_Idle",1118,6
1121,"AP_State1_Action",1120,2
1122,"AP_State2_Idle",1120,6
1123,"AP_State2_Action",1122,2
1124,"Default_HandsPistols",0,1
1125,"Default_Hands2HGun",0,1
1126,"2HL_Unsheath_Combat",575,0
1127,"PistolDual_Sheath",0,1
1128,"PistolDual_Unsheath",0,1
1129,"PistolDual_Unsheath_Combat",0,1
1130,"Pistols_Sheath",452,0
1131,"Pistols_Unsheath",452,0
1132,"Pistols_Unsheath_Combat",326,0
1133,"Pistols_JumpLand",159,0
1134,"Pistols_JumpLand_Run",266,0
1135,"Pistols_JumpLand_Combat",160,0
1136,"Pistols_JumpStart",166,0
1137,"Pistols_JumpLoop",167,0
1138,"Pistols_Run",152,0
1139,"2HL_WalkBackwards",154,0
1140,"2HGun_Dodge",156,0
1141,"Default_Swim_Ready",151,0
1142,"Default_Swim_Attack",155,0
1143,"Default_Swim_Walk",161,0
1144,"Ship_Takeoff",0,0
1145,"Ship_Land",0,0
1146,"Ship_Fly_Start",0,0
1147,"Ship_Fly_Idle",0,0
1148,"Ship_Fly_End",0,0
1149,"Default_Swim_Dodge",156,0
1150,"Default_Swim_Wound",1743,16
1151,"Claws_Stand",150,0
1152,"Claws_Walk",153,0
1153,"Claws_WalkBackwards",154,0
1154,"Claws_Run",152,0
1155,"Claws_Ready",151,0
1156,"Claws_Attack",155,0
1157,"Claws_Wound",1510,16
1158,"Claws_Dodge",156,0
1159,"Claws_Parry",289,0
1160,"Claws_Sheath",0,0
1161,"Claws_Unsheath",0,0
1162,"Claws_Unsheath_Combat",0,0
1163,"Claws_JumpLand",159,0
1164,"Claws_JumpLand_Combat",160,0
1165,"Claws_JumpLand_Run",266,0
1166,"Claws_JumpStart",166,0
1167,"Claws_Cast_Start_01",0,0
1168,"Claws_Cast_Start_02",0,0
1169,"Claws_Cast_Start_03",0,0
1170,"Claws_Cast_Start_04",0,0
1171,"Claws_Cast_Start_05",0,0
1172,"Claws_Cast_Loop_01",0,0
1173,"Claws_Cast_Loop_02",0,0
1174,"Claws_Cast_Loop_03",0,0
1175,"Claws_Cast_Loop_04",0,0
1176,"Claws_Cast_Loop_05",0,0
1177,"Claws_Cast_Action_01",0,0
1178,"Claws_Cast_Action_02",0,0
1179,"Claws_Cast_Action_03",0,0
1180,"Claws_Cast_Action_04",0,0
1181,"Claws_Cast_Action_05",0,0
1182,"Claws_Cast_Action_End_01",0,0
1183,"Claws_Cast_Action_End_02",0,0
1184,"Claws_Cast_Action_End_03",0,0
1185,"Claws_Cast_Action_End_04",0,0
1186,"Claws_Cast_Action_End_05",0,0
1187,"Claws_Channel_01",0,0
1188,"Claws_Channel_02",0,0
1189,"Claws_Channel_03",0,0
1190,"Claws_Channel_04",0,0
1191,"Claws_Channel_05",0,0
1192,"Claws_JumpLoop",167,0
1193,"1H_Cast_Action_Whirlwind",0,0
1194,"1H_Cast_Action_Hand_Forward_01",0,0
1195,"1H_Cast_Action_Hand_Upward_01",0,0
1196,"1H_Cast_Action_Weapon_Upward_01",0,0
1197,"1H_Cast_Channel_Hand_Forward_01",0,0
1198,"1H_Cast_Loop_Hand",0,0
1199,"1H_Cast_Loop_Weapon",0,0
1200,"2HL_Cast_Action_Weapon_Forward",0,0
1203,"Pistols_Ready_Aim",326,0
1204,"Pistols_Cast_Action_DualShot",491,0
1205,"Pistols_Fire_Left",1059,0
1206,"Pistols_Fire_Right",1059,0
1207,"Pistols_Cast_Action_ConeMultiHit",0,0
1208,"Pistols_Cast_Action_Volley",0,0
1209,"State_Wounded_Ground_01",150,9
1210,"State_Wounded_Ground_02",0,9
1211,"State_Wounded_Ground_03",0,9
1212,"Pistols_Cast_Action_StaggerShot",1206,0
1213,"State_Dead",0,9
1214,"Emote_UseKneeling_Start",1215,9
1215,"Emote_UseKneeling_Loop",475,9
1216,"UI_Highlight_Aggressive_Idle",0,0
1217,"UI_Highlight_Friendly_Idle",0,0
1218,"UI_Highlight_Neutral_Idle",0,0
1219,"UI_Select_Aggressive_Idle",0,0
1220,"UI_Select_Friendly_Idle",0,0
1221,"UI_Select_Neutral_Idle",0,0
1222,"UI_Highlight_Aggressive_Birth",0,0
1223,"UI_Highlight_Friendly_Birth",0,0
1224,"UI_Highlight_Neutral_Birth",0,0
1225,"UI_Select_Aggressive_Birth",0,0
1226,"UI_Select_Friendly_Birth",0,0
1227,"UI_Select_Neutral_Birth",0,0
1228,"UI_Highlight_Aggressive_Death",0,0
1229,"UI_Highlight_Friendly_Death",0,0
1230,"UI_Highlight_Neutral_Death",0,0
1231,"UI_Select_Aggressive_Death",0,0
1232,"UI_Select_Friendly_Death",0,0
1233,"UI_Select_Neutral_Death",0,0
1234,"Default_Attack_Var_2",0,0
1235,"1H_Attack_Var_2",0,0
1236,"2H_Attack_Var_2",0,0
1237,"2HL_Attack_Var_2",0,0
1238,"Default_Swim_Glide",0,0
1239,"Cam_Shake_U2D_L",0,0
1240,"Cam_Shake_U2D_M",0,0
1241,"Cam_Shake_U2D_H",0,0
1242,"Cam_Shake_L",0,0
1243,"Cam_Shake_M",0,0
