"ID","localizedTextId","randomTextLineSetId"
1556,60426,0
1558,60476,0
1559,60477,0
1560,60481,0
1561,60484,0
1562,60485,0
1567,60724,0
1568,60725,0
1569,60729,0
1570,60730,0
1571,60731,0
1572,60732,0
1578,61033,0
1579,61035,0
1580,61043,0
1581,61047,0
1582,61074,0
1583,61075,0
1584,61077,0
1585,61085,0
1586,61087,0
1587,61089,0
1588,61092,0
1589,61093,0
1590,61094,0
1591,61110,0
1592,61111,0
1593,61112,0
1594,61113,0
1595,61117,0
1596,61118,0
1597,61119,0
1598,61120,0
1599,61121,0
1600,61122,0
1601,61123,0
1602,61124,0
1603,61125,0
1604,61126,0
1605,61127,0
1606,61128,0
1607,61129,0
1608,61130,0
1609,61131,0
1610,61359,0
1611,61394,0
1612,61404,0
1613,61406,0
1614,61407,0
1615,61408,0
1616,61475,0
1617,61476,0
1618,61488,0
1619,61742,0
1620,62615,0
1621,64149,0
1622,64150,0
1623,64151,0
1624,64154,0
1625,64155,0
1626,64156,0
1627,64157,0
1628,64158,0
1629,64159,0
1630,64160,0
1631,64161,0
1632,64162,0
1633,64164,0
1634,64165,0
1635,64166,0
1636,64167,0
1637,64168,0
1638,64169,0
1639,64170,0
1642,64173,0
1644,64175,0
1645,64176,0
1646,64177,0
1648,64179,0
1649,64180,0
1650,64183,0
1651,64184,0
1653,64186,0
1654,64187,0
1655,64188,0
1656,64189,0
1657,64190,0
1658,0,0
1659,64191,0
1660,64192,0
1661,64193,0
1662,64194,0
1663,64195,0
1664,64196,0
1665,64197,0
1666,64198,0
1667,64199,0
1668,64200,0
1669,64201,0
1670,64202,0
1671,64203,0
1672,64204,0
1673,64205,0
1674,64206,0
1675,64207,0
1676,64208,0
1677,64209,0
1678,64210,0
1679,64211,0
1680,64212,0
1681,64213,0
1682,64214,0
1683,64215,0
1684,64216,0
1685,64217,0
1686,64218,0
1687,64219,0
1688,64220,0
1689,64221,0
1690,64222,0
1691,64223,0
1692,64224,0
1693,64225,0
1694,64226,0
1695,64227,0
1696,64228,0
1697,64229,0
1698,64230,0
1699,64231,0
1700,64232,0
1701,64233,0
1702,64234,0
1703,64235,0
1704,64236,0
1705,64237,0
1706,64238,0
1707,64239,0
1708,64240,0
1709,64241,0
1710,64242,0
1711,64243,0
1712,64244,0
1713,64245,0
1714,64246,0
1715,64247,0
1716,64248,0
1717,64249,0
1718,64250,0
1719,64251,0
1720,64252,0
1721,64253,0
1722,64254,0
1723,64255,0
1724,64256,0
1725,64257,0
1726,64258,0
1727,64259,0
1728,64260,0
1729,64261,0
1730,64262,0
1731,64263,0
1732,64264,0
1733,64265,0
1734,64266,0
1735,64267,0
1736,64268,0
1737,64269,0
1738,64270,0
1739,64271,0
1740,64272,0
1741,64273,0
1742,64274,0
1743,64275,0
1744,64276,0
1745,64277,0
1746,64278,0
1747,64279,0
1748,64280,0
1749,64281,0
1750,64282,0
1751,64283,0
1752,64284,0
1753,64285,0
1754,64286,0
1755,64287,0
1756,64288,0
1757,64289,0
1758,64290,0
1759,64291,0
1760,64292,0
1761,64293,0
1762,64294,0
1763,64326,0
1764,64339,0
1765,64347,0
1766,64949,0
1767,64950,0
1768,64951,0
1769,64952,0
1770,64954,0
1771,64956,0
1772,64957,0
1773,64958,0
1774,64960,0
1775,64961,0
1776,64962,0
1777,64963,0
1778,64964,0
1779,64966,0
1780,64968,0
1781,64969,0
1782,64970,0
1783,64971,0
1784,64972,0
1785,64973,0
1786,64974,0
1787,64976,0
1788,64977,0
1789,64978,0
1790,64979,0
1791,64980,0
1792,64981,0
1793,64982,0
1794,64983,0
1795,64984,0
1796,64985,0
1797,64986,0
1798,64987,0
1799,64989,0
1800,64990,0
1801,64991,0
1802,64992,0
1803,64993,0
1804,64994,0
1805,64995,0
1806,64996,0
1807,64997,0
1808,65000,0
1809,65005,0
1810,65006,0
1811,65007,0
1812,65008,0
1813,65009,0
1814,65010,0
1815,65011,0
1816,65014,0
1817,65015,0
1818,65016,0
1819,65017,0
1820,65018,0
1821,65019,0
1822,65020,0
1823,65021,0
1824,65022,0
1825,65024,0
1826,65041,0
1827,65042,0
1828,65043,0
1829,65044,0
1830,65045,0
1831,65046,0
1832,65047,0
1834,65049,0
1835,65050,0
1836,65051,0
1837,65052,0
1838,65053,0
1839,65054,0
1840,65055,0
1841,65056,0
1842,65057,0
1843,65058,0
1844,65059,0
1845,65060,0
1846,65061,0
1847,65062,0
1848,65063,0
1849,65064,0
1850,65065,0
1851,65066,0
1852,65067,0
1853,65068,0
1854,65069,0
1855,65070,0
1856,65071,0
1857,65072,0
1858,65073,0
1859,65074,0
1860,65075,0
1861,65076,0
1862,65077,0
1863,65078,0
1864,65079,0
1865,65080,0
1866,65084,0
1867,65085,0
1868,65086,0
1869,65087,0
1870,65088,0
1871,65089,0
1872,65090,0
1873,65093,0
1874,65094,0
1875,65096,0
1876,65099,0
1877,65100,0
1878,65102,0
1879,65103,0
1880,65104,0
1881,65105,0
1882,65106,0
1883,65107,0
1884,65108,0
1885,65110,0
1886,65111,0
1887,65112,0
1888,65113,0
1889,65114,0
1890,65115,0
1891,65116,0
1892,65117,0
1893,65118,0
1894,65119,0
1895,65120,0
1896,65121,0
1897,65123,0
1898,65124,0
1899,65125,0
1900,65126,0
1901,65127,0
1902,65128,0
1903,65129,0
1904,65130,0
1905,65131,0
1906,65132,0
1907,65133,0
1908,65134,0
1909,65135,0
1910,65137,0
1911,65138,0
1912,65139,0
1913,65140,0
1914,65141,0
1915,65142,0
1916,65143,0
1917,65146,0
1918,65147,0
1919,65148,0
1920,65149,0
1921,65150,0
1922,65151,0
1923,65152,0
1924,65153,0
1925,65154,0
1926,65155,0
1927,65156,0
1928,65157,0
1929,65158,0
1930,65159,0
1931,65160,0
1932,65161,0
1933,65162,0
1934,65163,0
1935,65164,0
1936,65165,0
1937,65166,0
1938,65167,0
1939,65168,0
1940,65169,0
1941,65537,0
1946,65602,0
1947,65603,0
1948,65604,0
1949,65605,0
1950,65606,0
1951,65607,0
1957,65613,0
1958,65614,0
1959,65615,0
1960,65616,0
1961,65617,0
1962,65618,0
1963,65619,0
1964,65643,0
1965,65647,0
1966,65648,0
1967,65649,0
1968,65650,0
1969,65651,0
1970,65652,0
1971,65653,0
1972,65654,0
1973,65655,0
1974,65656,0
1975,65657,0
1976,65658,0
1977,65715,0
1978,65717,0
1979,65718,0
1980,65746,0
1981,65747,0
1982,65748,0
1983,65749,0
1984,65750,0
1985,65751,0
1986,65752,0
1987,65753,0
1988,65755,0
1989,65756,0
1990,65757,0
1991,65758,0
1992,65759,0
1993,65760,0
1994,65761,0
1995,65762,0
1996,65763,0
1997,65764,0
1998,65765,0
1999,65766,0
2000,65767,0
2001,65768,0
2002,65769,0
2003,65770,0
2004,65771,0
2005,65772,0
2006,65773,0
2007,65774,0
2008,65775,0
2009,65776,0
2010,65777,0
2011,66008,0
2012,66009,0
2013,66012,0
2014,66013,0
2015,66014,0
2016,66015,0
2017,66016,0
2018,66017,0
2019,66018,0
2020,66019,0
2021,66020,0
2022,66021,0
2023,66024,0
2024,66025,0
2025,66026,0
2026,66027,0
2027,66028,0
2028,66029,0
2029,66030,0
2030,66031,0
2031,66032,0
2032,66033,0
2033,66034,0
2034,66035,0
2035,66036,0
2036,66037,0
2037,66038,0
2038,66039,0
2039,66053,0
2040,66054,0
2041,66171,0
2042,66219,0
2043,66221,0
2044,66236,0
2045,66237,0
2046,66239,0
2047,66240,0
2048,66241,0
2049,66278,0
2050,66289,0
2051,66290,0
2052,66292,0
2053,66293,0
2054,66294,0
2055,66295,0
2056,66296,0
2057,66306,0
2058,66307,0
2059,66308,0
2060,66309,0
2061,66310,0
2062,66311,0
2063,66312,0
2064,66313,0
2065,66314,0
2066,66315,0
2067,66316,0
2068,66317,0
2069,66318,0
2070,66319,0
2071,66320,0
2072,66321,0
2073,66322,0
2074,66323,0
2075,66324,0
2076,66325,0
2077,66327,0
2078,66328,0
2079,66329,0
2080,66330,0
2081,66331,0
2082,66332,0
2083,66333,0
2084,66334,0
2085,66335,0
2086,66336,0
2087,66337,0
2088,66338,0
2089,66339,0
2090,66340,0
2091,66341,0
2092,66342,0
2093,66343,0
2094,66344,0
2095,66345,0
2096,66346,0
2097,66347,0
2098,66348,0
2099,66349,0
2100,66350,0
2101,66351,0
2102,66352,0
2103,66353,0
2104,66354,0
2128,67190,0
2129,68218,0
2130,68219,0
2131,68243,0
2132,68247,0
2133,68251,0
2134,68262,0
2135,68263,0
2136,68265,0
2139,68325,0
2140,68354,0
2141,68356,0
2142,68357,0
2143,68358,0
2144,68359,0
2145,68360,0
2146,68361,0
2147,68362,0
2148,68363,0
2149,68578,0
2150,68579,0
2151,68580,0
2152,68581,0
2153,68582,0
2154,68583,0
2155,69981,0
2156,69991,0
2157,69992,0
2158,69994,0
2160,70878,0
2161,71141,0
2162,71142,0
2163,71143,0
2164,71144,0
2165,71284,0
2166,71285,0
2167,71287,0
2168,71292,0
2169,71328,0
2170,71329,0
2171,71331,0
2172,71333,0
2173,71338,0
2174,71520,0
2175,71524,0
2178,71606,0
2179,71613,0
2182,0,0
2184,71690,0
2185,71692,0
2186,71697,0
2188,71711,0
2189,71718,0
2190,71723,0
2191,71735,0
2192,71739,0
2193,71740,0
2194,71752,0
2195,71755,0
2196,71925,0
2197,71939,0
2203,72100,0
2204,72101,0
2205,72102,0
2206,72103,0
2207,72104,0
2208,72105,0
2209,72106,0
2210,72108,0
2211,72109,0
2212,72110,0
2213,72111,0
2214,72112,0
2215,72113,0
2216,72114,0
2217,72115,0
2218,72116,0
2219,72117,0
2220,72118,0
2221,72119,0
2222,72120,0
2223,72121,0
2224,72122,0
2225,72123,0
2226,72124,0
2227,72126,0
2228,72127,0
2229,72128,0
2230,72129,0
2231,72130,0
2232,72132,0
2233,72134,0
2234,72135,0
2244,72148,0
2245,72149,0
2246,72151,0
2247,72152,0
2248,72153,0
2249,72154,0
2250,72155,0
2251,72156,0
2252,72157,0
2253,72158,0
2254,72159,0
2255,72160,0
2256,72161,0
2257,72183,0
2258,72184,0
2260,72186,0
2261,72188,0
2262,72189,0
2263,72190,0
2264,72192,0
2265,72193,0
2266,72195,0
2267,72196,0
2268,72199,0
2269,72200,0
2270,72201,0
2271,72202,0
2272,72203,0
2273,72204,0
2274,72205,0
2275,72206,0
2276,72207,0
2283,72214,0
2284,72215,0
2285,72216,0
2286,72217,0
2287,72218,0
2288,72219,0
2289,72220,0
2290,72221,0
2291,72222,0
2292,72223,0
2293,72224,0
2294,72225,0
2295,72226,0
2296,73867,0
2297,73960,0
2298,73962,0
2299,73995,0
2300,73996,0
2301,73997,0
2302,74004,0
2303,74200,0
2304,74201,0
2305,75471,0
2306,75561,0
2307,75943,0
2308,75944,0
2309,76220,0
2310,76221,0
2311,76241,0
2312,76242,0
2313,76243,0
2314,76248,0
2315,76249,0
2316,76250,0
2317,76351,0
2318,76352,0
2319,76563,0
2320,76564,0
2321,76565,0
2322,76571,0
2323,76572,0
2324,76573,0
2325,76574,0
2326,76642,0
2327,76644,0
2346,77193,0
2347,77195,0
2348,77196,0
2349,77198,0
2350,77200,0
2351,77201,0
2352,77203,0
2353,77206,0
2354,77207,0
2355,77208,0
2356,77211,0
2357,77212,0
2358,77213,0
2359,77382,0
2360,77383,0
2361,77384,0
2362,77385,0
2363,77386,0
2364,77387,0
2365,77390,0
2366,77391,0
2367,77392,0
2368,77393,0
2369,77394,0
2370,77395,0
2371,77400,0
2372,77401,0
2373,77453,0
2374,77454,0
2375,77551,0
2376,77552,10
2377,77556,11
2378,77557,12
2379,77559,13
2380,77560,14
2381,77575,0
2382,77576,15
2383,77577,16
2384,77578,17
2385,77579,0
2386,77580,18
2387,77581,19
2388,77582,20
2389,77583,21
2390,77584,22
2391,77585,23
2392,77586,24
2393,77587,25
2394,77588,26
2395,77589,27
2396,77590,28
2397,77591,29
2398,77592,30
2399,77593,31
2400,77594,32
2401,77595,33
2402,77596,34
2403,77597,35
2404,77598,36
2405,77599,37
2406,77600,38
2407,77601,39
2408,77602,40
2409,77603,41
2410,77604,42
2411,77605,43
2412,77606,44
2413,77607,45
2414,77608,46
2415,77609,47
2416,77610,48
2417,77611,49
2418,77612,50
2419,77613,51
2420,77614,52
2421,77615,53
2422,77616,54
2423,77617,55
2424,77618,56
2425,77619,57
2426,77620,58
2427,77621,59
2428,77622,60
2429,77623,61
2430,77624,62
2431,77625,63
2432,77626,64
2433,77627,65
2434,77628,66
2435,77629,67
2436,77630,68
2437,77631,69
2438,77632,70
2439,77633,71
2440,77634,72
2441,77635,73
2442,77636,74
2443,77726,0
2444,77727,75
2445,77728,76
2446,77729,77
2447,77730,78
2448,77731,79
2449,77732,80
2450,77733,81
2451,77734,82
2452,77735,83
2453,77736,84
2454,77737,85
2455,77738,86
2458,77741,89
2459,77831,90
2460,77832,91
2461,77833,92
2462,77863,93
2463,77864,94
2464,77865,95
2465,77866,96
2466,77867,97
2467,77882,98
2468,77883,99
2469,77884,100
2470,77885,101
2471,77887,102
2472,77888,103
2473,77889,104
2474,77890,105
2475,77891,106
2476,77892,107
2477,77898,108
2478,77899,109
2479,77900,110
2480,77902,111
2481,77904,112
2482,77913,113
2483,77920,114
2484,77932,115
2485,77933,116
2486,77934,117
2487,77935,118
2488,77936,119
2489,77937,120
2490,77938,121
2491,77939,122
2492,77940,123
2493,77941,124
2494,77942,125
2495,77943,126
2496,77944,127
2497,77945,128
2498,77946,129
2499,77947,130
2500,77948,131
2501,77949,132
2502,77950,133
2503,77951,134
2504,77952,135
2505,77953,136
2506,77954,137
2507,77955,138
2508,77956,139
2509,77957,140
2512,78012,143
2513,78015,144
2514,78016,145
2515,78017,146
2518,78036,149
2520,78044,151
2521,78045,152
2524,78048,155
2525,78050,156
2527,78061,158
2528,78081,159
2529,78082,160
2530,78083,161
2531,78117,162
2532,78118,163
2533,78120,164
2534,78123,165
2535,78142,166
2536,78143,167
2537,78144,168
2538,78145,169
2539,78148,170
2540,78149,171
2541,78152,172
2542,78153,173
2543,78154,174
2544,78155,175
2545,78156,176
2546,78157,177
2547,78158,178
2548,78159,179
2549,78160,180
2550,78161,181
2551,78162,182
2552,78163,183
2553,78164,184
2554,78165,185
2555,78166,186
2556,78167,187
2557,78168,188
2558,78169,189
2559,78170,190
2560,78171,191
2561,78172,192
2562,78173,193
2563,78174,194
2564,78175,195
2565,78179,196
2566,78180,197
2567,78181,198
2568,78182,199
2569,78183,200
2570,78184,201
2571,78185,202
2572,78186,203
2573,78187,204
2574,78188,205
2575,78189,206
2576,78190,207
2577,78191,208
2578,78192,209
2579,78193,210
2580,78194,211
2581,78195,212
2582,78197,213
2583,78212,214
2584,78213,215
2585,78214,216
2586,78218,217
2587,78219,218
2588,78221,219
2589,78222,220
2590,78223,221
2591,78224,222
2592,78225,223
2593,78226,224
2594,78227,225
2595,78229,226
2596,78230,227
2597,78231,228
2598,78232,229
2599,78236,230
2600,78237,231
2725,78844,355
2726,78845,356
2727,79080,0
2728,79081,357
2729,79082,358
2730,79090,359
2731,79091,360
2732,79092,361
2733,79094,362
2734,79095,363
2735,79096,364
2736,79097,365
2737,79098,366
2738,79099,367
2739,79100,368
2740,105183,369
2741,107506,0
2742,107511,0
2743,107514,0
2744,107515,0
2745,107516,0
2746,107540,370
2747,107541,0
2748,107542,0
2749,107543,0
2750,107544,0
2751,107545,0
2752,107546,0
2753,107550,0
2754,107555,0
2755,107556,0
2756,107558,0
2757,107568,0
2758,107569,371
2759,107570,0
2787,145984,0
2788,145986,0
2789,145987,0
2790,145988,0
2791,145989,0
2792,145990,0
2793,145991,0
2794,145992,0
2795,145993,0
2796,145994,0
2798,145995,0
2799,145997,0
2800,145998,0
2801,145999,0
2802,146000,0
2803,146001,0
2804,146002,0
2805,146003,0
2806,146004,0
2807,146005,0
2808,146006,0
2809,146007,0
2810,146008,0
2811,146009,0
2812,146010,0
2813,146011,0
2814,146012,0
2815,146013,0
2816,146014,0
2817,146015,0
2819,146017,0
2820,146018,0
2821,146019,0
2822,146020,0
2823,146021,0
2824,146022,0
2825,146023,0
2826,146024,399
2827,146025,0
2828,146026,0
2833,146041,0
2834,146042,0
2835,146043,0
2836,146044,0
2837,146045,0
2838,146046,0
2839,146047,0
2840,146048,0
2841,146049,0
2842,146054,0
2843,146061,0
2844,146062,0
2845,146063,0
2846,146064,0
2847,146065,0
2848,146067,0
2849,146068,0
2850,146069,0
2851,146070,0
2852,146071,0
2853,146072,0
2854,146073,0
2855,146074,0
2856,146075,0
2857,146076,0
2858,146077,0
2859,146078,0
2860,146079,0
2861,146080,0
2862,146081,0
2863,146082,0
2864,146083,0
2865,146084,0
2866,146085,0
2867,146086,0
2868,146087,0
2869,146088,0
2870,146089,0
2871,146090,0
2872,146091,0
2874,146093,400
2875,146097,0
2876,146098,0
2877,146099,0
2878,147060,0
2879,147061,0
2880,147064,0
2881,147067,0
2882,147069,0
2883,147072,0
2884,147076,0
2885,147078,0
2886,147080,0
2887,147081,0
2888,147083,0
2889,147085,0
2890,147088,0
2891,147090,0
2892,147092,0
2893,147094,0
2894,147095,0
2895,147096,0
2896,147097,0
2897,147098,0
2898,147099,0
2899,147100,0
2900,147101,0
2901,147102,0
2902,147103,0
2903,147104,0
2904,147105,0
2905,147106,0
2906,147107,0
2907,147108,0
2908,147109,0
2909,147110,0
2910,147111,0
2911,147113,0
2912,147114,0
2913,147115,0
2914,147116,0
2915,147117,0
2916,147118,0
2917,147119,0
2918,147120,0
2919,147121,0
2920,147122,0
2921,147123,0
2922,147124,0
2923,147125,0
2924,147126,0
2925,147127,0
2926,147128,0
2927,147129,0
2928,147130,0
2929,147131,0
2930,147132,0
2931,147133,0
2932,147134,0
2933,147135,0
2934,147136,0
2935,147137,0
2944,149745,0
2957,149776,0
2958,149777,0
2959,149778,0
2960,149779,0
2961,149780,0
2963,151483,0
2964,151484,0
2965,151485,0
2966,151486,0
2967,151487,0
2968,151488,0
2969,151489,0
2970,151490,0
2971,151492,0
2972,151493,0
2973,151494,0
2974,151495,0
2975,151497,0
2976,151498,0
2977,151499,0
2978,151500,0
2979,151501,0
2980,151502,0
2981,151503,0
2982,151504,0
2983,151505,0
2984,151506,0
2985,151508,0
2986,151509,0
2987,151510,0
2988,151511,0
2989,151512,0
2990,151513,0
2991,151514,0
2992,151515,0
2993,151516,0
2994,151519,0
2995,151526,402
2996,173800,0
2997,173804,0
2998,173817,0
2999,173818,0
3000,173819,0
3001,173820,0
3002,173821,0
3003,173822,0
3004,173823,0
3005,173824,0
3007,203896,0
3008,203897,0
3009,203899,0
3010,203900,0
3011,203901,0
3012,203902,0
3013,203903,0
3014,203904,0
3015,203906,0
3016,203907,0
3017,203909,0
3018,203910,0
3019,203911,0
3020,203912,0
3021,203913,0
3022,203914,0
3023,203915,0
3024,203916,0
3025,203917,0
3026,203918,0
3027,203919,0
3028,203920,0
3029,203921,0
3030,203932,0
3031,203933,0
3032,203936,0
3033,203937,0
3034,203938,0
3035,203939,0
3036,203940,0
3037,203942,0
3038,203943,0
3039,203944,0
3040,203945,0
3041,203946,0
3042,203947,0
3043,203948,0
3044,203949,0
3045,203950,0
3046,203951,0
3047,203952,0
3048,203953,0
3049,203955,0
3050,203958,0
3051,203959,0
3052,203962,0
3053,203963,0
3054,203964,0
3055,203965,0
3056,203966,0
3057,203967,0
3058,203968,0
3059,203970,0
3060,203972,0
3061,203973,0
3062,203976,0
3063,203977,0
3064,203979,0
3065,203980,0
3066,203982,0
3067,203983,0
3068,203984,0
3069,203985,0
3070,203986,0
3071,203987,0
3072,203989,0
3073,203990,0
3074,203991,0
3075,203992,0
3076,203993,0
3077,203994,0
3078,203995,0
3079,203996,0
3080,203997,0
3081,203998,0
3082,204000,0
3083,204002,0
3084,204003,0
3085,204004,0
3086,204005,0
3087,204006,0
3088,204007,0
3089,204009,0
3090,204011,0
3091,204012,0
3092,204013,0
3093,204014,0
