"ID","achievementId","achievementIdParent00","achievementIdParent01","achievementIdParent02","achievementIdParent03","achievementIdParent04","gridX","gridY"
67,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0
108,1470,0,0,0,0,0,5,1
109,1471,1470,0,0,0,0,1,3
110,4380,1470,0,0,0,0,3,3
111,4381,1470,0,0,0,0,7,3
112,2283,0,0,0,0,0,9,3
113,1472,1471,0,0,0,0,1,5
114,1474,4380,4381,0,0,0,5,5
115,2284,2283,0,0,0,0,9,5
116,1473,1472,0,0,0,0,1,7
117,1480,1474,0,0,0,0,5,7
119,1481,0,0,0,0,0,5,1
120,1482,1481,0,0,0,0,1,3
121,1487,1481,0,0,0,0,5,3
122,1489,1481,0,0,0,0,7,3
123,1493,1481,0,0,0,0,9,3
124,1484,1487,1489,0,0,0,3,5
125,1495,1493,0,0,0,0,9,5
126,1483,1482,0,0,0,0,1,7
127,1486,1484,0,0,0,0,3,7
128,1488,1487,0,0,0,0,5,7
129,1490,1489,0,0,0,0,7,7
130,1492,1483,1486,1488,1490,0,5,9
131,2285,0,0,0,0,0,9,9
132,1497,0,0,0,0,0,3,11
133,1498,0,0,0,0,0,3,11
134,1491,1492,0,0,0,0,5,11
135,1500,0,0,0,0,0,5,1
136,1501,1500,0,0,0,0,1,3
137,1505,1500,0,0,0,0,5,3
138,1507,1500,0,0,0,0,7,3
139,2148,1511,0,0,0,0,9,5
140,1503,1505,1507,0,0,0,3,5
141,2149,2148,0,0,0,0,9,7
142,1502,1501,0,0,0,0,1,7
143,1504,1503,0,0,0,0,3,7
144,1506,1505,0,0,0,0,5,7
145,1508,1507,0,0,0,0,7,7
146,2150,2149,0,0,0,0,9,9
147,1509,1502,1504,1506,1508,0,5,9
148,2287,0,0,0,0,0,9,11
149,2154,0,0,0,0,0,3,11
150,2158,0,0,0,0,0,3,11
151,1510,1509,0,0,0,0,5,11
152,2155,0,0,0,0,0,7,11
153,2159,0,0,0,0,0,7,11
154,2288,2287,0,0,0,0,9,13
155,2315,0,0,0,0,0,1,11
156,1511,1500,0,0,0,0,9,3
162,2316,0,0,0,0,0,7,11
163,1531,0,0,0,0,0,5,1
164,1533,1531,0,0,0,0,1,3
165,1534,1531,0,0,0,0,3,3
166,1535,1531,0,0,0,0,7,3
167,1551,1531,0,0,0,0,9,3
168,1552,1533,0,0,0,0,1,5
169,1553,1534,0,0,0,0,3,5
170,1554,1535,0,0,0,0,7,5
171,1560,1551,0,0,0,0,9,5
172,1567,1553,0,0,0,0,3,7
173,1568,1553,0,0,0,0,5,7
174,1561,1560,0,0,0,0,7,7
175,1566,1560,0,0,0,0,9,7
176,1569,4674,0,0,0,0,7,11
177,0,0,0,0,0,0,0,0
178,1570,1532,0,0,0,0,3,3
179,0,0,0,0,0,0,1,9
180,1532,0,0,0,0,0,5,1
181,2175,2174,0,0,0,0,3,5
182,1578,1571,0,0,0,0,5,5
183,2191,2185,0,0,0,0,3,9
184,1577,1570,0,0,0,0,3,5
185,1576,1570,0,0,0,0,1,5
186,1575,1532,0,0,0,0,7,3
187,1571,1532,0,0,0,0,5,3
188,2185,2175,0,0,0,0,3,7
189,2174,1555,0,0,0,0,3,3
190,2163,1577,0,0,0,0,3,7
191,1579,1574,0,0,0,0,9,5
192,1583,1575,0,0,0,0,7,5
193,2165,1578,0,0,0,0,7,7
194,1574,0,0,0,0,0,9,3
195,1584,1576,0,0,0,0,1,7
196,2168,2165,0,0,0,0,7,9
197,2170,2166,0,0,0,0,9,9
198,2164,1578,0,0,0,0,5,7
199,2188,2184,0,0,0,0,1,11
200,2171,4675,0,0,0,0,5,13
201,2166,0,0,0,0,0,9,7
202,2167,1584,0,0,0,0,1,9
203,2184,2173,0,0,0,0,1,7
204,1555,0,0,0,0,0,5,1
205,2173,1555,0,0,0,0,1,3
206,4384,0,0,0,0,0,9,7
207,4382,1480,1473,0,0,0,5,9
208,2286,2285,0,0,0,0,9,11
212,2186,2179,0,0,0,0,5,5
213,2583,2582,0,0,0,0,9,11
214,2190,2189,0,0,0,0,5,9
215,2187,0,0,0,0,0,9,7
216,2189,2186,0,0,0,0,5,7
217,2180,1555,0,0,0,0,7,3
218,2193,2187,0,0,0,0,9,9
219,2181,2180,0,0,0,0,7,5
220,1557,0,0,0,0,0,5,1
221,2196,1557,0,0,0,0,1,3
222,2194,4677,0,0,0,0,5,15
223,2182,2181,0,0,0,0,7,7
224,2282,1557,0,0,0,0,9,3
225,2214,1557,0,0,0,0,7,3
226,2198,1557,0,0,0,0,3,3
227,2197,2196,0,0,0,0,1,5
228,2192,2193,0,0,0,0,9,11
229,2199,2198,0,0,0,0,3,5
230,2179,1555,0,0,0,0,5,3
231,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0
359,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0
436,0,0,0,0,0,0,0,0
437,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0
454,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0
456,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0
459,0,0,0,0,0,0,0,0
460,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0
539,2299,0,0,0,0,0,5,1
540,2300,2299,0,0,0,0,1,3
541,2304,2299,0,0,0,0,5,3
542,2306,2299,0,0,0,0,7,3
543,2311,2310,0,0,0,0,9,5
544,2302,2304,2306,0,0,0,3,5
545,2312,2311,0,0,0,0,9,7
546,2301,2300,0,0,0,0,1,7
547,2303,2302,0,0,0,0,3,7
548,0,0,0,0,0,0,0,0
549,2309,2308,0,0,0,0,5,11
550,2305,2304,0,0,0,0,5,7
551,1316,2312,0,0,0,0,9,7
552,2307,2306,0,0,0,0,7,7
553,2313,2312,0,0,0,0,9,9
554,2308,2305,2303,2301,2307,0,5,9
555,2323,0,0,0,0,0,9,11
556,2314,0,0,0,0,0,1,11
560,2320,0,0,0,0,0,3,11
562,2321,0,0,0,0,0,3,11
563,2309,2308,0,0,0,0,5,11
564,2352,0,0,0,0,0,7,11
565,2353,0,0,0,0,0,7,11
566,2325,2323,0,0,0,0,9,13
567,2326,0,0,0,0,0,5,1
568,2327,2326,0,0,0,0,1,3
569,2331,2326,0,0,0,0,5,3
570,2333,2326,0,0,0,0,7,3
571,2340,2326,0,0,0,0,9,3
572,2329,2331,0,0,0,0,3,5
573,2338,2340,0,0,0,0,9,5
574,2328,2327,0,0,0,0,1,7
575,2330,2329,0,0,0,0,3,7
576,2332,2331,0,0,0,0,5,7
577,2334,2333,0,0,0,0,7,7
578,2339,2338,0,0,0,0,9,7
579,2335,2328,2330,2332,2334,0,5,9
580,2358,0,0,0,0,0,9,9
583,2354,0,0,0,0,0,3,11
584,2355,0,0,0,0,0,3,11
585,2336,2335,0,0,0,0,5,11
586,2341,0,0,0,0,0,7,11
588,2359,2358,0,0,0,0,9,11
593,2310,2299,0,0,0,0,9,3
597,0,0,0,0,0,0,0,0
601,2205,2204,0,0,0,0,5,9
602,2215,2214,0,0,0,0,7,5
603,4634,2282,0,0,0,0,9,7
604,2200,2199,0,0,0,0,3,7
605,2218,0,0,0,0,0,1,9
606,2201,2218,0,0,0,0,1,11
607,2425,4634,0,0,0,0,9,9
608,2219,2200,0,0,0,0,3,9
609,2204,4676,0,0,0,0,5,7
610,2208,2205,0,0,0,0,5,11
611,2531,2708,0,0,0,0,1,3
612,2533,0,0,0,0,0,1,5
613,2534,0,0,0,0,0,1,7
614,2535,0,0,0,0,0,1,9
615,2536,0,0,0,0,0,1,11
616,2537,2708,0,0,0,0,3,3
617,2538,0,0,0,0,0,3,5
618,2539,0,0,0,0,0,3,7
619,2540,0,0,0,0,0,3,9
620,2541,0,0,0,0,0,3,11
621,2542,0,0,0,0,0,3,13
622,2543,0,0,0,0,0,3,15
624,2545,0,0,0,0,0,3,17
627,2548,0,0,0,0,0,3,19
629,2573,0,0,0,0,0,3,21
631,2550,2708,0,0,0,0,5,3
632,2551,0,0,0,0,0,5,5
633,2552,0,0,0,0,0,5,7
634,2553,0,0,0,0,0,5,9
635,2554,0,0,0,0,0,5,11
637,2556,2708,0,0,0,0,7,3
638,2558,0,0,0,0,0,7,7
639,2560,0,0,0,0,0,7,9
640,2561,0,0,0,0,0,7,11
641,2562,0,0,0,0,0,7,13
642,2563,0,0,0,0,0,7,15
645,2566,0,0,0,0,0,7,17
646,2567,0,0,0,0,0,7,19
649,2570,0,0,0,0,0,7,21
651,2580,2579,0,0,0,0,9,5
652,2434,2580,0,0,0,0,7,5
653,2433,0,0,0,0,0,3,13
655,2582,2574,0,0,0,0,9,9
656,2429,2428,0,0,0,0,3,9
657,2431,2430,0,0,0,0,5,5
658,2581,2574,0,0,0,0,9,7
660,2575,2582,0,0,0,0,7,9
661,2576,2575,0,0,0,0,7,11
662,2428,2432,0,0,0,0,3,7
663,2432,2431,0,0,0,0,5,7
664,2211,2210,0,0,0,0,5,15
665,2216,2215,0,0,0,0,7,7
666,2578,2577,0,0,0,0,7,15
669,2210,2208,0,0,0,0,5,13
670,2579,1559,0,0,0,0,9,3
671,2430,1559,0,0,0,0,5,3
672,2427,2426,0,0,0,0,1,5
673,1559,0,0,0,0,0,5,1
674,2426,1559,0,0,0,0,1,3
675,2574,2434,0,0,0,0,7,7
676,2577,2576,0,0,0,0,7,13
678,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0,0
687,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0
691,2708,0,0,0,0,0,5,1
692,2557,0,0,0,0,0,7,5
693,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0,0
696,0,0,0,0,0,0,0,0
697,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0
700,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,0
702,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0,0
722,0,0,0,0,0,0,0,0
723,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0
726,0,0,0,0,0,0,0,0
727,0,0,0,0,0,0,0,0
728,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0
735,0,0,0,0,0,0,0,0
736,0,0,0,0,0,0,0,0
737,0,0,0,0,0,0,0,0
738,0,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0
741,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0,0,0
748,0,0,0,0,0,0,0,0
749,0,0,0,0,0,0,0,0
750,0,0,0,0,0,0,0,0
751,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0
758,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0
762,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0
773,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0
828,3305,0,0,0,0,0,3,25
829,3307,0,0,0,0,0,3,27
830,3310,0,0,0,0,0,3,29
831,3313,0,0,0,0,0,3,31
832,3316,0,0,0,0,0,7,25
833,3318,0,0,0,0,0,7,27
834,3319,0,0,0,0,0,7,29
835,3325,0,0,0,0,0,7,31
836,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,0
856,0,0,0,0,0,0,0,0
857,0,0,0,0,0,0,0,0
858,0,0,0,0,0,0,0,0
859,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0,0
863,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0
876,0,0,0,0,0,0,0,0
877,0,0,0,0,0,0,0,0
882,0,0,0,0,0,0,0,0
884,0,0,0,0,0,0,0,0
885,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0
893,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0
905,0,0,0,0,0,0,0,0
906,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,0
943,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0
948,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0
953,0,0,0,0,0,0,0,0
954,0,0,0,0,0,0,0,0
955,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0
974,0,0,0,0,0,0,0,0
975,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0
