"ID","spell4IdParent","spell4IdToCast","orderIndex","thresholdDuration","vitalEnumCostType00","vitalEnumCostType01","vitalCostValue00","vitalCostValue01","localizedTextIdTooltip","iconReplacement","visualEffectId"
567,49084,49093,0,0,0,0,0,0,0,"",0
568,49084,49111,1,0,0,0,0,0,0,"",0
569,49085,49094,0,0,0,0,0,0,0,"",0
570,49085,49112,1,0,0,0,0,0,0,"",0
573,49114,49096,0,0,0,0,0,0,0,"",0
574,49114,49124,1,0,0,0,0,0,0,"",0
575,49115,49097,0,0,0,0,0,0,0,"",0
576,49115,49125,1,0,0,0,0,0,0,"",0
577,49116,49098,0,0,0,0,0,0,0,"",0
578,49116,49126,1,0,0,0,0,0,0,"",0
579,49117,49099,0,0,0,0,0,0,0,"",0
580,49117,49127,1,0,0,0,0,0,0,"",0
581,49118,49100,0,0,0,0,0,0,0,"",0
582,49118,49129,1,0,0,0,0,0,0,"",0
583,49119,49101,0,0,0,0,0,0,0,"",0
584,49119,49130,1,0,0,0,0,0,0,"",0
585,49121,49102,0,0,0,0,0,0,0,"",0
586,49121,49131,1,0,0,0,0,0,0,"",0
587,49122,49103,0,0,0,0,0,0,0,"",0
588,49122,49132,1,0,0,0,0,0,0,"",0
591,49273,32327,0,0,0,0,0,0,0,"",0
592,49274,32327,0,0,0,0,0,0,0,"",0
593,49275,32327,0,0,0,0,0,0,0,"",0
594,49276,32327,0,0,0,0,0,0,0,"",0
595,49277,32327,0,0,0,0,0,0,0,"",0
596,49278,32327,0,0,0,0,0,0,0,"",0
597,49279,32327,0,0,0,0,0,0,0,"",0
598,49280,32327,0,0,0,0,0,0,0,"",0
599,49281,32327,0,0,0,0,0,0,0,"",0
644,49658,49676,0,0,0,0,0,0,0,"",0
645,49658,49685,1,1300,0,0,0,0,0,"",0
646,49658,49694,2,1300,0,0,0,0,0,"",0
647,49659,49677,0,0,0,0,0,0,0,"",0
648,49659,49686,1,1300,0,0,0,0,0,"",0
649,49659,49695,2,1300,0,0,0,0,0,"",0
650,49660,49678,0,0,0,0,0,0,0,"",0
651,49660,49687,1,1300,0,0,0,0,0,"",0
652,49660,49696,2,1300,0,0,0,0,0,"",0
653,49661,49679,0,0,0,0,0,0,0,"",0
654,49661,49688,1,1300,0,0,0,0,0,"",0
655,49661,49697,2,1300,0,0,0,0,0,"",0
656,49662,49680,0,0,0,0,0,0,0,"",0
657,49662,49689,1,1300,0,0,0,0,0,"",0
658,49662,49698,2,1300,15,0,0,0,0,"",0
659,49663,49681,0,0,0,0,0,0,0,"",0
660,49663,49690,1,1300,0,0,0,0,0,"",0
661,49663,49699,2,1300,0,0,0,0,0,"",0
662,49664,49682,0,0,0,0,0,0,0,"",0
663,49664,49691,1,1300,0,0,0,0,0,"",0
664,49664,49700,2,1300,0,0,0,0,0,"",0
665,49665,49683,0,0,0,0,0,0,0,"",0
666,49665,49692,1,1300,0,0,0,0,0,"",0
667,49665,49701,2,1300,0,0,0,0,0,"",0
671,49667,49703,0,0,0,19,0,25,0,"",0
672,49667,49712,1,650,0,0,0,0,0,"",0
673,49667,49721,2,650,0,0,0,0,0,"",0
674,49668,49704,0,0,0,19,0,25,0,"",0
675,49668,49713,1,650,0,0,0,0,0,"",0
676,49668,49722,2,650,0,0,0,0,0,"",0
677,49669,49705,0,0,0,19,0,25,0,"",0
678,49669,49714,1,650,0,0,0,0,0,"",0
679,49669,49723,2,650,0,0,0,0,0,"",0
680,49670,49706,0,0,0,19,0,25,0,"",0
681,49670,49715,1,650,0,0,0,0,0,"",0
682,49670,49724,2,650,0,0,0,0,0,"",0
683,49671,49707,0,0,0,19,0,25,0,"",0
684,49671,49716,1,650,0,0,0,0,0,"",0
685,49671,49725,2,650,0,0,0,0,0,"",0
686,49672,49708,0,0,0,19,0,25,0,"",0
687,49672,49717,1,650,0,0,0,0,0,"",0
688,49672,49726,2,650,0,0,0,0,0,"",0
689,49673,49709,0,0,0,19,0,25,0,"",0
690,49673,49718,1,650,0,0,0,0,0,"",0
691,49673,49727,2,650,0,0,0,0,0,"",0
692,49674,49710,0,0,0,19,0,25,0,"",0
693,49674,49719,1,650,0,0,0,0,0,"",0
694,49674,49728,2,650,0,0,0,0,0,"",0
698,49821,49830,0,0,0,0,0,0,0,"",0
699,49821,49839,1,0,0,0,0,0,0,"",0
700,49822,49831,0,0,0,0,0,0,0,"",0
701,49822,49840,1,0,0,0,0,0,0,"",0
702,49823,49832,0,0,0,0,0,0,0,"",0
703,49823,49841,1,0,0,0,0,0,0,"",0
704,49824,49833,0,0,0,0,0,0,0,"",0
705,49824,49842,1,0,0,0,0,0,0,"",0
706,49825,49834,0,0,0,0,0,0,0,"",0
707,49825,49843,1,0,0,0,0,0,0,"",0
708,49826,49835,0,0,0,0,0,0,0,"",0
709,49826,49844,1,0,0,0,0,0,0,"",0
710,49827,49836,0,0,0,0,0,0,0,"",0
711,49827,49845,1,0,0,0,0,0,0,"",0
712,49828,49837,0,0,0,0,0,0,0,"",0
713,49828,49846,1,0,0,0,0,0,0,"",0
714,49829,49838,0,0,0,0,0,0,0,"",0
715,49829,49838,1,0,0,0,0,0,0,"",0
716,49829,49847,2,0,0,0,0,0,0,"",0
717,51349,32079,0,0,0,0,0,0,0,"Icon_SkillPhysical_UI_wr_lng",0
718,51349,32080,1,0,0,0,0,0,0,"Icon_SkillPhysical_UI_wr_lng",0
719,51391,51400,0,0,0,0,0,0,0,"",0
721,51391,51419,1,0,0,0,0,0,0,"",0
722,51392,51401,0,0,0,0,0,0,0,"",0
724,51392,51420,1,0,0,0,0,0,0,"",0
725,51393,51402,0,0,0,0,0,0,0,"",0
727,51393,51421,1,0,0,0,0,0,0,"",0
728,51394,51403,0,0,0,0,0,0,0,"",0
730,51394,51422,1,0,0,0,0,0,0,"",0
731,51395,51404,0,0,0,0,0,0,0,"",0
733,51395,51423,1,0,0,0,0,0,0,"",0
734,51396,51405,0,0,0,0,0,0,0,"",0
736,51396,51424,1,0,0,0,0,0,0,"",0
737,51397,51406,0,0,0,0,0,0,0,"",0
739,51397,51425,1,0,0,0,0,0,0,"",0
740,51398,51407,0,0,0,0,0,0,0,"",0
742,51398,51426,1,0,0,0,0,0,0,"",0
746,51850,51841,0,0,0,0,0,0,0,"",0
747,51850,51831,1,1800,0,0,0,0,0,"",0
748,51851,51842,0,0,0,0,0,0,0,"",0
749,51851,51832,1,1800,0,0,0,0,0,"",0
750,51852,51843,0,0,0,0,0,0,0,"",0
751,51852,51833,1,1800,0,0,0,0,0,"",0
752,51853,51844,0,0,0,0,0,0,0,"",0
753,51853,51834,1,1800,0,0,0,0,0,"",0
754,51854,51845,0,0,0,0,0,0,0,"",0
755,51854,51835,1,1800,0,0,0,0,0,"",0
756,51855,51846,0,0,0,0,0,0,0,"",0
757,51855,51836,1,1800,15,0,0,0,0,"",0
758,51856,51847,0,0,0,0,0,0,0,"",0
759,51856,51837,1,1800,0,0,0,0,0,"",0
760,51857,51848,0,0,0,0,0,0,0,"",0
761,51857,51838,1,1800,0,0,0,0,0,"",0
764,51863,51873,0,0,0,19,0,25,0,"",0
765,51863,51882,1,900,0,0,0,0,0,"",0
766,51864,51874,0,0,0,19,0,25,0,"",0
767,51864,51883,1,900,0,0,0,0,0,"",0
768,51865,51875,0,0,0,19,0,25,0,"",0
769,51865,51884,1,900,0,0,0,0,0,"",0
770,51866,51876,0,0,0,19,0,25,0,"",0
771,51866,51885,1,900,0,0,0,0,0,"",0
772,51867,51877,0,0,0,19,0,25,0,"",0
773,51867,51886,1,900,0,0,0,0,0,"",0
774,51868,51878,0,0,0,19,0,25,0,"",0
775,51868,51887,1,900,0,0,0,0,0,"",0
776,51869,51879,0,0,0,19,0,25,0,"",0
777,51869,51888,1,900,0,0,0,0,0,"",0
778,51870,51880,0,0,0,19,0,25,0,"",0
779,51870,51889,1,900,0,0,0,0,0,"",0
832,54247,54256,0,0,0,0,0,0,0,"",0
833,54247,54265,1,1250,0,0,0,0,0,"",0
834,54247,54274,2,1250,0,0,0,0,0,"",0
835,54248,54257,0,0,0,0,0,0,0,"",0
836,54248,54266,1,1250,0,0,0,0,0,"",0
837,54248,54275,2,1250,0,0,0,0,0,"",0
838,54249,54258,0,0,0,0,0,0,0,"",0
839,54249,54267,1,1250,0,0,0,0,0,"",0
840,54249,54276,2,1250,0,0,0,0,0,"",0
841,54250,54259,0,0,0,0,0,0,0,"",0
842,54250,54268,1,1000,0,0,0,0,0,"",0
843,54250,54277,2,1000,0,0,0,0,0,"",0
844,54251,54260,0,0,0,0,0,0,0,"",0
845,54251,54269,1,1000,0,0,0,0,0,"",0
846,54251,54278,2,1000,0,0,0,0,0,"",0
847,54252,54261,0,0,0,0,0,0,0,"",0
848,54252,54270,1,1000,0,0,0,0,0,"",0
849,54252,54279,2,1000,0,0,0,0,0,"",0
850,54253,54262,0,0,0,0,0,0,0,"",0
851,54253,54271,1,1000,0,0,0,0,0,"",0
852,54253,54280,2,1000,0,0,0,0,0,"",0
853,54254,54263,0,0,0,0,0,0,0,"",0
854,54254,54272,1,1000,0,0,0,0,0,"",0
855,54254,54281,2,1000,0,0,0,0,0,"",0
859,54331,33253,1,5000,0,0,0,0,0,"",0
860,54331,33254,2,3000,0,0,0,0,0,"",0
861,54331,34089,0,0,0,0,0,0,0,"",0
901,34749,34752,2,1250,18,0,1,0,0,"",0
911,55374,55384,0,0,0,0,0,0,0,"",0
912,55374,55392,1,0,0,0,0,0,0,"",0
913,55375,55385,0,0,0,0,0,0,0,"",0
914,55375,55393,1,0,0,0,0,0,0,"",0
915,55376,55386,0,0,0,0,0,0,0,"",0
916,55376,55394,1,0,0,0,0,0,0,"",0
917,55377,55387,0,0,0,0,0,0,0,"",0
918,55377,55395,1,0,0,0,0,0,0,"",0
919,55378,55388,0,0,0,0,0,0,0,"",0
920,55378,55396,1,0,0,0,0,0,0,"",0
921,55379,55389,0,0,0,0,0,0,0,"",0
922,55379,55397,1,0,0,0,0,0,0,"",0
923,55380,55390,0,0,0,0,0,0,0,"",0
924,55380,55398,1,0,0,0,0,0,0,"",0
925,55381,55391,0,0,0,0,0,0,0,"",0
926,55381,55399,1,0,0,0,0,0,0,"",0
927,42340,42341,0,0,0,0,0,0,0,"",0
928,398,1421,0,0,0,0,0,0,0,"",0
955,58428,58429,0,0,0,0,0,0,0,"",0
956,58437,58429,0,0,0,0,0,0,0,"",0
957,58438,58429,0,0,0,0,0,0,0,"",0
958,58439,58429,0,0,0,0,0,0,0,"",0
959,58440,58429,0,0,0,0,0,0,0,"",0
960,58441,58429,0,0,0,0,0,0,0,"",0
961,58442,58429,0,0,0,0,0,0,0,"",0
962,58443,58429,0,0,0,0,0,0,0,"",0
963,58444,58429,0,0,0,0,0,0,0,"",0
966,58805,0,0,0,0,0,0,0,0,"",0
967,58806,0,0,0,0,0,0,0,0,"",0
968,59229,59237,0,0,0,0,0,0,0,"",0
969,59230,59238,0,0,0,0,0,0,0,"",0
970,59231,59239,0,0,0,0,0,0,0,"",0
971,59232,59240,0,0,0,0,0,0,0,"",0
972,59233,59241,0,0,0,0,0,0,0,"",0
973,59234,59242,0,0,0,0,0,0,0,"",0
974,59235,59243,0,0,0,0,0,0,0,"",0
975,59236,59244,0,0,0,0,0,0,0,"",0
977,58701,0,0,0,0,0,0,0,0,"",0
1034,60240,60256,0,0,0,0,0,0,0,"",0
1035,60241,60257,0,0,0,0,0,0,0,"",0
1036,60242,60258,0,0,0,0,0,0,0,"",0
1037,60243,60259,0,0,0,0,0,0,0,"",0
1038,60244,60260,0,0,0,0,0,0,0,"",0
1039,60245,60261,0,0,0,0,0,0,0,"",0
1040,60246,60262,0,0,0,0,0,0,0,"",0
1041,60247,60263,0,0,0,0,0,0,0,"",0
1042,60280,60288,0,0,0,0,0,0,0,"",0
1043,60281,60289,0,0,0,0,0,0,0,"",0
1044,60282,60290,0,0,0,0,0,0,0,"",0
1045,60283,60291,0,0,0,0,0,0,0,"",0
1046,60284,60292,0,0,0,0,0,0,0,"",0
1047,60285,60293,0,0,0,0,0,0,0,"",0
1048,60286,60295,0,0,0,0,0,0,0,"",0
1049,60287,60296,0,0,0,0,0,0,0,"",0
1050,60298,39252,0,0,0,0,0,0,0,"",0
1051,60299,39252,0,0,0,0,0,0,0,"",0
1052,60300,39252,0,0,0,0,0,0,0,"",0
1053,60301,39252,0,0,0,0,0,0,0,"",0
1054,60302,39252,0,0,0,0,0,0,0,"",0
1055,60303,39252,0,0,0,0,0,0,0,"",0
1056,60304,39252,0,0,0,0,0,0,0,"",0
1057,60305,39252,0,0,0,0,0,0,0,"",0
1058,60594,38766,0,0,0,0,0,0,0,"",0
1059,60595,38766,0,0,0,0,0,0,0,"",0
1060,60596,38766,0,0,0,0,0,0,0,"",0
1061,60597,38766,0,0,0,0,0,0,0,"",0
1062,60598,38766,0,0,0,0,0,0,0,"",0
1063,60599,38766,0,0,0,0,0,0,0,"",0
1064,60600,38766,0,0,0,0,0,0,0,"",0
1065,60601,38766,0,0,0,0,0,0,0,"",0
1068,65710,1837,0,0,0,0,0,0,0,"",0
1069,66986,66987,0,0,0,0,0,0,0,"",0
1070,66986,66987,1,0,0,0,0,0,0,"",0
1071,66986,66987,2,0,0,0,0,0,0,"",0
1072,66986,66987,3,0,0,0,0,0,0,"",0
1073,58524,66987,0,0,0,0,0,0,0,"",0
1074,58524,71125,1,0,0,0,0,0,0,"",0
1075,58524,71126,2,0,0,0,0,0,0,"",0
1086,58528,67376,0,0,0,0,0,0,0,"",0
1087,58529,67391,0,0,0,0,0,0,0,"",0
1088,58530,67400,0,0,0,0,0,0,0,"",0
