"ID","mapZoneId","pos0","pos1","pos2","localizedTextId","mapZoneSpriteId"
292,74,1551,0,4294965759,416996,1
293,75,4055,0,4294965758,416997,1
294,75,4340,0,4294966119,416999,97
295,75,4772,0,4294965759,417000,19
296,75,4384,0,4294965341,417003,98
297,23,5204,0,4294964890,429933,7
298,23,5776,0,4294964731,429934,8
299,32,4744,0,4294961616,429944,26
300,32,3931,0,4294961993,429945,28
301,16,6619,0,4294964812,431649,115
302,16,5394,0,4294964510,431650,67
303,94,4294966999,0,4294967261,434660,1
304,94,213,0,4294967190,434661,1
305,95,1101,0,4294965511,434662,1
306,95,1242,0,4294965508,434663,1
308,97,4294966932,0,4294967233,434665,1
309,97,4294967109,0,4294967237,434666,1
310,96,218,0,4294967189,434677,1
311,96,67,0,4294967211,434678,1
312,5,2410,0,4294964785,439072,67
313,5,2180,0,4294964697,439073,1
314,5,2446,0,4294964467,439074,1
315,5,2482,0,4294964142,439075,52
316,5,3148,0,4294964405,439076,67
317,5,3580,0,4294964729,439077,11
318,5,3576,0,4294965067,439078,1
319,22,4294963523,4294966301,4294960969,444423,71
320,57,4294964476,4294965974,4294961342,444432,1
321,57,4294964585,4294965974,4294961401,444433,1
322,57,4294964584,4294965970,4294961096,444434,1
323,57,4294964697,4294965975,4294961342,444435,1
324,58,4294965530,4294966248,4294961271,444437,1
325,59,4294965530,0,4294961053,444439,1
326,22,4294963466,4294966316,4294961252,444441,71
327,22,4294963797,0,4294961188,444442,71
328,22,4294964856,4294966305,4294962218,444447,56
329,22,4294964614,4294966272,4294961422,444448,57
330,22,4294965010,4294966326,4294962186,444449,71
331,22,4294964278,0,4294961211,444450,71
332,22,4294964858,4294966325,4294962390,444451,1
333,27,4294966981,4294966355,4294964972,444469,36
334,27,4294967090,4294966359,4294964291,444470,51
335,27,4294966535,4294966392,4294965023,444471,32
336,27,4294966756,4294966389,4294964003,444472,67
337,27,4294966701,4294966319,4294963528,444473,94
338,27,4294967228,4294966369,4294963821,444474,1
339,27,510,4294966346,4294963793,444475,30
341,27,666,4294966359,4294963950,444477,105
342,36,4294966892,0,224,486739,37
343,36,4294967155,0,4294966789,486741,38
344,36,4294967140,0,4294967150,486743,41
345,36,4294967150,0,4294967043,486746,30
346,36,4294967029,0,58,486752,39
347,36,4294966824,0,4294967188,486755,40
348,36,4294966830,0,4,486756,36
349,33,4294964772,0,4294966098,486788,14
350,33,4294964822,0,4294965327,486789,29
351,33,4294965033,0,4294965966,486790,14
352,33,4294964908,0,4294965773,486795,14
353,33,4294964788,0,4294965614,486796,29
354,33,4294965000,0,4294965420,486798,5
355,33,4294964650,0,4294965530,486799,30
356,120,7283,0,4294954089,487738,1
357,120,7286,0,4294955264,487739,1
358,120,7288,0,4294954698,487740,1
359,119,9741,0,17943,487746,1
360,119,9740,0,17834,487747,1
361,118,4294963244,0,17942,487796,1
362,118,4294963244,0,17836,487797,1
363,117,4294952988,0,17942,487802,1
364,117,4294952987,0,17831,487803,1
365,116,16799,0,4294949469,487805,1
366,116,16839,0,4294949870,487806,1
367,115,4309,0,4294950226,487810,1
368,115,4310,0,4294950646,487811,1
369,115,4308,0,4294950481,487812,1
370,112,4294944872,0,4294953052,487956,1
371,112,4294945617,0,4294953299,487957,1
372,113,4294945612,0,4294954266,487969,1
373,113,4294945413,0,4294954990,487970,1
374,111,4294945555,0,4294951217,488018,1
375,111,4294945015,0,4294950873,488019,1
376,110,4294962870,0,2688,488021,1
377,110,4294963453,0,2813,488022,1
378,108,2930,0,3220,488024,1
379,108,3279,0,3506,488025,1
380,109,3191,0,4294964054,488029,1
381,109,3210,0,4294963676,488030,1
382,105,4294967294,0,0,488032,1
383,105,132,0,4294967026,488033,1
384,105,132,0,4294967215,488034,1
385,104,617,0,4294967121,488037,1
386,148,4294966147,0,4294966775,493528,1
387,148,168,0,4294966807,493529,1
388,149,2793,0,4294966169,493530,1
390,149,1843,0,4294967172,493532,1
391,149,3738,0,4294967173,493533,1
392,114,4294957489,0,4294950887,493547,1
393,132,4294966287,0,1164,495217,1
394,132,4294966288,0,1063,495218,1
395,132,4294966368,0,976,495219,1
396,132,4294966233,0,954,495220,1
397,132,4294966289,0,875,495221,1
398,132,4294966288,0,970,495222,1
399,14,3907,0,4294965482,495269,60
400,14,4357,0,4294965460,495270,1
401,14,3924,0,4294964945,495271,61
402,14,3939,0,4294965273,495272,62
403,14,4262,0,4294965383,495273,63
404,14,4087,0,4294965329,495274,1
405,14,3587,0,4294965393,495275,18
406,14,4236,0,4294965619,495276,1
407,14,4236,0,4294964900,495277,1
408,14,3967,0,4294965110,495278,1
409,14,4203,0,4294965073,495279,24
410,133,537,0,4294966791,495546,1
411,134,4294966287,0,1074,495547,1
412,134,4294966288,0,1152,495548,1
413,134,4294966290,0,973,495549,1
414,134,4294966358,0,969,495550,1
415,134,4294966241,0,966,495551,1
416,134,4294966285,0,879,495552,1
417,121,4294967283,0,335,495555,1
418,121,4294967286,0,106,495556,1
419,121,4294967259,0,170,495557,1
420,121,104,0,237,495558,1
421,121,193,0,325,495559,1
422,81,23,0,54,495561,1
423,26,2209,4294966447,4294965521,496083,67
424,26,1234,0,4294965269,496155,71
425,26,2243,0,4294964028,496156,102
426,26,2501,0,4294964485,496157,19
427,26,1242,0,4294964872,496158,1
428,26,2174,0,4294965089,496159,1
429,26,1200,0,4294964137,496160,95
430,26,3119,0,4294964345,496161,1
431,26,1897,0,4294964882,496162,1
432,26,1714,0,4294964547,496163,1
433,26,1242,0,4294964533,496164,1
434,27,4294966806,0,4294964566,498737,1
435,51,3085,4294966518,2926,500669,1
436,51,804,4294966413,2629,500670,1
437,51,3004,4294966549,2438,500671,1
438,51,279,4294966346,3115,500672,1
439,51,962,4294966462,2092,500673,1
440,51,1779,4294966480,2128,500674,1
441,53,2731,4294966294,379,501348,71
442,53,2223,4294966369,458,501349,37
443,53,2678,4294966409,904,501350,101
444,53,3137,4294966332,813,501351,101
445,53,2287,4294966368,617,501352,101
446,53,2703,4294966291,4294966961,501353,71
447,53,2818,0,4294966633,501354,86
448,53,2568,0,4294966233,501355,117
449,53,910,4294966378,37,501356,67
450,53,1919,4294966280,4294966727,501357,118
451,53,2026,4294966298,4294966086,501358,119
452,53,1286,4294966321,641,501359,116
453,53,820,4294966336,717,501360,116
454,53,1388,4294966332,322,501361,37
455,53,816,4294966320,4294966577,501362,67
456,53,570,4294966346,428,501363,116
457,53,1354,0,4294966059,501364,117
458,53,864,4294966295,4294966234,501365,86
459,53,1998,4294966310,4294965720,501366,21
460,137,0,0,4294966993,504448,1
461,137,4294967181,0,4294967239,504449,1
462,137,4294967295,0,0,504450,1
463,137,110,0,4294967239,504451,1
464,137,4294967295,0,4294967192,504452,1
465,137,4294967295,0,4294967131,504456,1
466,138,4294967291,0,164,504475,1
467,138,4294967122,0,31,504476,1
468,138,4294967291,0,4294967241,504477,1
469,138,165,0,32,504478,1
470,139,4294967280,0,53,504486,1
471,139,33,0,4294967150,504487,1
472,139,223,0,236,504488,1
473,100,4294966908,0,2549,505116,1
474,100,253,0,2551,505117,1
475,100,4294967294,0,2302,505145,1
476,100,4294967104,0,2237,505146,1
477,100,4294966802,0,2416,505147,1
478,100,4294966802,0,2673,505148,1
479,100,43,0,2849,505149,1
480,100,4294967163,0,2783,505150,1
481,100,4294967229,0,2539,505151,1
482,100,359,0,2675,505152,1
483,100,361,0,2415,505153,1
484,153,4294967247,0,193,506293,1
485,153,113,0,172,506294,1
486,153,4294967054,0,332,506295,1
487,153,235,0,86,506296,1
488,70,686,4294966302,4294964269,515330,106
489,70,817,4294966242,4294963345,515331,46
490,70,4294967213,0,4294963236,515332,104
492,70,4294966266,0,4294963265,515340,57
493,71,2526,0,4294961880,515349,118
494,71,3251,0,4294960831,515350,96
495,71,3609,4294966361,4294961654,515351,52
496,71,2419,0,4294961003,515352,103
497,71,2299,4294966458,4294960542,515363,86
498,31,4294966382,4294967262,4294965781,518594,1
499,31,4294965940,327,4294967172,518595,1
500,31,4294967037,4294967293,4294967256,518596,1
501,31,1360,71,770,518598,1
502,31,1280,85,4294967197,518603,1
503,31,4294966297,93,641,518615,1
504,31,4294966297,83,894,518616,1
505,31,1290,105,4294967276,518629,1
506,151,1510,73,742,518714,1
508,151,1392,85,4294967197,518716,1
509,151,1510,85,264,518718,1
510,156,4294965940,327,4294967172,518719,1
511,157,4294966297,83,894,518720,1
513,158,4294967038,4294967294,4294967247,518722,1
514,159,4294966382,4294967262,4294965781,518723,1
515,131,4294945307,4294966325,4294938984,519960,67
516,131,4294945005,4294966342,4294938940,519961,1
517,131,4294944611,0,4294938824,519962,85
518,131,4294944955,0,4294939385,519963,86
519,131,4294945354,4294966301,4294939125,519974,12
520,131,4294945120,4294966303,4294939504,519975,1
521,131,4294945089,4294966308,4294939646,519976,1
522,131,4294944809,4294966353,4294939511,519977,71
523,131,4294944744,4294966349,4294939816,519978,8
524,131,4294944629,4294966420,4294940130,519979,1
525,184,769,72,4294967240,520002,1
528,185,4294967040,4294967295,4294967256,520005,1
529,186,4294966378,4294967264,4294966156,520006,1
530,186,4294966483,4294967262,4294966055,520007,1
531,186,4294966483,4294967260,4294966276,520008,1
533,186,4294966262,4294967264,4294966276,520010,1
534,187,4294965728,240,4294966079,520011,1
535,187,4294965728,240,4294966204,520012,1
538,26,2727,0,4294963408,523644,53
539,26,2596,0,4294963009,523645,71
540,26,2995,0,4294962674,523646,1
541,26,2374,0,4294963282,523647,67
542,26,2459,0,4294962509,523648,1
543,26,1373,0,4294963151,523666,52
544,26,1705,0,4294963048,523667,1
545,26,1509,0,4294963640,523668,51
546,26,2088,0,4294962652,523669,53
547,26,3285,0,4294963158,523670,81
548,26,1028,0,4294963737,523679,1
549,26,752,0,4294963525,523680,1
550,42,2955,0,4569,523709,51
551,42,2835,0,4343,523710,1
553,42,3303,0,4511,523712,53
554,42,2242,0,4191,523713,53
556,42,1820,0,3753,523715,1
557,42,1344,0,4100,523716,20
558,42,1583,0,3974,523717,71
559,42,1764,0,4530,523718,1
560,42,1590,0,4250,523719,53
561,42,1106,0,3934,523720,53
562,42,483,0,4062,523721,12
563,42,1772,0,4109,523727,67
564,51,1650,0,2865,523955,1
565,51,1425,0,2817,523956,1
566,51,1407,0,3124,523957,1
567,51,1260,0,2662,523958,1
568,51,1639,0,2633,523959,1
569,51,1324,0,2369,523960,1
570,51,1888,0,2700,523961,1
571,51,1887,0,3156,523962,1
572,51,2520,0,3105,523963,1
573,51,2352,0,3634,523964,1
574,51,2005,0,3245,523965,1
575,51,2894,0,3175,523966,1
576,51,2817,0,3522,523967,1
577,51,2715,0,3376,523968,1
578,51,2964,0,3852,523969,1
579,41,4294938626,4294966616,4294938539,529752,67
580,41,4294939058,0,4294938568,529753,71
581,41,4294938637,0,4294937849,529754,51
582,41,4294939002,4294966555,4294938169,529755,28
583,41,4294938841,4294966545,4294938046,529756,1
584,41,4294939219,4294966574,4294938064,529757,26
585,41,4294938426,4294966613,4294938436,529758,77
586,184,652,0,4294966370,534307,1
588,188,4294966531,0,767,534312,1
589,42,3085,4294966518,2926,537321,67
591,42,2715,0,3376,537326,1
592,42,2964,0,3852,537327,23
593,42,1639,0,2633,537328,53
595,42,2352,0,3634,537330,19
596,42,1324,0,2369,537331,39
598,42,2520,0,3105,537333,1
601,42,2951,0,2369,537336,1
602,42,804,4294966413,2629,537337,1
603,42,279,4294966346,3115,537338,71
604,42,1779,4294966480,2128,537339,51
605,42,962,4294966462,2092,537340,87
606,42,1851,0,3223,537341,91
607,42,1650,0,2865,537342,53
609,42,1407,0,3124,537344,90
610,155,3912,4294966331,4294962422,537747,71
611,155,4570,0,4294962842,537748,125
612,155,4153,4294966332,4294962193,537749,67
613,155,4306,0,4294962634,537750,128
614,155,5164,4294966476,4294962442,537751,102
615,155,4834,4294966433,4294961931,537755,124
616,155,5496,4294966433,4294962972,537756,124
617,155,5666,4294966460,4294962120,537757,124
619,155,4702,0,4294963121,537759,103
620,155,2402,0,4294964140,537764,126
621,191,3647,0,4294963926,539186,1
622,191,3647,0,4294964012,539187,1
623,191,3759,0,4294963980,539188,1
624,191,3533,0,4294963978,539189,1
625,191,3645,0,4294964115,539190,1
626,191,3377,0,4294964299,539191,1
627,191,3645,0,4294964302,539192,1
628,191,3337,0,4294964430,539193,1
629,42,2343,4294966543,2162,543220,67
630,42,2198,0,2435,543222,35
631,42,1800,4294966492,2485,543223,71
632,14,3954,0,4294964643,544603,1
633,192,4294966997,4294966226,4294967279,546449,53
634,192,4294966970,4294966215,4294967166,546450,59
635,192,4294967267,1080,4294966985,546451,35
636,192,4294967209,4294966229,268,546452,99
637,192,175,4294966216,4294967256,546453,123
638,192,4294967237,0,4294967245,546454,1
639,141,1035,0,4294966449,549784,1
640,141,1126,0,4294966461,549785,1
641,141,1025,0,4294966381,549786,1
642,141,1025,0,4294966152,549787,1
643,141,1008,0,4294966267,549788,1
644,143,4294966281,0,1143,549800,1
645,143,4294966263,0,1025,549801,1
646,143,4294966296,0,911,549802,1
647,142,1046,0,900,549813,1
648,142,1046,0,1128,549814,1
649,142,1034,0,1010,549815,1
650,142,1107,0,1209,549816,1
651,142,1038,0,1192,549817,1
652,144,4294966778,0,4294966364,549826,1
653,144,4294966779,0,4294966894,549827,1
654,144,4294966549,0,4294966689,549828,1
655,144,4294967012,0,4294966687,549829,1
672,71,2777,0,4294961234,574476,16
673,71,1423,0,4294962085,574477,71
674,71,1491,0,4294962406,574483,67
676,7,4294965774,0,4294963418,576776,71
677,7,4294963831,0,4294963933,576777,19
678,7,4294964125,0,4294964311,576778,1
679,7,4294963982,0,4294964605,576779,1
680,7,4294964698,0,4294962781,576780,1
682,5,1588,0,4294964166,584446,49
683,5,661,0,4294964723,584447,33
684,17,3362,0,4294962414,584697,67
685,12,4294959728,0,4294965981,584921,7
686,5,711,0,4294965435,584946,1
687,74,1917,0,4294965377,584956,71
688,74,1917,0,4294966142,584957,67
689,75,4047,0,4294966129,584958,67
690,75,4054,0,4294965361,584959,71
691,28,3252,0,4294960485,584963,50
692,26,2374,0,4294962200,584980,25
693,26,2184,0,4294962915,584981,106
694,16,5875,0,4294965073,585033,67
695,6,4294964914,0,4294966131,585055,71
696,28,3467,0,4294961781,585059,67
697,28,3580,0,4294961894,585060,71
698,2,5880,0,4294966198,585106,67
699,2,5374,0,4294966009,585107,67
700,2,2655,0,4294967089,585108,71
701,2,2992,0,4294966460,585109,71
702,2,5579,0,116,585110,49
703,2,4024,0,153,585111,67
704,2,3522,0,195,585112,71
705,53,1912,0,4294965262,585113,51
706,2,2195,0,1425,585120,19
707,2,3952,0,739,585121,53
708,53,3221,0,4294966034,585122,25
709,53,750,0,4294965641,585124,103
710,53,1012,0,4294965167,585135,106
711,70,959,0,4294965127,585136,106
712,70,271,0,4294963291,585138,71
713,70,269,0,4294963107,585139,67
714,70,619,0,4294962663,585142,37
715,26,2752,0,4294962306,585748,1
716,8,4294955423,0,4294963285,586285,53
717,8,4294954940,0,4294962999,586287,1
718,8,4294955428,0,4294962774,586291,1
719,8,4294955020,0,4294962210,586294,53
720,8,4294955450,0,4294962378,586295,53
721,8,4294954992,0,4294961412,586296,35
722,8,4294954423,0,4294961840,586297,40
723,8,4294954320,0,4294961452,586298,86
724,48,4294956516,0,4294958896,586299,53
725,48,4294955848,0,4294959583,586300,1
726,48,4294956398,0,4294959479,586301,1
727,48,4294956686,0,4294959786,586302,51
728,48,4294956221,0,4294960751,586305,15
729,48,4294957567,0,4294960428,586306,54
730,48,4294956186,0,4294960142,586307,71
731,48,4294956776,0,4294961215,586308,77
732,48,4294956676,0,4294960034,586309,67
733,48,4294955891,0,4294959245,586310,53
734,8,4294953916,0,4294961933,586312,121
735,8,4294954979,0,4294962539,586315,1
736,155,3930,0,4294963164,594554,106
737,155,3745,0,4294963406,594555,118
738,155,3457,0,4294963523,594556,127
739,155,3198,0,4294963732,594557,86
740,71,2166,0,4294961922,598444,67
741,71,2234,0,4294962168,598445,71
742,71,3503,0,4294961502,611686,1
743,71,3741,0,4294961556,611687,1
744,71,3449,0,4294961722,611688,1
745,71,3692,0,4294961788,611689,1
746,155,4139,0,4294962890,613669,71
747,155,3944,0,4294962907,613670,67
748,103,4294966400,0,4294966607,613675,86
749,103,4294966644,0,4294966609,613676,56
750,103,4294966144,0,4294966608,613677,72
751,14,3727,0,4294965647,616060,1
754,103,4294966400,0,4294966317,623283,129
755,103,4294966402,0,4294966901,623284,129
756,214,212,0,99,632142,1
757,214,257,0,4294967160,632143,1
758,214,177,0,4294967191,632144,1
759,214,220,0,4294966514,632145,1
760,214,444,0,4294966501,632146,1
761,214,219,0,4294966765,632147,1
762,214,690,0,4294966503,632148,1
763,214,970,0,4294966498,632149,1
764,215,447,0,4294966034,632150,1
765,216,4607,0,4294966850,632151,1
766,217,8969,0,4294967041,632152,1
775,475,1267,0,876,680819,1
777,188,4294966603,0,695,719592,1
778,476,4294966182,0,4294965877,734417,136
779,476,4294967140,0,4294967062,734416,137
780,476,4294966368,0,182,734419,1
781,476,222,0,336,734421,1
782,476,129,0,936,734420,138
783,476,448,0,4294966791,734422,139
784,476,239,0,4294966655,734423,1
785,476,4294966872,0,4294966340,734424,141
786,476,4294966660,0,374,734425,140
787,476,4294966587,0,4294966199,734418,1
788,78,4294963969,0,4294966778,745058,143
789,14,4082,0,4294964876,745385,1
791,476,4294966136,0,738,768092,136
