"ID","filter","userTextFilterClassEnum","deploymentRegionEnum","languageId","wordFilterTypeEnum"
625,"shitty",2,0,1,0
626,"shity",2,0,1,0
627,"shitz",2,0,1,0
628,"shyt",2,0,1,0
629,"shyte",2,0,1,0
630,"shytty",2,0,1,0
631,"shyty",2,0,1,0
632,"skanck",2,0,1,0
633,"skank",2,0,1,0
634,"skankee",2,0,1,0
635,"skankey",2,0,1,0
636,"skanks",2,0,1,0
637,"skanky",2,0,1,0
638,"slut",2,0,1,0
639,"sluts",2,0,1,0
640,"slutty",2,0,1,0
641,"slutz",2,0,1,0
643,"sonofabitch",2,0,1,0
645,"sperm",1,0,1,0
647,"teets",1,0,1,0
648,"testical",1,0,1,0
649,"testicle",1,0,1,0
650,"tit",1,0,1,0
651,"tits",1,0,1,0
652,"titt",1,0,1,0
653,"tlts",1,0,1,0
655,"twat",2,0,1,0
658,"vagiina",1,0,1,0
659,"vagina",2,0,1,0
661,"vajina",1,0,1,0
662,"vullva",1,0,1,0
663,"vulva",1,0,1,0
666,"wanker",2,0,1,0
667,"wetback",2,0,1,0
670,"whoar",2,0,1,0
671,"whore",2,0,1,0
804,"ass",1,0,1,0
805,"fuckniggers",2,0,1,0
806,"fuckniggers",2,0,1,0
807,"ahole",2,0,3,0
808,"abgefuckt",2,0,2,0
809,"abgewichst",2,0,2,0
810,"abgewixt",2,0,2,0
811,"abruti",2,0,3,0
812,"abrutis",2,0,3,0
813,"abspritzen",2,0,2,0
814,"abwichsen",2,0,2,0
815,"abwixen",2,0,2,0
816,"ad0lf",0,0,3,0
817,"adoifhitier",0,0,1,0
818,"adolf",0,0,1,0
819,"adolf",1,0,3,0
820,"adolfh",0,0,1,0
821,"adolfh",0,0,3,0
822,"adolfhiiter",0,0,3,0
823,"adolfhiller",0,0,3,0
824,"adolfhitier",0,0,3,0
825,"adolfhitler",0,0,1,0
826,"adolfhitler",1,0,2,0
827,"adolfhitler",1,0,3,0
828,"adolfhitler",0,0,3,0
829,"adolfhitlerr",0,0,3,0
830,"adolfhittler",0,0,3,0
831,"adolfshitler",0,0,3,0
832,"adolfthefuror",0,0,3,0
833,"adollfhitller",0,0,1,0
834,"adollfhitller",0,0,3,0
835,"adolph",0,0,1,0
836,"adolph",1,0,2,0
837,"adolph",0,0,3,0
838,"adolphhitler",0,0,3,0
839,"adolphhitlur",0,0,3,0
840,"adolphkampf",0,0,3,0
841,"aersche",2,0,2,0
842,"affenarsch",1,0,2,0
843,"ahla",0,0,1,0
844,"ahla",0,0,3,0
845,"ahole",0,0,3,0
846,"aids",1,0,2,0
847,"aids",1,0,3,0
848,"aidsvirus",1,0,2,0
849,"ala",0,0,1,0
850,"ala",0,0,3,0
851,"alha",0,0,1,0
852,"alha",0,0,3,0
853,"aljazeera",0,0,1,0
854,"aljazeera",0,0,3,0
855,"alqaeda",0,0,1,0
856,"alqaeda",0,0,3,0
857,"alqaedakiller",0,0,1,0
858,"alqaedakiller",0,0,3,0
859,"alqaedathreat",0,0,1,0
860,"alqaedathreat",0,0,3,0
861,"alqueda",0,0,1,0
862,"alqueda",0,0,3,0
863,"alqueida",0,0,1,0
864,"alqueida",0,0,3,0
865,"alzarqawii",0,0,1,0
866,"alzarqawii",0,0,3,0
867,"anal",2,0,2,0
868,"anal",1,0,2,0
869,"anal",2,0,3,0
870,"analbürste",2,0,2,0
871,"anale",2,0,3,0
872,"analsex",2,0,2,0
873,"antisemit",1,0,2,0
874,"antisemitisch",1,0,2,0
875,"anulingus",2,0,3,0
876,"anus",1,0,2,0
877,"anus",2,0,3,0
878,"apartheid",1,0,2,0
879,"apartheid",1,0,3,0
880,"arier",2,0,2,0
881,"arisch",2,0,2,0
882,"arsch",2,0,2,0
883,"arschfick",2,0,2,0
884,"arschficken",2,0,2,0
885,"arschficker",2,0,2,0
886,"arschfotze",2,0,2,0
887,"arschgeige",2,0,2,0
888,"arschgeigen",2,0,2,0
889,"arschgesicht",2,0,2,0
890,"arschgesichter",2,0,2,0
891,"arschgesichter",2,0,2,0
892,"arschkrampe",2,0,2,0
893,"arschkriecher",2,0,2,0
894,"arschlecken",2,0,2,0
895,"arschlecker",2,0,2,0
896,"arschloch",2,0,2,0
897,"arschlöcher",2,0,2,0
898,"arschnase",2,0,2,0
899,"arschritze",2,0,2,0
900,"arschspalte",2,0,2,0
901,"ashole",2,0,3,0
902,"asholes",2,0,3,0
903,"asholez",2,0,3,0
904,"asholz",2,0,3,0
905,"assface",2,0,3,0
906,"asshole",2,0,2,0
907,"asshole",2,0,3,0
908,"assholes",2,0,3,0
909,"asshoz",2,0,3,0
910,"auschwitz",2,0,2,0
911,"ausschwitz",1,0,2,0
912,"ausschwitz",1,0,3,0
913,"autiste",2,0,3,0
914,"baise",2,0,3,0
915,"baïser",2,0,3,0
916,"baises",2,0,3,0
917,"baiseur",2,0,3,0
918,"baïseur",2,0,3,0
919,"baiseurs",2,0,3,0
920,"baiseuse",2,0,3,0
921,"baiseuses",2,0,3,0
922,"baisodrome",2,0,3,0
923,"baisodromes",2,0,3,0
924,"baltringue",2,0,3,0
925,"bamboula",2,0,3,0
926,"bastard",2,0,2,0
927,"bastard",2,0,3,0
928,"bastarde",2,0,2,0
929,"bastards",2,0,3,0
930,"bastardz",2,0,3,0
931,"basterd",2,0,3,0
932,"basterds",2,0,3,0
933,"basterdz",2,0,3,0
934,"batard",2,0,3,0
935,"bâtard",2,0,3,0
936,"batarde",2,0,3,0
937,"batardes",2,0,3,0
938,"batardise",2,0,3,0
939,"batardises",2,0,3,0
940,"batards",2,0,3,0
941,"bâtards",2,0,3,0
942,"bdsm",2,0,3,0
943,"bekifft",1,0,2,0
944,"benlaadeen",0,0,1,0
945,"benlaadeen",2,0,3,0
946,"bepisse",2,0,2,0
947,"bepissen",2,0,2,0
948,"bepisst",2,0,2,0
949,"bespringen",2,0,2,0
950,"besprungen",2,0,2,0
951,"beur",2,0,3,0
952,"beurrette",2,0,3,0
953,"biatch",2,0,3,0
954,"bicot",2,0,3,0
955,"bicots",2,0,3,0
956,"binladdin",0,0,1,0
957,"binladdin",0,0,3,0
958,"binladen",0,0,1,0
959,"binladen",2,0,3,0
960,"biotch",2,0,3,0
961,"bisexuel",2,0,3,0
962,"bitch",2,0,2,0
963,"bitch",2,0,3,0
964,"bitches",2,0,3,0
965,"bitchs",2,0,3,0
966,"bite",2,0,3,0
967,"bitemolle",2,0,3,0
968,"bites",2,0,3,0
970,"bittee",2,0,3,0
971,"bittees",2,0,3,0
972,"bitter",2,0,3,0
973,"bittes",2,0,3,0
974,"blaeser",1,0,2,0
975,"blödarsch",2,0,2,0
976,"blowjob",2,0,2,0
977,"blowjob",2,0,3,0
978,"boche",2,0,3,0
979,"boches",2,0,3,0
980,"bolschewist",2,0,2,0
981,"bolschewistensau",2,0,2,0
982,"bolschewistenschwein",2,0,2,0
983,"bonasse",2,0,3,0
984,"bondage",2,0,3,0
985,"bondages",2,0,3,0
986,"boner",2,0,2,0
987,"boner",1,0,3,0
988,"boobs",2,0,3,0
989,"bordel",2,0,2,0
990,"bordel",2,0,3,0
991,"bordell",2,0,2,0
992,"bordelle",2,0,2,0
993,"bordels",2,0,3,0
994,"bordsteinschwalbe",2,0,2,0
995,"bordsteinschwalben",2,0,2,0
996,"bormann",1,0,2,0
997,"bougnoul",2,0,3,0
998,"bougnoule",2,0,3,0
999,"bourré",2,0,3,0
1000,"branle",2,0,3,0
1001,"branler",2,0,3,0
1002,"branlette",2,0,3,0
1003,"branlettes",2,0,3,0
1004,"branleur",2,0,3,0
1005,"branleurs",2,0,3,0
1006,"branleuse",2,0,3,0
1007,"branleuses",2,0,3,0
1008,"bukake",1,0,3,0
1009,"bukakke",1,0,3,0
1010,"bukkakke",1,0,3,0
1011,"bullenschwein",2,0,2,0
1012,"bullenschweine",2,0,2,0
1013,"bullshit",2,0,2,0
1014,"bumsaction",2,0,2,0
1015,"bumsen",2,0,2,0
1016,"burne",2,0,3,0
1017,"burnes",2,0,3,0
1018,"capote",2,0,3,0
1019,"capotes",2,0,3,0
1020,"castration",2,0,3,0
1021,"castrer",2,0,3,0
1022,"catin",2,0,3,0
1023,"catins",2,0,3,0
1024,"chatte",0,0,3,0
1025,"chaudasse",2,0,3,0
1026,"chaudasses",2,0,3,0
1027,"chaude",2,0,3,0
1028,"chiasse",2,0,3,0
1029,"chibre",1,0,3,0
1030,"chicano",2,0,3,0
1031,"chicanos",2,0,3,0
1032,"chie",2,0,3,0
1033,"chiennasse",2,0,3,0
1034,"chiennasses",2,0,3,0
1035,"chier",2,0,3,0
1036,"chinetoc",2,0,3,0
1037,"chinetok",2,0,3,0
1038,"chinetoque",2,0,3,0
1039,"chinetoques",2,0,3,0
1040,"chintoc",2,0,3,0
1041,"chiotte",2,0,3,0
1042,"chleuh",2,0,3,0
1043,"chleuhe",2,0,3,0
1044,"chleuhes",2,0,3,0
1045,"chleuhs",2,0,3,0
1046,"choune",1,0,3,0
1047,"clito",2,0,3,0
1048,"clitoris",2,0,3,0
1049,"clitos",2,0,3,0
1050,"clittoris",2,0,3,0
1051,"clodo",2,0,3,0
1052,"clodos",2,0,3,0
1053,"cocaine",2,0,3,0
1054,"cochonne",2,0,3,0
1055,"cock",2,0,2,0
1056,"cockring",2,0,2,0
1057,"cockring",2,0,3,0
1058,"cocks",2,0,2,0
1059,"collabo",2,0,3,0
1060,"collabos",2,0,3,0
1061,"con",2,0,3,0
1062,"conard",2,0,3,0
1063,"conarde",2,0,3,0
1064,"conardes",2,0,3,0
1065,"conards",2,0,3,0
1066,"conasse",2,0,3,0
1067,"conasses",2,0,3,0
1068,"connard",2,0,3,0
1069,"connarde",2,0,3,0
1070,"connardes",2,0,3,0
1071,"connards",2,0,3,0
1072,"connasse",2,0,3,0
1073,"connasses",2,0,3,0
1074,"conne",2,0,3,0
1075,"connerie",2,0,3,0
1076,"conneries",2,0,3,0
1077,"connes",2,0,3,0
1078,"cons",2,0,3,0
1079,"couillasse",2,0,3,0
1080,"couille",2,0,3,0
1081,"couillemolle",2,0,3,0
1082,"couilles",2,0,3,0
1083,"couillu",2,0,3,0
1084,"couillue",2,0,3,0
1085,"couillues",2,0,3,0
1086,"couillus",2,0,3,0
1087,"crack",2,0,3,0
1088,"crackbaby",2,0,3,0
1089,"crackcocaine",2,0,3,0
1090,"crackhead",2,0,3,0
1091,"crevard",2,0,3,0
1092,"crevure",2,0,3,0
1093,"croixgammée",0,0,1,0
1094,"crouillat",2,0,3,0
1095,"crouille",2,0,3,0
1096,"crouilles",2,0,3,0
1097,"croupe",2,0,3,0
1098,"croupes",2,0,3,0
1099,"crystalinemeth",2,0,3,0
1100,"crystalmethman",2,0,3,0
1101,"cul",2,0,3,0
1102,"culs",2,0,3,0
1103,"cum",1,0,2,0
1104,"cum",1,0,3,0
1105,"cunilingus",2,0,3,0
1106,"cunni",2,0,3,0
1107,"cunnilingus",2,0,2,0
1108,"cunnilingus",2,0,3,0
1109,"cybersex",1,0,2,0
1110,"cybersex",1,0,3,0
1111,"debil",2,0,2,0
1112,"deutschlandlied",1,0,2,0
1113,"dielandstricherin",1,0,2,0
1114,"dildo",2,0,2,0
1115,"dildos",2,0,2,0
1116,"dominatrix",2,0,3,0
1117,"dope",2,0,2,0
1118,"douche",1,0,2,0
1119,"doucher",1,0,2,0
1120,"douchesvaginales",2,0,3,0
1121,"douchevaginale",2,0,3,0
1122,"drecksack",2,0,2,0
1123,"drecksau",2,0,2,0
1124,"dreckschwein",2,0,2,0
1125,"dreckschweine",2,0,2,0
1126,"drecksfotze",2,0,2,0
1129,"drittesreich",2,0,2,0
1130,"ducon",2,0,3,0
1131,"ducons",2,0,3,0
1132,"durchficken",2,0,2,0
1133,"durchfikken",2,0,2,0
1134,"durchgefickt",2,0,2,0
1135,"duschlampe",1,0,2,0
1136,"eichel",2,0,2,0
1137,"eichmann",1,0,2,0
1138,"eierlecker",1,0,2,0
1139,"eiterpickel",2,0,2,0
1140,"ejakulat",2,0,2,0
1141,"ejakulation",2,0,2,0
1142,"ejakuliere",2,0,2,0
1143,"ejakulieren",2,0,2,0
1144,"ejakuliert",2,0,2,0
1145,"ejakulierten",2,0,2,0
1146,"emmerde",2,0,3,0
1147,"emmerder",2,0,3,0
1148,"emmerdeur",2,0,3,0
1149,"emmerdeurs",2,0,3,0
1150,"emmerdeuse",2,0,3,0
1151,"emmerdeuses",2,0,3,0
1152,"encula",2,0,3,0
1153,"enculage",2,0,3,0
1154,"enculages",2,0,3,0
1155,"enculai",2,0,3,0
1156,"enculaient",2,0,3,0
1157,"enculais",2,0,3,0
1158,"enculait",2,0,3,0
1159,"enculames",2,0,3,0
1160,"enculant",2,0,3,0
1161,"enculas",2,0,3,0
1162,"enculasse",2,0,3,0
1163,"enculassent",2,0,3,0
1164,"enculasses",2,0,3,0
1165,"enculassiez",2,0,3,0
1166,"enculassions",2,0,3,0
1167,"enculat",2,0,3,0
1168,"enculates",2,0,3,0
1169,"enculent",2,0,3,0
1170,"enculer",2,0,3,0
1171,"enculera",2,0,3,0
1172,"enculerai",2,0,3,0
1173,"enculeraient",2,0,3,0
1174,"enculerais",2,0,3,0
1175,"enculerait",2,0,3,0
1176,"enculeras",2,0,3,0
1177,"enculerent",2,0,3,0
1178,"enculerez",2,0,3,0
1179,"enculeriez",2,0,3,0
1180,"enculerions",2,0,3,0
1181,"enculerons",2,0,3,0
1182,"enculeront",2,0,3,0
1183,"encules",2,0,3,0
1184,"enculeur",2,0,3,0
1185,"enculeurs",2,0,3,0
1186,"enculeuse",2,0,3,0
1187,"enculeuses",2,0,3,0
1188,"enculez",2,0,3,0
1189,"enculiez",2,0,3,0
1190,"enculions",2,0,3,0
1191,"enculons",2,0,3,0
1192,"endloesung",1,0,2,0
1193,"endsieg",1,0,2,0
1194,"enjuiver",2,0,3,0
1195,"entrejambe",2,0,3,0
1196,"eregieren",2,0,2,0
1197,"eregiert",2,0,2,0
1198,"erektion",2,0,2,0
1199,"esclave",2,0,3,0
1200,"esclaves",2,0,3,0
1201,"etron",2,0,3,0
1202,"eunuque",2,0,3,0
1203,"eunuques",2,0,3,0
1204,"evabraun",1,0,2,0
1205,"facedecitron",2,0,3,0
1206,"facedecul",2,0,3,0
1207,"facedepet",2,0,3,0
1208,"facesdecitron",2,0,3,0
1209,"faekalmonster",1,0,2,0
1210,"fairechier",2,0,3,0
1211,"faireletapin",2,0,3,0
1212,"faischier",2,0,3,0
1213,"falacio",1,0,2,0
1214,"fallus",1,0,3,0
1215,"falus",1,0,2,0
1216,"falus",1,0,3,0
1217,"faschismus",2,0,2,0
1218,"faschist",2,0,2,0
1219,"faschisten",2,0,2,0
1220,"faschistisch",2,0,2,0
1221,"fasciste",2,0,3,0
1222,"fashist",1,0,2,0
1223,"faustfick",2,0,2,0
1224,"fehlgeburt",2,0,2,0
1225,"felation",2,0,3,0
1226,"fellatio",2,0,2,0
1227,"fellation",2,0,3,0
1228,"fellations",2,0,3,0
1229,"fesser",2,0,3,0
1230,"fetischsex",2,0,2,0
1231,"fettsack",2,0,2,0
1232,"fettsau",2,0,2,0
1233,"fettwanst",2,0,2,0
1234,"feuj",2,0,3,0
1235,"feujs",2,0,3,0
1236,"fick",2,0,2,0
1237,"ficken",2,0,2,0
1238,"ficker",2,0,2,0
1239,"fickfehler",2,0,2,0
1240,"fickfrosch",2,0,2,0
1241,"fickgesicht",2,0,2,0
1242,"fickloch",2,0,2,0
1243,"fickmaus",2,0,2,0
1244,"fickmäuschen",2,0,2,0
1245,"ficksahne",2,0,2,0
1246,"fickschlampe",2,0,2,0
1247,"fickschlitz",2,0,2,0
1248,"fickschnitzel",2,0,2,0
1249,"fikken",2,0,2,0
1250,"fils2pute",2,0,3,0
1251,"filsdepute",2,0,3,0
1252,"fingere",2,0,2,0
1253,"fingern",2,0,2,0
1254,"fion",2,0,3,0
1255,"fions",2,0,3,0
1256,"fiotte",2,0,3,0
1257,"fisten",2,0,2,0
1258,"fister",2,0,3,0
1259,"flamingant",2,0,3,0
1260,"flamingante",2,0,3,0
1261,"flamingantes",2,0,3,0
1262,"flamingants",2,0,3,0
1263,"forniquer",0,0,3,0
1264,"fotze",2,0,2,0
1265,"fotzen",2,0,2,0
1266,"fotzenlecker",2,0,2,0
1267,"fotzensaft",2,0,2,0
1270,"foufoune",2,0,3,0
1271,"foufounes",2,0,3,0
1272,"foune",1,0,3,0
1273,"fouteurdemerde",2,0,3,0
1274,"fouteurs",2,0,3,0
1275,"fouteuse",2,0,3,0
1276,"fouteuses",2,0,3,0
1278,"foutoirs",2,0,3,0
1279,"foutra",2,0,3,0
1280,"foutrai",2,0,3,0
1281,"foutraient",2,0,3,0
1282,"foutrais",2,0,3,0
1283,"foutrait",2,0,3,0
1284,"foutral",2,0,3,0
1285,"foutrale",2,0,3,0
1286,"foutrales",2,0,3,0
1287,"foutrals",2,0,3,0
1288,"foutraque",2,0,3,0
1289,"foutraques",2,0,3,0
1290,"foutras",2,0,3,0
1291,"foutre",2,0,3,0
1292,"foutrement",2,0,3,0
1293,"foutres",2,0,3,0
1294,"foutrez",2,0,3,0
1295,"foutriez",2,0,3,0
1296,"foutrions",2,0,3,0
1297,"foutrons",2,0,3,0
1298,"foutront",2,0,3,0
1299,"fozze",2,0,2,0
1300,"fridolin",2,0,3,0
1301,"fridolins",2,0,3,0
1302,"fritz",2,0,3,0
1303,"frocard",2,0,3,0
1304,"frocards",2,0,3,0
1305,"fuck",2,0,2,0
1306,"fuck",2,0,3,0
1307,"fucker",2,0,3,0
1308,"fuckface",2,0,2,0
1309,"fucking",2,0,3,0
1310,"fuhrer",2,0,2,0
1311,"furz",2,0,2,0
1312,"fürze",2,0,2,0
1313,"furzen",2,0,2,0
1314,"futt",2,0,2,0
1317,"gangbang",2,0,2,0
1318,"gangbang",1,0,3,0
1319,"gangbanger",2,0,2,0
1320,"gangbangers",2,0,2,0
1321,"gangbanging",2,0,2,0
1322,"gangbangs",2,0,2,0
1323,"garce",2,0,3,0
1324,"garces",2,0,3,0
1325,"gaskammer",2,0,2,0
1326,"gay",2,0,3,0
1327,"gays",2,0,3,0
1328,"geblasen",2,0,2,0
1329,"gebummst",2,0,2,0
1330,"gebumst",2,0,2,0
1331,"gefickt",2,0,2,0
1332,"gefickter",2,0,2,0
1333,"gefingert",2,0,2,0
1334,"gehirnamputiert",2,0,2,0
1335,"geil",0,0,2,0
1336,"genital",2,0,2,0
1337,"genitalia",1,0,2,0
1338,"genitalien",2,0,2,0
1339,"genitalius",1,0,2,0
1340,"genozid",1,0,2,0
1341,"gepimpert",2,0,2,0
1342,"gepoppt",2,0,2,0
1343,"gerbiling",2,0,3,0
1344,"gestapo",2,0,2,0
1345,"gewichst",2,0,2,0
1346,"gewixt",2,0,2,0
1347,"glandu",2,0,3,0
1348,"göbbels",2,0,2,0
1349,"god",2,0,3,0
1350,"gode",2,0,3,0
1351,"godemichet",2,0,3,0
1352,"godemichets",2,0,3,0
1353,"godes",2,0,3,0
1354,"gods",2,0,3,0
1355,"goebbels",2,0,2,0
1356,"goering",2,0,2,0
1357,"gogol",2,0,3,0
1358,"goldenshower",1,0,3,0
1359,"gonsessesurgonzesse",2,0,3,0
1360,"gonzessespourgonzesses",2,0,3,0
1361,"gonzessessurgonzesses",2,0,3,0
1362,"goring",2,0,2,0
1363,"göring",2,0,2,0
1364,"gouine",2,0,3,0
1365,"gouines",2,0,3,0
1366,"grognasse",2,0,3,0
1367,"guenipe",2,0,3,0
1368,"guidoune",2,0,3,0
1369,"guidounes",2,0,3,0
1370,"h1tl3r",2,0,3,0
1371,"h1tler",2,0,3,0
1372,"hackfresse",2,0,2,0
1373,"hakenkreuz",2,0,2,0
1374,"heilhitler",1,0,2,0
1375,"heroin",1,0,2,0
1376,"herumbumsen",2,0,2,0
1377,"herumhuren",2,0,2,0
1378,"heydrich",1,0,2,0
1379,"himmler",2,0,2,0
1380,"himmler",0,0,3,0
1381,"hirnamputiert",2,0,2,0
1382,"hitier",2,0,3,0
1383,"hitl3r",2,0,3,0
1384,"hitl4r",0,0,1,0
1385,"hitl4r",1,0,2,0
1386,"hitl4r",2,0,3,0
1387,"hitlar",0,0,1,0
1388,"hitlar",1,0,2,0
1389,"hitlar",2,0,3,0
1390,"hitler",0,0,1,0
1391,"hitler",2,0,2,0
1392,"hitler",2,0,3,0
1393,"hitlera",0,0,1,0
1394,"hitlera",2,0,3,0
1395,"hitlers",0,0,1,0
1396,"hitlers",2,0,3,0
1397,"hitller",0,0,1,0
1398,"hitller",2,0,3,0
1399,"hitlor",0,0,1,0
1400,"hitlor",2,0,3,0
1401,"hitlor",0,0,3,0
1402,"hitlur",1,0,2,0
1403,"hiv",1,0,2,0
1404,"hiv",1,0,3,0
1405,"hj",2,0,2,0
1406,"hodensack",2,0,2,0
1407,"holocaust",1,0,2,0
1408,"holocauste",1,0,3,0
1409,"holokaust",1,0,2,0
1410,"hommepourhomme",2,0,3,0
1411,"hommespourhommes",2,0,3,0
1412,"hommessurhommes",2,0,3,0
1413,"hommesurhomme",2,0,3,0
1414,"homo",2,0,2,0
1415,"homo",2,0,3,0
1416,"homos",2,0,3,0
1417,"homosexuel",2,0,3,0
1418,"homosexuels",2,0,3,0
1419,"hosenscheisser",2,0,2,0
1420,"hure",2,0,2,0
1421,"huren",2,0,2,0
1422,"hurenbock",2,0,2,0
1423,"hurendreck",2,0,2,0
1424,"hurenhaus",2,0,2,0
1425,"hurensohn",2,0,2,0
1426,"idiot",2,0,2,0
1427,"inzest",2,0,2,0
1428,"jihad",2,0,2,0
1429,"josefstalin",1,0,2,0
1430,"josephgoebbels",1,0,2,0
1431,"josephmangela",1,0,2,0
1432,"josephstalin",1,0,2,0
