"ID","localizedTextIdName","tradeSkillId","item2IdOutput","item2IdOutputFail","outputCount","lootId","tier","flags","item2IdMaterial00","item2IdMaterial01","item2IdMaterial02","item2IdMaterial03","item2IdMaterial04","materialCost00","materialCost01","materialCost02","materialCost03","materialCost04","tradeskillSchematic2IdParent","vectorX","vectorY","radius","critRadius","item2IdOutputCrit","outputCountCritBonus","priority","maxAdditives","discoverableQuadrant","discoverableRadius","discoverableAngle","tradeskillCatalystOrderingId"
6646,724973,12,81537,81889,1,0,0,4,84166,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6653,724980,12,81556,81889,1,0,0,4,84191,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6655,724982,12,81558,81889,1,0,0,4,84193,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6660,724987,12,81575,81889,1,0,0,4,84216,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6662,724989,12,81577,81889,1,0,0,4,84218,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6664,724991,12,85631,81889,1,0,0,4,84238,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6669,724996,14,81608,81889,1,0,0,4,84123,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6778,739817,1,85613,81889,1,0,0,4,85547,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6780,739819,1,85615,81889,1,0,0,4,85549,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6787,739826,12,85628,81889,1,0,0,4,85556,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6789,739828,14,85636,81889,1,0,0,4,85558,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6794,739833,14,85641,81889,1,0,0,4,85563,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6796,739835,21,85649,81889,1,0,0,4,85565,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6803,739842,21,84081,81889,1,0,0,4,85571,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6671,724998,14,81610,81889,1,0,0,4,84125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6678,725005,14,81629,81889,1,0,0,4,84150,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6680,725007,14,81631,81889,1,0,0,4,84152,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6685,725012,14,81648,81889,1,0,0,4,84175,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6687,725014,14,81662,81889,1,0,0,4,84195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6689,725016,14,81664,81889,1,0,0,4,84197,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6694,725021,14,81681,81889,1,0,0,4,84220,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6696,725023,14,81683,81889,1,0,0,4,84222,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6603,724930,1,81410,81889,1,0,0,4,84135,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6605,724932,1,81412,81889,1,0,0,4,84137,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6703,725030,14,85646,81889,1,0,0,4,84247,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6705,725032,21,81716,81889,1,0,0,4,84129,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6712,725039,21,81735,81889,1,0,0,4,84154,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6714,725041,21,81737,81889,1,0,0,4,84156,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6719,725046,21,81754,81889,1,0,0,4,84179,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6721,725048,21,81756,81889,1,0,0,4,84181,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6728,725055,21,81775,81889,1,0,0,4,84206,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6730,725057,21,81789,81889,1,0,0,4,84226,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6610,724937,1,81429,81889,1,0,0,4,84160,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6612,724939,1,81431,81889,1,0,0,4,84162,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6619,724946,1,81450,81889,1,0,0,4,84187,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6621,724948,1,81464,81889,1,0,0,4,84207,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6628,724955,1,85619,81889,1,0,0,4,84232,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6630,724957,1,85621,81889,1,0,0,4,84234,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6635,724962,12,81502,81889,1,0,0,4,84119,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6637,724964,12,81504,81889,1,0,0,4,84121,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6737,725064,21,85656,81889,1,0,0,4,84251,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6739,725066,21,85658,81889,1,0,0,4,84253,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6744,725071,21,84025,81889,1,0,0,4,84284,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6746,725073,1,84035,81889,1,0,0,4,84285,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6753,725080,12,84058,81889,1,0,0,4,84292,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6755,725082,14,84060,81889,1,0,0,4,85724,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6762,725089,1,84083,81889,1,0,0,4,84297,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6764,725091,21,84085,81889,1,0,0,4,84299,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6681,725008,14,81644,81889,1,0,0,4,84171,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6682,725009,14,81645,81889,1,0,0,4,84172,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6683,725010,14,81646,81889,1,0,0,4,84173,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6684,725011,14,81647,81889,1,0,0,4,84174,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6698,725025,14,81685,81889,1,0,0,4,84224,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6699,725026,14,85642,81889,1,0,0,4,84243,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6700,725027,14,85643,81889,1,0,0,4,84244,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6701,725028,14,85644,81889,1,0,0,4,84245,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6598,724925,1,81393,81889,1,0,0,4,84112,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6599,724926,1,81394,81889,1,0,0,4,84113,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6600,724927,1,81395,81889,1,0,0,4,84114,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6601,724928,1,81396,81889,1,0,0,4,84115,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6715,725042,21,81738,81889,1,0,0,4,84157,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6716,725043,21,81739,81889,1,0,0,4,84158,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6717,725044,21,81752,81889,1,0,0,4,84177,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6718,725045,21,81753,81889,1,0,0,4,84178,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6731,725058,21,81790,81889,1,0,0,4,84227,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6732,725059,21,81791,81889,1,0,0,4,84228,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6733,725060,21,81792,81889,1,0,0,4,84229,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6614,724941,1,81433,81889,1,0,0,4,84164,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6615,724942,1,81446,81889,1,0,0,4,84183,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6616,724943,1,81447,81889,1,0,0,4,84184,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6617,724944,1,81448,81889,1,0,0,4,84185,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6618,724945,1,81449,81889,1,0,0,4,84186,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6631,724958,1,85622,81889,1,0,0,4,84235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6632,724959,1,85623,81889,1,0,0,4,84236,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6633,724960,12,81500,81889,1,0,0,4,84117,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6634,724961,12,81501,81889,1,0,0,4,84118,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6734,725061,21,81793,81889,1,0,0,4,84230,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6735,725062,21,85654,81889,1,0,0,4,84249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6748,725075,21,84037,81889,1,0,0,4,84287,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6749,725076,12,84046,81889,1,0,0,4,84289,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6750,725077,1,84047,81889,1,0,0,4,84288,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6751,725078,14,84048,81889,1,0,0,4,85723,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6648,724975,12,81539,81889,1,0,0,4,84168,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6649,724976,12,81540,81889,1,0,0,4,84169,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6650,724977,12,81541,81889,1,0,0,4,84170,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6651,724978,12,81554,81889,1,0,0,4,84189,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6665,724992,12,85632,81889,1,0,0,4,84239,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6666,724993,12,85633,81889,1,0,0,4,84240,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6667,724994,12,85634,81889,1,0,0,4,84241,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6668,724995,12,85635,81889,1,0,0,4,84242,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6782,739821,1,85617,81889,1,0,0,4,85551,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6783,739822,12,85624,81889,1,0,0,4,85552,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6784,739823,12,85625,81889,1,0,0,4,85553,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6785,739824,12,85626,81889,1,0,0,4,85554,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6798,739837,21,85651,81889,1,0,0,4,85567,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6799,739838,21,85652,81889,1,0,0,4,85568,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6800,739839,21,85653,81889,1,0,0,4,85569,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6801,739840,1,84079,81889,1,0,0,4,85570,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6915,761692,22,90722,0,1,0,1,1,91117,78103,78093,0,0,1,28,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
