"id","name","hash","radius","soundBankId00","soundBankId01","soundBankId02","soundBankId03","soundBankId04","soundBankId05","soundBankId06","soundBankId07","flags","limitPriority"
674,"Play_Roan_Default_Ready_Var01",232360631,40,15,0,0,0,0,0,0,0,0,0
677,"Play_SaboteurBot_Default_Run",533117578,40,15,0,0,0,0,0,0,0,0,0
678,"Play_SaboteurBot_Default_Special01_Action",2708781174,40,15,0,0,0,0,0,0,0,0,0
679,"Play_SaboteurBot_Default_Special01_Charge",2725301340,40,15,0,0,0,0,0,0,0,0,0
680,"Play_SaboteurBot_Default_Special02_Action",2967987447,40,15,0,0,0,0,0,0,0,0,0
681,"Play_SaboteurBot_Default_Stand_VAR",3261191467,40,15,0,0,0,0,0,0,0,0,0
682,"Play_SaboteurBot_Default_Stand_VAR_LookAround",1643587680,40,15,0,0,0,0,0,0,0,0,0
683,"Play_SaboteurBot_Default_Walk",3622592884,40,15,0,0,0,0,0,0,0,0,0
684,"Play_Skeetch_Default_Cast_Charge",2648724692,40,15,0,0,0,0,0,0,0,0,0
685,"Play_Skeetch_Default_Cast_Directed_Action",3767097269,40,15,0,0,0,0,0,0,0,0,0
687,"Play_Skeetch_Default_Death",1129214262,40,15,0,0,0,0,0,0,0,0,0
689,"Play_Skeetch_Default_Dodge",2498934341,40,15,0,0,0,0,0,0,0,0,0
691,"Play_Skeetch_Default_Run",2291124535,40,15,0,0,0,0,0,0,0,0,0
692,"Play_Skeetch_Default_Special01_Action",1636396013,40,15,0,0,0,0,0,0,0,0,0
693,"Play_Skeetch_Default_Stand",3226719088,40,15,0,0,0,0,0,0,0,0,0
694,"Play_Skeetch_Default_Stand_VAR_eyelook",3516767477,40,15,0,0,0,0,0,0,0,0,0
696,"Play_Skeetch_Default_Wound",3058339545,40,15,0,0,0,0,0,0,0,0,0
697,"Play_Skeetch_Default_Wound_Critical",2410034815,40,15,0,0,0,0,0,0,0,0,0
698,"Play_Skeetch_Firebolt_Charge",3364885150,40,15,0,0,0,0,0,0,0,0,0
702,"Play_Skug_Default_Death_Var01",2354124582,40,15,0,0,0,0,0,0,0,0,0
703,"Play_Skug_Default_Dodge",3493599994,40,15,0,0,0,0,0,0,0,0,0
704,"Play_Skug_Default_Wound",2083607526,40,15,0,0,0,0,0,0,0,0,0
705,"Play_Vind_Default_Death",1950054062,40,15,0,0,0,0,0,0,0,0,0
706,"Play_Vind_Default_Death_Hover",1543582293,40,15,0,0,0,0,0,0,0,0,0
707,"Play_Vind_Default_Dodge_Fly",2468603051,40,15,0,0,0,0,0,0,0,0,0
708,"Play_Vind_Default_GroundtoHover",2784810624,40,15,0,0,0,0,0,0,0,0,0
709,"Play_Vind_Default_Ready",2909369925,40,15,0,0,0,0,0,0,0,0,0
710,"Play_Vind_Default_Run_Fly",4262144573,40,15,0,0,0,0,0,0,0,0,0
711,"Play_Vind_Default_Stand_Fly",3880132278,40,15,0,0,0,0,0,0,0,0,0
712,"Play_Vind_Default_Walk_Fly",1888945817,40,15,0,0,0,0,0,0,0,0,0
713,"Play_Vind_Default_Wound",694844321,40,15,0,0,0,0,0,0,0,0,0
716,"Play_Vulcarrion_Default_Special01_Action",473910937,40,15,0,0,0,0,0,0,0,0,0
718,"Play_Vulcarrion_Default_Special01_Charge_Start",1119758426,40,15,0,0,0,0,0,0,0,0,0
721,"Play_Vulcarrion_Default_Wound",3008720565,40,15,0,0,0,0,0,0,0,0,0
722,"Play_Vulcarrion_Default_Wound_Critical",1764548075,40,15,0,0,0,0,0,0,0,0,0
723,"Play_Fireball_Cast_Action01",2613553731,40,15,0,0,0,0,0,0,0,0,0
724,"Play_Pumera_Default_Death_Var01",893761960,40,15,0,0,0,0,0,0,0,0,0
726,"Play_Pumera_Default_Ready_Var01",420350831,40,15,0,0,0,0,0,0,0,0,0
727,"Play_Gallup_Dagun_Grass",956853542,40,15,0,0,0,0,0,0,0,0,0
728,"Play_Walk_Dagun_Grass",796561242,40,15,0,0,0,0,0,0,0,0,0
736,"Play_Whoosh_HumanMale_Default_Attack_FirstWhooshes",1752548427,40,15,0,0,0,0,0,0,0,0,0
737,"Play_Whoosh_HumanMale_Default_Attack_SecondWhooshes",929804103,40,15,0,0,0,0,0,0,0,0,0
743,"Play_Whoosh_HumanMale_SwordandShield_Dodge",1695817825,40,15,0,0,0,0,0,0,0,0,0
749,"Play_6Legged_Soft_Grass",1692433604,40,15,0,0,0,0,0,0,0,0,0
751,"Play_ReelikTheShaman_Zap_Action_Var01",3606466253,40,15,0,0,0,0,0,0,0,0,0
752,"Play_Skug_Aggro",1623923763,40,15,0,0,0,0,0,0,0,0,0
761,"Play_VindHarvester_Usable_loop",2831476947,40,15,0,0,0,0,0,0,0,1,0
762,"Play_VindHarvester_Used",2999223809,40,15,0,0,0,0,0,0,0,0,0
763,"Stop_VindHarvester_Usable_loop",2393772725,0,15,0,0,0,0,0,0,0,0,0
764,"Play_AlgorocRock_Explode",2010514720,40,15,0,0,0,0,0,0,0,0,0
765,"Play_Campfire_Loop",4257633926,40,15,0,0,0,0,0,0,0,1,0
766,"Play_CortexHarmoninzer_Activate",4008901296,40,15,0,0,0,0,0,0,0,0,0
767,"Stop_Campfire_Loop",968749696,0,15,0,0,0,0,0,0,0,0,0
768,"Play_Yeti_Default_Attack",1300381998,40,15,0,0,0,0,0,0,0,0,0
769,"Play_Yeti_Default_Attack_VAR_twohandslap",3021999482,40,15,0,0,0,0,0,0,0,0,0
770,"Play_Yeti_Default_Death",4023582484,40,15,0,0,0,0,0,0,0,0,0
771,"Play_Yeti_Default_Dodge",2736405507,40,15,0,0,0,0,0,0,0,0,0
772,"Play_FalkrinMale_1H_Attack",1259579137,40,15,0,0,0,0,0,0,0,0,0
773,"Play_FalkrinMale_1H_Attack_VAR_front_slash",17216349,40,15,0,0,0,0,0,0,0,0,0
774,"Play_FalkrinMale_2H_Attack",1235052518,40,15,0,0,0,0,0,0,0,0,0
775,"Play_FalkrinMale_2H_Attack_VAR_groundslash",1082313797,40,15,0,0,0,0,0,0,0,0,0
776,"Play_FalkrinMale_Default_Attack",1603702351,40,15,0,0,0,0,0,0,0,0,0
777,"Play_FalkrinMale_Default_Attack_VAR_downslash",95672227,40,15,0,0,0,0,0,0,0,0,0
783,"Play_FalkrinMale_Default_Dodge",84626832,40,15,0,0,0,0,0,0,0,0,0
785,"Play_FalkrinMale_Default_GroundtoHover",907317569,40,15,0,0,0,0,0,0,0,0,0
786,"Play_FalkrinMale_Default_HovertoGround",3938290293,40,15,0,0,0,0,0,0,0,0,0
787,"Play_FalkrinMale_Default_Parry",1252622903,40,15,0,0,0,0,0,0,0,0,0
788,"Play_FalkrinMale_Default_Ready",3134722396,0,15,0,0,0,0,0,0,0,0,0
791,"Play_FalkrinMale_Default_Stand",3375504593,0,15,0,0,0,0,0,0,0,0,0
792,"Play_FalkrinMale_Default_Stand_Hover",3873608930,40,15,0,0,0,0,0,0,0,0,0
793,"Play_FalkrinMale_Default_Stand_Hover_VAR_LookAround",795449489,40,15,0,0,0,0,0,0,0,0,0
794,"Play_FalkrinMale_Default_Stand_VAR_2_LookAround",1988344581,0,15,0,0,0,0,0,0,0,0,0
796,"Play_FalkrinMale_Default_Wound",785838600,40,15,0,0,0,0,0,0,0,0,0
798,"Play_Yeti_Default_Parry",1058156824,40,15,0,0,0,0,0,0,0,0,0
799,"Play_Yeti_Default_Ready",872303263,40,15,0,0,0,0,0,0,0,0,0
800,"Play_Yeti_Default_Run",619086173,40,15,0,0,0,0,0,0,0,0,0
801,"Play_Yeti_Default_Special01_Action",1750612079,40,15,0,0,0,0,0,0,0,0,0
803,"Play_Yeti_Default_Stand_VAR_lookaround",2356588541,40,15,0,0,0,0,0,0,0,0,0
804,"Play_Yeti_Default_Stand_VAR_roar",2775655971,40,15,0,0,0,0,0,0,0,0,0
805,"Play_Yeti_Default_Walk",202926957,0,15,0,0,0,0,0,0,0,0,0
806,"Play_Yeti_Default_Wound",3874978587,40,15,0,0,0,0,0,0,0,0,0
812,"Play_HumanMale_Splatter_Action01",1162585452,40,15,0,0,0,0,0,0,0,0,0
813,"Play_HumanMale_Splatter_Impact01",3767677524,40,15,0,0,0,0,0,0,0,0,0
814,"Play_HumanMale_DeathWarrant_Action",852166885,40,15,0,0,0,0,0,0,0,0,0
815,"Play_HumanMale_AutoAttack_2HAttackVAR2_Action",3214500007,40,15,0,0,0,0,0,0,0,0,0
816,"Play_HumanMale_AutoAttack_2HAttack_Action",691049750,40,15,0,0,0,0,0,0,0,0,0
817,"Play_HumanMale_AutoAttack_Impact",656766789,40,15,0,0,0,0,0,0,0,0,0
819,"Play_HumanMale_BumRush_Action",3380599678,40,15,0,0,0,0,0,0,0,0,0
820,"Play_HumanMale_BumRush_Impact",1812050470,40,15,0,0,0,0,0,0,0,0,0
822,"Play_HumanMale_Clobber_Impact",119917555,40,15,0,0,0,0,0,0,0,0,0
823,"Play_HumanMale_DeathBlow_Action",3081565130,40,15,0,0,0,0,0,0,0,0,0
825,"Play_HumanMale_StanceSwitch_Berzerker_Action",2540007201,40,15,0,0,0,0,0,0,0,0,0
826,"SFX_Ambient_Play_GrimstoneMine_Loop",410683309,0,15,0,0,0,0,0,0,0,0,0
827,"SFX_Ambient_Play_SnakeEyeMine_Loop",1334013934,0,15,0,0,0,0,0,0,0,0,0
830,"Play_Human_Male_Wound",840513995,25,15,0,0,0,0,0,0,0,0,0
831,"Play_Human_Male_Wound_Critical",3822900461,25,15,0,0,0,0,0,0,0,0,0
834,"Play_ForemanDaggit_Default_Death",649095329,40,15,0,0,0,0,0,0,0,0,0
835,"Play_ForemanDaggit_Default_Dodge",2206097314,40,15,0,0,0,0,0,0,0,0,0
836,"Play_ForemanDaggit_Default_Ready",351408522,40,15,0,0,0,0,0,0,0,0,0
837,"Play_ForemanDaggit_Default_Run",2031731896,0,15,0,0,0,0,0,0,0,0,0
838,"Play_ForemanDaggit_Default_Stand",1538379555,40,15,0,0,0,0,0,0,0,0,0
839,"Play_ForemanDaggit_Default_Stand_VAR_handwipe",1021535622,40,15,0,0,0,0,0,0,0,0,0
840,"Play_ForemanDaggit_Default_Stand_VAR_look",3081243505,40,15,0,0,0,0,0,0,0,0,0
841,"Play_ForemanDaggit_Default_Walk",550644238,0,15,0,0,0,0,0,0,0,0,0
842,"Play_ForemanDaggit_Default_Wound",4207844318,40,15,0,0,0,0,0,0,0,0,0
843,"Play_ForemanDaggit_Default_Wound_Critical",75525834,40,15,0,0,0,0,0,0,0,0,0
845,"Play_GrannyAdina_Default_Death",3655289275,0,15,0,0,0,0,0,0,0,0,0
846,"Play_GrannyAdina_Default_Dodge",1481523548,0,15,0,0,0,0,0,0,0,0,0
847,"Play_GrannyAdina_Default_Ready",1269813616,0,15,0,0,0,0,0,0,0,0,0
848,"Play_GrannyAdina_Default_Run",1950678738,0,15,0,0,0,0,0,0,0,0,0
849,"Play_GrannyAdina_Default_Stand",2773238861,0,15,0,0,0,0,0,0,0,0,0
850,"Play_GrannyAdina_Default_Stand_VAR_look",2971465259,0,15,0,0,0,0,0,0,0,0,0
851,"Play_GrannyAdina_Default_Use",2051491488,0,15,0,0,0,0,0,0,0,0,0
852,"Play_GrannyAdina_Default_Walk",8741276,0,15,0,0,0,0,0,0,0,0,0
853,"Play_GrannyAdina_Default_Wound",3146636516,0,15,0,0,0,0,0,0,0,0,0
855,"Play_SquirdHerder_Default_Death",3163607305,40,15,0,0,0,0,0,0,0,0,0
856,"Play_SquirdHerder_Default_Dodge",730948618,40,15,0,0,0,0,0,0,0,0,0
857,"Play_SquirdHerder_Default_Parry",2363803633,40,15,0,0,0,0,0,0,0,0,0
858,"Play_SquirdHerder_Default_Ready",2876366386,0,15,0,0,0,0,0,0,0,0,0
859,"Play_SquirdHerder_Default_Run",2721441152,0,15,0,0,0,0,0,0,0,0,0
860,"Play_SquirdHerder_Default_Stand",3794792203,40,15,0,0,0,0,0,0,0,0,0
861,"Play_SquirdHerder_Default_Stand_VAR_Look",949874825,0,15,0,0,0,0,0,0,0,0,0
862,"Play_SquirdHerder_Default_Use",2486113402,0,15,0,0,0,0,0,0,0,0,0
863,"Play_SquirdHerder_Default_Walk",3222927350,0,15,0,0,0,0,0,0,0,0,0
864,"Play_SquirdHerder_Default_Wound",779872822,40,15,0,0,0,0,0,0,0,0,0
865,"Play_SquirdHerder_Default_Wound_Critical",2216357906,40,15,0,0,0,0,0,0,0,0,0
866,"Play_SkugQueen_Default_Attack",277310747,40,15,0,0,0,0,0,0,0,0,0
867,"Play_SkugQueen_Default_Attack_VAR_2",2963158826,40,15,0,0,0,0,0,0,0,0,0
868,"Play_SkugQueen_Default_Death",713533963,40,15,0,0,0,0,0,0,0,0,0
869,"Play_SkugQueen_Default_Ready",898794400,40,15,0,0,0,0,0,0,0,0,0
870,"Play_SkugQueen_Default_Run",503017282,40,15,0,0,0,0,0,0,0,0,0
877,"Play_SkugQueen_Default_Walk",3705896524,40,15,0,0,0,0,0,0,0,0,0
878,"Play_SkugQueen_Default_Wound",2472917012,40,15,0,0,0,0,0,0,0,0,0
879,"Play_SkugQueen_Default_Wound_Critical",524736068,40,15,0,0,0,0,0,0,0,0,0
881,"Play_Blacksmith_Default_Aggro",2401420177,40,15,0,0,0,0,0,0,0,0,0
890,"Play_Blacksmith_Default_Wound",1328753686,40,15,0,0,0,0,0,0,0,0,0
891,"Play_FalkrinMale_Aggro",1470322153,0,15,0,0,0,0,0,0,0,0,0
892,"Play_ForemanDaggit_Aggro",1429470683,40,15,0,0,0,0,0,0,0,0,0
894,"Play_SkugQueen_Aggro",2145250109,40,15,0,0,0,0,0,0,0,0,0
895,"Play_SquirdHerder_Aggro",3927681091,40,15,0,0,0,0,0,0,0,0,0
896,"Play_Yeti_Aggro",3714062302,40,15,0,0,0,0,0,0,0,0,0
899,"Play_Miner01_Default_Attack",2641175919,40,15,0,0,0,0,0,0,0,0,0
906,"Play_Miner01_Default_Walk",1217798128,0,15,0,0,0,0,0,0,0,0,0
908,"Play_Miner02_Aggro",939169966,0,15,0,0,0,0,0,0,0,0,0
911,"Play_Generic_HumanMale_Default_Death",3340241449,0,15,0,0,0,0,0,0,0,0,0
912,"Play_HumanMale_Aggro",2574949921,0,15,0,0,0,0,0,0,0,0,0
913,"Play_ImperiumOfficer_Aggro",2412904957,0,15,0,0,0,0,0,0,0,0,0
936,"Play_Dagun_Aggro",1125727396,40,15,0,0,0,0,0,0,0,0,0
937,"Play_Dagun_Default_Attack",3162223808,40,15,0,0,0,0,0,0,0,0,0
938,"Play_Dagun_Default_Attack_VAR_bite",3126571283,40,15,0,0,0,0,0,0,0,0,0
939,"Play_Dagun_Default_Attack_VAR_jump",1824154877,0,15,0,0,0,0,0,0,0,0,0
940,"Play_Dagun_Default_Death",2909532754,40,15,0,0,0,0,0,0,0,0,0
942,"Play_Dagun_Default_Ready",16192625,40,15,0,0,0,0,0,0,0,0,0
944,"Play_Dagun_Default_Special01_Action",4020498345,40,15,0,0,0,0,0,0,0,0,0
947,"Play_Dagun_Default_Wound",3650077221,40,15,0,0,0,0,0,0,0,0,0
948,"Play_Dagun_Default_Stand_VAR_howl",923082039,40,15,0,0,0,0,0,0,0,0,0
949,"Play_Dagun_Default_Stand_VAR_look",2358540940,0,15,0,0,0,0,0,0,0,0,0
950,"Play_SmugglerThin_1HBlunt_Attack",3715070853,40,15,0,0,0,0,0,0,0,0,0
951,"Play_SmugglerThin_1HBlunt_Attack_VAR_3",3908173273,40,15,0,0,0,0,0,0,0,0,0
952,"Play_SmugglerThin_1HBlunt_Dodge",296951802,40,15,0,0,0,0,0,0,0,0,0
953,"Play_SmugglerThin_1HBlunt_Parry",4187396641,40,15,0,0,0,0,0,0,0,0,0
954,"Play_SmugglerThin_1HBlunt_Ready",1925017378,40,15,0,0,0,0,0,0,0,0,0
956,"Play_SmugglerThin_1HBlunt_Wound",3181926630,40,15,0,0,0,0,0,0,0,0,0
957,"Play_SmugglerThin_1HBlunt_Wound_Critical",869930562,40,15,0,0,0,0,0,0,0,0,0
958,"Play_SmugglerThin_Default_Attack",2776944756,40,15,0,0,0,0,0,0,0,0,0
959,"Play_SmugglerThin_Default_Attack_VAR_lefthook",2982217411,40,15,0,0,0,0,0,0,0,0,0
960,"Play_SmugglerThin_Default_Death",1402311702,40,15,0,0,0,0,0,0,0,0,0
961,"Play_SmugglerThin_Default_Dodge",2772031781,40,15,0,0,0,0,0,0,0,0,0
962,"Play_SmugglerThin_Default_JumpLand_Combat",624421706,40,15,0,0,0,0,0,0,0,0,0
963,"Play_SmugglerThin_Default_JumpStart",2614778016,40,15,0,0,0,0,0,0,0,0,0
964,"Play_SmugglerThin_Default_Parry",3876922970,40,15,0,0,0,0,0,0,0,0,0
965,"Play_SmugglerThin_Default_Ready",2403204237,40,15,0,0,0,0,0,0,0,0,0
966,"Play_SmugglerThin_Default_Run",3473102359,40,15,0,0,0,0,0,0,0,0,0
969,"Play_SmugglerThin_Default_Stand",3541496400,40,15,0,0,0,0,0,0,0,0,0
970,"Play_SmugglerThin_Default_Walk",378428091,40,15,0,0,0,0,0,0,0,0,0
971,"Play_SmugglerThin_Default_WalkBackwards",2703486915,40,15,0,0,0,0,0,0,0,0,0
972,"Play_SmugglerThin_Default_Wound",2948556217,40,15,0,0,0,0,0,0,0,0,0
973,"Play_SmugglerThin_Default_Wound_Critical",1314649375,40,15,0,0,0,0,0,0,0,0,0
974,"Play_SmugglerThin_Pistols_Attack",4047543049,40,15,0,0,0,0,0,0,0,0,0
975,"Play_SmugglerThin_Pistols_Dodge",3177669182,40,15,0,0,0,0,0,0,0,0,0
977,"Play_SmugglerThin_Pistols_Ready",468216126,40,15,0,0,0,0,0,0,0,0,0
978,"Play_SmugglerThin_Pistols_Special01_Action",1892542644,40,15,0,0,0,0,0,0,0,0,0
979,"Play_SmugglerThin_Pistols_Wound",2505940794,40,15,0,0,0,0,0,0,0,0,0
980,"Play_SmugglerThin_Pistols_Wound_Critical",3197320134,40,15,0,0,0,0,0,0,0,0,0
996,"Play_Miner02_Default_Death",1901262212,0,15,0,0,0,0,0,0,0,0,0
1007,"PlayPlay_ProbeBot_ForceField_Impact",2880608100,40,15,0,0,0,0,0,0,0,0,0
1008,"Play_ProbeBot_Aggro",112689524,40,15,0,0,0,0,0,0,0,0,0
1009,"Play_ProbeBot_Default_Attack",2900731120,40,15,0,0,0,0,0,0,0,0,0
1010,"Play_ProbeBot_Default_Death",2322047554,40,15,0,0,0,0,0,0,0,0,0
1011,"Play_ProbeBot_Default_Dodge",3684650737,40,15,0,0,0,0,0,0,0,0,0
1012,"Play_ProbeBot_Default_Parry",2706422174,40,15,0,0,0,0,0,0,0,0,0
1013,"Play_ProbeBot_Default_Run",915763515,0,15,0,0,0,0,0,0,0,0,0
1014,"Play_ProbeBot_Default_Special01_Action",2173832857,0,15,0,0,0,0,0,0,0,0,0
1016,"Play_ProbeBot_Default_Stand",1434382988,40,15,0,0,0,0,0,0,0,0,0
1017,"Play_ProbeBot_Default_Stand_VAR_SpinLook",4237933136,0,15,0,0,0,0,0,0,0,0,0
1018,"Play_ProbeBot_Default_Walk",3692623767,0,15,0,0,0,0,0,0,0,0,0
1019,"Play_ProbeBot_Default_Wound",369995445,40,15,0,0,0,0,0,0,0,0,0
1021,"Play_ProbeBot_ForceField_Loop",2018915362,40,15,0,0,0,0,0,0,0,0,0
1023,"Play_FalkrinMale_Default_Cast_Directed_Action_Impact",1076662203,0,15,0,0,0,0,0,0,0,0,0
1111,"Play_DrakenMale_Default_Ready",2056900116,0,15,0,0,0,0,0,0,0,0,0
1139,"Play_Murgh_2H_Attack",1829167595,40,15,0,0,0,0,0,0,0,0,0
1140,"Play_Murgh_2H_Attack_VAR_groundslash",1849791292,40,15,0,0,0,0,0,0,0,0,0
1141,"Play_Murgh_2H_Parry",965066699,40,15,0,0,0,0,0,0,0,0,0
1142,"Play_Murgh_2H_Ready",4250969040,40,15,0,0,0,0,0,0,0,0,0
1143,"Play_Murgh_Aggro",1968402700,40,15,0,0,0,0,0,0,0,0,0
1144,"Play_Murgh_Default_Attack",232070360,40,15,0,0,0,0,0,0,0,0,0
