"ID","archiveEntryId","archiveEntryUnlockRuleEnum","archiveEntryUnlockRuleFlags","object00","object01","object02","object03","object04","object05"
60,57,1,0,0,0,0,0,0,0
61,58,1,0,68,0,0,0,0,0
62,59,1,0,167,0,0,0,0,0
63,60,0,0,1440,0,0,0,0,0
64,61,0,0,1441,0,0,0,0,0
65,62,0,0,1442,0,0,0,0,0
66,63,0,0,1444,0,0,0,0,0
67,64,0,0,1455,0,0,0,0,0
68,65,0,0,1455,0,0,0,0,0
69,66,2,0,5814,3785,5625,0,0,0
70,67,2,0,5814,3785,5625,0,0,0
71,68,2,0,5814,3785,5625,0,0,0
72,69,2,0,5814,3785,0,0,0,0
73,70,0,0,1459,0,0,0,0,0
74,71,0,0,1459,0,0,0,0,0
75,72,2,0,5594,3486,0,0,0,0
76,73,2,0,5594,3486,0,0,0,0
78,76,2,0,5594,4829,4987,0,0,0
79,77,2,0,5597,4853,0,0,0,0
80,78,2,0,4899,5693,0,0,0,0
81,79,2,0,4853,0,0,0,0,0
82,80,2,0,5597,0,0,0,0,0
83,81,0,0,1466,0,0,0,0,0
84,82,0,0,1467,0,0,0,0,0
85,83,0,0,1468,0,0,0,0,0
86,84,2,0,7738,0,0,0,0,0
87,85,1,0,1048,0,0,0,0,0
88,86,1,0,1056,0,0,0,0,0
89,87,1,0,1057,0,0,0,0,0
90,88,0,0,1469,0,0,0,0,0
91,89,0,0,1537,0,0,0,0,0
92,90,0,0,1538,0,0,0,0,0
93,91,0,0,1539,0,0,0,0,0
94,89,2,0,6780,5595,5593,0,0,0
95,90,2,0,6780,5595,5593,0,0,0
96,91,2,0,6780,5595,5593,0,0,0
97,16,2,0,3797,0,0,0,0,0
98,17,2,0,3797,0,0,0,0,0
99,62,2,0,3797,0,0,0,0,0
100,61,2,0,3797,0,0,0,0,0
101,92,0,0,1540,0,0,0,0,0
102,93,0,0,1540,0,0,0,0,0
103,92,2,0,3479,0,0,0,0,0
104,93,2,0,3479,0,0,0,0,0
105,94,0,0,1543,0,0,0,0,0
106,95,0,0,1543,0,0,0,0,0
107,96,0,0,1543,0,0,0,0,0
108,94,2,0,3479,0,0,0,0,0
109,95,2,0,3479,0,0,0,0,0
110,96,2,0,3479,0,0,0,0,0
111,97,0,0,1547,0,0,0,0,0
112,98,0,0,1546,0,0,0,0,0
113,99,0,0,1548,0,0,0,0,0
114,100,1,0,648,0,0,0,0,0
116,101,0,0,1550,0,0,0,0,0
117,102,0,0,1558,0,0,0,0,0
118,103,2,0,3487,0,0,0,0,0
119,104,0,0,1565,0,0,0,0,0
120,105,0,0,1565,0,0,0,0,0
121,106,2,0,3486,0,0,0,0,0
122,107,2,0,3486,4609,0,0,0,0
123,108,2,0,3486,4530,0,0,0,0
125,109,1,0,160,0,0,0,0,0
126,110,1,0,160,0,0,0,0,0
127,111,1,0,42,0,0,0,0,0
128,112,0,0,1588,0,0,0,0,0
129,113,0,0,1590,0,0,0,0,0
130,114,0,0,1592,0,0,0,0,0
131,115,2,0,3780,0,0,0,0,0
132,116,2,0,3771,0,0,0,0,0
133,117,2,0,3777,0,0,0,0,0
134,118,2,0,5410,5915,5570,0,0,0
135,119,2,0,5410,0,0,0,0,0
136,120,2,0,3780,0,0,0,0,0
137,121,2,0,4946,3899,7395,0,0,0
138,122,2,0,4519,3901,0,0,0,0
139,123,1,0,201,0,0,0,0,0
140,124,0,0,2444,0,0,0,0,0
141,125,1,0,218,0,0,0,0,0
142,126,0,0,2445,0,0,0,0,0
143,127,2,0,4719,0,0,0,0,0
144,128,0,0,2100,0,0,0,0,0
145,129,2,0,5234,5260,0,0,0,0
146,130,2,0,5234,5260,0,0,0,0
147,131,2,0,4294,0,0,0,0,0
148,132,2,0,3912,0,0,0,0,0
149,133,2,0,3912,0,0,0,0,0
150,134,2,0,4703,0,0,0,0,0
151,135,2,0,5408,0,0,0,0,0
152,136,2,0,3927,0,0,0,0,0
153,137,2,0,3927,7177,0,0,0,0
154,138,1,0,262,0,0,0,0,0
155,139,2,0,3930,0,0,0,0,0
156,140,1,0,266,0,0,0,0,0
157,141,2,0,3915,0,0,0,0,0
158,142,2,0,3915,0,0,0,0,0
159,143,2,0,5234,0,0,0,0,0
160,144,2,0,5234,0,0,0,0,0
161,145,2,0,5234,0,0,0,0,0
162,146,2,0,4703,0,0,0,0,0
163,147,0,0,2102,0,0,0,0,0
164,148,1,0,264,0,0,0,0,0
165,149,2,0,4703,5256,0,0,0,0
166,150,2,0,4764,0,0,0,0,0
167,151,2,0,3912,0,0,0,0,0
168,152,2,0,5408,0,0,0,0,0
169,154,0,0,2103,0,0,0,0,0
170,155,1,0,827,0,0,0,0,0
171,156,0,0,2104,0,0,0,0,0
172,157,2,0,4964,0,0,0,0,0
173,158,2,0,4964,0,0,0,0,0
174,159,2,0,4944,0,0,0,0,0
175,160,2,0,4944,0,0,0,0,0
176,161,2,0,4944,0,0,0,0,0
177,162,2,0,5014,0,0,0,0,0
178,163,2,0,5014,0,0,0,0,0
179,164,0,0,2289,0,0,0,0,0
180,165,2,0,5183,0,0,0,0,0
181,166,2,0,4945,0,0,0,0,0
182,167,1,0,708,0,0,0,0,0
183,168,0,0,2290,0,0,0,0,0
184,169,2,0,4744,0,0,0,0,0
185,170,0,0,2291,0,0,0,0,0
186,171,0,0,2291,0,0,0,0,0
187,172,0,0,2291,0,0,0,0,0
188,173,0,0,2291,0,0,0,0,0
189,174,1,0,707,0,0,0,0,0
190,175,1,0,710,0,0,0,0,0
191,176,2,0,5168,0,0,0,0,0
192,180,2,0,5168,0,0,0,0,0
193,181,2,0,5169,0,0,0,0,0
194,182,2,0,4847,4987,6425,0,0,0
195,183,1,0,702,0,0,0,0,0
196,184,1,0,706,0,0,0,0,0
197,185,1,0,711,0,0,0,0,0
198,186,1,0,712,0,0,0,0,0
199,187,2,0,4514,0,0,0,0,0
200,188,0,0,2293,0,0,0,0,0
201,189,2,0,4513,0,0,0,0,0
202,190,0,0,2294,0,0,0,0,0
203,191,0,0,2295,0,0,0,0,0
204,192,1,0,425,0,0,0,0,0
205,193,1,0,426,0,0,0,0,0
206,195,1,0,1251,0,0,0,0,0
207,196,2,0,4963,4665,0,0,0,0
208,197,0,0,2296,0,0,0,0,0
209,198,2,0,4670,0,0,0,0,0
210,199,2,0,5332,7412,0,0,0,0
211,200,2,0,4678,7411,0,0,0,0
212,201,0,0,2297,0,0,0,0,0
213,202,2,0,4696,0,0,0,0,0
214,203,0,0,2297,0,0,0,0,0
215,204,1,0,696,0,0,0,0,0
216,205,1,0,697,0,0,0,0,0
217,206,1,0,698,0,0,0,0,0
218,207,1,0,699,0,0,0,0,0
219,194,1,0,427,0,0,0,0,0
224,212,0,0,2387,0,0,0,0,0
225,213,0,0,2388,0,0,0,0,0
226,214,0,0,2389,0,0,0,0,0
227,215,0,0,2390,0,0,0,0,0
228,216,0,0,2391,0,0,0,0,0
232,220,2,0,4983,0,0,0,0,0
233,221,2,0,4842,7926,0,0,0,0
234,222,2,0,4842,0,0,0,0,0
235,223,2,0,4842,4905,0,0,0,0
236,224,2,0,4978,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0
240,227,2,0,4987,6913,7762,0,0,0
241,228,2,0,4989,4899,7939,5823,0,0
242,78,2,0,4899,4989,0,0,0,0
243,229,0,0,2412,0,0,0,0,0
244,230,2,0,4973,0,0,0,0,0
245,231,2,0,5318,0,0,0,0,0
246,231,0,0,2411,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0
248,232,1,0,826,0,0,0,0,0
249,233,1,0,701,0,0,0,0,0
250,0,1,0,0,0,0,0,0,0
251,235,1,0,1978,0,0,0,0,0
252,226,2,0,5465,0,0,0,0,0
253,236,2,0,4538,0,0,0,0,0
254,237,0,0,2415,0,0,0,0,0
255,238,0,0,2413,0,0,0,0,0
256,239,0,0,2413,0,0,0,0,0
257,241,0,0,2420,0,0,0,0,0
258,240,0,0,2420,0,0,0,0,0
259,242,0,0,2414,0,0,0,0,0
260,243,0,0,2262,0,0,0,0,0
261,244,0,0,2264,0,0,0,0,0
262,245,0,0,2266,0,0,0,0,0
263,246,0,0,2413,0,0,0,0,0
264,247,0,0,2278,0,0,0,0,0
265,248,0,0,2279,0,0,0,0,0
266,162,0,0,2263,0,0,0,0,0
267,249,0,0,2265,0,0,0,0,0
268,250,0,0,2418,0,0,0,0,0
269,251,0,0,2261,0,0,0,0,0
270,252,0,0,2267,0,0,0,0,0
271,253,0,0,2419,0,0,0,0,0
272,255,0,0,2446,0,0,0,0,0
273,256,1,0,2132,0,0,0,0,0
274,257,0,0,2447,0,0,0,0,0
275,258,0,0,2449,0,0,0,0,0
276,259,0,0,2450,0,0,0,0,0
277,260,0,0,2451,0,0,0,0,0
278,261,0,0,2452,0,0,0,0,0
279,262,0,0,2453,0,0,0,0,0
280,263,0,0,2454,0,0,0,0,0
281,264,1,0,2139,0,0,0,0,0
282,265,1,0,2138,0,0,0,0,0
283,266,0,0,2463,0,0,0,0,0
284,267,0,0,2462,0,0,0,0,0
285,254,1,0,2133,0,0,0,0,0
286,153,2,0,5325,0,0,0,0,0
287,272,2,0,7616,6623,0,0,0,0
288,273,0,0,2468,0,0,0,0,0
289,270,0,0,2469,0,0,0,0,0
290,274,0,0,2470,0,0,0,0,0
291,275,1,0,709,0,0,0,0,0
292,271,0,0,3195,0,0,0,0,0
293,269,0,0,2471,0,0,0,0,0
294,276,0,0,2472,0,0,0,0,0
295,277,1,0,67,0,0,0,0,0
296,278,2,0,5625,5881,0,0,0,0
297,20,2,0,5625,0,0,0,0,0
298,21,2,0,5625,0,0,0,0,0
299,279,2,0,5625,3506,0,0,0,0
300,280,2,0,5625,3506,0,0,0,0
301,26,2,0,5626,0,0,0,0,0
302,282,0,0,2518,0,0,0,0,0
303,283,0,0,2518,0,0,0,0,0
304,284,2,0,5752,0,0,0,0,0
305,282,2,0,5692,0,0,0,0,0
306,285,2,0,5714,0,0,0,0,0
307,198,2,0,5513,0,0,0,0,0
308,197,2,0,5509,0,0,0,0,0
309,92,2,0,3509,0,0,0,0,0
310,286,2,0,5634,5717,5530,7870,0,0
311,287,2,0,5519,0,0,0,0,0
312,162,2,0,5521,0,0,0,0,0
313,288,2,0,3509,5796,6045,0,0,0
314,289,2,0,3509,5796,0,0,0,0
315,291,1,0,1153,0,0,0,0,0
316,292,1,0,1182,0,0,0,0,0
317,293,1,0,1887,0,0,0,0,0
318,30,2,0,5937,0,0,0,0,0
319,294,2,0,5924,0,0,0,0,0
320,34,2,0,5940,0,0,0,0,0
321,35,2,0,5940,0,0,0,0,0
322,295,2,0,5972,10533,6270,0,0,0
323,296,2,0,5972,0,0,0,0,0
324,297,0,0,2519,0,0,0,0,0
325,297,2,0,5988,0,0,0,0,0
326,298,0,0,2520,0,0,0,0,0
327,299,2,0,5917,0,0,0,0,0
328,300,1,0,66,0,0,0,0,0
329,301,1,0,1298,0,0,0,0,0
330,302,1,0,1345,0,0,0,0,0
331,303,1,0,1366,0,0,0,0,0
332,304,2,0,5614,0,0,0,0,0
333,305,2,0,5615,0,0,0,0,0
334,306,2,0,5640,0,0,0,0,0
335,180,2,0,3753,0,0,0,0,0
336,307,2,0,5555,0,0,0,0,0
337,308,2,0,5651,0,0,0,0,0
338,22,2,0,5643,6992,0,0,0,0
339,23,2,0,5643,0,0,0,0,0
340,24,2,0,5643,0,0,0,0,0
341,60,2,0,5643,5674,0,0,0,0
342,311,2,0,2599,0,0,0,0,0
343,312,2,0,9905,0,0,0,0,0
344,314,2,0,3753,0,0,0,0,0
345,313,2,0,5630,0,0,0,0,0
346,315,2,0,3753,0,0,0,0,0
347,317,2,0,5616,0,0,0,0,0
348,316,2,0,5616,0,0,0,0,0
349,318,2,0,5548,0,0,0,0,0
350,319,2,0,6313,0,0,0,0,0
351,320,2,0,5750,0,0,0,0,0
352,321,2,0,5622,0,0,0,0,0
353,168,2,0,5980,0,0,0,0,0
354,174,2,0,5928,0,0,0,0,0
355,322,2,0,5970,0,0,0,0,0
356,323,2,0,6012,0,0,0,0,0
357,324,2,0,3905,0,0,0,0,0
358,325,2,0,4331,9725,0,0,0,0
359,326,2,0,6016,0,0,0,0,0
360,100,2,0,6403,0,0,0,0,0
361,327,2,0,6313,0,0,0,0,0
362,328,2,0,6440,0,0,0,0,0
363,329,2,0,6520,0,0,0,0,0
364,330,2,0,2581,0,0,0,0,0
365,331,2,0,6207,0,0,0,0,0
366,332,2,0,6614,0,0,0,0,0
367,171,2,0,6724,0,0,0,0,0
369,334,2,0,6749,5580,9726,0,0,0
370,335,2,0,6749,5580,0,0,0,0
371,16,2,0,6788,0,0,0,0,0
372,159,2,0,6771,0,0,0,0,0
373,336,0,0,1406,0,0,0,0,0
375,338,0,0,0,0,0,0,0,0
376,339,2,0,5355,0,0,0,0,0
377,340,2,0,5367,5056,0,0,0,0
378,341,2,0,5355,0,0,0,0,0
379,342,2,0,5359,0,0,0,0,0
380,343,2,0,5363,0,0,0,0,0
381,344,2,0,5357,0,0,0,0,0
383,346,2,0,5393,5850,0,0,0,0
384,347,2,0,5393,0,0,0,0,0
385,348,2,0,5393,0,0,0,0,0
386,349,2,0,5393,0,0,0,0,0
387,350,2,0,5355,0,0,0,0,0
388,351,2,0,5343,0,0,0,0,0
389,352,2,0,5363,0,0,0,0,0
390,353,2,0,5453,0,0,0,0,0
391,353,0,0,2634,0,0,0,0,0
392,179,2,0,5070,0,0,0,0,0
393,354,2,0,5377,0,0,0,0,0
394,355,0,0,2635,0,0,0,0,0
395,356,2,0,5347,5348,6154,0,0,0
396,357,2,0,5349,0,0,0,0,0
397,358,2,0,5570,6611,0,0,0,0
398,359,2,0,5544,0,0,0,0,0
399,360,2,0,5544,0,0,0,0,0
400,361,2,0,5546,0,0,0,0,0
401,362,2,0,5540,7399,0,0,0,0
402,363,2,0,5540,6611,0,0,0,0
403,364,2,0,5572,0,0,0,0,0
404,365,2,0,5540,6601,0,0,0,0
405,366,0,0,2636,0,0,0,0,0
406,367,2,0,6025,6160,0,0,0,0
407,368,2,0,5894,5893,0,0,0,0
408,369,2,0,5896,5895,0,0,0,0
409,370,2,0,5900,5899,6594,0,0,0
410,371,0,0,2258,0,0,0,0,0
411,372,0,0,2637,0,0,0,0,0
412,373,0,0,2256,0,0,0,0,0
413,374,0,0,2257,0,0,0,0,0
414,375,0,0,2258,0,0,0,0,0
415,376,0,0,2244,0,0,0,0,0
416,377,0,0,2248,0,0,0,0,0
417,378,0,0,2250,0,0,0,0,0
418,379,1,0,183,0,0,0,0,0
419,0,1,0,0,0,0,0,0,0
420,0,1,0,0,0,0,0,0,0
421,383,1,0,187,0,0,0,0,0
422,384,1,0,188,0,0,0,0,0
423,385,1,0,189,0,0,0,0,0
424,386,1,0,190,0,0,0,0,0
425,387,1,0,235,0,0,0,0,0
426,0,1,0,0,0,0,0,0,0
427,389,1,0,237,0,0,0,0,0
428,0,1,0,0,0,0,0,0,0
429,0,1,0,0,0,0,0,0,0
430,392,1,0,301,0,0,0,0,0
431,393,1,0,1612,0,0,0,0,0
432,394,1,0,1615,0,0,0,0,0
433,395,1,0,1616,0,0,0,0,0
434,396,1,0,1745,0,0,0,0,0
435,397,1,0,1750,0,0,0,0,0
436,398,1,0,1751,0,0,0,0,0
437,399,1,0,1752,0,0,0,0,0
438,400,1,0,871,778,0,0,0,0
439,401,1,0,872,780,0,0,0,0
440,402,1,0,873,777,0,0,0,0
441,403,1,0,874,779,0,0,0,0
442,404,1,0,875,0,0,0,0,0
443,0,1,0,0,0,0,0,0,0
444,406,1,0,877,0,0,0,0,0
445,0,1,0,0,0,0,0,0,0
446,408,1,0,1033,0,0,0,0,0
447,409,1,0,1103,0,0,0,0,0
448,410,1,0,1106,0,0,0,0,0
449,411,1,0,1107,0,0,0,0,0
450,412,1,0,1686,0,0,0,0,0
451,413,1,0,1958,0,0,0,0,0
452,414,1,0,1293,0,0,0,0,0
453,415,1,0,1294,0,0,0,0,0
454,416,1,0,1303,1302,0,0,0,0
455,417,1,0,1307,1305,0,0,0,0
456,418,1,0,1334,1331,0,0,0,0
457,419,1,0,1755,0,0,0,0,0
458,0,1,0,0,0,0,0,0,0
459,420,2,0,6296,0,0,0,0,0
460,421,0,0,1550,0,0,0,0,0
461,92,2,0,6296,0,0,0,0,0
462,422,2,0,6296,6897,0,0,0,0
463,423,2,0,6438,6953,0,0,0,0
464,424,2,0,6296,7022,9709,0,0,0
465,425,2,0,6844,7022,0,0,0,0
466,426,2,0,7499,8804,0,0,0,0
467,427,2,0,7499,8804,0,0,0,0
468,428,2,0,7540,0,0,0,0,0
469,429,2,0,6306,0,0,0,0,0
470,430,2,0,6298,0,0,0,0,0
471,431,2,0,6305,0,0,0,0,0
472,432,2,0,6304,0,0,0,0,0
473,433,2,0,6335,6670,0,0,0,0
474,434,2,0,6311,0,0,0,0,0
475,435,2,0,6312,0,0,0,0,0
476,436,1,0,1516,0,0,0,0,0
477,437,1,0,1517,0,0,0,0,0
478,438,1,0,1518,0,0,0,0,0
479,439,2,0,6844,0,0,0,0,0
480,440,2,0,6670,0,0,0,0,0
481,441,2,0,6671,0,0,0,0,0
482,442,2,0,6805,0,0,0,0,0
483,443,2,0,6618,0,0,0,0,0
484,444,2,0,6620,0,0,0,0,0
485,445,2,0,6622,0,0,0,0,0
486,446,2,0,6672,0,0,0,0,0
487,447,0,0,2643,0,0,0,0,0
488,448,2,0,6844,0,0,0,0,0
489,449,2,0,6677,0,0,0,0,0
490,450,2,0,6619,0,0,0,0,0
491,451,2,0,6674,0,0,0,0,0
492,452,2,0,6674,0,0,0,0,0
493,452,0,0,2650,0,0,0,0,0
494,453,0,0,1413,0,0,0,0,0
495,454,0,0,1402,0,0,0,0,0
496,455,2,0,6629,0,0,0,0,0
497,456,2,0,6628,0,0,0,0,0
498,458,1,0,1714,0,0,0,0,0
499,459,1,0,1719,0,0,0,0,0
500,460,1,0,1724,0,0,0,0,0
501,461,1,0,1725,0,0,0,0,0
502,457,2,0,6665,0,0,0,0,0
503,462,2,0,5122,0,0,0,0,0
504,463,2,0,5288,6178,6516,0,0,0
505,464,2,0,5028,6597,0,0,0,0
506,465,2,0,5263,5044,8896,9711,0,0
507,466,2,0,5165,7357,0,0,0,0
508,467,2,0,5068,0,0,0,0,0
509,468,2,0,5119,0,0,0,0,0
510,469,2,0,5165,0,0,0,0,0
511,470,2,0,5586,0,0,0,0,0
512,471,0,0,2823,0,0,0,0,0
513,472,1,0,781,0,0,0,0,0
514,404,1,0,875,782,0,0,0,0
515,474,1,0,814,0,0,0,0,0
516,475,2,0,7852,7853,0,0,0,0
517,476,2,0,7856,7857,0,0,0,0
518,477,2,0,7738,0,0,0,0,0
519,478,2,0,6433,6443,0,0,0,0
520,479,2,0,6178,6516,0,0,0,0
521,480,2,0,6183,6546,0,0,0,0
522,481,2,0,6162,6494,0,0,0,0
523,482,2,0,6178,6516,0,0,0,0
524,483,0,0,2677,0,0,0,0,0
525,484,2,0,7862,7863,0,0,0,0
526,485,2,0,7856,0,0,0,0,0
527,486,1,0,2216,0,0,0,0,0
528,487,1,0,2218,2219,0,0,0,0
529,488,1,0,2222,0,0,0,0,0
530,489,1,0,2246,0,0,0,0,0
531,490,1,0,2254,2255,0,0,0,0
532,491,1,0,2262,0,0,0,0,0
534,493,0,0,2748,0,0,0,0,0
535,494,0,0,2748,0,0,0,0,0
536,495,2,0,6157,6460,7003,0,0,0
537,496,0,0,2824,0,0,0,0,0
538,497,2,0,6152,6456,0,0,0,0
539,498,2,0,5722,5535,0,0,0,0
540,499,2,0,6536,6538,9708,3741,4667,0
541,500,2,0,6163,6495,0,0,0,0
542,501,1,0,1558,0,0,0,0,0
543,502,1,0,1559,0,0,0,0,0
544,503,1,0,1560,0,0,0,0,0
545,504,1,0,1561,0,0,0,0,0
546,505,1,0,1562,0,0,0,0,0
547,506,1,0,1675,0,0,0,0,0
548,507,2,0,5616,0,0,0,0,0
549,422,0,0,2825,0,0,0,0,0
551,509,1,0,1262,0,0,0,0,0
552,510,1,0,1365,0,0,0,0,0
553,511,1,0,1370,0,0,0,0,0
554,512,2,0,6780,0,0,0,0,0
555,513,1,0,1828,0,0,0,0,0
556,514,0,0,2917,0,0,0,0,0
557,515,1,0,1830,0,0,0,0,0
558,516,1,0,1854,0,0,0,0,0
559,517,1,0,1859,0,0,0,0,0
560,522,1,0,1845,0,0,0,0,0
561,518,1,0,1840,0,0,0,0,0
562,519,1,0,1841,0,0,0,0,0
563,521,1,0,1847,0,0,0,0,0
565,528,1,0,1694,0,0,0,0,0
566,524,2,0,6602,6811,6603,0,0,0
567,525,1,0,1693,0,0,0,0,0
568,526,1,0,1695,0,0,0,0,0
569,527,1,0,1702,0,0,0,0,0
570,529,1,0,1692,0,0,0,0,0
571,530,1,0,1806,0,0,0,0,0
572,531,1,0,1707,0,0,0,0,0
573,534,1,0,1808,0,0,0,0,0
574,532,1,0,1807,0,0,0,0,0
575,533,1,0,1748,0,0,0,0,0
576,535,1,0,2007,0,0,0,0,0
577,536,1,0,1738,0,0,0,0,0
578,537,1,0,2226,0,0,0,0,0
579,70,2,0,5597,7160,0,0,0,0
580,538,2,0,9712,6225,7852,10529,0,0
581,31,2,0,5863,5796,3509,6045,0,0
582,539,2,0,6603,6267,0,0,0,0
583,541,2,0,9727,6400,0,0,0,0
584,540,2,0,9724,0,0,0,0,0
585,542,2,0,6604,0,0,0,0,0
586,543,2,0,6604,0,0,0,0,0
587,544,0,0,4679,0,0,0,0,0
588,545,2,0,5547,0,0,0,0,0
589,546,2,0,10528,0,0,0,0,0
590,547,2,0,10530,0,0,0,0,0
591,548,2,0,10528,10530,0,0,0,0
592,549,2,0,10520,0,0,0,0,0
593,550,2,0,6672,0,0,0,0,0
594,551,2,0,6998,0,0,0,0,0
595,552,2,0,7006,0,0,0,0,0
596,553,2,0,6999,0,0,0,0,0
597,514,2,0,7000,0,0,0,0,0
598,554,0,0,1404,0,0,0,0,0
599,555,2,0,7023,0,0,0,0,0
600,556,2,0,6968,0,0,0,0,0
601,557,2,0,6974,0,0,0,0,0
602,558,2,0,6974,0,0,0,0,0
603,559,2,0,6974,0,0,0,0,0
604,560,2,0,6971,0,0,0,0,0
605,561,2,0,6972,0,0,0,0,0
606,562,2,0,7051,0,0,0,0,0
607,563,2,0,6983,6047,0,0,0,0
608,564,2,0,6984,0,0,0,0,0
609,565,2,0,6961,0,0,0,0,0
610,566,2,0,6961,0,0,0,0,0
611,567,2,0,6961,0,0,0,0,0
612,568,2,0,5593,5595,0,0,0,0
613,569,2,0,5573,5575,0,0,0,0
614,570,1,0,1937,0,0,0,0,0
615,571,1,0,1941,0,0,0,0,0
616,572,2,0,7341,0,0,0,0,0
617,573,2,0,7342,0,0,0,0,0
618,574,2,0,7204,0,0,0,0,0
619,575,1,0,1942,0,0,0,0,0
620,576,1,0,1946,0,0,0,0,0
621,577,1,0,1947,0,0,0,0,0
622,580,2,0,10066,10076,10084,10088,0,0
623,579,1,0,1952,0,0,0,0,0
624,581,1,0,1953,0,0,0,0,0
625,583,1,0,2060,0,0,0,0,0
626,584,1,0,2065,0,0,0,0,0
627,578,1,0,1950,0,0,0,0,0
628,585,1,0,2067,0,0,0,0,0
629,586,1,0,2068,0,0,0,0,0
630,587,1,0,2085,0,0,0,0,0
631,588,1,0,2087,0,0,0,0,0
632,589,1,0,2088,0,0,0,0,0
633,590,2,0,5585,0,0,0,0,0
634,496,2,0,5720,5533,0,0,0,0
635,591,2,0,5888,5887,0,0,0,0
636,592,2,0,5898,5897,0,0,0,0
637,593,2,0,7768,7172,0,0,0,0
638,0,0,0,0,0,0,0,0,0
639,594,2,0,5063,0,0,0,0,0
640,595,0,0,4720,0,0,0,0,0
641,596,1,0,1567,0,0,0,0,0
642,597,2,0,7789,0,0,0,0,0
643,598,1,0,1576,0,0,0,0,0
644,599,2,0,6373,6190,0,0,0,0
645,600,1,0,1628,0,0,0,0,0
646,601,1,0,1632,0,0,0,0,0
647,602,1,0,1663,0,0,0,0,0
648,270,1,0,1665,0,0,0,0,0
649,604,1,0,1666,0,0,0,0,0
650,605,1,0,2362,0,0,0,0,0
651,606,1,0,3060,0,0,0,0,0
652,607,1,0,3067,0,0,0,0,0
653,608,0,0,4721,0,0,0,0,0
654,750,1,0,2247,0,0,0,0,0
655,610,1,0,2249,0,0,0,0,0
656,611,1,0,2289,0,0,0,0,0
657,612,1,0,2329,0,0,0,0,0
658,613,1,0,2340,0,0,0,0,0
659,614,2,0,6239,6955,0,0,0,0
660,615,1,0,2341,0,0,0,0,0
661,616,1,0,2350,0,0,0,0,0
664,619,2,0,10523,0,0,0,0,0
667,622,2,0,6963,0,0,0,0,0
668,623,2,0,5324,6730,6721,7900,0,0
670,625,0,0,4728,0,0,0,0,0
671,608,2,0,8038,7713,0,0,0,0
672,628,2,0,8353,0,0,0,0,0
673,303,1,0,2215,2392,0,0,0,0
674,629,2,0,8051,7661,0,0,0,0
675,630,1,0,2456,2457,0,0,0,0
676,631,1,0,2466,2468,0,0,0,0
677,632,1,0,2212,2404,0,0,0,0
678,633,2,0,8041,7897,0,0,0,0
679,634,1,0,2461,2462,0,0,0,0
680,626,1,0,2211,2391,0,0,0,0
681,635,1,0,3118,0,0,0,0,0
682,636,1,0,3119,0,0,0,0,0
