"ID","localizedTextIdName","mapContinentId","folder","hexMinX","hexMinY","hexLimX","hexLimY","version","mapZoneIdParent","worldZoneId","flags","prerequisiteIdVisibility","rewardTrackId"
58,322570,8,"LevianBayStarComm2",640,480,651,487,4,22,1310,2,0,0
59,322572,8,"LevianBayStarComm3",640,476,647,480,7,22,1346,2,0,0
60,324431,36,"HousingAlgorocSky",708,613,719,621,3,0,0,0,0,0
63,331248,38,"ShiphandAsteroidMiningZone",882,681,891,687,3,0,0,0,0,0
64,331249,38,"ShiphandAsteroidMiningSubzone1",880,679,893,688,3,63,1183,2,0,0
65,331250,38,"ShiphandAsteroidMiningSubzone2",668,579,687,598,2,63,1184,2,0,0
66,342603,39,"PvP_Arena",680,590,685,592,5,0,0,0,0,0
67,348540,38,"ShiphandAsteroidMiningSubzone3",674,589,681,595,2,63,2013,2,0,0
68,348541,38,"ShiphandAsteroidMiningSubzone4",670,594,679,600,4,63,1185,2,0,0
69,352231,40,"PvPSmashandGrab",688,587,701,599,5,0,2176,0,0,0
70,354594,33,"WesternGrimvault",644,498,721,560,3,0,2121,0,0,0
71,354595,33,"NorthernGrimvault",694,461,773,511,6,0,2227,0,0,0
72,354646,14,"SkullcanoMoltenCavern",672,574,685,586,3,20,1270,2,0,0
73,354764,14,"SkullcanoGoldenCave",656,579,667,587,3,20,1692,2,0,0
74,361040,19,"FarsideBiodome3",690,539,739,588,4,28,2025,0,0,0
75,361048,19,"FarsideBioDome4",750,538,801,587,4,28,2026,0,0,0
76,361059,19,"FarsideAlphaComplex",728,549,763,579,2,28,2040,2,0,0
77,373359,41,"Randland",650,564,715,618,1,0,0,0,0,0
78,374866,8,"Illium",600,561,631,587,3,0,2191,1,0,0
79,376190,42,"ExpeditionGraylightGrapplefest",678,590,687,596,3,0,2099,0,0,0
80,376192,43,"ExpeditionKelVorethUnderforge",674,590,689,601,3,0,2066,0,0,0
81,376194,44,"ExpeditionTheMeltingPot",680,590,685,593,2,0,2098,0,0,0
82,376198,45,"ExpeditionMayday",676,590,689,599,3,0,2791,0,0,0
83,376202,46,"ExpeditionCreeperCave",680,589,687,595,1,0,2097,0,0,0
84,376206,47,"ExpeditionSpiderTomb",674,584,685,593,1,0,2100,0,0,0
85,387703,48,"TorineSanctuary",750,512,791,549,2,0,1348,0,0,0
87,392881,19,"FarsideWalkersLanding",800,498,811,506,3,28,2086,2,0,0
88,392882,19,"FarsideVirtuesLanding",788,505,799,514,7,28,2087,2,0,0
89,395995,49,"Coralus",618,592,719,679,5,0,2186,0,0,0
90,401070,50,"ShiphandVoidHunter",672,590,679,596,3,0,0,0,0,0
91,401093,50,"ShiphandVoidHunterEnigmaticTryst",672,591,677,595,3,90,1631,2,0,0
92,401110,50,"ShiphandVoidHunterZarkhovsShade",674,586,689,599,2,90,1622,2,0,0
93,401225,51,"ShiphandRageLogic",668,580,697,599,1,0,0,0,0,0
94,401331,51,"ShiphandRageLogicAsteroid",668,581,697,599,1,93,1643,2,0,0
95,401341,51,"ShiphandRageLogicPositron",704,555,711,561,2,93,1644,2,0,0
96,401343,51,"ShiphandRageLogicRageFactory",678,586,689,595,4,93,2361,2,0,0
97,401448,51,"ShiphandRageLogicAxiomControlRoom",674,587,681,593,3,93,2362,2,0,0
98,401781,52,"Datascape",682,579,707,597,1,0,0,0,0,0
99,401935,53,"PvPHoldTheLine",648,599,669,616,5,0,0,0,0,0
100,401979,54,"PvPWarplotBG",668,629,695,645,4,0,0,0,0,0
101,401981,55,"PvPWarplotSkyMap",684,590,699,604,3,0,0,0,0,0
102,404785,56,"PvPCannon",672,589,685,601,3,0,0,0,0,0
103,404859,57,"PvPSabotage",654,570,673,587,4,0,2179,0,0,0
104,408006,52,"DatascapeOculus",682,578,709,598,2,98,2377,2,0,0
105,408009,52,"DatascapeHallsInfiniteMind",678,584,689,593,4,98,1349,2,0,0
106,408012,52,"DatascapeInfiniteBasement01",682,578,689,583,4,98,2375,2,0,0
107,408015,52,"DatascapeInfiniteBasement02",682,592,689,597,3,98,2376,2,0,0
108,408017,52,"DatascapeEarthRoom",740,643,761,660,4,98,1590,2,0,0
109,408020,52,"DatascapeWaterRoom",744,520,763,536,1,98,1592,2,0,0
110,408021,52,"DatascapeFireRoom",584,628,607,646,1,98,1594,2,0,0
111,408023,52,"DatascapeEscherRoom01",212,290,235,309,2,98,2371,2,0,0
112,408027,52,"DatascapeEscherRoom02",212,326,235,344,4,98,2372,2,0,0
113,408030,52,"DatascapeEscherRoom03",214,349,243,373,4,98,2373,2,0,0
114,408034,52,"DatascapeShipDesert",468,286,491,306,5,98,1602,2,0,0
115,408036,52,"DatascapeBlackAndWhite",766,281,779,293,2,98,1609,2,0,0
116,408038,52,"DatascapeWDBRoom",1024,265,1041,280,4,98,1610,2,0,0
117,408040,52,"DatascapeDatacoreAlpha",380,911,389,918,2,98,1603,2,0,0
118,408042,52,"DatascapeDatacoreBeta",594,911,603,918,2,98,1604,2,0,0
119,408043,52,"DatascapeDatacoreGamma",882,910,891,918,2,98,1605,2,0,0
120,408047,52,"DatascapeAirRoom",818,350,851,377,4,98,1607,2,0,0
121,439476,58,"ShiphandSpaceMadness",678,591,689,599,2,0,2411,0,0,0
124,449121,31,"PublicEventIslandStage2",672,532,771,596,1,0,2664,0,0,0
131,470709,61,"PocketCapCrimsonIsle",192,74,235,106,3,0,1949,0,0,0
132,478961,62,"ShiphandTheGauntlet",658,605,665,613,1,0,0,0,0,0
133,478962,62,"ShiphandTheGauntletShuttle",692,581,695,583,3,132,2620,2,0,0
134,478964,62,"ShiphandTheGauntletMain",654,604,669,615,3,132,2608,2,0,0
135,483301,27,"AdventureAstrovoidPrisonMaximumSecurity",672,604,681,610,5,36,2721,2,0,0
137,485254,63,"DruseraWorldStoryInstance1",676,584,689,593,3,0,2593,0,0,0
138,485283,64,"DruseraWorldStoryInstance2",676,587,689,597,3,0,2660,0,0,0
139,485295,65,"DruseraWorldStoryInstance3",676,585,693,598,3,0,2762,0,0,0
140,485891,60,"ShiphandDeepSpaceDisappearenceParent",654,568,717,615,2,0,0,0,0,0
141,485894,60,"ShiphandDeepSpaceDisappearanceGalacticObserver1",698,567,711,578,3,140,2625,2,0,0
142,485895,60,"ShiphandDeepSpaceDisappearanceGalacticObserver2",698,605,711,615,3,140,2627,2,0,0
143,485896,60,"ShiphandDeepSpaceDisappearanceGalacticObserver3",654,604,669,614,3,140,2628,2,0,0
144,485900,60,"ShiphandDeepSpaceDisappearanceTheSteelSerpent",662,571,681,586,3,140,2626,2,0,0
147,486399,67,"GeneticArchives",648,562,765,599,1,0,0,0,0,0
148,486401,67,"GeneticArchivesAct1",648,567,693,605,3,147,2770,2,0,0
149,486405,67,"GeneticArchivesAct2",714,559,769,606,2,147,2769,2,0,0
150,486422,67,"GeneticArchivesAct3",732,581,749,596,1,147,0,0,0,0
151,488619,22,"ExileArkShipTutorialCryogenics",696,586,731,615,2,31,799,6,0,0
153,504771,68,"DruseraWorldStoryInstance4",670,589,691,604,1,0,2894,0,0,0
154,507231,69,"InfiniteLabs",52,369,363,564,1,0,0,0,0,0
155,507233,33,"EasternGrimvault",712,483,813,551,2,0,2228,0,0,0
156,508255,22,"ExileArkshipTutorialBridge",648,584,661,594,2,31,1075,6,0,0
157,508257,22,"ExileArkshipTutorialDockingBay",658,602,669,611,3,31,1073,6,0,0
159,508259,22,"ExileArkShipTutorialGreenHouse",654,556,673,572,2,31,1072,6,0,0
160,508365,69,"UltimateProtogamesStart",420,540,423,542,6,154,4330,2,0,0
162,508369,69,"UltimateProtogames002",156,386,167,394,5,154,4343,2,0,0
163,508370,69,"UltimateProtogames003",232,390,247,402,5,154,4347,2,0,0
164,508438,69,"UltimateProtogames004",332,386,347,399,6,154,4351,2,0,0
165,508439,69,"UltimateProtogames005",74,463,83,470,4,154,4334,2,0,0
167,508441,69,"UltimateProtogames007",244,462,255,470,3,154,4333,2,0,0
169,508443,69,"UltimateProtogames009",78,535,89,542,4,154,4337,2,0,0
173,508461,69,"UltimateProtogames013",72,614,83,623,4,154,4336,2,0,0
177,508527,69,"UltimateProtogames017",408,609,427,621,5,154,4331,2,0,0
181,508537,69,"UltimateProtogames021",326,688,335,695,4,154,4348,2,0,0
182,508545,69,"UltimateProtogames022",420,682,433,692,4,154,4352,2,0,0
184,519952,30,"DominionArkShipTutorialCryogenics",682,570,717,600,3,39,1678,6,0,0
186,519973,30,"DominionArkShipHolochambers",652,562,675,580,2,39,1686,6,0,0
187,519987,30,"DominionArkShipCommandDeck",644,562,655,573,1,39,1685,6,0,0
188,519995,30,"DominionArkShipShuttleBay",662,599,673,608,3,39,1687,6,0,0
189,520690,24,"HycrestAdventureSinnatusCave",638,549,649,557,3,33,2605,2,0,0
191,535221,71,"DruseraWorldStoryInstance5",746,527,765,543,2,0,2992,0,0,0
192,539325,72,"PocketCapLevianBay",668,579,695,602,1,0,4197,0,0,0
194,567817,27,"AstrovoidPrisonAdventureRockbreakerMine",670,594,679,601,2,36,2722,2,0,0
195,567824,27,"AstrovoidAdventureThePrisonComplex",674,590,681,595,4,36,2728,2,0,0
196,567827,27,"AstrovoidAdventureMasterControlRoom",676,592,679,594,2,36,2727,2,0,0
197,569956,26,"WhitevaleAdventureDarkspur",776,566,785,570,2,35,2334,2,0,0
198,570016,26,"WhitevaleAdventureMarauder",782,568,789,572,3,35,2233,2,0,0
199,570045,26,"WhitevaleAdventureProtostar",782,566,787,569,4,35,2312,2,0,0
200,570077,26,"WhitevaleAdventurePolice",782,572,790,576,2,35,2234,2,0,0
201,574829,73,"GrimvaultCore",678,588,687,594,2,0,2306,2,0,0
202,588155,74,"FarsideAdventure",750,473,785,501,3,0,4278,1,0,0
203,589755,75,"ExpeditionEldanTestLab",676,589,687,597,1,0,2096,0,0,0
204,592620,69,"UltimateProtogames023",418,463,427,470,2,154,4376,2,0,0
206,614732,76,"ShiphandDominionArkship",640,567,713,628,1,0,0,0,0,0
207,615675,76,"ShiphandDominionArkshipCryo",690,604,707,635,3,206,4435,0,0,0
208,615693,76,"ShiphandDominionArkshipShuttle",652,599,667,616,2,206,4431,0,0,0
213,0,80,"WorldStory1Main",678,565,713,598,1,0,0,0,0,0
214,617296,80,"WorldStory1OmniCore",682,573,707,595,2,213,4385,2,0,0
215,617297,80,"WorldStory1Motherboard",686,564,697,572,2,213,4452,2,0,0
216,617329,80,"WorldStory1Datascape",772,579,783,588,3,213,4406,2,0,0
217,617353,80,"WorldStory1DataMatrix",864,582,875,591,3,213,4407,2,0,0
219,627046,6,"NorthernWildsColdburrowCavern",780,483,791,492,7,1,609,2,0,0
220,627447,32,"NorthernWastesColdburrowCavern",98,59,109,66,2,41,1804,2,0,0
221,627488,32,"NorthernWastesExoLab729",82,56,89,60,3,41,1803,2,0,0
222,627504,32,"NorthernWastesKineticEnhancementLab",78,54,91,61,3,41,1791,2,0,0
223,628069,6,"NorthernWildsExoLab729",762,479,773,486,2,1,853,2,0,0
224,628221,9,"HalonRingBCGoldenhandsReach",422,507,435,516,4,8,1460,2,0,0
225,628276,9,"HalonRingBCRoughrockUnderground",420,505,435,517,3,8,1459,2,0,0
226,628507,9,"HalongRingBCCraterofCarnage",410,491,419,495,1,8,4615,2,0,0
227,628546,9,"HalonRingBloodCrater",386,487,401,498,1,8,1456,2,0,0
228,628566,9,"HalonRingBCDoomfarer",396,492,405,499,3,8,1504,2,0,0
232,628620,9,"HalonRingBCCrystalCavernsExile",424,499,437,510,4,8,4510,2,0,0
233,628663,9,"HalonRingBCCrystalCavernsDominion",424,499,437,510,2,8,4511,2,0,0
234,628702,9,"HalonRingBCGrimvoidDreadvault",408,477,419,487,1,8,4443,2,0,0
235,628785,9,"HalonRingBCCaptainKrull",414,482,421,487,1,8,4518,2,0,0
236,628876,9,"HalonRingBCBlightmuckAbscess",400,490,413,500,3,8,4519,2,0,0
237,628918,9,"HalonRingBCTerminiteMound",420,505,429,510,3,8,4520,2,0,0
238,629033,9,"HalonRingBCChamberofAradelExile",386,443,397,453,1,8,4524,2,0,0
239,629037,9,"HalonRingBCChamberofEshiaExile",386,443,397,453,1,8,4526,2,0,0
240,629038,9,"HalonRingBCChamberofMadocExile",386,443,397,453,1,8,4528,2,0,0
241,629039,9,"HalonRingBCChamberofNurielExile",386,443,397,453,1,8,4532,2,0,0
242,629042,9,"HalonRingBCChamberofYuriaExile",386,443,397,453,1,8,4534,2,0,0
243,629050,9,"HalonRingBCChamberofEnochExile",386,443,397,453,1,8,4536,2,0,0
244,629056,9,"HalonRingBCChamberoftheEntityExile",386,443,397,453,1,8,4537,2,0,0
245,629063,9,"HalonRingBCChamberofAradelDom",386,452,397,462,2,8,4525,2,0,0
246,629086,9,"HalonRingBCChamberofEshiaDom",386,452,397,462,1,8,4529,2,0,0
247,629087,9,"HalonRingBCChamberofMadocDom",386,452,397,462,4,8,4530,2,0,0
248,629091,9,"HalonRingBCChamberofNurielDom",386,452,397,462,1,8,4531,2,0,0
249,629092,9,"HalonRingBCChamberofYuriaDom",386,452,397,462,1,8,4533,2,0,0
250,629093,9,"HalonRingBCChamberofEnochDom",386,452,397,462,1,8,4535,2,0,0
251,629097,9,"HalonRingBCChamberoftheEntityDom",386,452,397,462,1,8,4538,2,0,0
252,629185,82,"ShadesEveStygianThicket",676,577,699,596,2,0,4382,0,0,0
253,629195,82,"ShadesEveShadestrickenLaboratories",686,587,703,600,3,252,4397,2,0,0
254,629405,33,"BlighthavenDecrepitExoLab",714,488,729,496,2,71,2966,2,0,0
255,629459,33,"BlighthavenEmpyrealCaverns",704,489,713,493,8,71,2974,2,0,0
256,629580,33,"BlighthavenRecontaminationRoom",716,483,725,489,5,71,2982,2,0,0
257,629603,33,"BlighthavenAbandonedExoLab",714,499,729,508,2,71,2880,2,0,0
258,629633,33,"BlighthavenEtherealCaverns",704,501,713,505,3,71,2938,2,0,0
259,629659,33,"BlighthavenDecontaminationRoom",716,495,725,501,2,71,2981,2,0,0
260,629751,33,"BlighthavenMindoftheGlobellum",728,479,743,491,3,71,2890,2,0,0
261,629820,33,"BlighthavenNurseryChecpoint",726,470,741,480,5,71,2858,2,0,0
262,629935,33,"BlighthavenNurseryObservationRoom",728,465,739,473,2,71,2859,2,0,0
263,630099,33,"BlighthavenTransfusionChamber",730,454,741,462,3,71,2860,2,0,0
264,630185,33,"BlighthavenChamberLogic",722,448,737,459,3,71,2863,2,0,0
265,630281,33,"BlighthavenChamberAir",716,453,731,464,2,71,2862,2,0,0
266,630306,33,"BlighthavenChamberFire",722,459,737,470,1,71,2861,2,0,0
267,630330,33,"BlighthavenChamberWater",734,459,749,470,5,71,2866,2,0,0
268,630345,33,"BlighthavenChamberEarth",738,454,753,465,1,71,2865,2,0,0
269,630352,33,"BlighthavenChamberLife",734,449,749,460,1,71,2864,2,0,0
270,630386,33,"BlighthavenGenesisChamber",728,429,743,439,12,71,2867,2,0,0
271,630446,33,"BlighthavenQueensDen",784,518,793,525,9,155,4042,2,0,0
273,630955,33,"SouthernGrimvaultEtherealCavity",716,589,733,604,2,53,2161,2,0,0
274,630995,33,"SouthernGrimvaultEtherealHollow",706,585,723,600,3,53,2692,2,0,0
275,631049,33,"SouthernGrimvaultCreepingCaverns",716,565,731,577,2,53,2528,2,0,0
276,631088,33,"SouthernGrimvaultStrainTunnels",720,546,735,559,1,53,2714,2,0,0
277,631101,83,"ShiphandLevel6",880,473,897,489,1,0,0,0,0,0
278,631157,83,"ShiphandLevel6Xenobite",874,476,889,486,3,277,4621,2,0,0
279,631162,83,"ShiphandLevel6Pell",878,469,893,480,3,277,4623,2,0,0
280,631166,83,"ShiphandLevel6Gronyx",890,474,905,484,2,277,4622,2,0,0
281,632296,33,"TheDefileStrainMaw",786,497,801,510,2,155,4409,2,0,0
282,632439,33,"TheDefileEmperorsDaughter",768,500,777,506,3,155,4400,2,0,0
283,632453,33,"TheDefileScreamingSword",768,500,775,506,3,155,4399,2,0,0
284,632498,33,"TheDefileBlackFocusEvacuationHub",776,496,795,510,1,155,4165,2,0,0
285,632622,33,"TheDefileResonanceTowerControlRoomDominion",768,505,775,508,2,155,4161,2,0,0
286,632644,33,"TheDefileResonanceTowerControlRoomExile",770,505,777,508,4,155,4160,2,0,0
287,633516,61,"CrimsonBadlandsExoLab22",226,82,231,86,2,131,4396,2,0,0
288,633522,61,"CrimsonBadlandsDryboreHollow",218,81,231,91,1,131,1977,2,0,0
289,633536,61,"CrimsonBadlandsCrimsonCommand",210,85,217,91,1,131,4648,2,0,0
290,633569,61,"CrimsonBadlandsTumblingCaves",204,91,213,98,1,131,4395,2,0,0
291,633684,33,"WesternGrimvaultFistofAzrion",700,504,723,524,3,70,2081,2,0,0
292,633690,33,"WesternGrimvaultWidowmaker",710,504,733,524,1,70,2309,2,0,0
293,633710,33,"WesternGrimvaultDepartmentYYZ",698,516,707,523,1,70,2243,2,0,0
294,633711,33,"WesternGrimvaultDepartment5150",698,519,707,526,1,70,2310,2,0,0
295,633727,33,"WesternGrimvaultDivergence",652,491,661,498,2,70,2299,2,0,0
296,633738,33,"WesternGrimvaultPhagelab1",660,489,673,500,2,70,2819,2,0,0
298,633740,33,"WesternGrimvaultPhagelab2",666,487,681,500,1,70,2821,2,0,0
299,633780,33,"WesternGrimvaultPhagelab3",654,490,665,500,2,70,2823,2,0,0
300,633795,33,"WesternGrimvaultVorionsSanctuary",656,512,667,521,3,70,4260,2,0,0
301,633832,33,"WesternGrimvaultOuterCore1",676,489,691,500,2,70,2274,2,0,0
302,633840,33,"WesternGrimvaultOuterCore2",682,486,701,501,1,70,2275,2,0,0
303,633847,33,"WesternGrimvaultOuterCore3",678,496,689,505,5,70,2276,2,0,0
304,633849,33,"WesternGrimvaultOuterCore4",674,492,685,502,1,70,2277,2,0,0
305,633852,33,"WesternGrimvaultInnerCoreChamber",680,501,693,512,2,70,2278,2,0,0
306,633876,33,"WesternGrimvaultBioMechFacility",640,497,683,536,1,70,4253,2,0,0
307,633910,84,"AdventureLevianBay",590,470,641,497,1,0,4593,0,0,0
309,634189,19,"FarsideDustrunner",750,487,755,491,4,28,1521,2,0,0
310,634197,19,"FarsideDustrunnerEx",754,482,759,486,2,28,1506,2,0,0
311,634202,19,"FarsideSpigosQuarters",752,484,757,488,2,28,1507,2,0,0
312,634247,8,"WilderrunBladeswornCaverns",712,524,725,535,1,26,1524,2,0,0
313,634258,8,"WilderrunExoLab13",750,538,765,550,1,26,1527,2,0,0
314,634261,8,"WilderrunExoLabBM15",744,531,749,534,2,26,1528,2,0,0
315,634280,8,"WilderrunMaidensOffering",760,527,771,536,1,26,1525,2,0,0
316,634281,8,"WilderrunStrangersHollow",718,525,721,527,1,26,4251,2,0,0
317,634282,8,"WilderrunOvergrownPassage",730,496,735,499,1,26,2174,2,0,0
318,634286,8,"WilderrunPrimalKinesisLab9",746,497,755,505,4,26,2111,2,0,0
319,634298,8,"WilderrunCrushstoneCavern",746,499,757,508,1,26,2112,2,0,0
320,634318,8,"WilderrunLifeloamHollow",718,506,723,509,1,26,2146,2,0,0
321,634569,33,"MalgraveContainmentR12Dom",716,624,727,633,1,42,2452,2,0,0
322,634570,33,"MalgraveContainmentR12Ex",710,624,721,633,2,42,2453,2,0,0
323,634575,33,"MalgraveNovum",718,659,729,667,1,42,1905,2,0,0
324,634588,33,"MalgraveMadErnest",720,659,723,660,2,42,1897,2,0,0
325,634686,33,"MalgraveSparkmireMine",706,660,717,668,1,42,1854,2,0,0
326,634720,33,"MalgraveExoLabX1BB",738,666,751,675,1,42,1904,2,0,0
327,634773,85,"MalgraveExoLabXC42",676,587,689,597,1,0,1978,0,0,0
328,634844,33,"MalgraveGrimclawsDen",742,644,745,646,1,42,2563,2,0,0
329,634875,33,"MalgraveOldLoftiteMine",728,641,731,644,1,42,1934,2,0,0
330,636203,8,"CrimsonIsleTumblingCaves",522,582,529,587,1,12,1361,2,0,0
331,636213,8,"CrimsonIsleBloodstoneCanyon",518,575,525,579,1,12,4674,2,0,0
332,636238,8,"CrimsonIsleTumblingCaves2",516,584,519,586,1,12,1360,2,0,0
333,636253,8,"CrimsonIsleExoLab22",532,570,541,577,1,12,1244,2,0,0
334,636309,8,"LevianBaySurfskitterCave",632,496,639,501,1,22,1311,2,0,0
335,636322,8,"LevianBayStalkersDen",612,482,617,486,1,22,1356,2,0,0
336,636652,8,"EllevarForgottenTomb",632,531,635,533,1,7,1612,2,0,0
337,636685,8,"EllevarRiverstoneCaverns",624,508,637,518,1,7,1596,2,0,0
338,636691,8,"EllevarQueensLair",628,542,635,548,2,7,1773,2,0,0
339,636701,8,"EllevarDiluvianDepths",660,522,675,533,1,7,400,2,0,0
340,636716,8,"EllevarBoonOfHydris",628,536,635,541,2,7,402,2,0,0
341,636763,8,"EllevarBioMech1",616,542,627,551,1,7,406,2,0,0
342,636783,8,"EllevarBioMech2",616,542,627,551,1,7,407,2,0,0
343,637080,8,"EllevarRecombinationChamber",618,543,625,549,1,7,331,2,0,0
344,637102,8,"EllevarAbandonedHideout",624,539,631,544,1,7,4114,2,0,0
345,637105,8,"EllevarProsperityCaverns",618,537,631,548,2,7,2519,2,0,0
346,637114,8,"EllevarEldanLab",646,521,659,531,1,7,4137,2,0,0
349,637712,84,"LevianBayAdventureStalkersDen",612,482,617,486,1,307,4597,2,0,0
350,637716,84,"LevianBayAdventureSublevelTheta",640,476,647,480,1,307,4609,2,0,0
351,637718,84,"LevianBayAdventureElderVault",622,478,631,487,1,307,4602,2,0,0
352,637721,84,"LevianBayAdventureSecuritySublevelSigma",640,480,651,487,1,307,4608,2,0,0
353,637817,17,"MalgraveAdventureAbandonedMine",734,621,747,631,1,24,1717,2,0,0
354,637832,23,"NorthernWildsAdventureSkeechCave",780,483,791,492,2,32,4359,2,0,0
355,637917,24,"HycrestAdventureCityHallBasement",630,558,631,559,3,33,1796,2,0,0
356,637979,8,"AuroriaGreystoneCavern",626,570,637,580,1,6,665,2,0,0
357,637980,8,"AuroriaHycrestChurchBasement",634,556,637,557,1,6,1797,2,0,0
359,637991,8,"AuroriaHycrestCityHallBasement",630,558,631,559,1,6,1796,2,0,0
360,637992,8,"AuroriaHycrestGovernorsBasement",628,556,629,557,1,6,1795,2,0,0
361,637998,8,"AuroriaHycrestMilitaryHQBasement",632,555,635,556,1,6,1794,2,0,0
362,638004,8,"AuroriaHycrestInterrogationCenter",630,557,631,558,1,6,1363,2,0,0
363,638061,8,"AuroriaPoxbrewEnclave",632,555,645,567,1,6,666,2,0,0
364,638078,8,"AuroriaFieldclawHollow",642,544,651,551,1,6,698,2,0,0
365,638084,8,"AuroriaNecrohive",650,550,663,560,1,6,1347,2,0,0
366,638094,8,"AuroriaCragroachCavern",642,553,651,561,1,6,2160,2,0,0
367,638105,8,"AuroriaBlackheartHollow",638,578,653,590,1,6,1391,2,0,0
368,638110,8,"AuroriaSummonersDen",644,575,647,578,1,6,2005,2,0,0
369,638127,8,"AuroriaStarlanceWarRoom",658,564,667,571,1,6,2020,2,0,0
370,638152,8,"AuroriaWindfallCave",640,569,645,574,1,6,784,2,0,0
371,638181,8,"AuroriaXT9ElementAugmentComplex",640,564,649,571,2,6,2046,2,0,0
372,638199,8,"AuroriaBladevault",636,571,651,582,2,6,1599,2,0,0
373,638412,8,"DeraduneWitchrockPassage",554,555,567,566,1,15,1285,2,0,0
374,638413,8,"DeraduneWitchrockCatacombs",566,559,571,562,1,15,1286,2,0,0
375,638430,8,"DeraduneHillscourge1",568,557,575,562,1,15,4323,2,0,0
376,638458,8,"DeraduneHillscourge2",574,553,581,557,2,15,4322,2,0,0
377,638500,8,"DeraduneResourceCave",578,553,585,558,1,15,1372,2,0,0
378,638546,8,"DeraduneCrimsonHookCave",584,551,589,555,1,15,1370,2,0,0
379,638558,8,"DeraduneDeathbringersTomb",568,592,583,604,1,15,1338,2,0,0
380,638566,8,"DeraduneMoodieTotemDen1",570,593,579,599,1,15,1380,2,0,0
381,638567,8,"DeraduneMoodieTotemDen2",568,592,577,598,3,15,1379,2,0,0
382,638571,8,"DeraduneMoodieTotemDen3",568,591,577,597,1,15,1378,2,0,0
383,638572,8,"DeraduneMoodieTotemDen4",568,587,577,593,2,15,1340,2,0,0
384,638575,8,"DeraduneWitchrockCavern",568,589,575,594,1,15,1369,2,0,0
385,638604,8,"DeraduneBeastboneCave",568,585,577,591,1,15,1368,2,0,0
