"ID","publicEventId","publicEventObjectiveFlags","publicEventObjectiveTypeSpecificFlags","worldLocation2Id","publicEventTeamId","localizedTextId","localizedTextIdOtherTeam","localizedTextIdShort","localizedTextIdOtherTeamShort","publicEventObjectiveTypeEnum","count","objectId","failureTimeMs","targetGroupIdRewardPane","publicEventObjectiveCategoryEnum","liveEventIdCounter","publicEventObjectiveIdParent","questDirectionId","medalPointValue","localizedTextIdParticipantAdd","localizedTextIdStart","displayOrder"
33,82,65537,0,14252,1,176839,0,176840,0,17,1,3881,0,0,0,0,0,0,0,0,0,0
34,54,65537,0,13667,1,176841,0,176842,0,17,1,3881,0,0,0,0,0,0,0,0,0,0
35,28,2174993,0,0,1,177128,0,177129,0,5,1,2417,0,0,0,0,0,0,0,0,0,0
36,29,17,0,0,1,177153,0,177154,0,5,1,2417,0,0,0,0,0,0,0,0,0,0
37,30,97,0,0,1,177166,181168,177167,181169,8,12,0,0,0,0,0,0,0,0,0,0,0
38,50,65536,0,15341,1,177235,0,177236,0,17,1,4320,0,0,0,0,0,0,0,0,0,0
39,50,65552,0,14233,1,177237,0,177238,0,17,1,3881,0,0,0,0,0,0,0,0,0,0
40,33,65536,0,0,1,177377,0,177378,0,13,1,2417,240000,0,0,0,0,0,0,0,0,0
41,34,65536,0,0,1,177381,0,177382,0,5,1,2417,0,0,0,0,0,0,0,0,0,0
42,35,65536,0,0,1,177384,0,177385,0,5,1,2417,240000,0,0,0,0,0,0,0,0,0
43,36,65536,0,0,1,177386,0,177387,0,5,1,2417,240000,0,0,0,0,0,0,0,0,0
44,37,65552,0,0,1,177389,0,177390,0,5,1,2417,0,0,0,0,0,0,0,0,0,0
45,38,65552,0,0,1,177557,0,177558,0,13,0,2417,280000,8436,0,0,0,0,0,0,0,0
46,34,65552,0,14232,1,178003,0,178004,0,17,1,3894,0,0,0,0,0,0,0,0,0,0
47,40,65536,0,0,1,178013,0,178014,0,13,1,2417,120000,0,0,0,0,0,0,0,0,0
48,6,24,0,15071,2,178509,0,178510,0,10,5,0,0,0,0,0,0,0,0,0,0,0
49,6,24,0,15071,3,178511,0,178512,0,10,5,0,0,0,0,0,0,0,0,0,0,0
50,41,65536,0,0,1,178618,0,178619,0,20,0,0,0,0,0,0,0,0,0,0,0,0
51,41,65552,0,14234,1,178645,0,178646,0,17,1,3881,0,0,0,0,0,0,0,0,0,0
52,43,0,0,0,1,179470,179902,179471,179903,20,0,0,900000,0,0,0,0,0,0,0,0,0
53,43,1040,0,0,1,179475,179995,179476,179996,8,1,0,300000,0,0,0,0,0,0,0,0,0
54,44,64,0,0,1,180549,180551,180550,180552,5,10,0,1800000,0,0,0,0,0,0,0,0,0
55,47,65553,0,15597,1,180761,0,180762,0,6,0,2476,0,0,0,0,0,0,0,0,0,0
56,46,65553,0,15596,1,180995,0,180996,0,6,0,2479,0,0,0,0,0,0,0,0,0,0
57,45,65553,0,15595,1,180998,0,180999,0,6,0,2478,0,0,0,0,0,0,0,0,0,0
58,48,65552,0,24985,1,181364,0,181365,0,3,10,2174,0,0,0,0,0,0,0,0,0,0
59,49,128,0,16836,3,181504,181506,181505,181507,28,15,9,0,0,0,0,0,0,0,0,0,0
60,49,128,0,16309,3,181540,181542,181541,181543,5,50,2,0,12406,0,0,0,0,0,0,0,0
61,49,16,0,14022,3,181614,181616,181615,181617,8,1,2,0,0,0,0,0,0,0,0,0,0
63,50,73728,0,15319,1,181994,0,181995,0,20,0,0,0,0,0,0,0,0,0,0,0,0
64,51,2170880,0,0,1,182098,0,182099,0,20,0,2174,0,0,0,0,0,0,0,0,0,0
65,41,65536,0,0,1,182123,0,182124,0,20,0,0,0,0,0,0,0,0,0,0,0,0
66,53,2170897,0,0,1,182217,0,182218,0,5,1,0,0,0,0,0,0,0,0,0,0,0
67,54,65552,0,14253,1,182240,0,182241,0,20,0,2174,0,0,0,0,0,0,0,0,0,0
68,55,65552,0,0,1,182265,0,182266,0,20,0,2174,0,0,0,0,0,0,0,0,0,0
69,56,65536,0,0,1,182948,0,182949,0,17,8,1951,0,0,0,0,0,0,0,0,0,0
70,56,77825,0,15846,1,182967,0,182968,0,17,1,3881,0,0,0,0,0,0,0,0,0,0
71,56,65536,0,15733,1,182970,0,182971,0,17,1,3881,0,0,0,0,0,0,0,0,0,0
72,56,0,0,15846,1,182975,0,182976,0,13,1,2496,19000,0,0,0,0,0,0,0,0,0
73,56,65536,0,15735,1,182978,0,182979,0,5,1,2497,0,0,0,0,0,0,0,0,0,0
74,56,65536,0,0,1,182980,0,182981,0,5,1,2498,0,0,0,0,0,0,0,0,0,0
75,57,77824,0,0,1,183813,0,183828,0,20,0,0,0,0,0,0,0,0,0,0,0,0
76,57,0,0,0,1,183814,0,183829,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
77,57,77824,0,0,1,183815,0,183830,0,20,0,0,0,0,0,0,0,0,0,0,0,0
78,57,0,0,0,1,183816,0,183831,0,13,0,0,30000,0,0,0,0,0,0,0,0,0
79,58,77824,0,0,1,183817,0,183832,0,20,0,0,0,0,0,0,0,0,0,0,0,0
80,58,77824,0,0,1,183818,0,183833,0,20,0,0,0,0,0,0,0,0,0,0,0,0
81,58,77824,0,0,1,183819,0,183834,0,20,0,0,0,0,0,0,0,0,0,0,0,0
82,58,0,0,0,1,183820,0,183835,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
83,59,77824,0,0,1,183821,0,183836,0,20,0,0,0,0,0,0,0,0,0,0,0,0
84,59,77824,0,0,1,183822,0,183837,0,20,0,0,0,0,0,0,0,0,0,0,0,0
85,59,77824,0,0,1,183823,0,183838,0,20,0,0,0,0,0,0,0,0,0,0,0,0
86,59,77824,0,0,1,183824,0,183839,0,20,0,0,0,0,0,0,0,0,0,0,0,0
87,60,0,0,0,1,183825,0,183840,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
88,60,77824,0,0,1,183827,0,183841,0,20,0,0,0,0,0,0,0,0,0,0,0,0
89,60,77824,0,0,1,183842,0,183843,0,20,0,0,0,0,0,0,0,0,0,0,0,0
90,60,77824,0,0,1,183844,0,183845,0,20,0,0,0,0,0,0,0,0,0,0,0,0
91,61,77824,0,0,1,183847,0,183848,0,20,0,0,0,0,0,0,0,0,0,0,0,0
92,61,77824,0,0,1,183849,0,183850,0,20,0,0,0,0,0,0,0,0,0,0,0,0
93,61,77824,0,0,1,183851,0,183852,0,20,0,0,0,0,0,0,0,0,0,0,0,0
94,61,77824,0,0,1,183853,0,183854,0,20,0,0,0,0,0,0,0,0,0,0,0,0
95,62,0,0,0,1,183855,0,183856,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
96,62,77824,0,0,1,183857,0,183858,0,20,0,0,0,0,0,0,0,0,0,0,0,0
97,62,77824,0,0,1,183859,0,183860,0,20,0,0,0,0,0,0,0,0,0,0,0,0
98,62,0,0,0,1,183861,0,183862,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
99,63,0,0,0,1,183865,0,183866,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
100,63,77824,0,0,1,183867,0,183868,0,20,0,0,0,0,0,0,0,0,0,0,0,0
101,63,77824,0,0,1,183869,0,183870,0,20,0,0,0,0,0,0,0,0,0,0,0,0
102,63,77824,0,0,1,183871,0,183872,0,20,0,0,0,0,0,0,0,0,0,0,0,0
103,64,0,0,0,1,183873,0,183874,0,13,0,0,30000,0,0,0,0,0,0,0,0,0
104,64,77824,0,0,1,183875,0,183876,0,20,0,0,0,0,0,0,0,0,0,0,0,0
105,64,77824,0,0,1,183877,0,183878,0,20,0,0,0,0,0,0,0,0,0,0,0,0
106,64,77824,0,0,1,183879,0,183880,0,20,0,0,0,0,0,0,0,0,0,0,0,0
107,65,77824,0,0,1,183881,0,183882,0,20,0,0,0,0,0,0,0,0,0,0,0,0
108,65,77824,0,0,1,183886,0,183887,0,20,0,0,0,0,0,0,0,0,0,0,0,0
109,65,77824,0,0,1,183888,0,183889,0,20,0,0,0,0,0,0,0,0,0,0,0,0
110,65,77824,0,0,1,183890,0,183891,0,20,0,0,0,0,0,0,0,0,0,0,0,0
111,66,77824,0,0,1,183892,0,183893,0,20,0,0,0,0,0,0,0,0,0,0,0,0
112,66,77824,0,0,1,183894,0,183895,0,20,0,0,0,0,0,0,0,0,0,0,0,0
113,66,77824,0,0,1,183896,0,183897,0,20,0,0,0,0,0,0,0,0,0,0,0,0
114,66,77824,0,0,1,183898,0,183899,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
115,67,77824,0,0,1,183977,0,183978,0,20,0,0,0,0,0,0,0,0,0,0,0,0
116,67,0,0,0,1,183979,0,183980,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
117,67,77824,0,0,1,183981,0,183982,0,20,0,0,0,0,0,0,0,0,0,0,0,0
118,67,77824,0,0,1,183983,0,183984,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
119,68,77824,0,0,1,183985,0,183986,0,20,0,0,0,0,0,0,0,0,0,0,0,0
120,68,77824,0,0,1,183987,0,183988,0,20,0,0,0,0,0,0,0,0,0,0,0,0
121,68,77824,0,0,1,183989,0,183990,0,20,0,0,0,0,0,0,0,0,0,0,0,0
122,68,0,0,0,1,183991,0,183992,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
123,69,77824,0,0,1,183993,0,183994,0,20,0,0,0,0,0,0,0,0,0,0,0,0
124,69,77824,0,0,1,183995,0,183996,0,20,0,0,0,0,0,0,0,0,0,0,0,0
125,69,77824,0,0,1,183997,0,183998,0,20,0,0,0,0,0,0,0,0,0,0,0,0
126,69,77824,0,0,1,183999,0,184000,0,20,0,0,0,0,0,0,0,0,0,0,0,0
127,70,0,0,0,1,184001,0,184002,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
128,70,77824,0,0,1,184003,0,184004,0,20,0,0,0,0,0,0,0,0,0,0,0,0
129,70,77824,0,0,1,184005,0,184006,0,20,0,0,0,0,0,0,0,0,0,0,0,0
130,70,77824,0,0,1,184007,0,184008,0,20,0,0,0,0,0,0,0,0,0,0,0,0
131,71,77824,0,0,1,184009,0,184010,0,20,0,0,0,0,0,0,0,0,0,0,0,0
132,71,77824,0,0,1,184011,0,184012,0,20,0,0,0,0,0,0,0,0,0,0,0,0
133,71,77824,0,0,1,184013,0,184014,0,20,0,0,0,0,0,0,0,0,0,0,0,0
134,71,77824,0,0,1,184015,0,184016,0,20,0,0,0,0,0,0,0,0,0,0,0,0
135,72,0,0,0,1,184017,0,184018,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
136,72,77824,0,0,1,184021,0,184022,0,20,0,0,0,0,0,0,0,0,0,0,0,0
137,72,77824,0,0,1,184023,0,184024,0,20,0,0,0,0,0,0,0,0,0,0,0,0
138,72,0,0,0,1,184026,0,184027,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
139,73,0,0,0,1,184028,0,184029,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
140,73,77824,0,0,1,184030,0,184031,0,20,0,0,0,0,0,0,0,0,0,0,0,0
141,73,77824,0,0,1,184033,0,184034,0,20,0,0,0,0,0,0,0,0,0,0,0,0
142,73,77824,0,0,1,184035,0,184036,0,20,0,0,0,0,0,0,0,0,0,0,0,0
143,74,0,0,0,1,184037,0,184038,0,13,1,0,45000,0,0,0,0,0,0,0,0,0
144,74,77824,0,0,1,184039,0,184040,0,20,0,0,0,0,0,0,0,0,0,0,0,0
145,74,77824,0,0,1,184041,0,184042,0,20,0,0,0,0,0,0,0,0,0,0,0,0
146,74,77824,0,0,1,184043,0,184044,0,20,0,0,0,0,0,0,0,0,0,0,0,0
147,75,77824,0,0,1,184046,0,184047,0,20,0,0,0,0,0,0,0,0,0,0,0,0
148,75,77824,0,0,1,184048,0,184049,0,20,0,0,0,0,0,0,0,0,0,0,0,0
149,75,77824,0,0,1,184050,0,184051,0,20,0,0,0,0,0,0,0,0,0,0,0,0
150,75,77824,0,0,1,184052,0,184053,0,20,0,0,0,0,0,0,0,0,0,0,0,0
151,76,77824,0,0,1,184056,0,184057,0,20,0,0,0,0,0,0,0,0,0,0,0,0
152,76,77824,0,0,1,184058,0,184059,0,20,0,0,0,0,0,0,0,0,0,0,0,0
153,76,77824,0,0,1,184060,0,184061,0,20,0,0,0,0,0,0,0,0,0,0,0,0
154,76,77824,0,0,1,184062,0,184063,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
155,57,77840,0,0,1,183928,0,183929,0,20,0,0,0,0,0,0,0,0,0,0,0,0
156,58,77840,0,0,1,183930,0,183931,0,20,0,0,0,7747,0,0,0,0,0,0,0,0
157,59,77840,0,0,1,183932,0,183933,0,20,0,0,0,0,0,0,0,0,0,0,0,0
158,60,77840,0,0,1,183934,0,183935,0,20,0,0,0,0,0,0,0,0,0,0,0,0
159,62,77840,0,0,1,183936,0,183937,0,20,0,0,0,0,0,0,0,0,0,0,0,0
160,63,77840,0,0,1,183939,0,183940,0,20,0,0,0,0,0,0,0,0,0,0,0,0
161,65,77840,0,0,1,183942,0,183943,0,20,0,0,0,0,0,0,0,0,0,0,0,0
162,66,77840,0,0,1,183944,0,183945,0,20,0,0,0,0,0,0,0,0,0,0,0,0
163,67,77840,0,0,1,184064,0,184065,0,20,0,0,0,0,0,0,0,0,0,0,0,0
164,68,77840,0,0,1,184066,0,184067,0,20,0,0,0,7747,0,0,0,0,0,0,0,0
165,69,77840,0,0,1,184068,0,184069,0,20,0,0,0,0,0,0,0,0,0,0,0,0
166,70,77840,0,0,1,184070,0,184071,0,20,0,0,0,0,0,0,0,0,0,0,0,0
167,71,77840,0,0,1,184072,0,184073,0,20,0,0,0,0,0,0,0,0,0,0,0,0
168,73,77840,0,0,1,184074,0,184075,0,20,0,0,0,0,0,0,0,0,0,0,0,0
169,74,77840,0,0,1,184077,0,184078,0,20,0,0,0,0,0,0,0,0,0,0,0,0
170,75,77840,0,0,1,184079,0,184080,0,20,0,0,0,0,0,0,0,0,0,0,0,0
171,76,77840,0,0,1,184081,0,184082,0,20,0,0,0,0,0,0,0,0,0,0,0,0
172,77,65552,0,14246,1,183338,0,183339,0,20,0,3768,0,0,0,0,0,0,0,0,0,0
173,78,2170897,0,0,1,183909,0,183910,0,5,5,0,0,0,0,0,0,0,0,0,0,0
174,79,65552,0,14242,1,183590,0,183591,0,20,0,2174,0,0,0,0,0,0,0,0,0,0
175,56,65552,0,15759,1,183625,0,183626,0,17,1,3881,0,0,0,0,0,0,0,0,0,0
176,61,77840,0,0,1,185074,0,185075,0,20,0,0,0,0,0,0,0,0,0,0,0,0
177,64,77840,0,0,1,185072,0,185073,0,20,0,0,0,0,0,0,0,0,0,0,0,0
178,72,77840,0,0,1,185076,0,185077,0,20,0,0,0,0,0,0,0,0,0,0,0,0
179,81,1,0,15772,1,183863,183946,183864,183947,8,5,0,0,0,0,0,0,0,0,0,0,0
180,82,65536,0,0,1,183903,0,183904,0,4,6,2189,0,0,0,0,0,0,0,0,0,0
181,82,65536,0,26230,1,183954,0,183955,0,0,1,2195,0,0,0,0,0,0,0,0,0,0
182,83,17,0,15788,1,184332,0,184333,0,6,0,2508,0,0,0,0,0,0,0,0,0,0
183,84,17,0,15788,1,184336,0,184337,0,6,0,2508,0,0,0,0,0,0,0,0,0,0
184,81,4,0,15772,1,184372,0,184373,0,5,3,0,0,0,0,0,0,0,0,0,0,0
185,81,17,0,0,1,184413,184415,184414,184416,8,1,0,0,0,0,0,0,0,0,0,0,0
186,56,2191360,0,0,1,184450,0,184451,0,3,15,2199,0,0,0,0,0,0,0,0,0,0
189,418,16,0,13091,1,184768,0,184769,0,6,0,1994,0,0,0,0,0,0,0,0,0,0
190,432,2174976,0,0,1,184770,0,184771,0,3,1,6862,180000,0,0,0,0,0,0,0,0,0
191,422,2176001,0,0,1,184772,0,184773,0,5,1,1994,0,0,0,0,0,0,0,0,0,0
192,428,65537,0,13186,1,184775,0,184776,0,6,0,2035,0,0,0,0,0,0,0,0,0,0
193,428,16,0,0,1,184780,0,184781,0,5,1,1994,0,0,0,0,0,0,0,0,0,0
194,87,1,0,15948,1,184786,0,184787,0,8,3,0,0,0,0,0,0,0,0,0,0,0
195,433,0,0,45046,1,184788,0,184789,0,17,1,7505,0,0,0,0,0,0,0,0,0,0
196,433,74768,0,45046,1,184793,284732,184794,0,20,0,2524,0,0,0,0,0,0,0,0,0,0
201,420,2170896,0,0,1,184815,0,184816,0,17,2,6973,0,0,0,0,0,0,0,0,0,0
202,421,2174977,0,0,1,184817,0,184818,0,8,3,6715,0,0,0,0,0,0,0,0,0,0
203,423,77825,0,0,1,184820,0,184821,0,5,3,1994,0,0,0,0,0,0,0,0,0,0
204,431,2166785,0,38816,1,184822,0,184823,0,3,1,6799,0,0,0,0,0,604,0,0,0,0
205,430,2174976,0,38898,1,184825,0,184826,0,13,0,6814,18000,0,0,0,0,0,0,0,0,0
207,426,1,0,13109,1,184829,0,184830,0,17,1,8522,0,0,0,0,0,0,0,0,0,0
208,425,65537,0,13108,1,184831,0,184832,0,3,1,6733,0,0,0,0,0,0,0,0,0,0
209,424,2174977,0,13106,1,184833,0,184834,0,3,1,6731,0,7302,0,0,0,0,0,0,0,0
211,87,16,0,15772,1,184951,0,184952,0,7,50,3,0,0,0,0,0,0,0,0,0,0
212,87,0,0,15874,1,185080,0,185081,0,11,90000,2520,0,0,0,0,0,0,0,0,0,0
213,35,65552,0,14237,1,185243,0,185244,0,17,1,3923,0,0,0,0,0,0,0,0,0,0
214,49,4,0,0,3,186210,0,186211,0,5,1,0,600000,0,1,0,0,0,0,0,0,0
215,89,9,0,0,2,187564,0,187565,0,7,10,4,0,0,0,0,0,0,0,0,0,0
216,90,0,0,16199,1,189179,0,189180,0,17,1,6071,0,0,0,0,0,0,0,0,0,0
217,91,0,0,16199,1,189254,0,189255,0,17,1,6071,0,0,0,0,0,0,0,0,0,0
218,49,128,0,16309,3,189397,0,189398,0,8,15,2,0,0,0,0,0,0,0,0,0,0
221,83,1,0,15788,1,190696,0,190697,0,13,0,2508,30000,0,0,0,0,0,0,0,0,0
222,84,1,0,15788,1,190704,0,190705,0,13,0,0,30000,0,0,0,0,0,0,0,0,0
228,95,0,0,0,1,191267,0,191268,0,4,3,2324,0,0,0,0,0,0,0,0,0,0
229,95,32,0,0,1,191284,0,191285,0,20,0,0,0,0,0,0,0,0,0,0,0,0
230,95,2048,0,0,1,191286,0,191287,0,3,1,2323,0,0,0,0,0,2361,0,0,0,0
231,95,4,0,0,1,191288,0,191289,0,20,0,0,0,2333,1,0,0,0,0,0,0,0
232,96,17,0,7250,1,191649,0,191650,0,3,40,2328,0,0,0,0,0,0,0,0,0,0
236,98,25,0,16652,1,195303,0,195304,0,12,1,0,86400000,0,0,0,0,0,0,0,0,0
237,0,13,0,16652,1,195306,0,195307,0,1,7,0,0,0,0,0,0,0,0,0,0,0
238,98,29,0,16749,1,195463,0,195464,0,12,1,0,86400000,0,0,0,0,0,0,0,0,0
239,98,29,0,16750,1,195465,0,195466,0,12,1,0,86400000,0,0,0,0,0,0,0,0,0
243,101,65540,0,49628,1,197551,0,197552,0,12,0,2433,0,0,0,0,0,0,0,0,0,0
244,103,65552,0,14230,1,197555,0,197556,0,20,0,2396,0,0,0,0,0,0,0,0,0,0
245,104,65552,0,0,1,197581,0,197582,0,5,1,0,0,0,0,0,0,0,0,0,0,0
246,102,65568,0,14243,1,197584,0,197585,0,13,0,0,180000,0,0,0,0,0,0,0,0,0
247,101,65540,0,49628,1,197623,0,197624,0,5,7,2433,0,0,0,0,0,0,0,0,0,0
248,105,25,0,16955,1,197675,0,197676,0,0,0,10243,0,0,0,0,0,0,0,0,0,0
252,108,65540,0,23113,1,197860,0,197861,0,12,1,0,0,0,1,0,0,0,0,0,0,0
253,108,65664,0,23113,1,197866,0,197867,0,8,12,0,0,0,0,0,0,0,0,0,0,0
254,108,33620992,0,23113,1,197868,0,197869,0,8,1,0,0,0,0,0,0,0,0,0,0,0
255,100,17,0,17144,1,197948,0,197949,0,13,0,2450,600000,0,0,0,0,0,0,0,0,0
256,108,128,0,17235,1,198223,0,198224,0,5,30,0,0,10835,0,0,0,0,0,0,0,0
257,108,33556480,0,17235,1,198225,0,198226,0,5,1,5318,0,5318,0,0,0,0,0,0,0,0
262,108,65536,0,28830,1,198692,0,198693,0,3,1,5294,0,0,0,0,0,0,0,0,0,0
267,117,17,0,0,1,200537,0,200538,0,6,0,2728,0,0,0,0,0,0,0,0,0,0
269,109,2170884,0,17512,1,200666,0,200667,0,19,0,2783,0,0,0,0,0,0,0,0,0,0
270,109,0,0,17448,1,200669,0,200670,0,17,1,5115,0,0,0,0,0,0,0,0,0,0
274,109,0,0,18018,1,200932,0,200933,0,0,1,2562,0,0,0,0,0,0,0,0,0,0
275,111,65536,0,0,1,200937,0,200938,0,9,0,4657,0,4657,0,0,0,0,0,0,0,0
276,112,74768,0,0,1,200940,0,200941,0,8,25,2533,150000,0,0,0,0,0,0,0,0,0
277,113,65552,0,17955,1,200943,0,200944,0,3,12,4664,0,0,0,0,0,0,0,0,0,0
278,114,65552,0,17550,1,200950,0,200951,0,5,6,0,0,0,0,0,0,0,0,0,0,0
306,112,65536,0,17549,1,203461,0,203462,0,17,1,2534,0,0,0,0,0,0,0,0,0,0
307,109,0,0,18018,1,203758,0,203759,0,6,0,2787,0,0,0,0,0,0,0,0,0,0
308,142,1040,0,24546,1,203779,0,203780,0,8,1,0,120000,0,0,0,0,0,0,0,0,0
309,146,0,0,18019,1,204592,0,204593,0,9,0,0,0,0,0,0,0,0,0,0,0,0
311,144,1,0,0,1,205333,0,205334,0,21,20,0,0,0,0,0,0,0,0,0,0,0
312,145,33554432,0,12733,1,205601,0,205602,0,0,1,2585,0,0,0,0,0,0,500,0,0,0
313,145,33554432,0,12734,1,205603,0,205604,0,0,1,2586,0,0,0,0,0,0,500,0,0,0
314,145,33554432,0,12736,1,205605,0,205606,0,5,1,0,0,0,0,0,0,0,500,0,0,0
315,146,1,0,0,1,205685,0,205686,0,5,1,0,0,0,0,0,0,0,0,0,0,0
318,146,0,0,0,1,206161,0,206162,0,5,1,0,0,0,0,0,0,0,0,0,0,0
319,147,16,0,17764,1,206180,0,206181,0,15,8,0,0,0,0,0,0,0,0,0,0,0
320,147,5,0,17764,1,206306,0,206307,0,13,1,0,30000,0,0,0,0,0,0,0,0,0
321,148,33554437,0,18090,1,206589,0,206590,0,0,1,2599,0,0,1,0,0,0,500,0,0,0
322,148,33554433,0,18091,1,206656,0,206657,0,0,1,2600,0,0,0,0,0,0,500,0,0,0
323,148,33554434,0,18092,1,206658,0,206659,0,0,1,2601,0,0,0,0,0,0,500,0,0,0
324,148,33554432,0,18093,1,206662,0,206663,0,5,1,0,0,0,0,0,0,0,500,0,0,0
325,149,25,0,0,1,206722,0,206723,0,5,1,0,86400000,0,0,0,0,0,0,0,0,0
326,150,4,0,18104,1,206962,0,206963,0,13,1,0,120000,0,0,0,0,0,0,0,0,0
327,150,16,0,18104,1,206964,0,206965,0,0,1,14189,0,0,0,0,0,0,0,0,0,0
328,148,33554432,0,18110,1,206966,0,206967,0,6,1,2821,0,0,0,0,0,0,0,0,0,0
329,148,33554560,0,18109,1,206968,0,206969,0,19,1,2821,0,0,0,0,0,0,0,0,0,0
330,151,65552,0,18018,1,206980,0,206981,0,20,0,0,0,0,0,0,0,0,0,0,0,0
331,151,65568,0,18018,1,206983,0,206984,0,20,0,0,0,0,0,0,0,0,0,0,0,0
332,151,65552,0,0,1,206985,0,206986,0,0,1,4770,0,0,0,0,0,0,0,0,0,0
333,148,33555460,0,50961,1,207037,0,207038,0,4,5,2610,0,0,1,0,0,2436,300,0,0,0
334,148,33554436,0,18120,1,207041,0,207042,0,0,35,3947,0,0,1,0,0,0,300,0,0,0
335,148,33555460,0,0,1,207219,0,207220,0,4,8,2627,0,0,1,0,0,0,300,0,0,0
336,148,33554436,0,18127,1,207244,0,207245,0,5,13,0,0,0,1,0,0,0,300,0,0,0
337,148,33554436,0,18128,1,207254,0,207255,0,5,7,46,0,0,1,0,0,0,300,0,0,0
