"ID","gossipSetId","indexOrder","localizedTextId","prerequisiteId"
186,19,2,23525,0
187,19,3,23526,0
188,19,4,23527,0
189,19,5,23528,0
190,19,6,23529,0
191,19,7,23530,0
192,19,8,23531,0
193,19,9,23532,0
194,19,10,23533,0
195,19,11,23534,0
196,19,12,23537,0
197,19,13,23538,0
198,20,1,23661,0
199,20,2,23662,0
200,20,3,23663,0
201,21,0,23669,0
202,21,1,23671,0
203,21,0,23675,0
204,21,1,23682,0
205,21,2,23685,0
206,21,3,23691,0
207,21,4,23692,0
208,21,2,23694,0
209,21,3,23695,0
210,21,4,23696,0
211,22,0,24639,0
212,22,1,24640,0
213,22,2,24641,0
214,22,3,24643,0
215,22,4,24644,0
216,22,5,24645,0
217,2,6,24648,0
218,23,0,24655,0
219,23,1,24660,0
220,23,2,24661,0
221,23,3,24662,0
222,23,4,24664,0
223,23,5,24665,0
224,23,6,24666,0
225,23,7,24667,0
226,23,8,24668,0
227,24,0,27659,0
228,24,1,27660,0
229,24,2,27663,0
230,24,3,27673,0
231,25,0,27856,0
232,25,1,27867,0
233,25,2,27868,0
234,25,3,27869,0
235,26,0,29340,0
236,26,1,29341,0
237,26,2,29342,0
238,26,3,29343,0
239,26,4,29344,0
240,27,0,29348,0
241,27,1,29350,0
242,27,2,29351,0
243,27,3,29352,0
244,27,4,29353,0
245,28,0,29388,0
246,28,1,29389,0
247,28,2,29390,0
248,28,3,29391,0
249,28,4,29392,0
250,28,5,29393,0
251,28,6,29394,0
252,28,7,29395,0
253,28,8,29396,0
254,28,9,29397,0
255,29,0,29398,0
256,29,1,29603,0
257,29,2,29604,0
258,29,3,29605,0
259,29,4,29606,0
260,29,0,29607,0
261,29,1,29608,0
262,29,2,29609,0
263,29,3,29610,0
264,29,4,29611,0
265,29,0,29612,0
266,29,1,29613,0
267,29,2,29614,0
268,29,3,29615,0
269,29,4,29616,0
270,29,0,29618,0
271,29,1,29619,0
272,29,2,29621,0
273,29,3,29622,0
274,29,4,29623,0
275,30,0,30289,0
276,30,1,30290,0
277,30,2,30291,0
278,30,3,30292,0
279,30,4,30293,0
280,30,5,30294,0
281,31,0,31018,0
282,31,1,31019,0
283,31,2,31020,0
284,31,3,31021,0
285,31,4,31022,0
286,31,5,31023,0
287,31,6,31024,0
288,31,7,31025,0
289,31,8,31026,0
291,33,0,31186,0
292,33,1,31187,0
293,33,2,31188,0
294,33,3,31189,0
295,33,4,31190,0
296,33,5,31191,0
297,35,0,31201,0
298,35,1,31202,0
299,35,2,31203,0
300,35,3,31204,0
301,35,4,31205,0
302,36,0,31382,0
303,36,1,31383,0
304,36,2,31384,0
305,36,3,31385,0
306,36,4,31386,0
307,36,5,31387,0
308,38,0,31388,0
309,38,1,31389,0
310,38,2,31390,0
311,38,3,31391,0
312,38,4,31392,0
313,38,5,31393,0
314,39,0,31394,0
315,39,1,31395,0
316,39,2,31396,0
317,39,3,31397,0
318,39,4,31398,0
319,39,5,31399,0
320,40,0,31400,0
321,40,1,31401,0
322,40,2,31402,0
323,40,3,31403,0
324,40,4,31404,0
325,40,5,31405,0
326,37,0,31407,0
327,37,1,31408,0
328,37,2,31409,0
329,37,3,31410,0
330,37,4,31411,0
331,37,5,31412,0
332,41,0,31414,0
333,41,1,31416,0
334,41,2,31417,0
335,41,3,31418,0
336,41,4,31421,0
337,41,5,31422,0
338,42,0,31423,0
339,42,1,31424,0
340,42,2,31425,0
341,42,3,31426,0
342,42,4,31427,0
343,42,5,31428,0
344,43,0,31443,0
345,43,1,31444,0
346,43,2,31445,0
347,43,3,31446,0
348,43,4,31447,0
349,43,5,31448,0
350,44,0,33367,0
351,44,1,33368,0
352,44,2,33369,0
353,44,3,33371,0
354,44,4,33373,0
355,44,0,33374,0
356,44,1,33376,0
357,44,2,33378,0
358,44,3,33379,0
359,44,4,33380,0
360,45,0,33390,0
361,45,1,33391,0
362,45,2,33392,0
363,45,3,33393,0
364,45,4,33394,0
365,45,5,33395,0
366,45,0,33396,0
367,45,1,33399,0
368,45,2,33402,0
369,45,3,33405,0
370,45,4,33409,0
371,45,5,33412,0
372,46,0,33577,0
373,46,1,33578,0
374,46,2,33579,0
375,46,3,33581,0
376,46,4,33582,0
377,46,5,33584,0
402,6,1,34538,0
403,6,2,34539,0
404,6,3,34540,0
405,6,4,34541,0
409,6,5,34547,0
425,61,0,34598,0
426,61,1,34599,0
427,61,2,34600,0
429,6,6,34602,0
430,63,2,34603,0
433,61,3,34606,0
436,63,3,34609,0
437,45,6,35164,0
438,44,5,35295,0
439,49,0,35301,0
440,49,1,35304,0
441,49,2,35305,0
442,49,3,35306,0
443,49,4,35307,0
444,49,5,35308,0
445,50,0,35599,0
446,50,1,35600,0
447,50,2,35601,0
448,50,3,35602,0
449,50,4,35603,0
456,50,5,35610,0
457,51,0,35614,0
460,51,1,35617,0
461,51,2,35618,0
462,51,3,35619,0
465,51,4,35622,0
466,51,5,35623,0
468,51,6,35625,0
469,45,6,36007,0
470,52,0,36389,0
471,52,1,36390,0
472,52,2,36391,0
473,52,3,36392,0
474,52,4,36394,0
475,45,8,36800,0
476,45,7,36801,0
477,45,8,36802,0
478,45,7,36803,0
479,52,5,36824,0
480,52,0,36826,0
481,52,1,36827,0
482,52,2,36828,0
483,52,3,36829,0
484,52,4,36830,0
485,52,5,36831,0
486,7,4,38046,0
487,7,5,38047,0
488,7,6,38048,0
489,7,7,38049,0
490,8,6,38050,0
491,8,7,38051,0
492,53,0,39618,0
493,53,1,39619,0
494,53,2,39620,0
495,53,3,39621,0
496,53,4,39622,0
497,53,5,39623,0
498,53,6,39624,0
499,53,7,39625,0
500,54,0,39627,0
501,54,1,39628,0
502,54,2,39629,0
503,54,3,39630,0
504,54,4,39631,0
505,54,5,39632,0
506,54,6,39633,0
507,54,7,39634,0
508,11,9,39788,0
509,11,10,39789,0
510,11,11,39791,0
511,55,0,40003,0
512,55,1,40004,0
513,55,2,40005,0
514,55,3,40006,0
515,55,4,40007,0
516,55,5,40008,0
517,55,6,40009,0
518,55,7,40010,0
520,57,0,46902,0
521,58,0,52629,0
522,58,1,52630,0
523,58,2,52631,0
524,58,3,52632,0
525,59,0,52633,0
526,59,1,52634,0
527,59,2,52635,0
528,59,3,52636,0
529,60,0,53982,0
530,63,0,55223,0
531,63,1,55224,0
532,64,0,55229,0
533,64,1,55230,0
534,62,3,55233,0
535,64,2,55241,0
536,64,3,55242,0
537,65,0,55261,0
538,65,1,55262,0
539,65,2,55263,0
540,65,3,55264,0
541,65,4,55265,0
542,65,5,55266,0
543,66,0,58804,0
544,67,0,58805,0
545,68,0,62207,0
572,76,0,65716,0
573,76,1,65719,0
574,76,2,65720,0
575,76,3,65721,0
576,76,4,65722,0
577,76,5,65723,0
578,77,0,65726,0
579,77,1,65727,0
580,77,2,65728,0
581,77,3,65729,0
582,77,4,65730,0
583,77,5,65731,0
584,77,6,65732,0
585,78,0,65733,0
586,78,1,65734,0
587,78,2,65736,0
588,78,3,65737,0
589,78,4,65738,0
590,78,5,65739,0
591,78,6,65741,0
592,79,0,66113,0
593,79,1,66115,0
595,79,2,66117,0
596,79,3,66118,0
597,80,0,66676,0
598,80,1,66677,0
599,80,2,66678,0
600,81,0,66679,0
601,81,1,66680,0
602,81,2,66681,0
603,82,0,66684,0
604,82,1,66686,0
605,82,2,66687,0
606,82,3,66688,0
607,82,4,66691,0
608,83,0,66692,0
609,83,1,66693,0
610,83,2,66694,0
611,84,0,66699,0
612,84,1,66700,0
613,84,2,66701,0
614,84,3,66702,0
615,85,0,66705,0
616,85,1,66706,0
617,85,2,66707,0
618,85,3,66708,0
619,86,0,66712,0
620,86,1,66714,0
621,86,2,66716,0
622,86,3,66717,0
623,87,0,66723,0
624,87,1,66724,0
625,87,2,66725,0
626,87,3,66726,0
627,87,4,66727,0
628,88,0,66728,0
629,88,1,66731,0
630,88,2,66733,0
631,88,3,66732,0
632,89,0,66746,0
633,89,1,66749,0
634,89,2,66750,0
635,89,3,66751,0
636,89,4,66752,0
637,90,0,66766,0
638,90,1,66767,0
639,90,2,66768,0
640,90,3,66769,0
641,91,0,66772,0
642,91,1,66773,0
643,91,2,66774,0
644,91,3,66775,0
645,92,0,66776,0
646,92,1,66777,0
647,92,2,66778,0
648,92,3,66779,0
649,93,0,66785,0
650,93,1,66787,0
651,93,2,66788,0
652,93,3,66789,0
653,93,4,66793,0
654,94,0,67669,0
655,94,1,67670,0
656,94,2,67671,0
657,95,0,71995,0
658,95,1,71996,0
659,95,2,71997,0
660,96,0,71998,0
661,96,1,71999,0
662,96,2,72000,0
663,97,0,72001,0
664,97,1,72002,0
665,97,2,72003,0
666,98,0,74524,0
667,98,1,74525,0
668,98,2,74526,0
669,98,3,74527,0
670,99,0,74528,0
671,99,1,74529,0
672,99,2,74530,0
673,99,3,74531,0
675,100,0,74950,0
676,100,1,74952,0
677,100,2,74953,0
678,100,3,74954,0
679,100,4,74955,0
680,101,0,74957,0
681,101,1,74958,0
682,101,2,74961,0
683,101,3,74969,0
684,101,4,74970,0
685,102,0,74971,0
686,102,1,74977,0
687,102,2,74978,0
688,102,3,74979,0
689,103,0,74980,0
690,103,1,74982,0
691,103,2,74983,0
692,103,3,74984,0
693,104,0,74985,0
694,104,1,74986,0
695,104,2,74988,0
696,104,3,74991,0
698,106,7,90889,0
699,106,6,90891,0
700,106,5,90893,0
701,106,4,90895,0
702,106,3,90896,0
703,106,2,90898,0
704,106,1,90899,0
705,106,0,90901,0
706,107,4,90903,0
707,107,3,90904,0
708,107,2,90905,0
709,107,1,90906,0
710,107,0,90907,0
711,108,5,90909,0
712,108,4,90910,0
713,108,3,90911,0
714,108,2,90912,0
715,108,1,90913,0
716,108,0,90914,0
717,109,3,91849,0
718,109,2,91851,0
719,109,1,91852,0
720,109,0,91853,0
721,110,3,91855,0
722,110,2,91856,0
723,110,1,91857,0
724,110,0,91859,0
725,111,4,91861,0
726,111,3,91862,0
727,111,2,91863,0
728,111,1,91864,0
729,111,0,91865,0
730,112,0,92348,0
731,112,1,92349,0
732,112,2,92364,0
733,113,2,96271,0
736,113,1,101537,0
737,113,0,101538,0
748,117,2,123586,0
749,117,1,123587,0
750,117,0,123588,0
751,118,0,123659,0
752,119,0,123662,0
753,120,2,126427,0
754,120,1,126428,0
755,120,0,126429,0
756,122,5,127378,0
757,122,4,127379,0
758,122,3,127380,0
759,122,2,127381,0
760,122,1,127382,0
761,122,0,127399,0
762,123,0,127402,0
763,124,1,127404,0
764,125,8,132037,0
765,125,7,132038,0
766,125,6,132039,0
767,125,5,132040,0
768,125,4,132041,0
769,125,3,132042,0
770,125,2,132043,0
771,125,1,132044,0
772,125,0,132045,0
776,126,0,144725,0
777,128,4,144778,0
778,128,3,144779,0
779,128,2,144782,0
780,128,1,144786,0
781,128,0,144787,0
784,115,8,152185,0
785,115,7,152186,0
786,115,6,152187,0
787,115,5,152188,0
788,115,4,152189,0
789,115,3,152190,0
790,115,2,152193,0
791,115,1,152194,0
792,115,0,152195,0
793,129,6,152200,0
794,129,8,152201,0
795,129,7,152202,0
796,129,5,152203,0
797,129,4,152204,0
798,129,3,152205,0
799,129,2,152206,0
800,129,1,152207,0
801,129,0,152208,0
802,116,6,152220,19
803,116,5,152221,19
804,116,4,152222,19
805,116,3,152223,19
806,116,2,152224,19
807,116,1,152225,19
808,116,0,152226,19
809,131,6,152229,0
810,131,5,152230,0
811,131,4,152231,0
812,131,3,152232,0
813,131,2,152233,0
814,131,1,152234,0
815,131,0,152235,0
816,132,5,157484,0
822,137,0,0,0
823,138,0,0,0
824,139,0,0,0
825,140,0,0,0
826,141,0,0,0
827,132,4,157966,0
828,132,3,157967,0
829,132,2,157968,0
830,132,1,157969,0
831,132,0,157970,0
835,144,1,160481,0
836,145,0,160482,0
843,144,0,161303,0
851,150,6,166472,0
852,150,5,166473,0
853,150,4,166474,0
854,150,3,166475,0
855,150,2,166476,0
856,150,1,166477,0
857,150,0,166478,0
864,152,4,166489,0
866,152,3,166491,0
867,152,2,166492,0
868,152,1,166493,0
869,152,0,166494,0
870,153,6,167813,13284
871,153,4,167814,13284
872,153,3,167815,13284
873,153,2,167816,13284
874,153,5,167817,13284
875,153,1,167819,13284
876,153,0,168062,13284
877,154,12,171202,0
878,154,11,171203,0
879,154,10,171204,0
880,154,9,171205,0
881,154,8,171206,0
882,154,7,171207,0
883,154,6,171208,0
884,154,5,171209,0
885,154,4,171210,0
886,154,3,171211,0
887,154,2,171212,0
888,155,11,171213,0
889,155,10,171215,0
890,155,9,171230,0
891,155,8,171232,0
892,155,7,171235,0
893,155,6,171236,0
894,155,5,171237,0
895,156,13,171260,0
896,156,12,171261,0
897,156,11,171262,0
898,156,10,171263,0
899,156,9,171264,0
900,156,8,171265,0
901,156,7,171266,0
902,157,7,171267,0
903,157,6,171268,0
904,157,5,171269,0
905,157,4,171270,0
906,156,6,171271,0
907,157,3,171274,0
908,156,5,171275,0
909,156,4,171276,0
910,154,1,171674,0
911,154,0,171677,0
912,155,4,171678,0
913,155,3,171679,0
914,155,2,171680,0
915,155,1,171681,0
916,155,0,171684,0
917,156,3,171685,0
918,156,2,171690,0
919,156,1,171691,0
920,156,0,171692,0
921,157,2,171695,0
922,157,1,171696,0
923,157,0,171697,0
924,158,7,172503,0
925,158,6,172504,0
926,158,5,172505,0
927,158,4,172506,0
928,158,3,172507,0
929,158,2,172508,0
930,158,1,172509,0
931,158,0,172510,0
932,160,7,173109,0
933,160,6,173110,0
934,160,5,173111,0
935,160,4,173112,0
936,160,3,173113,0
937,160,2,173114,0
938,160,1,173115,0
939,160,0,173117,0
940,161,3,175505,26258
941,161,4,175506,26258
942,162,0,177130,0
943,162,4,177131,0
944,162,3,177137,0
945,162,2,177145,0
946,162,1,177146,0
947,163,3,178781,0
948,163,2,178799,0
949,163,1,178800,0
950,163,0,178801,0
951,164,2,185173,0
952,164,1,185174,0
953,164,0,185175,0
954,165,1,185204,0
955,165,0,185206,0
956,166,0,185209,0
957,167,6,185846,0
958,167,5,185850,0
959,167,4,185851,0
960,167,3,185861,0
961,167,2,185863,0
962,167,1,185866,0
963,167,0,185880,0
964,168,6,185896,0
965,168,5,185897,0
966,168,4,185898,0
967,168,3,185902,0
968,168,2,185903,0
969,169,1,185910,0
970,169,0,185911,0
971,170,0,187414,0
972,171,0,187880,0
973,172,3,188055,12954
974,173,0,188247,0
975,174,0,188748,0
984,177,2,194181,0
985,177,1,194182,0
986,177,0,194187,0
987,178,4,195052,0
988,178,3,195053,0
989,178,2,195054,0
990,178,1,195055,0
991,178,0,195056,0
992,179,9,195176,0
993,179,8,195181,0
994,179,7,195184,0
995,179,6,195189,0
996,179,5,195190,0
997,179,4,195193,0
998,180,2,195282,0
999,180,1,195286,0
1000,180,0,195287,0
1001,168,1,199687,0
1002,179,0,200705,0
1003,181,7,209364,12743
1004,182,4,209375,0
1005,182,3,209376,0
1006,182,2,209498,0
1007,183,1,210500,0
1008,183,0,210501,0
1010,184,3,212596,0
1011,184,4,212597,0
1012,184,5,212598,0
1013,185,5,212868,0
1014,185,4,212870,0
1015,185,3,212871,0
1016,185,2,212872,0
1017,185,1,212873,0
1018,185,0,212874,0
1019,186,4,213902,0
1020,186,3,213904,0
1021,186,2,213905,0
1022,186,1,213908,0
1023,187,3,213909,0
1024,187,2,213911,0
1025,187,1,213916,0
1026,189,4,215749,0
1027,189,3,215750,0
1028,188,4,215757,0
1029,188,3,215758,0
1030,190,4,215982,0
1031,190,3,215983,0
1032,191,4,216332,0
1033,189,2,216333,0
1034,193,0,216351,0
1035,193,1,216352,0
1036,193,2,216353,0
1037,194,0,216355,0
1038,194,1,216356,0
1039,194,2,216357,0
1040,195,0,216362,0
1041,195,1,216374,0
1042,196,2,216564,0
1043,196,1,216565,0
1044,196,0,216567,0
1045,197,7,217685,0
1046,197,6,217686,0
1047,197,5,217687,0
1048,192,4,217882,0
1049,192,3,217883,0
1050,191,3,218143,0
1051,198,4,218156,0
1052,198,3,218157,0
1053,198,2,218158,0
1054,198,1,218159,0
1055,198,0,218160,0
1056,199,3,218271,0
1057,199,2,218272,0
1058,199,1,218273,0
1059,199,0,218302,0
1060,188,2,219340,0
1061,200,9,219488,7215
1062,200,8,219489,7215
1063,200,7,219490,7215
1064,191,2,219496,0
1065,201,3,220644,16350
1066,201,2,220646,16350
1067,201,1,220647,16350
1068,201,0,220648,16350
1069,202,3,220736,0
1070,202,2,220737,0
1071,202,1,220738,0
1072,202,0,220739,0
1073,203,4,221007,0
1074,203,3,221008,0
1075,203,2,221009,0
1076,203,1,221010,0
1077,203,0,221076,0
1083,206,3,228822,0
1084,206,2,228823,0
1085,206,1,228824,0
1090,184,2,230688,0
1091,184,1,230689,0
1092,184,0,230690,0
1093,208,7,231520,0
1094,208,8,231522,0
1095,208,9,231529,0
1096,209,4,232070,0
1097,209,3,232071,0
1098,209,2,232072,0
1099,209,1,232073,0
1100,209,0,232074,0
1101,211,1,232252,0
1102,211,3,232253,0
1103,211,2,232262,0
1104,211,0,232285,0
1105,212,2,232851,8042
1106,212,1,232852,8042
1107,212,0,232853,8042
1108,213,2,232909,0
1109,213,3,232910,0
1110,213,1,232911,0
1111,213,0,232917,0
1112,214,6,233006,0
1113,214,5,233008,0
1114,214,4,233009,0
1115,214,3,233010,0
1116,214,2,233011,0
1117,214,1,233013,0
1118,214,0,233015,0
1119,215,7,233153,0
1120,215,6,233154,0
1121,215,5,233155,0
1122,215,4,233156,0
1123,215,3,233157,0
1124,215,2,233158,0
1125,216,4,233159,0
1126,216,3,233160,0
1133,219,4,233863,0
1134,219,3,233865,0
1135,219,2,233867,0
1136,219,1,233882,0
1137,220,6,233885,0
1138,220,5,233886,0
1139,220,4,233889,0
1140,220,3,233890,0
1147,223,2,234461,0
1148,223,1,234464,0
1149,223,0,234465,0
1150,219,0,234602,0
1151,215,1,234755,0
1152,224,4,234756,0
1153,224,3,234758,0
1154,224,2,234783,0
1155,226,1,235553,0
1156,226,0,235554,0
1157,227,0,235571,0
1158,227,1,235572,0
1159,227,2,235573,0
1160,223,1,235744,0
1161,223,0,235749,0
1162,229,0,235959,0
1163,229,1,235960,0
1164,229,2,235961,0
1165,229,3,235964,0
1166,230,1,236146,19087
1167,230,0,236150,19088
1168,230,2,236152,9417
1169,230,3,236184,43498
1170,231,7,236429,0
1171,231,6,236430,0
1172,231,5,236433,0
1173,231,4,236434,0
1174,231,3,236435,0
1175,231,2,236436,0
1176,231,1,236437,0
1177,231,0,236438,0
1178,232,4,236657,0
1179,232,3,236658,0
1180,232,1,236659,0
1181,232,2,236660,0
1182,232,0,236661,0
1185,233,3,236873,0
1186,234,4,236881,0
1187,234,3,236882,0
1188,234,2,236886,0
1189,235,4,236888,0
1190,235,3,236889,0
1191,235,2,236890,0
1192,236,4,236902,0
1193,236,3,236903,0
1194,236,2,236904,0
1195,237,5,236909,0
1196,237,4,236910,0
1197,237,3,236911,0
1198,237,2,236912,0
1199,238,1,237017,9452
1200,238,0,237018,9452
1202,237,1,237041,0
1203,237,0,237042,0
1204,239,4,237092,0
1205,239,3,237086,0
1206,239,2,237093,0
1207,240,6,237715,0
1208,240,5,237716,0
1209,240,4,237717,0
1210,240,3,237721,0
1211,240,2,237722,0
1212,240,1,237723,0
1213,240,0,237724,0
1214,241,3,238307,0
1215,241,2,238308,0
1216,241,1,238310,0
1217,241,0,238330,0
1218,242,2,238418,0
1219,242,1,238421,0
1220,242,0,238425,0
1221,243,2,238473,0
1222,243,1,238474,0
1223,243,0,238475,0
1224,244,2,238476,0
1225,244,1,238477,0
1226,244,0,238482,0
1227,206,0,238543,0
1228,245,7,239025,0
1229,245,6,239026,0
1230,245,5,239027,0
1231,246,0,244088,18413
1232,246,2,244089,18413
1233,246,1,244090,18413
1234,247,2,244137,0
1235,247,3,244139,0
1236,247,4,244140,0
1237,248,0,245786,9770
1238,248,2,245787,9770
1239,248,1,245788,9770
1240,249,2,245789,9771
1241,249,1,245790,9771
1242,249,0,245791,9771
1243,250,2,246133,0
1244,250,1,246134,0
1245,250,0,246141,0
1246,251,2,247458,0
1247,251,1,247460,0
1248,251,0,247462,0
1288,258,3,249934,0
1289,258,2,249935,0
1290,258,1,249936,0
1291,258,0,249937,0
1292,259,0,249955,10611
1293,259,1,249956,10611
1294,259,2,249958,10611
1295,260,2,249961,10611
1296,260,1,249962,10611
1297,260,0,249963,10611
1298,261,1,249974,10611
1299,261,2,249975,10611
1300,261,0,249979,10611
1301,262,9,251284,0
1302,262,8,251288,0
1303,262,7,251289,0
1304,262,6,251290,0
1305,262,5,251291,0
1306,262,4,251292,0
1307,262,3,251294,0
1308,262,2,251297,0
1309,262,1,251298,0
1310,262,0,251299,0
1311,263,10,251302,0
1312,263,9,251303,0
1313,263,8,251304,0
1314,263,7,251305,0
1315,263,6,251306,0
1316,263,5,251308,0
1317,263,4,251309,0
1318,263,3,251310,0
1319,263,2,251316,0
1320,263,1,251318,0
1321,263,0,251324,0
1322,264,5,251327,0
1323,264,4,251329,0
1324,264,3,251330,0
1325,264,2,251333,0
1326,264,1,251334,0
1327,264,0,251335,0
1328,265,4,251337,0
1329,265,3,251338,0
1330,265,2,251340,0
1331,265,1,251343,0
1332,265,0,251344,0
1333,266,12,251345,10318
1334,266,11,251346,10318
1335,266,10,251348,10318
1336,266,9,251350,10318
1337,266,8,251351,10318
1338,266,7,251352,10318
1339,266,6,251354,10318
1340,266,5,251355,10318
1341,267,7,251366,0
1342,267,6,251367,0
1343,267,5,251369,0
1344,267,4,251370,0
1345,267,3,251371,10318
1346,267,2,251372,0
1347,267,1,251373,0
1348,267,0,251374,0
1349,268,9,251470,0
1350,268,8,251471,0
1351,268,7,251472,10318
1352,268,6,251473,0
1353,268,5,251474,0
1354,268,4,251477,0
1355,268,3,251478,0
1356,268,2,251479,0
1357,268,1,251480,10318
1358,268,0,251481,0
1359,269,10,251886,0
1360,269,9,251887,0
1361,269,8,251888,0
1362,269,7,251891,0
1363,269,6,251892,0
1364,269,5,251893,0
1365,269,4,251894,0
1366,269,3,251895,0
1367,269,2,251899,0
1368,269,1,251900,0
1369,270,9,251907,0
1370,270,8,251908,0
1371,270,7,251909,0
1372,270,6,251918,0
1373,270,5,251921,0
1374,270,4,251923,0
1375,270,3,251925,0
1376,270,2,251926,0
1377,270,1,251928,0
1378,270,0,251938,0
1379,271,9,251939,0
1380,271,8,251940,0
1381,271,7,251941,0
1382,271,6,251942,0
1383,271,5,251943,0
1384,271,4,251944,0
1385,271,3,251945,0
1386,271,2,251947,0
1387,271,1,251948,0
1388,271,0,251949,0
1389,272,3,252531,0
1390,272,2,252532,0
1391,272,1,252533,0
1392,272,0,252534,0
1393,273,2,252536,0
1394,273,1,252537,0
1395,273,0,252538,0
1396,274,2,252968,0
1397,274,3,252969,0
1398,274,1,252970,0
1399,274,0,252973,0
1400,275,9,252978,0
1401,275,8,252980,0
1402,275,7,252982,0
1403,275,6,252983,0
1404,275,4,252986,0
1405,275,3,252988,0
1406,275,2,252989,0
1407,275,1,252990,0
1408,276,9,252991,0
1409,276,8,252992,0
1410,276,7,252994,0
1411,276,6,252997,0
1412,276,4,252998,0
1413,276,3,253001,0
1414,276,2,253003,0
1415,276,1,253007,0
1416,276,0,253323,0
1417,276,5,253327,0
1418,275,0,253331,0
1419,275,5,253332,0
1420,277,4,253541,10411
1421,277,3,253545,10411
1422,277,2,253547,10411
1423,277,1,253548,10411
1424,277,0,253549,10411
1425,278,1,253553,0
1426,278,0,253554,0
1427,279,5,253608,0
1428,279,4,253609,0
1429,279,3,253610,0
1430,279,2,253615,0
1431,279,1,253616,0
1432,279,0,253617,0
1434,281,3,253808,0
1435,281,2,253811,0
1436,281,1,253812,0
1437,281,0,253813,0
1438,283,2,254737,9948
1439,283,1,254738,9948
1440,283,0,254739,9948
1441,284,2,254740,19378
1442,284,1,254741,19378
1443,284,0,254742,19378
1444,285,7,254881,0
1445,285,6,254882,0
1446,285,5,254883,0
1447,285,4,254884,0
1448,285,3,254885,0
1449,285,2,254886,0
1450,285,1,254887,0
1451,285,0,254888,0
1452,286,7,254889,0
1453,286,6,254890,0
1454,286,5,254891,0
1455,286,4,254892,0
1456,286,3,254893,0
1457,286,2,254894,0
1458,286,1,254895,0
1459,286,0,254896,0
1460,266,4,255124,10516
1461,266,3,255125,10516
1462,266,2,255126,10516
1463,266,1,255127,10516
1464,266,0,255128,10516
1465,287,10,255148,10611
1466,287,9,255149,10611
1467,287,8,255155,10611
1468,287,7,255163,10611
1469,287,6,255166,10611
1470,287,5,255168,10611
1471,287,4,255171,10611
1472,287,3,255173,10611
1473,287,2,255178,10611
