"ID","scientistCreatureFlags","displayIcon","prerequisiteIdScan","prerequisiteIdRawScan","prerequisiteIdScanCreature","prerequisiteIdRawScanCreature","spell4IdBuff00","spell4IdBuff01","spell4IdBuff02","spell4IdBuff03","checklistCount","scientistCreatureTypeEnum","lootId"
238,128,"Icon_ItemMisc_herb_0001",0,0,0,0,30902,30902,30902,30902,0,0,0
239,148,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
240,128,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,30955,0,0,0,0,2,0
249,0,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
252,140,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
253,140,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
256,144,"Icon_ItemMisc_claw_0001",0,2966,0,0,0,0,0,0,0,1,0
257,16,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,0,0,0,0,15,2,0
259,144,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,0,0,0,0,5,2,0
260,128,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,2966,0,0,31108,0,0,0,0,2,0
263,144,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,2966,0,0,0,0,0,0,0,2,0
269,128,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,0,0,0,0,6,2,0
270,0,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,0,0,0,0,0,2,0
273,144,"Icon_ItemMisc_herb_0001",0,0,0,0,46336,0,0,0,0,0,0
279,132,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
280,132,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
281,0,"Icon_ItemMisc_herb_0001",0,0,0,0,0,0,0,0,15,0,0
282,16,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",9095,0,0,0,32106,0,0,0,6,2,0
283,16,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",9146,0,0,0,32106,0,0,0,6,2,0
284,148,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
285,148,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
287,148,"Icon_ItemMisc_claw_0001",0,0,0,0,42377,0,0,0,0,1,0
288,656,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,74837,0,0,0,8,5,0
289,640,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,74837,0,0,0,8,5,0
290,128,"",0,0,0,0,0,0,0,0,0,1,0
293,16,"",0,9153,0,0,0,0,0,0,0,2,0
294,16,"",0,9154,0,0,0,0,0,0,0,2,0
300,8,"",0,681,0,0,0,0,0,0,0,1,0
301,132,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
302,144,"Icon_ItemMisc_UI_Item_Crystal",0,0,0,0,41124,0,0,0,0,3,0
303,128,"Icon_ItemMisc_herb_0001",0,11720,0,0,0,0,0,0,6,2,0
304,4,"",0,0,0,0,39865,0,0,0,0,1,0
306,128,"Icon_ShootRifle",0,0,0,0,49878,0,0,0,0,2,0
327,144,"Icon_ItemMisc_herb_0001",0,0,0,0,47008,0,0,0,0,0,0
328,144,"Icon_ItemMisc_claw_0001",0,0,0,0,46977,0,0,0,0,1,0
329,128,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,52527,0,0,0,0,2,0
331,156,"Icon_SkillShadow_UI_SM_undrwrlddrms",0,0,0,0,0,0,0,0,0,1,0
332,16,"",0,0,0,0,63681,0,0,0,5,3,0
340,148,"",0,0,0,0,0,0,0,0,0,2,0
341,404,"",0,0,22,0,63671,0,0,0,0,1,0
342,16,"",0,0,0,0,0,0,0,0,0,1,0
343,148,"",0,0,0,0,0,0,0,0,0,1,0
344,144,"",0,0,0,0,0,0,0,0,1,2,0
345,144,"Icon_ItemMisc_claw_0001",0,0,0,0,64930,0,0,0,0,1,0
346,144,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,0,0,0,0,3,2,0
349,144,"Icon_ItemMisc_egg_0003",0,0,0,0,33645,0,0,0,0,1,0
350,144,"",0,0,0,0,63565,0,0,0,15,2,0
354,132,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,0,0
355,4,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,0,0
356,132,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,5,0
358,144,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,47336,0,0,0,5,0,0
359,164,"Icon_ItemMisc_herb_0003",0,0,0,0,47232,0,0,0,0,0,18278
362,144,"",0,0,0,0,0,0,0,0,5,2,0
363,400,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",20445,0,0,0,47882,0,0,0,3,2,0
364,128,"",0,0,0,0,47307,0,0,0,0,0,18288
366,400,"",0,0,0,0,46254,0,0,0,0,1,0
367,144,"",0,0,0,0,46156,0,0,0,0,2,18156
368,132,"Icon_ItemMisc_egg_0001",0,0,0,0,0,0,0,0,0,3,0
369,195,"Icon_ItemMisc_herb_0001",0,0,0,0,46169,0,0,0,0,0,18144
371,144,"Icon_ItemMisc_book",0,0,0,0,0,0,0,0,6,2,0
373,128,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0,0,0,2,0
375,144,"",19,0,0,0,34686,0,0,0,0,3,0
376,16,"",19,0,0,0,0,0,0,0,0,2,0
377,144,"",19,0,0,0,0,0,0,0,3,2,0
378,16,"",19,0,0,0,35152,0,0,0,0,2,0
379,148,"",0,0,0,0,0,0,0,0,0,3,0
380,144,"",0,0,0,0,0,0,0,0,8,2,0
383,16,"",0,681,0,0,0,0,0,0,0,2,0
385,0,"",0,0,0,0,0,0,0,0,5,6,0
386,688,"",0,0,0,0,70995,0,0,0,0,1,0
387,20,"",0,0,0,0,0,0,0,0,0,5,0
388,0,"",0,0,0,0,0,0,0,0,6,2,0
389,0,"",0,0,0,0,0,0,0,0,0,5,0
390,4,"",0,0,0,0,0,0,0,0,0,1,0
392,128,"",0,0,0,0,46114,0,0,0,0,0,18149
393,428,"",0,0,0,0,46115,0,0,0,0,2,0
398,144,"",0,2966,0,0,36461,0,0,0,0,1,0
402,148,"",19,0,0,0,38044,0,0,0,0,1,0
403,144,"",19,0,0,0,0,0,0,0,10,1,0
404,144,"",0,2966,0,0,0,0,0,0,0,2,0
405,144,"",0,12180,0,0,0,0,0,0,0,2,0
406,144,"",0,12198,0,0,0,0,0,0,0,2,0
407,128,"",19,0,21,21,0,0,0,0,0,0,24940
408,144,"",19,0,0,0,0,0,0,0,0,2,0
409,144,"",0,12222,0,0,0,0,0,0,0,0,0
410,144,"",19,0,0,0,0,0,0,0,5,3,0
411,20,"",0,12241,0,0,0,0,0,0,0,1,0
412,132,"",19,0,0,0,0,0,0,0,0,1,0
413,128,"",19,0,0,0,38042,38042,38042,38043,4,2,0
414,128,"",19,0,0,0,37370,0,0,0,3,2,0
415,144,"",0,2966,0,0,0,0,0,0,0,2,0
416,144,"",0,12713,0,0,0,0,0,0,0,3,0
418,132,"Icon_ItemMisc_claw_0001",0,0,0,0,39017,39016,39007,0,0,1,0
419,132,"Icon_ItemMisc_claw_0001",18,0,0,0,0,0,0,0,0,1,0
420,132,"Icon_ItemMisc_claw_0001",18,0,0,0,39023,39022,39019,0,0,1,0
421,132,"Icon_ItemMisc_claw_0001",19,0,0,0,0,0,0,0,0,1,0
422,0,"Icon_ItemMisc_claw_0001",18,0,0,0,28762,0,0,0,0,1,0
424,128,"",0,2966,0,0,29862,0,0,0,0,0,0
425,128,"",0,2966,0,0,30457,0,0,0,0,2,0
426,128,"",0,2966,0,0,38848,0,0,0,0,2,0
432,44,"",0,0,0,0,32117,0,0,0,0,1,0
434,128,"",0,9150,0,0,38915,0,0,0,0,2,0
437,144,"",0,13287,0,0,38886,0,0,0,0,0,0
438,16,"",0,9150,0,0,42429,0,0,0,0,3,0
441,12,"",0,13320,0,0,39021,0,0,0,0,1,0
442,0,"",0,13321,0,0,28762,0,0,0,0,1,0
443,12,"",0,13322,0,0,39023,0,0,0,0,1,0
444,12,"",0,13323,0,0,39017,0,0,0,0,1,0
447,128,"",0,9150,0,0,39031,0,0,0,0,2,0
448,0,"",0,13326,0,0,39023,39022,39019,0,0,1,0
449,0,"",0,0,0,0,0,0,0,0,0,1,0
450,132,"",0,0,0,0,42566,0,0,0,0,2,0
451,144,"",0,0,0,0,0,0,0,0,5,3,0
452,16,"",0,0,0,0,0,0,0,0,10,1,0
453,144,"",0,13351,0,0,39023,0,0,0,0,0,0
454,148,"",0,0,0,0,42582,0,0,0,0,1,0
455,144,"",0,0,0,0,42785,0,0,0,0,0,0
456,60,"",0,0,0,0,40607,0,0,0,0,0,0
457,128,"",0,0,0,0,71844,0,0,0,0,2,0
458,144,"",0,0,0,0,42756,0,0,0,0,2,0
459,144,"",0,2966,0,0,0,0,0,0,0,3,0
460,0,"",0,2966,0,0,79335,0,0,0,0,2,0
461,128,"",0,2966,0,0,39129,0,0,0,0,2,0
464,136,"",0,13399,0,0,0,0,0,0,0,1,0
465,144,"",0,18992,0,0,0,0,0,0,0,2,0
470,16,"",0,2966,0,0,0,0,0,0,0,2,0
471,144,"",0,9150,0,0,0,0,0,0,0,0,0
472,132,"",0,0,0,0,0,0,0,0,0,2,0
473,128,"",0,2966,0,0,39512,0,0,0,0,2,0
475,144,"",0,13941,0,0,0,0,0,0,0,3,0
476,128,"",0,0,0,0,0,0,0,0,4,2,0
483,132,"",0,0,0,0,0,0,0,0,0,1,0
484,144,"",0,0,0,0,43021,0,0,0,0,1,0
485,144,"",0,0,0,0,0,0,0,0,0,1,0
486,128,"",0,0,0,0,0,0,0,0,5,2,0
487,128,"",0,0,0,0,47044,0,0,0,0,3,18270
490,147,"",0,0,0,0,0,0,0,0,0,2,0
491,16,"",0,0,0,0,0,0,0,0,0,3,0
496,128,"",0,2966,0,0,40415,40415,40415,40415,0,3,0
497,128,"",0,2966,0,0,49501,0,0,0,0,0,0
498,128,"",0,2966,0,0,40514,0,0,0,0,0,0
499,144,"",0,0,0,0,0,0,0,0,10,2,0
500,144,"",0,20031,0,0,0,0,0,0,0,0,0
501,128,"",0,2966,0,0,26780,0,0,0,0,0,0
502,144,"",0,0,0,0,0,0,0,0,3,2,0
503,128,"",0,2966,0,0,40545,0,0,0,0,0,18744
504,128,"",0,2966,0,0,53227,0,0,0,0,1,18749
506,144,"",0,2966,0,0,0,0,0,0,0,0,0
507,428,"",0,0,0,0,46115,0,0,0,0,0,0
508,140,"",0,2966,0,0,0,0,0,0,0,0,0
510,128,"",0,2966,0,0,30457,0,0,0,0,2,0
511,128,"",0,0,0,0,0,0,0,0,4,2,0
512,144,"",0,2966,0,0,36461,0,0,0,0,0,0
516,128,"",0,2966,0,0,0,0,0,0,0,2,0
517,128,"",0,11720,0,0,0,0,0,0,0,2,0
518,132,"",0,0,31047,0,0,0,0,0,0,1,0
519,144,"",0,0,0,0,0,0,0,0,0,2,0
521,4,"",0,0,0,0,0,0,0,0,0,1,0
522,128,"",0,0,0,0,41351,0,0,0,0,0,0
524,128,"",0,0,0,0,43242,0,0,0,0,2,0
525,128,"",0,0,17498,0,43453,0,0,0,0,1,0
526,17,"",0,0,0,0,0,0,0,0,0,0,0
527,145,"",0,0,0,0,0,0,0,0,0,2,0
528,128,"",0,0,0,0,29862,0,0,0,0,0,0
529,144,"",0,0,0,0,0,0,0,0,0,1,0
530,148,"",0,0,0,0,0,0,0,0,0,1,0
531,144,"",0,0,0,0,0,0,0,0,5,2,0
532,128,"",0,0,0,0,41478,0,0,0,0,3,0
533,0,"",0,0,0,0,41478,0,0,0,0,3,0
534,17,"",0,0,0,0,0,0,0,0,0,2,0
535,148,"",0,0,15380,0,0,0,0,0,0,1,0
536,0,"",0,0,0,0,41514,0,0,0,0,2,0
537,128,"",0,0,0,0,41451,0,0,0,0,3,0
538,17,"",0,0,15668,0,0,0,0,0,0,1,0
539,145,"",0,0,0,0,0,0,0,0,0,1,0
540,144,"",0,0,0,0,0,0,0,0,4,2,0
541,144,"",0,2966,0,0,0,0,0,0,0,2,0
542,144,"",0,0,0,0,0,0,0,0,5,2,0
543,132,"",0,0,0,0,0,0,0,0,0,1,0
545,148,"",0,0,0,0,0,0,0,0,0,2,0
546,144,"",0,24894,0,0,0,0,0,0,0,1,0
547,156,"",0,0,0,0,48043,0,0,0,0,1,0
548,144,"",0,2966,0,0,0,0,0,0,0,0,0
549,144,"",0,0,0,0,0,0,0,0,4,2,0
550,144,"",0,2966,0,0,40545,0,0,0,0,2,0
551,144,"",0,2966,0,0,39129,0,0,0,0,2,0
552,144,"",0,0,0,0,0,0,0,0,8,2,0
553,132,"",0,0,31047,0,0,0,0,0,0,1,0
554,4,"",0,0,0,0,0,0,0,0,0,1,0
556,144,"",0,0,0,0,0,0,0,0,0,2,0
560,128,"",0,2966,0,0,42582,0,0,0,0,0,0
562,128,"",0,0,0,0,58420,0,0,0,0,3,0
563,128,"",0,0,0,0,58420,0,0,0,0,3,0
567,16,"",0,2966,0,0,0,0,0,0,0,0,0
580,132,"",0,0,0,0,0,0,0,0,0,1,22452
604,128,"",0,2966,0,0,40545,0,0,0,0,0,0
605,128,"",0,2966,0,0,0,0,0,0,0,2,0
640,136,"",0,2966,0,0,0,0,0,0,0,1,0
641,128,"",0,18466,0,0,0,0,0,0,0,0,0
643,144,"",0,2966,0,0,0,0,0,0,0,3,0
644,130,"",0,11720,0,0,0,0,0,0,0,2,0
645,0,"",0,2966,0,0,45267,0,0,0,0,0,0
646,130,"",0,18992,0,0,0,0,0,0,0,2,0
647,128,"",0,2966,0,0,0,0,0,0,0,2,0
648,130,"",0,2966,0,0,0,0,0,0,0,0,18120
649,144,"",0,2966,0,0,0,0,0,0,0,2,0
650,144,"",0,2966,0,0,0,0,0,0,0,0,0
651,144,"",0,11720,0,0,0,0,0,0,0,2,0
652,132,"Icon_ItemMisc_claw_0001",0,0,0,0,0,0,0,0,0,1,0
653,144,"",0,0,0,0,0,0,0,0,0,1,0
654,128,"",0,2966,0,0,46099,0,0,0,0,0,18146
655,128,"",0,2966,0,0,42907,0,0,0,0,0,0
656,2176,"",0,19461,0,0,46117,0,0,0,0,0,0
657,144,"",0,0,0,0,0,0,0,0,5,2,0
658,172,"",0,19565,0,0,46115,0,0,0,0,0,0
660,0,"",0,2966,0,0,46254,0,0,0,0,0,0
661,16,"",0,19888,0,0,46333,0,0,0,0,2,0
663,640,"",0,20201,0,0,47433,0,0,0,0,0,0
664,0,"",0,2966,0,0,47438,0,0,0,0,0,0
665,0,"",0,2966,0,0,47433,0,0,0,0,2,0
666,128,"",0,20778,0,0,50114,0,0,0,0,0,0
667,144,"",0,20802,0,0,0,0,0,0,0,2,0
668,144,"",0,20803,0,0,0,0,0,0,0,2,0
684,128,"",0,2966,0,0,49878,0,0,0,0,0,0
685,0,"",0,20861,0,0,49878,0,0,0,0,0,0
686,128,"",0,20916,0,0,0,0,0,0,0,1,0
687,128,"",0,0,0,0,0,0,0,0,4,2,0
689,144,"",0,20779,0,0,0,0,0,0,0,0,0
691,132,"",0,0,0,0,0,0,0,0,0,1,0
692,144,"",0,2966,0,23547,27884,0,0,0,0,2,0
694,640,"",0,22499,0,21,53073,0,0,0,0,0,0
695,640,"",0,22500,0,21,53073,0,0,0,0,0,0
696,144,"",0,19,0,23038,0,0,0,0,0,2,0
697,144,"",0,22551,0,5714,53363,0,0,0,0,0,0
698,0,"",0,2966,0,22577,0,0,0,0,0,0,0
699,0,"",0,22648,0,0,58571,0,0,0,0,0,0
701,0,"",0,22750,0,21,0,0,0,0,0,0,18881
702,640,"",0,23599,0,0,35866,0,0,0,0,0,0
703,640,"",0,30071,0,0,70964,0,0,0,0,0,0
704,128,"",0,2966,0,0,54648,0,0,0,0,2,0
705,128,"",0,2966,0,0,30902,0,0,0,0,0,0
706,128,"",0,20779,0,0,0,0,0,0,0,0,0
708,128,"",0,4992,0,0,26355,0,0,0,0,2,0
710,128,"",0,2966,0,0,49878,0,0,0,0,0,0
711,0,"",0,23102,0,0,49878,0,0,0,0,0,0
712,2688,"",0,23127,0,0,46117,0,0,0,0,0,0
713,144,"",0,4992,0,0,0,0,0,0,0,2,0
714,144,"",0,2966,0,23547,56459,0,0,0,0,0,0
715,2192,"",0,0,0,0,0,0,0,0,8,2,0
716,144,"Icon_ItemMisc_claw_0001",0,0,0,0,56842,0,0,0,0,1,0
717,128,"",0,2966,0,0,49878,0,0,0,0,2,0
718,128,"",0,0,0,0,0,0,0,0,12,0,0
720,640,"",0,0,0,0,0,0,0,0,12,3,0
721,128,"",0,2966,0,0,0,0,0,0,0,0,0
722,0,"",0,0,0,0,0,0,0,0,0,3,0
723,16,"Icon_ItemMisc_herb_0001",0,0,0,0,0,0,0,0,0,0,0
724,16,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,0,0,0,0,1,2,0
725,16,"Icon_ItemMisc_herb_0001",0,0,0,0,0,0,0,0,0,0,0
726,16,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,0,0,0,0,0,0,0,1,2,0
727,128,"",0,23849,0,21,0,0,0,0,0,0,19523
728,128,"",0,2966,0,0,42402,0,0,0,0,3,0
730,128,"",0,24009,0,0,0,0,0,0,0,0,0
731,128,"",0,24009,0,0,0,0,0,0,0,2,0
732,128,"",0,2966,0,0,60682,0,0,0,0,0,0
733,0,"",0,2966,0,0,60684,0,0,0,0,0,0
734,128,"",0,24479,0,21,0,0,0,0,0,0,22063
735,0,"",0,0,0,0,0,0,0,0,5,2,0
737,0,"",0,0,0,0,0,0,0,0,5,2,0
738,640,"",0,0,0,0,0,0,0,0,12,3,0
739,144,"",0,2966,0,0,61023,0,0,0,0,0,0
740,144,"",0,23216,0,0,61223,0,0,0,0,0,0
741,144,"",0,23215,0,0,61023,0,0,0,0,0,0
742,144,"",0,2966,0,0,61023,0,0,0,0,0,0
743,144,"",0,2966,0,0,61023,0,0,0,0,0,0
744,144,"",0,2966,0,0,61023,0,0,0,0,0,0
745,144,"",0,23215,0,0,61023,0,0,0,0,0,0
746,144,"",0,23216,0,0,61223,0,0,0,0,0,0
747,144,"",0,23215,0,0,61023,0,0,0,0,0,0
748,144,"",0,23216,0,0,61223,0,0,0,0,0,0
749,144,"",0,23215,0,0,61479,0,0,0,0,2,0
750,144,"",0,23216,0,0,61223,0,0,0,0,2,0
751,128,"",0,2966,0,0,41567,0,0,0,0,0,0
752,2176,"",0,26146,0,0,62737,0,0,0,0,3,0
753,2176,"",0,0,0,0,0,0,0,0,7,2,0
755,128,"",0,2966,0,0,63211,0,0,0,0,4,0
756,128,"",30944,0,0,0,0,0,0,0,2,1,0
757,128,"",0,2966,0,0,63229,0,0,0,0,0,0
758,128,"",0,26471,0,0,0,0,0,0,0,2,0
759,128,"",0,26479,0,21,0,0,0,0,0,0,0
761,144,"",0,19,0,0,63632,0,0,0,0,0,0
762,128,"",0,0,0,0,0,0,0,0,3,2,0
763,128,"",0,27943,0,0,0,0,0,0,0,0,0
764,128,"",0,28554,0,0,66923,0,0,0,0,0,0
765,130,"",0,2966,0,0,0,0,0,0,0,0,22447
766,130,"",0,2966,0,0,0,0,0,0,0,0,22448
767,130,"",0,2966,0,0,0,0,0,0,0,0,22449
768,130,"",0,2966,0,0,0,0,0,0,0,0,22450
769,130,"",0,2966,0,0,0,0,0,0,0,0,22451
770,130,"",0,2966,0,0,0,0,0,0,0,0,22452
771,128,"",0,28895,0,0,0,0,0,0,0,2,0
775,128,"",0,2966,0,0,0,0,0,0,0,4,0
776,128,"",0,2966,0,0,0,0,0,0,0,2,0
777,128,"",0,2966,0,0,47044,0,0,0,0,0,18270
778,128,"",0,2966,0,0,70524,0,0,0,0,0,18841
780,128,"",0,30172,0,0,0,0,0,0,0,0,0
783,128,"",0,2966,0,0,0,0,0,0,0,2,0
784,2176,"",0,31112,0,0,0,0,0,0,0,2,0
785,2176,"",0,31113,0,0,0,0,0,0,0,2,0
786,2176,"",0,35349,0,0,0,0,0,0,0,2,0
787,3200,"",0,36612,0,21,73045,0,0,0,0,0,26987
788,128,"",0,2966,0,0,0,0,0,0,0,2,0
789,128,"",0,2966,0,0,0,0,0,0,0,2,0
791,2176,"",0,36630,0,0,0,0,0,0,0,0,0
