"ID","type","flags","op","blend","shaderNum00","shaderNum01","numLayers","colorIndex01","colorIndex00","colorIndex02","colorIndex03","normalIndex00","normalIndex01","normalIndex02","normalIndex03","heightSource00","heightSource01","heightSource02","heightSource03","opacitySource00","opacitySource01","opacitySource02","opacitySource03","glossSource00","glossSource01","glossSource02","glossSource03","glowSource00","glowSource01","glowSource02","glowSource03","shaderSource00","shaderSource01","shaderSource02","shaderSource03","heightValue00","heightValue01","heightValue02","heightValue03","opacityValue00","opacityValue01","opacityValue02","opacityValue03","glossValue00","glossValue01","glossValue02","glossValue03","glowValue00","glowValue01","glowValue02","glowValue03","shaderValue00","shaderValue01","shaderValue02","shaderValue03","heightScale00","heightScale01","heightScale02","heightScale03","heightOffset00","heightOffset01","heightOffset02","heightOffset03","parallaxScale00","parallaxScale01","parallaxScale02","parallaxScale03","parallaxOffset00","parallaxOffset01","parallaxOffset02","parallaxOffset03","textureTiles00","textureTiles01","textureTiles02","textureTiles03","colorModX00","colorModX01","colorModX02","colorModX03","colorModY00","colorModY01","colorModY02","colorModY03","colorModZ00","colorModZ01","colorModZ02","colorModZ03","materialTypeId00","materialTypeId01","materialTypeId02","materialTypeId03","colorTexture00","colorTexture01","colorTexture02","colorTexture03","normalTexture00","normalTexture01","normalTexture02","normalTexture03"
11,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_Protostar_UFOTiles_000_Color.tex","","","","","","",""
12,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_RedWallTile_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_RedWallTile_000_Normal.tex","","",""
13,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_SanctuaryCommon_LeafySwirl_000_Color.tex","","","","","","",""
14,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_TorchTile_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_TorchTile_000_Normal.tex","","",""
15,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_TreeTile_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_TreeTile_000_Normal.tex","","",""
16,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_TanBase_000_Color.tex","","","","","","",""
17,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_RedBase_000_Color.tex","","","","","","",""
18,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Tile_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Tile_000_Normal.tex","","",""
19,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_TileImperium_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_TileImperium_000_Normal.tex","","",""
20,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_StoneAurin_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_StoneAurin_000_Normal.tex","","",""
21,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_Chua_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_Chua_000_Normal.tex","","",""
22,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_PopcornPlaster_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_PopcornPlaster_000_Normal.tex","","",""
23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_WoodRafters_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_WoodRafters_000_Normal.tex","","",""
24,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_PlasterBrown_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_PlasterBrown_000_Normal.tex","","",""
25,0,0,0,0,11,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_metal_003_color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_metal_003_normal.tex","","",""
26,0,0,0,0,11,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Scionic_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Scionic_000_Normal.tex","","",""
27,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_wood_light_001_color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_wood_light_001_normal.tex","","",""
28,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_BlueBase_000_Color.tex","","","","","","",""
29,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_GreenBase_000_Color.tex","","","","","","",""
30,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_InteriorWallpaper_YellowBase_000_Color.tex","","","","","","",""
31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Texture_Library\Wood\straightgrain_wood_color.tex","","","","Art\Texture_Library\Wood\straightgrain_wood_normal.tex","","",""
32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Aurin\STR_Building_Aurin_RoofBottom_Color.tex","","","","Art\Structure\Texture\Aurin\STR_Building_Aurin_RoofBottom_Normal.tex","","",""
33,0,0,0,0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Aurin\STR_Building_Aurin_GreenWood_Color.tex","","","","Art\Structure\Texture\Aurin\STR_Building_Aurin_GreenWood_Normal.tex","","",""
34,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Texture_Library\Wood\orange_wood_color.tex","","","","","","",""
35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Texture_Library\Wood\yellow_flatwood_02_color.tex","","","","","","",""
36,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Granok\STR_Building_GranokLargeHouse_WOodFloor_000_Color.tex","","","","Art\Structure\Texture\Granok\STR_Building_GranokLargeHouse_WOodFloor_000_Normal.tex","","",""
37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Santuary_Common\Floor\STR_Building_SantuaryCommonA_WoodFloorInterior_Grey_000_Color.tex","","","","","","",""
38,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Texture_Library\Wood\green_wood_color.tex","","","","","","",""
39,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Aurin\STR_Building_Aurin_PlasterBrickWall_Color.tex","","","","Art\Structure\Texture\Aurin\STR_Building_Aurin_PlasterBrickWall_Normal.tex","","",""
40,0,0,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Radardish_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Radardish_000_normal.tex","","",""
41,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Defiance\STR_Building_DefianceTowerBrick_000_Color.tex","","","","","","",""
42,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Falkrin\STR_Hut_MurgHutPlaster_000_Color.tex","","","","Art\Structure\Texture\Falkrin\STR_Hut_MurgHutPlaster_000_Normal.tex","","",""
43,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Granok\STR_Building_GranokLargeHouse_InteriorWall_000_Color.tex","","","","Art\Structure\Texture\Granok\STR_Building_GranokLargeHouse_InteriorWall_000_Normal.tex","","",""
44,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Imperium\Inn\STR_Building_Imperium_Inn_Wallpaper_Top_000_Color.tex","","","","","","",""
45,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Protostar\STR_BankSmoothMetal_ProtostarVault_000_Color.tex","","","","","","",""
46,0,0,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Radardish_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Radardish_000_normal.tex","","",""
