"ID","radius","maxVerticalDistance","position0","position1","position2","facing0","facing1","facing2","facing3","worldId","worldZoneId","phases"
3891,1,0,4010.91,-1060.16,-4037.36,0,0,0,1,647,322,253
3892,1,0,4080.84,-1050.63,-3864.53,0,0,0,1,647,322,1
3893,1,0,4192.21,-1051.05,-4130.24,0,0,0,1,647,322,253
3894,1,0,4260.03,-1039.28,-4073.15,0,-0.819104,0,0.573645,647,322,253
3895,1,0,4119.45,-1058.24,-4071.19,0,0,0,1,647,21,253
3897,1,0,4103.23,-1054.13,-3970.57,0,0,0,1,647,21,253
3898,1,0,4024.96,-1053.6,-3965.61,0,0,0,1,647,21,253
3983,1,0,-284.017,-543.822,1121.76,0,0,0,1,636,335,1
3984,1,0,37.2837,-394.649,145.358,0,0,0,1,636,335,1
3991,1,0,-14.9276,-513.432,948.678,0,0,0,1,636,335,1
4007,1,0,5881.06,-863.377,-2224.4,0,-0.511915,0,0.859036,51,984,1
4065,1,0,-131.205,-33.3924,-91.0869,0,0.999943,0,-0.0106515,408,0,1
4087,1,0,6.15681,-778.574,-31.3099,0,-0.207598,0,0.978214,669,657,1
4088,1,0,0,-1024.09,0,0,0,0,1,671,0,1
4095,1,0,176.269,-839.36,-237.577,0,-0.254237,0,0.967142,669,657,1
4096,1,0,201.36,-843.553,-249.652,0,0.95844,0,0.285293,669,657,1
4098,1,0,207.943,-843.493,-253.284,0,-0.271883,0,0.96233,669,657,1
4100,1,0,590.851,-843.935,-540.023,0,-0.544251,0,0.838922,669,336,1
4101,1,0,808.142,-962.686,-256.847,0,0.967824,0,-0.25163,669,336,1
4102,1,0,856.221,-960.69,-207.659,0,0.975262,0,-0.221054,669,657,1
4103,1,0,861.623,-960.059,-186.466,0,0.342986,0,0.93934,669,657,1
4104,1,0,659.984,-941.719,377.95,0,-0.0455051,0,0.998964,669,657,1
4105,1,0,717.07,-959.834,181.12,0,-0.713522,0,0.700633,669,657,2
4106,1,0,686.348,-950.789,289.13,0,-0.0936005,0,0.99561,669,657,1
4112,1,0,477.005,-863.839,-389.46,0,-0.215421,0,0.976521,669,336,1
4114,1,0,869.669,-883.248,-390.629,0,0,0,1,669,657,1
4121,1,0,4170.37,-1053.33,-3946.55,0,0.363198,0,0.931712,647,21,1
4134,1,0,4046.87,-802.232,-2369.46,0,0.976919,0,-0.213611,51,2548,253
4141,1,0,4104.9,-1055.93,-4001.09,0,-0.756945,0,0.653478,647,21,1
4142,1,0,4089.93,-1051.85,-3948.87,0,-0.0488365,0,0.998807,647,773,1
4143,1,0,818.791,-960.052,-242.299,0,-0.433318,0,0.901241,669,657,1
4144,1,0,829.414,-960.25,-278.18,0,-0.433318,0,0.901241,669,336,1
4145,1,0,806.648,-960.665,-204.603,0,-0.433318,0,0.901241,669,336,1
4146,1,0,854.989,-958.58,-247.676,0,-0.433318,0,0.901241,669,657,1
4147,1,0,780.627,-960.13,-239.692,0,-0.433318,0,0.901241,669,657,1
4151,1,0,-717.465,-1018.47,-23.0968,0,0.62252,0,0.782604,466,338,1
4152,1,0,-557.415,-1032.2,277.429,0,0.680009,0,0.733204,466,340,1
4153,1,0,-219.691,-1021.42,361.263,0,0,0,1,466,146,1
4154,1,0,19.7188,-1018.22,402.944,0,-0.518417,0,0.855128,466,342,1
4155,1,0,-157.05,-1026.83,454.802,0,0.999229,0,0.0392668,466,343,1
4156,1,0,-2.85603,-1027.74,554.531,0,0.989609,0,-0.143785,466,344,1
4157,1,0,824.803,-989.218,-212.132,0,-0.578136,0,0.81594,466,345,1
4158,1,0,914.102,-989.343,-82.3366,0,0.998724,0,-0.050506,466,346,1
4159,1,0,994.866,-992.454,-271.097,0,-0.756656,0,0.653813,466,347,1
4160,1,0,881.924,-978.647,-435.567,0,0,0,1,466,348,1
4161,1,0,1000.22,-964.217,-823.168,0,0.781388,0,0.624046,466,349,1
4162,1,0,1184.5,-964.217,-814.841,0,0.916116,0,-0.400913,466,350,1
4163,1,0,1360.71,-959.342,-696.714,0,0.920698,0,-0.390275,466,351,1
4164,1,0,1235.49,-954.842,-919.314,0,-0.553251,0,0.833014,466,352,1
4165,1,0,1438.04,-954.467,-832.615,0,-0.708309,0,0.705902,466,146,1
4176,1,0,513.471,-863.243,-387.341,0,0,0,1,669,657,1
4178,1,0,794.604,-878.512,-392.339,0,0,0,1,669,657,1
4179,1,0,339.691,-974.217,23.269,0,0,0,1,671,0,1
4180,1,0,328.38,-974.217,24.8908,0,0,0,1,671,0,1
4182,1,0,-224.689,-525.636,1292.77,0,0.378141,0,0.925748,636,335,1
4183,1,0,601.216,-974.217,24.4844,0,0,0,1,671,0,1
4184,1,0,587.023,-974.217,24.7419,0,0,0,1,671,0,1
4185,1,0,825.469,-974.217,29.3599,0,0,0,1,671,0,1
4186,1,0,816.061,-974.217,37.5216,0,0,0,1,671,0,1
4189,1,0,806.656,-974.217,30.0432,0,0,0,1,671,0,1
4226,1,0,782.633,-958.576,-288.854,0,0.953847,0,-0.300292,669,657,1
4233,1,0,4422.21,-887.8,-2153.99,0,0,0,1,681,0,1
4266,1,0,3659.51,-844.175,-2205.74,0,0,0,1,51,1805,253
4267,1,0,-123.39,-528.203,1208.39,0,0,0,1,636,335,1
4279,1,0,-113.326,-528.203,1161.65,0,-0.279512,0,0.960142,636,335,1
4285,1,0,4211.1,-1028.61,-4006.75,0,-0.819104,0,0.573645,51,21,1
4310,1,0,668.81,-951.234,345.504,0,0.98406,0,0.177835,669,657,1
4329,1,0,-138.325,-633.69,-5.34164,0,0,0,1,636,335,1
4347,1,0,44.6456,-435.265,660.71,0,0,0,1,636,335,1
4348,1,0,39.2421,-505.265,667.032,0,0,0,1,636,335,1
4349,1,0,39.8536,-435.265,674.344,0,0,0,1,636,335,1
4356,1,0,-302.194,-548.631,804.086,0,0,0,1,636,335,1
4357,1,0,-302.371,-548.631,758.066,0,0,0,1,636,335,1
4362,1,0,35.4237,-395.256,444.189,0,0,0,1,636,335,1
4363,1,0,0,-676.437,-235.571,0,0.999894,0,0.0145555,670,657,1
4374,1,0,578.201,-923.154,-557.221,0,-0.720714,0,0.693232,669,657,1
4397,1,0,-140.285,-630.722,-6.13516,0,0,0,1,636,335,1
4398,1,0,-138.818,-632.015,-78.2013,0,0,0,1,636,335,1
4399,1,0,-141.676,-627.714,-77.6272,0,0,0,1,636,335,1
4400,1,0,-34.723,-630.644,-108.69,0,0,0,1,636,335,1
4401,1,0,-76.4441,-737.769,-58.9994,0,0,0,1,636,335,1
4412,1,0,186.264,-1010.08,362.976,0,0,0,1,469,0,1
4417,1,0,7496.57,-959.197,3942.58,0,0,0,1,46,0,1
4489,1,0,840.409,-960.247,-278.749,0,0.332582,0,0.943074,669,336,1
4490,1,0,-29449.2,-1024.09,-28900.3,0,0,0,1,694,0,1
4491,1,0,-43.0162,-630.252,-144.188,0,0,0,1,636,335,1
4492,1,0,-30.2283,-633.69,-211.522,0,0,0,1,636,335,1
4493,1,0,-66.705,-629.426,-125.852,0,0,0,1,636,335,1
4494,1,0,52.1287,-633.69,-274.313,0,0,0,1,636,335,1
4495,1,0,-54.8176,-633.69,-327.712,0,0,0,1,636,335,1
4496,1,0,-11.8348,-633.69,-235.436,0,0,0,1,636,335,1
4497,5,0,3691.23,-1023.5,-4616.56,0,-0.105127,0,0.994459,51,23,253
4498,1,0,3922.09,-842.838,-1758.31,0,0.999973,0,0.00730257,51,2554,253
4507,1,0,698.483,-960.8,343.97,0,0.591549,0,0.806269,669,336,1
4508,1,0,644.832,-961.05,330.69,0,0.591549,0,0.806269,669,336,1
4509,1,0,658.094,-960.8,287.22,0,0.591549,0,0.806269,669,336,1
4510,1,0,708.4,-960.79,301.99,0,0.591549,0,0.806269,669,336,1
4514,1,0,-0.615982,-979.467,0.313629,0,0,0,1,395,0,1
4536,1,0,4123.36,-1055.76,-4023.31,0,0,0,1,647,21,253
4537,1,0,4083.22,-1051.85,-3948.86,0,-0.207033,0,0.978334,647,773,253
4538,1,0,4097.23,-1051.85,-3948.61,0,0.2728,0,0.962071,647,773,253
4543,1,0,5858.64,-942.572,-1072.85,0,0.994918,0,-0.100693,51,363,1
4544,1,0,3455.51,-938.03,-419.527,0,0.827901,0,0.560875,51,227,1
4545,1,0,3896.33,-770.012,-2391.85,0,0.920942,0,0.3897,51,2548,1
4548,1,0,6213.47,-839.255,-3017.45,0,0.861606,0,0.507578,51,976,1
4549,1,0,5103,-753.111,-3866.11,0,0.889539,0,0.45686,51,1017,1
4550,1,0,4964.45,-919.24,-3014.19,0,-0.399057,0,0.916926,51,1012,1
4551,1,0,3730,-1063.99,-4254.16,0,0.991753,0,-0.128163,51,365,1
4552,1,0,4203.12,-1044.34,-4006.74,0,0.409103,0,0.912488,51,21,1
4554,1,0,5310.43,-1046.05,780.771,0,-0.820689,0,0.571375,51,137,1
4555,1,0,4162.28,-931.28,388.755,0,0.999913,0,0.013194,51,1252,1
4564,1,0,3472.41,-944.51,-5164.48,0,0,0,1,638,0,1
4572,1,0,-29454.4,-1023.56,-32010.2,0,0.906308,0,0.422618,591,0,1
4573,1,0,-29459.3,-1023.07,-32011.8,0,0.906308,0,0.422618,591,0,1
4574,1,0,-29460.4,-1022.99,-32016.9,0,0.906308,0,0.422618,591,0,1
4579,1,0,3045.72,-956.717,-2760.35,0,0,0,1,638,0,1
4582,1,0,-32015,-1023.15,-28946.4,0,0,0,1,658,0,1
4583,1,0,-32013.3,-1023.24,-28945.8,0,0,0,1,658,0,1
4584,1,0,-32013.2,-1023.21,-28944,0,0,0,1,658,0,1
4585,1,0,-32014.9,-1023.07,-28943.4,0,0,0,1,658,0,1
4586,1,0,-32015.9,-1022.96,-28944.1,0,0,0,1,658,0,1
4587,1,0,-32016,-1023.1,-28945.5,0,0,0,1,658,0,1
4612,1,0,4084.99,-777.643,-2133.62,0,0,0,1,51,122,1
4613,1,0,-31514.2,-1022.86,-29444.9,0,-0.10979,0,0.993955,659,0,1
4614,1,0,-31512.1,-1021.74,-29444.8,0,-0.10979,0,0.993955,659,0,1
4615,1,0,-31509.4,-1022.01,-29445.2,0,-0.10979,0,0.993955,659,0,1
4616,1,0,-31514.3,-1023,-29443.8,0,-0.10979,0,0.993955,659,0,1
4617,1,0,-31512.1,-1021.48,-29443.8,0,-0.10979,0,0.993955,659,0,1
4618,1,0,-31509.7,-1022.12,-29443.9,0,-0.10979,0,0.993955,659,0,1
4619,1,0,-31514.3,-1022.86,-29442.5,0,-0.10979,0,0.993955,659,0,1
4620,1,0,-31512.1,-1021.9,-29443,0,-0.10979,0,0.993955,659,0,1
4621,1,0,-31509.6,-1022.56,-29442.6,0,-0.10979,0,0.993955,659,0,1
4622,1,0,-31517,-1021.1,-29450.2,0,0,0,1,659,0,1
4623,1,0,-28441.1,-1024.09,-32516.8,0,0,0,1,698,0,1
4624,1,0,-28440,-1024.09,-32516.9,0,0,0,1,698,0,1
4625,1,0,-28437.9,-1024.01,-32517.1,0,0,0,1,698,0,1
4626,1,0,-28436.6,-1023.94,-32517.1,0,0,0,1,698,0,1
4627,1,0,-28441.2,-1024.09,-32515.7,0,0,0,1,698,0,1
4628,1,0,-28439.9,-1024.09,-32515.7,0,0,0,1,698,0,1
4629,1,0,-28437.9,-1024.09,-32515.8,0,0,0,1,698,0,1
4630,1,0,-28436.6,-1024.09,-32515.9,0,0,0,1,698,0,1
4631,1,0,-28441.2,-1024.09,-32514.1,0,0,0,1,698,0,1
4632,1,0,-28439.9,-1024.09,-32514.2,0,0,0,1,698,0,1
4633,1,0,-28437.9,-1024.09,-32514.4,0,0,0,1,698,0,1
4634,1,0,-28436.5,-1024.09,-32514.4,0,0,0,1,698,0,1
4638,1,0,-30992,-1025.84,-29456,0,0,0,1,660,0,1
4649,1,0,-31504,-1027.22,-28944,0,0,0,1,661,0,1
4659,1,0,-27920,-1033.84,-32528,0,0,0,1,699,0,1
4675,1,0,-28434.9,-1023.82,-32021.8,0,0,0,1,700,0,1
4690,1,0,-21.2543,-717.06,26.1529,0,0,0,1,670,657,1
4691,1,0,17.2198,-717.06,25.5274,0,0,0,1,670,657,1
4700,1,0,-27922.2,-1024.09,-32019,0,0,0,1,701,0,1
4701,1,0,-27922.2,-1023.97,-32027.3,0,-4.28408e-07,0,1,701,0,1
4710,1,0,-31280.2,-1024.09,-32508.6,0,0,0,1,437,0,1
4711,1,0,-32047,-1024.09,-32316.1,0,0,0,1,437,0,1
4712,1,0,-31759.8,-1024.09,-32509.7,0,0,0,1,437,0,1
4713,1,0,-31615.7,-1024.09,-32350.5,0,0,0,1,437,0,1
4714,1,0,-31760.6,-1024.09,-32314.7,0,0,0,1,437,0,1
4715,1,0,-31471.9,-1024.09,-32504.6,0,0,0,1,437,0,1
4716,1,0,-31473.8,-1024.09,-32413.1,0,0,0,1,437,0,1
4717,1,0,-31376.2,-1024.09,-32506.2,0,0,0,1,437,0,1
4718,1,0,-31759.6,-1024.09,-32224.2,0,0,0,1,437,0,1
4719,1,0,-31758.6,-1024.09,-32125.6,0,0,0,1,437,0,1
4720,1,0,-31662.7,-1024.09,-32127.1,0,0,0,1,437,0,1
4721,1,0,-32048.1,-1024.09,-31934.7,0,0,0,1,437,0,1
4722,1,0,-31951.4,-1024.09,-31934.1,0,0,0,1,437,0,1
4723,1,0,-31951.1,-1024.09,-32028.6,0,0,0,1,437,0,1
4724,1,0,-31856,-1024.09,-31934.8,0,0,0,1,437,0,1
4725,1,0,-31760.5,-1024.09,-31744,0,0,0,1,437,0,1
4726,1,0,-31664.3,-1024.09,-31742.2,0,0,0,1,437,0,1
4727,1,0,-31663.1,-1024.09,-31644,0,0,0,1,437,0,1
4728,1,0,-31761.4,-1024.09,-31580.6,0,0,0,1,437,0,1
4729,1,0,-32529.4,-1024.09,-31581.8,0,0,0,1,437,0,1
4730,1,0,-32240.4,-1024.09,-31645.9,0,0,0,1,437,0,1
4731,1,0,-32143.8,-1024.09,-31646.2,0,0,0,1,437,0,1
4732,1,0,-32145.1,-1024.09,-31741.6,0,0,0,1,437,0,1
4733,1,0,-32335.6,-1024.09,-32030.4,0,0,0,1,437,0,1
4734,1,0,-31665.4,-1024.09,-32220.5,0,0,0,1,437,0,1
4735,1,0,-31951.7,-1024.09,-32094.2,0,0,0,1,437,0,1
4736,1,0,-32432.8,-1024.09,-31708.5,0,0,0,1,437,0,1
