"ID","challengeTypeEnum","target","challengeFlags","worldZoneIdRestriction","triggerVolume2IdRestriction","worldZoneId","worldLocation2IdIndicator","worldLocation2IdStartLocation","completionCount","challengeTierId00","challengeTierId01","challengeTierId02","localizedTextIdName","localizedTextIdProgress","localizedTextIdAreaRestriction","localizedTextIdLocation","virtualItemIdDisplay","targetGroupIdRewardPane","questDirectionIdActive","questDirectionIdInactive","rewardTrackId"
34,2,0,0,483,0,1480,8391,0,4294967295,39,0,0,151333,151334,151335,0,0,0,0,0,0
35,0,1087,0,483,0,1480,6950,0,4294967295,40,0,0,151336,151337,151338,0,0,0,0,0,0
36,0,1549,0,862,0,207,0,0,4294967295,41,0,0,151594,151595,151596,0,0,0,0,0,31
37,0,1553,0,860,0,207,0,0,4294967295,42,0,0,151597,151598,151599,0,0,0,0,0,31
38,0,1554,0,870,0,207,0,0,4294967295,43,44,45,151600,151601,151602,0,0,0,0,0,31
39,2,0,4,219,0,13,45983,45984,4294967295,46,0,0,152101,152102,152098,350561,0,0,0,0,17
40,4,6998,0,13,0,13,40241,40241,4294967295,47,0,0,152124,152125,152137,350568,0,5301,710,0,17
42,0,2121,0,26,0,13,9824,0,4294967295,49,0,0,152140,152141,152142,350570,0,0,0,0,17
44,0,1609,32,24,0,13,19404,0,4294967295,51,0,0,153535,153536,153537,350572,0,0,712,0,17
45,0,10190,32,937,0,29,13375,0,4294967295,52,53,54,154268,154269,154270,0,0,0,0,0,21
46,0,1629,32,945,0,29,13374,0,4294967295,55,56,57,154274,154275,154276,0,0,0,0,0,21
47,2,0,12,937,0,29,13381,25257,4294967295,105,2948,2949,154280,154281,154282,0,812,0,543,0,21
48,0,1653,32,988,0,29,13427,0,4294967295,58,59,60,155582,155583,155584,321697,0,0,0,0,21
49,0,4362,32,978,0,29,13407,0,4294967295,61,1394,1395,155590,155591,155592,321877,0,0,0,0,21
50,0,4358,32,1032,0,29,13428,0,4294967295,62,1396,1397,155594,155595,155596,321887,0,0,0,0,21
51,0,1659,32,975,0,29,13429,0,4294967295,63,1328,1393,155597,155598,155599,321873,0,0,0,0,21
54,0,9150,32,718,0,13,12909,0,4294967295,68,2833,0,157631,157632,157633,350574,0,0,0,0,17
55,0,1281,32,322,0,13,12936,0,4294967295,69,2832,0,157770,157771,0,350575,0,0,0,0,17
58,0,12610,32,20,0,13,12941,0,4294967295,72,2834,0,157804,157805,0,350577,0,0,0,0,17
59,0,1715,416,20,0,13,12944,0,4294967295,73,2835,0,157830,157831,0,350578,0,0,0,0,17
61,5,785,32,720,0,13,0,0,4294967295,77,2836,0,159399,159400,0,350579,0,5241,2373,2373,17
63,1,63696,4,1014,0,29,13335,0,4294967295,78,79,2957,161944,161945,161946,350619,1124,8703,0,0,21
64,0,8713,32,973,0,29,13336,0,4294967295,80,81,82,161958,161963,161964,350620,0,0,0,0,21
65,5,1024,0,1011,0,29,13334,0,4294967295,83,84,85,162006,162007,162008,350621,0,8706,0,0,21
66,0,1783,32,1011,0,29,13333,0,4294967295,86,87,88,162040,162041,162042,350622,0,0,0,0,21
67,2,0,12,1015,0,29,43817,13363,4294967295,89,2955,2956,162329,162330,162331,350624,0,0,0,0,21
68,5,895,0,29,0,29,13362,0,4294967295,90,91,92,189054,189055,310992,466963,0,7535,0,0,21
69,0,10784,32,994,0,29,13364,0,4294967295,93,94,95,162406,162407,162408,348571,0,0,0,0,21
70,0,1793,32,1005,0,29,13372,0,4294967295,97,98,1596,162448,162449,162450,348572,0,0,0,0,21
74,0,3809,32,974,0,29,13382,0,4294967295,106,107,108,162538,162539,162540,529526,0,0,0,0,21
76,0,2247,0,1886,0,13,13439,0,4294967295,110,2841,2842,162796,162797,162828,350580,0,0,0,0,17
77,0,2248,0,786,0,13,13440,0,4294967295,113,2843,2844,162833,162834,162835,350581,0,0,0,0,17
78,0,2288,32,1886,0,13,13441,0,4294967295,116,1345,1346,162846,162847,162848,313812,0,0,0,0,17
79,1,27035,5,463,0,13,13441,0,4294967295,116,1348,1349,162871,162872,162873,350586,880,6221,0,0,17
80,5,550,0,1886,0,13,13445,0,4294967295,122,2845,2846,162964,162965,162966,350587,0,0,0,0,17
81,0,1822,35,1480,0,1480,13440,0,4294967295,125,126,127,162986,162987,162988,350588,0,0,0,0,0
82,0,1823,0,1480,0,1480,13440,0,4294967295,128,0,0,163074,163075,163076,0,0,0,0,0,0
84,0,1647,0,580,0,0,0,0,4294967295,132,133,134,163789,0,0,0,0,0,0,0,0
103,0,8851,32,604,0,35,13579,0,4294967295,150,0,0,164748,164749,164750,0,0,0,0,0,16
104,0,1847,32,937,0,29,13376,0,4294967295,153,163,164,164757,164758,164759,536540,0,0,0,0,21
105,0,1852,32,35,0,35,9323,0,4294967295,154,0,0,164780,164781,164782,466976,0,0,0,0,16
106,5,1025,0,937,0,29,43859,0,4294967295,157,166,165,164798,164799,164800,536553,0,8708,0,0,21
107,0,1854,160,609,0,35,27690,40186,4294967295,158,0,0,164802,164803,164804,0,0,0,704,0,16
108,0,1855,32,937,0,29,43862,0,4294967295,161,167,168,164829,164830,164831,536572,0,0,0,0,21
111,0,1866,32,973,0,29,13428,0,4294967295,172,173,174,165183,165184,165185,322090,0,0,0,0,21
112,2,0,4,1927,0,29,43873,0,4294967295,177,1401,1402,165363,165364,165365,322995,0,4376,0,0,21
113,2,0,4,1084,0,13,9452,13691,4294967295,178,0,0,165535,165536,165537,350589,0,0,0,0,17
114,2,0,0,23,0,13,40244,0,4294967295,179,0,0,165605,165606,165607,350590,0,7331,0,0,17
116,2,0,12,459,0,13,30733,0,4294967295,181,0,0,166886,166887,467525,350591,0,0,789,788,17
117,5,1074,0,24,0,13,48765,0,4294967295,182,0,0,166953,166954,0,350592,0,5283,0,0,17
118,2,0,12,1886,0,13,14356,14357,4294967295,183,2855,2856,168179,168180,168181,350593,0,0,0,0,17
119,2,0,12,1886,0,13,14362,14359,4294967295,184,2857,2858,168206,168207,168208,350596,0,0,0,0,17
126,5,603,0,29,0,29,33847,33847,4294967295,334,332,333,169465,169466,169467,478109,0,5477,0,0,21
134,0,1995,416,721,0,13,43864,0,4294967295,230,2837,0,170999,171004,171007,350602,0,1995,0,0,17
136,4,7194,0,0,0,1480,0,0,4294967295,232,0,0,171562,171618,0,350604,0,0,0,0,0
138,2,28252,0,322,0,13,43871,0,4294967295,235,2838,0,171730,171731,0,350608,0,7578,0,0,17
140,5,551,0,129,0,13,40309,0,4294967295,241,2839,0,171873,171874,0,350609,0,10242,0,0,17
154,1,26731,4,32,0,29,13444,0,4294967295,262,330,331,174011,174012,174013,478113,898,0,0,0,21
166,2,8484,12,978,0,29,44364,44363,4294967295,296,297,301,177575,177576,466333,478260,0,0,0,0,21
167,0,2119,32,993,0,29,43828,0,4294967295,298,299,300,177736,177737,0,478284,0,0,0,0,21
172,2,0,0,29,0,29,43834,0,4294967295,306,307,308,178415,178420,181480,478291,0,0,0,0,21
177,0,1922,32,1110,0,29,0,0,4294967295,315,316,317,180395,180396,0,478294,0,0,2395,2395,21
178,0,5186,32,1345,0,137,32336,0,4294967295,318,319,320,180784,180785,180786,467683,0,5186,0,0,23
179,0,2163,32,1345,0,137,32304,0,4294967295,321,322,323,181261,181262,181263,467286,0,0,0,0,23
180,0,2164,32,1345,0,137,32358,0,4294967295,324,325,326,181330,181331,181332,372208,0,2164,0,0,23
181,0,5230,32,137,0,137,43739,0,4294967295,327,328,329,181394,181395,181396,372052,0,5230,0,0,23
182,1,28780,4,1345,0,137,31372,0,4294967295,338,1343,1344,181584,181585,181586,361625,899,5913,0,0,23
183,2,0,4,29,2484,29,15675,15675,4294967295,340,351,352,181624,181625,181627,478297,0,0,0,0,21
184,2,0,12,32,0,29,15677,15676,4294967295,341,2953,2954,181629,181632,181631,478298,0,0,0,0,21
185,2,0,0,121,0,29,43837,0,4294967295,347,348,349,181706,181707,181721,314895,0,0,0,0,21
187,2,0,4,1345,0,137,14899,15576,4294967295,357,0,0,182191,182192,182193,372025,0,0,0,0,23
191,2,0,0,29,0,29,43840,0,4294967295,366,367,368,183780,183781,183782,478313,0,0,0,0,21
193,2,26955,4,1017,0,29,13367,0,4294967295,371,0,0,186296,186297,0,0,0,0,0,0,21
194,2,0,12,463,0,13,42397,0,4294967295,374,2859,2860,186628,186629,467600,350611,0,0,0,0,17
201,2,0,4,13,0,1480,9452,0,4294967295,388,0,0,187098,187099,467593,350613,0,0,0,0,0
202,2,0,4,13,0,13,27101,27100,4294967295,389,0,0,187101,187102,467590,310583,0,0,0,0,17
203,2,0,4,13,0,1480,10116,0,4294967295,390,0,0,187107,187108,0,0,0,0,0,0,0
204,2,0,12,13,0,13,40617,10138,4294967295,391,2854,0,187122,187123,467599,350614,0,0,0,0,17
205,0,10234,32,29,0,29,43846,0,4294967295,392,393,394,188030,188031,0,350626,0,0,0,0,21
206,0,2259,32,1012,0,29,43905,0,4294967295,395,399,400,188038,188039,480970,421628,0,0,0,0,21
207,0,9046,32,29,0,29,43876,0,4294967295,396,397,398,188096,188097,0,350627,0,0,0,0,21
208,1,29225,5,29,0,29,43877,0,4294967295,401,2920,2921,188202,188475,0,350628,0,6321,0,0,21
211,0,2275,128,1345,0,137,32346,0,4294967295,411,412,413,188869,188870,188871,372106,0,2275,0,0,23
213,5,780,0,1345,0,137,32351,0,4294967295,417,418,419,188894,188895,188896,372155,0,10347,0,0,23
215,0,2286,32,1014,0,29,43882,0,4294967295,423,424,425,189303,189304,189309,350629,0,0,0,0,21
216,0,10198,32,1018,0,29,43890,0,4294967295,426,427,428,189311,189312,482969,350630,0,0,0,0,21
219,0,2344,32,1153,0,137,16340,0,4294967295,439,440,441,192346,192347,192348,467297,0,0,0,0,23
220,0,2345,0,141,0,137,33151,0,4294967295,442,443,444,192353,192354,192355,412051,0,0,0,0,23
221,0,2392,32,141,0,137,33021,0,4294967295,445,446,447,192364,192365,192366,467296,0,0,0,0,23
224,0,2382,36,483,0,1480,0,16596,4294967295,458,0,0,193823,193824,0,472479,0,0,0,0,0
226,0,2,32,0,0,262,0,0,4294967295,461,0,0,194564,194565,0,260251,0,0,0,0,34
234,5,1006,0,141,0,137,16345,0,4294967295,475,2538,2539,194894,194895,194901,467293,0,5314,0,0,23
235,2,2400,0,141,0,137,32900,0,4294967295,476,2998,2999,194896,194897,194902,467292,0,2400,0,0,23
236,2,0,0,141,0,137,16857,0,4294967295,477,1845,1846,194898,194899,194903,467291,0,0,0,0,23
238,2,0,4,141,0,137,32570,32285,4294967295,481,0,0,195134,195135,371138,371137,0,0,916,0,23
241,2,0,4,0,0,262,0,0,4294967295,488,0,0,195551,195552,0,0,0,0,0,0,34
243,2,0,4,0,2676,262,0,0,4294967295,495,496,497,198548,198549,198550,0,0,0,0,0,34
244,0,2494,8,262,0,262,0,0,4294967295,498,0,0,199352,199353,0,260252,0,0,0,0,34
245,0,2495,8,262,0,262,0,0,4294967295,499,500,501,199376,199378,0,260253,0,0,0,0,34
246,2,0,12,0,0,262,0,0,4294967295,502,0,0,199446,199448,0,260254,0,0,0,0,34
247,2,0,12,0,0,262,0,0,4294967295,503,504,505,199450,199451,0,260255,0,0,0,0,34
248,0,2496,0,0,2691,0,0,0,4294967295,506,0,0,199499,199500,0,260256,0,0,0,0,0
249,2,0,4,0,0,262,0,0,4294967295,507,0,0,199595,199596,0,260257,0,0,0,0,34
251,0,12487,0,622,0,622,43990,0,4294967295,513,0,0,203735,203736,203738,251671,0,12487,0,0,16
252,0,2605,0,622,0,622,19513,0,4294967295,516,0,0,203747,203748,203749,251672,0,0,0,0,16
253,2,2622,0,622,7377,622,18195,18195,4294967295,519,0,0,203754,203755,203756,251673,0,0,0,0,16
263,2,30768,0,143,0,137,18235,0,4294967295,549,552,553,208669,208670,208671,0,0,2539,0,0,23
265,2,0,12,38,0,36,26343,18486,4294967295,558,559,560,209137,209138,467619,209139,0,0,0,0,22
267,2,0,4,0,0,0,0,0,4294967295,562,0,0,210106,210107,0,210108,0,0,0,0,0
268,0,2659,32,137,8109,137,25255,0,4294967295,563,564,565,210525,210526,210528,210527,0,0,0,0,23
269,2,0,4,38,0,36,46419,18668,4294967295,567,0,0,210928,210929,210972,210930,0,0,0,0,22
270,0,12698,0,36,0,36,18671,0,4294967295,568,569,570,211051,211052,0,211053,0,0,0,0,22
271,0,2663,424,38,0,36,43898,0,4294967295,571,572,573,211200,211201,0,211202,0,0,0,0,22
272,0,2664,0,1231,0,36,43899,0,4294967295,574,575,576,211291,211397,0,211396,0,0,0,0,22
273,2,0,8,1233,0,36,43900,0,4294967295,577,578,579,212147,212162,212168,212148,0,0,0,0,22
274,0,10447,0,1228,0,36,43901,0,4294967295,580,581,582,212241,212242,0,212243,0,0,0,0,22
275,0,10438,0,1230,0,36,43902,0,4294967295,583,597,598,212285,212286,0,212287,0,0,0,0,22
276,7,7895,8,36,0,36,20397,0,4294967295,585,586,587,212443,212444,0,212445,0,7895,840,0,22
282,0,1472,16,0,0,0,0,0,4294967295,605,0,0,213927,213928,0,0,0,0,0,0,0
283,0,10286,32,143,0,137,26762,26762,4294967295,606,607,608,214089,214090,214092,214091,0,10286,0,0,23
284,0,2693,32,137,0,137,32112,0,4294967295,609,610,611,214102,214103,214105,214104,0,0,0,0,23
285,0,2692,32,137,0,137,32355,0,4294967295,612,613,614,214110,214111,214113,214112,0,2692,0,0,23
286,1,31138,4,1831,0,137,32104,27025,4294967295,615,616,617,214115,214116,214117,310161,900,2694,0,0,23
294,2,0,8,1234,0,36,42535,42535,4294967295,635,636,637,215692,215693,0,215694,0,0,0,0,22
295,0,1473,16,0,0,0,0,0,4294967295,638,0,0,215744,215745,0,0,0,0,0,0,0
300,0,2573,0,1275,0,483,49408,0,4294967295,652,1202,0,216385,216396,216403,216392,0,0,541,2113,19
301,0,2570,0,486,0,483,0,0,4294967295,654,1203,0,216414,216415,216417,216416,0,2570,0,0,19
302,2,0,4,486,0,483,37711,0,4294967295,659,1211,0,216542,216543,216544,231930,0,3313,0,0,19
304,0,3,8,262,0,262,0,0,4294967295,661,662,663,217520,217521,0,217522,0,0,0,0,34
307,0,2633,0,586,0,483,33188,33188,4294967295,668,1205,0,217698,217699,217701,217700,0,0,0,0,19
308,0,2514,0,587,0,483,43991,43991,4294967295,669,1209,0,217707,217708,217710,217709,0,0,0,0,19
309,7,6675,4,583,7385,483,43992,0,4294967295,670,1204,0,218083,218084,218086,218085,0,6675,0,0,19
314,0,3,8,262,0,262,0,0,4294967295,681,682,683,219492,0,0,0,0,0,0,0,34
315,5,13,0,585,0,483,33184,33184,4294967295,684,1206,0,220918,220919,293016,472481,0,5336,0,0,19
316,0,2747,0,585,0,483,7751,7751,4294967295,685,1207,0,220924,220925,220927,220926,0,0,0,0,19
317,4,14676,16,0,0,0,0,0,4294967295,686,687,688,220933,220934,0,0,0,0,0,0,0
324,0,12638,32,137,0,137,32159,0,4294967295,709,710,711,225926,225927,225929,225928,0,0,0,0,23
325,2,0,12,483,0,483,43993,43993,4294967295,713,714,715,226442,226443,489884,226456,0,0,865,0,19
326,0,10173,4,483,0,483,43997,0,4294967295,716,717,718,226620,226621,226622,226623,0,10173,0,0,19
327,0,2853,160,1342,3058,483,19648,19648,4294967295,719,720,721,227166,227167,227165,227164,0,0,0,0,19
328,5,821,0,1305,0,1304,19585,0,4294967295,722,0,0,228737,228738,228739,251674,0,6418,0,0,16
329,2,0,12,4738,0,137,19935,20189,4294967295,723,724,725,230058,230059,230066,230063,0,0,0,0,23
330,0,12701,0,36,0,36,43904,0,4294967295,726,727,728,231160,231177,0,231165,0,0,0,0,22
331,0,10465,0,36,0,36,43906,0,4294967295,729,730,731,231188,231189,0,231190,0,0,0,0,22
332,2,0,12,1326,0,1480,0,10242,4294967295,732,733,734,231208,231209,0,231210,0,0,0,0,0
333,5,497,0,733,0,36,43903,0,4294967295,735,736,737,231306,231311,0,231312,497,11025,0,0,22
334,0,9122,32,1389,0,137,49652,0,4294967295,741,742,743,231455,231456,231457,231483,0,9122,0,0,23
335,0,6646,0,1306,0,1304,43706,0,4294967295,744,0,0,231549,231550,231551,251676,0,0,249,0,16
336,0,2916,0,1346,0,1304,43705,0,4294967295,746,0,0,231553,231554,231555,375505,0,0,0,0,16
338,0,10290,32,137,0,137,43707,0,4294967295,747,748,749,231629,231630,231632,231631,0,10290,0,0,23
343,0,2921,32,1319,0,36,37413,0,4294967295,763,764,765,232079,232081,0,232083,0,0,0,0,22
344,2,0,4,203,3071,137,19605,19605,4294967295,768,782,783,232334,232335,232346,232336,0,0,0,0,23
345,2,0,4,203,0,137,19297,19297,4294967295,769,770,771,232440,232441,379065,467298,0,0,0,0,23
346,0,2936,48,0,0,271,0,0,4294967295,772,0,0,232577,232578,0,232579,0,0,0,0,0
347,0,2586,48,0,0,271,0,0,4294967295,773,0,0,232583,232584,0,232585,0,0,0,0,0
348,0,5328,48,29,0,29,0,0,4294967295,774,0,0,232588,232589,0,232590,0,0,0,0,21
349,0,2944,0,60,0,36,37414,0,4294967295,775,776,777,232791,232722,0,232723,0,0,0,0,22
350,0,8186,0,697,0,36,43907,20249,4294967295,778,779,780,232848,232849,0,232850,0,0,0,0,22
356,0,2970,0,1752,0,483,43999,0,4294967295,796,797,798,234929,234930,472483,234934,0,0,0,2157,19
358,0,10181,0,619,0,483,44000,44000,4294967295,801,2867,2868,235781,235782,235784,235783,0,10181,0,0,19
359,2,0,0,42,0,36,23022,0,4294967295,802,803,804,235976,235977,0,236006,0,6287,0,0,22
374,0,3036,0,638,0,483,33199,33199,4294967295,847,1860,2869,238027,238028,238035,238032,0,0,0,0,19
375,0,3037,384,640,0,483,44001,0,4294967295,848,1873,1874,238095,238096,539544,238097,0,0,0,0,19
391,2,0,12,1390,0,36,43908,21278,4294967295,882,883,884,243386,243387,243389,243388,0,0,0,0,22
397,0,2441,0,490,0,483,44002,0,4294967295,898,0,0,247509,247511,247512,247523,0,0,0,0,19
399,0,7501,32,1421,0,1414,22154,22154,4294967295,902,0,0,248047,248048,291652,248079,0,0,0,0,16
400,0,3206,160,1416,0,1414,22155,22155,4294967295,903,0,0,248073,248074,291634,248078,0,0,0,0,16
402,0,10817,0,1459,0,866,0,0,4294967295,907,923,924,248460,248461,248462,365064,0,0,2195,0,32
403,0,3216,32,2386,0,871,37724,0,4294967295,908,909,910,248514,248515,248517,248516,0,3216,0,0,32
404,0,10897,0,1447,0,866,47062,0,4294967295,911,912,913,248528,248529,248531,248530,0,0,0,0,32
405,0,10742,0,4440,0,866,46420,0,4294967295,914,915,916,248536,248537,248539,248538,0,0,0,0,32
406,2,0,0,1487,0,866,47071,0,4294967295,917,918,919,248543,248544,248546,248545,0,0,0,0,32
407,0,9106,32,1460,0,866,0,0,4294967295,920,921,922,248766,248767,248769,248768,0,0,2197,0,32
408,0,12335,0,2439,0,866,47088,0,4294967295,925,926,927,248793,248794,248796,248795,0,0,0,0,32
409,0,3341,0,1476,0,936,35883,35883,4294967295,928,930,931,249176,256079,0,407797,0,0,0,0,24
410,2,0,0,1414,0,1414,22406,22406,4294967295,929,0,0,249172,249173,291653,249174,0,0,0,0,16
411,1,33393,4,1412,0,936,35883,35883,4294967295,932,933,934,249177,249178,0,257561,909,5966,0,0,24
412,5,1160,0,4466,0,871,46432,0,4294967295,935,936,3015,249608,249609,249611,249610,1160,0,0,0,32
413,1,33692,4,1450,0,866,22580,22580,4294967295,938,939,940,249716,249717,249720,249721,1159,3252,0,0,32
415,2,0,4,483,0,483,22626,22649,4294967295,944,0,0,250552,250553,472484,250957,0,0,0,0,19
416,2,0,4,483,0,483,22627,22647,4294967295,945,0,0,250555,250556,250937,250941,0,0,0,0,19
417,1,33817,4,1392,0,36,23023,0,4294967295,946,958,959,251727,251728,0,251732,881,5373,0,0,22
422,2,0,12,868,0,866,22798,22797,4294967295,960,961,962,252366,252367,252375,252376,0,0,0,0,32
423,0,12287,0,4522,0,866,48703,0,4294967295,963,964,965,252379,252380,252382,252381,0,0,0,2305,32
424,2,0,0,1392,0,36,23024,0,4294967295,967,986,987,252884,252885,0,252886,0,0,0,0,22
426,0,3326,0,1412,0,936,46596,0,4294967295,970,971,972,253254,253255,253257,253256,0,3326,0,0,24
427,4,27347,0,1412,0,936,43955,0,4294967295,973,974,975,253261,253262,253264,253263,0,8720,0,0,24
428,0,3330,0,1397,0,36,23025,0,4294967295,977,978,979,253279,253280,0,253301,0,0,0,0,22
429,5,802,0,1428,0,36,23026,0,4294967295,980,981,982,253318,253319,0,253334,0,5309,0,0,22
430,0,5303,0,1302,0,36,43909,0,4294967295,983,984,985,253362,253363,0,253367,0,5303,0,0,22
431,1,33942,4,1391,0,36,0,0,4294967295,988,989,990,254131,254132,321331,254133,962,3344,2194,2194,22
432,0,3356,0,1392,0,36,23024,0,4294967295,991,992,993,254822,254823,0,315845,0,0,0,0,22
433,2,0,4,1302,3525,36,23088,0,4294967295,995,996,997,255554,255555,255556,315846,0,0,0,0,22
434,0,3042,32,1424,0,936,43954,0,4294967295,998,999,1000,255788,255879,0,467860,0,0,0,0,24
435,2,0,12,1430,0,936,23061,23060,4294967295,1001,1002,1003,255820,255821,0,467861,0,0,0,2028,24
436,0,10418,0,43,0,36,23107,0,4294967295,1004,1005,1006,256083,256084,0,315847,0,0,0,0,22
437,2,0,1,43,0,36,23107,0,4294967295,1007,1008,1009,256128,256129,0,315840,0,0,0,0,22
438,5,834,0,1440,0,1402,23170,0,4294967295,1012,1013,1014,257473,257474,257481,475508,0,6647,0,0,25
439,0,10386,32,1405,0,1402,23171,0,4294967295,1015,1016,1017,257483,257484,553767,475503,0,0,0,0,25
440,0,3399,160,1403,0,1402,22959,0,4294967295,1019,1020,1021,257675,257676,257679,257677,0,0,0,0,25
441,0,3399,160,1404,0,1402,22271,0,4294967295,1022,1023,1024,257723,257724,257728,257725,0,0,0,0,25
442,2,3407,36,1476,0,936,23203,23203,4294967295,1027,1028,1029,258000,258001,258100,413765,0,0,0,0,24
443,5,835,0,1404,0,1402,49760,0,4294967295,1031,1036,1037,258156,258157,258318,258205,0,6621,0,0,25
446,5,835,0,1403,0,1402,22958,0,4294967295,1039,1040,1041,258332,258333,258335,258334,0,6620,0,0,25
448,0,3415,160,1402,0,1402,23235,0,4294967295,1047,1048,1049,258435,258436,258444,475524,0,0,0,0,25
449,0,3619,160,2044,7430,248,29950,0,4294967295,1056,0,0,270730,270731,270733,270732,0,0,0,0,18
450,0,3620,32,1573,0,248,29951,0,4294967295,1059,0,0,270742,270743,270745,270744,0,0,0,0,18
451,0,12299,0,4647,0,866,48710,0,4294967295,1063,1064,1065,270770,270778,365066,270771,0,0,0,2307,32
452,0,3627,0,1634,0,37,24276,0,4294967295,1066,1067,1068,273061,273062,330290,330289,0,0,0,0,20
453,5,830,0,1634,0,37,24277,24277,4294967295,1069,1512,1513,273069,273070,273076,330379,0,5311,0,0,20
454,0,3634,32,37,0,37,23409,0,4294967295,1070,0,0,273233,273234,466369,466371,0,0,0,0,20
455,1,46213,6,388,0,37,24292,0,4294967295,1073,0,0,273368,273369,284681,466384,894,11031,0,0,20
456,2,0,12,37,0,37,24339,24345,4294967295,1076,1088,1089,273420,273421,275148,275147,0,0,0,0,20
457,1,35155,4,327,0,37,23934,0,4294967295,1077,0,0,273556,273557,0,287386,948,6569,0,0,20
458,0,3641,32,37,0,37,43735,0,4294967295,1080,1081,2942,273572,273573,0,273574,0,3641,0,0,20
459,0,3725,128,332,0,37,24336,23379,4294967295,1083,1085,2882,273582,273583,466391,275091,0,0,0,0,20
460,2,0,1,327,0,37,26756,0,4294967295,1087,1090,1285,275157,275158,467856,276687,0,0,0,0,20
461,2,0,12,79,0,1480,24399,24398,4294967295,1092,1093,1094,278445,278446,278448,278447,0,0,0,0,0
464,0,3672,160,664,0,36,24409,0,4294967295,1099,1100,1101,279395,279396,0,279399,0,3685,0,0,22
465,5,560,0,849,0,36,24408,0,4294967295,1102,1103,1104,279403,279404,0,279405,0,5307,0,0,22
466,1,35306,4,664,0,36,24410,0,4294967295,1105,1106,1107,279422,279423,0,279424,884,0,0,0,22
467,2,0,0,1548,0,36,24411,0,4294967295,1108,1109,1110,279448,279449,0,279450,0,0,0,0,22
468,0,3513,0,78,0,37,23378,0,4294967295,1111,0,0,279532,279533,279562,279560,0,0,0,0,20
