"ID","classId","raceId","sex","factionId","costumeOnly","itemId0","itemId01","itemId02","itemId03","itemId04","itemId05","itemId06","itemId07","itemId08","itemId09","itemId010","itemId011","itemId012","itemId013","itemId014","itemId015","enabled","characterCreationStartEnum","xp","accountCurrencyTypeIdCost","accountCurrencyAmountCost","entitlementIdRequired"
191,5,5,0,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,5,1,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,7,5,1,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,5,5,1,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,3,13,0,166,0,81372,81371,81373,8535,81357,81384,81385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1,12,0,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,4,12,0,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1,3,0,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4,1,0,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,3,1,0,166,0,81372,81371,81373,8535,81357,81384,81385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,7,1,0,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1,1,0,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4,3,0,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,3,1,1,166,0,81372,81371,81373,8535,81357,81384,81385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,5,4,1,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,5,4,0,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,5,12,0,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,16,0,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1,16,1,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2,16,1,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,2,16,0,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,5,16,0,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,5,16,1,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,7,16,0,167,0,81363,81362,81364,8534,81350,81375,81376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,7,16,1,167,0,81363,81362,81364,8534,81350,81375,81376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,5,12,1,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,7,13,0,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,7,4,0,167,0,28778,28779,28780,28786,28380,28781,28782,0,12049,12049,12049,28783,28784,28785,0,0,1,1,936310,0,0,0
277,3,1,1,167,0,28787,28788,28789,28795,0,28790,28791,12049,12049,12049,28792,28793,28794,0,0,28380,1,1,936310,0,0,0
278,1,3,0,167,0,28720,28721,28722,28728,28381,28724,28723,0,12049,12049,12049,28725,28726,28727,0,0,1,1,936310,0,0,0
279,5,16,0,167,0,28729,28730,28732,28777,28381,28733,28734,0,12049,12049,12049,28735,28736,28776,0,0,1,1,936310,0,0,0
280,1,5,0,166,0,28796,28797,28798,28804,28381,28800,28799,0,12049,12049,12049,28801,28802,28803,0,0,1,1,936310,0,0,0
281,5,12,1,166,0,28805,28806,28807,28813,0,28809,28808,12049,12049,12049,28810,28811,28812,0,0,28381,1,1,936310,0,0,0
282,3,1,0,166,0,28823,28824,28825,28831,28380,28827,28826,0,12049,12049,12049,28828,28829,28830,0,0,1,1,936310,0,0,0
283,7,13,0,166,0,28814,28815,28816,28822,28817,0,28818,12049,12049,12049,28819,28820,28821,0,0,28380,1,1,936310,0,0,0
284,5,4,1,167,0,28832,28833,28834,28840,28835,28836,28837,28838,28839,0,0,0,12049,12049,12049,17545,1,2,340950,0,0,0
285,3,1,1,167,0,28868,28869,28870,28876,28871,28872,28873,28874,28875,0,0,0,12049,12049,12049,17545,1,2,340950,0,0,0
286,1,3,0,167,0,28850,28851,28852,28858,17545,28853,28854,28855,28856,28857,0,0,0,12049,12049,12049,1,2,340950,0,0,0
287,7,1,0,167,0,28841,28842,28843,28849,28844,28845,28846,28847,28848,0,0,0,12049,12049,12049,17545,1,2,340950,0,0,0
288,5,16,0,167,0,28859,28860,28861,28867,17545,28863,28862,28864,28865,28866,0,0,0,12049,12049,12049,1,2,340950,0,0,0
289,7,5,0,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1,5,0,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,4,16,0,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,4,16,1,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1,12,1,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,4,12,1,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2,12,0,166,0,81366,81365,81367,8535,81353,81389,81390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,2,12,1,166,0,81366,81365,81367,8535,81353,81389,81390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,4,1,1,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,4,1,1,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,2,13,0,166,0,81366,81365,81367,8535,81353,81389,81390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,3,1,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,4,3,1,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2,3,1,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,4,13,0,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,3,13,0,166,0,6679,6683,6688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1710,0,0,0
317,2,1,1,166,0,7395,7396,13238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1710,0,0,0
318,7,13,0,166,0,6283,6285,6286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1710,0,0,0
319,4,12,0,166,0,1229,1367,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1710,0,0,0
320,5,5,1,166,0,1504,1506,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1710,0,0,0
321,1,12,1,166,0,7383,7384,7394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1710,0,0,0
338,1,1,1,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
339,1,1,0,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
340,2,1,0,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
341,3,1,0,167,0,81363,81362,81364,8534,81351,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
342,4,1,0,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
343,5,1,0,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
344,7,1,0,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
345,3,1,1,167,0,81363,81362,81364,8534,81351,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
346,7,1,1,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
347,2,1,1,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
348,5,1,1,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
349,4,1,1,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
350,1,1,1,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
351,2,1,0,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
352,5,1,0,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
353,7,1,1,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
354,2,1,1,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
355,5,1,1,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
356,4,1,0,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
357,3,1,0,166,0,81372,81371,81373,8535,81357,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
358,7,1,0,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
359,1,1,0,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
360,3,1,1,166,0,81372,81371,81373,8535,81357,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
361,4,1,1,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
362,1,12,0,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
363,4,12,0,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
364,5,12,0,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
365,5,12,1,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
366,1,12,1,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
367,4,12,1,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
368,2,12,0,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
369,2,12,1,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
370,3,13,0,166,0,81372,81371,81373,8535,81357,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
371,7,13,0,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
372,2,13,0,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
373,4,13,0,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
374,5,5,0,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
375,1,5,1,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
376,7,5,1,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
377,5,5,1,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
378,7,5,0,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
379,1,5,0,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
380,3,4,0,167,0,81363,81362,81364,8534,81351,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
381,7,4,0,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
382,3,4,1,167,0,81363,81362,81364,8534,81351,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
383,7,4,1,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
384,5,4,1,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
385,5,4,0,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
386,2,3,0,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
387,1,3,0,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
388,4,3,0,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
389,1,3,1,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
390,4,3,1,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
391,2,3,1,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
392,1,16,0,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
393,1,16,1,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
394,2,16,1,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
395,2,16,0,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
396,5,16,0,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
397,5,16,1,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
398,7,16,0,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
399,7,16,1,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
400,4,16,0,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
401,4,16,1,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
402,1,1,1,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
403,1,1,0,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
404,2,1,0,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
405,3,1,0,167,0,81363,81362,81364,8534,81351,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
406,4,1,0,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
407,5,1,0,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
408,7,1,0,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
409,3,1,1,167,0,81363,81362,81364,8534,81351,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
410,7,1,1,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
411,2,1,1,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
412,5,1,1,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
413,4,1,1,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
414,1,1,1,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
415,2,1,0,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
416,5,1,0,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
417,7,1,1,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
418,2,1,1,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
419,5,1,1,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
420,4,1,0,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
421,3,1,0,166,0,81372,81371,81373,8535,81357,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
422,7,1,0,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
423,1,1,0,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
424,3,1,1,166,0,81372,81371,81373,8535,81357,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
425,4,1,1,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
426,1,12,0,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
427,4,12,0,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
428,5,12,0,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
429,5,12,1,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
430,1,12,1,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
431,4,12,1,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
432,2,12,0,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
433,2,12,1,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
434,3,13,0,166,0,81372,81371,81373,8535,81357,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
435,7,13,0,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
436,2,13,0,166,0,81366,81365,81367,8535,81353,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
437,4,13,0,166,0,81369,81368,81370,8535,81354,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
438,5,5,0,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
439,1,5,1,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
440,7,5,1,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
441,5,5,1,166,0,81369,81368,81370,8535,81355,81383,81387,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
442,7,5,0,166,0,81372,81371,81373,8535,81356,81384,81385,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
443,1,5,0,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
444,3,4,0,167,0,81363,81362,81364,8534,81351,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
445,7,4,0,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
446,3,4,1,167,0,81363,81362,81364,8534,81351,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
447,7,4,1,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
448,5,4,1,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
449,5,4,0,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
450,2,3,0,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
451,1,3,0,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
452,4,3,0,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
453,1,3,1,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
454,4,3,1,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
455,2,3,1,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
456,1,16,0,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
457,1,16,1,167,0,81344,81359,81345,8534,81346,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
458,2,16,1,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
459,2,16,0,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
460,5,16,0,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
461,5,16,1,167,0,81360,81358,81361,8534,81349,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
462,7,16,0,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
463,7,16,1,167,0,81363,81362,81364,8534,81350,81375,81376,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
464,4,16,0,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
465,4,16,1,167,0,81360,81358,81361,8534,81348,81374,81378,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,0
