"ID","localizedTextIdName","housingPlotTypeId","localizedTextIdTooltip","worldIdPlug00","worldIdPlug01","worldIdPlug02","worldIdPlug03","flags","housingResourceIdProvided00","housingResourceIdProvided01","housingResourceIdProvided02","housingResourceIdProvided03","housingResourceIdProvided04","housingResourceIdPrerequisite00","housingResourceIdPrerequisite01","housingResourceIdPrerequisite02","housingFeatureTypeFlags","housingContributionInfoId00","housingContributionInfoId01","housingContributionInfoId02","housingContributionInfoId03","housingContributionInfoId04","housingPlugItemIdNextUpgrade","localizedTextIdPrereqTooltip00","localizedTextIdPrereqTooltip01","localizedTextIdPrereqTooltip02","prerequisiteId00","prerequisiteId01","prerequisiteId02","prerequisiteIdUnlock","housingBuildId","housingUpkeepTypeEnum","upkeepCharges","upkeepTime","housingContributionInfoIdUpkeepCost00","housingContributionInfoIdUpkeepCost01","housingContributionInfoIdUpkeepCost02","housingContributionInfoIdUpkeepCost03","housingContributionInfoIdUpkeepCost04","gameFormulaIdHousingBuildBonus","screenshotSprite00","screenshotSprite01","screenshotSprite02","screenshotSprite03","screenshotSprite04","housingPlugTypeEnum","accountItemIdUpsell"
27,61104,1,360661,657,657,657,657,10,0,0,0,0,0,0,0,0,3,144,0,0,0,0,44,523018,544197,0,27883,0,0,0,1,1,0,30,232,0,0,0,0,0,"Icon_Housing1x1_657_Mineral_Deposit_Tier3_01","Icon_Housing1x1_657_Mineral_Deposit_Tier3_02","Icon_Housing1x1_657_Mineral_Deposit_Tier3_03","","",1,0
28,61106,1,360664,592,592,592,592,8,0,0,0,0,0,0,0,0,3,224,0,0,0,0,30,376405,523020,0,0,0,0,0,1,1,0,30,224,0,0,0,0,0,"Icon_Housing1x1_592_Excavation_Site_Tier1_01","Icon_Housing1x1_592_Excavation_Site_Tier1_02","Icon_Housing1x1_592_Excavation_Site_Tier1_03","","",1,0
30,61108,1,360665,660,660,660,660,10,0,0,0,0,0,0,0,0,3,46,0,0,0,0,31,523021,544192,0,27873,0,0,0,1,1,0,30,227,0,0,0,0,0,"Icon_Housing1x1_660_Excavation_Site_Tier2_01","Icon_Housing1x1_660_Excavation_Site_Tier2_02","Icon_Housing1x1_660_Excavation_Site_Tier2_03","","",1,0
31,61109,1,360666,661,661,661,661,10,0,0,0,0,0,0,0,0,3,146,0,0,0,0,46,523022,544193,0,27883,0,0,0,1,1,0,30,232,0,0,0,0,0,"Icon_Housing1x1_661_Excavation_Site_Tier3_01","Icon_Housing1x1_661_Excavation_Site_Tier3_02","Icon_Housing1x1_661_Excavation_Site_Tier3_03","","",1,0
37,65435,44,0,685,685,685,685,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
38,65436,44,0,686,686,686,686,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
41,65705,1,360645,693,693,693,693,34,0,0,0,0,0,0,0,0,3,142,0,0,0,0,42,536751,544188,0,27883,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_693_Garden_Tier3_01","Icon_Housing1x1_693_Garden_Tier3_02","","","",1,0
42,66124,1,360646,1583,1583,1583,1583,34,0,0,0,0,0,0,0,0,3,143,0,0,0,0,0,536754,544189,0,27893,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1583_Garden_Tier4_01","Icon_Housing1x1_1583_Garden_Tier4_02","Icon_Housing1x1_1583_Garden_Tier4_03","","",1,0
43,66125,1,0,693,693,693,693,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
44,66867,1,360662,695,695,695,695,10,0,0,0,0,0,0,0,0,3,145,0,0,0,0,0,523019,544198,0,27893,0,0,0,1,1,0,30,238,0,0,0,0,0,"Icon_Housing1x1_695_Mineral_Deposit_Tier4_01","Icon_Housing1x1_695_Mineral_Deposit_Tier4_02","Icon_Housing1x1_695_Mineral_Deposit_Tier4_03","","",1,0
45,67661,1,0,698,698,698,698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
46,67678,1,360667,699,699,699,699,10,0,0,0,0,0,0,0,0,3,147,0,0,0,0,0,523023,544194,0,27893,0,0,0,1,1,0,30,238,0,0,0,0,0,"Icon_Housing1x1_699_Excavation_Site_Tier4_01","Icon_Housing1x1_699_Excavation_Site_Tier4_02","Icon_Housing1x1_699_Excavation_Site_Tier4_03","","",1,0
47,67699,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
48,68075,1,0,701,701,701,701,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
49,68260,2,0,703,703,703,703,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
50,68304,2,0,1877,1877,704,704,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
51,68395,2,0,705,705,705,705,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
52,68444,1,0,706,706,706,706,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
53,68528,1,0,707,707,707,707,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
54,68530,1,0,708,708,708,708,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,20,0,0,0,0,0,"","","","","",0,0
55,68541,1,0,709,709,709,709,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
56,68591,2,0,1877,1877,710,710,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
57,68599,2,0,1877,1877,711,711,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
58,68633,2,0,1877,1877,712,712,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
59,68681,1,0,713,713,713,713,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
60,68682,1,0,714,714,714,714,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
61,68683,1,0,715,715,715,715,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
64,95948,1,0,816,816,816,816,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
65,95949,1,0,816,816,816,816,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
66,95950,1,0,816,816,816,816,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
67,95951,1,0,816,816,816,816,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
68,95952,1,0,816,816,816,816,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
69,95953,1,0,816,816,816,816,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
70,95954,2,0,1877,1877,815,815,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
71,109546,1,0,816,816,816,816,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
72,109925,1,0,816,816,816,816,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
73,109931,2,0,1877,1877,815,815,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
74,109932,2,0,1877,1877,815,815,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
75,109933,2,0,1877,1877,815,815,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
76,109934,2,0,1877,1877,815,815,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
77,115778,2,0,1877,1877,902,902,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
78,129897,43,0,621,621,621,621,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
79,148036,43,0,1071,1071,1071,1071,2,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
80,191062,43,486453,1277,1276,1266,1273,0,0,0,0,0,0,0,0,0,3,368,0,0,0,0,0,348840,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"Icon_Housing2x2_Cozy_Granok_House_03","Icon_Housing2x2_Cozy_Granok_House_02","Icon_Housing2x2_Cozy_Granok_House_01","","",0,0
83,192395,43,486452,1275,1294,1281,1274,0,0,0,0,0,0,0,0,0,3,368,0,0,0,0,0,348839,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"Icon_Housing2x2_Cozy_Aurin_House_03","Icon_Housing2x2_Cozy_Aurin_House_02","Icon_Housing2x2_Cozy_Aurin_House_01","","",0,0
86,193187,44,486450,1282,1284,1279,1283,0,0,0,0,0,0,0,0,0,3,216,0,0,0,0,0,348838,491385,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"Icon_Housing2x2_Spacious_Exile_House_03","Icon_Housing2x2_Spacious_Exile_House_02","Icon_Housing2x2_Spacious_Exile_House_01","","",0,0
87,209942,1,0,597,597,597,597,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
90,209962,1,360635,1365,1365,1365,1365,0,0,0,0,0,0,0,0,0,3,92,0,0,0,0,0,523087,544290,0,27903,0,0,0,1,0,0,7,0,0,0,0,0,0,"Icon_Housing1x1_1365_Buff_Statue_01","Icon_Housing1x1_1365_Buff_Statue_02","Icon_Housing1x1_1365_Buff_Statue_03","","",1,0
91,209963,1,349304,1359,1359,1359,1359,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,523046,544220,0,27868,0,0,0,1,0,0,7,0,0,0,0,0,0,"Icon_Housing1x1_1359_Training_Lounge_01","Icon_Housing1x1_1359_Training_Lounge_02","Icon_Housing1x1_1359_Training_Lounge_03","","",1,0
92,209971,1,360633,1366,1366,1366,1366,4,0,0,0,0,0,0,0,0,3,224,0,0,0,0,0,342278,523015,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,"Icon_Housing1x1_1366_Crafting_Bench_01","Icon_Housing1x1_1366_Crafting_Bench_02","Icon_Housing1x1_1366_Crafting_Bench_03","Icon_Housing1x1_1366_Crafting_Bench_04","",1,0
93,209972,1,347237,589,589,589,589,4,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,341583,523014,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,"Icon_Housing1x1_589_BBQ_Pit_Tier1_01","Icon_Housing1x1_589_BBQ_Pit_Tier1_02","Icon_Housing1x1_589_BBQ_Pit_Tier1_03","","",0,0
94,209974,2,380000,1381,1382,1364,1380,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,523074,544277,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Icon_Housing1x2_1364_Spaceship_01","Icon_Housing1x2_1364_Spaceship_02","Icon_Housing1x2_1364_Spaceship_03","","",0,0
95,209975,2,0,1309,1310,599,1308,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
96,209976,1,0,700,700,700,700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
97,231050,1,0,1415,1415,1415,1415,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
98,235152,1,360647,1427,1427,1427,1427,0,0,0,0,0,0,0,0,0,3,148,0,0,0,0,0,341598,544180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1427_Hedge_Maze_01","Icon_Housing1x1_1427_Hedge_Maze_02","Icon_Housing1x1_1427_Hedge_Maze_03","","",0,0
99,244842,2,360648,1877,1877,1460,1460,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,341599,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Icon_Housing1x2_1460_Hedge_Maze_01","Icon_Housing1x2_1460_Hedge_Maze_02","Icon_Housing1x2_1460_Hedge_Maze_03","","",0,0
100,249146,1,360668,1436,1436,1436,1436,8,0,0,0,0,0,0,0,0,3,224,0,0,0,0,121,376406,523024,0,0,0,0,0,1,1,0,30,224,0,0,0,0,0,"Icon_Housing1x1_1436_Survivalist_Tier1_01","Icon_Housing1x1_1436_Survivalist_Tier1_02","Icon_Housing1x1_1436_Survivalist_Tier1_03","","",1,0
101,255304,2,0,1499,1502,1482,1498,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
102,258867,1,360655,1476,1476,1476,1476,4,0,0,0,0,0,0,0,0,3,205,0,0,0,0,0,516113,523071,0,27888,0,0,0,1,0,0,7,0,0,0,0,0,0,"Icon_Housing1x1_1476_Low_Grav_01","Icon_Housing1x1_1476_Low_Grav_02","Icon_Housing1x1_1476_Low_Grav_03","","",1,0
103,0,4,0,1528,1528,1528,1528,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"","","","","",0,0
104,0,4,0,1369,1369,1369,1369,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
105,0,4,0,1374,1374,1374,1374,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
106,0,4,0,1373,1373,1373,1373,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
107,0,4,0,1529,1529,1529,1529,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
108,0,42,0,1371,1371,1371,1371,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
109,0,42,0,1372,1372,1372,1372,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
110,0,42,0,1527,1527,1527,1527,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
111,0,42,0,1525,1525,1525,1525,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
112,0,42,0,1530,1530,1530,1530,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
113,0,7,0,1375,1375,1375,1375,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
114,0,7,0,1376,1376,1376,1376,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
115,0,7,0,1378,1378,1378,1378,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
116,0,2,0,1877,1877,1379,1379,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,"","","","","",0,0
117,0,1,0,1377,1377,1377,1377,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,"","","","","",0,0
118,466764,1,466775,1526,1526,1526,1526,4,0,0,0,0,0,0,0,0,3,194,0,0,0,0,0,523099,544301,0,627,0,0,0,1,0,0,7,269,0,0,0,0,0,"Icon_Housing1x1_1526_Datascape_Raid_Portal_01","Icon_Housing1x1_1526_Datascape_Raid_Portal_02","Icon_Housing1x1_1526_Datascape_Raid_Portal_03","","",1,0
119,0,9,0,1368,1368,1368,1368,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,"","","","","",0,0
120,0,46,0,1370,1370,1370,1370,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"","","","","",0,0
121,286196,1,360669,1539,1539,1539,1539,10,0,0,0,0,0,0,0,0,3,49,0,0,0,0,122,382115,523025,0,27873,0,0,0,1,1,0,30,227,0,0,0,0,0,"Icon_Housing1x1_1539_Survivalist_Tier2_01","Icon_Housing1x1_1539_Survivalist_Tier2_02","Icon_Housing1x1_1539_Survivalist_Tier2_03","","",1,0
122,286197,1,360670,1540,1540,1540,1540,10,0,0,0,0,0,0,0,0,3,103,0,0,0,0,123,382114,523026,0,27883,0,0,0,1,1,0,30,232,0,0,0,0,0,"Icon_Housing1x1_1540_Survivalist_Tier3_01","Icon_Housing1x1_1540_Survivalist_Tier3_02","Icon_Housing1x1_1540_Survivalist_Tier3_03","","",1,0
123,286198,1,360671,1541,1541,1541,1541,10,0,0,0,0,0,0,0,0,3,104,0,0,0,0,0,382117,523027,0,27893,0,0,0,1,1,0,30,238,0,0,0,0,0,"Icon_Housing1x1_1541_Survivalist_Tier4_01","Icon_Housing1x1_1541_Survivalist_Tier4_02","Icon_Housing1x1_1541_Survivalist_Tier4_03","","",1,0
124,291758,1,0,596,596,596,596,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
125,292861,42,0,1277,1276,1266,1273,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
126,298316,1,0,605,605,605,605,2,0,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,13,0,0,0,0,0,"","","","","",0,0
127,0,9,0,1635,1635,1635,1635,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"","","","","",0,0
128,307201,1,375127,1701,1701,1701,1701,4,0,0,0,0,0,0,0,0,3,206,0,0,0,0,0,341624,523075,0,27890,0,0,0,1,0,0,7,0,0,0,0,0,0,"Icon_Housing1x1_1701_Bone_Pit_01","Icon_Housing1x1_1701_Bone_Pit_02","Icon_Housing1x1_1701_Bone_Pit_03","","",2,0
129,307202,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,349322,0,0,626,0,0,0,1,1,0,7,18,0,0,0,0,0,"","","","","",0,0
130,307203,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,341619,0,0,14384,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
131,307205,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,34,0,0,0,0,132,0,0,0,0,0,0,0,1,1,0,7,13,0,0,0,0,802,"","","","","",0,0
132,307206,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,133,0,0,0,0,0,0,0,1,1,0,7,15,0,0,0,0,803,"","","","","",0,0
133,307207,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,19,0,0,0,0,804,"","","","","",0,0
