"id","creature2DisplayGroupId","creature2DisplayInfoId","weight"
21492,24066,21479,1
21493,24067,21480,1
21494,24068,21481,1
21495,24069,21482,1
21496,24070,21483,1
21497,24071,21484,1
21498,24072,21485,1
21499,24073,21486,1
21500,24074,21487,1
21501,24075,21488,1
21502,24076,21489,1
21503,24077,21490,1
21504,24078,21491,1
21505,24079,21492,1
21506,24080,21493,1
21507,24081,21494,1
21508,24082,21495,1
21509,24083,21496,1
21511,24085,21498,1
21512,24086,21499,1
21513,24087,21500,1
21514,24088,21501,1
21515,24089,21502,1
21516,24090,21503,1
21517,24091,21504,1
21518,24092,21505,1
21519,24093,21506,1
21520,24094,21507,1
21521,24095,21508,1
21522,24096,21509,1
21523,24097,21510,1
21524,24098,21511,1
21525,24099,21512,1
21526,24100,21513,1
21527,24101,21514,1
21528,24102,21515,1
21529,24103,21516,1
21530,24104,21517,1
21531,24105,21518,1
21532,24106,21519,1
21533,24107,21520,1
21534,24108,21521,1
21536,24110,21523,1
21538,24112,21525,1
21539,24113,21526,1
21540,24114,21527,1
21541,24115,21528,1
21542,24116,21529,1
21543,24117,21530,1
21544,24118,21531,1
21545,24119,21532,1
21546,24120,21533,1
21547,24121,21534,1
21548,24122,21535,1
21549,24123,21536,1
21550,24124,21537,1
21552,24126,21539,1
21553,24127,21540,1
21554,24128,21541,1
21555,24129,21542,1
21556,24130,21543,1
21557,24131,21544,1
21558,24132,21545,1
21559,24133,21546,1
21560,24134,21547,1
21561,24135,21548,1
21562,24136,21549,1
21563,24137,21550,1
21564,24138,21551,1
21565,24139,21552,1
21566,24140,21553,1
21567,24141,21554,1
21568,24142,21555,1
21569,24143,21556,1
21570,24144,21557,1
21571,24145,21558,1
21572,24146,21559,1
21573,24147,21560,1
21574,24148,21561,1
21575,24149,21562,1
21576,24150,21563,1
21577,24151,21564,1
21578,24152,21565,1
21579,24153,21566,1
21580,24154,21567,1
21581,24155,21568,1
21582,24156,21569,1
21583,24157,21570,1
21584,24158,21571,1
21585,24159,21572,1
21586,24160,21573,1
21587,24161,21574,1
21588,24162,21575,1
21589,24163,21576,1
21590,24164,21577,1
21591,24165,21578,1
21592,24166,21579,1
21593,24167,21580,1
21594,24168,21581,1
21595,24169,21582,1
21596,24170,21583,1
21597,24171,21584,1
21598,24172,21585,1
21599,24173,21586,1
21600,24174,21587,1
21601,24175,21588,1
21602,24176,21589,1
21603,24177,21590,1
21604,24178,21591,1
21605,24179,21592,1
21606,24180,21593,1
21607,24181,21594,1
21608,24182,21595,1
21609,24183,21596,1
21610,24184,21597,1
21611,24185,21598,1
21612,24186,21599,1
21613,24187,21600,1
21614,24188,21601,1
21615,24189,21602,1
21616,24190,21603,1
21617,24191,21604,1
21618,24192,21605,1
21620,24194,21607,1
21621,24195,21608,1
21622,24196,21609,1
21623,24197,21610,1
21624,24198,21611,1
21625,24199,21612,1
21626,24200,21613,1
21627,24201,21614,1
21628,24202,21615,1
21629,24203,21616,1
21630,24204,21617,1
21631,24205,21618,1
21632,24206,21619,1
21633,24207,21620,1
21634,24208,21621,1
21635,24209,21622,1
21636,24210,21623,1
21637,24211,21624,1
21638,24212,21625,1
21639,24213,21626,1
21640,24214,21627,1
21641,24215,21628,1
21642,24216,21629,1
21643,24217,21630,1
21644,24218,21631,1
21645,24219,21632,1
21646,24220,21633,1
21647,24221,21634,1
21648,24222,21635,1
21649,24223,21636,1
21650,24224,21637,1
21651,24225,21638,1
21652,24226,21639,1
21653,24227,21640,1
21654,24228,21641,1
21655,24229,21642,1
21656,24230,21643,1
21657,24231,21644,1
21658,24232,21645,1
21659,24233,21646,1
21660,24234,21647,1
21661,24235,21648,1
21662,24236,21649,1
21663,24237,21650,1
21664,24238,21651,1
21665,24239,21652,1
21666,24240,21653,1
21667,24241,21654,1
21668,24242,21655,1
21669,24243,21656,1
21670,24244,21657,1
21671,24245,21658,1
21672,24246,21659,1
21673,24247,21660,1
21674,24248,21661,1
21675,24249,21662,1
21676,24250,21663,1
21677,24251,21664,1
21678,24252,21665,1
21679,24253,21666,1
21680,24254,21667,1
21681,24255,21668,1
21682,24256,21669,1
21683,24257,21670,1
21684,24258,21671,1
21685,24259,21672,1
21686,24260,21673,1
21688,24262,21675,1
21689,24263,21676,1
21691,24265,21678,1
21692,24266,21679,1
21693,24267,21680,1
21694,24268,21681,1
21697,24271,21684,1
21698,24272,21685,1
21699,24273,21686,1
21700,24274,21687,1
21701,24275,21688,1
21702,24276,21689,1
21703,24277,21690,1
21704,24278,21691,1
21705,24279,21692,1
21706,24280,21693,1
21707,24281,21694,1
21708,24282,21695,1
21709,24283,21696,1
21710,24284,21697,1
21711,24285,21698,1
21712,24286,21699,1
21713,24287,21700,1
21714,24288,21701,1
21716,24290,21703,1
21717,24291,21704,1
21718,24292,21705,1
21719,24293,21706,1
21720,24294,21707,1
21721,24295,21708,1
21722,24296,21709,1
21723,24297,21710,1
21724,24298,21711,1
21726,24300,21713,1
21727,24301,21714,1
21728,24302,21715,1
21729,24303,21716,1
21730,24304,21717,1
21731,24305,21718,1
21732,24306,21719,1
21733,24307,21720,1
21734,24308,21721,1
21736,24310,21723,1
21737,24311,21724,1
21738,24312,21725,1
21739,24313,21726,1
21740,24314,21727,1
21741,24315,21728,1
21742,24316,21729,1
21743,24317,21730,1
21744,24318,21731,1
21745,24319,21732,1
21746,24320,21733,1
21747,24321,21734,1
21748,24322,21735,1
21749,24323,21736,1
21750,24324,21737,1
21751,24325,21738,1
21752,24326,21739,1
21753,24327,21740,1
21754,24328,21741,1
21755,24329,21742,1
21756,24330,21743,1
21757,24331,21744,1
21758,24332,21745,1
21759,24333,21746,1
21760,24334,21747,1
21761,24335,21748,1
21762,24336,21749,1
21763,24337,21750,1
21764,24338,21751,1
21765,24339,21752,1
21766,24340,21753,1
21767,24341,21754,1
21768,24342,21755,1
21770,24344,21757,1
21771,24345,21758,1
21772,24346,21759,1
21773,24347,21760,1
21774,24348,21761,1
21775,24349,21762,1
21776,24350,21763,1
21778,24352,21765,1
21783,24357,21770,1
21784,24358,21771,1
21785,24359,21772,1
21786,24360,21773,1
21787,24361,21774,1
21788,24362,21775,1
21789,24363,21776,1
21790,24364,21777,1
21791,24365,21778,1
21792,24366,21779,1
21793,24367,21780,1
21794,24368,21781,1
21795,24369,21782,1
21796,24370,21783,1
21797,24371,21784,1
21798,24372,21785,1
21799,24373,21786,1
21800,24374,21787,1
21801,24375,21788,1
21802,24376,21789,1
21803,24377,21790,1
21804,24378,21791,1
21805,24379,21792,1
21806,24380,21793,1
21807,24381,21794,1
21808,24382,21795,1
21809,24383,21796,1
21810,24384,21797,1
21811,24385,21798,1
21812,24386,21799,1
21813,24387,21800,1
21814,24388,21801,1
21815,24389,21802,1
21816,24390,21803,1
21817,24391,21804,1
21818,24392,21805,1
21819,24393,21806,1
21820,24394,21807,1
21821,24395,21808,1
21822,24396,21809,1
21823,24397,21810,1
21824,24398,21811,1
21825,24399,21812,1
21826,24400,21813,1
21827,24401,21814,1
21828,24402,21815,1
21829,24403,21816,1
21830,24404,21817,1
21831,24405,21818,1
21832,24406,21819,1
21833,24407,21820,1
21834,24408,21821,1
21837,24411,21824,1
21838,24412,21825,1
21839,24413,21826,1
21840,24414,21827,1
21841,24415,21828,1
21843,24417,21830,1
21844,24418,21831,1
21845,24419,21832,1
21846,24420,21833,1
21847,24421,21834,1
21848,24422,21835,1
21849,24423,21836,1
21850,24424,21837,1
21851,24425,21838,1
21852,24426,21839,1
21853,24427,21840,1
21854,24428,21841,1
21855,24429,21842,1
21856,24430,21843,1
21857,24431,21844,1
21858,24432,21845,1
21859,24433,21846,1
21860,24434,21847,1
21861,24435,21848,1
21862,24436,21849,1
21863,24437,21850,1
21864,24438,21851,1
21865,24439,21852,1
21866,24440,21853,1
21867,24441,21854,1
21871,24445,21858,1
21872,24446,21859,1
21875,24449,21862,1
21876,24450,21863,1
21877,24451,21864,1
21878,24452,21865,1
21880,24454,21867,1
21881,24455,21868,1
21885,24459,21872,1
21886,24460,21873,1
21887,24461,21874,1
21888,24462,21875,1
21889,24463,21876,1
21890,24464,21877,1
21891,24465,21878,1
21892,24466,21879,1
21893,24467,21880,1
21894,24468,21881,1
21895,24469,21882,1
21896,24470,21883,1
21897,24471,21884,1
21898,24472,21885,1
21899,24473,21886,1
21901,24475,21888,1
21902,24476,21889,1
21903,24477,21890,1
21904,24478,21891,1
21905,24479,21892,1
21908,24482,21895,1
21912,24486,21899,1
21913,24487,21900,1
21914,24488,21901,1
21915,24489,21902,1
21916,24490,21903,1
21917,24491,21904,1
21918,24492,21905,1
21919,24493,21906,1
21920,24494,21907,1
21921,24495,21908,1
21922,24496,21909,1
21923,24497,21910,1
21924,24498,21911,1
21925,24499,21912,1
21926,24500,21913,1
21927,24501,21914,1
21928,24502,21915,1
21929,24503,21916,1
21930,24504,21917,1
21931,24505,21918,1
21932,24506,21919,1
21933,24507,21920,1
21934,24508,21921,1
21935,24509,21922,1
21936,24510,21923,1
21937,24511,21924,1
21938,24512,21925,1
21939,24513,21926,1
21940,24514,21927,1
21941,24515,21928,1
21942,24516,21929,1
21943,24517,21930,1
21944,24518,21931,1
21945,24519,21932,1
21946,24520,21933,1
21947,24521,21934,1
21948,24522,21935,1
21949,24523,21936,1
21950,24524,21937,1
21951,24525,21938,1
21952,24526,21939,1
21953,24527,21940,1
21954,24528,21941,1
21955,24529,21942,1
21956,24530,21943,1
21957,24531,21944,1
21958,24532,21945,1
21959,24533,21946,1
21960,24534,21947,1
21961,24535,21948,1
21962,24536,21949,1
21963,24537,21950,1
21964,24538,21951,1
21965,24539,21952,1
21966,24540,21953,1
21967,24541,21954,1
21968,24542,21955,1
21969,24543,21956,1
21970,24544,21957,1
21971,24545,21958,1
21972,24546,21959,1
21974,24548,21961,1
21975,24549,21962,1
21976,24550,21963,1
21977,24551,21964,1
21978,24552,21965,1
21979,24553,21966,1
21980,24554,21967,1
21981,24555,21968,1
21982,24556,21969,1
21983,24557,21970,1
21984,24558,21971,1
21985,24559,21972,1
21986,24560,21973,1
21987,24561,21974,1
21988,24562,21975,1
21989,24563,21976,1
21990,24564,21977,1
21991,24565,21978,1
21992,24566,21979,1
21993,24567,21980,1
21994,24568,21981,1
21995,24569,21982,1
21996,24570,21983,1
21997,24571,21984,1
21998,24572,21985,1
21999,24573,21986,1
22000,24574,21987,1
22001,24575,21988,1
22002,24576,21989,1
22003,24577,21990,1
22004,24578,21991,1
22005,24579,21992,1
22006,24580,21993,1
22009,24583,21996,1
22010,24584,21997,1
22011,24585,21998,1
22012,24586,21999,1
22013,24587,22000,1
22014,24588,22001,1
22015,24589,22002,1
22016,24590,22003,1
22017,24591,22004,1
22018,24592,22005,1
22019,24593,22006,1
22021,24595,22008,1
22022,24596,22009,1
22023,24597,22010,1
22024,24598,22011,1
22025,24599,22012,1
22026,24600,22013,1
22027,24601,22014,1
22028,24602,22015,1
22029,24603,22016,1
22030,24604,22017,1
22031,24605,22018,1
22032,24606,22019,1
22033,24607,22020,1
22034,24608,22021,1
22035,24609,22022,1
22036,24610,22023,1
22037,24611,22024,1
22038,24612,22025,1
22039,24613,22026,1
22040,24614,22027,1
22042,24616,22029,1
22043,24617,22030,1
22044,24618,22031,1
22045,24619,22032,1
22046,24620,22033,1
22047,24621,22034,1
22048,24622,22035,1
22049,24623,22036,1
22050,24624,22037,1
22051,24625,22038,1
22052,24626,22039,1
22053,24627,22040,1
22055,24629,22042,1
22056,24630,22043,1
22057,24631,22044,1
22058,24632,22045,1
22059,24633,22046,1
22060,24634,22047,1
22061,24635,22048,1
22062,24636,22049,1
22063,24637,22050,1
22064,24638,22051,1
22065,24639,22052,1
22066,24640,22053,1
22067,24641,22054,1
22068,24642,22055,1
22069,24643,22056,1
22070,24644,22057,1
22071,24645,22058,1
22072,24646,22059,1
22073,24647,22060,1
22074,24648,22061,1
22075,24649,22062,1
22076,24650,22063,1
22077,24651,22064,1
22078,24652,22065,1
22079,24653,22066,1
22080,24654,22067,1
22081,24655,22068,1
22082,24656,22069,1
22083,24657,22070,1
22084,24658,22071,1
22085,24659,22072,1
22086,24660,22073,1
22087,24661,22074,1
22088,24662,22075,1
22089,24663,22076,1
22090,24664,22077,1
22091,24665,22078,1
22092,24666,22079,1
22093,24667,22080,1
22094,24668,22081,1
22095,24669,22082,1
22096,24670,22083,1
22098,24672,22085,1
22099,24673,22086,1
22100,24674,22087,1
22101,24675,22088,1
22102,24676,22089,1
22103,24677,22090,1
22104,24678,22091,1
22105,24679,22092,1
22106,24680,22093,1
22107,24681,22094,1
22109,24683,22096,1
22110,24684,22097,1
22111,24685,22098,1
22112,24686,22099,1
22113,24687,22100,1
22114,24688,22101,1
22115,24689,22102,1
22116,24690,22103,1
22118,24692,22105,1
22119,24693,22106,1
22120,24694,22107,1
22121,24695,22108,1
22122,24696,22109,1
22123,24697,22110,1
22125,24699,22112,1
22126,24700,22113,1
22127,24701,22114,1
22128,24702,22115,1
22129,24703,22116,1
22130,24704,22117,1
22131,24705,22118,1
22132,24706,22119,1
22133,24707,22120,1
22134,24708,22121,1
22135,24709,22122,1
22136,24710,22123,1
22137,24711,22124,1
22138,24712,22125,1
22139,24713,22126,1
22140,24714,22127,1
22141,24715,22128,1
22142,24716,22129,1
22143,24717,22130,1
22144,24718,22131,1
22145,24719,22132,1
22146,24720,22133,1
22147,24721,22134,1
22148,24722,22135,1
22149,24723,22136,1
22150,24724,22137,1
22151,24725,22138,1
22152,24726,22139,1
22153,24727,22140,1
22154,24728,22141,1
22155,24729,22142,1
22156,24730,22143,1
22157,24731,22144,1
22158,24732,22145,1
22159,24733,22146,1
22160,24734,22147,1
22161,24735,22148,1
22162,24736,22149,1
22163,24737,22150,1
22164,24738,22151,1
22165,24739,22152,1
22166,24740,22153,1
22167,24741,22154,1
22168,24742,22155,1
22169,24743,22156,1
22170,24744,22157,1
22171,24745,22158,1
22172,24746,22159,1
22173,24747,22160,1
22174,24748,22161,1
22175,24749,22162,1
22176,24750,22163,1
22177,24751,22164,1
22178,24752,22165,1
22179,24753,22166,1
22180,24754,22167,1
22181,24755,22168,1
22182,24756,22169,1
22183,24757,22170,1
22184,24758,22171,1
22185,24759,22172,1
22186,24760,22173,1
22187,24761,22174,1
22188,24762,22175,1
22189,24763,22176,1
22190,24764,22177,1
22191,24765,22178,1
22192,24766,22179,1
22193,24767,22180,1
22194,24768,22181,1
22195,24769,22182,1
22196,24770,22183,1
22197,24771,22184,1
22198,24772,22185,1
22199,24773,22186,1
22200,24774,22187,1
22201,24775,22188,1
22202,24776,22189,1
22203,24777,22190,1
22204,24778,22191,1
22205,24779,22192,1
22206,24780,22193,1
22207,24781,22194,1
22208,24782,22195,1
22209,24783,22196,1
22210,24784,22197,1
22211,24785,22198,1
22212,24786,22199,1
22213,24787,22200,1
22214,24788,22201,1
22215,24789,22202,1
22216,24790,22203,1
22217,24791,22204,1
22219,24793,22206,1
22220,24794,22207,1
22221,24795,22208,1
22222,24796,22209,1
22223,24797,22210,1
22224,24798,22211,1
22225,24799,22212,1
22226,24800,22213,1
22227,24801,22214,1
22228,24802,22215,1
22229,24803,22216,1
22230,24804,22217,1
22231,24805,22218,1
22232,24806,22219,1
22233,24807,22220,1
22234,24808,22221,1
22235,24809,22222,1
22236,24810,22223,1
22237,24811,22224,1
22238,24812,22225,1
22239,24813,22226,1
22240,24814,22227,1
22241,24815,22228,1
22242,24816,22229,1
22243,24817,22230,1
22245,24819,22232,1
22246,24820,22233,1
22247,24821,22234,1
22248,24822,22235,1
22249,24823,22236,1
22250,24824,22237,1
22251,24825,22238,1
22252,24826,22239,1
22253,24827,22240,1
22254,24828,22241,1
22255,24829,22242,1
22256,24830,22243,1
22257,24831,22244,1
22258,24832,22245,1
22259,24833,22246,1
22260,24834,22247,1
22261,24835,22248,1
22262,24836,22249,1
22263,24837,22250,1
22264,24838,22251,1
22265,24839,22252,1
22266,24840,22253,1
22267,24841,22254,1
22268,24842,22255,1
22269,24843,22256,1
22270,24844,22257,1
22271,24845,22258,1
22272,24846,22259,1
22273,24847,22260,1
22274,24848,22261,1
22275,24849,22262,1
22276,24850,22263,1
22277,24851,22264,1
22278,24852,22265,1
22279,24853,22266,1
22280,24854,22267,1
22281,24855,22268,1
22282,24856,22269,1
22283,24857,22270,1
22284,24858,22271,1
22285,24859,22272,1
22286,24860,22273,1
22287,24861,22274,1
22288,24862,22275,1
22289,24863,22276,1
22290,24864,22277,1
22291,24865,22278,1
22292,24866,22279,1
22293,24867,22280,1
22294,24868,22281,1
22295,24869,22282,1
22296,24870,22283,1
22297,24871,22284,1
22298,24872,22285,1
22299,24873,22286,1
22300,24874,22287,1
22301,24875,22288,1
22302,24876,22289,1
22303,24877,22290,1
22304,24878,22291,1
22305,24879,22292,1
22306,24880,22293,1
22307,24881,22294,1
22308,24882,22295,1
22309,24883,22296,1
22310,24884,22297,1
22311,24885,22298,1
22312,24886,22299,1
22313,24887,22300,1
22314,24888,22301,1
22315,24889,22302,1
22316,24890,22303,1
22317,24891,22304,1
22318,24892,22305,1
22319,24893,22306,1
22320,24894,22307,1
22321,24895,22308,1
22322,24896,22309,1
22323,24897,22310,1
22324,24898,22311,1
22325,24899,22312,1
22326,24900,22313,1
22327,24901,22314,1
22328,24902,22315,1
22329,24903,22316,1
22330,24904,22317,1
22331,24905,22318,1
22332,24906,22319,1
22333,24907,22320,1
22334,24908,22321,1
22337,24911,22324,1
22338,24912,22325,1
22339,24913,22326,1
22340,24914,22327,1
22341,24915,22328,1
22342,24916,22329,1
22343,24917,22330,1
22344,24918,22331,1
22345,24919,22332,1
22347,24921,22334,1
22348,24922,22335,1
22349,24923,22336,1
22350,24924,22337,1
22351,24925,22338,1
22352,24926,22339,1
22353,24927,22340,1
22354,24928,22341,1
22355,24929,22342,1
22356,24930,22343,1
22357,24931,22344,1
22358,24932,22345,1
22359,24933,22346,1
22360,24934,22347,1
22361,24935,22348,1
22362,24936,22349,1
22363,24937,22350,1
22364,24938,22351,1
22365,24939,22352,1
22366,24940,22353,1
22367,24941,22354,1
22368,24942,22355,1
22369,24943,22356,1
22371,24945,22358,1
22372,24946,22359,1
22373,24947,22360,1
22374,24948,22361,1
22375,24949,22362,1
22376,24950,22363,1
22377,24951,22364,1
22381,24955,22368,1
22383,24957,22370,1
22384,24958,22371,1
22385,24959,22372,1
22386,24960,22373,1
22387,24961,22374,1
22388,24962,22375,1
22389,24963,22376,1
22390,24964,22377,1
22391,24965,22378,1
22392,24966,22379,1
22393,24967,22380,1
22394,24968,22381,1
22395,24969,22382,1
22396,24970,22383,1
22397,24971,22384,1
22398,24972,22385,1
22399,24973,22386,1
22400,24974,22387,1
22401,24975,22388,1
22403,24977,22390,1
22404,24978,22391,1
22405,24979,22392,1
22406,24980,22393,1
22408,24982,22395,1
22409,24983,22396,1
22410,24984,22397,1
22411,24985,22398,1
22412,24986,22399,1
22413,24987,22400,1
22414,24988,22401,1
22415,24989,22402,1
22416,24990,22403,1
22417,24991,22404,1
22418,24992,22405,1
22419,24993,22406,1
22420,24994,22407,1
22421,24995,22408,1
22422,24996,22409,1
22423,24997,22410,1
22424,24998,22411,1
22425,24999,22412,1
22426,25000,22413,1
22427,25001,22414,1
22428,25002,22415,1
22429,25003,22416,1
22430,25004,22417,1
22431,25005,22418,1
22432,25006,22419,1
22433,25007,22420,1
22434,25008,22421,1
22435,25009,22422,1
22436,25010,22423,1
22437,25011,22424,1
22438,25012,22425,1
22439,25013,22426,1
22440,25014,22427,1
22441,25015,22428,1
22442,25016,22429,1
22443,25017,22430,1
22444,25018,22431,1
22445,25019,22432,1
22446,25020,22433,1
22447,25021,22434,1
22448,25022,22435,1
22449,25023,22436,1
22450,25024,22437,1
22451,25025,22438,1
22452,25026,22439,1
22453,25027,22440,1
22454,25028,22441,1
22455,25029,22442,1
22456,25030,22443,1
22457,25031,22444,1
22458,25032,22445,1
22459,25033,22446,1
22460,25034,22447,1
22461,25035,22448,1
22463,25037,22450,1
22464,25038,22451,1
22465,25039,22452,1
22466,25040,22453,1
22467,25041,22454,1
22468,25042,22455,1
22469,25043,22456,1
22470,25044,22457,1
22471,25045,22458,1
22472,25046,22459,1
22473,25047,22460,1
22474,25048,22461,1
22475,25049,22462,1
22476,25050,22463,1
22477,25051,22464,1
22478,25052,22465,1
22479,25053,22466,1
22480,25054,22467,1
22481,25055,22468,1
22482,25056,22469,1
22483,25057,22470,1
22484,25058,22471,1
22485,25059,22472,1
22486,25060,22473,1
22487,25061,22474,1
22488,25062,22475,1
22489,25063,22476,1
22490,25064,22477,1
22491,25065,22478,1
22492,25066,22479,1
22493,25067,22480,1
22494,25068,22481,1
22495,25069,22482,1
22496,25070,22483,1
22497,25071,22484,1
22498,25072,22485,1
22499,25073,22486,1
22500,25074,22487,1
22501,25075,22488,1
22502,25076,22489,1
22503,25077,22490,1
22504,25078,22491,1
22505,25079,22492,1
22506,25080,22493,1
22507,25081,22494,1
22508,25082,22495,1
22509,25083,22496,1
22510,25084,22497,1
22511,25085,22498,1
22512,25086,22499,1
22513,25087,22500,1
22514,25088,22501,1
22515,25089,22502,1
22516,25090,22503,1
22517,25091,22504,1
22518,25092,22505,1
22519,25093,22506,1
22520,25094,22507,1
22521,25095,22508,1
22522,25096,22509,1
22523,25097,22510,1
22524,25098,22511,1
22525,25099,22512,1
22526,25100,22513,1
22527,25101,22514,1
22528,25102,22515,1
22529,25103,22516,1
22530,25104,22517,1
22531,25105,22518,1
22532,25106,22519,1
22533,25107,22520,1
22534,25108,22521,1
22535,25109,22522,1
22536,25110,22523,1
22537,25111,22524,1
22538,25112,22525,1
22539,25113,22526,1
22540,25114,22527,1
22541,25115,22528,1
22542,25116,22529,1
22543,25117,22530,1
22544,25118,22531,1
22545,25119,22532,1
22546,25120,22533,1
22547,25121,22534,1
22548,25122,22535,1
22549,25123,22536,1
22550,25124,22537,1
22551,25125,22538,1
22552,25126,22539,1
22553,25127,22540,1
22554,25128,22541,1
22555,25129,22542,1
22556,25130,22543,1
22557,25131,22544,1
22558,25132,22545,1
22559,25133,22546,1
22560,25134,22547,1
22561,25135,22548,1
22562,25136,22549,1
22563,25137,22550,1
22564,25138,22551,1
22565,25139,22552,1
22566,25140,22553,1
22567,25141,22554,1
22568,25142,22555,1
22569,25143,22556,1
22570,25144,22557,1
22571,25145,22558,1
22572,25146,22559,1
22573,25147,22560,1
22574,25148,22561,1
22575,25149,22562,1
22576,25150,22563,1
22577,25151,22564,1
22578,25152,22565,1
22579,25153,22566,1
22580,25154,22567,1
22581,25155,22568,1
22582,25156,22569,1
22583,25157,22570,1
22584,25158,22571,1
22585,25159,22572,1
22586,25160,22573,1
22587,25161,22574,1
22588,25162,22575,1
22589,25163,22576,1
22590,25164,22577,1
22591,25165,22578,1
22592,25166,22579,1
22593,25167,22580,1
22594,25168,22581,1
22595,25169,22582,1
22596,25170,22583,1
22597,25171,22584,1
22598,25172,22585,1
22599,25173,22586,1
22600,25174,22587,1
22601,25175,22588,1
22602,25176,22589,1
22603,25177,22590,1
22604,25178,22591,1
22605,25179,22592,1
22606,25180,22593,1
22607,25181,22594,1
22608,25182,22595,1
22609,25183,22596,1
22610,25184,22597,1
22612,25186,22599,1
22613,25187,22600,1
22614,25188,22601,1
22615,25189,22602,1
22616,25190,22603,1
22617,25191,22604,1
22618,25192,22605,1
22619,25193,22606,1
22620,25194,22607,1
22621,25195,22608,1
22622,25196,22609,1
22623,25197,22610,1
22624,25198,22611,1
22625,25199,22612,1
22626,25200,22613,1
22627,25201,22614,1
22628,25202,22615,1
22629,25203,22616,1
22630,25204,22617,1
22631,25205,22618,1
22632,25206,22619,1
22633,25207,22620,1
22634,25208,22621,1
22635,25209,22622,1
22636,25210,22623,1
22637,25211,22624,1
22638,25212,22625,1
22639,25213,22626,1
22640,25214,22627,1
22641,25215,22628,1
22642,25216,22629,1
22643,25217,22630,1
22644,25218,22631,1
22645,25219,22632,1
22646,25220,22633,1
22647,25221,22634,1
22648,25222,22635,1
22649,25223,22636,1
22650,25224,22637,1
22651,25225,22638,1
22652,25226,22639,1
22653,25227,22640,1
22654,25228,22641,1
22655,25229,22642,1
22656,25230,22643,1
22657,25231,22644,1
22658,25232,22645,1
22661,25235,22648,1
22662,25236,22649,1
22663,25237,22650,1
22664,25238,22651,1
22665,25239,22652,1
