"ID","achievementId","bit","objectId","objectIdAlt","prerequisiteId","prerequisiteIdAlt"
1099,0,3,5826,0,0,0
1100,0,4,5827,0,0,0
1101,1721,0,6160,0,0,0
1102,1721,1,6161,0,0,0
1103,1721,2,6162,0,0,0
1104,1721,3,6163,0,0,0
1105,1721,5,6164,0,0,0
1106,1721,6,6165,0,0,0
1107,0,0,6249,0,0,0
1109,1723,0,6254,0,0,0
1110,0,0,6257,0,0,0
1111,1725,0,6262,0,0,0
1112,0,0,6338,0,0,0
1114,0,0,6275,0,0,0
1116,0,0,6283,0,0,0
1123,1154,0,1161,0,0,0
1124,1154,1,1160,0,0,0
1129,1156,0,30839,0,0,0
1130,1156,1,30840,0,0,0
1132,1156,2,30841,0,0,0
1133,1157,0,30842,0,0,0
1134,1157,1,30843,0,0,0
1135,1157,2,30844,0,0,0
1150,1317,3,2021,0,0,0
1152,1317,0,2018,0,0,0
1153,1317,1,2019,0,0,0
1154,1317,2,2020,0,0,0
1155,1319,0,30862,0,0,0
1156,1319,1,30863,0,0,0
1157,1319,2,30864,0,0,0
1158,1320,0,30859,0,0,0
1159,1320,1,30860,0,0,0
1160,1320,2,30861,0,0,0
1162,1321,0,30882,0,0,0
1163,1321,1,30883,0,0,0
1164,1321,2,30884,0,0,0
1165,1322,0,30879,0,0,0
1166,1322,1,30880,0,0,0
1167,1322,2,30881,0,0,0
1169,1323,0,1336,0,0,0
1194,0,0,6178,0,0,0
1195,0,1,6179,0,0,0
1196,0,2,6180,0,0,0
1197,0,3,6181,0,0,0
1198,0,4,6182,0,0,0
1199,1748,0,6178,0,0,0
1200,1748,1,6179,0,0,0
1201,1748,2,6180,0,0,0
1202,1748,3,6181,0,0,0
1203,1748,4,6182,0,0,0
1204,1749,0,6516,0,0,0
1205,1749,1,6471,0,0,0
1206,1749,2,6517,0,0,0
1207,1749,3,6518,0,0,0
1208,1749,4,6472,0,0,0
1209,1750,0,6499,0,0,0
1210,1751,0,6492,0,0,0
1211,1751,1,6493,0,0,0
1212,1751,2,6494,0,0,0
1213,1751,3,6495,0,0,0
1214,1751,4,6496,0,0,0
1215,1751,5,6497,0,0,0
1216,1821,0,6150,0,0,0
1217,1821,1,6151,0,0,0
1218,1821,2,6152,0,0,0
1219,1821,3,6153,0,0,0
1220,1821,4,6159,0,0,0
1221,1822,0,6454,0,0,0
1222,1822,1,6455,0,0,0
1223,1822,2,6456,0,0,0
1224,1822,3,6457,0,0,0
1225,1822,4,6463,0,0,0
1233,1341,0,30921,0,0,0
1234,1341,1,30922,0,0,0
1235,1341,2,30923,0,0,0
1236,1342,0,30918,0,0,0
1237,1342,1,30919,0,0,0
1238,1342,2,30920,0,0,0
1239,1343,0,30947,0,0,0
1240,1343,1,30948,0,0,0
1241,1343,2,30949,0,0,0
1242,1344,0,30944,0,0,0
1243,1344,1,30945,0,0,0
1244,1344,2,30946,0,0,0
1268,1752,0,30960,0,0,0
1275,1769,0,1765,0,0,0
1276,1769,1,1770,0,0,0
1279,1770,0,2069,0,0,0
1280,1770,1,2070,0,0,0
1281,1770,2,2071,0,0,0
1282,1770,3,2072,0,0,0
1283,1772,0,30979,0,0,0
1284,1772,1,30980,0,0,0
1285,1772,2,30981,0,0,0
1286,1773,0,30976,0,0,0
1287,1773,1,30977,0,0,0
1288,1773,2,30978,0,0,0
1289,1774,0,31005,0,0,0
1290,1774,1,31006,0,0,0
1291,1774,2,31007,0,0,0
1292,1775,0,31002,0,0,0
1293,1775,1,31003,0,0,0
1294,1775,2,31004,0,0,0
1297,1783,0,31018,0,0,0
1298,1783,1,31019,0,0,0
1305,1796,0,31009,0,0,0
1306,1796,1,31010,0,0,0
1307,1796,2,31011,0,0,0
1309,1797,0,31012,0,0,0
1310,1797,1,31013,0,0,0
1311,1797,2,31014,0,0,0
1313,1799,0,31037,0,0,0
1314,1799,1,31038,0,0,0
1315,1799,2,31039,0,0,0
1316,1800,0,31034,0,0,0
1317,1800,1,31035,0,0,0
1318,1800,2,31036,0,0,0
1321,1808,0,31051,0,0,0
1322,1808,1,31052,0,0,0
1323,1808,2,31053,0,0,0
1333,1819,0,2090,0,0,0
1334,1819,1,2091,0,0,0
1335,1819,2,2092,0,0,0
1336,1819,3,2093,0,0,0
1337,1820,0,31182,0,0,0
1338,1820,1,31183,0,0,0
1339,1820,2,31184,0,0,0
1340,1820,3,31185,0,0,0
1341,1323,1,3411,0,0,0
1345,1752,1,30961,0,0,0
1346,1752,2,30962,0,0,0
1349,1783,2,31020,0,0,0
1356,1317,4,2022,0,0,0
1357,1317,5,2023,0,0,0
1396,1873,0,2344,0,0,0
1397,1873,1,2345,0,0,0
1398,1873,2,2346,0,0,0
1399,1873,3,2347,0,0,0
1434,1896,0,5420,0,0,0
1439,0,0,1885,0,0,0
1440,0,1,1886,0,0,0
1441,0,2,1887,0,0,0
1442,0,3,1889,0,0,0
1443,0,4,1891,0,0,0
1460,1130,3,6519,0,0,0
1572,1939,0,3165,0,0,0
1573,1939,1,3167,0,0,0
1574,1939,2,3170,0,0,0
1582,1938,0,5444,0,0,0
1601,1125,0,5275,0,0,0
1602,1126,0,5275,0,0,0
1668,2027,0,4901,0,0,0
1671,2027,1,4904,0,0,0
1673,0,0,6485,0,0,0
1674,2030,0,6485,0,0,0
1694,2048,0,36485,0,0,0
1695,2048,1,36486,0,0,0
1696,2048,2,36487,0,0,0
1797,2089,3,31152,0,0,0
1798,2089,4,31215,0,0,0
1799,2089,2,31226,0,0,0
1800,2089,1,31262,0,0,0
1801,2089,0,31267,0,0,0
1802,2090,0,31210,0,0,0
1803,2090,1,29600,0,0,0
1824,2005,0,17175,0,0,0
1825,2005,1,17176,0,0,0
1847,2048,3,36488,0,0,0
1848,2048,4,36489,0,0,0
1849,2048,5,36490,0,0,0
1850,2048,6,36491,0,0,0
1851,2048,7,36492,0,0,0
1852,2048,8,36493,0,0,0
1853,1285,0,5983,0,0,0
1854,1285,1,5986,0,0,0
1855,1285,2,5990,0,0,0
1856,1354,0,5996,0,0,0
1857,1354,1,5999,0,0,0
1866,2110,0,3751,0,0,0
1867,2110,1,5630,0,0,0
1868,2110,2,3753,0,0,0
1869,2110,3,5640,0,0,0
1870,2110,4,5641,0,0,0
1871,2110,5,5643,0,0,0
1878,2111,0,5646,0,0,0
1879,2111,1,2599,0,0,0
1880,2111,2,5648,0,0,0
1881,2111,3,5649,0,0,0
1882,2111,4,5653,0,0,0
1883,2111,5,5658,0,0,0
1884,2111,6,5662,0,0,0
1892,2112,0,5549,0,0,0
1893,2112,1,5553,0,0,0
1894,2112,2,5555,0,0,0
1898,2113,0,5614,0,0,0
1899,2113,1,5616,0,0,0
1900,2113,2,5618,0,0,0
1901,2113,3,5620,0,0,0
1902,2113,4,5621,0,0,0
1908,2114,0,5955,0,0,0
1909,2114,1,3901,0,0,0
1910,2114,2,3902,0,0,0
1911,2114,3,5944,0,0,0
1912,2114,4,3932,0,0,0
1918,2115,0,6012,0,0,0
1919,2115,1,3905,0,0,0
1920,2115,2,3904,0,0,0
1921,2115,3,5843,0,0,0
1922,2115,4,3970,0,0,0
1928,2116,0,6029,0,0,0
1929,2116,1,5910,0,0,0
1930,2116,2,5980,0,0,0
1931,2116,3,5977,0,0,0
1932,2116,4,6006,0,0,0
1933,2116,5,5978,0,0,0
1934,2116,7,5979,0,0,0
1935,2116,6,5933,0,0,0
1936,2116,8,6031,0,0,0
1946,2117,0,3907,0,0,0
1947,2117,1,5991,0,0,0
1948,2117,2,6032,0,0,0
1949,2117,3,6010,0,0,0
1954,2118,0,5969,0,0,0
1955,2118,1,5970,0,0,0
1956,2118,2,5971,0,0,0
1960,2119,0,6313,0,0,0
1961,2119,1,6324,0,0,0
1962,2119,2,6332,0,0,0
1963,2119,3,6440,0,0,0
1965,2119,4,6346,0,0,0
1966,2119,5,6355,0,0,0
1967,2119,6,6388,0,0,0
1968,2119,7,6397,0,0,0
1978,2120,0,6188,0,0,0
1979,2120,1,6207,0,0,0
1980,2120,2,6245,0,0,0
1981,2120,3,6265,0,0,0
1982,2120,4,6295,0,0,0
1983,2120,5,6315,0,0,0
1991,2121,0,6421,0,0,0
1992,2121,1,6425,0,0,0
1993,2121,2,6427,0,0,0
1994,2121,3,6439,0,0,0
1995,2121,4,6466,0,0,0
2010,2123,0,6716,0,0,0
2011,2123,1,6718,0,0,0
2012,2123,2,6719,0,0,0
2013,2123,3,6720,0,0,0
2014,2123,4,6721,0,0,0
2015,2123,5,6723,0,0,0
2016,2123,6,6724,0,0,0
2024,2124,0,6703,0,0,0
2025,2124,1,6727,0,0,0
2026,2124,2,6713,0,0,0
2027,2124,3,6708,0,0,0
2028,2124,4,6714,0,0,0
2034,2125,0,6738,0,0,0
2035,2125,1,6749,0,0,0
2036,2125,2,6750,0,0,0
2040,2126,0,6754,0,0,0
2041,2126,1,6755,0,0,0
2042,2126,2,6771,0,0,0
2043,2126,3,6772,0,0,0
2044,2126,4,6776,0,0,0
2046,2126,5,6810,0,0,0
2047,2128,0,25461,0,0,0
2048,2128,1,25462,0,0,0
2049,2128,2,25463,0,0,0
2050,2128,3,25464,0,0,0
2051,2128,4,25465,0,0,0
2052,2128,5,25466,0,0,0
2053,2128,6,25467,0,0,0
2054,2128,7,25468,0,0,0
2055,2128,8,25469,0,0,0
2056,2128,9,25470,0,0,0
2057,2128,10,25471,0,0,0
2058,2128,11,25472,0,0,0
2059,2128,12,25473,0,0,0
2060,2128,13,25474,0,0,0
2061,2128,14,25475,0,0,0
2062,2128,15,25476,0,0,0
2063,2128,16,25477,0,0,0
2064,2128,17,25478,0,0,0
2065,2128,18,25479,0,0,0
2066,2128,19,25480,0,0,0
2069,2137,0,6575,0,0,0
2070,2137,1,6576,0,0,0
2071,2137,2,6577,0,0,0
2072,2137,3,6578,0,0,0
2077,2138,0,6587,0,0,0
2084,2143,0,6910,0,0,0
2085,2143,1,6911,0,0,0
2086,2143,2,6912,0,0,0
2087,2143,3,6913,0,0,0
2096,1244,1,5543,0,0,0
2097,1244,2,5545,0,0,0
2098,1244,3,5546,0,0,0
2099,1244,4,5547,0,0,0
2100,1480,0,14850,0,0,0
2101,1480,1,14851,0,0,0
2102,1484,0,14985,0,0,0
2103,1484,1,14986,0,0,0
2105,1503,0,14990,0,0,0
2106,1503,1,14991,0,0,0
2134,2240,0,2220,0,0,0
2135,2240,1,2222,0,0,0
2136,2240,2,2224,0,0,0
2137,2240,3,2226,0,0,0
2139,2240,4,2238,0,0,0
2140,2240,6,2228,0,0,0
2141,2240,7,2230,0,0,0
2142,2241,0,2221,0,0,0
2143,2241,1,2223,0,0,0
2144,2241,2,2225,0,0,0
2145,2241,3,2227,0,0,0
2147,2241,8,2239,0,0,0
2148,2241,10,2229,0,0,0
2149,2241,11,2231,0,0,0
2150,2241,4,2234,0,0,0
2151,2241,5,2236,0,0,0
2152,2241,6,2235,0,0,0
2153,2241,7,2237,0,0,0
2154,2220,0,24493,0,0,0
2155,2221,0,24898,0,0,0
2156,2222,0,24475,0,0,0
2157,2223,0,24893,0,0,0
2158,2224,0,24486,0,0,0
2159,2225,0,24894,0,0,0
2160,2226,0,24489,0,0,0
2161,2227,0,24895,0,0,0
2162,2242,0,32534,0,0,0
2163,2243,0,32535,0,0,0
2164,2244,0,32536,0,0,0
2165,2245,0,32539,0,0,0
2166,2246,0,32531,0,0,0
2167,2247,0,32533,0,0,0
2168,2259,0,2242,0,0,0
2169,2259,1,2244,0,0,0
2170,2259,2,2246,0,0,0
2172,2259,3,2254,0,0,0
2173,2259,5,2248,0,0,0
2174,2259,6,2250,0,0,0
2175,2260,0,2243,0,0,0
2176,2260,1,2245,0,0,0
2177,2260,2,2247,0,0,0
2179,2260,6,2255,0,0,0
2180,2260,8,2249,0,0,0
2181,2260,9,2251,0,0,0
2182,2260,3,2256,0,0,0
2183,2260,4,2257,0,0,0
2184,2260,5,2258,0,0,0
2185,2261,0,17160,0,0,0
2186,2262,0,33405,0,0,0
2187,2263,0,17166,0,0,0
2188,2264,0,32703,0,0,0
2189,2265,0,17163,0,0,0
2190,2266,0,33406,0,0,0
2199,2278,0,2261,0,0,0
2200,2278,1,2263,0,0,0
2201,2278,2,2265,0,0,0
2203,2278,3,2273,0,0,0
2204,2278,5,2267,0,0,0
2205,2278,6,2269,0,0,0
2206,2279,0,2262,0,0,0
2207,2279,1,2264,0,0,0
2208,2279,2,2266,0,0,0
2210,2279,6,2274,0,0,0
2211,2279,8,2268,0,0,0
2212,2279,9,2270,0,0,0
2213,2279,3,2275,0,0,0
2214,2279,4,2276,0,0,0
2215,2279,5,2277,0,0,0
2220,2280,0,7037,0,0,0
2226,2302,0,14995,0,0,0
2227,2302,1,14996,0,0,0
2230,2329,0,15000,0,0,0
2231,2329,1,15001,0,0,0
2232,2357,1,6999,0,0,0
2233,2357,0,6998,0,0,0
2234,2357,2,7000,0,0,0
2236,2357,3,7002,0,0,0
2237,2357,4,7003,0,0,0
2238,2144,0,6887,0,0,0
2239,2144,1,6888,0,0,0
2240,2144,2,6889,0,0,0
2241,2144,3,6891,0,0,0
2242,2144,4,6894,0,0,0
2243,1477,0,6097,0,0,0
2244,1477,1,6098,0,0,0
2245,1477,2,6099,0,0,0
2246,1497,0,6114,0,0,0
2247,1497,1,6115,0,0,0
2248,1497,2,6116,0,0,0
2273,2362,3,7025,0,0,0
2276,2364,0,6981,0,0,0
2277,2364,1,6982,0,0,0
2278,2364,2,6983,0,0,0
2310,2373,0,6618,0,0,0
2312,2375,1,6629,0,0,0
2318,2377,4,6673,0,0,0
2319,2394,0,7213,0,0,0
2320,2394,1,7214,0,0,0
2321,2394,2,7223,0,0,0
2322,2394,3,7215,0,0,0
2323,2394,4,7216,0,0,0
2324,2395,0,7142,0,0,0
2325,2395,1,7159,0,0,0
2326,2395,2,7160,0,0,0
2327,2395,3,7161,0,0,0
2328,2395,4,7162,0,0,0
2329,2395,5,7163,0,0,0
2330,2395,6,7164,0,0,0
2331,2396,0,7146,0,0,0
2332,2396,1,7147,0,0,0
2333,2396,2,7148,0,0,0
2334,2396,3,7149,0,0,0
2335,2396,4,7150,0,0,0
2336,2394,5,7217,0,0,0
2337,2403,0,2400,0,0,0
2338,2403,1,2401,0,0,0
2339,2403,2,2402,0,0,0
2368,2414,0,271,0,0,0
2369,2422,0,20823,0,0,0
2370,1162,0,7241,0,0,0
2371,1162,1,7242,0,0,0
2372,1162,2,7243,0,0,0
2373,1174,0,7244,0,0,0
2374,1174,1,7245,0,0,0
2375,1174,2,7246,0,0,0
2376,1238,0,7247,0,0,0
2377,1238,1,7248,0,0,0
2378,1238,2,7249,0,0,0
2379,1336,0,5240,0,0,0
2380,1336,1,5241,0,0,0
2381,1336,2,5242,0,0,0
2382,1761,0,7253,0,0,0
2383,1761,1,7254,0,0,0
2384,1761,2,7255,0,0,0
2385,1762,0,7256,0,0,0
2386,1762,1,7257,0,0,0
2387,1762,2,7258,0,0,0
2388,1187,0,7259,0,0,0
2389,1187,1,7260,0,0,0
2390,1187,2,7261,0,0,0
2391,1188,0,7262,0,0,0
2392,1188,1,7263,0,0,0
2393,1188,2,7264,0,0,0
2394,1189,0,7265,0,0,0
2395,1189,1,7266,0,0,0
2396,1189,2,7267,0,0,0
2397,1207,0,6381,0,0,0
2398,1207,1,6382,0,0,0
2399,1207,2,6383,0,0,0
2400,1233,0,7236,0,0,0
2401,1233,1,7237,0,0,0
2402,1233,2,7238,0,0,0
2403,1286,0,7271,0,0,0
2404,1286,1,7272,0,0,0
2405,1286,2,7273,0,0,0
2406,1287,0,7274,0,0,0
2407,1287,1,7275,0,0,0
2408,1287,2,7276,0,0,0
2409,1288,0,7277,0,0,0
2410,1288,1,7278,0,0,0
2411,1288,2,7279,0,0,0
2412,1366,0,7280,0,0,0
2413,1366,1,7281,0,0,0
2414,1366,2,7282,0,0,0
2415,1865,0,7286,0,0,0
2416,1865,1,7287,0,0,0
2417,1865,2,7288,0,0,0
2418,1866,0,7289,0,0,0
2419,1866,1,7290,0,0,0
2420,1866,2,7291,0,0,0
2421,1355,0,7295,0,0,0
2422,1355,1,7296,0,0,0
2423,1355,2,7297,0,0,0
2424,1372,0,7292,0,0,0
2425,1372,1,7293,0,0,0
2426,1372,2,7294,0,0,0
2427,1373,0,7298,0,0,0
2428,1373,1,7299,0,0,0
2429,1373,2,7300,0,0,0
2430,1946,0,6022,0,0,0
2431,1946,1,6023,0,0,0
2432,1946,2,6024,0,0,0
2433,1969,0,7304,0,0,0
2434,1969,1,7305,0,0,0
2435,1969,2,7306,0,0,0
2436,1970,0,7307,0,0,0
2437,1970,1,7308,0,0,0
2438,1970,2,7309,0,0,0
2439,1475,0,7310,0,0,0
2440,1475,1,7311,0,0,0
2441,1475,2,7312,0,0,0
2442,1478,0,7313,0,0,0
2443,1478,1,7314,0,0,0
2444,1478,2,7315,0,0,0
2445,1479,0,7316,0,0,0
2446,1479,1,7317,0,0,0
2447,1479,2,7318,0,0,0
2448,2154,0,7322,0,0,0
2449,2154,1,7323,0,0,0
2450,2154,2,7324,0,0,0
2451,2158,0,7325,0,0,0
2452,2158,1,7326,0,0,0
2453,2158,2,7327,0,0,0
2458,2441,0,35455,0,0,0
2460,2259,4,2458,0,0,0
2461,2260,7,2459,0,0,0
2462,2278,4,2455,0,0,0
2463,2279,7,2456,0,0,0
2464,2240,5,2460,0,0,0
2465,2241,9,2461,0,0,0
2466,2464,0,19245,0,0,0
2467,2464,1,19834,0,0,0
2468,2464,2,19556,0,0,0
2477,2465,0,37765,0,0,0
2478,2465,1,37770,0,0,0
2479,2465,2,37771,0,0,0
2485,2521,0,39235,0,0,0
2486,2521,1,39236,0,0,0
2487,2521,2,39237,0,0,0
2488,2521,3,39238,0,0,0
2489,2521,4,39239,0,0,0
2490,2521,5,39240,0,0,0
2491,2521,6,39241,0,0,0
2492,2521,7,39243,0,0,0
2493,2521,9,39245,0,0,0
2494,2521,10,39246,0,0,0
2495,2521,8,39244,0,0,0
2496,2521,11,39247,0,0,0
2497,2531,0,806,0,0,0
2498,2531,1,807,0,0,0
2499,2531,2,153,0,0,0
2500,2531,3,809,0,0,0
2501,2531,4,151,0,0,0
2503,2531,5,811,0,0,0
2504,2531,6,812,0,0,0
2505,2531,7,237,0,0,0
2506,2531,8,814,0,0,0
2507,2531,9,813,0,0,0
2508,2531,10,149,0,0,0
2509,2531,12,815,0,0,0
2510,2533,0,152,0,0,0
2511,2533,1,198,0,0,0
2512,2533,2,818,0,0,0
2513,2533,3,32,0,0,0
2514,2533,4,204,0,0,0
2515,2533,5,201,0,0,0
2516,2533,6,819,0,0,0
2517,2533,7,820,0,0,0
2518,2533,8,236,0,0,0
2519,2533,9,200,0,0,0
2520,2533,10,821,0,0,0
2521,2533,11,822,0,0,0
2522,2533,12,823,0,0,0
2523,2533,13,824,0,0,0
2524,2533,14,825,0,0,0
2525,2533,15,1076,0,0,0
2526,2533,16,1077,0,0,0
2527,2531,13,199,0,0,0
2528,2531,14,817,0,0,0
2529,2534,0,1064,0,0,0
2530,2534,1,1065,0,0,0
2531,2534,2,1066,0,0,0
2532,2534,3,1067,0,0,0
2533,2534,4,1068,0,0,0
2534,2534,5,1069,0,0,0
2535,2534,6,1070,0,0,0
2536,2534,7,1071,0,0,0
2537,2534,8,1072,0,0,0
2538,2534,9,1073,0,0,0
2539,2534,10,1074,0,0,0
2540,2534,11,1075,0,0,0
2541,2534,12,1078,0,0,0
2542,2534,13,1079,0,0,0
2543,2534,14,1080,0,0,0
2544,2534,15,1081,0,0,0
2546,2531,11,1343,0,0,0
2547,2535,0,1160,0,0,0
2548,2535,1,1161,0,0,0
2549,2535,2,1162,0,0,0
2550,2535,3,1163,0,0,0
2551,2535,4,1164,0,0,0
2552,2535,5,1165,0,0,0
2553,2535,6,1166,0,0,0
2554,2535,7,1167,0,0,0
2555,2535,8,1168,0,0,0
2556,2535,9,1169,0,0,0
2557,2535,10,1170,0,0,0
2558,2535,11,1171,0,0,0
2559,2535,12,1172,0,0,0
2560,2535,13,1173,0,0,0
2561,2535,14,1174,0,0,0
2562,2535,15,1175,0,0,0
2563,2536,0,1202,0,0,0
2564,2536,1,1203,0,0,0
2565,2536,2,1204,0,0,0
2566,2536,3,1205,0,0,0
2567,2536,4,1206,0,0,0
2568,2536,5,1207,0,0,0
2569,2536,6,1208,0,0,0
2570,2536,7,1209,0,0,0
2571,2536,8,1210,0,0,0
2572,2536,9,1211,0,0,0
2573,2536,10,1212,0,0,0
2574,2536,11,1213,0,0,0
2575,2536,12,1214,0,0,0
2576,2536,13,1215,0,0,0
2577,2536,14,1216,0,0,0
2578,2536,15,1217,0,0,0
2579,2537,0,874,0,0,0
2580,2537,1,971,0,0,0
2581,2537,2,979,0,0,0
2582,2537,3,980,0,0,0
2583,2537,4,981,0,0,0
2584,2537,5,982,0,0,0
2585,2537,6,983,0,0,0
2586,2537,7,987,0,0,0
2587,2537,8,988,0,0,0
2595,2538,0,989,0,0,0
2596,2538,1,990,0,0,0
2597,2538,2,991,0,0,0
2598,2538,3,992,0,0,0
2599,2538,4,994,0,0,0
2600,2538,5,995,0,0,0
2601,2538,6,997,0,0,0
2602,2538,7,998,0,0,0
2603,2538,8,999,0,0,0
2604,2539,0,1002,0,0,0
2605,2539,1,1003,0,0,0
2606,2539,2,1004,0,0,0
2607,2539,3,1005,0,0,0
2608,2539,4,1006,0,0,0
2609,2539,5,1007,0,0,0
2610,2539,6,1008,0,0,0
2611,2539,7,1009,0,0,0
2612,2539,8,1010,0,0,0
2613,2540,0,1011,0,0,0
2614,2540,1,1012,0,0,0
2615,2540,2,1013,0,0,0
2616,2540,3,1014,0,0,0
