"ID","creature2OutfitGroupId","creature2OutfitInfoId","weight"
8600,8600,7905,1
8601,8601,7906,1
8602,8602,7907,1
8603,8603,7908,1
8604,8604,7909,1
8605,8605,7910,1
8606,8606,7911,1
8607,8607,7912,1
8608,8608,7913,1
8609,8609,7914,1
8610,8610,7915,1
8611,8611,7916,1
8612,8612,7917,1
8613,8613,7918,1
8614,8614,7919,1
8615,8615,7920,1
8616,8616,7921,1
8617,8617,7922,1
8618,8618,7923,1
8619,8619,7924,1
8620,8620,7925,1
8621,8621,7926,1
8622,8622,7927,1
8623,8623,7928,1
8624,8624,7929,1
8625,8625,7930,1
8626,8626,7931,1
8627,8627,7932,1
8628,8628,7933,1
8629,8629,7934,1
8630,8630,7935,1
8631,8631,7936,1
8632,8632,7937,1
8633,8633,7938,1
8634,8634,7939,1
8635,8635,7940,1
8636,8636,7941,1
8637,8637,7942,1
8638,8638,7943,1
8639,8639,7944,1
8640,8640,7945,1
8641,8641,7946,1
8642,8642,7947,1
8643,8643,7948,1
8644,8644,7949,1
8645,8645,7950,1
8646,8646,7951,1
8647,8647,7952,1
8648,8648,7953,1
8649,8649,7954,1
8650,8650,7955,1
8651,8651,7956,1
8652,8652,7957,1
8653,8653,7958,1
8654,8654,7959,1
8655,8655,7960,1
8656,8656,7961,1
8657,8657,7962,1
8658,8658,7963,1
8659,8659,7964,1
8660,8660,7965,1
8661,8661,7966,1
8662,8662,7967,1
8663,8663,7968,1
8664,8664,7969,1
8665,8665,7970,1
8666,8666,7971,1
8667,8667,7972,1
8668,8668,7973,1
8669,8669,7974,1
8670,8670,7975,1
8671,8671,7976,1
8673,8673,7978,1
8674,8674,7979,1
8675,8675,7980,1
8676,8676,7981,1
8677,8677,7982,1
8678,8678,7983,1
8679,8679,7984,1
8681,8681,7986,1
8682,8682,7987,1
8683,8683,7988,1
8684,8684,7989,1
8685,8685,7990,1
8686,8686,7991,1
8687,8687,7992,1
8688,8688,7993,1
8689,8689,7994,1
8690,8690,7995,1
8691,8691,7996,1
8692,8692,7997,1
8693,8693,7998,1
8694,8694,7999,1
8695,8695,8000,1
8696,8696,8001,1
8697,8697,8002,1
8698,8698,8003,1
8699,8699,8004,1
8700,8700,8005,1
8701,8701,8006,1
8702,8702,8007,1
8703,8703,8008,1
8704,8704,8009,1
8705,8705,8010,1
8706,8706,8011,1
8707,8707,8012,1
8708,8708,8013,1
8709,8709,8014,1
8710,8710,8015,1
8711,8711,8016,1
8712,8712,8017,1
8713,8713,8018,1
8714,8714,8019,1
8715,8715,8020,1
8716,8716,8021,1
8717,8717,8022,1
8718,8718,8023,1
8719,8719,8024,1
8720,8720,8025,1
8721,8721,8026,1
8722,8722,8027,1
8723,8723,8028,1
8724,8724,8029,1
8725,8725,8030,1
8726,8726,8031,1
8727,8727,8032,1
8728,8728,8033,1
8729,8729,8034,1
8730,8730,8035,1
8731,8731,8036,1
8732,8732,8037,1
8733,8733,8038,1
8734,8734,8039,1
8735,8735,8040,1
8736,8736,8041,1
8737,8737,8042,1
8738,8738,8043,1
8739,8739,8044,1
8740,8740,8045,1
8741,8741,8046,1
8742,8742,8047,1
8743,8743,8048,1
8744,8744,8049,1
8745,8745,8050,1
8746,8746,8051,1
8747,8747,8052,1
8748,8748,8053,1
8749,8749,8054,1
8750,8750,8055,1
8751,8751,8056,1
8752,8752,8057,1
8753,8753,8058,1
8754,8754,8059,1
8755,8755,8060,1
8756,8756,8061,1
8757,8757,8062,1
8758,8758,8063,1
8759,8759,8064,1
8760,8760,8065,1
8761,8761,8066,1
8762,8762,8067,1
8763,8763,8068,1
8764,8764,8069,1
8765,8765,8070,1
8766,8766,8071,1
8767,8767,8072,1
8768,8768,8073,1
8769,8769,8074,1
8770,8770,8075,1
8771,8771,8076,1
8772,8772,8077,1
8773,8773,8078,1
8774,8774,8079,1
8775,8775,8080,1
8776,8776,8081,1
8777,8777,8082,1
8778,8778,8083,1
8779,8779,8084,1
8780,8780,8085,1
8781,8781,8086,1
8782,8782,8087,1
8783,8783,8088,1
8784,8784,8089,1
8785,8785,8090,1
8786,8786,8091,1
8787,8787,8092,1
8788,8788,8093,1
8789,8789,8094,1
8790,8790,8095,1
8791,8791,8096,1
8792,8792,8097,1
8793,8793,8098,1
8794,8794,8099,1
8795,8795,8100,1
8796,8796,8101,1
8797,8797,8102,1
8798,8798,8103,1
8799,8799,8104,1
8800,8800,8105,1
8801,8801,8106,1
8802,8802,8107,1
8803,8803,8108,1
8804,8804,8109,1
8805,8805,8110,1
8806,8806,8111,1
8807,8807,8112,1
8808,8808,8113,1
8809,8809,8114,1
8810,8810,8115,1
8811,8811,8116,1
8812,8812,8117,1
8817,8817,8122,1
8818,8818,8123,1
8819,8819,8124,1
8820,8820,8125,1
8821,8821,8126,1
8822,8822,8127,1
8823,8823,8128,1
8824,8824,8129,1
8826,8826,8131,1
8835,8835,8140,1
8836,8836,8141,1
8837,8837,8142,1
8838,8838,8143,1
8839,8839,8144,1
8840,8840,8145,1
8841,8841,8146,1
8842,8842,8147,1
8843,8843,8148,1
8844,8844,8149,1
8845,8845,8150,1
8846,8846,8151,1
8847,8847,8152,1
8848,8848,8153,1
8849,8849,8154,1
8850,8850,8155,1
8851,8851,8156,1
8852,8852,8157,1
8853,8853,8158,1
8854,8854,8159,1
8855,8855,8160,1
8856,8856,8161,1
8857,8857,8162,1
8858,8858,8163,1
8859,8859,8164,1
8860,8860,8165,1
8861,8861,8166,1
8863,8863,8168,1
8864,8864,8169,1
8865,8865,8170,1
8866,8866,8171,1
8867,8867,8172,1
8868,8868,8173,1
8869,8869,8174,1
8870,8870,8175,1
8871,8871,8176,1
8872,8872,8177,1
8873,8873,8178,1
8874,8874,8179,1
8875,8875,8180,1
8877,8877,8182,1
8878,8878,8183,1
8879,8879,8184,1
8880,8880,8185,1
8881,8881,8186,1
8882,8882,8187,1
8883,8883,8188,1
8884,8884,8189,1
8885,8885,8190,1
8886,8886,8191,1
8887,8887,8192,1
8888,8888,8193,1
8889,8889,8194,1
8890,8890,8195,1
8891,8891,8196,1
8892,8892,8197,1
8893,8893,8198,1
8894,8894,8199,1
8895,8895,8200,1
8896,8896,8201,1
8897,8897,8202,1
8898,8898,8203,1
8899,8899,8204,1
8900,8900,8205,1
8901,8901,8206,1
8902,8902,8207,1
8903,8903,8208,1
8904,8904,8209,1
8905,8905,8210,1
8907,8907,8212,1
8908,8908,8213,1
8909,8909,8214,1
8910,8910,8215,1
8911,8911,8216,1
8912,8912,8217,1
8913,8913,8218,1
8914,8914,8219,1
8915,8915,8220,1
8916,8916,8221,1
8917,8917,8222,1
8918,8918,8223,1
8919,8919,8224,1
8920,8920,8225,1
8921,8921,8226,1
8922,8922,8227,1
8923,8923,8228,1
8924,8924,8229,1
8925,8925,8230,1
8926,8926,8231,1
8927,8927,8232,1
8928,8928,8233,1
8929,8929,8234,1
8930,8930,8235,1
8931,8931,8236,1
8933,8933,8238,1
8934,8934,8239,1
8935,8935,8240,1
8936,8936,8241,1
8937,8937,8242,1
8938,8938,8243,1
8939,8939,8244,1
8940,8940,8245,1
8941,8941,8246,1
8942,8942,8247,1
8943,8943,8248,1
8944,8944,8249,1
8945,8945,8250,1
8946,8946,8251,1
8948,8948,8253,1
8949,8949,8254,1
8950,8950,8255,1
8951,8951,8256,1
8952,8952,8257,1
8953,8953,8258,1
8954,8954,8259,1
8955,8955,8260,1
8956,8956,8261,1
8957,8957,8262,1
8958,8958,8263,1
8959,8959,8264,1
8960,8960,8265,1
8961,8961,8266,1
8962,8962,8267,1
8963,8963,8268,1
8964,8964,8269,1
8965,8965,8270,1
8966,8966,8271,1
8967,8967,8272,1
8968,8968,8273,1
8969,8969,8274,1
8970,8970,8275,1
8971,8971,8276,1
8972,8972,8277,1
8973,8973,8278,1
8974,8974,8279,1
8975,8975,8280,1
8976,8976,8281,1
8977,8977,8282,1
8978,8978,8283,1
8979,8979,8284,1
8980,8980,8285,1
8981,8981,8286,1
8982,8982,8287,1
8983,8983,8288,1
8984,8984,8289,1
8985,8985,8290,1
8986,8986,8291,1
8987,8987,8292,1
8988,8988,8293,1
8989,8989,8294,1
8990,8990,8295,1
8991,8991,8296,1
8992,8992,8297,1
8993,8993,8298,1
8994,8994,8299,1
8995,8995,8300,1
8996,8996,8301,1
8997,8997,8302,1
8998,8998,8303,1
8999,8999,8304,1
9000,9000,8305,1
9001,9001,8306,1
9002,9002,8307,1
9003,9003,8308,1
9004,9004,8309,1
9005,9005,8310,1
9006,9006,8311,1
9007,9007,8312,1
9008,9008,8313,1
9009,9009,8314,1
9010,9010,8315,1
9011,9011,8316,1
9012,9012,8317,1
9013,9013,8318,1
9014,9014,8319,1
9015,9015,8320,1
9016,9016,8321,1
9017,9017,8322,1
9018,9018,8323,1
9019,9019,8324,1
9021,9021,8326,1
9022,9022,8327,1
9023,9023,8328,1
9024,9024,8329,1
9025,9025,8330,1
9026,9026,8331,1
9027,9027,8332,1
9028,9028,8333,1
9029,9029,8334,1
9030,9030,8335,1
9031,9031,8336,1
9032,9032,8337,1
9033,9033,8338,1
9034,9034,8339,1
9035,9035,8340,1
9036,9036,8341,1
9037,9037,8342,1
9038,9038,8343,1
9039,9039,8344,1
9040,9040,8345,1
9041,9041,8346,1
9042,9042,8347,1
9043,9043,8348,1
9044,9044,8349,1
9045,9045,8350,1
9047,9047,8352,1
9050,9050,8355,1
9051,9051,8356,1
9052,9052,8357,1
9053,9053,8358,1
9059,9059,8364,1
9060,9060,8365,1
9061,9061,8366,1
9062,9062,8367,1
9063,9063,8368,1
9064,9064,8369,1
9065,9065,8370,1
9066,9066,8371,1
9067,9067,8372,1
9068,9068,8373,1
9069,9069,8374,1
9070,9070,8375,1
9071,9071,8376,1
9072,9072,8377,1
9073,9073,8378,1
9074,9074,8379,1
9075,9075,8380,1
9076,9076,8381,1
9077,9077,8382,1
9078,9078,8383,1
9079,9079,8384,1
9080,9080,8385,1
9081,9081,8386,1
9082,9082,8387,1
9083,9083,8388,1
9084,9084,8389,1
9085,9085,8390,1
9088,9088,8393,1
9089,9089,8394,1
9090,9090,8395,1
9091,9091,8396,1
9092,9092,8397,1
9093,9093,8398,1
9094,9094,8399,1
9095,9095,8400,1
9096,9096,8401,1
9097,9097,8402,1
9098,9098,8403,1
9099,9099,8404,1
9100,9100,8405,1
9101,9101,8406,1
9102,9102,8407,1
9103,9103,8408,1
9104,9104,8409,1
9105,9105,8410,1
9106,9106,8411,1
9107,9107,8412,1
9108,9108,8413,1
9109,9109,8414,1
9110,9110,8415,1
9111,9111,8416,1
9112,9112,8417,1
9113,9113,8418,1
9114,9114,8419,1
9115,9115,8420,1
9116,9116,8421,1
9117,9117,8422,1
9118,9118,8423,1
9119,9119,8424,1
9120,9120,8425,1
9121,9121,8426,1
9122,9122,8427,1
9123,9123,8428,1
9124,9124,8429,1
9125,9125,8430,1
9126,9126,8431,1
9127,9127,8432,1
9128,9128,8433,1
9129,9129,8434,1
9130,9130,8435,1
9131,9131,8436,1
9132,9132,8437,1
9133,9133,8438,1
9134,9134,8439,1
9135,9135,8440,1
9136,9136,8441,1
9137,9137,8442,1
9138,9138,8443,1
9139,9139,8444,1
9140,9140,8445,1
9142,9142,8447,1
9143,9143,8448,1
9144,9144,8449,1
9145,9145,8450,1
9146,9146,8451,1
9148,9148,8453,1
9149,9149,8454,1
9150,9150,8455,1
9151,9151,8456,1
9152,9152,8457,1
9153,9153,8458,1
9154,9154,8459,1
9155,9155,8460,1
9156,9156,8461,1
9158,9158,8463,1
9159,9159,8464,1
9160,9160,8465,1
9161,9161,8466,1
9162,9162,8467,1
9163,9163,8468,1
9164,9164,8469,1
9165,9165,8470,1
9166,9166,8471,1
9167,9167,8472,1
9168,9168,8473,1
9170,9170,8475,1
9171,9171,8476,1
9172,9172,8477,1
9173,9173,8478,1
9174,9174,8479,1
9175,9175,8480,1
9176,9176,8481,1
9177,9177,8482,1
9178,9178,8483,1
9179,9179,8484,1
9180,9180,8485,1
9181,9181,8486,1
9182,9182,8487,1
9183,9183,8488,1
9184,9184,8489,1
9185,9185,8490,1
9186,9186,8491,1
9187,9187,8492,1
9188,9188,8493,1
9189,9189,8494,1
9190,9190,8495,1
9192,9192,8497,1
9193,9193,8498,1
9195,9195,8500,1
9196,9196,8501,1
9197,9197,8502,1
9198,9198,8503,1
9199,9199,8504,1
9200,9200,8505,1
9201,9201,8506,1
9202,9202,8507,1
9203,9203,8508,1
9204,9204,8509,1
9205,9205,8510,1
9207,9207,8512,1
9208,9208,8513,1
9209,9209,8514,1
9210,9210,8515,1
9211,9211,8516,1
9212,9212,8517,1
9213,9213,8518,1
9214,9214,8519,1
9215,9215,8520,1
9216,9216,8521,1
9217,9217,8522,1
9218,9218,8523,1
9219,9219,8524,1
9220,9220,8525,1
9221,9221,8526,1
9222,9222,8527,1
9223,9223,8528,1
9224,9224,8529,1
9225,9225,8530,1
9226,9226,8531,1
9227,9227,8532,1
9228,9228,8533,1
9229,9229,8534,1
9230,9230,8535,1
9231,9231,8536,1
9232,9232,8537,1
9233,9233,8538,1
9234,9234,8539,1
9235,9235,8540,1
9236,9236,8541,1
9237,9237,8542,1
9238,9238,8543,1
9239,9239,8544,1
9240,9240,8545,1
9241,9241,8546,1
9242,9242,8547,1
9243,9243,8548,1
9244,9244,8549,1
9245,9245,8550,1
9246,9246,8551,1
9247,9247,8552,1
9248,9248,8553,1
9249,9249,8554,1
9250,9250,8555,1
9251,9251,8556,1
9252,9252,8557,1
9253,9253,8558,1
9254,9254,8559,1
9255,9255,8560,1
9256,9256,8561,1
9257,9257,8562,1
9258,9258,8563,1
9259,9259,8564,1
9260,9260,8565,1
9261,9261,8566,1
9262,9262,8567,1
9263,9263,8568,1
9264,9264,8569,1
9265,9265,8570,1
9266,9266,8571,1
9267,9267,8572,1
9268,9268,8573,1
9269,9269,8574,1
9270,9270,8575,1
9271,9271,8576,1
9272,9272,8577,1
9273,9273,8578,1
9274,9274,8579,1
9275,9275,8580,1
9276,9276,8581,1
9277,9277,8582,1
9278,9278,8583,1
9279,9279,8584,1
9280,9280,8585,1
9281,9281,8586,1
9282,9282,8587,1
9283,9283,8588,1
9284,9284,8589,1
9285,9285,8590,1
9286,9286,8591,1
9287,9287,8592,1
9288,9288,8593,1
9290,9290,8595,1
9291,9291,8596,1
9292,9292,8597,1
9293,9293,8598,1
9294,9294,8599,1
9296,9296,8601,1
9297,9297,8602,1
9298,9298,8603,1
9299,9299,8604,1
9300,9300,8605,1
9301,9301,8606,1
9302,9302,8607,1
9303,9303,8608,1
9304,9304,8609,1
9305,9305,8610,1
9306,9306,8611,1
9307,9307,8612,1
9308,9308,8613,1
9309,9309,8614,1
9310,9310,8615,1
9311,9311,8616,1
9312,9312,8617,1
9314,9314,8619,1
9315,9315,8620,1
9317,9317,8622,1
9318,9318,8623,1
9320,9320,8625,1
9321,9321,8626,1
9322,9322,8627,1
9323,9323,8628,1
9324,9324,8629,1
9325,9325,8630,1
9326,9326,8631,1
9327,9327,8632,1
9328,9328,8633,1
9329,9329,8634,1
9330,9330,8635,1
9331,9331,8636,1
9332,9332,8637,1
9333,9333,8638,1
9334,9334,8639,1
9335,9335,8640,1
9336,9336,8641,1
9337,9337,8642,1
9338,9338,8643,1
9339,9339,8644,1
9340,9340,8645,1
9341,9341,8646,1
9342,9342,8647,1
9343,9343,8648,1
9344,9344,8649,1
9346,9346,8651,1
9347,9347,8652,1
9348,9348,8653,1
9349,9349,8654,1
9350,9350,8655,1
9358,9358,8663,1
9359,9359,8664,1
9360,9360,8665,1
9361,9361,8666,1
9362,9362,8667,1
9363,9363,8668,1
9364,9364,8669,1
9365,9365,8670,1
9366,9366,8671,1
9367,9367,8672,1
9368,9368,8673,1
9369,9369,8674,1
9370,9370,8675,1
9371,9371,8676,1
9372,9372,8677,1
9373,9373,8678,1
9374,9374,8679,1
9375,9375,8680,1
9376,9376,8681,1
9377,9377,8682,1
9378,9378,8683,1
9379,9379,8684,1
9380,9380,8685,1
9381,9381,8686,1
9382,9382,8687,1
9383,9383,8688,1
9384,9384,8689,1
9385,9385,8690,1
9387,9387,8692,1
9388,9388,8693,1
9389,9389,8694,1
9390,9390,8695,1
9391,9391,8696,1
9392,9392,8697,1
9393,9393,8698,1
9395,9395,8700,1
9396,9396,8701,1
9397,9397,8702,1
9398,9398,8703,1
9399,9399,8704,1
9400,9400,8705,1
9401,9401,8706,1
9402,9402,8707,1
9403,9403,8708,1
9404,9404,8709,1
9405,9405,8710,1
9406,9406,8711,1
9407,9407,8712,1
9408,9408,8713,1
9409,9409,8714,1
9410,9410,8715,1
9411,9411,8716,1
9412,9412,8717,1
9413,9413,8718,1
9414,9414,8719,1
9417,9417,8722,1
9418,9418,8723,1
9419,9419,8724,1
9420,9420,8725,1
9421,9421,8726,1
9422,9422,8727,1
9423,9423,8728,1
9424,9424,8729,1
9425,9425,8730,1
9426,9426,8731,1
9427,9427,8732,1
9428,9428,8733,1
9430,9430,8735,1
9431,9431,8736,1
9433,9433,8738,1
9434,9434,8739,1
9435,9435,8740,1
9436,9436,8741,1
9437,9437,8742,1
9438,9438,8743,1
9439,9439,8744,1
9440,9440,8745,1
9441,9441,8746,1
9442,9442,8747,1
9443,9443,8748,1
9444,9444,8749,1
9445,9445,8750,1
9446,9446,8751,1
9447,9447,8752,1
9448,9448,8753,1
9449,9449,8754,1
9450,9450,8755,1
9451,9451,8756,1
9452,9452,8757,1
9453,9453,8758,1
9454,9454,8759,1
9455,9455,8760,1
9456,9456,8761,1
9457,9457,8762,1
9458,9458,8763,1
9459,9459,8764,1
9460,9460,8765,1
9461,9461,8766,1
9462,9462,8767,1
9463,9463,8768,1
9464,9464,8769,1
9465,9465,8770,1
9466,9466,8771,1
9467,9467,8772,1
9468,9468,8773,1
9469,9469,8774,1
9470,9470,8775,1
9471,9471,8776,1
9472,9472,8777,1
9473,9473,8778,1
9474,9474,8779,1
9475,9475,8780,1
9476,9476,8781,1
9477,9477,8782,1
9478,9478,8783,1
9479,9479,8784,1
9480,9480,8785,1
9481,9481,8786,1
9482,9482,8787,1
9483,9483,8788,1
9484,9484,8789,1
9485,9485,8790,1
9486,9486,8791,1
9487,9487,8792,1
9488,9488,8793,1
9489,9489,8794,1
9490,9490,8795,1
9491,9491,8796,1
9492,9492,8797,1
9493,9493,8798,1
9494,9494,8799,1
