"ID","localizedTextIdName","assetPath","datacubeId00","datacubeId01","datacubeId02","datacubeId03","datacubeId04","datacubeId05","datacubeId06","datacubeId07","datacubeId08","datacubeId09","datacubeId10","datacubeId11","datacubeId12","datacubeId13","datacubeId14","datacubeId15"
47,344752,"",258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,344753,"",259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,344754,"",260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,344755,"",261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,344756,"",262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,344757,"",263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,344758,"",264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,344759,"",265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,344762,"",268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,344763,"",269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,344764,"",270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,344765,"",271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,344766,"",272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,344767,"",273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,344768,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,344770,"",276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,344771,"",277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,344772,"",278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,344773,"",279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,344774,"",280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,344775,"",281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,344776,"",282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,344777,"",283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,344778,"",284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,344779,"",285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,344780,"",286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,344781,"",287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,344782,"",288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,344783,"",289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,344784,"",290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,344785,"",291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,346035,"",292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,347244,"",299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,347249,"",300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,349173,"",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,350616,"",306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,357027,"",307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,357028,"",308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,357029,"",310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,357030,"",311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,357031,"",309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,357035,"",312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,362508,"",324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,362531,"",325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,362532,"",326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,362533,"",327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,362534,"",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,362535,"",329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,362536,"",330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,362537,"",331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,362538,"",332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,362539,"",333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,362540,"",334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,362541,"",335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,368326,"",346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,368327,"",347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,368328,"",348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,368329,"",349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,368330,"",350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,368331,"",351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,368332,"",352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,368333,"",353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,368334,"",354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,368335,"",355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,368336,"",356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,370083,"",368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,373961,"",371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,376109,"",383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,376110,"",384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,376111,"",385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,376115,"",388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,376116,"",390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,376117,"",391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,376118,"",392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,376119,"",393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,376120,"",394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,376121,"",395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,376122,"",396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,376123,"",397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,376124,"",398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,376125,"",399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,376126,"",400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,376142,"",386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,376143,"",387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,376153,"",389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,378955,"",404,405,406,407,0,0,0,0,0,0,0,0,0,0,0,0
146,379068,"",408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,379069,"",409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,379866,"",414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,379869,"",410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,379870,"",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,379872,"",412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,379874,"",413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,382878,"",415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,382879,"",416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,382881,"",417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,382883,"",418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,382884,"",419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,382886,"",420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,391990,"",422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,391991,"",423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,391992,"",424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,391996,"",426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,391999,"",427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,392002,"",429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,395589,"",461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,395590,"",462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,395591,"",463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,395592,"",464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,395595,"",465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,395719,"",468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,405188,"",479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,405193,"",480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,405195,"",481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,405196,"",482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,405199,"",483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,405200,"",488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,405203,"",484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,405204,"",485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,405205,"",486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,405206,"",487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,409408,"",489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,409409,"",490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,409415,"",491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,409416,"",492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,409429,"",493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,409442,"",494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,414409,"",508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,414411,"",510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,414416,"",513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,414417,"",514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,417428,"",521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,417429,"",522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,417431,"",523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,417432,"",524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,418619,"",527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,418621,"",528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,418623,"",529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,418624,"",530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,418626,"",531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,419332,"",532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,422027,"",533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,422029,"",534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,422032,"",535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,422034,"",536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,422035,"",537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,422038,"",538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,422043,"",539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,424896,"",542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,424897,"",543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,424898,"",544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,424899,"",545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,424900,"",546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,424901,"",548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,424924,"",547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,426035,"",550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,426036,"",551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,426042,"",552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,426043,"",553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,426044,"",554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,426045,"",555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,426046,"",556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,433787,"",558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,433936,"",559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,433937,"",560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,433938,"",561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,433939,"",562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,433940,"",563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,433941,"",564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,438068,"",566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,438069,"",567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,438070,"",568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,438071,"",569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,438072,"",570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,438073,"",571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,441617,"",576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,441619,"",577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,441620,"",579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,441621,"",580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,441622,"",581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,441623,"",582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,441624,"",583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,442287,"",578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,447037,"",585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,447038,"",586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,447039,"",587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,447040,"",588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,447041,"",589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,447042,"",590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,447053,"",591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,452534,"",593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,456595,"",594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,468413,"",605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,473309,"",212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,473310,"",213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,483714,"",608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,504853,"",623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,504854,"",624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,504868,"",625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,504878,"",626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,504879,"",627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,504882,"",628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,504885,"",666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,504888,"",630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,504889,"",631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,504890,"",632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,504891,"",633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,504892,"",634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,504893,"",635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,504894,"",636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,504995,"",643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,504996,"",644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,514842,"",638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,514843,"",646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,514844,"",647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,514845,"",648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,514846,"",649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,514847,"",650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,514848,"",651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,514849,"",652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,523978,"",667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,524019,"",668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,563895,"",696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,574847,"",698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,575361,"",699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,575362,"",700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,575371,"",701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,575376,"",702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,575381,"",703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,577730,"",369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,577731,"",370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,583906,"",709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,583907,"",710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,583910,"",711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,583912,"",712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,583913,"",713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,583914,"",714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,583915,"",715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,583917,"",716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,583925,"",717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,583926,"",718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,583927,"",719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,583928,"",720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,583929,"",721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,583930,"",722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,583938,"",723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,583947,"",724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,583948,"",725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,583949,"",726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,583950,"",727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,583951,"",728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,583952,"",729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,583953,"",730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,583954,"",731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,583955,"",732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,583956,"",733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,583957,"",734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,595101,"",737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,595102,"",738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,595103,"",739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,595104,"",740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,595106,"",742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,595107,"",743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,595108,"",744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,595109,"",745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,595110,"",746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,595111,"",747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,595112,"",748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,595113,"",749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,595114,"",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,613767,"",751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,618082,"",757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,618117,"",753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,618118,"",754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,618120,"",755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,618123,"",756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,618181,"",759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,618182,"",760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,618187,"",758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,618211,"",761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,618218,"",762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,618229,"",763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,618239,"",764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,626069,"",768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,626070,"",771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,626071,"",769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,626072,"",770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,626585,"",774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,626587,"",773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,628481,"",775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,628482,"",776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,628485,"",777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,628486,"",778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,628487,"",779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,628488,"",780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,629230,"",781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,629231,"",782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,629232,"",783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,629233,"",784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,629234,"",785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,631444,"",786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,632433,"",787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,635873,"",790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,635874,"",791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,635875,"",792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,635876,"",794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,635877,"",795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,635878,"",796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,635879,"",797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
