"ID","localizedTextId","itemSlotId","soundEventIdLoot","soundEventIdEquip","flags","vendorMultiplier","turninMultiplier","Item2CategoryId","referenceMuzzleX","referenceMuzzleY","referenceMuzzleZ"
115,0,0,0,0,0,0.1,1,43,0,0,0
116,0,0,0,0,0,0.03,1,43,0,0,0
117,0,0,0,0,0,0.1,1,43,0,0,0
118,0,0,0,0,0,0.1,1,44,0,0,0
119,0,0,0,0,0,0.1,1,44,0,0,0
120,0,0,0,0,0,0.1,1,45,0,0,0
121,0,0,0,0,0,0.1,1,45,0,0,0
122,0,0,0,0,0,0.1,1,45,0,0,0
123,0,0,0,0,0,0.1,1,45,0,0,0
124,0,0,0,0,0,0.1,1,45,0,0,0
125,0,0,0,0,0,0.1,1,46,0,0,0
126,0,0,0,0,0,0.1,1,46,0,0,0
127,0,0,0,0,0,0.1,1,46,0,0,0
128,0,0,0,0,0,0.1,1,46,0,0,0
129,0,0,0,0,0,0.1,1,46,0,0,0
130,0,0,0,0,0,0.1,1,46,0,0,0
131,0,0,0,0,0,0.1,1,46,0,0,0
132,0,0,0,0,0,1,1,31,0,0,0
133,0,0,0,0,0,1,1,31,0,0,0
134,239243,47,50987,47747,1024,0.5,1,88,0,0,0
135,0,0,0,0,64,1,1,77,0,0,0
136,650931,0,0,0,16384,1,1,98,0,0,0
137,0,0,0,0,0,1.5,1,31,0,0,0
138,0,0,0,0,0,0,1,35,0,0,0
139,239244,0,0,0,65536,0.2,1,49,0,0,0
140,0,0,0,47752,0,0.2,1,51,0,0,0
141,0,0,0,47752,0,0.3,1,52,0,0,0
142,0,0,0,0,0,1,1,53,0,0,0
143,731942,0,0,0,0,0.2,1,54,0,0,0
144,0,0,0,0,0,1,1,55,0,0,0
145,0,0,0,0,0,1,1,56,0,0,0
146,0,0,0,0,0,1,1,57,0,0,0
147,0,0,0,0,65536,1,1,58,0,0,0
148,0,0,0,0,65536,1,1,60,0,0,0
149,0,0,0,0,65536,1,1,61,0,0,0
150,0,0,0,0,0,0.05,1,62,0,0,0
151,499391,0,0,0,65536,0.3,1,63,0,0,0
152,0,0,0,0,0,1,1,64,0,0,0
153,0,0,0,0,0,1,1,65,0,0,0
154,0,0,0,0,65536,1,1,66,0,0,0
155,302786,0,0,0,228,0.6,1,67,0,0,0
156,302784,0,0,0,0,1,1,68,0,0,0
157,302787,0,0,0,0,1,1,69,0,0,0
158,302788,0,0,0,0,1,1,70,0,0,0
159,302785,0,0,0,0,1,1,71,0,0,0
160,302782,0,0,0,0,1,1,72,0,0,0
161,302783,0,0,0,0,1,1,73,0,0,0
162,302781,0,0,0,0,1,1,74,0,0,0
163,302778,0,0,0,0,1,1,75,0,0,0
164,302789,0,0,0,16388,0.6,1,67,0,0,0
165,0,0,0,0,0,1,1,78,0,0,0
166,0,0,0,0,0,1,1,79,0,0,0
167,0,0,0,0,0,1,1,80,0,0,0
168,0,0,0,0,0,1,1,81,0,0,0
169,0,0,0,0,64,0,1,82,0,0,0
170,0,0,0,0,0,0,1,83,0,0,0
171,0,0,0,0,0,1,1,84,0,0,0
172,0,0,0,0,0,0,1,85,0,0,0
173,0,0,0,0,0,0,1,86,0,0,0
174,731943,0,0,0,0,0,1,87,0,0,0
175,0,0,50987,47747,0,3,1,89,0,0,0
176,0,0,0,0,0,1,1,90,0,0,0
177,0,0,0,0,0,1,1,91,0,0,0
178,0,0,0,0,0,1,1,92,0,0,0
179,0,0,0,0,0,1,1,93,0,0,0
180,0,0,0,0,0,0.28,1,94,0,0,0
181,0,0,0,0,4,1,1,95,0,0,0
182,0,0,0,0,0,1,1,96,0,0,0
183,687443,0,0,0,16384,1,1,97,0,0,0
184,190464,1,0,0,0,1,1,99,0,0,0
185,190465,2,0,0,0,1,1,99,0,0,0
186,190466,3,0,0,0,0.5,1,99,0,0,0
187,190467,4,0,0,0,0.5,1,99,0,0,0
188,190468,5,0,0,0,0.5,1,99,0,0,0
189,190469,6,0,0,0,0.5,1,99,0,0,0
190,190470,8,0,0,65536,1,1,99,0,0,0
191,0,13,0,0,0,1,1,99,0,0,0
192,190471,20,0,0,0,1,1,99,0,0,0
193,0,0,0,0,0,0,1,63,0,0,0
195,0,0,0,0,164,1,1,101,0,0,0
196,0,0,0,0,65764,1,1,94,0,0,0
197,190472,0,0,0,32996,1,1,103,0,0,0
198,190473,0,0,0,32996,0.06,1,104,0,0,0
199,190474,0,0,0,0,0.1,1,105,0,0,0
200,197061,0,0,0,0,2.5,1,94,0,0,0
201,197979,7,0,47753,1120,1,1,106,0,0,0
202,198468,0,0,0,32996,1,1,107,0,0,0
204,271157,20,51312,47757,0,1.4,1,108,-1.2,0,-0.11
205,208355,0,0,0,0,0.25,1,109,0,0,0
206,208357,0,0,0,32992,0.2,1,109,0,0,0
207,209171,0,0,0,32996,1,1,110,0,0,0
208,209181,0,0,0,32996,0.12,1,110,0,0,0
209,210827,0,0,0,65668,0.2,1,111,0,0,0
210,212187,0,0,0,65668,0.2,1,111,0,0,0
211,216476,0,0,0,32996,1,1,110,0,0,0
212,221257,0,0,0,0,1,1,105,0,0,0
213,222758,0,0,0,49380,0.04,1,104,0,0,0
214,225831,0,0,0,32996,1,1,107,0,0,0
215,225833,46,50995,47749,1248,1,1,7,0,0,0
217,225844,15,0,47746,65536,1.4,1,7,0,0,0
218,236891,7,0,47753,1120,1,1,115,0,0,0
219,239307,0,0,0,32996,0.3,1,110,0,0,0
220,249264,0,0,0,82148,0.4,1,104,0,0,0
221,249392,0,0,0,32996,0.06,1,104,0,0,0
222,250593,0,0,0,0,0.28,1,94,0,0,0
223,250722,0,0,0,0,0.28,1,94,0,0,0
224,250721,0,0,0,0,0.28,1,94,0,0,0
225,250724,0,0,0,0,0.28,1,94,0,0,0
226,250725,0,0,0,0,0.28,1,94,0,0,0
227,250726,0,0,0,0,0.28,1,94,0,0,0
228,250727,0,0,0,0,0.28,1,94,0,0,0
229,250728,0,0,0,0,0.28,1,94,0,0,0
230,250729,0,0,0,0,0.28,1,94,0,0,0
231,250730,0,0,0,0,0.28,1,94,0,0,0
232,250731,0,0,0,0,0.28,1,94,0,0,0
233,250732,0,0,0,0,0.28,1,94,0,0,0
234,250733,0,0,0,0,0.28,1,94,0,0,0
235,250734,0,0,0,0,0.28,1,94,0,0,0
236,250735,0,0,0,0,0.28,1,94,0,0,0
237,250736,0,0,0,0,0.28,1,94,0,0,0
238,250737,0,0,0,0,0.28,1,94,0,0,0
239,250738,0,0,0,0,0.28,1,94,0,0,0
240,250739,0,0,0,0,0.28,1,94,0,0,0
241,250740,0,0,0,0,0.28,1,94,0,0,0
242,250741,0,0,0,0,0.28,1,94,0,0,0
243,250742,0,0,0,0,0.28,1,94,0,0,0
244,250743,0,0,0,0,0.28,1,94,0,0,0
245,250744,0,0,0,0,0.28,1,94,0,0,0
246,250745,0,0,0,0,0.28,1,94,0,0,0
247,250746,0,0,0,0,0.28,1,94,0,0,0
248,250747,0,0,0,0,0.28,1,94,0,0,0
249,250748,0,0,0,0,0.28,1,94,0,0,0
250,250749,0,0,0,0,0.28,1,94,0,0,0
251,250750,0,0,0,0,0.28,1,94,0,0,0
252,250751,0,0,0,0,0.28,1,94,0,0,0
253,250752,0,0,0,0,0.28,1,94,0,0,0
254,250761,0,0,0,0,1,1,66,0,0,0
255,250762,0,0,0,0,1,1,66,0,0,0
256,250763,0,0,0,0,1,1,66,0,0,0
257,250764,0,0,0,0,1,1,66,0,0,0
258,250765,0,0,0,0,1,1,66,0,0,0
259,250766,0,0,0,0,0.5,1,66,0,0,0
260,250767,0,0,0,0,1,1,66,0,0,0
261,250793,47,0,0,66560,3,1,88,0,0,0
262,250799,47,50987,47747,66560,3,1,88,0,0,0
263,250800,47,50987,47747,66560,3,1,88,0,0,0
264,250801,47,50987,47747,66560,3,1,88,0,0,0
265,250819,0,0,0,32996,0.2,1,110,0,0,0
266,250820,0,0,0,32996,0.2,1,110,0,0,0
267,250821,0,0,0,32996,0.2,1,110,0,0,0
268,250822,0,0,0,32996,0.15,1,110,0,0,0
269,250823,0,0,0,32996,0.2,1,110,0,0,0
270,250852,0,0,0,32996,1,1,103,0,0,0
271,250853,0,0,0,32996,1,1,103,0,0,0
272,251347,7,0,47753,1120,1,1,116,0,0,0
273,251349,7,0,47753,1120,1,1,117,0,0,0
274,253590,0,0,0,32996,1,1,110,0,0,0
275,253592,0,0,0,32996,1,1,110,0,0,0
276,0,52,0,0,0,1,1,26,0,0,0
277,0,53,0,0,0,1,1,26,0,0,0
278,0,54,0,0,0,1,1,26,0,0,0
279,0,55,0,0,0,1,1,26,0,0,0
280,0,56,0,0,0,1,1,26,0,0,0
281,261713,0,0,0,65764,0.1,1,102,0,0,0
282,281870,0,0,0,65764,0.1,1,118,0,0,0
283,324778,0,0,0,0,0.28,1,94,0,0,0
284,0,0,0,0,32,1.4,1,94,0,0,0
285,345388,0,0,0,32996,0.12,1,127,0,0,0
286,345389,0,0,0,32996,0.12,1,127,0,0,0
287,345390,0,0,0,32996,0.12,1,127,0,0,0
288,345391,0,0,0,32996,0.12,1,127,0,0,0
289,345392,0,0,0,32996,0.12,1,127,0,0,0
290,345393,0,0,0,32996,0.12,1,47,0,0,0
291,345395,0,0,0,32996,0.12,1,47,0,0,0
292,345396,0,0,0,32996,0.12,1,47,0,0,0
293,345397,0,0,0,32996,0.12,1,47,0,0,0
294,345398,0,0,0,32996,0.12,1,47,0,0,0
295,345399,0,0,0,32996,0.12,1,47,0,0,0
296,345400,0,0,0,32996,0.12,1,47,0,0,0
297,346549,0,0,0,65764,0.25,1,47,0,0,0
298,363862,57,50995,47754,0,0.8,1,7,0,0,0
299,363865,58,50995,47752,0,0.8,1,7,0,0,0
300,363867,59,0,47746,65536,0.8,1,7,0,0,0
301,363868,60,50995,47750,0,0.6,1,7,0,0,0
302,366517,0,0,0,65764,0.4,1,94,0,0,0
303,369292,0,0,0,228,0.4,1,103,0,0,0
304,369312,0,0,0,228,0.5,1,103,0,0,0
305,369313,0,0,0,228,0.5,1,103,0,0,0
306,369693,0,0,0,32996,0.5,1,126,0,0,0
307,369694,0,0,0,32996,0.5,1,126,0,0,0
308,369696,0,0,0,32996,0.5,1,126,0,0,0
309,369697,0,0,0,32996,0.5,1,126,0,0,0
310,373138,0,0,0,65764,0.25,1,47,0,0,0
311,373143,0,0,0,65764,0.25,1,47,0,0,0
312,373144,0,0,0,32996,0.25,1,47,0,0,0
313,373146,0,0,0,32996,0.12,1,47,0,0,0
314,373147,0,0,0,65764,0.25,1,47,0,0,0
315,373148,0,0,0,65764,0.25,1,47,0,0,0
316,373149,0,0,0,32996,0.12,1,47,0,0,0
317,373150,0,0,0,32996,0.12,1,47,0,0,0
318,407271,0,0,0,65604,0.1,1,5,0,0,0
319,414871,0,0,0,0,0.25,1,109,0,0,0
320,414888,0,0,0,49380,0.05,1,109,0,0,0
321,414889,0,0,0,49380,0.05,1,109,0,0,0
322,414890,0,0,0,49380,0.05,1,109,0,0,0
324,415405,0,0,0,65764,0.2,1,94,0,0,0
325,415697,0,0,0,65764,0.15,1,94,0,0,0
326,415698,0,0,0,65764,0.15,1,94,0,0,0
327,415700,0,0,0,65764,0.15,1,94,0,0,0
328,415760,0,0,0,32768,0.18,1,48,0,0,0
329,415784,0,0,0,32768,0.18,1,48,0,0,0
330,415817,0,0,0,65764,0.25,1,94,0,0,0
331,415873,0,0,0,65536,0.4,1,94,0,0,0
332,461124,0,0,0,32768,0,0,54,0,0,0
333,450364,0,0,0,65536,1,1,66,0,0,0
334,450369,0,0,0,0,1,1,94,0,0,0
335,450370,0,0,0,32992,0.4,1,109,0,0,0
336,454322,0,0,0,32996,0.12,1,47,0,0,0
337,454323,0,0,0,32996,0.12,1,47,0,0,0
338,454324,0,0,0,32996,0.12,1,47,0,0,0
339,455042,0,0,0,0,0.01,1,177,0,0,0
340,455043,0,0,0,0,0.01,1,177,0,0,0
341,455044,0,0,0,0,0.01,1,177,0,0,0
342,455045,0,0,0,0,0.01,1,177,0,0,0
343,455046,0,0,0,0,0.01,1,177,0,0,0
344,455048,0,0,0,0,0.01,1,177,0,0,0
345,455049,0,0,0,0,0.02,1,177,0,0,0
346,0,64,0,0,0,1,1,4,0,0,0
347,457245,0,0,0,32996,0.12,1,47,0,0,0
348,458711,20,51310,47755,0,1.4,1,24,0,0,0
349,461123,0,0,0,32996,0,0,54,0,0,0
352,494097,0,0,0,0,1,1,175,0,0,0
353,494098,0,0,0,0,1,1,175,0,0,0
354,494099,0,0,0,0,1,1,175,0,0,0
355,494101,0,0,0,0,1,1,175,0,0,0
356,494102,0,0,0,0,1,1,175,0,0,0
357,494103,0,0,0,0,1,1,175,0,0,0
358,494116,0,0,0,0,1,1,175,0,0,0
359,495926,0,0,0,32992,0.06,1,109,0,0,0
361,497640,0,0,0,32768,0.25,1,48,0,0,0
362,498472,0,0,0,65536,0.25,1,109,0,0,0
363,498473,0,0,0,65536,0.25,1,109,0,0,0
364,498474,0,0,0,65536,0.25,1,109,0,0,0
365,499389,0,0,0,0,0.3,1,63,0,0,0
366,508798,0,0,0,32768,1,1,121,0,0,0
367,515220,65,0,0,16384,1,1,97,0,0,0
368,515225,66,0,0,16384,1,1,97,0,0,0
369,515227,67,0,0,16384,1,1,97,0,0,0
370,515229,68,0,0,16384,1,1,97,0,0,0
371,515230,69,0,0,0,1,1,97,0,0,0
372,687446,66,0,0,16384,1,1,97,0,0,0
373,687447,67,0,0,16384,1,1,97,0,0,0
374,687448,68,0,0,16384,1,1,97,0,0,0
375,687454,69,0,0,16384,1,1,97,0,0,0
376,0,66,0,0,0,1,1,95,0,0,0
377,546400,0,0,0,132,1,1,122,0,0,0
378,551040,0,0,0,4,1,1,66,0,0,0
379,552007,0,0,0,32768,1,1,123,0,0,0
380,552008,0,0,0,32768,1,1,124,0,0,0
381,557841,0,0,0,32992,0.2,1,109,0,0,0
382,559415,0,0,0,32996,0.5,1,126,0,0,0
383,559416,0,0,0,32996,0.5,1,126,0,0,0
384,559520,0,0,0,32996,0.5,1,126,0,0,0
385,559521,0,0,0,32996,0.5,1,126,0,0,0
386,559523,0,0,0,32996,0.5,1,126,0,0,0
387,559524,0,0,0,32996,0.5,1,126,0,0,0
388,565948,0,0,0,16384,0.2,1,97,0,0,0
389,566731,0,0,0,65764,0.25,1,94,0,0,0
390,568675,0,0,0,65536,0.4,1,109,0,0,0
391,568770,0,0,0,32992,0.27,1,109,0,0,0
392,573263,0,0,0,98532,1,1,128,0,0,0
393,573264,0,0,0,98532,1,1,128,0,0,0
394,573490,0,0,0,32768,1,1,130,0,0,0
395,573491,0,0,0,32768,1,1,130,0,0,0
396,573492,0,0,0,32768,1,1,130,0,0,0
397,573495,0,0,0,32768,1,1,130,0,0,0
398,573496,0,0,0,32768,1,1,130,0,0,0
399,573497,0,0,0,32768,1,1,130,0,0,0
400,575486,0,0,0,32996,0.3,1,110,0,0,0
401,575487,0,0,0,32996,0.3,1,110,0,0,0
402,575488,0,0,0,32996,0.3,1,110,0,0,0
403,575489,0,0,0,32996,0.3,1,110,0,0,0
404,577514,0,0,0,0,1,1,175,0,0,0
405,577515,0,0,0,0,1,1,175,0,0,0
406,577516,0,0,0,0,1,1,175,0,0,0
407,577517,0,0,0,0,1,1,175,0,0,0
408,577518,0,0,0,0,1,1,175,0,0,0
409,577519,0,0,0,0,1,1,175,0,0,0
410,577520,0,0,0,0,1,1,175,0,0,0
411,577521,0,0,0,0,1,1,175,0,0,0
412,577523,0,0,0,0,1,1,175,0,0,0
413,577524,0,0,0,0,1,1,175,0,0,0
414,577525,0,0,0,0,1,1,175,0,0,0
415,577526,0,0,0,0,1,1,175,0,0,0
416,577527,0,0,0,0,1,1,175,0,0,0
417,577528,0,0,0,0,1,1,175,0,0,0
418,577529,0,0,0,0,1,1,175,0,0,0
419,577530,0,0,0,0,1,1,176,0,0,0
420,577535,0,0,0,0,1,1,176,0,0,0
421,577536,0,0,0,0,1,1,176,0,0,0
422,577537,0,0,0,0,1,1,176,0,0,0
423,577538,0,0,0,0,1,1,176,0,0,0
424,577539,0,0,0,0,1,1,176,0,0,0
425,577540,0,0,0,0,1,1,176,0,0,0
426,577541,0,0,0,0,1,1,176,0,0,0
427,577542,0,0,0,0,1,1,176,0,0,0
428,577543,0,0,0,0,1,1,176,0,0,0
429,577544,0,0,0,0,1,1,176,0,0,0
430,577545,0,0,0,0,1,1,176,0,0,0
431,577546,0,0,0,0,1,1,176,0,0,0
432,0,70,0,0,0,1,1,26,0,0,0
433,579599,0,0,0,0,1,1,176,0,0,0
434,579600,0,0,0,0,1,1,176,0,0,0
435,579601,0,0,0,0,1,1,176,0,0,0
436,579602,0,0,0,0,1,1,176,0,0,0
437,579603,0,0,0,0,1,1,176,0,0,0
438,579604,0,0,0,0,1,1,176,0,0,0
439,579605,0,0,0,0,1,1,176,0,0,0
440,580576,0,0,0,0,1,1,176,0,0,0
441,580577,0,0,0,0,1,1,176,0,0,0
442,580578,0,0,0,0,1,1,137,0,0,0
443,580579,0,0,0,0,1,1,137,0,0,0
444,580580,0,0,0,0,1,1,137,0,0,0
445,580581,0,0,0,0,1,1,137,0,0,0
446,580582,0,0,0,0,1,1,137,0,0,0
447,585415,0,0,0,0,0.1,1,138,0,0,0
448,585829,0,0,0,0,0.1,1,138,0,0,0
449,585830,0,0,0,128,0.1,1,138,0,0,0
450,585831,0,0,0,0,0.1,1,138,0,0,0
451,585832,0,0,0,0,0.1,1,138,0,0,0
452,597120,0,0,0,32996,0.12,1,47,0,0,0
453,629710,0,0,0,32996,1,1,113,0,0,0
454,617018,0,0,0,32996,0.12,1,47,0,0,0
455,618305,0,0,0,32996,0.12,1,47,0,0,0
456,620128,0,0,0,32996,0.12,1,47,0,0,0
457,622355,0,0,0,32996,1,1,47,0,0,0
458,623790,0,0,0,32996,0.5,1,126,0,0,0
459,623792,0,0,0,65764,0.5,1,126,0,0,0
460,623795,0,0,0,65764,0.5,1,126,0,0,0
461,626683,0,0,0,32996,0.12,1,47,0,0,0
462,634141,0,0,0,32772,1,1,130,0,0,0
463,632760,0,0,0,0,1,1,137,0,0,0
465,636119,0,0,0,32992,0.06,1,109,0,0,0
466,639215,0,0,0,49280,0.5,0.5,95,0,0,0
467,659244,0,0,0,65568,1,1,139,0,0,0
468,659245,0,0,0,65568,1,1,139,0,0,0
469,659246,0,0,0,65568,1,1,139,0,0,0
470,659247,0,0,0,65568,1,1,139,0,0,0
471,659248,0,0,0,65568,1,1,139,0,0,0
472,659249,0,0,0,65568,1,1,139,0,0,0
473,659250,0,0,0,65568,1,1,140,0,0,0
474,659251,0,0,0,65568,1,1,140,0,0,0
475,659252,0,0,0,65568,1,1,140,0,0,0
476,659253,0,0,0,65568,1,1,140,0,0,0
477,659254,0,0,0,65568,1,1,140,0,0,0
478,659255,0,0,0,65568,1,1,140,0,0,0
479,659256,0,0,0,65568,1,1,141,0,0,0
480,659257,0,0,0,65568,1,1,141,0,0,0
481,659258,0,0,0,65568,1,1,141,0,0,0
482,672388,59,0,0,66560,1,1,7,0,0,0
483,672553,0,0,0,65568,1,1,139,0,0,0
484,672554,0,0,0,65568,1,1,139,0,0,0
485,672555,0,0,0,65568,1,1,139,0,0,0
486,672556,0,0,0,65568,1,1,139,0,0,0
487,672557,0,0,0,65568,1,1,139,0,0,0
488,672558,0,0,0,65568,1,1,139,0,0,0
489,672559,0,0,0,65568,1,1,139,0,0,0
490,672560,0,0,0,65568,1,1,139,0,0,0
491,672561,0,0,0,65568,1,1,139,0,0,0
492,672562,0,0,0,65568,1,1,139,0,0,0
493,672563,0,0,0,65568,1,1,139,0,0,0
494,672564,0,0,0,65568,1,1,139,0,0,0
495,0,0,0,0,16388,1,1,95,0,0,0
496,676886,0,0,0,65536,1,1,142,0,0,0
497,0,71,0,0,0,1,1,0,0,0,0
499,0,0,0,0,0,0.28,1,94,0,0,0
500,686056,0,67239,0,0,1,1,128,0,0,0
501,691472,0,0,0,0,1,1,137,0,0,0
502,691474,0,0,0,0,1,1,137,0,0,0
503,691475,0,0,0,0,1,1,137,0,0,0
504,691476,0,0,0,0,1,1,137,0,0,0
505,691477,0,0,0,0,1,1,137,0,0,0
506,691478,0,0,0,0,1,1,137,0,0,0
507,691479,0,0,0,0,1,1,137,0,0,0
508,691480,0,0,0,0,1,1,137,0,0,0
509,691481,0,0,0,0,1,1,137,0,0,0
510,691482,0,0,0,0,1,1,137,0,0,0
511,691483,0,0,0,0,1,1,137,0,0,0
512,691485,0,0,0,0,1,1,137,0,0,0
513,691486,0,0,0,0,1,1,137,0,0,0
514,691487,0,0,0,0,0.01,1,177,0,0,0
515,696436,0,0,0,0,0.02,1,177,0,0,0
516,696634,0,0,0,0,0.04,1,177,0,0,0
517,700692,0,0,0,0,0.04,1,177,0,0,0
518,705583,0,0,0,65540,1,1,178,0,0,0
519,706827,0,0,0,32996,1,1,110,0,0,0
520,706828,0,0,0,32996,1,1,110,0,0,0
521,706853,0,0,0,32996,0.12,1,109,0,0,0
522,706854,0,0,0,32996,0.12,1,109,0,0,0
523,706855,0,0,0,32996,0.12,1,109,0,0,0
524,706857,0,0,0,32996,0.12,1,109,0,0,0
525,706862,0,0,0,32996,0.12,1,109,0,0,0
526,706993,0,0,0,32996,0.12,1,109,0,0,0
527,712170,0,0,0,32996,0.25,1,143,0,0,0
528,720343,0,0,0,32996,0.12,1,109,0,0,0
529,720575,0,0,0,32996,1,1,107,0,0,0
530,721173,0,0,0,0,0,0,177,0,0,0
531,721787,0,0,0,0,1,1,179,0,0,0
532,721789,0,0,0,0,1,1,120,0,0,0
533,725333,0,0,0,32,0.27,1,109,0,0,0
534,728242,0,0,0,98532,1,1,128,0,0,0
535,729068,0,0,0,0,1,1,179,0,0,0
536,729198,0,0,0,32800,0.4,1,54,0,0,0
537,730542,0,0,0,114916,1,1,128,0,0,0
538,732627,7,0,47753,1120,1,1,180,0,0,0
539,733506,0,0,0,0,1,1,66,0,0,0
