"ID","shortcutType00","shortcutType01","shortcutType02","shortcutType03","shortcutType04","shortcutType05","shortcutType06","shortcutType07","shortcutType08","shortcutType09","shortcutType10","shortcutType11","objectId00","objectId01","objectId02","objectId03","objectId04","objectId05","objectId06","objectId07","objectId08","objectId09","objectId10","objectId11"
101,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,3,6,0,0,0,0,0,0,0,0,0,0,8,23497,0,0,0,0,0,0,0,0,0,0
105,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
106,7,0,0,0,0,0,0,0,0,0,0,0,24729,0,0,0,0,0,0,0,0,0,0,0
108,6,0,0,0,0,0,0,0,0,0,0,0,24879,0,0,0,0,0,0,0,0,0,0,0
109,7,0,0,0,0,0,0,0,0,0,0,0,25070,0,0,0,0,0,0,0,0,0,0,0
110,6,3,0,0,0,0,0,0,0,0,0,0,25068,8,0,0,0,0,0,0,0,0,0,0
111,6,6,6,6,0,0,0,0,0,0,0,0,25251,25198,25197,25199,0,0,0,0,0,0,0,0
112,6,6,0,0,0,0,0,0,0,0,0,0,25251,25198,0,0,0,0,0,0,0,0,0,0
114,7,3,0,0,0,0,0,0,0,0,0,0,25406,8,0,0,0,0,0,0,0,0,0,0
115,6,6,6,0,0,0,0,0,0,0,0,0,25493,25494,25495,0,0,0,0,0,0,0,0,0
116,3,6,6,0,0,0,0,0,0,0,0,0,8,25633,25634,0,0,0,0,0,0,0,0,0
118,6,0,0,0,0,0,0,0,0,0,0,0,25726,0,0,0,0,0,0,0,0,0,0,0
120,6,7,3,0,0,0,0,0,0,0,0,0,25896,25906,8,0,0,0,0,0,0,0,0,0
121,6,0,0,0,3,0,0,0,0,0,0,0,25911,0,0,0,8,0,0,0,0,0,0,0
122,6,6,6,6,6,0,0,0,0,0,0,0,25980,25979,25980,25980,25979,0,0,0,0,0,0,0
123,7,3,0,0,0,0,0,0,0,0,0,0,26009,8,0,0,0,0,0,0,0,0,0,0
124,6,6,6,0,0,0,0,0,0,0,0,0,26037,26038,26039,0,0,0,0,0,0,0,0,0
125,6,0,0,0,0,0,0,0,0,0,0,0,26155,0,0,0,0,0,0,0,0,0,0,0
126,6,6,0,0,0,0,0,0,0,0,0,0,26256,26254,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,6,6,0,0,0,0,0,0,0,0,0,0,26308,26309,0,0,0,0,0,0,0,0,0,0
129,6,6,0,0,0,0,0,0,0,0,0,0,26283,26313,0,0,0,0,0,0,0,0,0,0
131,6,6,6,0,0,0,0,0,0,0,0,0,26541,26542,26543,0,0,0,0,0,0,0,0,0
132,6,6,6,0,0,0,0,0,0,0,0,0,26594,26595,26596,0,0,0,0,0,0,0,0,0
134,6,6,6,0,0,0,0,0,0,0,0,0,26601,26602,26603,0,0,0,0,0,0,0,0,0
137,7,3,0,0,0,0,0,0,0,0,0,0,26597,8,0,0,0,0,0,0,0,0,0,0
138,6,6,6,6,0,0,0,0,0,0,0,0,26718,26719,26720,26721,0,0,0,0,0,0,0,0
139,6,6,0,0,0,0,0,0,0,0,0,0,26729,26728,0,0,0,0,0,0,0,0,0,0
141,6,6,6,0,0,0,0,0,0,0,0,0,26787,26823,27159,0,0,0,0,0,0,0,0,0
142,6,0,0,0,0,0,0,0,0,0,0,0,26953,0,0,0,0,0,0,0,0,0,0,0
143,6,6,0,0,0,0,0,0,0,0,0,0,26917,26918,0,0,0,0,0,0,0,0,0,0
144,6,0,0,0,0,0,0,0,0,0,0,0,26948,0,0,0,0,0,0,0,0,0,0,0
145,6,0,0,0,0,0,0,0,0,0,0,0,26969,0,0,0,0,0,0,0,0,0,0,0
146,6,0,0,0,0,0,0,0,0,0,0,0,26967,0,0,0,0,0,0,0,0,0,0,0
148,7,7,0,0,0,0,0,0,0,0,0,0,27033,27804,0,0,0,0,0,0,0,0,0,0
149,7,7,0,0,0,0,0,0,0,0,0,0,27037,0,0,0,0,0,0,0,0,0,0,0
150,7,7,7,7,3,0,0,0,0,0,0,0,27069,27062,27061,27060,8,0,0,0,0,0,0,0
151,6,0,0,0,0,0,0,0,0,0,0,0,27157,0,0,0,0,0,0,0,0,0,0,0
152,6,6,0,0,0,0,0,0,0,0,0,0,27157,27140,0,0,0,0,0,0,0,0,0,0
153,6,6,0,0,0,0,0,0,0,0,0,0,27157,27142,0,0,0,0,0,0,0,0,0,0
154,6,6,0,0,0,0,0,0,0,0,0,0,27157,27206,27221,0,0,0,0,0,0,0,0,0
157,6,0,0,0,0,0,0,0,0,0,0,0,27283,0,0,0,0,0,0,0,0,0,0,0
158,1,0,0,0,0,0,0,0,0,0,0,0,12600,0,0,0,0,0,0,0,0,0,0,0
159,7,3,0,0,0,0,0,0,0,0,0,0,27368,8,0,0,0,0,0,0,0,0,0,0
160,6,6,0,0,0,0,0,0,0,0,0,0,27590,27591,0,0,0,0,0,0,0,0,0,0
161,7,7,3,0,0,0,0,0,0,0,0,0,26747,27686,8,0,0,0,0,0,0,0,0,0
162,6,0,0,0,0,0,0,0,0,0,0,0,28041,0,0,0,0,0,0,0,0,0,0,0
163,6,0,0,0,0,0,0,0,0,0,0,0,28051,0,0,0,0,0,0,0,0,0,0,0
164,6,0,0,0,0,0,0,0,0,0,0,0,28092,0,0,0,0,0,0,0,0,0,0,0
165,6,6,0,0,0,0,0,0,0,0,0,0,28130,28136,0,0,0,0,0,0,0,0,0,0
166,6,0,0,0,0,0,0,0,0,0,0,0,70579,0,0,0,0,0,0,0,0,0,0,0
171,6,6,0,0,0,0,0,0,0,0,0,0,39073,40820,0,0,0,0,0,0,0,0,0,0
172,6,6,0,0,0,0,0,0,0,0,0,0,28450,28296,0,0,0,0,0,0,0,0,0,0
174,6,6,0,0,0,0,0,0,0,0,0,0,28495,28496,0,0,0,0,0,0,0,0,0,0
179,6,0,0,0,0,0,0,0,0,0,0,0,40820,0,0,0,0,0,0,0,0,0,0,0
181,3,7,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
182,3,7,0,0,0,0,0,0,0,0,0,0,8,29041,0,0,0,0,0,0,0,0,0,0
183,6,0,0,0,0,0,0,0,0,0,0,0,26955,0,0,0,0,0,0,0,0,0,0,0
184,6,0,0,0,0,0,0,0,0,0,0,0,29066,0,0,0,0,0,0,0,0,0,0,0
185,6,0,0,0,0,0,0,0,0,0,0,0,29105,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,7,7,7,0,0,0,0,0,0,0,0,0,29509,30412,29693,0,0,0,0,0,0,0,0,0
190,6,0,0,0,0,0,0,0,0,0,0,0,29673,0,0,0,0,0,0,0,0,0,0,0
191,6,6,0,0,0,0,0,0,0,0,0,0,29673,29674,0,0,0,0,0,0,0,0,0,0
192,6,10,10,10,6,0,0,0,0,0,0,0,29851,30165,30197,30200,30145,0,0,0,0,0,0,0
193,6,6,6,6,6,0,0,0,0,0,0,0,29851,30204,30207,30210,30145,0,0,0,0,0,0,0
194,6,6,6,0,0,0,0,0,0,0,0,0,30147,30557,30540,0,0,0,0,0,0,0,0,0
195,7,7,7,7,7,3,0,0,0,0,0,0,29850,30131,30132,30133,30188,8,0,0,0,0,0,0
196,7,7,7,7,7,3,0,0,0,0,0,0,30134,30136,30137,30138,30212,8,0,0,0,0,0,0
197,6,7,6,0,0,0,0,0,0,0,0,0,30358,30889,8,0,0,0,0,0,0,0,0,0
198,6,0,0,0,0,0,0,0,0,0,0,0,30364,0,0,0,0,0,0,0,0,0,0,0
199,6,6,6,6,6,0,0,0,0,0,0,0,30396,30418,30419,30420,30421,0,0,0,0,0,0,0
200,6,0,0,0,0,0,0,0,0,0,0,0,30423,30424,0,0,0,0,0,0,0,0,0,0
201,7,0,0,0,0,0,0,0,0,0,0,0,30450,0,0,0,0,0,0,0,0,0,0,0
202,6,6,3,0,0,0,0,0,0,0,0,0,30358,30524,8,0,0,0,0,0,0,0,0,0
203,6,6,3,0,0,0,0,0,0,0,0,0,30358,30501,8,0,0,0,0,0,0,0,0,0
204,6,6,3,0,0,0,0,0,0,0,0,0,30358,30517,8,0,0,0,0,0,0,0,0,0
205,6,6,6,6,6,3,0,0,0,0,0,0,30358,30501,30517,30524,30889,8,0,0,0,0,0,0
206,7,7,3,0,0,0,0,0,0,0,0,0,30595,30597,8,0,0,0,0,0,0,0,0,0
207,6,0,0,0,0,0,0,0,0,0,0,0,30645,0,0,0,0,0,0,0,0,0,0,0
208,6,0,0,0,0,0,0,0,0,0,0,0,30646,0,0,0,0,0,0,0,0,0,0,0
209,6,0,0,0,0,0,0,0,0,0,0,0,30648,0,0,0,0,0,0,0,0,0,0,0
210,6,0,0,0,0,0,0,0,0,0,0,0,30649,0,0,0,0,0,0,0,0,0,0,0
211,6,0,0,0,0,0,0,0,0,0,0,0,30650,0,0,0,0,0,0,0,0,0,0,0
212,6,0,0,0,0,0,0,0,0,0,0,0,30651,0,0,0,0,0,0,0,0,0,0,0
213,6,0,0,0,0,0,0,0,0,0,0,0,30652,0,0,0,0,0,0,0,0,0,0,0
215,6,6,6,6,0,0,0,0,0,0,0,0,30702,30714,30715,26721,0,0,0,0,0,0,0,0
217,7,3,0,0,0,0,0,0,0,0,0,0,30761,8,0,0,0,0,0,0,0,0,0,0
218,7,7,7,7,7,3,0,0,0,0,0,0,30189,30195,30166,30196,30199,8,0,0,0,0,0,0
219,7,7,7,7,7,3,0,0,0,0,0,0,30213,30214,30203,30206,30209,8,0,0,0,0,0,0
224,6,6,0,0,0,0,0,0,0,0,0,0,31104,1527,0,0,0,0,0,0,0,0,0,0
225,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
228,3,0,0,7,0,0,0,0,0,0,0,0,8,0,0,31296,0,0,0,0,0,0,0,0
229,6,6,6,0,0,0,0,0,0,0,0,0,31310,31314,31315,0,0,0,0,0,0,0,0,0
230,6,6,6,0,0,0,0,0,0,0,0,0,31322,31323,31324,0,0,0,0,0,0,0,0,0
231,6,6,6,0,0,0,0,0,0,0,0,0,31362,31363,31364,0,0,0,0,0,0,0,0,0
232,6,6,6,0,0,0,0,0,0,0,0,0,31418,31422,31423,0,0,0,0,0,0,0,0,0
233,6,6,6,0,0,0,0,0,0,0,0,0,31425,31429,31430,0,0,0,0,0,0,0,0,0
234,6,6,6,0,0,0,0,0,0,0,0,0,31454,31456,31458,0,0,0,0,0,0,0,0,0
235,6,6,6,0,0,0,0,0,0,0,0,0,31455,31457,31459,0,0,0,0,0,0,0,0,0
236,6,6,6,0,0,0,0,0,0,0,0,0,31362,31363,31364,0,0,0,0,0,0,0,0,0
237,6,6,6,0,0,0,0,0,0,0,0,0,31362,31363,31364,0,0,0,0,0,0,0,0,0
238,6,0,0,0,0,0,0,0,0,0,0,0,31569,0,0,0,0,0,0,0,0,0,0,0
239,6,6,6,0,0,0,0,0,0,0,0,0,31725,31726,31727,0,0,0,0,0,0,0,0,0
240,6,6,0,0,0,0,0,0,0,0,0,0,31728,31729,0,0,0,0,0,0,0,0,0,0
241,6,6,0,0,0,0,0,0,0,0,0,0,31730,31731,0,0,0,0,0,0,0,0,0,0
242,6,6,0,0,0,0,0,0,0,0,0,0,31732,31733,0,0,0,0,0,0,0,0,0,0
243,6,0,0,0,0,0,0,0,0,0,0,0,31568,0,0,0,0,0,0,0,0,0,0,0
244,6,0,0,0,0,0,0,0,0,0,0,0,31578,0,0,0,0,0,0,0,0,0,0,0
245,6,6,6,0,0,0,0,0,0,0,0,0,31718,31720,31719,0,0,0,0,0,0,0,0,0
246,6,6,0,0,0,0,0,0,0,0,0,0,31785,31786,0,0,0,0,0,0,0,0,0,0
247,6,6,0,0,0,0,0,0,0,0,0,0,31787,31788,0,0,0,0,0,0,0,0,0,0
248,6,6,0,0,0,0,0,0,0,0,0,0,31789,31790,0,0,0,0,0,0,0,0,0,0
249,6,0,0,0,0,0,0,0,0,0,0,0,31757,0,0,0,0,0,0,0,0,0,0,0
250,3,7,0,0,0,0,0,0,0,0,0,0,8,32350,0,0,0,0,0,0,0,0,0,0
252,6,6,6,0,0,0,0,0,0,0,0,0,32246,32248,32247,0,0,0,0,0,0,0,0,0
253,6,6,6,0,0,0,0,0,0,0,0,0,32249,32251,32250,0,0,0,0,0,0,0,0,0
258,11,11,10,10,10,11,0,0,0,0,0,0,0,1,30166,30196,30199,2,0,0,0,0,0,0
259,6,0,0,0,0,0,0,0,0,0,0,0,32565,0,0,0,0,0,0,0,0,0,0,0
263,6,0,0,0,0,0,0,0,0,0,0,0,32744,0,0,0,0,0,0,0,0,0,0,0
264,6,6,0,0,0,0,0,0,0,0,0,0,33546,33545,33547,0,0,0,0,0,0,0,0,0
265,7,7,6,0,0,0,0,0,0,0,0,0,32888,32900,77161,0,0,0,0,0,0,0,0,0
266,7,7,7,0,0,0,0,0,0,0,0,0,33904,33905,44023,0,0,0,0,0,0,0,0,0
271,7,6,0,0,0,0,0,0,0,0,0,0,33665,77161,0,0,0,0,0,0,0,0,0,0
272,6,0,0,0,0,0,0,0,0,0,0,0,33692,0,0,0,0,0,0,0,0,0,0,0
274,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,6,0,0,0,0,0,0,0,0,0,0,0,34099,0,0,0,0,0,0,0,0,0,0,0
277,6,6,6,6,6,0,0,0,0,0,0,0,39486,39487,39469,39471,39473,0,0,0,0,0,0,0
278,6,6,6,0,0,0,0,0,0,0,0,0,34332,34333,34334,0,0,0,0,0,0,0,0,0
279,6,6,0,0,0,0,0,0,0,0,0,0,34335,34336,0,0,0,0,0,0,0,0,0,0
280,6,6,0,0,0,0,0,0,0,0,0,0,34340,34342,0,0,0,0,0,0,0,0,0,0
281,6,6,0,0,0,0,0,0,0,0,0,0,34337,34338,0,0,0,0,0,0,0,0,0,0
287,6,3,0,0,0,0,0,0,0,0,0,0,34436,8,0,0,0,0,0,0,0,0,0,0
289,11,11,10,11,0,0,0,0,0,0,0,0,0,1,34602,2,0,0,0,0,0,0,0,0
290,7,7,7,7,7,3,0,0,0,0,0,0,34487,34488,34489,34490,34491,8,0,0,0,0,0,0
292,6,0,0,0,0,0,0,0,0,0,0,0,46730,0,0,0,0,0,0,0,0,0,0,0
293,11,11,10,11,0,0,0,0,0,0,0,0,0,1,41693,2,0,0,0,0,0,0,0,0
294,7,7,0,0,0,0,0,0,0,0,0,0,35293,35409,0,0,0,0,0,0,0,0,0,0
296,6,6,6,0,0,0,0,0,0,0,0,0,35156,35170,35175,0,0,0,0,0,0,0,0,0
297,6,6,6,0,0,0,0,0,0,0,0,0,35756,35567,35568,0,0,8,0,0,0,0,0,0
298,6,6,6,0,0,0,0,0,0,0,0,0,35222,35228,35229,0,0,0,0,0,0,0,0,0
299,12,12,12,6,0,0,0,0,0,0,0,0,0,1,2,41693,0,0,0,0,0,0,0,0
300,6,6,6,6,0,0,0,0,0,0,0,0,35259,35260,35563,35273,0,0,0,0,0,0,0,0
302,6,0,0,0,0,0,0,0,0,0,0,0,35318,0,0,0,0,0,0,0,0,0,0,0
303,6,0,0,0,0,0,0,0,0,0,0,0,35349,0,0,0,0,0,0,0,0,0,0,0
308,7,0,0,0,0,0,0,0,0,0,0,0,54670,0,0,0,0,0,0,0,0,0,0,0
310,6,6,6,6,6,6,0,0,0,0,0,0,35830,35831,35833,35834,35835,35840,0,0,0,0,0,0
311,7,6,6,6,3,0,0,0,0,0,0,0,35858,43402,43281,43888,8,0,0,0,0,0,0,0
312,6,0,0,0,0,0,0,0,0,0,0,0,35865,0,0,0,0,0,0,0,0,0,0,0
313,6,6,0,0,0,0,0,0,0,0,0,0,34604,35924,0,0,0,0,0,0,0,0,0,0
315,6,0,0,0,0,0,0,0,0,0,0,0,35964,0,0,0,0,0,0,0,0,0,0,0
316,6,0,0,0,0,0,0,0,0,0,0,0,36044,0,0,0,0,0,0,0,0,0,0,0
317,6,0,0,0,0,0,0,0,0,0,0,0,36100,0,0,0,0,0,0,0,0,0,0,0
318,6,6,6,6,0,0,0,0,0,0,0,0,38305,36759,36761,36465,0,0,0,0,0,0,0,0
319,6,6,6,6,6,6,0,0,0,0,0,0,30518,36120,36121,36122,36123,36124,0,0,0,0,0,0
320,7,0,0,0,0,0,0,0,0,0,0,0,36177,0,0,0,0,0,0,0,0,0,0,0
321,6,6,6,6,6,0,0,0,0,0,0,0,36248,37884,37885,37886,36249,0,0,0,0,0,0,0
322,6,0,0,0,0,0,0,0,0,0,0,0,36264,0,0,0,0,0,0,0,0,0,0,0
323,6,6,6,6,0,0,0,0,0,0,0,0,36259,36262,36263,36261,36264,0,0,0,0,0,0,0
324,6,0,0,0,0,0,0,0,0,0,0,0,30540,0,0,0,0,0,0,0,0,0,0,0
325,6,0,0,0,0,0,0,0,0,0,0,0,36419,0,0,0,0,0,0,0,0,0,0,0
326,6,3,0,0,0,0,0,0,0,0,0,0,36469,0,0,0,0,0,0,0,0,0,0,0
327,6,0,0,0,0,0,0,0,0,0,0,0,36328,0,0,0,0,0,0,0,0,0,0,0
328,6,6,6,0,0,0,0,0,0,0,0,0,36481,36482,36483,0,0,0,0,0,0,0,0,0
329,6,0,0,0,0,0,0,0,0,0,0,0,36501,0,0,0,0,0,0,0,0,0,0,0
331,6,0,0,0,0,0,0,0,0,0,0,0,36149,0,0,0,0,0,0,0,0,0,0,0
332,6,0,0,0,0,0,0,0,0,0,0,0,36128,0,0,0,0,0,0,0,0,0,0,0
333,7,7,7,3,0,0,0,0,0,0,0,0,36715,38040,37447,8,0,0,0,0,0,0,0,0
334,6,0,0,0,0,0,0,0,0,0,0,0,38190,0,0,0,0,0,0,0,0,0,0,0
335,6,0,0,0,0,0,0,0,0,0,0,0,36826,0,0,0,0,0,0,0,0,0,0,0
336,6,6,0,0,0,0,0,0,0,0,0,0,37081,54808,0,0,0,0,0,0,0,0,0,0
337,7,3,0,0,0,0,0,0,0,0,0,0,38288,8,0,0,0,0,0,0,0,0,0,0
341,6,0,0,0,0,0,0,0,0,0,0,0,39075,0,0,0,0,0,0,0,0,0,0,0
342,6,0,0,0,0,0,0,0,0,0,0,0,39384,0,0,0,0,0,0,0,0,0,0,0
343,6,6,0,0,0,0,0,0,0,0,0,0,34190,34191,0,0,0,0,0,0,0,0,0,0
345,6,6,0,0,0,0,0,0,0,0,0,0,39691,39692,0,0,0,0,0,0,0,0,0,0
346,6,6,0,0,0,0,0,0,0,0,0,0,39693,39694,0,0,0,0,0,0,0,0,0,0
347,6,6,0,0,0,0,0,0,0,0,0,0,39695,39696,0,0,0,0,0,0,0,0,0,0
348,6,6,0,0,0,0,0,0,0,0,0,0,39697,39698,0,0,0,0,0,0,0,0,0,0
