"ID","faction2IdParent","flags","localizedTextIdName","localizedTextIdToolTip","orderIndex","archiveArticleId"
281,172,3,19866,19867,0,0
282,172,3,19869,19870,0,0
283,0,0,20014,20015,0,0
284,183,3,20581,20582,0,0
285,0,3,20583,20584,0,0
286,287,3,20728,20729,0,0
287,168,3,20730,20731,0,0
288,287,3,20732,20733,0,0
289,287,3,20734,20735,0,0
290,167,3,21469,21470,0,0
291,209,3,21487,21488,0,0
292,209,3,21489,21490,0,0
293,209,3,21491,21492,0,0
294,0,3,23299,23300,0,0
295,0,3,23410,23411,0,0
296,0,3,23773,23774,0,0
297,168,3,24253,24254,0,0
298,297,2,24255,24256,0,0
299,297,2,0,0,0,0
300,297,2,0,0,0,0
301,168,3,24262,24263,0,0
302,301,2,24264,24265,0,0
303,301,2,24266,24267,0,0
304,301,2,24268,24269,0,0
305,168,3,24270,24271,0,0
306,305,2,24272,24273,0,0
307,305,2,24274,24275,0,0
308,305,2,24276,24277,0,0
309,168,3,24278,24279,0,0
310,309,2,24280,24281,0,0
311,309,2,24282,24283,0,0
312,309,2,24284,24285,0,0
313,0,2,24473,24474,0,0
314,168,3,24801,24802,0,0
315,314,2,24803,24804,0,0
316,314,2,24805,24806,0,0
317,314,2,24807,24808,0,0
318,168,3,24809,24810,0,0
319,318,2,24811,24812,0,0
320,318,2,24813,24814,0,0
321,318,2,24815,24816,0,0
322,220,3,24817,24818,0,0
323,322,2,24819,24820,0,0
324,322,2,24821,24822,0,0
325,322,2,24823,24824,0,0
326,220,3,24825,24826,0,0
327,175,2,24827,24828,0,0
328,175,2,24829,24830,0,0
329,175,2,24831,24832,0,0
338,171,0,24849,24850,0,0
339,168,3,24851,24852,0,0
340,339,2,24853,24854,0,0
341,339,2,24855,24856,0,0
342,339,2,24857,24858,0,0
343,168,3,24859,24860,0,0
344,343,2,24861,24862,0,0
345,343,2,24863,24864,0,0
346,343,2,24865,24866,0,0
347,168,3,24867,24868,0,0
348,347,2,24869,24870,0,0
349,347,2,24871,24872,0,0
350,347,2,24873,24874,0,0
351,168,3,24875,24876,0,0
352,351,2,24877,24878,0,0
353,351,2,24879,24880,0,0
354,351,2,24881,24882,0,0
355,168,3,24883,24884,0,0
356,355,2,24885,24886,0,0
357,355,2,24887,24888,0,0
358,355,2,24889,24890,0,0
359,168,2,24891,24892,0,0
360,164,3,25105,25106,0,0
361,360,2,25108,25109,0,0
362,360,2,25110,25111,0,0
363,360,2,25113,25114,0,0
365,168,3,25424,25425,0,0
366,365,2,25426,25427,0,0
367,365,2,25428,25429,0,0
368,365,2,25430,25431,0,0
369,168,3,25475,25476,0,0
370,164,3,26532,26533,0,0
371,370,2,26536,26537,0,0
372,370,2,26539,26540,0,0
373,370,2,26541,26542,0,0
374,168,3,26625,26626,0,0
375,374,2,26627,26628,0,0
376,374,2,26629,26630,0,0
377,374,2,26632,26633,0,0
378,475,3,26635,26636,0,0
379,378,2,26637,26638,0,0
380,378,2,26640,26641,0,0
381,378,2,26642,26643,0,0
382,168,3,26693,26694,0,0
383,382,2,26695,26696,0,0
384,382,2,26697,26698,0,0
385,382,2,26700,26701,0,0
386,168,3,26703,26704,0,0
387,386,2,26705,26706,0,0
388,386,2,26708,26709,0,0
389,386,2,26710,26711,0,0
390,168,2,26715,26716,0,0
391,165,3,26727,26728,0,0
392,165,3,26729,26730,0,0
393,370,2,26768,26769,0,0
394,168,3,27736,27737,0,0
395,394,2,27738,27739,0,0
396,394,2,27740,27741,0,0
397,394,2,27742,27743,0,0
398,0,3,28223,28224,0,0
399,164,3,28292,193214,0,0
401,171,2,29066,29067,0,0
402,170,3,29068,29069,0,0
403,170,1,29345,29346,0,0
404,168,3,29707,29708,0,0
405,404,2,29709,29710,0,0
406,404,2,29711,29712,0,0
407,404,2,29713,29714,0,0
408,168,3,29715,29716,0,0
409,408,2,29717,29718,0,0
410,408,2,29719,29720,0,0
411,408,2,29721,29722,0,0
412,179,1,29749,29750,0,0
413,179,2,29745,29746,0,0
414,179,2,29747,29748,0,0
415,168,3,29753,29754,0,0
416,415,2,29755,29756,0,0
417,415,2,29757,29758,0,0
418,415,2,29759,29760,0,0
419,322,2,30169,30170,0,0
420,322,2,30171,30172,0,0
421,168,3,30454,30455,0,0
422,421,2,30456,30457,0,0
423,421,2,30458,30459,0,0
424,421,2,30460,30461,0,0
425,168,2,30482,30483,0,0
426,208,2,30484,30485,0,0
427,208,2,30486,30487,0,0
428,208,2,30488,30489,0,0
429,208,2,30490,30491,0,0
430,210,2,30492,30493,0,0
431,210,2,30494,30495,0,0
432,210,2,30496,30497,0,0
433,210,2,30498,30499,0,0
434,168,2,30500,30501,0,0
435,168,2,30503,30504,0,0
436,168,2,30505,30506,0,0
437,169,1,30507,30508,0,0
438,169,0,30509,30510,0,0
439,378,2,30511,30512,0,0
440,168,2,30827,30828,0,0
441,168,2,30829,30830,0,0
442,433,2,30858,30859,0,0
443,168,3,31212,31213,0,0
444,443,2,31214,31215,0,0
445,443,2,31216,31217,0,0
446,443,2,31218,31219,0,0
447,169,3,31357,31358,0,0
448,447,2,31359,31360,0,0
449,447,2,31361,31362,0,0
450,447,2,31363,31364,0,0
451,219,3,31453,31454,0,0
452,0,2,31471,31472,0,0
453,168,2,31576,31577,0,0
454,352,3,31788,31789,0,0
455,352,3,31790,31791,0,0
456,279,0,31847,31848,0,0
457,170,0,31850,31851,0,0
458,457,0,31852,31853,0,0
459,279,0,32614,32615,0,0
460,457,0,32616,32617,0,0
461,220,0,32620,32621,0,0
462,339,2,32718,32719,0,0
463,183,1,33220,33221,0,0
464,169,3,33898,33899,0,0
465,464,2,0,0,0,0
466,464,2,33900,33901,0,0
467,464,2,33902,33903,0,0
468,168,3,35071,35072,0,0
469,468,2,35073,35074,0,0
470,468,2,35075,35076,0,0
471,468,2,35077,35078,0,0
472,167,2,35121,35122,0,0
473,183,2,35463,35464,0,0
474,171,2,35664,35665,0,0
475,0,0,35824,35825,0,0
476,205,3,35914,35915,0,0
477,174,2,0,0,0,0
478,170,0,37714,37715,0,0
479,170,0,37716,37717,0,0
480,171,0,38097,38098,0,0
481,169,2,39072,39073,0,0
482,436,2,40943,40944,0,0
483,434,2,41073,41074,0,0
484,168,0,41945,41946,0,0
485,484,2,41947,41948,0,0
486,484,2,41949,41950,0,0
487,0,2,41951,41952,0,0
488,168,3,41955,41956,0,0
489,488,2,41957,41958,0,0
490,488,2,41959,41960,0,0
491,488,2,41961,41962,0,0
492,168,3,41963,41964,0,0
493,492,2,41965,41966,0,0
494,492,2,41967,41968,0,0
495,492,2,41969,41970,0,0
496,168,3,41971,41972,0,0
497,496,2,41973,41974,0,0
498,496,2,41975,41976,0,0
499,496,2,41977,41978,0,0
500,168,3,41979,41980,0,0
501,500,2,41981,41982,0,0
502,500,2,41983,41984,0,0
503,500,2,41985,41986,0,0
504,168,0,42771,42772,0,0
505,504,0,42775,42776,0,0
506,504,0,42773,42774,0,0
507,504,0,42777,42778,0,0
508,170,2,43323,43324,0,0
509,171,2,43631,43632,0,0
510,192,1,44141,44142,0,0
511,379,3,44928,44929,0,0
512,168,3,45131,45132,0,0
513,512,2,45133,45134,0,0
514,512,2,45135,45136,0,0
515,512,2,45137,45138,0,0
516,493,1,46597,46598,0,0
517,170,3,52300,52301,0,0
518,168,0,52374,52375,0,0
519,518,0,52380,52381,0,0
520,168,0,52376,52377,0,0
521,520,0,52378,52379,0,0
522,520,0,52382,52383,0,0
523,183,0,52385,52386,0,0
524,168,0,52387,52388,0,0
525,168,0,52493,52494,0,0
526,164,0,56812,56813,0,0
527,0,3,62149,62150,0,0
528,168,3,62552,62553,0,0
529,528,2,62554,62555,0,0
530,528,2,62556,62557,0,0
531,528,2,62558,62559,0,0
532,0,2,64568,64569,0,0
533,974,0,67055,67056,6,0
534,0,0,67061,67062,0,0
535,170,2,68899,68900,0,0
536,168,3,69276,69277,0,0
537,536,2,69278,69279,0,0
538,536,2,69280,69281,0,0
539,536,2,69282,69283,0,0
540,168,3,69284,69285,0,0
541,540,2,69286,69287,0,0
542,540,2,69288,69289,0,0
543,540,2,69290,69291,0,0
544,168,3,69294,69295,0,0
545,544,2,69296,69297,0,0
546,544,2,69298,69299,0,0
547,544,2,69300,69301,0,0
548,168,3,69302,69303,0,0
549,548,2,69304,69305,0,0
550,548,2,69307,69308,0,0
551,548,2,69309,69310,0,0
552,168,2,69311,69312,0,0
553,168,3,69315,69316,0,0
554,553,2,69317,69318,0,0
555,553,2,69319,69320,0,0
556,553,2,69321,69322,0,0
557,168,3,69323,69324,0,0
558,557,2,69325,69326,0,0
559,557,2,69327,69328,0,0
560,557,2,69329,69330,0,0
561,168,3,69331,69332,0,0
562,561,2,69333,69334,0,0
563,561,2,69335,69336,0,0
564,561,2,69337,69338,0,0
565,168,2,69339,69340,0,0
566,168,2,69341,69342,0,0
567,566,2,69343,69344,0,0
568,566,2,69345,69346,0,0
569,566,2,69347,69348,0,0
570,168,3,69349,69350,0,0
571,570,2,69351,69352,0,0
572,570,2,69353,69354,0,0
573,168,3,69355,69356,0,0
574,573,2,69357,69358,0,0
575,573,2,69359,69360,0,0
576,573,2,69361,69362,0,0
577,274,2,69363,69364,0,0
578,169,0,69862,69863,0,0
579,578,0,69864,69865,0,0
584,171,0,79873,79874,0,0
585,220,3,80117,80118,0,0
586,585,2,80119,80120,0,0
587,585,2,80121,80122,0,0
588,585,2,80125,80126,0,0
589,170,2,81438,81439,0,0
590,170,1,82664,82665,0,0
591,170,2,83714,83715,0,0
592,188,0,83820,83821,0,0
593,173,2,85248,0,0,0
594,171,0,85888,85889,0,0
595,537,0,86839,86840,0,0
596,169,0,86843,86844,0,0
597,338,0,87525,87526,0,0
598,255,3,87829,87830,0,0
599,601,2,88063,88064,0,0
600,601,2,88066,88067,0,0
601,0,2,88068,88069,0,0
602,0,2,88070,88071,0,0
603,601,2,88072,88073,0,0
604,601,0,88078,88079,0,0
605,601,0,88083,88084,0,0
606,0,3,89218,89219,0,0
607,164,2,89378,89379,0,0
608,607,2,89380,89381,0,0
609,971,0,89386,89387,6,0
610,608,2,89388,89389,0,0
611,607,2,89390,89391,0,0
612,611,2,89392,89393,0,0
613,616,2,89398,89399,0,0
614,0,3,89402,89403,0,0
615,616,2,89407,89408,0,0
616,607,2,89409,89410,0,0
617,616,2,89411,89412,0,0
618,611,2,89413,89414,0,0
619,618,2,89415,89416,0,0
620,618,2,89432,89433,0,0
621,164,2,89422,89423,0,0
622,621,2,89424,89425,0,0
623,621,2,89428,89429,0,0
624,621,2,89426,89427,0,0
625,618,2,89430,89431,0,0
626,0,3,89514,89515,0,0
627,0,3,89516,89517,0,0
628,0,3,89978,89979,0,0
629,390,3,90131,90132,0,0
630,0,0,90201,0,0,0
631,518,0,91700,91701,0,0
632,390,3,90833,90834,0,0
633,390,3,90837,90838,0,0
634,611,2,90840,90841,0,0
635,608,2,90842,90843,0,0
646,177,3,91299,91300,0,0
647,518,3,91301,91302,0,0
648,0,1,91696,91697,0,0
649,164,0,92513,92514,0,0
650,164,0,92515,92516,0,0
651,168,3,94554,94555,0,0
652,169,3,94557,94558,0,0
653,0,3,97521,97522,0,0
654,0,3,97932,97933,0,0
655,0,3,97971,97972,0,0
656,390,3,0,0,0,0
657,634,1,99273,99274,0,0
658,607,3,99787,99788,0,0
659,658,3,99842,99843,0,0
660,0,3,102056,102057,0,0
661,0,3,102058,102059,0,0
662,616,0,104791,104792,0,0
663,0,3,105387,105388,0,0
664,0,0,105545,105546,0,0
665,171,3,105992,105993,0,0
666,168,3,105997,105998,0,0
667,666,3,105999,106000,0,0
668,666,3,106001,106002,0,0
669,616,2,106006,106007,0,0
670,666,3,106009,106010,0,0
671,607,2,106035,106036,0,0
672,671,2,106046,106047,0,0
673,611,3,106057,106058,0,0
674,611,3,106072,106073,0,0
675,611,3,107792,107793,0,0
676,224,3,108017,108018,0,0
677,649,0,110395,110396,0,0
678,677,0,110397,110398,0,0
679,678,0,110400,110401,0,0
682,0,3,110920,110921,0,0
683,0,3,111228,111229,0,0
684,169,0,0,0,0,0
685,616,0,113822,113823,0,0
686,616,0,113826,113827,0,0
687,171,1,114674,114675,0,0
688,687,1,114678,114679,0,0
689,687,3,114680,114681,0,0
690,168,3,117820,117821,0,0
691,690,2,117822,117823,0,0
692,690,2,117824,117825,0,0
693,690,2,117826,117827,0,0
694,169,1,118201,118202,0,0
695,168,3,118779,118780,0,0
696,695,3,118781,118782,0,0
697,695,3,118783,118784,0,0
698,695,3,118785,118786,0,0
699,171,0,121020,121021,0,0
700,463,1,121030,121031,0,0
701,170,0,122149,122150,0,0
702,498,3,122251,122252,0,0
703,704,1,122270,122271,0,0
704,164,0,122272,122273,0,0
705,170,3,122576,122577,0,0
706,705,3,122578,122579,0,0
707,705,3,122588,122589,0,0
708,171,0,123314,123315,0,0
709,991,3,125045,125046,0,0
710,171,0,125047,125048,0,0
711,709,0,125356,125357,0,0
712,274,1,125358,125359,0,0
713,171,0,126027,126028,0,0
714,709,3,129440,129441,0,0
715,710,0,0,0,0,0
716,169,3,129563,129564,0,0
717,716,2,129565,129566,0,0
718,716,2,129569,129570,0,0
719,716,2,129571,129572,0,0
720,549,0,129921,129922,0,0
721,170,3,131408,131409,0,0
722,170,1,132643,132644,0,0
724,255,1,133420,133421,0,0
725,255,3,137488,137489,0,0
726,255,1,143722,143723,0,0
727,710,1,144343,144344,0,0
728,615,0,144412,144413,0,0
729,169,0,144427,144428,0,0
730,218,0,144651,144652,0,0
731,219,0,144659,144660,0,0
732,168,3,145577,145578,0,0
733,974,0,147596,147597,2,0
737,267,4,148209,148210,0,0
738,437,4,148211,148212,0,0
739,371,3,149478,149479,0,0
740,168,2,150945,150946,0,0
741,740,3,150948,0,0,0
742,500,0,151024,0,0,0
743,188,1,151966,151967,0,0
744,169,0,153178,153179,0,0
745,744,0,153207,153208,0,0
746,168,3,154044,154045,0,0
747,174,3,155208,155209,0,0
748,0,3,155211,155212,0,0
749,585,0,155873,155874,0,0
750,219,3,155876,155877,0,0
751,278,3,156359,156360,0,0
752,0,3,156361,156362,0,0
753,168,3,156437,156438,0,0
754,984,0,156641,156642,0,0
755,984,0,156643,156644,0,0
757,753,3,158248,158249,0,0
758,170,1,158358,158359,0,0
759,705,1,158783,158784,0,0
760,753,3,159006,159007,0,0
761,170,1,159459,159460,0,0
762,164,0,159903,159904,0,0
763,232,3,162769,162770,0,0
764,763,3,162771,162772,0,0
765,763,3,162773,162774,0,0
766,171,0,164185,164186,0,0
767,759,0,163183,163184,0,0
768,232,1,163276,163277,0,0
769,232,1,163278,163279,0,0
770,232,1,163280,163281,0,0
771,888,1,163282,163283,0,0
772,173,1,163522,163523,0,0
774,193,0,165982,165983,0,0
775,319,0,165984,165985,0,0
776,0,3,167668,167669,0,0
777,257,1,167709,167710,0,0
778,169,0,167733,167734,0,0
779,209,1,168012,0,0,0
780,171,0,169619,169620,0,0
781,185,0,0,0,0,0
782,536,0,169853,169854,0,0
783,287,0,169901,169902,0,0
784,561,0,171173,171174,0,0
785,168,3,171233,171234,0,0
786,171,0,174448,174449,0,0
787,786,0,174454,174455,0,0
788,0,0,175873,0,0,0
789,171,0,176145,176146,0,0
790,789,3,176148,176149,0,0
791,169,0,176653,176654,0,0
792,168,3,176782,176783,0,0
793,480,3,176793,176794,0,0
794,796,0,177029,177030,0,0
795,796,1,177031,177032,0,0
796,0,6,177033,177034,0,0
797,168,1,177084,177085,0,0
798,168,3,177216,177217,0,0
799,798,3,177218,177219,0,0
800,798,3,177220,177221,0,0
801,798,3,177222,177223,0,0
803,171,3,177839,177840,0,0
804,500,3,178335,178336,0,0
805,169,0,178520,0,0,0
806,169,0,178521,0,0,0
807,169,0,178523,0,0,0
808,169,0,178526,0,0,0
809,248,3,181544,181545,0,0
810,171,3,181733,181734,0,0
811,753,3,182213,182214,0,0
812,0,3,184501,184502,0,0
813,0,3,184503,184504,0,0
814,0,1,185041,185042,0,0
815,171,3,186149,0,0,0
816,171,3,186150,0,0,0
817,796,0,190333,190334,0,0
818,168,3,191660,191661,0,0
819,818,3,191663,191664,0,0
820,818,3,191665,191666,0,0
821,818,3,191667,191668,0,0
822,168,3,192067,192068,0,0
823,822,3,192069,192070,0,0
824,822,3,192071,192072,0,0
825,822,3,192073,192074,0,0
826,168,3,192083,192084,0,0
827,826,3,192100,192101,0,0
828,826,3,192102,192103,0,0
829,826,3,192104,192105,0,0
830,168,3,192118,192119,0,0
831,830,3,192120,192121,0,0
832,830,3,192122,192123,0,0
833,830,3,192124,192125,0,0
834,829,3,192131,192132,0,0
836,786,3,192570,192571,0,0
837,164,3,193238,193239,0,0
838,796,0,195163,195164,0,0
839,0,3,195448,195449,0,0
840,607,1,195461,0,0,0
841,796,3,196089,196090,0,0
843,466,3,197352,197353,0,0
844,168,0,197354,197355,0,0
845,844,3,197356,197357,0,0
846,844,3,197358,197359,0,0
847,844,3,197360,197361,0,0
848,168,3,197362,197363,0,0
849,848,3,197365,197366,0,0
850,848,3,197368,197369,0,0
851,848,3,197370,197371,0,0
852,173,0,198248,198249,0,0
853,561,0,198251,198252,0,0
854,228,0,198254,198255,0,0
855,0,3,198715,198716,0,0
856,0,3,198717,198718,0,0
857,168,3,199583,199584,0,0
858,857,3,199585,199586,0,0
859,857,3,199587,199588,0,0
860,857,3,199589,199590,0,0
861,616,0,201701,201702,0,0
862,164,0,202339,202340,0,0
863,796,0,203129,203130,0,0
864,796,0,203132,203133,0,0
865,856,3,203794,0,0,0
866,856,3,204610,204611,0,0
867,164,0,204911,204912,0,0
868,518,2,206949,206950,0,0
869,168,3,206951,206952,0,0
870,869,2,206953,206954,0,0
871,869,2,206955,206956,0,0
872,869,2,206957,206958,0,0
873,562,1,208097,208099,0,0
874,370,0,208165,208166,0,0
875,370,0,208168,208169,0,0
876,841,1,208540,208541,0,0
877,412,2,209104,209105,0,0
880,164,0,209417,209418,0,0
881,164,3,211773,211776,0,0
882,209,1,213563,213564,0,0
884,164,0,216559,216560,0,0
885,164,3,217442,217443,0,0
886,164,3,218091,218092,0,0
887,513,0,219446,219447,0,0
888,169,1,220322,220323,0,0
889,0,3,221821,221822,0,0
890,183,0,222150,222151,0,0
891,518,0,222152,222153,0,0
892,164,0,222785,222786,0,0
893,169,1,222913,222914,0,0
894,480,0,223185,223186,0,0
895,814,1,223571,223572,0,0
896,814,1,223573,223574,0,0
897,0,0,226109,0,0,0
898,183,0,226269,226270,0,0
899,164,0,230069,230070,0,0
900,164,0,230072,230073,0,0
901,173,1,230828,230829,0,0
903,0,4,231368,0,0,0
904,974,0,231375,463344,3,0
905,974,0,231376,463345,4,0
906,974,0,231377,463348,4,0
907,974,0,231378,463349,2,0
909,974,0,231381,463350,0,0
910,974,0,231382,463351,0,0
912,974,0,231384,463352,1,0
913,974,0,231393,463353,0,0
914,0,4,231401,0,0,0
915,971,0,231406,463439,6,0
916,971,0,231408,463452,5,0
917,971,0,231409,463453,3,0
918,971,0,231410,0,4,0
919,971,0,231416,463454,4,0
920,971,0,231418,463455,2,0
921,971,0,231420,0,2,0
922,971,0,231422,463461,1,0
923,971,0,231426,0,0,0
924,971,0,231429,629717,1,0
925,971,0,231430,463463,0,0
926,984,0,231433,0,0,0
927,984,0,231439,0,0,0
928,984,0,231441,0,0,0
929,984,0,231442,0,0,0
934,976,0,231476,0,0,0
935,976,0,231478,0,0,0
936,976,0,231479,0,0,0
941,973,0,231514,0,0,0
942,973,0,231515,0,0,0
943,973,0,231516,0,0,0
945,325,3,231538,231539,0,0
946,541,1,0,0,0,0
948,796,0,234383,234384,0,0
953,796,0,237006,237007,0,0
954,220,3,240100,240101,0,0
955,954,3,240102,240103,0,0
956,954,3,240104,240105,0,0
957,954,3,240106,240107,0,0
958,164,0,240125,0,0,0
959,164,0,240126,0,0,0
960,169,3,240166,240167,0,0
961,960,3,240175,240176,0,0
962,960,3,240178,240179,0,0
963,960,3,240188,240189,0,0
964,0,1,241356,241357,0,0
965,168,3,242996,242997,0,0
966,267,0,243079,243091,0,0
967,437,0,243082,243092,0,0
968,390,0,243083,243088,0,0
969,0,3,244491,244492,0,0
970,856,3,244528,0,0,0
971,914,6,246856,0,0,0
973,914,6,247088,0,1,0
974,903,6,247089,0,0,0
976,903,2,247092,0,1,0
977,0,3,248019,248020,0,0
978,977,1,248021,248022,0,0
979,169,0,248217,248218,0,0
980,979,0,248219,248220,0,0
981,979,0,248278,248279,0,0
982,979,0,248281,248282,0,0
984,0,6,248520,0,0,0
985,494,0,248600,248601,0,0
986,234,0,0,0,0,0
987,390,2,248798,248799,0,0
988,0,0,248897,248898,0,0
989,991,3,249052,249053,0,0
990,991,3,249054,249055,0,0
991,168,3,249057,249058,0,0
992,291,0,250539,250540,0,0
993,218,0,250908,250909,0,0
994,841,1,251383,251384,0,0
995,841,1,251385,251386,0,0
996,841,1,251388,251389,0,0
997,841,1,251391,251392,0,0
998,709,1,251430,251431,0,0
999,280,0,253354,253355,0,0
1000,545,0,253371,253372,0,0
1001,168,0,254485,254486,0,0
1002,1001,0,254487,254488,0,0
1003,1001,0,254489,254490,0,0
1004,1001,0,254492,254493,0,0
1005,1004,0,254507,254508,0,0
1006,1004,0,254514,254515,0,0
1007,513,1,255419,255420,0,0
1008,0,3,255778,255779,0,0
1009,169,0,256070,256071,0,0
1010,960,0,256085,256086,0,0
1011,256,1,257717,257718,0,0
1012,164,0,257902,257903,0,0
1013,232,0,258446,258447,0,0
1015,164,0,259237,259238,0,0
1016,170,0,259317,259318,0,0
1017,518,1,259892,259893,0,0
1018,322,0,261612,261613,0,0
1019,164,1,263875,263876,0,0
1020,170,3,264411,264412,0,0
1021,171,1,264418,264419,0,0
1022,1015,0,269594,269595,0,0
1023,0,2,295255,295256,0,0
1024,1023,2,295251,295252,0,0
1025,1023,2,295253,295254,0,0
1026,168,0,270444,270445,0,0
1027,1026,0,270446,270447,0,0
1028,1026,0,270450,270451,0,0
1029,1026,0,270452,270453,0,0
1030,171,3,270804,270805,0,0
1031,1012,0,279678,279679,0,0
1032,493,0,280712,280713,0,0
1033,307,0,280724,280725,0,0
1035,257,1,686123,0,0,0
1036,1012,0,0,0,0,0
1037,1015,0,0,0,0,0
1038,171,3,288141,0,0,0
1040,573,0,293250,293251,0,0
1041,537,0,294399,294403,0,0
1042,307,0,294408,294409,0,0
1046,0,0,294735,0,0,0
1047,164,3,295090,295091,0,0
1048,0,3,295227,295228,0,0
1049,1048,3,295235,295236,0,0
1050,1048,3,295238,295239,0,0
1051,1048,3,295240,295241,0,0
1052,170,3,296213,296214,0,0
1053,288,0,297618,297619,0,0
1054,175,0,297715,297716,0,0
1055,219,0,298578,0,0,0
1056,219,0,298584,0,0,0
1057,164,0,298831,298832,0,0
1058,0,0,298844,298845,0,0
1059,286,0,299297,299298,0,0
1060,0,1,299326,299327,0,0
1061,390,3,299522,299523,0,0
1062,552,0,300559,300560,0,0
1063,169,3,300931,300932,0,0
1064,1067,3,300934,300935,0,0
1065,1063,3,300936,300937,0,0
1066,1063,3,300938,300939,0,0
1067,1063,3,300940,300941,0,0
1068,1066,3,300943,300944,0,0
1069,1065,3,300945,300946,0,0
1070,1065,3,300947,300948,0,0
1071,1066,3,300949,300950,0,0
1072,1067,3,300954,300955,0,0
1073,173,0,301438,301439,0,0
1074,437,1,301565,301566,0,0
1075,169,0,301777,0,0,0
1076,169,0,301781,0,0,0
1077,1048,3,303039,303040,0,0
1078,0,3,304443,304444,0,0
1079,518,1,305542,305543,0,0
1081,289,0,306268,0,0,0
1082,192,0,306275,306276,0,0
1083,0,1,307503,0,0,0
1084,1083,1,307512,0,0,0
1085,1083,1,307519,0,0,0
1086,1083,1,307520,0,0,0
1097,165,3,313786,313787,0,0
1098,165,3,313788,313789,0,0
1099,763,0,315502,315503,0,0
1100,263,0,315550,315551,0,0
1101,291,0,315552,315553,0,0
1102,189,0,317692,317693,0,0
1103,307,0,317694,317695,0,0
1104,690,1,321661,321664,0,0
1105,164,1,326612,326613,0,0
