"ID","unitVisualTypeId","itemVisualTypeId","materialTypeId","modelEventId","visualEffectId","modelSequenceId","flags"
276,10,0,7,29,3,0,0
278,10,0,12,29,3,0,0
279,11,0,7,29,3,0,0
281,11,0,12,29,3,0,0
282,12,0,7,29,3,0,0
284,12,0,12,29,3,0,0
285,13,0,7,29,3,0,0
287,13,0,12,29,3,0,0
288,14,0,7,29,3,0,0
290,14,0,12,29,3,0,0
291,1,0,7,30,3,0,0
293,1,0,12,30,3,0,0
294,2,0,7,30,3,0,0
296,2,0,12,30,3,0,0
297,3,0,7,30,3,0,0
299,3,0,12,30,3,0,0
300,4,0,7,30,3,0,0
302,4,0,12,30,3,0,0
303,5,0,7,30,3,0,0
305,5,0,12,30,3,0,0
306,6,0,7,30,3,0,0
308,6,0,12,30,3,0,0
309,7,0,7,30,3,0,0
311,7,0,12,30,3,0,0
312,8,0,7,30,3,0,0
314,8,0,12,30,3,0,0
315,9,0,7,30,3,0,0
317,9,0,12,30,3,0,0
318,10,0,7,30,3,0,0
320,10,0,12,30,3,0,0
321,11,0,7,30,3,0,0
323,11,0,12,30,3,0,0
324,12,0,7,30,3,0,0
326,12,0,12,30,3,0,0
327,13,0,7,30,3,0,0
329,13,0,12,30,3,0,0
330,14,0,7,30,3,0,0
332,14,0,12,30,3,0,0
333,1,0,8,29,4,0,0
334,2,0,8,29,4,0,0
335,3,0,8,29,4,0,0
336,4,0,8,29,4,0,0
337,5,0,8,29,4,0,0
338,6,0,8,29,4,0,0
339,7,0,8,29,4,0,0
340,8,0,8,29,4,0,0
341,9,0,8,29,4,0,0
342,10,0,8,29,4,0,0
343,11,0,8,29,4,0,0
344,12,0,8,29,4,0,0
345,13,0,8,29,4,0,0
346,14,0,8,29,4,0,0
347,1,0,8,30,4,0,0
348,2,0,8,30,4,0,0
349,3,0,8,30,4,0,0
350,4,0,8,30,4,0,0
351,5,0,8,30,4,0,0
352,6,0,8,30,4,0,0
353,7,0,8,30,4,0,0
354,8,0,8,30,4,0,0
355,9,0,8,30,4,0,0
356,10,0,8,30,4,0,0
357,11,0,8,30,4,0,0
358,12,0,8,30,4,0,0
359,13,0,8,30,4,0,0
360,14,0,8,30,4,0,0
361,1,0,11,29,5,0,0
362,1,0,13,29,5,0,0
363,2,0,11,29,5,0,0
364,2,0,13,29,5,0,0
365,3,0,11,29,5,0,0
366,3,0,13,29,5,0,0
367,4,0,11,29,5,0,0
368,4,0,13,29,5,0,0
369,5,0,11,29,5,0,0
370,5,0,13,29,5,0,0
371,6,0,11,29,5,0,0
372,6,0,13,29,5,0,0
373,7,0,11,29,5,0,0
374,7,0,13,29,5,0,0
375,8,0,11,29,5,0,0
376,8,0,13,29,5,0,0
377,9,0,11,29,5,0,0
378,9,0,13,29,5,0,0
379,10,0,11,29,5,0,0
380,10,0,13,29,5,0,0
381,11,0,11,29,5,0,0
382,11,0,13,29,5,0,0
383,12,0,11,29,5,0,0
384,12,0,13,29,5,0,0
385,13,0,11,29,5,0,0
386,13,0,13,29,5,0,0
387,14,0,11,29,5,0,0
388,14,0,13,29,5,0,0
389,1,0,11,30,5,0,0
390,1,0,13,30,5,0,0
391,2,0,11,30,5,0,0
392,2,0,13,30,5,0,0
393,3,0,11,30,5,0,0
394,3,0,13,30,5,0,0
395,4,0,11,30,5,0,0
396,4,0,13,30,5,0,0
397,5,0,11,30,5,0,0
398,5,0,13,30,5,0,0
399,6,0,11,30,5,0,0
400,6,0,13,30,5,0,0
401,7,0,11,30,5,0,0
402,7,0,13,30,5,0,0
403,8,0,11,30,5,0,0
404,8,0,13,30,5,0,0
405,9,0,11,30,5,0,0
406,9,0,13,30,5,0,0
407,10,0,11,30,5,0,0
408,10,0,13,30,5,0,0
409,11,0,11,30,5,0,0
410,11,0,13,30,5,0,0
411,12,0,11,30,5,0,0
412,12,0,13,30,5,0,0
413,13,0,11,30,5,0,0
414,13,0,13,30,5,0,0
415,14,0,11,30,5,0,0
416,14,0,13,30,5,0,0
420,1,0,4,27,6,0,0
421,1,0,5,27,6,0,0
425,2,0,4,27,6,0,0
426,2,0,5,27,6,0,0
430,3,0,4,27,6,0,0
431,3,0,5,27,6,0,0
435,4,0,4,27,6,0,0
436,4,0,5,27,6,0,0
440,5,0,4,27,6,0,0
441,5,0,5,27,6,0,0
445,6,0,4,27,6,0,0
446,6,0,5,27,6,0,0
450,7,0,4,27,6,0,0
451,7,0,5,27,6,0,0
455,8,0,4,27,6,0,0
456,8,0,5,27,6,0,0
460,9,0,4,27,6,0,0
461,9,0,5,27,6,0,0
465,10,0,4,27,6,0,0
466,10,0,5,27,6,0,0
470,11,0,4,27,6,0,0
471,11,0,5,27,6,0,0
475,12,0,4,27,6,0,0
476,12,0,5,27,6,0,0
480,13,0,4,27,6,0,0
481,13,0,5,27,6,0,0
485,14,0,4,27,6,0,0
486,14,0,5,27,6,0,0
490,1,0,4,28,7,0,0
491,1,0,5,28,7,0,0
495,2,0,4,28,7,0,0
496,2,0,5,28,7,0,0
500,3,0,4,28,7,0,0
501,3,0,5,28,7,0,0
505,4,0,4,28,7,0,0
506,4,0,5,28,7,0,0
510,5,0,4,28,7,0,0
511,5,0,5,28,7,0,0
515,6,0,4,28,7,0,0
516,6,0,5,28,7,0,0
520,7,0,4,28,7,0,0
521,7,0,5,28,7,0,0
525,8,0,4,28,7,0,0
526,8,0,5,28,7,0,0
530,9,0,4,28,7,0,0
531,9,0,5,28,7,0,0
535,10,0,4,28,7,0,0
536,10,0,5,28,7,0,0
540,11,0,4,28,7,0,0
541,11,0,5,28,7,0,0
545,12,0,4,28,7,0,0
546,12,0,5,28,7,0,0
550,13,0,4,28,7,0,0
551,13,0,5,28,7,0,0
555,14,0,4,28,7,0,0
556,14,0,5,28,7,0,0
557,1,0,6,27,8,0,0
559,2,0,6,27,8,0,0
561,3,0,6,27,8,0,0
563,4,0,6,27,8,0,0
565,5,0,6,27,8,0,0
567,6,0,6,27,8,0,0
569,7,0,6,27,8,0,0
571,8,0,6,27,8,0,0
573,9,0,6,27,8,0,0
575,10,0,6,27,8,0,0
577,11,0,6,27,8,0,0
579,12,0,6,27,8,0,0
581,13,0,6,27,8,0,0
583,14,0,6,27,8,0,0
585,1,0,6,28,9,0,0
587,2,0,6,28,9,0,0
589,3,0,6,28,9,0,0
591,4,0,6,28,9,0,0
593,5,0,6,28,9,0,0
595,6,0,6,28,9,0,0
597,7,0,6,28,9,0,0
599,8,0,6,28,9,0,0
601,9,0,6,28,9,0,0
603,10,0,6,28,9,0,0
605,11,0,6,28,9,0,0
607,12,0,6,28,9,0,0
609,13,0,6,28,9,0,0
611,14,0,6,28,9,0,0
613,1,0,7,27,10,0,0
615,1,0,12,27,10,0,0
616,2,0,7,27,10,0,0
618,2,0,12,27,10,0,0
619,3,0,7,27,10,0,0
621,3,0,12,27,10,0,0
622,4,0,7,27,10,0,0
624,4,0,12,27,10,0,0
625,5,0,7,27,10,0,0
627,5,0,12,27,10,0,0
628,6,0,7,27,10,0,0
630,6,0,12,27,10,0,0
631,7,0,7,27,10,0,0
633,7,0,12,27,10,0,0
634,8,0,7,27,10,0,0
636,8,0,12,27,10,0,0
637,9,0,7,27,10,0,0
639,9,0,12,27,10,0,0
640,10,0,7,27,10,0,0
642,10,0,12,27,10,0,0
643,11,0,7,27,10,0,0
645,11,0,12,27,10,0,0
646,12,0,7,27,10,0,0
648,12,0,12,27,10,0,0
649,13,0,7,27,10,0,0
651,13,0,12,27,10,0,0
652,14,0,7,27,10,0,0
654,14,0,12,27,10,0,0
655,1,0,7,28,11,0,0
656,1,0,12,28,11,0,0
657,2,0,7,28,11,0,0
658,2,0,12,28,11,0,0
659,3,0,7,28,11,0,0
660,3,0,12,28,11,0,0
661,4,0,7,28,11,0,0
662,4,0,12,28,11,0,0
663,5,0,7,28,11,0,0
664,5,0,12,28,11,0,0
665,6,0,7,28,11,0,0
666,6,0,12,28,11,0,0
667,7,0,7,28,11,0,0
668,7,0,12,28,11,0,0
669,8,0,7,28,11,0,0
670,8,0,12,28,11,0,0
671,9,0,7,28,11,0,0
672,9,0,12,28,11,0,0
673,10,0,7,28,11,0,0
674,10,0,12,28,11,0,0
675,11,0,7,28,11,0,0
676,11,0,12,28,11,0,0
677,12,0,7,28,11,0,0
678,12,0,12,28,11,0,0
679,13,0,7,28,11,0,0
680,13,0,12,28,11,0,0
681,14,0,7,28,11,0,0
682,14,0,12,28,11,0,0
683,1,0,8,27,12,0,0
684,2,0,8,27,12,0,0
685,3,0,8,27,12,0,0
686,4,0,8,27,12,0,0
687,5,0,8,27,12,0,0
688,6,0,8,27,12,0,0
689,7,0,8,27,12,0,0
690,8,0,8,27,12,0,0
691,9,0,8,27,12,0,0
692,10,0,8,27,12,0,0
693,11,0,8,27,12,0,0
694,12,0,8,27,12,0,0
695,13,0,8,27,12,0,0
696,14,0,8,27,12,0,0
697,1,0,8,28,13,0,0
698,2,0,8,28,13,0,0
699,3,0,8,28,13,0,0
700,4,0,8,28,13,0,0
701,5,0,8,28,13,0,0
702,6,0,8,28,13,0,0
703,7,0,8,28,13,0,0
704,8,0,8,28,13,0,0
705,9,0,8,28,13,0,0
706,10,0,8,28,13,0,0
707,11,0,8,28,13,0,0
708,12,0,8,28,13,0,0
709,13,0,8,28,13,0,0
710,14,0,8,28,13,0,0
711,1,0,11,27,14,0,0
712,1,0,13,27,14,0,0
713,2,0,11,27,14,0,0
714,2,0,13,27,14,0,0
715,3,0,11,27,14,0,0
716,3,0,13,27,14,0,0
717,4,0,11,27,14,0,0
718,4,0,13,27,14,0,0
719,5,0,11,27,14,0,0
720,5,0,13,27,14,0,0
721,6,0,11,27,14,0,0
722,6,0,13,27,14,0,0
723,7,0,11,27,14,0,0
724,7,0,13,27,14,0,0
725,8,0,11,27,14,0,0
726,8,0,13,27,14,0,0
727,9,0,11,27,14,0,0
728,9,0,13,27,14,0,0
729,10,0,11,27,14,0,0
730,10,0,13,27,14,0,0
731,11,0,11,27,14,0,0
732,11,0,13,27,14,0,0
733,12,0,11,27,14,0,0
734,12,0,13,27,14,0,0
735,13,0,11,27,14,0,0
736,13,0,13,27,14,0,0
737,14,0,11,27,14,0,0
738,14,0,13,27,14,0,0
739,1,0,11,28,15,0,0
740,1,0,13,28,15,0,0
741,2,0,11,28,15,0,0
742,2,0,13,28,15,0,0
743,3,0,11,28,15,0,0
744,3,0,13,28,15,0,0
745,4,0,11,28,15,0,0
746,4,0,13,28,15,0,0
747,5,0,11,28,15,0,0
748,5,0,13,28,15,0,0
749,6,0,11,28,15,0,0
750,6,0,13,28,15,0,0
751,7,0,11,28,15,0,0
752,7,0,13,28,15,0,0
753,8,0,11,28,15,0,0
754,8,0,13,28,15,0,0
755,9,0,11,28,15,0,0
756,9,0,13,28,15,0,0
757,10,0,11,28,15,0,0
758,10,0,13,28,15,0,0
759,11,0,11,28,15,0,0
760,11,0,13,28,15,0,0
761,12,0,11,28,15,0,0
762,12,0,13,28,15,0,0
763,13,0,11,28,15,0,0
764,13,0,13,28,15,0,0
765,14,0,11,28,15,0,0
766,14,0,13,28,15,0,0
779,14,0,4,30,1,0,0
780,14,0,5,30,1,0,0
784,15,0,4,30,1,0,0
785,15,0,5,30,1,0,0
789,16,0,4,29,1,0,0
790,16,0,5,29,1,0,0
794,16,0,4,30,1,0,0
795,16,0,5,30,1,0,0
840,15,0,7,29,3,0,0
842,15,0,12,29,3,0,0
843,16,0,7,29,3,0,0
845,16,0,12,29,3,0,0
849,15,0,7,30,3,0,0
851,15,0,12,30,3,0,0
852,16,0,7,30,3,0,0
854,16,0,12,30,3,0,0
858,15,0,8,29,4,0,0
859,16,0,8,29,4,0,0
861,15,0,8,30,4,0,0
862,16,0,8,30,4,0,0
866,16,0,6,29,2,0,0
867,16,0,6,30,2,0,0
868,15,0,6,29,2,0,0
869,15,0,6,30,2,0,0
873,15,0,4,27,6,0,0
874,15,0,5,27,6,0,0
878,16,0,4,27,6,0,0
879,16,0,5,27,6,0,0
883,17,0,4,27,6,0,0
884,17,0,5,27,6,0,0
888,15,0,4,28,7,0,0
889,15,0,5,28,7,0,0
893,16,0,4,28,7,0,0
894,16,0,5,28,7,0,0
898,17,0,4,28,7,0,0
899,17,0,5,28,7,0,0
900,15,0,6,27,8,0,0
902,16,0,6,27,8,0,0
904,17,0,6,27,8,0,0
906,15,0,6,28,9,0,0
908,16,0,6,28,9,0,0
910,17,0,6,28,9,0,0
912,15,0,7,27,10,0,0
913,15,0,12,27,10,0,0
914,16,0,7,27,10,0,0
915,16,0,12,27,10,0,0
916,17,0,7,27,10,0,0
917,17,0,12,27,10,0,0
921,15,0,7,28,11,0,0
922,15,0,12,28,11,0,0
923,16,0,7,28,11,0,0
924,16,0,12,28,11,0,0
925,17,0,7,28,11,0,0
926,17,0,12,28,11,0,0
944,15,0,8,27,12,0,0
945,16,0,8,27,12,0,0
946,17,0,8,27,12,0,0
947,15,0,8,28,13,0,0
948,16,0,8,28,13,0,0
949,17,0,8,28,13,0,0
950,15,0,11,27,14,0,0
951,15,0,13,27,14,0,0
952,16,0,11,27,14,0,0
953,16,0,13,27,14,0,0
954,17,0,11,27,14,0,0
955,17,0,13,27,14,0,0
956,15,0,11,28,15,0,0
957,15,0,13,28,15,0,0
958,16,0,11,28,15,0,0
959,16,0,13,28,15,0,0
960,17,0,11,28,15,0,0
961,17,0,13,28,15,0,0
962,1,0,0,29,28,0,3
963,2,0,0,29,28,0,3
964,3,0,0,29,28,0,3
965,4,0,0,29,28,0,3
966,5,0,0,29,28,0,3
967,6,0,0,29,28,0,3
968,7,0,0,29,28,0,3
969,8,0,0,29,28,0,3
970,9,0,0,29,28,0,3
971,10,0,0,29,28,0,3
972,11,0,0,29,28,0,3
973,12,0,0,29,28,0,3
974,13,0,0,29,28,0,3
975,14,0,0,29,28,0,3
976,16,0,0,29,28,0,3
977,1,0,0,30,28,0,3
978,2,0,0,30,28,0,3
979,3,0,0,30,28,0,3
980,4,0,0,30,28,0,3
981,5,0,0,30,28,0,3
982,6,0,0,30,28,0,3
983,7,0,0,30,28,0,3
984,8,0,0,30,28,0,3
985,9,0,0,30,28,0,3
986,10,0,0,30,28,0,3
987,11,0,0,30,28,0,3
988,12,0,0,30,28,0,3
989,13,0,0,30,28,0,3
990,14,0,0,30,28,0,3
991,16,0,0,30,28,0,3
992,15,0,11,29,5,0,0
993,15,0,13,29,5,0,0
994,16,0,11,29,5,0,0
995,16,0,13,29,5,0,0
998,15,0,11,30,5,0,0
999,15,0,13,30,5,0,0
1000,16,0,11,30,5,0,0
1001,16,0,13,30,5,0,0
1004,1,0,3,29,29,0,0
1005,2,0,3,29,29,0,0
1006,3,0,3,29,29,0,0
1007,4,0,3,29,29,0,0
1008,5,0,3,29,29,0,0
1009,6,0,3,29,29,0,0
1010,7,0,3,29,29,0,0
1011,8,0,3,29,29,0,0
1012,9,0,3,29,29,0,0
1013,10,0,3,29,29,0,0
1014,11,0,3,29,29,0,0
1015,12,0,3,29,29,0,0
1016,13,0,3,29,29,0,0
1017,14,0,3,29,29,0,0
1018,15,0,3,29,29,0,0
1019,16,0,3,29,29,0,0
1021,1,0,3,30,29,0,0
1022,2,0,3,30,29,0,0
1023,3,0,3,30,29,0,0
1024,4,0,3,30,29,0,0
1025,5,0,3,30,29,0,0
1026,6,0,3,30,29,0,0
1027,7,0,3,30,29,0,0
1028,8,0,3,30,29,0,0
1029,9,0,3,30,29,0,0
1030,10,0,3,30,29,0,0
1031,11,0,3,30,29,0,0
1032,12,0,3,30,29,0,0
1033,13,0,3,30,29,0,0
1034,14,0,3,30,29,0,0
1035,15,0,3,30,29,0,0
1036,16,0,3,30,29,0,0
1038,1,0,14,29,30,0,0
1039,2,0,14,29,30,0,0
1040,3,0,14,29,30,0,0
1041,4,0,14,29,30,0,0
1042,5,0,14,29,30,0,0
1043,6,0,14,29,30,0,0
1044,7,0,14,29,30,0,0
1045,8,0,14,29,30,0,0
1046,9,0,14,29,30,0,0
1047,10,0,14,29,30,0,0
1048,11,0,14,29,30,0,0
1049,12,0,14,29,30,0,0
1050,13,0,14,29,30,0,0
1051,14,0,14,29,30,0,0
1052,15,0,14,29,30,0,0
1053,16,0,14,29,30,0,0
1055,1,0,14,30,30,0,0
1056,2,0,14,30,30,0,0
1057,3,0,14,30,30,0,0
1058,4,0,14,30,30,0,0
1059,5,0,14,30,30,0,0
1060,6,0,14,30,30,0,0
1061,7,0,14,30,30,0,0
1062,8,0,14,30,30,0,0
1063,9,0,14,30,30,0,0
1064,10,0,14,30,30,0,0
1065,11,0,14,30,30,0,0
1066,12,0,14,30,30,0,0
1067,13,0,14,30,30,0,0
1068,14,0,14,30,30,0,0
1069,15,0,14,30,30,0,0
1070,16,0,14,30,30,0,0
1072,1,0,14,38,30,0,0
1073,2,0,14,38,30,0,0
1074,3,0,14,38,30,0,0
1075,4,0,14,38,30,0,0
1076,5,0,14,38,30,0,0
1077,6,0,14,38,30,0,0
1078,7,0,14,38,30,0,0
1079,8,0,14,38,30,0,0
1080,9,0,14,38,30,0,0
1081,10,0,14,38,30,0,0
1082,11,0,14,38,30,0,0
1083,12,0,14,38,30,0,0
1084,13,0,14,38,30,0,0
1085,14,0,14,38,30,0,0
1086,15,0,14,38,30,0,0
1087,16,0,14,38,30,0,0
1089,1,0,14,39,30,0,0
1090,2,0,14,39,30,0,0
1091,3,0,14,39,30,0,0
1092,4,0,14,39,30,0,0
1093,5,0,14,39,30,0,0
1094,6,0,14,39,30,0,0
1095,7,0,14,39,30,0,0
1096,8,0,14,39,30,0,0
1097,9,0,14,39,30,0,0
1098,10,0,14,39,30,0,0
1099,11,0,14,39,30,0,0
1100,12,0,14,39,30,0,0
1101,13,0,14,39,30,0,0
1102,14,0,14,39,30,0,0
1103,15,0,14,39,30,0,0
1104,16,0,14,39,30,0,0
1106,1,0,14,40,30,0,0
1107,2,0,14,40,30,0,0
1108,3,0,14,40,30,0,0
1109,4,0,14,40,30,0,0
1110,5,0,14,40,30,0,0
1111,6,0,14,40,30,0,0
1112,7,0,14,40,30,0,0
1113,8,0,14,40,30,0,0
1114,9,0,14,40,30,0,0
1115,10,0,14,40,30,0,0
1116,11,0,14,40,30,0,0
1117,12,0,14,40,30,0,0
1118,13,0,14,40,30,0,0
1119,14,0,14,40,30,0,0
1120,15,0,14,40,30,0,0
1121,16,0,14,40,30,0,0
1123,1,0,14,41,30,0,0
1124,2,0,14,41,30,0,0
1125,3,0,14,41,30,0,0
1126,4,0,14,41,30,0,0
1127,5,0,14,41,30,0,0
1128,6,0,14,41,30,0,0
1129,7,0,14,41,30,0,0
1130,8,0,14,41,30,0,0
1131,9,0,14,41,30,0,0
1132,10,0,14,41,30,0,0
1133,11,0,14,41,30,0,0
1134,12,0,14,41,30,0,0
1135,13,0,14,41,30,0,0
1136,14,0,14,41,30,0,0
1137,15,0,14,41,30,0,0
1138,16,0,14,41,30,0,0
1140,1,0,14,42,30,0,0
1141,2,0,14,42,30,0,0
1142,3,0,14,42,30,0,0
1143,4,0,14,42,30,0,0
1144,5,0,14,42,30,0,0
1145,6,0,14,42,30,0,0
1146,7,0,14,42,30,0,0
1147,8,0,14,42,30,0,0
1148,9,0,14,42,30,0,0
1149,10,0,14,42,30,0,0
1150,11,0,14,42,30,0,0
1151,12,0,14,42,30,0,0
1152,13,0,14,42,30,0,0
1153,14,0,14,42,30,0,0
1154,15,0,14,42,30,0,0
1155,16,0,14,42,30,0,0
1157,1,0,14,43,30,0,0
1158,2,0,14,43,30,0,0
1159,3,0,14,43,30,0,0
1160,4,0,14,43,30,0,0
1161,5,0,14,43,30,0,0
1162,6,0,14,43,30,0,0
1163,7,0,14,43,30,0,0
1164,8,0,14,43,30,0,0
1165,9,0,14,43,30,0,0
1166,10,0,14,43,30,0,0
1167,11,0,14,43,30,0,0
1168,12,0,14,43,30,0,0
1169,13,0,14,43,30,0,0
1170,14,0,14,43,30,0,0
1171,15,0,14,43,30,0,0
1172,16,0,14,43,30,0,0
1174,1,0,14,27,31,0,0
1175,2,0,14,27,31,0,0
1176,3,0,14,27,31,0,0
1177,4,0,14,27,31,0,0
1178,5,0,14,27,31,0,0
1179,6,0,14,27,31,0,0
1180,7,0,14,27,31,0,0
1181,8,0,14,27,31,0,0
1182,9,0,14,27,31,0,0
1183,10,0,14,27,31,0,0
1184,11,0,14,27,31,0,0
1185,12,0,14,27,31,0,0
1186,13,0,14,27,31,0,0
1187,14,0,14,27,31,0,0
1188,15,0,14,27,31,0,0
1189,16,0,14,27,31,0,0
1190,17,0,14,27,31,0,0
1191,1,0,14,28,32,0,0
1192,2,0,14,28,32,0,0
1193,3,0,14,28,32,0,0
1194,4,0,14,28,32,0,0
1195,5,0,14,28,32,0,0
1196,6,0,14,28,32,0,0
1197,7,0,14,28,32,0,0
1198,8,0,14,28,32,0,0
1199,9,0,14,28,32,0,0
1200,10,0,14,28,32,0,0
1201,11,0,14,28,32,0,0
1202,12,0,14,28,32,0,0
1203,13,0,14,28,32,0,0
1204,14,0,14,28,32,0,0
1205,15,0,14,28,32,0,0
1206,16,0,14,28,32,0,0
1207,17,0,14,28,32,0,0
1208,1,0,3,27,33,0,0
1209,2,0,3,27,33,0,0
1210,3,0,3,27,33,0,0
1211,4,0,3,27,33,0,0
1212,5,0,3,27,33,0,0
1213,6,0,3,27,33,0,0
1214,7,0,3,27,33,0,0
1215,8,0,3,27,33,0,0
1216,9,0,3,27,33,0,0
1217,10,0,3,27,33,0,0
1218,11,0,3,27,33,0,0
1219,12,0,3,27,33,0,0
1220,13,0,3,27,33,0,0
1221,14,0,3,27,33,0,0
1222,15,0,3,27,33,0,0
1223,16,0,3,27,33,0,0
1224,17,0,3,27,33,0,0
1225,1,0,3,28,34,0,0
1226,2,0,3,28,34,0,0
1227,3,0,3,28,34,0,0
1228,4,0,3,28,34,0,0
1229,5,0,3,28,34,0,0
1230,6,0,3,28,34,0,0
1231,7,0,3,28,34,0,0
1232,8,0,3,28,34,0,0
1233,9,0,3,28,34,0,0
1234,10,0,3,28,34,0,0
1235,11,0,3,28,34,0,0
1236,12,0,3,28,34,0,0
1237,13,0,3,28,34,0,0
1238,14,0,3,28,34,0,0
1239,15,0,3,28,34,0,0
1240,16,0,3,28,34,0,0
1241,17,0,3,28,34,0,0
1242,1,0,9,29,38,0,0
1243,2,0,9,29,38,0,0
1244,3,0,9,29,38,0,0
1245,4,0,9,29,38,0,0
1246,5,0,9,29,38,0,0
1247,6,0,9,29,38,0,0
1248,7,0,9,29,38,0,0
1249,8,0,9,29,38,0,0
1250,9,0,9,29,38,0,0
1251,10,0,9,29,38,0,0
1252,11,0,9,29,38,0,0
1253,12,0,9,29,38,0,0
1254,13,0,9,29,38,0,0
1255,14,0,9,29,38,0,0
1256,1,0,9,30,38,0,0
1257,2,0,9,30,38,0,0
1258,3,0,9,30,38,0,0
1259,4,0,9,30,38,0,0
1260,5,0,9,30,38,0,0
1261,6,0,9,30,38,0,0
1262,7,0,9,30,38,0,0
1263,8,0,9,30,38,0,0
1264,9,0,9,30,38,0,0
1265,10,0,9,30,38,0,0
1266,11,0,9,30,38,0,0
1267,12,0,9,30,38,0,0
1268,13,0,9,30,38,0,0
1269,14,0,9,30,38,0,0
1270,1,0,9,27,39,0,0
1271,2,0,9,27,39,0,0
1272,3,0,9,27,39,0,0
1273,4,0,9,27,39,0,0
1274,5,0,9,27,39,0,0
1275,6,0,9,27,39,0,0
1276,7,0,9,27,39,0,0
1277,8,0,9,27,39,0,0
1278,9,0,9,27,39,0,0
1279,10,0,9,27,39,0,0
1280,11,0,9,27,39,0,0
1281,12,0,9,27,39,0,0
1282,13,0,9,27,39,0,0
1283,14,0,9,27,39,0,0
1284,1,0,9,28,40,0,0
1285,2,0,9,28,40,0,0
1286,3,0,9,28,40,0,0
1287,4,0,9,28,40,0,0
1288,5,0,9,28,40,0,0
1289,6,0,9,28,40,0,0
1290,7,0,9,28,40,0,0
1291,8,0,9,28,40,0,0
1292,9,0,9,28,40,0,0
1293,10,0,9,28,40,0,0
1294,11,0,9,28,40,0,0
1295,12,0,9,28,40,0,0
1296,13,0,9,28,40,0,0
1297,14,0,9,28,40,0,0
1298,1,0,10,29,41,0,0
1299,2,0,10,29,41,0,0
1300,3,0,10,29,41,0,0
1301,4,0,10,29,41,0,0
1302,5,0,10,29,41,0,0
1303,6,0,10,29,41,0,0
1304,7,0,10,29,41,0,0
