"ID","rewardTrackId","rewardPointFlags","prerequisiteId","flags","currencyTypeId","currencyAmount","rewardTrackRewardTypeEnum00","rewardTrackRewardTypeEnum01","rewardTrackRewardTypeEnum02","rewardChoiceId00","rewardChoiceId01","rewardChoiceId02","rewardChoiceCount00","rewardChoiceCount01","rewardChoiceCount02"
71,5,2,6,2,0,0,0,0,1,72551,72562,2485,1,1,1
72,5,2,6,2,0,0,0,0,1,72552,72563,2485,1,1,1
73,5,2,6,2,0,0,0,0,1,72553,72564,2485,1,1,1
74,5,2,6,2,0,0,0,0,1,72560,72571,2485,1,1,1
75,5,1,6,2,0,0,0,0,1,72554,72565,2485,1,1,1
76,5,1,6,2,0,0,0,0,1,72555,72566,2485,1,1,1
77,5,1,6,2,0,0,0,0,1,72556,72567,2485,1,1,1
78,5,1,6,2,0,0,0,0,1,72557,72569,2485,1,1,1
79,5,1,6,2,0,0,0,0,1,72559,72570,2485,1,1,1
80,5,8,6,2,0,0,0,0,1,72638,72649,2486,1,1,1
81,5,8,6,2,0,0,0,0,1,72639,72650,2486,1,1,1
82,5,8,6,2,0,0,0,0,1,72640,72651,2486,1,1,1
83,5,8,6,2,0,0,0,0,1,72641,72652,2486,1,1,1
84,5,8,6,2,0,0,0,0,1,72648,72659,2486,1,1,1
85,5,4,6,2,0,0,0,0,1,72642,72653,2486,1,1,1
86,5,4,6,2,0,0,0,0,1,72643,72654,2486,1,1,1
87,5,4,6,2,0,0,0,0,1,72644,72655,2486,1,1,1
88,5,4,6,2,0,0,0,0,1,72645,72657,2486,1,1,1
89,5,4,6,2,0,0,0,0,1,72647,72658,2486,1,1,1
90,5,2,7,2,0,0,0,0,1,72814,72825,2485,1,1,1
91,5,2,7,2,0,0,0,0,1,72815,72826,2485,1,1,1
92,5,2,7,2,0,0,0,0,1,72816,72827,2485,1,1,1
93,5,2,7,2,0,0,0,0,1,72817,72828,2485,1,1,1
94,5,2,7,2,0,0,0,0,1,72824,72835,2485,1,1,1
95,5,1,7,2,0,0,0,0,1,72818,72829,2485,1,1,1
96,5,1,7,2,0,0,0,0,1,72819,72830,2485,1,1,1
97,5,1,7,2,0,0,0,0,1,72820,72831,2485,1,1,1
98,5,1,7,2,0,0,0,0,1,72821,72833,2485,1,1,1
99,5,1,7,2,0,0,0,0,1,72823,72834,2485,1,1,1
100,5,8,7,2,0,0,0,0,1,72902,72913,2486,1,1,1
101,5,8,7,2,0,0,0,0,1,72903,72914,2486,1,1,1
102,5,8,7,2,0,0,0,0,1,72904,72915,2486,1,1,1
103,5,8,7,2,0,0,0,0,1,72905,72916,2486,1,1,1
104,5,8,7,2,0,0,0,0,1,72912,72923,2486,1,1,1
105,5,4,7,2,0,0,0,0,1,72906,72917,2486,1,1,1
106,5,4,7,2,0,0,0,0,1,72907,72918,2486,1,1,1
107,5,4,7,2,0,0,0,0,1,72908,72919,2486,1,1,1
108,5,4,7,2,0,0,0,0,1,72909,72921,2486,1,1,1
109,5,4,7,2,0,0,0,0,1,72911,72922,2486,1,1,1
110,5,2,9,2,0,0,0,0,1,73078,73089,2485,1,1,1
111,5,2,9,2,0,0,0,0,1,73079,73090,2485,1,1,1
112,5,2,9,2,0,0,0,0,1,73080,73091,2485,1,1,1
113,5,2,9,2,0,0,0,0,1,73081,73092,2485,1,1,1
114,5,2,9,2,0,0,0,0,1,73088,73099,2485,1,1,1
115,5,1,9,2,0,0,0,0,1,73082,73093,2485,1,1,1
116,5,1,9,2,0,0,0,0,1,73083,73094,2485,1,1,1
117,5,1,9,2,0,0,0,0,1,73084,73095,2485,1,1,1
118,5,1,9,2,0,0,0,0,1,73085,73097,2485,1,1,1
119,5,1,9,2,0,0,0,0,1,73087,73098,2485,1,1,1
120,5,8,9,2,0,0,0,0,1,73166,73177,2486,1,1,1
121,5,8,9,2,0,0,0,0,1,73167,73178,2486,1,1,1
122,5,8,9,2,0,0,0,0,1,73168,73179,2486,1,1,1
123,5,8,9,2,0,0,0,0,1,73169,73180,2486,1,1,1
124,5,8,9,2,0,0,0,0,1,73176,73187,2486,1,1,1
125,5,4,9,2,0,0,0,0,1,73170,73181,2486,1,1,1
126,5,4,9,2,0,0,0,0,1,73171,73182,2486,1,1,1
127,5,4,9,2,0,0,0,0,1,73172,73183,2486,1,1,1
128,5,4,9,2,0,0,0,0,1,73173,73185,2486,1,1,1
129,5,4,9,2,0,0,0,0,1,73175,73186,2486,1,1,1
130,5,2,5,2,0,0,0,0,1,73361,73372,2485,1,1,1
131,5,2,5,2,0,0,0,0,1,73362,73373,2485,1,1,1
132,5,2,5,2,0,0,0,0,1,73363,73374,2485,1,1,1
133,5,2,5,2,0,0,0,0,1,73364,73375,2485,1,1,1
134,5,2,5,2,0,0,0,0,1,73371,73382,2485,1,1,1
135,5,1,5,2,0,0,0,0,1,73365,73376,2485,1,1,1
136,5,1,5,2,0,0,0,0,1,73366,73377,2485,1,1,1
137,5,1,5,2,0,0,0,0,1,73367,73378,2485,1,1,1
138,5,1,5,2,0,0,0,0,1,73368,73380,2485,1,1,1
139,5,1,5,2,0,0,0,0,1,73370,73381,2485,1,1,1
140,5,8,5,2,0,0,0,0,1,73449,73460,2486,1,1,1
141,5,8,5,2,0,0,0,0,1,73450,73461,2486,1,1,1
142,5,8,5,2,0,0,0,0,1,73451,73462,2486,1,1,1
143,5,8,5,2,0,0,0,0,1,73452,73463,2486,1,1,1
144,5,8,5,2,0,0,0,0,1,73459,73470,2486,1,1,1
145,5,4,5,2,0,0,0,0,1,73453,73464,2486,1,1,1
146,5,4,5,2,0,0,0,0,1,73454,73465,2486,1,1,1
147,5,4,5,2,0,0,0,0,1,73455,73466,2486,1,1,1
148,5,4,5,2,0,0,0,0,1,73456,73468,2486,1,1,1
149,5,4,5,2,0,0,0,0,1,73458,73469,2486,1,1,1
150,4,2,23704,2,0,0,0,0,1,53877,53888,2486,1,1,1
151,4,2,23704,2,0,0,0,0,1,53878,53889,2486,1,1,1
152,4,2,23704,2,0,0,0,0,1,53879,53890,2486,1,1,1
153,4,2,23704,2,0,0,0,0,1,53880,53891,2486,1,1,1
154,4,1,23704,2,0,0,0,0,1,53881,53892,2485,1,1,1
155,4,1,23704,2,0,0,0,0,1,53882,53893,2485,1,1,1
156,4,2,23704,2,0,0,0,0,1,53883,53894,2486,1,1,1
157,4,1,23704,2,0,0,0,0,1,53884,53895,2485,1,1,1
158,4,1,23704,2,0,0,0,0,1,53885,53896,2485,1,1,1
159,4,1,23704,2,0,0,0,0,1,53886,53898,2485,1,1,1
160,4,2,23710,2,0,0,0,0,1,53899,53910,2486,1,1,1
161,4,2,23710,2,0,0,0,0,1,53900,53911,2486,1,1,1
162,4,2,23710,2,0,0,0,0,1,53901,53912,2486,1,1,1
163,4,2,23710,2,0,0,0,0,1,53902,53913,2486,1,1,1
164,4,1,23710,2,0,0,0,0,1,53903,53914,2485,1,1,1
165,4,1,23710,2,0,0,0,0,1,53904,53915,2485,1,1,1
166,4,2,23710,2,0,0,0,0,1,53905,53916,2486,1,1,1
167,4,1,23710,2,0,0,0,0,1,53906,53917,2485,1,1,1
168,4,1,23710,2,0,0,0,0,1,53907,53918,2485,1,1,1
169,4,1,23710,2,0,0,0,0,1,53908,53920,2485,1,1,1
170,4,2,23705,2,0,0,0,0,1,53921,53932,2486,1,1,1
171,4,2,23705,2,0,0,0,0,1,53922,53933,2486,1,1,1
172,4,2,23705,2,0,0,0,0,1,53923,53934,2486,1,1,1
173,4,2,23705,2,0,0,0,0,1,53924,53935,2486,1,1,1
174,4,1,23705,2,0,0,0,0,1,53925,53936,2485,1,1,1
175,4,1,23705,2,0,0,0,0,1,53926,53937,2485,1,1,1
176,4,2,23705,2,0,0,0,0,1,53927,53938,2486,1,1,1
177,4,1,23705,2,0,0,0,0,1,53928,53939,2485,1,1,1
178,4,1,23705,2,0,0,0,0,1,53929,53940,2485,1,1,1
179,4,1,23705,2,0,0,0,0,1,53930,53942,2485,1,1,1
180,4,2,23711,2,0,0,0,0,1,53943,53954,2486,1,1,1
181,4,2,23711,2,0,0,0,0,1,53944,53955,2486,1,1,1
182,4,2,23711,2,0,0,0,0,1,53945,53956,2486,1,1,1
183,4,2,23711,2,0,0,0,0,1,53946,53957,2486,1,1,1
184,4,1,23711,2,0,0,0,0,1,53947,53958,2485,1,1,1
185,4,1,23711,2,0,0,0,0,1,53948,53959,2485,1,1,1
186,4,2,23711,2,0,0,0,0,1,53949,53960,2486,1,1,1
187,4,1,23711,2,0,0,0,0,1,53950,53961,2485,1,1,1
188,4,1,23711,2,0,0,0,0,1,53951,53962,2485,1,1,1
189,4,1,23711,2,0,0,0,0,1,53952,53964,2485,1,1,1
190,4,2,23706,2,0,0,0,0,1,53965,53976,2486,1,1,1
191,4,2,23706,2,0,0,0,0,1,53966,53977,2486,1,1,1
192,4,2,23706,2,0,0,0,0,1,53967,53978,2486,1,1,1
193,4,2,23706,2,0,0,0,0,1,53968,53979,2486,1,1,1
194,4,1,23706,2,0,0,0,0,1,53969,53980,2485,1,1,1
195,4,1,23706,2,0,0,0,0,1,53970,53981,2485,1,1,1
196,4,2,23706,2,0,0,0,0,1,53971,53982,2486,1,1,1
197,4,1,23706,2,0,0,0,0,1,53972,53983,2485,1,1,1
198,4,1,23706,2,0,0,0,0,1,53973,53984,2485,1,1,1
199,4,1,23706,2,0,0,0,0,1,53974,53986,2485,1,1,1
200,4,2,23712,2,0,0,0,0,1,53987,53998,2486,1,1,1
201,4,2,23712,2,0,0,0,0,1,53988,53999,2486,1,1,1
202,4,2,23712,2,0,0,0,0,1,53989,54000,2486,1,1,1
203,4,2,23712,2,0,0,0,0,1,53990,54001,2486,1,1,1
204,4,1,23712,2,0,0,0,0,1,53991,54002,2485,1,1,1
205,4,1,23712,2,0,0,0,0,1,53992,54003,2485,1,1,1
206,4,2,23712,2,0,0,0,0,1,53993,54004,2486,1,1,1
207,4,1,23712,2,0,0,0,0,1,53994,54005,2485,1,1,1
208,4,1,23712,2,0,0,0,0,1,53995,54006,2485,1,1,1
209,4,1,23712,2,0,0,0,0,1,53996,54008,2485,1,1,1
210,4,2,23707,2,0,0,0,0,1,54009,54020,2486,1,1,1
211,4,2,23707,2,0,0,0,0,1,54010,54021,2486,1,1,1
212,4,2,23707,2,0,0,0,0,1,54011,54022,2486,1,1,1
213,4,2,23707,2,0,0,0,0,1,54012,54023,2486,1,1,1
214,4,1,23707,2,0,0,0,0,1,54013,54024,2485,1,1,1
215,4,1,23707,2,0,0,0,0,1,54014,54025,2485,1,1,1
216,4,2,23707,2,0,0,0,0,1,54015,54026,2486,1,1,1
217,4,1,23707,2,0,0,0,0,1,54016,54027,2485,1,1,1
218,4,1,23707,2,0,0,0,0,1,54017,54028,2485,1,1,1
219,4,1,23707,2,0,0,0,0,1,54018,54030,2485,1,1,1
220,4,2,23713,2,0,0,0,0,1,54031,54042,2486,1,1,1
221,4,2,23713,2,0,0,0,0,1,54032,54043,2486,1,1,1
222,4,2,23713,2,0,0,0,0,1,54033,54044,2486,1,1,1
223,4,2,23713,2,0,0,0,0,1,54034,54045,2486,1,1,1
224,4,1,23713,2,0,0,0,0,1,54035,54046,2485,1,1,1
225,4,1,23713,2,0,0,0,0,1,54036,54047,2485,1,1,1
226,4,2,23713,2,0,0,0,0,1,54037,54048,2486,1,1,1
227,4,1,23713,2,0,0,0,0,1,54038,54049,2485,1,1,1
228,4,1,23713,2,0,0,0,0,1,54039,54050,2485,1,1,1
229,4,1,23713,2,0,0,0,0,1,54040,54052,2485,1,1,1
230,4,2,23708,2,0,0,0,0,1,54053,54064,2486,1,1,1
231,4,2,23708,2,0,0,0,0,1,54054,54065,2486,1,1,1
232,4,2,23708,2,0,0,0,0,1,54055,54066,2486,1,1,1
233,4,2,23708,2,0,0,0,0,1,54056,54067,2486,1,1,1
234,4,1,23708,2,0,0,0,0,1,54057,54068,2485,1,1,1
235,4,1,23708,2,0,0,0,0,1,54058,54069,2485,1,1,1
236,4,2,23708,2,0,0,0,0,1,54059,54070,2486,1,1,1
237,4,1,23708,2,0,0,0,0,1,54060,54071,2485,1,1,1
238,4,1,23708,2,0,0,0,0,1,54061,54072,2485,1,1,1
239,4,1,23708,2,0,0,0,0,1,54062,54074,2485,1,1,1
240,4,2,23714,2,0,0,0,0,1,54075,54086,2486,1,1,1
241,4,2,23714,2,0,0,0,0,1,54076,54087,2486,1,1,1
242,4,2,23714,2,0,0,0,0,1,54077,54088,2486,1,1,1
243,4,2,23714,2,0,0,0,0,1,54078,54089,2486,1,1,1
244,4,1,23714,2,0,0,0,0,1,54079,54090,2485,1,1,1
245,4,1,23714,2,0,0,0,0,1,54080,54091,2485,1,1,1
246,4,2,23714,2,0,0,0,0,1,54081,54092,2486,1,1,1
247,4,1,23714,2,0,0,0,0,1,54082,54093,2485,1,1,1
248,4,1,23714,2,0,0,0,0,1,54083,54094,2485,1,1,1
249,4,1,23714,2,0,0,0,0,1,54084,54096,2485,1,1,1
250,4,2,23709,2,0,0,0,0,1,54097,54108,2486,1,1,1
251,4,2,23709,2,0,0,0,0,1,54098,54109,2486,1,1,1
252,4,2,23709,2,0,0,0,0,1,54099,54110,2486,1,1,1
253,4,2,23709,2,0,0,0,0,1,54100,54111,2486,1,1,1
254,4,1,23709,2,0,0,0,0,1,54101,54112,2485,1,1,1
255,4,1,23709,2,0,0,0,0,1,54102,54113,2485,1,1,1
256,4,2,23709,2,0,0,0,0,1,54103,54114,2486,1,1,1
257,4,1,23709,2,0,0,0,0,1,54104,54115,2485,1,1,1
258,4,1,23709,2,0,0,0,0,1,54105,54116,2485,1,1,1
259,4,1,23709,2,0,0,0,0,1,54106,54118,2485,1,1,1
260,4,2,23715,2,0,0,0,0,1,54119,54130,2486,1,1,1
261,4,2,23715,2,0,0,0,0,1,54120,54131,2486,1,1,1
262,4,2,23715,2,0,0,0,0,1,54121,54132,2486,1,1,1
263,4,2,23715,2,0,0,0,0,1,54122,54133,2486,1,1,1
264,4,1,23715,2,0,0,0,0,1,54123,54134,2485,1,1,1
265,4,1,23715,2,0,0,0,0,1,54124,54135,2485,1,1,1
266,4,2,23715,2,0,0,0,0,1,54125,54136,2486,1,1,1
267,4,1,23715,2,0,0,0,0,1,54126,54137,2485,1,1,1
268,4,1,23715,2,0,0,0,0,1,54127,54138,2485,1,1,1
269,4,1,23715,2,0,0,0,0,1,54128,54140,2485,1,1,1
270,4,4,0,3,1,2500000,0,0,0,91013,91014,72417,1,1,1
276,9,1,0,6,0,0,1,0,0,103,0,0,1,0,0
278,9,4,0,6,0,0,1,0,0,166,0,0,1,0,0
279,9,32,0,7,0,0,1,0,0,104,0,0,1,0,0
280,9,8,0,6,0,0,1,0,0,102,0,0,1,0,0
281,11,16,0,6,0,0,1,0,0,109,0,0,1,0,0
282,10,1,0,6,0,0,1,0,0,168,0,0,1,0,0
283,10,4,0,6,0,0,1,0,0,105,0,0,1,0,0
284,10,8,0,6,0,0,1,0,0,175,0,0,1,0,0
285,10,32,0,7,0,0,1,0,0,106,0,0,1,0,0
287,11,2,0,6,0,0,1,0,0,377,0,0,1,0,0
288,11,1,0,6,0,0,1,0,0,172,0,0,1,0,0
289,11,8,0,6,0,0,1,0,0,108,0,0,1,0,0
290,11,4,0,6,0,0,1,0,0,173,0,0,1,0,0
291,11,32,0,7,0,0,1,0,0,110,0,0,1,0,0
293,12,1,0,6,0,0,1,0,0,169,0,0,1,0,0
294,12,2,0,6,0,0,1,0,0,111,0,0,1,0,0
295,12,4,0,6,0,0,1,0,0,112,0,0,1,0,0
296,12,8,0,6,0,0,1,0,0,113,0,0,1,0,0
297,12,16,0,7,0,0,1,0,0,114,0,0,1,0,0
298,13,1,0,6,0,0,1,0,0,115,0,0,1,0,0
299,13,2,0,6,0,0,1,0,0,116,0,0,1,0,0
300,13,4,0,6,0,0,1,0,0,117,0,0,1,0,0
301,13,16,0,7,0,0,1,0,0,118,0,0,1,0,0
302,13,8,0,6,0,0,1,0,0,174,0,0,1,0,0
304,14,1,0,6,0,0,1,0,0,119,0,0,1,0,0
305,14,2,0,6,0,0,1,0,0,121,0,0,1,0,0
306,14,4,0,6,0,0,1,0,0,120,0,0,1,0,0
307,14,8,0,6,0,0,1,0,0,122,0,0,1,0,0
308,14,16,0,6,0,0,1,0,0,123,0,0,1,0,0
309,14,32,0,7,0,0,1,0,0,124,0,0,1,0,0
311,9,16,0,6,0,0,1,0,0,129,0,0,1,0,0
312,9,2,0,6,0,0,1,0,0,128,0,0,1,0,0
314,10,2,0,6,0,0,1,0,0,167,0,0,1,0,0
315,15,1,0,2,0,0,0,0,0,77718,37107,38317,1,1,1
316,15,2,0,2,0,0,0,0,0,77718,37107,38317,1,1,1
317,15,4,0,2,0,0,0,0,0,77718,37107,38317,1,1,1
319,15,8,0,3,0,0,0,0,0,84803,37106,84809,1,1,1
320,16,1,0,2,0,0,0,0,0,12045,0,0,1,0,0
321,16,2,0,2,0,0,0,0,0,12045,81917,81907,1,5,5
324,16,4,0,3,0,0,0,0,0,12047,84256,84266,1,5,5
385,33,1,0,2,0,0,0,0,0,77718,37107,38317,1,1,1
386,33,2,0,2,0,0,0,0,0,77718,37107,38317,1,1,1
387,33,4,0,2,0,0,0,0,0,77718,37107,38317,1,1,1
389,33,8,0,3,0,0,0,0,0,84803,37106,84809,1,1,1
390,10,16,0,6,0,0,1,0,0,280,0,0,1,0,0
391,17,1,0,2,0,0,0,0,0,84758,83755,85149,1,1,1
392,17,1,0,2,0,0,0,0,0,84758,83755,85150,1,1,1
393,17,1,0,2,0,0,0,0,0,84758,83755,85151,1,1,1
394,17,1,0,2,0,0,0,0,0,84758,83755,85152,1,1,1
395,17,2,0,2,0,0,0,0,0,84758,83755,85153,1,1,1
396,17,2,0,2,0,0,0,0,0,84758,83755,85154,1,1,1
397,17,2,0,2,0,0,0,0,0,84758,83755,85155,1,1,1
398,17,2,0,2,0,0,0,0,0,84758,83755,85156,1,1,1
399,17,4,0,2,0,0,0,0,0,84758,83755,85157,1,1,1
400,17,4,0,2,0,0,0,0,0,84758,83755,85158,1,1,1
401,17,4,0,2,0,0,0,0,0,84758,83755,85159,1,1,1
402,17,8,0,3,0,0,0,0,0,84698,84699,85237,1,1,1
403,18,1,0,2,0,0,0,0,0,84758,83755,85149,1,1,1
404,18,1,0,2,0,0,0,0,0,84758,83755,85150,1,1,1
405,18,1,0,2,0,0,0,0,0,84758,83755,85151,1,1,1
406,18,1,0,2,0,0,0,0,0,84758,83755,85152,1,1,1
407,18,2,0,2,0,0,0,0,0,84758,83755,85153,1,1,1
408,18,2,0,2,0,0,0,0,0,84758,83755,85154,1,1,1
409,18,2,0,2,0,0,0,0,0,84758,83755,85155,1,1,1
410,18,2,0,2,0,0,0,0,0,84758,83755,85156,1,1,1
411,18,4,0,2,0,0,0,0,0,84758,83755,85157,1,1,1
412,18,4,0,2,0,0,0,0,0,84758,83755,85158,1,1,1
413,18,4,0,2,0,0,0,0,0,84758,83755,85159,1,1,1
414,18,8,0,3,0,0,0,0,0,84698,84699,85237,1,1,1
415,19,1,0,2,0,0,0,0,0,84758,83755,85149,1,1,1
416,19,1,0,2,0,0,0,0,0,84758,83755,85150,1,1,1
417,19,1,0,2,0,0,0,0,0,84758,83755,85151,1,1,1
418,19,1,0,2,0,0,0,0,0,84758,83755,85152,1,1,1
419,19,2,0,2,0,0,0,0,0,84758,83755,85153,1,1,1
420,19,2,0,2,0,0,0,0,0,84758,83755,85154,1,1,1
421,19,2,0,2,0,0,0,0,0,84758,83755,85155,1,1,1
422,19,2,0,2,0,0,0,0,0,84758,83755,85156,1,1,1
423,19,4,0,2,0,0,0,0,0,84758,83755,85157,1,1,1
424,19,4,0,2,0,0,0,0,0,84758,83755,85158,1,1,1
425,19,4,0,2,0,0,0,0,0,84758,83755,85159,1,1,1
426,19,8,0,3,0,0,0,0,0,84698,84699,85237,1,1,1
427,20,1,0,2,0,0,0,0,0,84758,83755,85149,1,1,1
428,20,1,0,2,0,0,0,0,0,84758,83755,85150,1,1,1
429,20,1,0,2,0,0,0,0,0,84758,83755,85151,1,1,1
430,20,1,0,2,0,0,0,0,0,84758,83755,85152,1,1,1
431,20,2,0,2,0,0,0,0,0,84758,83755,85153,1,1,1
432,20,2,0,2,0,0,0,0,0,84758,83755,85154,1,1,1
433,20,2,0,2,0,0,0,0,0,84758,83755,85155,1,1,1
434,20,2,0,2,0,0,0,0,0,84758,83755,85156,1,1,1
435,20,4,0,2,0,0,0,0,0,84758,83755,85157,1,1,1
436,20,4,0,2,0,0,0,0,0,84758,83755,85158,1,1,1
437,20,4,0,2,0,0,0,0,0,84758,83755,85159,1,1,1
438,20,8,0,3,0,0,0,0,0,84698,84699,85237,1,1,1
439,21,1,0,2,0,0,0,0,0,84758,83755,85160,1,1,1
440,21,1,0,2,0,0,0,0,0,84758,83755,85161,1,1,1
441,21,1,0,2,0,0,0,0,0,84758,83755,85162,1,1,1
442,21,1,0,2,0,0,0,0,0,84758,83755,85163,1,1,1
443,21,2,0,2,0,0,0,0,0,84758,83755,85164,1,1,1
444,21,2,0,2,0,0,0,0,0,84758,83755,85165,1,1,1
445,21,2,0,2,0,0,0,0,0,84758,83755,85166,1,1,1
446,21,2,0,2,0,0,0,0,0,84758,83755,85167,1,1,1
447,21,4,0,2,0,0,0,0,0,84758,83755,85168,1,1,1
448,21,4,0,2,0,0,0,0,0,84758,83755,85169,1,1,1
449,21,4,0,2,0,0,0,0,0,84758,83755,85170,1,1,1
450,21,8,0,3,0,0,0,0,0,84698,84699,85238,1,1,1
451,22,1,0,2,0,0,0,0,0,84758,83755,85160,1,1,1
452,22,1,0,2,0,0,0,0,0,84758,83755,85161,1,1,1
453,22,1,0,2,0,0,0,0,0,84758,83755,85162,1,1,1
454,22,1,0,2,0,0,0,0,0,84758,83755,85163,1,1,1
455,22,2,0,2,0,0,0,0,0,84758,83755,85164,1,1,1
456,22,2,0,2,0,0,0,0,0,84758,83755,85165,1,1,1
457,22,2,0,2,0,0,0,0,0,84758,83755,85166,1,1,1
458,22,2,0,2,0,0,0,0,0,84758,83755,85167,1,1,1
459,22,4,0,2,0,0,0,0,0,84758,83755,85168,1,1,1
460,22,4,0,2,0,0,0,0,0,84758,83755,85169,1,1,1
461,22,4,0,2,0,0,0,0,0,84758,83755,85170,1,1,1
462,22,8,0,3,0,0,0,0,0,84698,84699,85238,1,1,1
463,23,1,0,2,0,0,0,0,0,84759,83756,85171,1,1,1
464,23,1,0,2,0,0,0,0,0,84759,83756,85172,1,1,1
465,23,1,0,2,0,0,0,0,0,84759,83756,85173,1,1,1
466,23,1,0,2,0,0,0,0,0,84759,83756,85174,1,1,1
467,23,2,0,2,0,0,0,0,0,84759,83756,85175,1,1,1
468,23,2,0,2,0,0,0,0,0,84759,83756,85176,1,1,1
469,23,2,0,2,0,0,0,0,0,84759,83756,85177,1,1,1
470,23,2,0,2,0,0,0,0,0,84759,83756,85178,1,1,1
471,23,4,0,2,0,0,0,0,0,84759,83756,85179,1,1,1
472,23,4,0,2,0,0,0,0,0,84759,83756,85180,1,1,1
473,23,4,0,2,0,0,0,0,0,84759,83756,85181,1,1,1
474,23,8,0,3,0,0,0,0,0,84722,83756,85239,1,1,1
475,24,1,0,2,0,0,0,0,0,84760,83757,85182,1,1,1
476,24,1,0,2,0,0,0,0,0,84760,83757,85183,1,1,1
477,24,1,0,2,0,0,0,0,0,84760,83757,85184,1,1,1
478,24,1,0,2,0,0,0,0,0,84760,83757,85185,1,1,1
479,24,2,0,2,0,0,0,0,0,84760,83757,85186,1,1,1
480,24,2,0,2,0,0,0,0,0,84760,83757,85187,1,1,1
481,24,2,0,2,0,0,0,0,0,84760,83757,85188,1,1,1
482,24,2,0,2,0,0,0,0,0,84760,83757,85189,1,1,1
483,24,4,0,2,0,0,0,0,0,84760,83757,85190,1,1,1
484,24,4,0,2,0,0,0,0,0,84760,83757,85191,1,1,1
485,24,4,0,2,0,0,0,0,0,84760,83757,85192,1,1,1
486,24,8,0,3,0,0,0,0,0,84726,84727,85240,1,1,1
487,25,1,0,2,0,0,0,0,0,84760,83757,85193,1,1,1
488,25,1,0,2,0,0,0,0,0,84760,83757,85194,1,1,1
489,25,1,0,2,0,0,0,0,0,84760,83757,85195,1,1,1
490,25,1,0,2,0,0,0,0,0,84760,83757,85196,1,1,1
491,25,2,0,2,0,0,0,0,0,84760,83757,85197,1,1,1
492,25,2,0,2,0,0,0,0,0,84760,83757,85198,1,1,1
493,25,2,0,2,0,0,0,0,0,84760,83757,85199,1,1,1
