"ID","pathSettlerHubId","pathSettlerImprovementGroupFlags","creature2IdDepot","localizedTextIdName","settlerAvenueTypeEnum","contributionValue","perTierBonusContributionValue","durationPerBundleMs","maxBundleCount","pathSettlerImprovementGroupIdOutpostRequired","pathSettlerImprovementIdTier00","pathSettlerImprovementIdTier01","pathSettlerImprovementIdTier02","pathSettlerImprovementIdTier03","worldLocation2IdDisplayPoint"
83,62,4,21074,201327,1,18,24,600000,30,0,583,1796,0,0,18631
84,62,4,21075,201328,1,18,24,600000,30,0,584,1797,0,0,18632
85,62,4,21076,201329,1,18,24,600000,30,0,585,1798,0,0,18633
86,62,4,21073,201330,1,24,30,600000,30,0,586,1799,0,0,18630
87,62,4,21074,201331,1,24,30,600000,30,0,587,1801,0,0,18631
88,62,4,21089,201332,1,24,30,600000,30,0,588,1800,0,0,18635
89,62,4,21080,201333,0,18,0,1200000,30,0,590,0,0,0,18634
90,62,4,21074,201334,0,18,0,1200000,30,0,591,0,0,0,18631
91,62,4,21075,201335,0,18,0,1200000,30,0,592,0,0,0,18632
92,62,4,21072,201337,0,24,0,1200000,30,0,593,0,0,0,18629
93,62,4,21091,201338,0,24,0,1200000,30,0,594,0,0,0,18636
94,62,4,21089,201341,0,24,0,1200000,30,0,595,0,0,0,18635
97,62,4,21074,201350,2,26,0,1200000,30,0,599,0,0,0,18631
98,62,4,21091,201351,2,26,0,1200000,30,0,600,0,0,0,18636
99,62,4,21089,201352,2,26,0,1200000,30,0,601,0,0,0,18635
100,62,4,21091,201353,2,14,0,1200000,30,0,602,0,0,0,18636
101,62,4,21089,201354,2,14,0,1200000,30,0,603,0,0,0,18635
102,62,4,21072,201356,2,23,29,1200000,30,0,604,1802,0,0,18629
103,62,4,21073,201358,2,23,29,1200000,30,0,605,1803,0,0,18630
104,62,4,21091,201360,2,23,29,1200000,30,0,606,1806,0,0,18636
105,62,4,21074,201361,2,23,29,1200000,30,0,607,1805,0,0,18631
106,62,4,21089,201362,2,23,29,1200000,30,0,608,1804,0,0,18635
107,62,4,21072,201363,2,24,0,900000,30,0,609,0,0,0,18629
108,62,4,21080,201364,2,24,0,900000,30,0,610,0,0,0,18634
109,62,4,21076,201365,2,24,0,900000,30,0,611,0,0,0,18633
110,67,4,23041,201366,1,18,24,600000,30,0,624,3204,0,0,18637
111,67,4,23042,201367,1,18,24,600000,30,0,625,3203,0,0,18638
112,67,4,23055,201368,1,18,24,600000,30,0,626,3202,0,0,18640
113,67,4,23051,201369,1,18,24,600000,30,0,627,3201,0,0,18639
114,67,4,23066,201370,1,18,24,600000,30,0,628,3200,0,0,18641
115,67,4,23041,201371,1,24,30,600000,30,0,629,3199,0,0,18637
116,67,4,23042,201372,1,24,30,600000,30,0,630,3198,0,0,18638
117,67,4,23066,201373,1,24,30,600000,30,0,631,3197,0,0,18641
118,67,4,23042,201374,0,18,0,1200000,30,0,633,0,0,0,18638
119,67,4,23067,201375,0,18,0,1200000,30,0,634,0,0,0,18642
120,67,4,23051,201376,0,18,0,1200000,30,0,635,0,0,0,18639
123,67,4,23041,201379,2,26,0,1200000,30,0,642,0,0,0,18637
124,67,4,23042,201380,2,26,0,1200000,30,0,643,0,0,0,18638
125,67,4,23051,201381,2,26,0,1200000,30,0,644,0,0,0,18639
126,67,4,23055,201382,2,14,0,1200000,30,0,645,0,0,0,18640
127,67,4,23041,201383,2,14,0,1200000,30,0,646,0,0,0,18637
128,67,4,23041,201384,2,23,29,1200000,30,0,647,3196,0,0,18637
129,67,4,23067,201385,2,23,29,1200000,30,0,648,3195,0,0,18642
130,67,4,23055,201386,2,23,29,1200000,30,0,649,3194,0,0,18640
131,67,4,23051,201387,2,23,29,1200000,30,0,650,3193,0,0,18639
132,67,4,23066,201388,2,23,29,1200000,30,0,651,3192,0,0,18641
133,67,4,23067,201389,2,24,0,900000,30,0,652,0,0,0,18642
134,67,4,23055,201390,2,24,0,900000,30,0,653,0,0,0,18640
135,67,4,23066,201391,2,24,0,900000,30,0,654,0,0,0,18641
136,67,4,23041,201397,0,24,0,1200000,30,0,636,0,0,0,18637
137,67,4,23051,201398,0,24,0,1200000,30,0,637,0,0,0,18639
138,67,4,23066,201399,0,24,0,1200000,30,0,638,0,0,0,18641
141,62,1,0,201405,2,0,0,3600000,0,0,612,0,0,0,15668
144,67,1,0,201408,2,0,0,3600000,0,0,655,0,0,0,16691
147,21,4,18805,201417,1,22,4,600000,20,0,463,2777,0,0,25952
148,21,4,18805,201418,0,18,0,1200000,20,0,464,0,0,0,25952
149,21,4,18805,201419,2,20,4,1200000,20,0,465,2686,0,0,25952
150,21,4,18795,201420,2,10,0,1200000,20,0,466,0,0,0,17601
151,21,4,18795,201421,0,20,0,1200000,20,0,467,0,0,0,17601
152,21,4,18795,201422,1,24,0,600000,20,0,468,0,0,0,17601
153,21,4,18803,201423,1,24,0,600000,20,0,2778,0,0,0,25953
154,21,4,18803,201424,0,28,0,1200000,20,0,472,0,0,0,25953
155,21,4,18803,201425,2,20,4,1200000,20,0,2779,2780,0,0,25953
159,21,4,18790,201430,1,24,0,1200000,20,0,2781,0,0,0,25954
160,21,4,18790,201431,0,20,0,1200000,20,0,2782,0,0,0,25954
163,21,4,18791,201434,1,22,4,600000,20,0,2783,2784,0,0,25957
164,21,4,18791,201435,0,18,0,1200000,20,0,483,0,0,0,25957
165,21,4,18791,201436,2,20,4,1800000,20,0,2785,2786,0,0,25957
360,103,4,24803,208931,1,20,0,1200000,30,0,914,0,0,0,18623
361,102,4,24882,208934,1,1,0,300000,10,0,924,0,0,0,19243
393,104,4,24975,209286,1,1,0,300000,10,0,973,0,0,0,18507
394,104,4,24976,209288,1,1,0,300000,10,0,974,0,0,0,18508
395,104,4,24977,209289,1,1,0,300000,10,0,975,0,0,0,18509
399,106,0,25222,212816,1,1,0,300000,10,0,979,0,0,0,18695
403,5,0,25239,212923,0,10,0,10000,10,0,991,992,993,0,8814
406,104,4,24975,213180,0,1,0,300000,10,393,1001,0,0,0,18507
407,104,4,24976,213184,0,1,0,300000,10,394,1002,0,0,0,18508
408,104,4,24977,213185,0,1,0,300000,10,395,1003,0,0,0,18509
409,108,4,25105,213249,1,22,0,1200000,20,0,1004,0,0,0,18703
411,108,4,25107,213252,1,22,0,1200000,20,0,1006,0,0,0,18731
412,108,4,25108,213261,1,22,0,1200000,20,0,1007,0,0,0,18730
413,108,0,25106,213265,1,24,0,1200000,20,0,1008,0,0,0,18711
414,108,0,25107,213269,1,24,0,1200000,20,0,1009,0,0,0,18731
415,108,0,25108,213272,1,24,0,1200000,20,0,1010,0,0,0,18730
416,108,4,25106,213273,1,28,0,1200000,20,0,1011,0,0,0,18711
417,108,4,25107,213282,1,28,0,1200000,20,0,1012,0,0,0,18731
418,108,4,25107,213314,2,22,0,1800000,20,0,1013,0,0,0,18731
419,108,4,25108,213319,2,22,0,1800000,20,0,1014,0,0,0,18730
420,108,4,25105,213321,0,30,0,1800000,20,0,1015,0,0,0,18703
421,108,4,25107,213324,0,22,0,1800000,20,0,1016,0,0,0,18731
422,108,4,25108,213326,0,24,0,1800000,20,0,1017,0,0,0,18730
423,108,4,25106,213328,0,24,0,1800000,20,0,1018,0,0,0,18711
424,108,4,25109,213329,2,22,0,1800000,20,0,1019,0,0,0,18709
425,108,4,25107,213332,2,22,0,1800000,20,0,1020,0,0,0,18731
426,108,4,25108,213336,2,22,0,1800000,20,0,1021,0,0,0,18730
431,108,4,25571,213346,2,20,0,1800000,20,0,1026,0,0,0,19000
432,108,4,25105,213368,2,26,34,1800000,20,0,1027,1028,0,0,18703
434,108,4,25107,213372,2,26,34,1800000,20,0,1031,1032,0,0,18731
436,108,5,0,213377,0,0,0,3600000,0,0,1035,0,0,0,0
450,102,4,24882,221067,1,1,0,300000,10,0,1050,0,0,0,19243
454,108,4,25105,221450,0,26,0,1800000,20,0,1054,0,0,0,18703
455,108,4,25105,221451,0,26,0,1800000,20,0,1055,0,0,0,18703
468,116,4,26351,225891,1,1,0,300000,10,0,1103,0,0,0,19732
469,116,4,26351,225893,1,1,0,300000,10,0,1102,0,0,0,19732
470,116,4,26351,225894,1,1,0,300000,10,0,1101,0,0,0,19732
482,128,4,26502,229217,1,1,0,300000,10,0,1120,0,0,0,19768
483,128,4,26502,229218,1,1,0,300000,10,0,1121,0,0,0,19768
484,128,4,26502,229219,1,1,0,300000,10,0,1122,0,0,0,19768
490,130,4,26503,229236,1,1,0,300000,10,0,1143,0,0,0,19782
491,130,4,26503,229237,2,1,0,300000,10,0,1144,0,0,0,19782
552,132,4,26528,229384,1,20,26,600000,40,0,1385,1386,1387,0,19841
553,132,4,26531,229930,1,20,26,600000,40,0,1388,1389,1390,0,19844
554,132,4,26526,229949,1,24,28,600000,40,0,1391,1392,0,0,19839
555,132,4,26530,229967,1,24,28,600000,40,0,1393,1394,0,0,19843
556,132,4,26532,229972,1,24,28,600000,40,0,1395,1396,0,0,19845
557,132,4,26527,229979,1,26,0,600000,40,0,1397,0,0,0,19840
558,132,4,26529,230011,1,26,0,600000,40,0,1398,0,0,0,19842
559,132,4,26533,230012,1,26,0,600000,40,0,1399,0,0,0,19846
560,132,4,26526,230013,0,24,0,1200000,40,0,1400,0,0,0,19839
561,132,4,26530,230024,0,24,0,1200000,40,0,1401,0,0,0,19843
592,132,4,26526,230208,0,28,0,1200000,40,0,1522,0,0,0,19839
593,132,4,26529,230261,0,28,0,1200000,40,0,1523,0,0,0,19842
594,132,4,26533,230269,0,28,0,1200000,40,0,1524,0,0,0,19846
595,132,4,26528,230311,0,16,22,1200000,40,0,1525,1526,1527,0,19841
596,132,4,26532,230314,0,16,22,1200000,40,0,1528,1529,1530,0,19845
597,132,4,26528,230315,2,14,0,1200000,40,0,1531,0,0,0,19841
598,132,4,26530,230316,2,14,0,1200000,40,0,1534,0,0,0,19843
599,132,4,26532,230317,2,14,0,1200000,40,0,1535,0,0,0,19845
600,132,4,26526,230318,2,12,0,1200000,40,0,1536,0,0,0,19839
601,132,4,26527,230320,2,12,0,1200000,40,0,1537,0,0,0,19840
602,132,4,26529,230321,2,12,0,1200000,40,0,1538,0,0,0,19842
603,132,4,26531,230322,2,12,0,1200000,40,0,1539,0,0,0,19844
604,132,4,26529,230323,2,22,28,600000,40,0,1540,1541,1542,0,19842
605,132,4,26530,230327,2,22,28,600000,40,0,1543,1544,1545,0,19843
606,132,4,26533,230328,2,22,28,600000,40,0,1546,1547,1548,0,19846
607,132,4,26530,230330,2,22,0,300000,40,0,1549,0,0,0,19843
608,133,4,38904,230429,1,14,0,1200000,20,0,1552,0,0,0,30903
609,133,4,38889,230433,2,18,0,1800000,20,0,1553,0,0,0,30878
620,133,4,38897,230496,2,18,0,1800000,20,0,1595,0,0,0,30880
621,133,4,26578,230499,2,18,0,1800000,20,0,1596,0,0,0,19981
622,133,4,26577,230505,0,16,0,1800000,20,0,1597,0,0,0,19942
623,133,4,26578,230515,1,24,0,1200000,20,0,1598,0,0,0,19944
624,133,4,26577,230528,2,22,0,1800000,20,0,1599,0,0,0,19942
625,133,4,38888,230701,2,22,0,1800000,20,663,1600,0,0,0,30870
626,142,4,26541,230999,1,20,26,600000,40,0,1601,1602,1603,0,19856
627,142,4,26544,231000,1,20,31,600000,40,0,1605,1606,1607,0,19859
628,142,4,26538,231001,1,24,28,600000,40,0,1609,1610,0,0,19854
629,142,4,26543,231002,1,24,28,600000,40,0,1613,1614,0,0,19858
630,142,4,26545,231003,1,24,28,600000,40,0,1617,1618,0,0,19860
631,142,4,26540,231004,1,26,0,600000,40,0,1621,0,0,0,19855
632,142,4,26542,231005,1,26,0,600000,40,0,1625,0,0,0,19857
633,142,4,26546,231006,1,26,0,600000,40,0,1629,0,0,0,19861
634,142,4,26538,231007,0,24,0,1200000,40,0,1633,0,0,0,19854
635,142,4,26543,231008,0,24,0,1200000,40,0,1637,0,0,0,19858
636,142,4,26538,231009,0,35,0,1200000,40,0,1641,0,0,0,19854
637,142,4,26542,231010,0,35,0,1200000,40,0,1645,0,0,0,19857
638,142,4,26546,231011,0,35,0,1200000,40,0,1649,0,0,0,19861
639,142,4,26541,231012,0,16,22,1200000,40,0,1653,1654,1655,0,19856
640,142,4,26545,231013,0,16,22,1200000,40,0,1657,1658,1659,0,19860
641,142,4,26541,231014,2,14,0,1200000,40,0,1661,0,0,0,19856
642,142,4,26543,231015,2,14,0,1200000,40,0,1665,0,0,0,19858
643,142,4,26545,231016,2,14,0,1200000,40,0,1669,0,0,0,19860
644,142,4,26538,231017,2,13,0,1200000,40,0,1673,0,0,0,19854
645,142,4,26540,231018,2,13,0,1200000,40,0,1677,0,0,0,19855
646,142,4,26542,231019,2,13,0,1200000,40,0,1681,0,0,0,19857
647,142,4,26544,231020,2,13,0,1200000,40,0,1685,0,0,0,19859
648,142,4,26542,231021,2,22,28,600000,40,0,1689,1690,1691,0,19857
649,142,4,26543,231022,2,22,28,600000,40,0,1693,1694,1695,0,19858
650,142,4,26546,231023,2,22,28,600000,40,0,1697,1698,1699,0,19861
651,142,4,26543,231024,2,22,0,300000,40,0,1701,0,0,0,19858
662,133,4,26576,233178,2,22,0,1800000,20,0,1721,0,0,0,19941
663,133,4,38888,233180,1,14,0,1200000,20,0,1722,0,0,0,30870
664,133,4,26579,233187,1,24,0,1200000,20,0,1723,0,0,0,19945
665,133,4,38888,233219,1,16,24,1200000,20,663,1724,1726,0,0,30870
670,133,4,38900,234470,2,12,0,1800000,20,0,1730,0,0,0,30899
671,133,4,38900,234480,0,12,0,1800000,20,0,1731,0,0,0,30899
673,133,5,0,234608,0,0,0,3600000,0,0,1734,0,0,0,20371
677,11,4,27157,235772,2,17,0,1800000,10,0,1738,0,0,0,20596
678,11,4,27157,235847,2,16,0,1800000,10,0,1740,0,0,0,27209
679,11,4,27157,235857,0,16,4,1800000,10,0,1741,1742,0,0,20596
680,11,4,27170,235861,1,15,0,1200000,10,0,1743,0,0,0,20625
681,11,4,27170,235874,0,12,0,1800000,10,0,1745,0,0,0,20625
682,11,4,27170,235875,2,16,0,1800000,10,0,1747,0,0,0,20625
683,11,4,27170,235876,2,8,0,1800000,10,0,1748,0,0,0,20625
684,11,4,27174,235877,1,15,0,1200000,10,0,1749,0,0,0,20634
685,11,4,27174,235878,0,12,4,1800000,10,0,1751,1752,0,0,20634
686,11,4,27174,235879,2,16,0,1800000,10,0,1753,0,0,0,27384
687,11,4,27174,235880,0,8,0,1800000,10,0,1754,0,0,0,20634
688,11,4,27173,235881,1,15,0,1200000,10,0,1755,0,0,0,20645
689,11,4,27173,235882,0,12,4,1800000,10,0,1757,1758,0,0,20645
690,11,4,27173,235883,0,16,0,1800000,10,0,1759,0,0,0,27380
691,11,4,27173,235884,0,8,0,1800000,10,0,1760,0,0,0,20645
692,11,4,27200,235885,1,15,0,1200000,10,0,1761,0,0,0,20661
693,11,4,27200,235886,0,12,0,1800000,10,0,3006,0,0,0,20661
695,11,4,27200,235888,0,8,0,1800000,10,0,1766,0,0,0,20661
696,11,4,27171,235891,1,5,0,1200000,10,0,1767,0,0,0,20627
697,11,4,27171,235895,1,12,0,1200000,10,696,1768,0,0,0,20627
698,11,4,27172,235900,1,5,0,1200000,10,0,1769,0,0,0,27351
699,11,4,27172,235901,2,12,0,1800000,10,698,1770,0,0,0,27351
700,11,4,27175,235910,1,5,0,1200000,10,0,1771,0,0,0,20638
701,11,4,27175,235911,1,13,0,1200000,10,700,1772,0,0,0,20638
702,11,4,27176,235913,1,5,0,1200000,10,0,1773,0,0,0,20641
703,11,4,27176,235914,2,12,0,1800000,10,702,1774,0,0,0,20641
708,133,4,26577,236521,1,24,0,1200000,20,0,1779,0,0,0,20672
709,133,4,26576,236528,0,16,0,1800000,20,0,1780,0,0,0,19941
710,133,4,38903,236603,0,16,0,1800000,20,0,1781,0,0,0,20675
711,133,4,38903,236604,2,22,0,1800000,20,0,1782,0,0,0,20675
712,133,4,38903,236606,1,24,0,1200000,20,0,1783,0,0,0,20675
713,133,4,38901,236632,1,24,0,1200000,20,0,1784,0,0,0,30900
714,133,4,26579,236640,1,24,0,1200000,20,0,1785,0,0,0,19945
732,153,4,28510,246487,1,1,0,300000,10,0,1815,0,0,0,21794
733,153,4,28510,246526,1,1,0,300000,10,0,1816,0,0,0,21794
734,154,4,28511,246544,1,1,0,300000,10,0,1817,0,0,0,21799
735,154,4,28511,246545,1,1,0,300000,10,0,1821,0,0,0,21799
736,155,4,28512,246548,1,1,0,300000,10,0,1825,0,0,0,21802
737,155,4,28512,246549,1,1,0,300000,10,0,1829,0,0,0,21802
786,162,4,28895,249107,1,20,6,1200000,20,0,1924,1925,0,0,22329
787,162,4,28895,249108,1,22,6,1200000,20,0,1928,1929,0,0,22329
792,162,4,28898,249113,1,24,0,1200000,20,0,1948,0,0,0,22332
793,162,4,28896,249114,0,18,0,1800000,20,0,1952,0,0,0,22330
794,162,4,28895,249115,0,24,0,1800000,20,0,1956,0,0,0,22329
795,162,4,28895,249116,0,16,6,1800000,20,0,1960,1961,0,0,22329
796,162,4,28895,249117,2,18,0,1800000,20,0,1964,0,0,0,22329
797,162,4,28897,249118,2,20,6,1800000,20,0,1968,2517,0,0,22331
798,162,4,28896,249119,2,20,6,1800000,20,0,1972,1973,0,0,22330
810,162,4,28897,249150,1,20,6,1200000,20,0,2020,2021,0,0,22331
811,163,4,28998,249165,2,20,24,600000,40,0,2028,2029,0,0,22419
812,162,4,28898,249164,0,18,0,1800000,20,0,2024,0,0,0,22332
814,163,4,28998,249746,1,33,0,600000,40,0,2032,0,0,0,22419
815,163,4,29000,249757,1,33,0,600000,40,0,2034,0,0,0,22446
816,163,4,29003,249758,1,33,0,600000,40,0,2035,0,0,0,22469
818,163,4,28999,249763,2,14,18,600000,40,843,2039,2040,2041,0,22425
819,163,4,29001,249764,2,14,18,600000,40,0,2042,2043,2044,0,22452
820,163,4,29002,249765,2,14,18,600000,40,0,2045,2046,2047,0,22458
821,163,4,28997,249773,0,20,0,900000,40,0,2048,0,0,0,22412
822,163,4,28999,249775,0,20,0,900000,40,843,2049,0,0,0,22425
823,163,4,29003,249776,0,20,0,900000,40,0,2050,0,0,0,22469
824,163,4,28998,249782,0,19,24,900000,40,0,2051,2052,0,0,22419
825,163,4,29000,249785,0,19,24,900000,40,0,2053,2054,0,0,22446
826,163,4,29001,249786,0,19,24,900000,40,0,2055,2056,0,0,22452
827,163,4,29002,249787,0,19,24,900000,40,0,2057,2058,0,0,22458
828,163,4,28997,249789,2,12,16,900000,40,0,2059,2060,2061,0,22412
830,163,4,28999,249797,2,12,16,900000,40,843,2065,2066,2067,0,22425
831,163,4,29000,249798,2,12,16,900000,40,0,2068,2069,2070,0,22446
832,163,4,29001,249799,2,12,16,900000,40,0,2071,2072,2073,0,22452
833,163,4,29003,249800,2,12,16,900000,40,0,2074,2075,2076,0,22469
834,163,4,29000,249802,2,22,0,1200000,40,0,2077,0,0,0,22446
835,163,4,29001,249804,2,22,0,1200000,40,0,2080,0,0,0,22452
836,163,4,29002,249805,2,22,0,1200000,40,0,2081,0,0,0,22458
837,163,4,28997,249810,2,21,26,600000,40,0,2082,2083,0,0,22412
838,163,4,28999,249812,1,21,26,600000,40,843,2084,2085,0,0,22425
839,163,4,29000,249813,1,21,26,600000,40,0,2086,2087,0,0,22446
840,163,4,29001,249814,1,21,26,600000,40,0,2088,2089,0,0,22452
841,163,4,29003,249815,1,21,26,600000,40,0,2090,2091,0,0,22469
842,163,4,28998,249821,2,15,0,1200000,40,0,2092,0,0,0,22419
843,163,4,28999,249831,1,15,0,300000,40,0,2094,0,0,0,22425
844,163,4,29002,249832,2,15,0,1200000,40,0,2095,0,0,0,22458
845,163,1,0,249834,2,0,0,3600000,0,0,2096,0,0,0,22573
846,164,4,29005,249835,2,20,24,600000,40,0,2097,2098,0,0,22488
848,164,4,29005,249837,1,33,0,600000,40,0,2105,0,0,0,22488
849,164,4,29007,249838,1,33,0,600000,40,0,2109,0,0,0,22500
850,164,4,29010,249839,1,33,0,600000,40,0,2113,0,0,0,22475
852,164,4,29006,249841,2,14,18,600000,40,877,2121,2122,2123,0,22494
853,164,4,29008,249842,2,14,18,600000,40,0,2125,2126,2127,0,22511
854,164,4,29009,249843,2,14,18,600000,40,0,2129,2130,2131,0,22517
855,164,4,29004,249844,0,23,0,900000,40,0,2133,0,0,0,22481
856,164,4,29006,249845,0,23,0,900000,40,877,2137,0,0,0,22494
857,164,4,29010,249846,0,23,0,900000,40,0,2141,0,0,0,22475
858,164,4,29005,249847,0,19,24,900000,40,0,2145,2146,0,0,22488
859,164,4,29007,249848,0,19,24,900000,40,0,2149,2150,0,0,22500
860,164,4,29008,249849,0,19,24,900000,40,0,2153,2154,0,0,22511
861,164,4,29009,249850,0,19,24,900000,40,0,2157,2158,0,0,22517
862,164,4,29004,249851,2,12,16,900000,40,0,2161,2162,2163,0,22481
864,164,4,29006,249853,2,12,16,900000,40,877,2169,2170,2171,0,22494
865,164,4,29007,249854,2,12,16,900000,40,0,2173,2174,2175,0,22500
866,164,4,29008,249855,2,12,16,900000,40,0,2177,2178,2179,0,22511
867,164,4,29010,249856,2,12,16,900000,40,0,2181,2182,2183,0,22475
868,164,4,29007,249857,2,22,0,1200000,40,0,2185,0,0,0,22500
869,164,4,29008,249858,2,22,0,1200000,40,0,2189,0,0,0,22511
870,164,4,29009,249859,2,22,0,1200000,40,0,2193,0,0,0,22517
871,164,4,29004,249860,1,21,26,600000,40,0,2197,2198,0,0,22481
872,164,4,29006,249861,1,21,26,600000,40,877,2201,2202,0,0,22494
873,164,4,29007,249862,1,21,26,600000,40,0,2205,2206,0,0,22500
874,164,4,29008,249863,1,21,26,600000,40,0,2209,2210,0,0,22511
875,164,4,29010,249864,1,21,26,600000,40,0,2213,2214,0,0,22475
876,164,4,29005,249865,2,15,0,1200000,40,0,2217,0,0,0,22488
877,164,4,29006,249866,1,15,0,300000,40,0,2221,0,0,0,22494
878,164,4,29009,249867,2,15,0,1200000,40,0,2225,0,0,0,22517
879,164,1,0,249868,2,0,0,3600000,0,0,2229,0,0,0,22574
982,168,4,29761,252260,1,17,23,300000,40,0,2499,2500,0,0,23027
986,162,1,0,253823,1,0,0,3600000,0,0,2504,0,0,0,22996
987,168,4,29761,254530,0,12,22,600000,40,0,2505,2506,2507,0,38627
988,168,0,29761,254531,0,20,0,600000,40,0,2508,0,0,0,23027
989,168,4,29761,254532,2,12,21,600000,40,0,2510,4385,4386,0,23027
990,168,4,29761,254533,0,12,0,600000,40,0,2511,0,0,0,23027
997,168,4,29938,438544,2,12,0,1200000,40,0,2521,0,0,0,23143
999,168,4,29938,438543,0,16,0,1200000,40,0,2524,0,0,0,23143
1000,168,4,29938,438542,0,18,18,1200000,40,0,2526,0,0,0,23143
1003,4,0,12454,258880,1,20,15,25000,1,2,2529,2530,0,0,8815
1005,174,4,30766,271130,2,12,0,1200000,10,0,2532,0,0,0,23581
1006,174,4,30766,271133,1,22,0,600000,10,0,2533,0,0,0,23581
1007,174,4,30766,271141,1,22,0,600000,10,0,2534,0,0,0,23581
1008,174,4,30768,271142,2,12,0,1200000,10,0,2535,0,0,0,23582
1009,174,4,30768,271143,1,14,0,600000,10,0,2536,0,0,0,23582
1010,174,4,31467,271144,1,10,0,600000,10,0,2537,0,0,0,24238
1011,174,4,31467,271146,2,18,0,600000,10,0,2538,0,0,0,24238
1013,174,4,30769,271158,1,22,0,600000,10,0,2540,0,0,0,23583
1014,174,4,31468,271194,1,12,0,600000,10,0,2541,0,0,0,24240
1015,174,4,31854,271195,1,12,0,600000,10,0,2542,0,0,0,24540
1016,174,4,31469,273287,0,24,0,1200000,10,0,2543,0,0,0,24245
1017,176,4,31351,273043,1,22,0,600000,10,0,2544,0,0,0,24251
1018,176,4,31352,273109,1,22,0,600000,10,0,2545,0,0,0,24254
1019,176,4,31355,273110,1,22,0,600000,10,0,2546,0,0,0,24260
1020,176,4,31357,273112,1,22,0,600000,10,0,2547,0,0,0,24268
1021,176,4,31356,273116,1,11,0,600000,10,0,2548,0,0,0,24264
1022,176,4,31357,273126,1,11,0,600000,10,0,2549,0,0,0,24268
1023,176,0,31356,273129,1,11,0,600000,10,0,2550,0,0,0,24264
1024,176,0,31357,273130,1,11,0,600000,10,0,2551,0,0,0,24268
1025,176,4,31352,273131,0,12,0,1200000,10,0,2552,0,0,0,24254
1026,176,4,31355,273134,0,12,0,1200000,10,0,2553,0,0,0,24260
1027,176,4,31357,273135,0,12,0,1200000,10,0,2554,0,0,0,24268
1028,176,4,31351,273137,2,12,16,1200000,10,0,2555,2556,0,0,24251
