"ID","item2TypeId","level"
467,46,22
468,46,23
469,46,24
470,46,25
471,46,26
472,46,27
473,46,28
474,46,29
475,46,30
476,46,31
483,46,32
484,46,33
485,46,34
486,46,35
487,46,36
488,46,37
489,46,38
490,46,39
491,46,40
492,46,41
493,46,42
494,46,43
495,46,44
496,46,45
497,46,46
498,46,47
499,46,48
500,46,49
501,46,50
502,15,5
503,15,6
504,15,7
505,15,8
506,15,9
507,15,10
508,15,11
509,15,12
510,15,13
511,15,14
531,15,15
532,15,16
533,15,17
534,15,18
535,15,19
536,15,20
537,15,21
538,15,22
539,15,23
540,15,24
541,15,25
542,15,26
543,15,27
544,15,28
545,15,29
546,15,30
547,15,31
548,15,32
549,15,33
550,15,34
551,15,35
552,15,36
553,15,37
554,15,38
555,15,39
556,15,40
557,15,41
558,15,42
559,15,43
560,15,44
561,15,45
562,15,46
563,15,47
564,15,48
565,15,49
566,15,50
567,16,5
568,16,6
569,16,7
570,16,8
571,16,9
591,16,10
592,16,11
593,16,12
594,16,13
595,16,14
596,16,15
597,16,16
598,16,17
599,16,18
600,16,19
601,16,20
602,16,21
603,16,22
604,16,23
605,16,24
606,16,25
607,16,26
608,16,27
609,16,28
610,16,29
611,16,30
612,16,31
613,16,32
614,16,33
615,16,34
616,16,35
617,16,36
618,16,37
619,16,38
620,16,39
621,16,40
622,16,41
623,16,42
624,16,43
625,16,44
626,16,45
627,16,46
628,16,47
629,16,48
630,16,49
631,16,50
651,17,5
652,17,6
653,17,7
654,17,8
655,17,9
656,17,10
657,17,11
658,17,12
659,17,13
660,17,14
661,17,15
662,17,16
663,17,17
664,17,18
665,17,19
666,17,20
667,17,21
668,17,22
669,17,23
670,17,24
671,17,25
672,17,26
673,17,27
674,17,28
675,17,29
676,17,30
677,17,31
678,17,32
679,17,33
680,17,34
681,17,35
682,17,36
683,17,37
684,17,38
685,17,39
686,17,40
687,17,41
688,17,42
689,17,43
690,17,44
691,17,45
711,17,46
712,17,47
713,17,48
714,17,49
715,17,50
716,18,5
717,18,6
718,18,7
719,18,8
720,18,9
721,18,10
722,18,11
723,18,12
724,18,13
725,18,14
726,18,15
727,18,16
728,18,17
729,18,18
730,18,19
731,18,20
732,18,21
733,18,22
734,18,23
735,18,24
736,18,25
737,18,26
738,18,27
739,18,28
740,18,29
741,18,30
742,18,31
743,18,32
744,18,33
745,18,34
746,18,35
747,18,36
748,18,37
749,18,38
750,18,39
751,18,40
771,18,41
772,18,42
773,18,43
774,18,44
775,18,45
776,18,46
777,18,47
778,18,48
779,18,49
780,18,50
781,20,5
782,20,6
783,20,7
784,20,8
785,20,9
786,20,10
787,20,11
788,20,12
789,20,13
790,20,14
791,20,15
792,20,16
793,20,17
794,20,18
795,20,19
796,20,20
797,20,21
798,20,22
799,20,23
800,20,24
801,20,25
802,20,26
803,20,27
804,20,28
805,20,29
806,20,30
807,20,31
808,20,32
809,20,33
810,20,34
811,20,35
831,20,36
832,20,37
833,20,38
834,20,39
835,20,40
836,20,41
837,20,42
838,20,43
839,20,44
840,20,45
841,20,46
842,20,47
843,20,48
844,20,49
845,20,50
846,19,5
847,19,6
848,19,7
849,19,8
850,19,9
851,19,10
852,19,11
853,19,12
854,19,13
855,19,14
856,19,15
857,19,16
858,19,17
859,19,18
860,19,19
861,19,20
862,19,21
863,19,22
864,19,23
865,19,24
866,19,25
867,19,26
868,19,27
869,19,28
870,19,29
871,19,30
891,19,31
892,19,32
893,19,33
894,19,34
895,19,35
896,19,36
897,19,37
898,19,38
899,19,39
900,19,40
901,19,41
902,19,42
903,19,43
904,19,44
905,19,45
906,19,46
907,19,47
908,19,48
909,19,49
910,19,50
911,8,5
912,8,6
913,8,7
914,8,8
915,8,9
916,8,10
917,8,11
918,8,12
919,8,13
920,8,14
921,8,15
922,8,16
923,8,17
924,8,18
925,8,19
926,8,20
927,8,21
928,8,22
929,8,23
930,8,24
931,8,25
951,8,26
952,8,27
953,8,28
954,8,29
955,8,30
956,8,31
957,8,32
958,8,33
959,8,34
960,8,35
961,8,36
962,8,37
963,8,38
964,8,39
965,8,40
966,8,41
967,8,42
968,8,43
969,8,44
970,8,45
971,8,46
972,8,47
973,8,48
974,8,49
975,8,50
976,9,5
977,9,6
978,9,7
979,9,8
980,9,9
981,9,10
982,9,11
983,9,12
984,9,13
985,9,14
986,9,15
987,9,16
988,9,17
989,9,18
990,9,19
991,9,20
1011,9,21
1012,9,22
1013,9,23
1014,9,24
1015,9,25
1016,9,26
1017,9,27
1018,9,28
1019,9,29
1020,9,30
1021,9,31
1022,9,32
1023,9,33
1024,9,34
1025,9,35
1026,9,36
1027,9,37
1028,9,38
1029,9,39
1030,9,40
1031,9,41
1032,9,42
1033,9,43
1034,9,44
1035,9,45
1036,9,46
1037,9,47
1038,9,48
1039,9,49
1040,9,50
1041,10,5
1042,10,6
1043,10,7
1044,10,8
1045,10,9
1046,10,10
1047,10,11
1048,10,12
1049,10,13
1050,10,14
1051,10,15
1071,10,16
1072,10,17
1073,10,18
1074,10,19
1075,10,20
1076,10,21
1077,10,22
1078,10,23
1079,10,24
1080,10,25
1081,10,26
1082,10,27
1083,10,28
1084,10,29
1085,10,30
1086,10,31
1087,10,32
1088,10,33
1089,10,34
1090,10,35
1091,10,36
1092,10,37
1093,10,38
1094,10,39
1095,10,40
1096,10,41
1097,10,42
1098,10,43
1099,10,44
1100,10,45
1101,10,46
1102,10,47
1103,10,48
1104,10,49
1105,10,50
1106,11,5
1107,11,6
1108,11,7
1109,11,8
1110,11,9
1111,11,10
1131,11,11
1132,11,12
1133,11,13
1134,11,14
1135,11,15
1136,11,16
1137,11,17
1138,11,18
1139,11,19
1140,11,20
1141,11,21
1142,11,22
1143,11,23
1144,11,24
1145,11,25
1146,11,26
1147,11,27
1148,11,28
1149,11,29
1150,11,30
1151,11,31
1152,11,32
1153,11,33
1154,11,34
1155,11,35
1156,11,36
1157,11,37
1158,11,38
1159,11,39
1160,11,40
1161,11,41
1162,11,42
1163,11,43
1164,11,44
1165,11,45
1166,11,46
1167,11,47
1168,11,48
1169,11,49
1170,11,50
1171,13,5
1191,13,6
1192,13,7
1193,13,8
1194,13,9
1195,13,10
1196,13,11
1197,13,12
1198,13,13
1199,13,14
1200,13,15
1201,13,16
1202,13,17
1203,13,18
1204,13,19
1205,13,20
1206,13,21
1207,13,22
1208,13,23
1209,13,24
1210,13,25
1211,13,26
1212,13,27
1213,13,28
1214,13,29
1215,13,30
1216,13,31
1217,13,32
1218,13,33
1219,13,34
1220,13,35
1221,13,36
1222,13,37
1223,13,38
1224,13,39
1225,13,40
1226,13,41
1227,13,42
1228,13,43
1229,13,44
1230,13,45
1231,13,46
1248,13,47
1249,13,48
1250,13,49
1251,13,50
1252,12,5
1253,12,6
1254,12,7
1255,12,8
1256,12,9
1257,12,10
1258,12,11
1259,12,12
1260,12,13
1261,12,14
1262,12,15
1263,12,16
1274,12,17
1275,12,18
1276,12,19
1277,12,20
1278,12,21
1279,12,22
1280,12,23
1281,12,24
1282,12,25
1283,12,26
1284,12,27
1285,12,28
1286,12,29
1287,12,30
1288,12,31
1289,12,32
1300,12,33
1301,12,34
1308,12,35
1309,12,36
1310,12,37
1311,12,38
1312,12,39
1313,12,40
1314,12,41
1315,12,42
1316,12,43
1317,12,44
1318,12,45
1319,12,46
1320,12,47
1321,12,48
1332,12,49
1333,12,50
1334,1,5
1335,1,6
1336,1,7
1337,1,8
1338,1,9
1339,1,10
1340,1,11
1341,1,12
1342,1,13
1343,1,14
1344,1,15
1345,1,16
1346,1,17
1347,1,18
1358,1,19
1359,1,20
1360,1,21
1361,1,22
1368,1,23
1369,1,24
1370,1,25
1371,1,26
1372,1,27
1373,1,28
1374,1,29
1375,1,30
1376,1,31
1377,1,32
1378,1,33
1379,1,34
1390,1,35
1391,1,36
1392,1,37
1393,1,38
1394,1,39
1395,1,40
1396,1,41
1397,1,42
1398,1,43
1399,1,44
1400,1,45
1401,1,46
1402,1,47
1403,1,48
1404,1,49
1405,1,50
1419,2,5
1420,2,6
1421,2,7
1428,2,8
1429,2,9
1430,2,10
1431,2,11
1432,2,12
1433,2,13
1434,2,14
1435,2,15
1436,2,16
1437,2,17
1438,2,18
1439,2,19
1440,2,20
1441,2,21
1442,2,22
1443,2,23
1444,2,24
1445,2,25
1446,2,26
1447,2,27
1448,2,28
1449,2,29
1450,2,30
1451,2,31
1452,2,32
1453,2,33
1454,2,34
1455,2,35
1456,2,36
1457,2,37
1458,2,38
1459,2,39
1460,2,40
1461,2,41
1462,2,42
1463,2,43
1464,2,44
1465,2,45
1479,2,46
1480,2,47
1481,2,48
1484,2,49
1485,2,50
1486,3,5
1487,3,6
1488,3,7
1489,3,8
1490,3,9
1491,3,10
1492,3,11
1493,3,12
1494,3,13
1495,3,14
1496,3,15
1497,3,16
1498,3,17
1499,3,18
1500,3,19
1501,3,20
1502,3,21
1503,3,22
1504,3,23
1505,3,24
1506,3,25
1507,3,26
1508,3,27
1509,3,28
1510,3,29
1511,3,30
1512,3,31
1513,3,32
1514,3,33
1515,3,34
1516,3,35
1517,3,36
1518,3,37
1519,3,38
1520,3,39
1521,3,40
1535,3,41
1536,3,42
1537,3,43
1538,3,44
1539,3,45
1540,3,46
1541,3,47
1542,3,48
1543,3,49
1544,3,50
1545,4,5
1546,4,6
1547,4,7
1548,4,8
1549,4,9
1550,4,10
1551,4,11
1552,4,12
1553,4,13
1554,4,14
1555,4,15
1556,4,16
1557,4,17
1558,4,18
1559,4,19
1560,4,20
1561,4,21
1562,4,22
1563,4,23
1564,4,24
1565,4,25
1566,4,26
1567,4,27
1568,4,28
1569,4,29
1570,4,30
1571,4,31
1572,4,32
1573,4,33
1574,4,34
1575,4,35
1589,4,36
1590,4,37
1591,4,38
1592,4,39
1593,4,40
1594,4,41
1595,4,42
1596,4,43
1597,4,44
1598,4,45
1599,4,46
1600,4,47
1601,4,48
1602,4,49
1603,4,50
1604,6,5
1605,6,6
1606,6,7
1607,6,8
1608,6,9
1609,6,10
1610,6,11
1611,6,12
1612,6,13
1613,6,14
1614,6,15
1615,6,16
1616,6,17
1617,6,18
1618,6,19
1619,6,20
1620,6,21
1621,6,22
1622,6,23
1623,6,24
1624,6,25
1625,6,26
1626,6,27
1627,6,28
1628,6,29
1629,6,30
1643,6,31
1644,6,32
1645,6,33
1646,6,34
1647,6,35
1648,6,36
1649,6,37
1650,6,38
1651,6,39
1652,6,40
1653,6,41
1654,6,42
1655,6,43
1656,6,44
1657,6,45
1658,6,46
1659,6,47
1660,6,48
1661,6,49
1662,6,50
1663,5,5
1664,5,6
1665,5,7
1666,5,8
1667,5,9
1668,5,10
1669,5,11
1670,5,12
1671,5,13
1672,5,14
1673,5,15
1674,5,16
1675,5,17
1676,5,18
1677,5,19
1678,5,20
1679,5,21
1680,5,22
1681,5,23
1682,5,24
1683,5,25
1697,5,26
1698,5,27
1699,5,28
1700,5,29
1701,5,30
1702,5,31
1703,5,32
1704,5,33
1705,5,34
1706,5,35
1707,5,36
1708,5,37
1709,5,38
1710,5,39
1711,5,40
1712,5,41
1713,5,42
1714,5,43
1715,5,44
1716,5,45
1717,5,46
1718,5,47
1719,5,48
1720,5,49
1721,5,50
1722,298,5
1723,298,6
1724,298,7
1725,298,8
1726,298,9
1727,298,10
1728,298,11
1729,298,12
1730,298,13
1731,298,14
1732,298,15
1733,298,16
1734,298,17
1735,298,18
1736,298,19
1737,298,20
2462,298,21
2463,298,22
2464,298,23
2465,298,24
2466,298,25
2467,298,26
2468,298,27
2469,298,28
2470,298,29
2471,298,30
2472,298,31
2473,298,32
2474,298,33
2475,298,34
2476,298,35
2477,298,36
2478,298,37
2479,298,38
2480,298,39
2481,298,40
2482,298,41
2483,298,42
2484,298,43
2485,298,44
2486,298,45
2487,298,46
2488,298,47
2489,298,48
2490,298,49
2491,298,50
2492,299,5
2493,299,6
2494,299,7
2495,299,8
2496,299,9
2497,299,10
2498,299,11
2499,299,12
2500,299,13
2501,299,14
2502,299,15
2503,299,16
2504,299,17
2505,299,18
2506,299,19
2507,299,20
2508,299,21
2509,299,22
2510,299,23
2511,299,24
2512,299,25
2513,299,26
2514,299,27
2515,299,28
2516,299,29
2517,299,30
2518,299,31
2519,299,32
2520,299,33
2521,299,34
2522,299,35
2523,299,36
2524,299,37
2525,299,38
2526,299,39
2527,299,40
2528,299,41
2529,299,42
2530,299,43
2531,299,44
2532,299,45
2533,299,46
2534,299,47
2535,299,48
2536,299,49
2537,299,50
2538,53,5
2539,53,6
2540,53,7
2541,53,8
2542,53,9
2543,53,10
2544,53,11
2545,53,12
2546,53,13
2547,53,14
2548,53,15
2549,53,16
2550,53,17
2551,53,18
2552,53,19
2553,53,20
2554,53,21
2555,53,22
2556,53,23
2557,53,24
2558,53,25
2559,53,26
2560,53,27
2561,53,28
2562,53,29
2563,53,30
2564,53,31
2565,53,32
2566,53,33
2567,53,34
2568,53,35
2569,53,36
2570,53,37
2571,53,38
2572,53,39
2573,53,40
2574,53,41
2575,53,42
2576,53,43
2577,53,44
2578,53,45
2579,53,46
2580,53,47
2581,53,48
2582,53,49
2583,53,50
2584,301,5
2585,301,6
2586,301,7
2587,301,8
2588,301,9
2589,301,10
2590,301,11
2591,301,12
2592,301,13
2593,301,14
2594,301,15
2595,301,16
2596,301,17
2597,301,18
2598,301,19
2599,301,20
2600,301,21
2601,301,22
2602,301,23
2603,301,24
2604,301,25
2605,301,26
2606,301,27
2607,301,28
2608,301,29
2609,301,30
2610,301,31
2611,301,32
2612,301,33
2613,301,34
2614,301,35
2615,301,36
2616,301,37
2617,301,38
2618,301,39
2619,301,40
2620,301,41
2621,301,42
2622,301,43
2623,301,44
2624,301,45
2625,301,46
2626,301,47
2627,301,48
2628,301,49
2629,301,50
2630,155,5
2631,155,6
2632,155,7
2633,155,8
2634,155,9
2635,155,10
2636,155,11
2637,155,12
2638,155,13
2639,155,14
2640,155,15
2641,155,16
2642,155,17
2643,155,18
2644,155,19
2645,155,20
2646,155,21
2647,155,22
2648,155,23
2649,155,24
2650,155,25
2651,155,26
2652,155,27
2653,155,28
2654,155,29
2655,155,30
2656,155,31
2657,155,32
2658,155,33
2659,155,34
2660,155,35
2661,155,36
2662,155,37
2663,155,38
2664,155,39
2665,155,40
2666,155,41
2667,155,42
2668,155,43
2669,155,44
2670,155,45
2671,155,46
2672,155,47
2673,155,48
2674,155,49
2675,155,50
2676,51,52
2677,51,54
2678,0,0
2679,51,56
2680,51,60
2681,51,68
2682,51,70
2683,51,78
2684,51,80
2685,51,90
2686,51,96
2687,51,100
2688,51,116
2689,51,120
2690,51,65
2691,51,55
2692,51,75
2693,51,85
2694,51,95
2695,51,110
2696,204,52
2697,204,54
2698,0,0
2699,204,56
2700,204,60
2701,204,68
2702,204,70
2703,204,78
2704,204,80
2705,204,90
2706,204,96
2707,204,100
2708,204,116
2709,204,120
2710,204,65
2711,204,55
2712,204,75
2713,204,85
2714,204,95
2715,204,110
2716,79,52
2717,79,54
2718,0,0
2719,79,56
2720,79,60
2721,79,68
2722,79,70
2723,79,78
2724,79,80
2725,79,90
2726,79,96
2727,79,100
2728,79,116
2729,79,120
2730,79,65
2731,79,55
2732,79,75
2733,79,85
2734,79,95
2735,79,110
2745,48,52
2746,48,54
2747,0,0
2748,48,56
2749,48,60
2750,48,68
2751,48,70
2752,48,78
2753,48,80
2754,48,90
2755,48,96
2756,48,100
2757,48,116
2758,48,120
2759,48,65
2760,48,55
2761,48,75
2762,48,85
2763,48,95
2764,48,110
2765,45,52
2766,45,54
2767,0,0
2768,45,56
2769,45,60
2770,45,68
2771,45,70
2772,45,78
2773,45,80
2774,45,90
2775,45,96
2776,45,100
2777,45,116
2778,45,120
2779,45,65
2780,45,55
2781,45,75
2782,45,85
2783,45,95
2784,45,110
2785,46,52
2786,46,54
2787,0,0
2788,46,56
2789,46,60
2790,46,68
2791,46,70
2792,46,78
2793,46,80
2794,46,90
2795,46,96
2796,46,100
2797,46,116
2798,46,120
2799,46,65
2800,46,55
2801,46,75
2802,46,85
2803,46,95
2804,46,110
2805,15,52
2806,15,54
2807,0,0
2808,15,56
2809,15,60
2810,15,68
2811,15,70
2812,15,78
2813,15,80
2814,15,90
2815,15,96
2816,15,100
2817,15,116
2818,15,120
2819,15,65
2820,15,55
2821,15,75
2822,15,85
2823,15,95
2824,15,110
2825,16,52
2826,16,54
2827,0,0
2828,16,56
2829,16,60
2830,16,68
2831,16,70
2832,16,78
2833,16,80
2834,16,90
2835,16,96
2836,16,100
2837,16,116
2838,16,120
2839,16,65
2840,16,55
2841,16,75
2842,16,85
2843,16,95
2844,16,110
2845,17,52
2846,17,54
2847,0,0
2848,17,56
2849,17,60
2850,17,68
2851,17,70
2852,17,78
2853,17,80
2854,17,90
2855,17,96
2856,17,100
2857,17,116
2858,17,120
2859,17,65
2860,17,55
2861,17,75
2862,17,85
2863,17,95
2864,17,110
2865,18,52
2866,18,54
2867,0,0
2868,18,56
2869,18,60
2870,18,68
2871,18,70
2872,18,78
2873,18,80
2874,18,90
2875,18,96
2876,18,100
2877,18,116
2878,18,120
2879,18,65
2885,18,55
2886,18,75
2887,18,85
2888,18,95
2889,18,110
2890,20,52
2891,20,54
2892,0,0
2893,20,56
2894,20,60
2895,20,68
2896,20,70
2897,20,78
2898,20,80
2899,20,90
2900,20,96
2901,20,100
2902,20,116
2903,20,120
2904,20,65
2905,20,55
2906,20,75
2907,20,85
2908,20,95
2909,20,110
2910,19,52
2911,19,54
2912,0,0
2913,19,56
2914,19,60
2915,19,68
2916,19,70
2917,19,78
2918,19,80
2919,19,90
2920,19,96
2921,19,100
2922,19,116
2923,19,120
2924,19,65
2925,19,55
2926,19,75
2927,19,85
2928,19,95
2929,19,110
2930,8,52
2931,8,54
2932,0,0
2933,8,56
2934,8,60
2935,8,68
2936,8,70
2937,8,78
2938,8,80
2939,8,90
2940,8,96
2941,8,100
2942,8,116
2943,8,120
2944,8,65
2945,8,55
2946,8,75
2947,8,85
2948,8,95
2949,8,110
2950,9,52
2951,9,54
2952,0,0
2953,9,56
2954,9,60
2955,9,68
2956,9,70
2957,9,78
2958,9,80
2959,9,90
2960,9,96
2961,9,100
2962,9,116
2963,9,120
2964,9,65
2965,9,55
2966,9,75
2967,9,85
2968,9,95
2969,9,110
2970,10,52
3171,10,54
3172,0,0
3173,10,56
3174,10,60
3175,10,68
3176,10,70
3177,10,78
3178,10,80
3179,10,90
3180,10,96
3181,10,100
3182,10,116
3183,10,120
3184,10,65
3185,10,55
3186,10,75
3187,10,85
3188,10,95
3189,10,110
3190,11,52
3191,11,54
3192,0,0
3193,11,56
3194,11,60
3195,11,68
3196,11,70
3197,11,78
3198,11,80
3199,11,90
3200,11,96
3201,11,100
3202,11,116
3203,11,120
3204,11,65
3205,11,55
3206,11,75
3207,11,85
3208,11,95
3209,11,110
3210,13,52
3211,13,54
3212,0,0
3213,13,56
3214,13,60
3215,13,68
3216,13,70
3217,13,78
3218,13,80
3219,13,90
3220,13,96
3221,13,100
3222,13,116
3223,13,120
3224,13,65
3225,13,55
3226,13,75
3227,13,85
3228,13,95
3229,13,110
3230,12,52
3231,12,54
3232,0,0
3233,12,56
3234,12,60
3235,12,68
3236,12,70
3237,12,78
3238,12,80
3239,12,90
3240,12,96
3241,12,100
3242,12,116
3243,12,120
3244,12,65
3245,12,55
3246,12,75
3247,12,85
3248,12,95
3249,12,110
3250,1,52
3251,1,54
3252,0,0
3253,1,56
3254,1,60
3255,1,68
3256,1,70
3257,1,78
3258,1,80
3259,1,90
3260,1,96
3261,1,100
3262,1,116
3263,1,120
3264,1,65
3265,1,55
3266,1,75
3267,1,85
3268,1,95
3269,1,110
3270,2,52
3271,2,54
3272,0,0
3273,2,56
3274,2,60
3275,2,68
3276,2,70
3277,2,78
3278,2,80
3279,2,90
3280,2,96
3281,2,100
3282,2,116
3283,2,120
3284,2,65
3285,2,55
3286,2,75
3287,2,85
3288,2,95
3289,2,110
3290,3,52
3291,3,54
3292,0,0
3293,3,56
3294,3,60
3295,3,68
3296,3,70
3297,3,78
3298,3,80
3299,3,90
3300,3,96
3301,3,100
3302,3,116
3303,3,120
3304,3,65
3305,3,55
3306,3,75
3307,3,85
3308,3,95
3309,3,110
3310,4,52
3311,4,54
3312,0,0
3313,4,56
3314,4,60
3315,4,68
3316,4,70
3317,4,78
3318,4,80
3319,4,90
3320,4,96
3321,4,100
3322,4,116
3323,4,120
3324,4,65
3325,4,55
3326,4,75
3327,4,85
3328,4,95
3329,4,110
3330,6,52
3331,6,54
3332,0,0
3333,6,56
3334,6,60
3335,6,68
3336,6,70
3337,6,78
3338,6,80
3339,6,90
3340,6,96
3341,6,100
3342,6,116
3343,6,120
3344,6,65
3345,6,55
3346,6,75
3347,6,85
3348,6,95
3349,6,110
3350,5,52
3351,5,54
3352,0,0
3353,5,56
3354,5,60
3355,5,68
3356,5,70
3357,5,78
3358,5,80
3359,5,90
3360,5,96
3361,5,100
3362,5,116
3363,5,120
3364,5,65
3365,5,55
3366,5,75
3367,5,85
3368,5,95
3369,5,110
3370,298,52
3371,298,54
3372,0,0
3373,298,56
3374,298,60
3375,298,68
3376,298,70
3377,298,78
3378,298,80
3379,298,90
3380,298,96
3381,298,100
3382,298,116
3383,298,120
3384,298,65
3385,298,55
3386,298,75
3387,298,85
3388,298,95
3389,298,110
3390,299,52
3391,299,54
3392,0,0
3393,299,56
3394,299,60
3395,299,68
3396,299,70
3397,299,78
3398,299,80
3399,299,90
3400,299,96
3401,299,100
3402,299,116
3403,299,120
3404,299,65
3405,299,55
3406,299,75
3407,299,85
3408,299,95
3409,299,110
3410,53,52
3411,53,54
3412,0,0
3413,53,56
3414,53,60
3415,53,68
3416,53,70
3417,53,78
3418,53,80
3419,53,90
3420,53,96
3421,53,100
3422,53,116
3423,53,120
3424,53,65
3425,53,55
3426,53,75
3427,53,85
3428,53,95
3429,53,110
3430,301,52
3431,301,54
3432,0,0
3433,301,56
3434,301,60
3435,301,68
3436,301,70
3437,301,78
3438,301,80
3439,301,90
3440,301,96
3441,301,100
3442,301,116
3443,301,120
3444,301,65
3445,301,55
3446,301,75
3447,301,85
3448,301,95
3449,301,110
3450,155,51
3451,155,52
3452,155,53
3453,155,54
3454,155,55
3455,155,56
3456,155,57
3457,155,58
3458,155,59
3459,155,60
3460,155,61
3461,155,62
3462,155,63
3463,155,64
3464,155,65
3465,155,66
3466,155,67
3467,155,68
3468,155,69
3469,155,70
3470,0,0
3471,0,0
3472,0,0
3473,0,0
3474,0,0
3475,0,0
3476,0,0
3477,0,0
3478,0,0
3479,0,0
3480,0,0
3481,0,0
3482,0,0
3483,0,0
3484,0,0
3485,0,0
3486,0,0
3487,0,0
3488,0,0
3489,0,0
3490,0,0
3491,0,0
3492,0,0
3493,0,0
3494,0,0
3495,0,0
3496,0,0
3497,0,0
3498,0,0
3499,0,0
3500,0,0
3501,0,0
3502,0,0
3503,0,0
3504,0,0
3505,0,0
3506,0,0
3507,0,0
3508,0,0
3509,0,0
3510,0,0
3511,0,0
3512,0,0
3513,0,0
3514,0,0
3515,0,0
3516,0,0
3517,0,0
3518,0,0
3519,0,0
3520,0,0
3521,0,0
3522,0,0
3523,0,0
3524,0,0
3525,0,0
3526,0,0
3527,0,0
3528,0,0
3529,0,0
3530,0,0
3531,0,0
3532,0,0
3533,0,0
3534,0,0
3535,0,0
3536,0,0
3537,0,0
3538,0,0
3539,0,0
3540,0,0
3541,0,0
3542,0,0
3543,0,0
3544,0,0
3545,0,0
3546,0,0
3547,0,0
3548,0,0
3549,0,0
3550,0,0
3551,0,0
3552,0,0
3553,0,0
3554,0,0
3555,0,0
3556,0,0
3557,0,0
3558,0,0
3559,0,0
3560,0,0
3561,0,0
3562,0,0
3563,0,0
3564,0,0
3565,0,0
3566,0,0
3567,0,0
3568,0,0
3569,0,0
3570,0,0
3571,0,0
3572,0,0
3573,0,0
3574,0,0
3575,0,0
3576,0,0
3577,0,0
3578,0,0
3579,0,0
3580,0,0
3581,0,0
3582,0,0
3583,0,0
3584,0,0
3585,0,0
3586,0,0
3587,0,0
3588,0,0
3589,0,0
3590,0,0
3591,0,0
3592,0,0
3593,0,0
3594,0,0
3595,0,0
3596,0,0
3597,0,0
3598,0,0
3599,0,0
3600,0,0
3601,0,0
3602,0,0
3603,0,0
3604,0,0
3605,0,0
3606,0,0
3607,0,0
3608,0,0
3609,0,0
3610,0,0
3611,0,0
3612,0,0
3613,0,0
3614,0,0
3615,0,0
3616,0,0
3617,0,0
3618,0,0
3619,0,0
3620,0,0
3621,0,0
3622,0,0
3623,0,0
3624,0,0
3625,0,0
3626,0,0
3627,0,0
3628,0,0
3629,0,0
3630,0,0
3631,0,0
3632,0,0
3633,0,0
3634,0,0
3635,0,0
3636,0,0
3637,0,0
3638,0,0
