"ID","countResource00","countResource01","countResource02","countRecontributionResource00","countRecontributionResource01","countRecontributionResource02","spell4IdDisplay"
590,12,3,0,12,3,0,40746
591,12,3,0,12,3,0,40746
592,12,3,0,12,3,0,40746
593,12,3,2,12,3,2,40755
594,12,3,2,12,3,2,40755
595,12,3,2,12,3,2,40755
598,0,0,0,0,0,0,0
599,11,6,1,11,6,1,40753
600,11,6,1,11,6,1,40753
601,11,6,1,11,6,1,40753
602,8,3,0,8,3,0,40752
603,8,3,0,8,3,0,40752
604,8,6,1,8,6,1,28883
605,8,6,1,8,6,1,28883
606,8,6,1,8,6,1,28883
607,8,6,1,8,6,1,28883
608,8,6,1,8,6,1,28883
609,11,5,1,11,5,1,28880
610,11,5,1,11,5,1,28880
611,11,5,1,11,5,1,28880
612,0,0,0,0,0,0,28902
624,10,4,0,10,4,0,31308
625,10,4,0,10,4,0,31308
626,10,4,0,10,4,0,31308
627,10,4,0,10,4,0,31308
628,10,4,0,10,4,0,31308
629,11,5,1,11,5,1,31507
630,11,5,1,11,5,1,31507
631,11,5,1,11,5,1,31507
633,12,3,0,12,3,0,40746
634,12,3,0,12,3,0,40746
635,12,3,0,12,3,0,40746
636,12,3,2,12,3,2,40755
637,12,3,2,12,3,2,40755
638,12,3,2,12,3,2,40755
642,11,6,1,11,6,1,40753
643,11,6,1,11,6,1,40753
644,11,6,1,11,6,1,40753
645,8,3,0,8,3,0,40752
646,8,3,0,8,3,0,40752
647,8,6,1,8,6,1,28883
648,8,6,1,8,6,1,28883
649,8,6,1,8,6,1,28883
650,8,6,1,8,6,1,28883
651,8,6,1,8,6,1,28883
652,11,5,1,11,5,1,28880
653,11,5,1,11,5,1,28880
654,11,5,1,11,5,1,28880
655,0,0,0,0,0,0,28902
656,22,0,0,22,0,0,0
657,5,0,0,5,0,0,41222
658,10,0,0,0,0,0,0
816,10,0,0,0,0,0,0
817,10,0,0,0,0,0,0
818,10,0,0,0,0,0,0
819,20,0,0,0,0,0,0
820,20,0,0,0,0,0,0
821,40,0,0,0,0,0,0
823,10,0,0,0,0,0,0
824,10,0,0,0,0,0,0
825,10,0,0,0,0,0,0
826,10,0,0,0,0,0,0
827,10,0,0,0,0,0,0
828,10,0,0,0,0,0,0
829,10,0,0,0,0,0,0
830,10,0,0,0,0,0,0
831,10,0,0,0,0,0,0
832,10,0,0,0,0,0,0
833,10,0,0,0,0,0,0
834,10,0,0,0,0,0,0
835,10,0,0,0,0,0,0
836,10,0,0,0,0,0,0
837,10,0,0,0,0,0,0
838,10,0,0,0,0,0,0
839,10,0,0,0,0,0,0
840,10,0,0,0,0,0,0
841,10,0,0,0,0,0,0
842,10,0,0,0,0,0,0
843,10,0,0,0,0,0,0
844,10,0,0,0,0,0,0
845,10,0,0,0,0,0,0
846,10,0,0,0,0,0,0
847,10,0,0,0,0,0,0
848,10,0,0,0,0,0,0
849,10,0,0,0,0,0,0
850,10,0,0,0,0,0,0
851,10,0,0,0,0,0,0
852,10,0,0,0,0,0,0
853,10,0,0,0,0,0,0
854,10,0,0,0,0,0,0
855,10,0,0,0,0,0,0
856,10,0,0,0,0,0,0
857,5,0,0,0,0,0,0
858,15,0,0,0,0,0,0
859,25,0,0,0,0,0,0
860,5,0,0,0,0,0,0
861,20,0,0,0,0,0,0
862,20,0,0,0,0,0,0
863,20,0,0,0,0,0,0
864,20,0,0,0,0,0,0
865,25,0,0,0,0,0,0
866,5,0,0,0,0,0,0
867,20,0,0,0,0,0,0
868,10,0,0,0,0,0,0
869,5,0,0,0,0,0,0
870,10,0,0,0,0,0,0
871,25,0,0,0,0,0,0
872,5,0,0,0,0,0,0
873,20,0,0,0,0,0,0
874,20,0,0,0,0,0,0
875,20,0,0,0,0,0,0
876,40,0,0,0,0,0,0
877,5,0,0,0,0,0,0
878,5,0,0,0,0,0,0
879,10,0,0,0,0,0,0
880,5,0,0,0,0,0,0
881,5,0,0,0,0,0,0
882,10,0,0,0,0,0,0
883,5,0,0,0,0,0,0
884,5,0,0,0,0,0,0
885,5,0,0,0,0,0,0
886,20,0,0,0,0,0,0
887,20,0,0,0,0,0,0
888,40,0,0,0,0,0,0
890,10,0,0,0,0,0,0
891,5,0,0,0,0,0,0
902,15,0,0,0,0,0,0
914,12,4,0,12,4,0,45264
924,5,0,0,5,0,0,72139
973,6,0,0,6,0,0,40757
974,6,0,0,6,0,0,40757
975,6,0,0,6,0,0,40757
979,8,0,0,8,0,0,40758
991,10,0,0,0,0,0,29400
992,20,0,0,0,0,0,39216
993,30,0,0,0,0,0,26073
1001,5,0,0,5,0,0,40766
1002,5,0,0,5,0,0,40766
1003,5,0,0,5,0,0,40766
1004,8,7,0,8,7,0,31322
1006,8,7,0,8,7,0,31322
1007,8,7,0,8,7,0,31322
1008,10,7,0,10,7,0,40951
1009,10,7,0,10,7,0,40951
1010,10,7,0,10,7,0,40951
1011,14,7,0,14,7,0,31074
1012,14,7,0,14,7,0,31078
1013,12,5,0,12,5,0,40752
1014,12,5,0,12,5,0,40752
1015,16,7,0,16,7,0,40755
1016,12,5,0,12,5,0,40766
1017,14,5,0,14,5,0,40746
1018,14,5,0,14,5,0,40746
1019,10,6,0,10,6,0,40753
1020,10,6,0,10,6,0,40753
1021,10,6,0,10,6,0,40753
1026,10,5,0,10,5,0,31079
1027,14,6,0,14,6,0,25859
1028,20,7,0,20,7,0,31492
1031,14,6,0,14,6,0,25859
1032,20,7,0,20,7,0,31492
1035,0,0,0,0,0,0,0
1050,5,0,0,5,0,0,40503
1054,14,6,0,14,6,0,77296
1055,14,6,0,14,6,0,77297
1101,5,0,0,5,0,0,31322
1102,5,0,0,5,0,0,31497
1103,8,0,0,8,0,0,41421
1120,5,0,0,5,0,0,31308
1121,5,0,0,5,0,0,31500
1122,6,0,0,6,0,0,25859
1123,5,0,0,0,0,0,0
1127,5,0,0,5,0,0,0
1131,5,0,0,5,0,0,0
1135,5,0,0,5,0,0,0
1139,5,0,0,5,0,0,0
1143,5,0,0,5,0,0,31518
1144,6,0,0,6,0,0,36468
1145,10,2,0,10,2,0,0
1146,10,3,1,10,3,1,0
1149,10,2,0,10,2,0,0
1150,10,3,1,10,3,1,0
1153,10,2,0,10,2,0,0
1154,10,3,1,10,3,1,0
1157,10,2,0,10,2,0,0
1158,10,3,1,10,3,1,0
1161,6,3,0,6,3,0,0
1162,6,4,1,6,4,1,0
1165,6,3,0,6,3,0,0
1166,6,4,1,6,4,1,0
1169,6,3,0,6,3,0,0
1170,6,4,1,6,4,1,0
1173,6,3,0,6,3,0,0
1174,6,4,1,6,4,1,0
1177,8,2,0,8,2,0,0
1178,9,2,1,9,2,1,0
1179,9,3,2,9,3,2,0
1181,8,2,0,8,2,0,0
1182,9,2,1,9,2,1,0
1183,9,3,2,9,3,2,0
1185,8,2,0,8,2,0,0
1186,9,2,1,9,2,1,0
1187,9,3,2,9,3,2,0
1189,4,1,2,4,1,2,0
1193,4,1,2,4,1,2,0
1197,4,1,2,4,1,2,0
1201,8,5,0,8,5,0,0
1202,8,6,1,8,6,1,0
1205,8,5,0,8,5,0,0
1206,8,6,1,8,6,1,0
1209,5,6,1,5,6,1,0
1213,5,6,1,5,6,1,0
1217,9,5,2,9,5,2,0
1221,9,5,2,9,5,2,0
1225,12,1,0,12,1,0,0
1229,12,1,0,12,1,0,0
1233,12,1,0,12,1,0,0
1237,12,1,0,12,1,0,0
1241,9,3,1,9,3,1,0
1242,9,5,2,9,5,2,0
1245,9,3,1,9,3,1,0
1246,9,5,2,9,5,2,0
1249,9,3,1,9,3,1,0
1250,9,5,2,9,5,2,0
1253,0,0,0,0,0,0,0
1257,0,0,0,0,0,0,0
1261,0,0,0,0,0,0,0
1265,10,2,0,10,2,0,0
1266,10,3,1,10,3,1,0
1269,10,2,0,10,2,0,0
1270,10,3,1,10,3,1,0
1273,10,2,0,10,2,0,0
1274,10,3,1,10,3,1,0
1277,10,2,0,10,2,0,0
1278,10,3,1,10,3,1,0
1281,6,3,0,6,3,0,0
1282,6,4,1,6,4,1,0
1285,6,3,0,6,3,0,0
1286,6,4,1,6,4,1,0
1289,6,3,0,6,3,0,0
1290,6,4,1,6,4,1,0
1293,6,3,0,6,3,0,0
1294,6,4,1,6,4,1,0
1297,8,2,0,8,2,0,0
1298,9,2,1,9,2,1,0
1299,9,3,2,9,3,2,0
1301,8,2,0,8,2,0,0
1302,9,2,1,9,2,1,0
1303,9,3,2,9,3,2,0
1305,8,2,0,8,2,0,0
1306,9,2,1,9,2,1,0
1307,9,3,2,9,3,2,0
1309,4,1,2,4,1,2,0
1313,4,1,2,4,1,2,0
1317,4,1,2,4,1,2,0
1321,8,5,0,8,5,0,0
1322,8,6,1,8,6,1,0
1325,8,5,0,8,5,0,0
1326,8,6,1,8,6,1,0
1329,5,6,1,5,6,1,0
1333,5,6,1,5,6,1,0
1337,9,5,2,9,5,2,0
1341,9,5,2,9,5,2,0
1345,12,1,0,12,1,0,0
1349,12,1,0,12,1,0,0
1353,12,1,0,12,1,0,0
1357,12,1,0,12,1,0,0
1361,9,3,1,9,3,1,0
1362,9,5,2,9,5,2,0
1365,9,3,1,9,3,1,0
1366,9,5,2,9,5,2,0
1369,9,3,1,9,3,1,0
1370,9,5,2,9,5,2,0
1373,0,0,0,0,0,0,0
1377,0,0,0,0,0,0,0
1381,0,0,0,0,0,0,0
1385,8,6,0,8,6,0,31308
1386,9,6,1,9,6,1,31417
1387,10,6,2,10,6,2,31424
1388,8,6,0,8,6,0,31308
1389,9,6,1,9,6,1,31417
1390,10,6,2,10,6,2,31424
1391,13,4,1,13,4,1,26139
1392,14,4,2,14,4,2,31511
1393,13,4,1,13,4,1,26139
1394,14,4,2,14,4,2,31511
1395,13,4,1,13,4,1,26139
1396,14,4,2,14,4,2,31511
1397,17,3,1,17,3,1,31523
1398,17,3,1,17,3,1,31523
1399,17,3,1,17,3,1,31523
1400,15,3,1,15,3,1,40763
1401,15,3,1,15,3,1,40763
1522,9,5,3,9,5,3,40755
1523,9,5,3,9,5,3,40755
1524,9,5,3,9,5,3,40755
1525,8,4,0,8,4,0,40746
1526,10,5,0,10,5,0,40746
1527,11,5,1,11,5,1,40746
1528,8,4,0,8,4,0,40746
1529,10,5,0,10,5,0,40746
1530,11,5,1,11,5,1,40746
1531,10,2,0,10,2,0,40756
1534,10,2,0,10,2,0,40756
1535,10,2,0,10,2,0,40756
1536,7,1,1,7,1,1,27372
1537,7,1,1,7,1,1,27372
1538,7,1,1,7,1,1,27372
1539,7,1,1,7,1,1,27372
1540,10,6,0,10,6,0,31494
1541,11,6,1,11,6,1,31495
1542,12,6,2,12,6,2,31496
1543,10,6,0,10,6,0,31494
1544,11,6,1,11,6,1,31495
1545,12,6,2,12,6,2,31496
1546,10,6,0,10,6,0,31494
1547,11,6,1,11,6,1,31495
1548,12,6,2,12,6,2,31496
1549,13,3,1,13,3,1,31165
1552,10,2,0,10,2,0,31165
1553,10,4,0,10,4,0,40753
1595,10,4,0,10,4,0,40753
1596,10,4,0,10,4,0,40753
1597,10,3,0,10,3,0,40763
1598,14,5,0,14,5,0,32072
1599,14,4,0,14,4,0,25859
1600,14,4,0,14,4,0,25859
1601,8,6,0,8,6,0,31308
1602,9,6,1,9,6,1,31417
1603,10,6,2,10,6,2,31424
1605,8,6,0,8,6,0,31308
1606,9,6,1,9,6,1,31417
1607,10,6,2,10,6,2,31424
1609,13,4,1,13,4,1,26139
1610,14,4,2,14,4,2,31511
1613,13,4,1,13,4,1,26139
1614,14,4,2,14,4,2,31511
1617,13,4,1,13,4,1,26139
1618,14,4,2,14,4,2,31511
1621,17,3,1,17,3,1,31523
1625,17,3,1,17,3,1,31523
1629,17,3,1,17,3,1,31523
1633,15,3,1,15,3,1,40763
1637,15,3,1,15,3,1,40763
1641,14,6,3,14,6,3,40755
1645,14,6,3,14,6,3,40755
1649,14,6,3,14,6,3,40755
1653,8,4,0,8,4,0,40746
1654,10,5,0,10,5,0,40746
1655,11,5,1,11,5,1,40746
1657,8,4,0,8,4,0,40746
1658,10,5,0,10,5,0,40746
1659,11,5,1,11,5,1,40746
1661,10,2,0,10,2,0,40756
1665,10,2,0,10,2,0,40756
1669,10,2,0,10,2,0,40756
1673,8,1,1,8,1,1,27372
1677,8,1,1,8,1,1,27372
1681,8,1,1,8,1,1,27372
1685,8,1,1,8,1,1,27372
1689,10,6,0,10,6,0,31494
1690,11,6,1,11,6,1,31495
1691,12,6,2,12,6,2,31496
1693,10,6,0,10,6,0,31494
1694,11,6,1,11,6,1,31495
1695,12,6,2,12,6,2,31496
1697,10,6,0,10,6,0,31494
1698,11,6,1,11,6,1,31495
1699,12,6,2,12,6,2,31496
1701,13,3,1,13,3,1,31165
1721,14,4,0,14,4,0,24948
1722,10,2,0,10,2,0,31165
1723,14,5,0,14,5,0,32072
1724,12,2,0,12,2,0,31497
1726,16,4,0,16,4,0,31498
1730,6,3,0,6,3,0,40752
1731,8,2,0,8,2,0,40751
1734,0,0,0,0,0,0,0
1738,12,4,0,12,4,0,24948
1740,8,4,0,8,4,0,40753
1741,10,3,0,10,3,0,28883
1742,12,4,0,12,4,0,31482
1743,9,3,0,9,3,0,31308
1745,8,2,0,8,2,0,40746
1747,8,4,0,8,4,0,40753
1748,6,1,0,6,1,0,40752
1749,9,3,0,9,3,0,31308
1751,8,2,0,8,2,0,40746
1752,10,3,0,10,3,0,41509
1753,8,4,0,8,4,0,40753
1754,6,1,0,6,1,0,40752
1755,9,3,0,9,3,0,31308
1757,8,2,0,8,2,0,40746
1758,10,3,0,10,3,0,41509
1759,8,4,0,8,4,0,40753
1760,6,1,0,6,1,0,40752
1761,9,3,0,9,3,0,31308
1766,6,1,0,6,1,0,40752
1767,3,1,0,3,1,0,31165
1768,8,2,0,8,2,0,31494
1769,3,1,0,3,1,0,31165
1770,8,2,0,8,2,0,25859
1771,3,1,0,3,1,0,31165
1772,9,2,0,9,2,0,31322
1773,3,1,0,3,1,0,31165
1774,8,2,0,8,2,0,25859
1779,14,5,0,14,5,0,27380
1780,10,3,0,10,3,0,40763
1781,10,3,0,10,3,0,40763
1782,14,4,0,14,4,0,24948
1783,14,5,0,14,5,0,31503
1784,14,5,0,14,5,0,31500
1785,14,5,0,14,5,0,31518
1794,11,5,1,11,5,1,31417
1795,11,5,1,11,5,1,31417
1796,11,5,1,11,5,1,31417
1797,11,5,1,11,5,1,31417
1798,11,5,1,11,5,1,31417
1799,11,5,3,11,5,3,31508
1800,11,5,3,11,5,3,31508
1801,11,5,3,11,5,3,31508
1802,11,6,2,11,6,2,31482
1803,11,6,2,11,6,2,31482
1804,11,6,2,11,6,2,31482
1805,11,6,2,11,6,2,31482
1806,11,6,2,11,6,2,31482
1815,5,0,0,5,0,0,31308
1816,5,0,0,5,0,0,31494
1817,5,0,0,5,0,0,31308
1821,5,0,0,5,0,0,31494
1825,5,0,0,5,0,0,31308
1829,5,0,0,5,0,0,31494
1924,12,4,0,12,4,0,31308
1925,14,6,0,14,6,0,31417
1928,12,5,0,12,5,0,31500
1929,14,7,0,14,7,0,31501
1948,12,6,0,12,6,0,31518
1952,10,4,0,10,4,0,40751
1956,12,6,0,12,6,0,40763
1960,8,4,0,8,4,0,27372
1961,10,6,0,10,6,0,31434
1964,12,3,0,12,3,0,40752
1968,12,4,0,12,4,0,36510
1972,12,4,0,12,4,0,24948
1973,14,6,0,14,6,0,31480
2020,12,4,0,12,4,0,31308
2021,14,6,0,14,6,0,31417
2024,10,4,0,10,4,0,40751
2028,7,5,1,7,5,1,25859
2029,8,5,2,8,5,2,31492
2032,12,6,3,12,6,3,31518
2034,12,6,3,12,6,3,31518
2035,12,6,3,12,6,3,31518
2039,8,3,0,8,3,0,24948
2040,8,4,0,8,4,0,31480
2041,9,4,1,9,4,1,31481
2042,8,3,0,8,3,0,24948
2043,8,4,0,8,4,0,31480
2044,9,4,1,9,4,1,31481
2045,8,3,0,8,3,0,24948
2046,8,4,0,8,4,0,31480
2047,9,4,1,9,4,1,31481
2048,16,2,0,16,2,0,40746
2049,16,2,0,16,2,0,40746
2050,16,2,0,16,2,0,40746
2051,8,4,1,8,4,1,40766
2052,8,5,2,8,5,2,44068
2053,8,4,1,8,4,1,40766
2054,8,5,2,8,5,2,44068
2055,8,4,1,8,4,1,40766
2056,8,5,2,8,5,2,44068
2057,8,4,1,8,4,1,40766
2058,8,5,2,8,5,2,44068
2059,6,3,0,6,3,0,24948
2060,8,3,0,8,3,0,31480
2061,9,3,1,9,3,1,31481
2065,6,3,0,6,3,0,36510
2066,8,3,0,8,3,0,36666
2067,9,3,1,9,3,1,36667
2068,6,3,0,6,3,0,24948
2069,8,3,0,8,3,0,31480
2070,9,3,1,9,3,1,31481
2071,6,3,0,6,3,0,36510
2072,8,3,0,8,3,0,36666
2073,9,3,1,9,3,1,36667
2074,6,3,0,6,3,0,24948
2075,8,3,0,8,3,0,31480
2076,9,3,1,9,3,1,31481
2077,5,4,3,5,4,3,40753
2080,5,4,3,5,4,3,40753
2081,5,4,3,5,4,3,40753
2082,10,4,1,10,4,1,31497
2083,12,4,2,12,4,2,31498
2084,10,4,1,10,4,1,31497
2085,12,4,2,12,4,2,31498
2086,10,4,1,10,4,1,31497
2087,12,4,2,12,4,2,31498
2088,10,4,1,10,4,1,31497
2089,12,4,2,12,4,2,31498
2090,10,4,1,10,4,1,31497
2091,12,4,2,12,4,2,31498
2092,8,2,1,8,2,1,44073
2094,8,2,1,8,2,1,31165
2095,8,2,1,8,2,1,44073
2096,0,0,0,0,0,0,0
2097,7,5,1,7,5,1,25859
2098,8,5,2,8,5,2,31492
2105,12,6,3,12,6,3,31518
2109,12,6,3,12,6,3,31518
2113,12,6,3,12,6,3,31518
2121,8,3,0,8,3,0,24948
2122,8,4,0,8,4,0,31480
2123,9,4,1,9,4,1,31481
2125,8,3,0,8,3,0,36510
2126,8,4,0,8,4,0,36666
2127,9,4,1,9,4,1,36667
2129,8,3,0,8,3,0,24948
2130,8,4,0,8,4,0,31480
2131,9,4,1,9,4,1,31481
2133,16,2,1,16,2,1,40746
2137,16,2,1,16,2,1,40746
2141,16,2,1,16,2,1,40746
2145,8,4,1,8,4,1,40766
2146,8,5,2,8,5,2,44068
2149,8,4,1,8,4,1,40766
2150,8,5,2,8,5,2,44068
2153,8,4,1,8,4,1,40766
2154,8,5,2,8,5,2,44068
2157,8,4,1,8,4,1,40766
2158,8,5,2,8,5,2,44068
2161,6,3,0,6,3,0,24948
2162,8,3,0,8,3,0,31480
2163,9,3,1,9,3,1,31481
2169,6,3,0,6,3,0,36510
2170,8,3,0,8,3,0,36666
2171,9,3,1,9,3,1,36667
2173,6,3,0,6,3,0,24948
2174,8,3,0,8,3,0,31480
2175,9,3,1,9,3,1,31481
2177,6,3,0,6,3,0,24948
2178,8,3,0,8,3,0,31480
2179,9,3,1,9,3,1,31481
2181,6,3,0,6,3,0,24948
2182,8,3,0,8,3,0,31480
2183,9,3,1,9,3,1,31481
2185,5,4,3,5,4,3,40753
2189,5,4,3,5,4,3,40753
2193,5,4,3,5,4,3,40753
2197,10,4,1,10,4,1,31497
2198,12,4,2,12,4,2,31498
2201,10,4,1,10,4,1,31497
2202,12,4,2,12,4,2,31498
2205,10,4,1,10,4,1,31497
2206,12,4,2,12,4,2,31498
2209,10,4,1,10,4,1,31497
2210,12,4,2,12,4,2,31498
2213,10,4,1,10,4,1,31497
2214,12,4,2,12,4,2,31498
2217,8,2,1,8,2,1,44073
2221,8,2,1,8,2,1,31165
2225,8,2,1,8,2,1,44073
2229,0,0,0,0,0,0,0
2499,9,4,0,9,4,0,31325
2500,12,4,1,12,4,1,31452
2504,0,0,0,0,0,0,0
2505,6,3,0,6,3,0,28883
2506,8,4,0,8,4,0,31482
2507,10,6,1,10,6,1,31483
2508,10,5,0,10,5,0,40763
2510,6,3,0,6,3,0,24948
2511,6,3,0,6,3,0,40755
2517,14,6,0,14,6,0,36666
2521,12,6,1,12,6,1,36462
2524,10,4,2,10,4,2,40766
2526,14,6,3,14,6,3,40746
2529,2,0,0,0,0,0,24941
2530,2,3,0,0,0,0,41221
2532,8,2,0,8,2,0,25859
2533,12,5,0,12,5,0,31494
2534,12,5,0,12,5,0,31497
2535,8,2,0,8,2,0,24948
2536,10,2,0,10,2,0,31322
2537,8,1,0,8,1,0,26139
2538,12,3,0,12,3,0,24948
2540,12,5,0,12,5,0,31308
2541,10,1,0,10,1,0,27380
2542,10,1,0,10,1,0,27380
2543,12,6,0,12,6,0,34999
2544,12,5,0,12,5,0,31360
2545,12,5,0,12,5,0,31360
2546,12,5,0,12,5,0,31360
2547,12,5,0,12,5,0,31360
2548,9,1,0,9,1,0,31503
2549,9,1,0,9,1,0,31503
2550,9,1,0,9,1,0,40761
2551,9,1,0,9,1,0,40761
2552,10,1,0,10,1,0,40766
2553,10,1,0,10,1,0,40766
2554,10,1,0,10,1,0,40766
2555,8,2,0,8,2,0,24948
2556,10,3,0,10,3,0,31480
2557,8,2,0,8,2,0,24948
2558,10,3,0,10,3,0,31480
2559,8,2,0,8,2,0,24948
2560,10,3,0,10,3,0,31480
2561,8,2,0,8,2,0,24948
2562,10,3,0,10,3,0,31480
2563,8,6,0,8,6,0,25859
2564,0,0,0,0,0,0,0
2565,0,0,0,0,0,0,0
2566,8,4,0,8,4,0,31165
2569,8,5,0,8,5,0,24948
2571,8,5,0,8,5,0,31324
2572,8,7,0,8,7,0,31458
2573,10,4,0,10,4,0,27380
2574,6,2,0,6,2,0,40751
2575,10,4,0,10,4,0,25859
2576,10,5,0,10,5,0,40755
2577,8,1,0,8,1,0,40752
2578,10,4,0,10,4,0,40761
2579,10,5,0,10,5,0,27362
2580,10,4,0,10,4,0,40753
2581,8,4,0,8,4,0,40746
2582,8,2,0,8,2,0,34707
2583,8,4,0,8,4,0,31308
2584,10,5,0,10,5,0,31417
2587,6,6,0,6,6,0,25859
2588,12,0,0,12,0,0,40751
2589,8,3,0,8,3,0,31308
2590,12,0,0,12,0,0,40751
2591,5,1,0,5,1,0,40752
2592,10,4,0,10,4,0,31494
2593,12,3,0,12,3,0,31497
2594,12,0,0,12,0,0,40751
2595,5,0,0,5,0,0,7143
2609,0,0,0,0,0,0,0
2611,8,4,0,8,4,0,31363
2612,8,4,0,8,4,0,31363
2613,10,3,0,10,3,0,28618
2615,10,2,0,10,2,0,31323
2616,12,3,0,12,3,0,31456
2617,10,2,0,10,2,0,31322
2618,12,3,0,12,3,0,31454
2619,10,3,0,10,3,0,28618
2621,10,3,0,10,3,0,31494
2622,10,3,0,10,3,0,31494
2623,12,0,0,12,0,0,40766
2624,12,2,0,12,2,0,55373
2625,12,0,0,12,0,0,40766
2626,12,2,0,12,2,0,55373
2627,12,0,0,12,0,0,40766
2629,10,3,0,10,3,0,36510
2630,10,3,0,10,3,0,36510
2631,8,1,0,8,1,0,40752
2632,12,3,0,12,3,0,72139
2633,10,2,0,10,2,0,24948
2634,12,3,0,12,3,0,31480
2636,8,1,0,8,1,0,40751
2637,5,1,0,5,1,0,40755
2638,8,1,0,8,1,0,40753
2643,8,2,0,8,2,0,25859
2644,10,3,0,10,3,0,31492
2646,10,2,0,10,2,0,31308
2647,14,4,0,14,4,0,31417
2649,10,3,0,10,3,0,40763
2650,12,2,0,12,2,0,31494
2651,22,8,0,22,8,0,31495
2653,12,2,0,12,2,0,31325
2654,14,4,0,14,4,0,31452
2656,12,2,0,12,2,0,31497
2657,15,5,0,15,5,0,31498
