"ID","localizedTextIdTitle","miniMapMarkerId","overheadIconAssetPath"
185,158147,0,""
186,158360,0,""
187,160489,0,""
188,160730,0,""
189,161281,0,""
190,161293,0,""
191,161768,0,""
192,161769,0,""
193,161770,0,""
194,161771,0,""
195,161772,0,""
196,161773,0,""
197,161819,0,""
198,169185,0,""
199,169304,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
200,169554,0,""
201,170005,0,""
202,170093,0,""
203,170094,0,""
204,170095,0,""
205,171676,0,""
206,172586,0,""
207,172590,0,""
208,172591,0,""
209,172593,0,""
210,172658,0,""
211,172979,0,""
212,173235,0,""
213,177121,0,""
214,177878,0,""
215,181510,0,""
216,181895,0,""
217,183631,0,""
218,184160,0,""
219,184654,0,""
220,185420,0,""
221,188727,0,""
222,188798,0,""
223,188799,0,""
224,190130,0,""
225,190756,0,""
226,192179,0,""
227,193566,0,""
233,195169,0,""
234,196011,73,""
235,196012,73,""
236,196121,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
237,196473,0,""
238,200712,0,""
239,200714,0,""
240,200718,0,""
241,200719,0,""
242,200720,0,""
243,200849,0,""
244,203173,0,""
245,203174,0,""
246,205895,0,""
248,210948,0,""
249,211624,0,""
251,212520,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
252,212521,0,""
253,212522,73,""
255,212524,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
257,212526,84,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
258,212527,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
259,212528,73,""
260,212529,84,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
261,212530,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
262,212531,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
263,212532,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
264,212533,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
266,212535,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
267,213187,0,""
268,215582,0,""
269,222705,0,""
270,222832,0,""
272,224594,0,""
273,224654,0,""
274,228473,0,""
275,228474,0,""
276,228475,0,""
277,228476,0,""
278,228477,0,""
279,228478,0,""
280,228479,0,""
281,230026,0,""
282,230312,0,""
283,230313,0,""
284,230457,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Path.m3"
285,230462,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
286,231402,0,""
287,233137,0,""
288,234386,0,""
289,237008,0,""
290,240154,0,""
291,243901,0,""
292,247370,0,""
293,247898,0,""
294,249210,75,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Path.m3"
295,251368,0,""
297,257689,0,""
298,258736,0,""
299,258737,0,""
300,258738,0,""
301,258739,0,""
302,258740,0,""
303,258741,0,""
304,260584,0,""
317,285290,0,""
318,288166,74,""
319,288167,74,""
320,288171,74,""
321,291900,0,""
322,297843,0,""
323,299048,0,""
324,308593,0,""
325,308681,0,""
326,309122,83,""
327,309504,0,""
328,312716,0,""
329,314593,0,""
330,314594,0,""
331,314595,0,""
332,315406,0,""
333,316589,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
334,323906,83,""
335,326624,0,""
336,327822,83,""
338,352962,0,""
339,360564,0,""
340,366092,0,""
341,367053,0,""
342,367071,0,""
343,367425,0,""
344,370076,0,""
345,371830,0,""
346,371840,0,""
347,372153,0,""
348,373355,0,""
349,373356,0,""
350,373508,84,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
351,373510,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
352,373757,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
353,373773,0,""
354,373798,0,""
355,379299,0,""
356,380483,0,""
357,381777,0,""
358,383660,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
359,387438,0,""
360,388541,0,""
361,390722,0,""
362,390723,0,""
363,392512,0,""
364,0,0,""
366,396810,0,""
368,406051,0,""
369,414687,0,""
370,414690,0,""
371,414691,0,""
372,414815,84,""
373,414816,74,""
374,414820,74,""
375,414821,74,""
376,414822,74,""
377,414823,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
378,415929,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
379,416032,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
380,418741,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
381,420883,0,""
382,421148,0,""
383,426502,0,""
384,428501,0,""
385,429125,0,""
386,429126,0,""
387,429167,0,""
388,430840,0,""
389,434224,0,""
391,448761,0,""
392,460542,0,""
393,460557,0,""
394,465466,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
395,466334,0,""
396,466512,78,""
397,469939,75,""
398,472041,75,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Dye.m3"
399,472044,75,""
400,473735,0,""
401,473952,73,""
402,474430,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
403,479136,0,""
404,483651,80,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Renown.m3"
405,485860,0,""
406,487943,86,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_PrestigePVP.m3"
407,487951,86,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_PrestigePVP.m3"
408,498213,0,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
409,499078,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
410,511624,0,""
411,519282,0,""
412,520844,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
413,520855,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
414,524991,0,""
415,526793,76,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_ElderGem.m3"
416,528557,0,""
418,537458,0,""
419,537565,0,""
420,538562,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
421,539417,85,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_PrestigePVP.m3"
422,539418,87,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_PrestigePVP.m3"
423,542363,0,""
424,543749,0,""
425,543750,0,""
426,543752,0,""
427,543753,0,""
428,543754,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
429,543755,0,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
430,547328,0,""
432,557999,81,""
433,558005,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
434,558016,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
435,558018,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
436,558022,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
437,558023,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
438,558039,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
439,558040,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
441,559428,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
442,559429,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
443,559430,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
444,559431,0,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
445,566914,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_ShadyGoods.m3"
446,569129,0,""
447,569130,0,""
448,569131,0,""
449,569143,0,""
450,569264,0,""
451,569617,73,""
452,569756,0,""
453,571650,0,""
454,572243,0,""
455,574728,0,""
456,587175,0,""
457,592810,0,""
458,595805,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
459,596097,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
460,596392,75,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_GeneralGoods.m3"
461,596402,75,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_GeneralGoods.m3"
462,596416,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
463,596417,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
464,596420,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
465,596421,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
466,596547,0,""
467,598450,0,""
468,609810,0,""
469,609830,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
470,609880,73,""
471,609881,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
472,609882,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
473,609883,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
474,609884,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
475,609885,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Corporate.m3"
476,611538,0,""
477,611541,74,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
478,611542,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
479,611545,81,""
480,611704,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
481,611710,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
482,611900,0,""
483,611914,0,""
484,612671,0,""
485,613731,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Path.m3"
486,614645,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Path.m3"
487,616875,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
488,616876,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
489,618332,0,""
490,618333,0,""
491,620120,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
492,620888,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Path.m3"
493,621894,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Path.m3"
494,625918,0,""
497,629694,0,""
498,629961,0,""
499,629964,0,""
500,629965,0,""
501,630431,0,""
502,632878,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
503,634135,0,""
505,637749,0,""
506,638145,79,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Mount.m3"
508,639115,0,""
509,639557,73,""
510,639576,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
511,639577,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
512,639578,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
513,639579,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
514,639580,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
515,639581,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
516,639594,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
517,639599,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
518,641133,73,""
519,644443,79,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Mount.m3"
520,644444,79,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Mount.m3"
521,644445,79,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Mount.m3"
522,644448,79,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Mount.m3"
523,644453,73,""
524,648693,0,""
525,652245,0,""
526,669598,0,""
527,669605,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Glory.m3"
528,669606,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Glory.m3"
529,669619,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Renown.m3"
530,669620,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Renown.m3"
531,672565,0,""
533,676786,0,""
534,677275,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
535,679937,0,""
536,680718,0,""
537,681803,0,""
538,682365,0,""
539,682366,0,""
540,682367,0,""
541,682368,0,""
542,682585,75,""
543,682586,83,""
544,682587,81,""
545,682588,73,""
546,682589,79,""
547,682590,81,""
548,682591,81,""
549,682592,75,""
550,682593,81,""
551,682594,74,""
552,682595,83,""
553,682597,83,""
554,683651,0,""
555,683980,0,""
556,685162,0,""
557,687774,0,""
558,689129,0,""
559,690012,73,""
560,690191,0,""
561,690363,0,""
562,690364,0,""
563,0,78,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Housing.m3"
564,695984,81,""
565,695987,81,""
566,699681,0,""
567,703136,0,""
570,718650,0,""
571,719015,73,""
572,719716,97,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Lopp.m3"
573,721707,83,"UI\Interface\Overheads\UI_CRB_Overhead_A_RuneCraftingStation.m3"
574,721749,83,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Tradeskill.m3"
575,733761,0,""
576,734055,0,""
577,734056,0,""
578,735783,0,""
579,735784,0,""
580,735785,0,""
581,736441,0,""
582,738998,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
583,739580,0,""
584,739581,0,""
585,741518,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_GeneralGoods.m3"
587,741686,83,"UI\Interface\Overheads\UI_CRB_Overhead_A_RuneCraftingStation.m3"
588,743158,0,""
589,743159,0,""
590,743160,0,""
591,743161,0,""
593,743594,82,""
595,743703,78,""
596,745389,0,""
597,745390,0,""
598,745391,0,""
599,745392,0,""
600,745393,0,""
601,745394,0,""
602,745395,0,""
603,745799,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Quartermaster.m3"
604,749294,81,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Reputation.m3"
605,753835,0,""
606,758637,73,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Glory.m3"
607,761463,97,"UI\Interface\Overheads\Vendors\UI_CRB_Overhead_A_Vendor_Lopp.m3"
608,762142,0,""
609,762192,81,""
610,770395,0,""
611,770588,78,""
612,771125,0,"UI\Interface\Overheads\UI_CRB_Overhead_A_RuneCraftingStation.m3"
