"ID","localizedTextIdBody","soundEventId","windowTypeId","durationMS","prerequisiteId","storyPanelStyleEnum"
297,59068,0,1,6000,0,0
298,59081,0,1,6000,0,0
299,59136,0,1,8000,0,0
300,59379,0,1,6000,0,0
301,59480,0,1,8000,0,0
302,59511,0,1,8000,0,0
303,59748,0,1,8000,0,0
304,60203,0,1,6000,0,0
305,60289,0,1,7000,0,0
306,60664,0,1,10000,0,0
307,60665,0,1,10000,0,0
308,60666,0,1,10000,0,0
309,60667,0,1,10000,0,0
310,60668,0,1,10000,0,0
311,60669,0,1,10000,0,0
312,60670,0,1,10000,0,0
313,60671,0,1,10000,0,0
314,60672,0,1,10000,0,0
315,60678,0,2,6000,0,0
316,61059,0,2,3000,0,0
317,61060,0,2,3000,0,0
318,61374,0,1,5000,0,0
319,61495,0,1,5000,0,0
320,61496,0,1,5000,0,0
321,61497,0,1,5000,0,0
322,61561,0,1,8000,0,0
323,61608,0,1,12000,0,0
324,61611,0,1,8000,0,0
325,61798,0,2,24000,0,0
326,61799,0,2,24000,0,0
327,61805,0,1,8000,0,0
328,61970,0,1,6000,0,0
329,61972,0,1,6000,0,0
330,62000,0,1,6000,0,0
331,62056,0,1,8000,0,0
332,62079,0,1,2000,0,0
333,62080,0,1,2000,0,0
334,62081,0,1,2000,0,0
335,62082,0,1,2000,0,0
336,62083,0,1,2000,0,0
337,62084,0,1,2000,0,0
338,62085,0,1,2000,0,0
339,62086,0,1,2000,0,0
340,62087,0,1,2000,0,0
341,62088,0,1,2000,0,0
342,62097,0,1,4000,0,0
343,62420,0,1,10000,0,0
344,62665,0,1,8000,0,0
345,62685,0,1,6000,0,0
346,67553,0,1,25000,0,0
347,67552,0,1,25000,0,0
348,67551,0,1,25000,0,0
349,63032,0,1,8000,0,0
350,63054,0,1,6000,0,0
351,63055,0,1,6000,0,0
352,63150,0,1,8000,0,0
353,63553,0,1,6000,0,0
354,63602,0,1,8000,0,0
355,63613,0,1,8000,0,0
356,63717,0,1,8000,0,0
357,63873,0,1,6000,0,0
358,64055,0,1,10000,0,0
359,64133,0,1,8000,0,0
360,64769,0,1,8000,0,0
361,64770,0,1,8000,0,0
362,64755,0,1,6000,0,0
363,64757,0,1,6000,0,0
364,64759,0,1,6000,0,0
365,65415,0,1,5000,0,0
366,66072,0,1,5000,0,0
367,66174,0,1,8000,0,0
368,66652,0,1,12000,0,0
369,66653,0,1,12000,0,0
370,66654,0,1,12000,0,0
371,66655,0,1,12000,0,0
372,66656,0,1,12000,0,0
373,66871,0,1,12000,0,0
374,66872,0,1,12000,0,0
375,66895,0,1,15000,0,0
376,66947,0,1,10000,0,0
377,67036,0,1,6000,0,0
378,67037,0,1,6000,0,0
379,67049,0,1,10000,0,0
380,67189,0,1,5000,0,0
381,67197,0,1,3000,0,0
382,67198,0,1,3000,0,0
383,67217,0,1,6000,0,0
384,67580,0,1,6000,0,0
385,67588,1578,1,10000,0,0
386,67718,0,1,6000,0,0
387,67757,0,1,6000,0,0
388,67861,0,1,8000,0,0
389,67863,0,1,8000,0,0
390,67865,0,1,8000,0,0
391,67887,0,1,5000,0,0
392,67890,0,1,5000,0,0
393,68095,0,1,6000,0,0
394,68217,0,1,10000,0,0
395,68507,0,1,8000,0,0
396,68765,0,1,3000,0,0
397,68766,0,1,3000,0,0
398,68793,0,1,8000,0,0
399,68794,0,1,8000,0,0
400,68795,0,1,8000,0,0
401,68816,0,1,10000,0,0
402,68817,0,1,8000,0,0
403,68818,0,1,8000,0,0
404,68819,0,1,10000,0,0
405,68963,0,1,6000,0,0
406,68964,0,1,6000,0,0
407,68965,0,1,6000,0,0
408,68966,0,1,6000,0,0
409,68967,0,1,6000,0,0
410,68968,0,1,6000,0,0
411,68969,0,1,6000,0,0
412,69138,0,1,6000,0,0
413,69139,0,1,3000,0,0
414,69140,0,1,3000,0,0
415,69141,0,1,3000,0,0
416,69142,0,1,3000,0,0
417,69195,0,1,5000,0,0
418,69379,0,1,5000,0,0
419,69380,0,1,5000,0,0
420,69385,0,1,5000,0,0
421,69394,0,1,6000,0,0
422,69757,0,1,6000,0,0
424,69805,0,1,6000,0,0
425,69916,0,1,6000,0,0
426,70380,0,1,8000,0,0
427,0,0,1,0,0,0
428,70841,0,1,6000,0,0
429,70880,0,1,6000,0,0
430,70886,0,1,8000,0,0
431,70930,1578,1,10000,0,0
432,70931,0,1,10000,0,0
433,70991,0,1,4000,0,0
434,70992,0,1,4000,0,0
435,70995,0,1,6000,0,0
436,71032,0,1,6000,0,0
437,71033,0,1,6000,0,0
438,71034,0,1,6000,0,0
439,71156,0,2,12000,0,0
440,71157,0,2,18000,0,0
441,71179,0,1,10000,0,0
442,71182,0,1,10000,0,0
443,71183,0,1,10000,0,0
444,71184,0,1,10000,0,0
445,71185,0,1,20000,0,0
446,71186,0,1,10000,0,0
447,71191,0,1,20000,0,0
448,71196,0,2,12000,0,0
449,71197,0,2,12000,0,0
450,71198,0,2,12000,0,0
451,71199,0,2,12000,0,0
452,71200,0,2,12000,0,0
453,71201,0,2,12000,0,0
454,71202,0,2,12000,0,0
455,71203,0,2,12000,0,0
456,71204,0,2,12000,0,0
457,71205,0,2,12000,0,0
458,71206,0,2,12000,0,0
459,71207,0,2,12000,0,0
460,71210,0,2,12000,0,0
461,71211,0,2,12000,0,0
462,71212,0,2,12000,0,0
463,71291,0,1,4000,0,0
464,71332,0,1,4000,0,0
465,71416,0,1,8000,0,0
466,71428,0,1,6000,0,0
467,71496,0,1,4000,0,0
468,71497,0,1,4000,0,0
469,71759,0,1,6000,0,0
470,71864,0,1,4000,0,0
471,71965,0,1,4000,0,0
472,71966,0,1,4000,0,0
473,71967,0,1,4000,0,0
474,71968,0,1,4000,0,0
475,71969,0,1,4000,0,0
476,71986,0,1,15000,0,0
477,72004,0,1,22000,0,0
478,72013,0,1,15000,0,0
479,72034,0,1,10000,0,0
480,72035,0,1,7000,0,0
481,72036,0,1,7000,0,0
482,72081,0,1,18000,0,0
483,72082,0,1,15000,0,0
484,72091,0,1,15000,0,0
485,72092,0,1,15000,0,0
486,72093,0,1,15000,0,0
487,72094,0,1,18000,0,0
488,72140,0,1,15000,0,0
489,72141,0,1,15000,0,0
490,72228,0,1,11000,0,0
491,72244,0,1,6000,0,0
492,72247,0,1,6000,0,0
493,72248,0,1,6000,0,0
494,72251,0,1,8000,0,0
495,72380,0,1,6000,0,0
496,72520,0,1,22000,0,0
497,72553,0,1,6000,0,0
498,72554,0,1,6000,0,0
499,72632,0,1,5000,0,0
500,72633,0,1,5000,0,0
501,72666,0,1,3000,0,0
502,73348,0,1,20000,0,0
503,73469,0,1,6000,0,0
504,73528,0,1,4000,0,0
505,73530,0,1,5000,0,0
506,73533,0,1,5000,0,0
507,73534,0,1,5000,0,0
508,73550,0,1,6000,0,0
509,73585,5629,1,10000,0,0
510,73588,5629,1,10000,0,0
511,73590,5629,1,10000,0,0
512,73602,0,1,6000,0,0
513,73603,0,1,6000,0,0
514,73604,5629,1,10000,0,0
515,73605,5629,1,10000,0,0
516,73606,5629,1,10000,0,0
517,73609,5629,1,10000,0,0
518,73622,5629,1,10000,0,0
519,73866,0,1,6000,0,0
520,73875,0,1,6000,0,0
521,73923,0,1,16000,0,0
522,73924,0,1,8000,0,0
523,73925,0,1,8000,0,0
524,73926,0,1,8000,0,0
525,73927,0,1,8000,0,0
526,73929,0,1,10000,0,0
527,73954,0,1,6000,0,0
528,73994,0,1,6000,0,0
529,73999,0,1,6000,0,0
530,74000,0,1,6000,0,0
531,73958,0,1,6000,0,0
532,74001,0,1,6000,0,0
533,74056,0,1,6000,0,0
534,74104,0,1,5000,0,0
535,74115,4312,1,10000,0,0
536,74153,0,1,4000,0,0
537,74154,0,1,4000,0,0
538,74158,0,1,4000,0,0
539,74159,0,1,4000,0,0
540,74160,0,1,4000,0,0
541,74161,0,1,4000,0,0
542,74162,0,1,4000,0,0
543,74163,0,1,4000,0,0
544,74164,0,1,4000,0,0
545,74165,0,1,4000,0,0
546,74166,0,1,4000,0,0
547,74184,0,1,4000,0,0
548,74191,0,1,4000,0,0
549,74315,0,1,6000,0,0
550,74349,0,1,4000,0,0
551,74411,0,1,6000,0,0
552,74539,0,1,6000,0,0
553,74540,0,1,6000,0,0
554,74618,0,1,5000,0,0
555,74788,5630,1,10000,0,0
556,75089,5630,1,10000,0,0
557,75169,5630,1,11000,0,0
558,75312,0,1,6000,0,0
559,75318,0,1,11000,0,0
560,75405,5629,1,10000,0,0
561,75406,4674,1,10000,0,0
562,75468,0,1,4000,0,0
563,75478,0,1,5000,0,0
564,75602,0,1,2000,0,0
565,75603,0,1,2000,0,0
566,75604,0,1,2000,0,0
567,75605,0,1,2000,0,0
568,75649,0,1,5000,0,0
569,75650,0,1,5000,0,0
570,75651,0,1,5000,0,0
571,75652,0,1,5000,0,0
572,75653,0,1,5000,0,0
573,75897,0,1,6000,0,0
574,75904,0,1,4000,0,0
575,75905,0,1,4000,0,0
576,76018,0,1,4000,0,0
577,76019,0,1,6000,0,0
578,76033,0,1,6000,0,0
579,76073,0,1,4000,0,0
580,76084,0,1,6000,0,0
581,76099,0,1,7000,0,0
582,76107,0,1,7000,0,0
583,76246,0,1,12000,0,0
584,76313,0,1,8000,0,0
585,76315,0,1,6000,0,0
586,76342,0,1,6000,0,0
587,76448,0,1,7000,0,0
588,76449,0,1,7000,0,0
589,76450,0,1,7000,0,0
590,76451,0,1,7000,0,0
591,76452,0,1,7000,0,0
592,76453,0,1,7000,0,0
593,76454,0,1,7000,0,0
594,76540,0,1,7000,0,0
595,76542,0,1,7000,0,0
596,76553,0,1,7000,0,0
597,76555,0,1,7000,0,0
599,76589,0,1,2000,0,0
600,76622,0,1,2000,0,0
601,76624,0,1,2000,0,0
602,76626,0,1,2000,0,0
603,76627,0,1,2000,0,0
604,76629,0,1,2000,0,0
605,76838,0,1,4000,0,0
606,76887,0,1,8000,0,0
607,76888,0,1,8000,0,0
608,76889,0,1,8000,0,0
609,77174,0,1,3000,0,0
610,77175,0,1,3000,0,0
611,77199,0,1,6000,0,0
613,77296,0,1,5000,0,0
614,77342,0,1,6000,0,0
615,77352,0,1,6000,0,0
616,77353,0,1,6000,0,0
617,77431,0,1,4000,0,0
618,77525,0,1,6000,0,0
619,77724,0,1,4000,0,0
620,77996,0,1,4000,0,0
621,78177,5630,1,10000,0,0
622,78211,0,1,10000,0,0
623,78249,3098,1,10000,0,0
624,78251,0,1,6000,0,0
625,78252,0,1,6000,0,0
626,78253,0,1,6000,0,0
628,78262,0,1,10000,0,0
630,78640,0,1,8000,0,0
631,78642,0,1,4000,0,0
632,78643,0,1,6000,0,0
633,78656,0,1,7000,0,0
634,78666,0,1,6000,0,0
636,78695,0,1,6000,0,0
637,78699,0,1,6000,0,0
638,78816,0,1,4000,0,0
639,78903,0,1,4000,0,0
640,78904,0,1,4000,0,0
641,78950,0,1,8000,0,0
642,78951,0,1,8000,0,0
643,79002,0,1,3000,0,0
644,79019,0,1,5000,0,0
645,79021,0,1,6000,0,0
646,79028,0,1,6000,0,0
647,79029,0,1,6000,0,0
648,79030,0,1,6000,0,0
649,79108,0,1,8000,0,0
650,79109,0,1,10000,0,0
651,79110,0,1,6000,0,0
652,79111,0,1,6000,0,0
653,79207,0,1,5000,0,0
654,79330,0,1,5000,0,0
655,79442,0,1,5000,0,0
656,79584,0,1,2000,0,0
657,79695,0,1,8000,0,0
658,79697,0,1,6000,0,0
659,79698,0,1,6000,0,0
660,79836,0,1,4000,0,0
661,80140,0,1,10000,0,0
662,80171,0,1,4000,0,0
663,80462,0,1,6000,0,0
664,80560,0,1,5000,0,0
665,80601,0,1,6000,0,0
666,80636,0,1,5000,0,0
667,80749,0,1,6000,0,0
668,80952,0,1,4000,0,0
669,80970,0,1,4000,0,0
670,80971,0,1,4000,0,0
671,81005,0,1,6000,0,0
672,81017,7158,1,6000,0,0
673,81018,0,3,4000,0,0
674,81019,0,3,4000,0,0
675,81028,0,1,4000,0,0
676,81029,0,1,4000,0,0
677,81069,0,1,6000,0,0
678,81279,0,1,6000,0,0
679,81334,0,1,5000,0,0
680,81402,0,1,3000,0,0
681,81403,0,1,3000,0,0
682,81410,0,1,5000,0,0
683,81424,0,1,6000,0,0
684,81427,0,1,5000,0,0
685,81492,0,1,6000,0,0
686,81839,0,1,10000,0,0
687,81927,0,1,10000,0,0
688,81937,0,1,10000,0,0
689,82083,0,1,5000,0,0
690,82389,0,1,0,0,0
691,82424,0,1,8000,0,0
692,82431,0,1,8000,0,0
693,82433,0,1,8000,0,0
694,82466,0,1,5000,0,0
695,82468,1359,1,5000,0,0
696,82471,1359,1,5000,0,0
697,82499,0,1,3000,0,0
698,82555,0,1,3000,0,0
699,82556,0,1,3000,0,0
700,82565,0,1,3000,0,0
701,82631,0,1,5000,0,0
702,82632,0,1,5000,0,0
703,82678,0,1,8000,0,0
704,82679,0,1,8000,0,0
705,82680,0,1,8000,0,0
706,82681,0,1,8000,0,0
707,82682,0,1,5000,0,0
708,82683,0,1,1000,0,0
709,82684,0,1,1000,0,0
710,82685,0,1,1000,0,0
711,82686,0,1,1000,0,0
712,82687,0,1,1000,0,0
714,82688,0,1,8000,0,0
715,82720,0,1,6000,0,0
716,82887,0,1,5000,0,0
717,82907,0,1,5000,0,0
718,82908,0,1,6000,0,0
719,82910,0,1,5000,0,0
720,82967,0,1,5000,0,0
721,82968,0,1,5000,0,0
722,82981,0,1,10000,0,0
723,83085,0,1,8000,0,0
724,83180,0,1,4000,0,0
725,83355,0,1,3000,0,0
726,83477,0,1,5000,0,0
727,83511,1358,1,5000,0,0
728,83512,1358,1,5000,0,0
729,83513,1358,1,5000,0,0
730,83671,0,1,6000,0,0
731,83974,0,1,5000,0,0
732,84047,0,1,8000,0,0
733,84168,0,1,8000,0,0
734,84202,0,1,5000,0,0
735,84342,0,1,7000,0,0
736,84575,0,1,11000,0,0
737,84795,0,1,6000,0,0
738,84796,0,1,6000,0,0
739,84944,0,1,4000,0,0
740,84945,0,1,4000,0,0
741,84946,0,1,4000,0,0
742,84947,0,1,4000,0,0
743,84994,0,1,4000,0,0
744,84995,0,1,4000,0,0
745,85016,0,1,12000,0,0
746,85017,0,1,12000,0,0
747,85018,0,1,12000,0,0
748,85019,0,1,8000,0,0
749,85133,0,1,5000,0,0
750,85372,0,1,10000,0,0
751,85492,0,1,5000,0,0
752,85538,0,1,6000,0,0
753,85576,0,1,5000,0,0
754,85615,0,1,6000,0,0
755,85730,0,1,4000,0,0
756,85745,0,1,4000,0,0
757,85879,0,1,6000,0,0
758,85919,0,1,8000,0,0
759,85921,0,1,6000,0,0
760,85983,0,1,6000,0,0
761,86118,0,1,4000,0,0
762,86119,0,1,4000,0,0
763,86120,0,1,1000,0,0
764,86121,0,1,1000,0,0
765,86122,0,1,1000,0,0
766,86123,0,1,1000,0,0
767,86124,0,1,1000,0,0
768,86214,0,1,6000,0,0
769,86607,0,1,6000,0,0
770,86775,0,1,8000,0,0
771,86776,0,1,8000,0,0
772,86777,0,1,8000,0,0
773,86924,0,1,4000,0,0
774,86925,0,1,3000,0,0
775,87175,0,1,3000,0,0
776,87432,0,1,8000,0,0
777,87483,0,1,8000,0,0
778,87665,0,1,3000,0,0
779,88287,0,1,7000,0,0
784,88661,0,1,4000,0,0
785,88685,4312,1,10000,0,0
786,88686,5630,1,10000,0,0
787,88688,0,1,4000,0,0
788,88691,5629,1,10000,0,0
789,88724,0,1,3000,0,0
790,88759,0,1,4000,0,0
791,88763,0,1,4000,0,0
792,88769,0,1,5000,0,0
793,88772,0,1,4000,0,0
794,88814,0,1,8000,0,0
795,88832,0,1,5000,0,0
796,88836,0,1,7000,0,0
797,88837,0,1,7000,0,0
798,88838,0,1,7000,0,0
799,88840,4312,1,10000,0,0
801,88870,4312,1,10000,0,0
802,88871,4312,1,10000,0,0
803,88872,0,1,4000,0,0
804,88873,0,1,4000,0,0
805,88939,0,1,5000,0,0
806,88983,0,1,5000,0,0
807,88990,0,1,5000,0,0
808,88991,0,1,5000,0,0
809,89013,0,1,5000,0,0
810,89017,0,1,5000,0,0
811,89034,0,1,5000,0,0
812,89053,0,1,5000,0,0
813,89054,0,1,5000,0,0
814,89141,0,1,5000,0,0
815,89145,0,1,5000,0,0
816,89189,0,1,4000,0,0
817,89190,0,1,4000,0,0
820,89343,0,1,5000,0,0
821,89344,0,1,5000,0,0
822,89345,0,1,5000,0,0
823,89434,0,1,8000,0,0
824,89439,0,1,8000,0,0
825,89488,0,1,8000,0,0
826,89676,0,1,5000,0,0
827,89807,0,1,5000,0,0
829,89985,0,1,5000,0,0
830,89987,0,1,5000,0,0
831,89988,0,1,5000,0,0
832,89989,0,1,5000,0,0
833,89990,0,1,5000,0,0
834,90002,0,1,8000,0,0
835,90003,0,1,8000,0,0
836,90004,0,1,8000,0,0
837,90005,0,1,8000,0,0
838,90008,0,1,8000,0,0
839,90009,0,1,8000,0,0
840,90011,0,1,7000,0,0
841,90012,0,1,7000,0,0
842,90013,0,1,7000,0,0
843,90055,0,1,7000,0,0
844,90057,0,1,7000,0,0
845,90060,0,1,5000,0,0
847,90078,0,1,7000,0,0
848,90125,0,1,5000,0,0
849,90128,0,1,5000,0,0
850,90143,0,1,5000,0,0
851,90186,0,1,9000,0,0
852,90208,0,1,4000,0,0
853,90320,0,1,5000,0,0
854,90332,0,1,7000,0,0
855,90337,0,1,5000,0,0
856,90338,0,1,5000,0,0
857,90355,0,1,8000,0,0
858,90391,0,1,5000,0,0
859,90392,0,1,5000,0,0
860,90399,0,1,5000,0,0
861,90401,0,1,5000,0,0
862,90555,0,1,6000,0,0
863,90556,0,1,5000,0,0
864,90731,0,1,5000,0,0
865,90746,0,1,4000,0,0
866,90797,5629,1,1000,0,0
867,90799,0,1,4000,0,0
868,90800,0,1,3000,0,0
869,90825,0,1,5000,0,0
870,90927,0,1,5000,0,0
871,90929,0,1,5000,0,0
872,90931,0,1,5000,0,0
873,90932,0,1,5000,0,0
874,90970,0,1,4000,0,0
875,90980,0,1,3000,0,0
876,91281,0,1,5000,0,0
877,91282,0,1,5000,0,0
878,91283,0,1,5000,0,0
879,91284,0,1,5000,0,0
880,91285,0,1,5000,0,0
881,91289,0,1,5000,0,0
882,91290,0,1,5000,0,0
883,91291,0,1,5000,0,0
884,91292,0,1,5000,0,0
885,91431,0,1,5000,0,0
886,91536,0,1,5000,0,0
887,91541,0,1,5000,0,0
