"ID","buttonIcon","item2TypeId","localizedTextIdName","localizedTextIdFlavor","itemQualityId"
129,"Icon_SkillMisc_UI_m_slvo",0,263899,263900,0
130,"ClientSprites:Icon_ItemMisc_EldanInsignia",170,264132,264133,0
131,"Icon_ItemMisc_gadget_0004",170,264233,264234,0
132,"ClientSprites:Icon_ItemMisc_BladeLeaf_Plant",170,264420,264421,0
133,"ClientSprites:Icon_ItemMisc_GenericIntestines",0,264515,264516,0
134,"ClientSprites:Icon_ItemMisc_EldanInsignia",170,264792,264793,0
135,"ClientSprites:Icon_ItemMisc_PrimalHardwood",170,264809,264810,0
136,"ClientSprites:Icon_ItemMisc_Horn_02",170,264813,264814,0
137,"Icon_ItemMisc_stone_0002",0,264914,504489,0
138,"Icon_ItemMisc_gadget_0003",170,264967,264968,0
139,"Icon_ItemMisc_UI_Item_Medpack",170,265068,265069,0
140,"Icon_ItemMisc_UI_Item_Key",170,265120,265121,0
141,"Icon_ItemMisc_UI_Item_Bag_002",0,265442,265443,0
142,"Icon_ItemWeaponAxe_UI_Item_Axe_001",0,265504,265505,0
143,"ClientSprites:Icon_ItemMisc_Generic_tooth_02",170,265576,265577,0
144,"Icon_ItemMisc_tooth_0004",0,265622,265623,0
145,"ClientSprites:Icon_ItemMisc_PrimalHardwood",0,265630,265631,0
146,"Icon_ItemMisc_fur_0004",0,265759,265760,0
147,"Icon_ItemMisc_UI_Item_Lopp",170,266012,266014,0
148,"Icon_ItemMisc_tool_0002",170,266060,266061,0
149,"Icon_ItemMisc_tool_0002",170,266063,266064,0
150,"Icon_ItemMisc_herb_0001",0,266085,477318,0
151,"",170,266185,266186,0
152,"ClientSprites:Icon_ItemMisc_Generic_tail_01",170,266550,266551,0
153,"Icon_ItemMisc_tool_0001",0,267137,267138,0
154,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",170,267158,267159,0
155,"ClientSprites:Icon_ItemWeapon_Water_Launcher",170,269513,348780,0
156,"ClientSprites:Icon_ItemMisc_MoodieTablet",0,269604,269605,0
157,"ClientSprites:Icon_ItemMisc_EMP_Explosive",170,269835,269836,0
158,"ClientSprites:Icon_ItemMisc_UI_Item_Stick",0,270165,270166,0
159,"Icon_ItemMisc_gadget_0004",170,270712,270713,0
160,"ClientSprites:Icon_ItemMisc_Generic_rock_02",170,270746,270749,0
161,"ClientSprites:Icon_ItemMisc_Horn_01",170,270750,270751,0
162,"ClientSprites:Icon_ItemMisc_grass",170,270752,270753,0
163,"Icon_ItemMisc_UI_Item_Bomb",170,270764,270765,0
164,"Icon_ItemMisc_gadget_0003",170,271062,271063,0
165,"Icon_ItemMisc_herb_0003",170,273072,273073,0
167,"Icon_ItemMisc_UI_Item_Stick",170,275656,275657,0
168,"ClientSprites:Icon_ItemMisc_meat_0002",170,275677,275678,0
169,"ClientSprites:Icon_ItemMisc_meat_0004",170,275806,275807,0
171,"Icon_ItemMisc_UI_Item_Stick",170,280444,280445,0
172,"Icon_ItemMisc_UI_Item_Parchment",170,280761,280762,0
173,"Icon_ItemMisc_UI_Item_Parchment",170,280763,280764,0
174,"Icon_ItemMisc_UI_Item_Parchment",170,280765,280766,0
175,"ClientSprites:Icon_ItemArmorWaist_UI_Item_Arcane_Buckle",170,280918,280919,0
176,"Icon_ItemArmorNeck_UI_Item_Neck_002",170,281041,281042,0
177,"Icon_ItemMisc_fur_0001",170,281690,281691,0
178,"Icon_ItemArmorWaist_UI_Item_Focal_Buckle",170,281804,281805,0
179,"Icon_ItemMisc_UI_Item_Skull",170,282708,282709,0
181,"Icon_ItemMisc_potion_0004",170,285298,285299,0
182,"Icon_ItemMisc_potion_0002",170,285300,285301,0
183,"Icon_ItemMisc_potion_0001",170,285302,285303,0
184,"Icon_ItemMisc_UI_Item_Skull",170,287089,287090,0
185,"Icon_ItemMisc_UI_Item_Wand",170,287984,287985,0
186,"Icon_ItemMisc_UI_Item_Gears",170,287986,287987,0
187,"ClientSprites:Icon_ItemMisc_UI_Item_Chest",170,287988,287989,0
188,"ClientSprites:Icon_ItemMisc_Beacon_02",172,289074,289075,0
189,"Icon_ItemMisc_tooth_0002",170,289125,289126,0
190,"ClientSprites:Icon_ItemMisc_ShadeslateCrystal",170,289757,289758,0
191,"Icon_ItemMisc_UI_Item_Chest",0,289934,0,0
192,"Icon_ItemMisc_UI_Item_Chest",0,289986,0,0
193,"ClientSprites:Icon_ItemMisc_GenericGland",170,290057,290058,0
194,"ClientSprites:Icon_ItemMisc_UI_Item_Wand",170,290060,290061,0
195,"ClientSprites:Icon_ItemMisc_Spores",170,290062,290063,0
196,"Icon_ItemMisc_stone_0001",0,290117,0,0
197,"Icon_ItemMisc_letter_0001",0,290162,290163,0
198,"Icon_ItemMisc_gadget_0001",0,290265,0,0
199,"Icon_ItemMisc_stone_0002",0,290400,0,0
200,"Icon_ItemMisc_stone_0004",0,290418,0,0
201,"ClientSprites:Icon_ItemMisc_Standard_omniplasm",177,290611,290612,0
202,"Icon_ItemMisc_gadget_0003",170,290760,290761,0
203,"ClientSprites:Icon_ItemMisc_Standard_omniplasm",170,290772,290773,0
204,"",0,290783,290784,0
205,"ClientSprites:Icon_ItemMisc_Eldan_Detonator",170,290790,290791,0
206,"Icon_ItemMisc_UI_Item_Crystal",170,291684,291685,0
207,"Icon_SkillFire_UI_srcr_frblt",172,291699,291700,0
208,"Icon_ItemMisc_gadget_0001",170,291701,291702,0
209,"Icon_ItemMisc_gadget_0001",170,291703,291704,0
210,"Icon_Windows_UI_CRB_TargetTemp",0,292048,292049,0
211,"Icon_ItemMisc_gadget_0004",170,292130,292131,0
212,"Icon_ItemMisc_egg_0004",0,292176,292177,0
213,"ClientSprites:Icon_ItemMisc_Eldan_Explosive",170,292317,292318,0
214,"ClientSprites:Icon_ItemMisc_PristineEldanTech",170,292363,292364,0
216,"Icon_ItemArmorWaist_UI_Item_Focal_Buckle",0,292712,292713,0
217,"Icon_ItemMisc_UI_Item_Bomb",0,292775,292776,0
218,"Icon_ItemArmorWaist_UI_Item_Focal_Buckle",0,292865,292866,0
219,"Icon_ItemArmorWaist_UI_Item_Reflex_Buckle",0,292867,292868,0
220,"Icon_ItemArmorWaist_UI_Item_Arcane_Buckle",0,292871,292872,0
221,"Icon_ItemMisc_gadget_0001",170,293019,293021,0
222,"Icon_ItemMisc_stone_0004",0,293066,0,0
223,"",0,293095,293096,0
224,"Icon_ItemMisc_UI_Item_Chest",0,293206,293207,0
225,"Icon_ItemMisc_UI_Item_Pearl",0,293248,293249,0
226,"ClientSprites:Icon_ItemMisc_Gadget_03",0,293304,293305,0
227,"ClientSprites:Icon_ItemMisc_cylindar",0,293396,293397,0
228,"Icon_ItemMisc_UI_Item_Stick",0,293490,293491,0
229,"Icon_ItemMisc_UI_Item_Crystal",170,293588,293589,0
230,"Icon_ItemMisc_Fur_0002",170,293622,293623,0
231,"Icon_ItemMisc_Tooth_0004",170,293640,293642,0
232,"ClientSprites:Icon_ItemMisc_Flower_03",0,293990,293991,0
233,"Icon_ItemArmorChest_shirt_0004",170,294465,294466,0
234,"Icon_ItemArmorFeet_UI_Item_Focal_Boot_001",170,294467,294468,0
235,"Icon_ItemArmorHands_UI_Item_Focal_Glove_001",170,294469,294470,0
236,"Icon_ItemMisc_gadget_0003",170,294755,294756,0
237,"Icon_ItemMisc_UI_Item_Bag_001",170,294895,294896,0
238,"ClientSprites:Icon_ItemWeapon_Toxic_Gun",170,295100,295101,0
239,"ClientSprites:Icon_ItemMisc_BrokenEldanTech",170,295442,295443,0
240,"Icon_ItemMisc_UI_Item_Chest",0,295692,295693,0
241,"ClientSprites:Icon_ItemMisc_Magma_Explosive",170,295737,295742,0
242,"ClientSprites:Icon_ItemMisc_Generic_toolbox",170,298092,298093,0
243,"Icon_ItemMisc_gadget_0004",0,300706,300707,0
244,"Icon_SkillEnergy_UI_srcr_surgeengine",0,300750,300751,0
245,"Icon_SkillEnergy_UI_ss_plsmasht",0,300765,300766,0
246,"Icon_SkillMind_UI_espr_rpls",0,300864,300865,0
247,"ClientSprites:Icon_ItemMisc_Communicator_Device_02",170,301205,301206,0
248,"Icon_ItemMisc_UI_Item_Bomb",170,301214,301215,0
249,"Icon_ItemMisc_gadget_0004",0,301405,301406,0
250,"Icon_ItemMisc_UI_Item_Bomb",170,301837,301838,0
251,"Icon_ItemMisc_gadget_0004",170,302269,302270,0
252,"Icon_ItemMisc_letter_0001",0,302377,302378,0
253,"Icon_ItemMisc_letter_0002",0,302379,302380,0
254,"Icon_ItemMisc_letter_0003",0,302381,302382,0
255,"Icon_ItemMisc_letter_0004",0,302383,302384,0
256,"Icon_ItemMisc_gadget_0001",170,302712,302713,0
257,"Icon_ItemMisc_potion_0004",170,302739,302740,0
258,"Icon_ItemMisc_herb_0001",170,302883,302884,0
259,"Icon_ItemMisc_potion_0004",170,302885,302886,0
260,"Icon_ItemMisc_tool_0001",170,302887,302888,0
261,"Icon_ItemMisc_UI_Item_Gears",170,302889,302890,0
262,"Icon_ItemMisc_letter_0003",170,303286,0,0
263,"Icon_ItemMisc_bag_0001",0,304295,304296,0
264,"Icon_ItemMisc_UI_Item_Candles",0,304551,304552,0
265,"Icon_ItemMisc_UI_Item_Bag_002",170,304679,304680,0
266,"Icon_ItemMisc_tool_0002",0,304706,304707,0
267,"Icon_ItemMisc_UI_Item_Parchment",170,304801,304802,0
268,"Icon_ItemMisc_bag_0004",170,304820,304821,0
269,"Icon_SkillEnergy_UI_srcr_surgeengine",170,304840,304841,0
270,"Icon_ItemMisc_egg_0002",0,306203,306204,0
271,"Icon_ItemMisc_UI_Item_Meat",0,306206,306207,0
272,"Icon_ItemMisc_UI_Item_Bag",0,306212,306213,0
273,"Icon_ItemMisc_potion_0001",170,306421,306422,0
274,"Icon_ItemMisc_UI_Item_Medpack",170,306439,306440,0
275,"ClientSprites:Icon_ItemMisc_Stoutroot_plant",170,306649,306650,0
276,"Icon_ItemMisc_UI_Item_Bomb",170,306997,306998,0
277,"Icon_SkillFire_UI_srcr_frblt",181,307007,307008,0
278,"Icon_ItemMisc_letter_0004",170,307086,307087,0
279,"Icon_ItemMisc_stone_0003",170,307144,307145,0
280,"Icon_ItemMisc_UI_Item_Medpack",170,307164,307165,0
281,"Icon_ItemMisc_stone_0004",170,307199,307200,0
282,"Icon_ItemMisc_UI_Item_Chest",170,307644,307645,0
283,"ClientSprites:Icon_ItemMisc_Generic_thumb_drive",170,307958,307959,0
284,"Icon_ItemMisc_potion_0001",170,307969,307970,0
285,"Icon_ItemMisc_claw_0003",170,308025,308026,0
286,"Icon_ItemArmorWaist_UI_Item_Reflex_Buckle",170,308063,308064,0
287,"ClientSprites:Icon_ItemMisc_Generic_tech_map",170,308081,308082,0
288,"ClientSprites:Icon_ItemMisc_Data_Rod",170,308083,308084,0
289,"ClientSprites:Icon_ItemMisc_EldanInsignia",170,308085,308086,0
290,"ClientSprites:Icon_ItemMisc_SapphireGem",170,308088,308089,0
291,"Icon_ItemMisc_UI_Item_Leaf",170,308132,308133,0
292,"ClientSprites:Icon_ItemMisc_Blood",170,308242,308243,0
293,"ClientSprites:Icon_ItemMisc_Standard_omniplasm",170,308244,308245,0
294,"Icon_SkillIce_UI_srcr_iceshrds",170,308446,308447,0
295,"Icon_ItemMisc_UI_Item_Pearl",170,308467,308468,0
296,"Icon_ItemMisc_UI_Item_Key",170,309214,309215,0
297,"Icon_ItemMisc_UI_Item_Parchment",170,309463,309464,0
299,"Icon_ItemMisc_UI_Item_Gears",170,310252,310253,0
300,"Icon_ItemMisc_UI_Item_Bag_003",170,310292,310293,0
301,"Icon_ItemMisc_potion_0001",170,310485,310486,0
302,"Icon_ItemMisc_letter_0002",170,310487,310488,0
303,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,310564,310566,0
305,"ClientSprites:Icon_ItemMisc_EarthEnergyBall",170,310597,310598,0
306,"UI_KeyCard_01",170,310964,310965,0
307,"Icon_ItemMisc_UI_Item_Hand",170,310980,310981,0
308,"Icon_ItemMisc_UI_Item_Pearl",221,311376,311378,0
309,"Icon_ItemMisc_claw_0001",170,311421,311422,0
310,"IconSprites:Icon_ItemMisc_cylindar",0,311504,311505,0
311,"Icon_ItemMisc_Medishot_HealOverTime_InstantHeal",0,311537,311535,0
312,"Icon_ItemMisc_potion_0003",0,311587,311588,0
313,"Icon_ItemMisc_egg_0001",170,311814,311815,0
314,"sprGuild_Lopp",170,311858,311859,0
315,"Icon_ItemMisc_UI_Item_Parchment",0,312094,312095,0
316,"Icon_ItemMisc_UI_Item_Bomb",170,312111,312112,0
317,"sprMonkBase",170,312654,312655,0
318,"Icon_ItemMisc_gadget_0001",170,312768,312769,0
319,"ClientSprites:Icon_ItemMisc_Generic_isolinear_chip",0,312782,312783,0
320,"sprLargeCashPlatinum",170,312798,312799,0
321,"Icon_ItemMisc_potion_0004",170,312805,312806,0
322,"ClientSprites:Icon_ItemMisc_potion_0003",0,312835,504430,0
323,"ClientSprites:Icon_ItemMisc_Venom",0,312842,312843,0
324,"Icon_ItemMisc_UI_Item_Lopp",0,312978,312979,0
325,"ClientSprites:Icon_ItemMisc_EldanPowerFragment",0,313017,313018,0
326,"ClientSprites:Icon_ItemMisc_EldenFocuser",170,313024,313025,0
327,"Icon_ItemArmorFeet_boot_0003",170,313033,313034,0
328,"ClientSprites:Icon_TradeskillAdditiveArchitect_Keypad_01",170,313066,313067,0
329,"Icon_ItemMisc_UI_Test",0,313301,313302,0
330,"Icon_ItemMisc_tooth_0003",170,313394,313395,0
331,"Icon_ItemMisc_tooth_0004",170,313396,313397,0
332,"Icon_ItemMisc_UI_Item_Bad_Meat",170,313420,313421,0
333,"Icon_ItemMisc_claw_0003",170,313422,313423,0
334,"Icon_ItemMisc_UI_Item_Crystal",170,313571,313572,0
335,"ClientSprites:Icon_ItemMisc_Communicator_Device_02",170,313668,313670,0
336,"Icon_ItemMisc_egg_0001",170,313883,313884,0
337,"Icon_ItemMisc_UI_Item_Chest",170,314166,314167,0
338,"ClientSprites:Icon_ItemMisc_EMP_Detonator",170,314286,314287,0
339,"Icon_ItemMisc_potion_0004",0,314584,314585,0
340,"ClientSprites:Icon_ItemMisc_Data_Pad",170,315453,315454,0
343,"ClientSprites:Icon_TradeskillMisc_Heartichoke_plant",170,316372,316373,0
344,"ClientSprites:Icon_ItemMisc_Feather",170,316374,316375,0
345,"Icon_ItemMisc_tooth_0003",170,316379,316380,0
346,"ClientSprites:Icon_SkillMisc_UI_recall_transmat",170,316511,316512,0
347,"Icon_ItemMisc_UI_Item_Gears",170,316555,316556,0
350,"ClientSprites:Icon_TradeskillMisc_Grimgourd_plant",170,316620,316621,0
351,"ClientSprites:Icon_ItemMisc_PummelgranatePlant",170,316622,316623,0
352,"Icon_ItemMisc_herb_0004",170,316624,316625,0
353,"UI_KeyCard_01",170,318146,318147,0
354,"Icon_ItemMisc_egg_0001",0,318166,318167,0
355,"ClientSprites:Icon_ItemWeapon_Eldan_Explosive",0,319862,319863,0
356,"Icon_ItemMisc_UI_Item_Book",0,320815,320816,0
357,"ClientSprites:Icon_ItemMisc_Ribcage",0,321325,321326,0
358,"ClientSprites:Icon_ItemMisc_EldanInsignia",170,321463,321464,0
359,"Button_PierceNormal",0,321615,321616,0
360,"Icon_SkillPhysical_UI_wr_grenade",170,321900,321901,0
361,"Icon_ItemMisc_potion_0004",0,322170,322171,0
362,"Icon_ItemArmorWaist_UI_Item_Focal_Buckle",170,322478,322479,0
363,"Icon_ItemArmorWaist_UI_Item_Reflex_Buckle",170,322908,322909,0
364,"Icon_ItemMisc_UI_Item_Bomb",170,322945,322946,0
365,"ClientSprites:Icon_ItemMisc_Generic_thumb_drive",0,323061,323062,0
366,"Icon_ItemArmorFace_UI_Item_Battle_Face",0,323309,323310,0
368,"ClientSprites:Icon_ItemMisc_Roots",0,323354,323355,0
369,"ClientSprites:Icon_ItemWeapon_Flash_Gun",170,323759,323760,0
370,"Icon_ItemMisc_UI_Item_Parchment",170,324514,324515,0
371,"ClientSprites:Icon_ItemMisc_Slimy_Bug_Meat",0,324554,324555,0
372,"Icon_ItemMisc_UI_Item_Chest",170,324647,324648,0
373,"ClientSprites:Icon_ItemMisc_PottedPlant",170,324843,324844,0
374,"Icon_ItemMisc_UI_Item_Book",170,324851,324852,0
375,"Icon_ItemMisc_UI_Item_Pearl",170,324920,335699,0
376,"Icon_ShootRifle",170,325013,325014,0
377,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,327139,327140,0
378,"Icon_SkillFire_UI_srcr_frblt",0,327319,327320,0
379,"Icon_ItemMisc_UI_Item_Gears",170,327505,335715,0
380,"Icon_ItemMisc_UI_Item_Bomb",170,327975,327976,0
382,"ClientSprites:Icon_ItemMisc_Generic_seed_03",170,328343,328344,0
383,"Icon_Mission_Scientist_ScanPlant",170,328670,328671,0
384,"ClientSprites:Icon_ItemMisc_Magma_Gun",170,328946,328947,0
385,"ClientSprites:Icon_ItemMisc_AncestralForceStone",170,328974,328975,0
386,"Icon_SkillMisc_UI_ss_srsht",0,329012,329013,0
387,"Icon_ItemMisc_UI_Item_Parchment",170,329083,329084,0
388,"Icon_ItemMisc_tooth_0001",170,330230,330231,0
389,"Icon_ItemMisc_tool_0003",170,330796,330824,0
390,"Icon_ItemMisc_stone_0001",0,334752,334753,0
391,"Icon_ItemMisc_UI_Item_Gears",170,334803,334804,0
392,"Icon_ItemMisc_potion_0002",170,334956,334957,0
393,"Icon_ItemMisc_tooth_0004",0,336176,336177,0
394,"ClientSprites:Icon_ItemMisc_TripleArcBatteries",170,338238,338239,0
395,"Icon_SkillPhysical_UI_wr_rcklsswngs",170,339088,339089,0
396,"Icon_ItemMisc_meat_0002",0,340766,340767,0
397,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,340893,340894,0
398,"ClientSprites:Icon_ItemMisc_Gadget_01",170,341109,341110,0
399,"ClientSprites:Icon_ItemMisc_Generic_shell_02",170,341322,341323,0
400,"ClientSprites:Icon_ItemMisc_Water",170,341326,341327,0
402,"Icon_ItemMisc_herb_0004",0,341594,341595,0
407,"IconSprites:Icon_TradeskillAdditiveArchitect_Keypad_01",0,342053,342054,0
408,"Icon_SkillEnergy_UI_ss_plsmasht",0,342203,342204,0
409,"ClientSprites:Icon_ItemMisc_AugmentedLeather",0,342234,342235,0
410,"ClientSprites:Icon_ItemMisc_Slimy_Bug_Meat",0,342236,342237,0
412,"ClientSprites:Icon_ItemMisc_jugs",170,342868,342869,0
415,"Icon_ItemMisc_UI_Item_Parchment",0,344101,344102,0
417,"Icon_ItemMisc_gadget_0001",0,344155,344156,0
418,"Icon_ItemMisc_tool_0004",0,344235,344236,0
419,"ClientSprites:Icon_ItemMisc_RegenerativeFuelCell",0,344503,344504,0
421,"ClientSprites:Icon_ItemMisc_GenericHeart",0,344533,344534,0
422,"Icon_ItemMisc_UI_Item_Key",0,344971,344972,0
423,"ClientSprites:Icon_ItemMisc_egg_0002",0,345052,345053,0
425,"Button_ExplosiveNormal",0,345458,345459,0
426,"ClientSprites:Icon_ItemMisc_Generic_mushroom",170,346089,346090,0
427,"Icon_ItemMisc_UI_Item_Bag_001",0,346166,346167,0
428,"Button_ExplosiveNormal",0,346169,346170,0
429,"IconSprites:Icon_ItemMisc_Support_System_04",0,346757,346758,0
431,"Icon_ChargedShot",170,348516,348517,0
433,"ClientSprites:Icon_ItemMisc_EldanBanner",0,349866,349867,0
434,"ClientSprites:Icon_ItemMisc_potion_0003",0,350021,350022,0
