"ID","flags","item2Id","entitlementId","entitlementCount","entitlementScopeEnum","instantEventEnum","accountCurrencyEnum","accountCurrencyAmount","buttonIcon","prerequisiteId","accountItemCooldownGroupId","storeDisplayInfoId","storeIdentifierUpsell","creature2DisplayGroupIdGacha","entitlementIdPurchase","genericUnlockSetId"
56,3,49669,0,1,0,0,0,0,"IconSprites:Icon_ItemDyes_UI_Item_Dye_Strain_Purple_000",0,0,0,"",0,0,0
57,3,49684,0,1,0,0,0,0,"Icon_ItemMisc_GenericVoucher",0,0,0,"",0,0,0
59,3,49687,0,1,0,0,0,0,"IconSprites:Icon_ItemArmor_Light_Armor_Helm_02",0,0,0,"",0,0,0
60,3,49943,0,1,0,0,0,0,"IconSprites:Icon_ItemArmor_Light_Armor_Helm_01",0,0,0,"",0,0,0
62,3,50352,0,1,0,0,0,0,"IconSprites:Icon_ItemArmor_Light_Armor_Helm_04",0,0,0,"",0,0,0
63,3,71877,0,1,0,0,0,0,"IconSprites:Icon_ItemMount_Icon_Mount_Cat",0,0,0,"",0,0,0
64,3,71878,0,1,0,0,0,0,"IconSprites:Icon_ItemMount_Icon_Mount_ProtostarEnforcer",0,0,0,"",0,0,0
70,3,73651,0,1,0,0,0,0,"IconSprites:Icon_ItemMount_Hoverboard_Cat",0,0,0,"",0,0,0
71,3,73648,0,1,0,0,0,0,"IconSprites:Icon_ItemArmor_MTX_Marauder_Chest",0,0,0,"",0,0,0
72,2,73649,0,1,0,0,0,0,"IconSprites:Icon_ItemArmor_MTX_Ascendancy_Chest",0,0,0,"",0,0,0
73,3,73650,0,1,0,0,0,0,"IconSprites:Icon_ItemMount_Hoverboard_Protostar",0,0,0,"",0,0,0
74,3,73707,0,1,0,0,0,0,"IconSprites:Icon_TradeskillAdditiveArchitect_Lock_02",0,0,0,"",0,0,0
75,1,0,21,1,2,0,0,0,"",0,0,0,"",0,0,0
76,1,0,22,1,2,0,0,0,"",0,0,0,"",0,0,0
78,0,0,3,1,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_Store_Unlock_CostumeSlot",39004,0,136,"CostumeSlots",0,0,0
79,0,0,23,50,2,0,0,0,"IconSprites:Icon_ItemMisc_GenericVoucher",39006,0,131,"ExtraAuctionsAndBids",0,0,0
81,0,0,25,50,2,0,0,0,"IconSprites:Icon_ItemMisc_GenericVoucher",39007,0,134,"ExtraCommodityOrders",0,0,0
84,1,74336,0,1,0,0,0,0,"IconSprites:Icon_ItemMisc_bag_0001",0,0,0,"",0,0,0
85,0,0,0,1,0,0,6,1,"",0,0,0,"",0,0,0
86,0,0,26,500,2,0,0,0,"IconSprites:Icon_ItemMisc_GenericVoucher",39008,0,137,"ExtraDecor",0,0,0
87,1,0,26,500,2,0,0,0,"",39008,0,0,"",0,0,0
88,1,0,3,2,2,0,0,0,"",39004,0,0,"",0,0,0
89,3,74708,0,1,0,0,0,0,"IconSprites:Icon_ItemMount_Icon_Mount_Cat",0,0,0,"",0,0,0
90,3,74706,0,1,0,0,0,0,"IconSprites:Icon_ItemMount_Hoverboard_Cat",0,0,0,"",0,0,0
91,3,74694,0,1,0,0,0,0,"IconSprites:Icon_ItemArmor_MTX_Marauder_Chest",0,0,0,"",0,0,0
92,1,0,27,3,2,0,0,0,"",38988,0,0,"",0,0,0
93,0,0,27,1,1,0,0,0,"IconSprites:Icon_ItemMisc_GenericVoucher",38988,0,132,"BankSlots",0,0,0
100,1,0,0,1,0,0,5,50,"",0,0,0,"",0,0,0
101,3,53716,0,1,0,0,0,0,"",0,0,0,"",0,0,0
102,3,0,32,10,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39244,0,0,"",0,0,0
103,3,77689,0,1,0,0,0,0,"",39443,0,0,"",0,0,0
104,3,77693,0,1,0,0,0,0,"",39387,0,0,"",0,0,0
105,3,75011,0,1,0,0,0,0,"",39448,0,0,"",0,0,0
106,3,77705,0,1,0,0,0,0,"",39449,0,0,"",0,0,0
107,3,80874,0,1,0,0,0,0,"",0,0,0,"",0,0,0
108,3,74720,0,1,0,0,0,0,"",39452,0,0,"",0,0,0
109,3,75039,0,1,0,0,0,0,"",39388,0,0,"",0,0,0
110,3,85110,0,1,0,0,0,0,"",39453,0,0,"",0,0,0
111,3,73764,0,1,0,0,0,0,"",39389,0,0,"",0,0,0
112,3,81290,0,1,0,0,0,0,"",39456,0,0,"",0,0,0
113,3,81265,0,1,0,0,0,0,"",39457,0,0,"",0,0,0
114,3,77703,0,1,0,0,0,0,"",39458,0,0,"",0,0,0
115,3,83655,0,1,0,0,0,0,"",39459,0,0,"",0,0,0
116,3,74920,0,1,0,0,0,0,"",39460,0,0,"",0,0,0
117,3,81243,0,1,0,0,0,0,"",38511,0,0,"",0,0,0
118,3,83661,0,1,0,0,0,0,"",39462,0,0,"",0,0,0
119,3,81242,0,1,0,0,0,0,"",38512,0,0,"",0,0,0
120,3,53857,0,1,0,0,0,0,"",39390,0,0,"",0,0,0
121,3,81287,0,1,0,0,0,0,"",39464,0,0,"",0,0,0
122,3,81906,0,1,0,0,0,0,"",38648,0,0,"",0,0,0
123,3,79984,0,1,0,0,0,0,"",39465,0,0,"",0,0,0
124,3,83625,0,1,0,0,0,0,"",38740,0,0,"",0,0,0
125,0,0,0,1,0,0,8,1,"",0,0,0,"",0,0,0
128,1,0,38,1,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39242,0,0,"",0,0,0
129,3,0,39,10,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39244,0,0,"",0,0,0
131,1,71878,0,1,0,0,0,0,"",0,0,0,"",39179,0,0
132,1,77692,0,1,0,0,0,0,"",0,0,0,"",38705,0,0
133,0,0,12,1,2,0,0,0,"IconSprites:Icon_ItemMisc_GenericVoucher",39005,0,133,"CharacterSlots",0,0,0
134,1,77736,0,1,0,0,0,0,"",0,0,0,"",38934,0,0
135,1,75026,0,1,0,0,0,0,"",0,0,0,"",38712,0,0
136,1,75019,0,1,0,0,0,0,"",0,0,0,"",39412,0,0
137,1,75033,0,1,0,0,0,0,"",0,0,0,"",39412,0,0
138,1,75010,0,1,0,0,0,0,"",0,0,0,"",38933,0,0
139,1,46542,0,1,0,0,0,0,"",0,0,0,"",38947,0,0
140,1,46543,0,1,0,0,0,0,"",0,0,0,"",38707,0,0
141,1,80710,0,1,0,0,0,0,"",0,0,0,"",38935,0,0
142,1,0,0,1,0,0,5,1,"",0,0,0,"",38942,0,0
144,1,0,0,1,0,0,8,400,"",0,0,0,"",38944,0,0
145,1,81222,0,1,0,0,0,0,"",0,0,0,"",38715,0,0
146,1,81057,0,1,0,0,0,0,"",0,0,0,"",38938,0,0
147,1,81061,0,1,0,0,0,0,"",0,0,0,"",38939,0,0
148,1,81056,0,1,0,0,0,0,"",0,0,0,"",38936,0,0
149,1,81059,0,1,0,0,0,0,"",0,0,0,"",38940,0,0
150,1,81060,0,1,0,0,0,0,"",0,0,0,"",38941,0,0
151,1,81058,0,1,0,0,0,0,"",0,0,0,"",38937,0,0
152,1,77735,0,1,0,0,0,0,"",0,0,0,"",38948,0,0
153,1,73763,0,1,0,0,0,0,"",0,0,0,"",38943,0,0
154,1,74717,0,1,0,0,0,0,"",0,0,0,"",38714,0,0
155,1,74718,0,1,0,0,0,0,"",0,0,0,"",38714,0,0
156,1,74719,0,1,0,0,0,0,"",0,0,0,"",38714,0,0
157,1,74721,0,1,0,0,0,0,"",0,0,0,"",38714,0,0
158,1,81268,0,2,0,0,0,0,"",0,0,0,"",38708,0,0
159,1,81255,0,1,0,0,0,0,"",0,0,0,"",38710,0,0
160,1,84623,0,1,0,0,0,0,"",0,0,0,"",38949,0,0
161,1,0,0,1,0,0,9,1,"",0,0,0,"",38945,0,0
162,1,81269,0,1,0,0,0,0,"",0,0,0,"",38709,0,0
163,1,81270,0,1,0,0,0,0,"",0,0,0,"",38946,0,0
164,1,81271,0,1,0,0,0,0,"",0,0,0,"",38708,0,0
165,1,0,0,1,0,0,9,1,"IconSprites:Icon_Windows_sprCashServiceToken",0,0,0,"",0,0,0
166,1,0,41,1,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39243,0,0,"",0,0,0
167,1,0,42,10,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39245,0,0,"",0,0,0
168,1,0,43,10,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39245,0,0,"",0,0,0
169,1,0,44,1,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39254,0,0,"",0,0,0
170,3,0,0,1,0,0,0,0,"",0,0,0,"",0,0,0
172,1,0,46,1,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39249,0,0,"",0,0,0
173,1,0,37,1,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39250,0,0,"",0,0,0
174,1,0,35,1,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39263,0,0,"",0,0,0
175,1,0,45,1,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_LoyaltyEntitlement_Icon",39247,0,0,"",0,0,0
176,3,83604,0,1,0,0,0,0,"",39395,0,0,"",0,0,0
177,3,83611,0,1,0,0,0,0,"",40221,0,0,"",0,0,0
178,3,83613,0,1,0,0,0,0,"",38695,0,0,"",0,0,0
179,3,83614,0,1,0,0,0,0,"",38696,0,0,"",0,0,0
180,1,83615,0,1,0,0,0,0,"",0,0,0,"",0,0,0
181,1,84947,0,1,0,0,0,0,"",0,0,0,"",0,0,0
182,1,83616,0,1,0,0,0,0,"",0,0,0,"",0,0,0
183,3,75012,0,1,0,0,0,0,"",39486,0,0,"",0,0,0
184,1,84959,0,1,0,0,0,0,"",0,0,0,"",0,0,0
186,1,41261,0,1,0,0,0,0,"",0,0,0,"",0,0,0
187,3,53695,0,1,0,0,0,0,"",39391,0,0,"",0,0,0
188,1,83618,0,1,0,0,0,0,"",0,0,0,"",0,0,0
189,1,84948,0,1,0,0,0,0,"",0,0,0,"",0,0,0
190,0,77654,0,1,1,0,0,0,"",0,0,141,"",0,0,0
191,0,77655,0,1,1,0,0,0,"",0,0,142,"",0,0,0
192,0,77656,0,1,1,0,0,0,"",0,0,142,"",0,0,0
193,0,77714,0,1,1,0,0,0,"",0,0,143,"",0,0,0
194,0,77715,0,1,1,0,0,0,"",0,0,144,"",0,0,0
195,0,77716,0,1,1,0,0,0,"",0,0,145,"",0,0,0
196,0,74928,0,1,1,0,0,0,"",0,0,147,"",0,0,0
197,0,74930,0,1,1,0,0,0,"",0,0,148,"",0,0,0
198,0,74931,0,1,1,0,0,0,"",0,0,148,"",0,0,0
199,0,77711,0,1,1,0,0,0,"",0,0,149,"",0,0,0
200,0,77712,0,1,1,0,0,0,"",0,0,150,"",0,0,0
201,0,77713,0,1,1,0,0,0,"",0,0,151,"",0,0,0
202,0,74935,0,1,1,0,0,0,"",0,0,153,"",0,0,0
203,0,74936,0,1,1,0,0,0,"",0,0,154,"",0,0,0
204,0,74937,0,1,1,0,0,0,"",0,0,154,"",0,0,0
205,0,74464,0,1,1,0,0,0,"",0,0,230,"",0,0,0
206,0,80885,0,1,1,0,0,0,"",0,0,155,"",0,0,0
207,0,77726,0,1,1,0,0,0,"",0,0,157,"",0,0,0
208,0,81275,0,1,1,0,0,0,"",0,0,158,"",0,0,0
209,0,81893,0,1,1,0,0,0,"",39404,0,160,"",0,0,0
210,0,0,36,100,2,0,0,0,"IconSprites:Icon_ItemMisc_Icon_Store_Unlock_CostumeDisplay",39009,0,135,"HoloWardrobeSlots",0,0,0
211,0,49297,0,1,1,0,0,0,"",39010,0,138,"",0,0,0
212,1,83632,0,1,0,0,0,0,"",0,0,0,"",0,0,0
213,3,83626,0,1,0,0,0,0,"",39478,0,0,"",0,0,0
214,3,83629,0,1,0,0,0,0,"",39479,0,0,"",0,0,0
215,3,83628,0,1,0,0,0,0,"",39480,0,0,"",0,0,0
216,1,84946,0,1,0,0,0,0,"IconSprites:Icon_Windows_sprCashServiceToken",0,0,0,"",0,0,0
217,1,83634,0,1,0,0,0,0,"",0,0,0,"",0,0,0
219,3,77686,0,1,0,0,0,0,"",39481,0,0,"",0,0,0
220,3,77687,0,1,0,0,0,0,"",39482,0,0,"",0,0,0
221,3,77688,0,1,0,0,0,0,"",39483,0,0,"",0,0,0
223,0,74302,0,1,0,0,0,0,"",0,0,216,"",0,0,0
227,3,78084,0,1,0,0,0,0,"",39099,0,0,"",0,0,0
228,0,83637,0,1,0,0,0,0,"",0,0,0,"",0,0,0
229,3,83638,0,1,0,0,0,0,"",39092,0,0,"",0,0,0
230,0,83639,0,1,0,0,0,0,"",39285,0,5,"Sky_FallingIntoTheSun",0,0,0
231,0,83640,0,1,0,0,0,0,"",39286,0,6,"Sky_FantasticVoyage",0,0,0
232,0,83641,0,1,0,0,0,0,"",39287,0,7,"Sky_ProtoPixtamatic",0,0,0
233,0,83642,0,1,0,0,0,0,"",39288,0,9,"Sky_Tropical",0,0,0
234,0,83643,0,1,0,0,0,0,"",39289,0,8,"Sky_VortexOfChaos",0,0,0
235,3,83644,0,1,0,0,0,0,"",39091,0,0,"",0,0,0
236,0,83645,0,1,0,0,0,0,"",39290,0,2,"Ground_Asteroid",0,0,0
237,0,83646,0,1,0,0,0,0,"",39291,0,3,"Ground_EldanTech",0,0,0
238,0,83647,0,1,0,0,0,0,"",39292,0,4,"Ground_OsunPlates",0,0,0
241,3,83648,0,1,0,0,0,0,"",39284,0,0,"",0,0,0
245,1,83667,0,1,0,0,0,0,"",0,0,0,"",0,0,0
247,2,83669,0,1,0,0,0,0,"",0,0,16,"",0,0,0
248,0,74313,0,1,0,0,0,0,"IconSprites:Icon_ItemMisc_Lockbox_Key_01",0,0,19,"LockboxKey",0,0,0
249,0,0,0,1,0,0,9,30,"IconSprites:Icon_Windows_UI_CRB_Coin_ServiceToken",0,0,18,"",0,0,0
250,0,0,0,1,0,0,9,140,"IconSprites:Icon_Windows_UI_CRB_Coin_ServiceToken",0,0,18,"ServiceTokens",0,0,0
251,0,0,0,1,0,0,9,300,"IconSprites:Icon_Windows_UI_CRB_Coin_ServiceToken",0,0,18,"",0,0,0
252,0,73542,0,1,0,0,0,0,"",39548,0,121,"",0,0,0
253,0,83670,0,1,0,0,0,0,"",39549,0,121,"",0,0,0
254,0,83671,0,1,0,0,0,0,"",39570,0,121,"",0,0,0
255,0,83672,0,1,0,0,0,0,"",39569,0,121,"",0,0,0
256,0,74465,0,1,0,0,0,0,"",39546,0,124,"",0,0,0
257,0,77701,0,1,0,0,0,0,"",39761,0,125,"",0,0,0
258,0,74742,0,1,0,0,0,0,"",39753,0,126,"",0,0,0
259,0,77727,0,1,0,0,0,0,"",39754,0,127,"",0,0,0
260,0,77728,0,1,0,0,0,0,"",39755,0,128,"",0,0,0
261,0,77729,0,1,0,0,0,0,"",39756,0,129,"",0,0,0
262,0,74974,0,1,0,0,0,0,"",39728,0,161,"",0,0,0
263,0,74967,0,1,0,0,0,0,"",39722,0,162,"",0,0,0
264,0,74960,0,1,0,0,0,0,"",39714,0,163,"",0,0,0
265,0,77678,0,1,0,0,0,0,"",39690,0,164,"",0,0,0
266,0,77671,0,1,0,0,0,0,"",39684,0,165,"",0,0,0
267,0,77662,0,1,0,0,0,0,"",39678,0,166,"",0,0,0
268,0,74981,0,1,0,0,0,0,"",39672,0,167,"",0,0,0
269,0,74988,0,1,0,0,0,0,"",39666,0,168,"",0,0,0
270,0,74995,0,1,0,0,0,0,"",39660,0,169,"",0,0,0
271,0,74907,0,1,0,0,0,0,"",39627,0,195,"",0,0,0
272,2,74710,0,1,0,0,0,0,"",39615,0,173,"",0,0,0
273,2,74711,0,1,0,0,0,0,"",39616,0,174,"",0,0,0
274,2,74712,0,1,0,0,0,0,"",39617,0,175,"",0,0,0
275,2,74709,0,1,0,0,0,0,"",39618,0,176,"",0,0,0
276,2,74716,0,1,0,0,0,0,"",39619,0,177,"",0,0,0
277,2,74715,0,1,0,0,0,0,"",39620,0,178,"",0,0,0
278,2,74722,0,1,0,0,0,0,"",0,0,0,"",0,0,0
279,3,74713,0,1,0,0,0,0,"",43908,0,0,"",0,0,0
280,3,81291,0,1,0,0,0,0,"",39913,0,0,"",0,0,0
281,2,81290,0,1,0,0,0,0,"",0,0,0,"",0,0,0
282,2,81289,0,1,0,0,0,0,"",0,0,0,"",0,0,0
283,2,81288,0,1,0,0,0,0,"",0,0,0,"",0,0,0
284,0,77650,0,1,0,0,0,0,"",39392,0,182,"",0,0,0
285,0,77695,0,1,0,0,0,0,"",39393,0,180,"",0,0,0
286,0,77694,0,1,0,0,0,0,"",39394,0,0,"",0,0,0
287,1,83674,0,1,0,0,0,0,"",0,0,0,"",39255,0,0
288,1,83675,0,1,0,0,0,0,"",0,0,0,"",39256,0,0
289,1,83676,0,1,0,0,0,0,"",0,0,0,"",38948,0,0
290,0,81277,0,1,0,0,0,0,"",0,0,115,"",0,0,0
291,0,81292,0,1,0,0,0,0,"",0,0,116,"",0,0,0
292,0,81293,0,1,0,0,0,0,"",0,0,117,"",0,0,0
293,0,81294,0,1,0,0,0,0,"",0,0,118,"",0,0,0
294,0,81295,0,1,0,0,0,0,"",0,0,119,"",0,0,0
295,0,81296,0,1,0,0,0,0,"",0,0,120,"",0,0,0
296,0,83609,0,1,0,0,0,0,"",0,0,114,"",0,0,0
297,0,81891,0,1,0,0,0,0,"",0,0,113,"",0,0,0
298,1,81254,0,1,0,0,0,0,"",0,0,0,"",0,0,0
299,0,84769,0,1,0,0,0,0,"",0,0,62,"",0,0,0
300,0,84770,0,1,0,0,0,0,"",0,0,63,"",0,0,0
301,0,84772,0,1,0,0,0,0,"",0,0,64,"",0,0,0
302,0,84773,0,1,0,0,0,0,"",0,0,181,"",0,0,0
303,0,84774,0,1,0,0,0,0,"",0,0,65,"",0,0,0
304,0,84775,0,1,0,0,0,0,"",0,0,66,"",0,0,0
305,0,84776,0,1,0,0,0,0,"",0,0,67,"",0,0,0
306,0,84777,0,1,0,0,0,0,"",0,0,68,"",0,0,0
307,0,84778,0,1,0,0,0,0,"",0,0,69,"",0,0,0
308,0,84779,0,1,0,0,0,0,"",0,0,70,"",0,0,0
309,0,84780,0,1,0,0,0,0,"",0,0,71,"",0,0,0
310,0,84781,0,1,0,0,0,0,"",0,0,72,"",0,0,0
311,0,84782,0,1,0,0,0,0,"",0,0,73,"",0,0,0
312,0,84783,0,1,0,0,0,0,"",0,0,74,"",0,0,0
313,0,84784,0,1,0,0,0,0,"",0,0,75,"",0,0,0
314,0,84785,0,1,0,0,0,0,"",0,0,76,"",0,0,0
315,0,84786,0,1,0,0,0,0,"",0,0,77,"",0,0,0
316,0,84787,0,1,0,0,0,0,"",0,0,78,"",0,0,0
317,0,84788,0,1,0,0,0,0,"",0,0,79,"",0,0,0
318,0,84789,0,1,0,0,0,0,"",0,0,80,"",0,0,0
319,0,84790,0,1,0,0,0,0,"",0,0,81,"",0,0,0
320,0,84791,0,1,0,0,0,0,"",0,0,82,"",0,0,0
321,0,84792,0,1,0,0,0,0,"",0,0,83,"",0,0,0
322,0,84793,0,1,0,0,0,0,"",0,0,84,"",0,0,0
323,0,84794,0,1,0,0,0,0,"",0,0,85,"",0,0,0
324,0,84795,0,1,0,0,0,0,"",0,0,86,"",0,0,0
325,0,84796,0,1,0,0,0,0,"",0,0,87,"",0,0,0
326,0,84797,0,1,0,0,0,0,"",0,0,88,"",0,0,0
327,0,84798,0,1,0,0,0,0,"",0,0,89,"",0,0,0
328,0,84799,0,1,0,0,0,0,"",0,0,90,"",0,0,0
329,0,84800,0,1,0,0,0,0,"",0,0,91,"",0,0,0
330,0,84801,0,1,0,0,0,0,"",0,0,92,"",0,0,0
331,0,84802,0,1,0,0,0,0,"",0,0,93,"",0,0,0
332,0,48385,0,1,0,0,0,0,"",39767,0,122,"",0,0,0
333,0,48386,0,1,0,0,0,0,"",39768,0,122,"",0,0,0
334,0,48387,0,1,0,0,0,0,"",39769,0,122,"",0,0,0
335,0,48388,0,1,0,0,0,0,"",39770,0,122,"",0,0,0
336,0,77651,0,1,0,0,0,0,"",0,0,0,"",39631,0,0
337,0,50404,0,1,0,0,0,0,"",0,0,0,"",0,0,0
338,0,83605,0,1,0,0,0,0,"",0,0,0,"",0,0,0
339,3,77734,0,1,0,0,0,0,"",43978,0,0,"",0,0,0
340,0,74466,0,1,0,0,0,0,"",39751,0,187,"",0,0,0
341,3,83662,0,1,0,0,0,0,"",40220,0,0,"",0,0,0
342,1,77737,0,1,0,0,0,0,"",0,0,0,"",0,0,0
343,0,77730,0,1,0,0,0,0,"",0,0,186,"",0,0,0
344,0,77731,0,1,0,0,0,0,"",0,0,185,"",0,0,0
345,0,77732,0,1,0,0,0,0,"",0,0,184,"",0,0,0
346,0,77733,0,1,0,0,0,0,"",0,0,183,"",0,0,0
347,0,78085,0,1,0,0,0,0,"",39757,0,188,"",0,0,0
348,0,78086,0,1,0,0,0,0,"",39758,0,189,"",0,0,0
349,0,78087,0,1,0,0,0,0,"",39759,0,190,"",0,0,0
350,0,78088,0,1,0,0,0,0,"",39760,0,191,"",0,0,0
351,1,74938,0,1,0,0,0,0,"",0,0,0,"",0,0,0
352,0,78079,0,1,0,0,0,0,"",39750,0,192,"",0,0,0
353,0,74463,0,1,0,0,0,0,"",0,0,0,"",0,0,0
354,0,77739,0,1,0,0,0,0,"",40063,0,333,"",0,0,0
355,0,78076,0,1,0,0,0,0,"",39749,0,232,"",0,0,0
356,0,78077,0,1,0,0,0,0,"",0,0,234,"",0,0,0
357,0,78078,0,1,0,0,0,0,"",0,0,233,"",0,0,0
358,0,77738,0,1,0,0,0,0,"",0,0,0,"",0,0,0
359,0,78080,0,1,0,0,0,0,"",0,0,0,"",0,0,0
360,0,78081,0,1,0,0,0,0,"",44259,0,1821,"",0,0,0
361,0,78082,0,1,0,0,0,0,"",44258,0,1820,"",0,0,0
362,0,78083,0,1,0,0,0,0,"",0,0,0,"",0,0,0
363,0,75002,0,1,0,0,0,0,"",39742,0,240,"",0,0,0
364,0,74750,0,1,0,0,0,0,"",39734,0,242,"",0,0,0
365,0,74939,0,1,0,0,0,0,"",39708,0,241,"",0,0,0
366,0,74946,0,1,0,0,0,0,"",39702,0,238,"",0,0,0
367,0,74953,0,1,0,0,0,0,"",39696,0,243,"",0,0,0
368,0,49482,0,1,0,0,0,0,"",39655,0,170,"",0,0,0
369,0,49695,0,1,0,0,0,0,"",39656,0,170,"",0,0,0
370,0,49696,0,1,0,0,0,0,"",39657,0,170,"",0,0,0
371,0,49697,0,1,0,0,0,0,"",39658,0,170,"",0,0,0
372,0,49698,0,1,0,0,0,0,"",39659,0,170,"",0,0,0
373,0,49700,0,1,0,0,0,0,"",39651,0,171,"",0,0,0
