"ID","soundZoneKitIdParent","worldZoneId","inheritFlags","propertyFlags","soundMusicSetId","soundEventIdIntro","introReplayWait","soundEventIdMusicMood","soundEventIdAmbientDay","soundEventIdAmbientNight","soundEventIdAmbientUnderwater","soundEventIdAmbientStop","soundEventIdAmbientPreStopOverride","soundEnvironmentId00","soundEnvironmentId01","environmentDry","environmentWet00","environmentWet01"
126,4294967295,595,64,0,13,0,180000,3893,2510,2510,0,5627,0,0,0,1,0,0
127,4294967295,602,129,0,27,0,180000,0,2510,4235,0,5627,0,0,0,1,0,0
128,4294967295,600,129,0,157,0,180000,0,2510,2510,0,5627,0,0,0,1,0,0
129,4294967295,601,129,0,157,0,180000,0,2510,2510,0,5627,0,0,0,1,0,0
130,4294967295,597,64,0,29,0,180000,3891,2510,2510,0,5627,0,0,0,1,0,0
131,4294967295,590,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,0,0,11184809,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0
136,0,0,11184809,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0
137,4294967295,322,64,0,32,0,0,3893,2572,2573,0,5627,0,0,0,1,0,0
138,4294967295,785,1280,0,16,0,0,0,32626,32626,0,5627,0,0,0,1,0,0
139,4294967295,26,129,0,35,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
140,4294967295,459,16,0,32,40784,0,3891,2509,5977,0,5627,0,0,0,1,0,0
141,4294967295,948,1281,0,36,0,0,0,8802,8802,0,5627,0,0,0,1,0,0
142,4294967295,695,1280,0,32,0,0,3891,8785,8785,0,5627,0,0,0,1,0,0
143,4294967295,949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,4294967295,714,1,0,34,0,0,5632,5894,5895,0,5627,0,0,0,1,0,0
145,4294967295,713,1281,0,39,0,0,5632,8847,8847,0,5627,0,0,0,1,0,0
146,4294967295,218,1,0,37,0,0,3892,2572,2573,0,5627,0,0,0,1,0,0
147,4294967295,937,1409,0,49,0,0,0,8843,8843,0,5627,0,0,0,1,0,0
148,4294967295,122,4199681,0,40,0,0,0,8845,8845,4355,5627,0,0,0,1,0,0
149,4294967295,718,1281,0,39,0,0,3893,8846,8846,0,5627,0,0,0,1,0,0
150,4294967295,721,1281,0,37,0,0,3893,12571,12571,0,5627,0,0,0,1,0,0
151,4294967295,717,1281,0,37,0,0,3893,8847,8847,0,5627,0,0,0,1,0,0
152,4294967295,720,1281,0,39,0,0,3893,8847,8847,0,5627,0,0,0,1,0,0
153,4294967295,993,1,0,41,0,0,3891,2572,2573,0,5627,0,0,0,1,0,0
154,4294967295,994,65,0,42,0,0,3892,2572,2573,0,5627,0,0,0,1,0,0
155,4294967295,1004,65,0,81,0,0,3893,2572,2573,0,5627,0,0,0,1,0,0
156,4294967295,1005,129,0,44,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
161,0,0,5592405,0,45,0,0,8932,0,0,0,0,0,0,0,1,0,0
162,0,0,5592405,0,45,0,0,8933,0,0,0,0,0,0,0,1,0,0
163,0,0,5592405,0,45,0,0,8931,0,0,0,0,0,0,0,1,0,0
164,0,0,5592405,0,45,0,0,8930,0,0,0,0,0,0,0,1,0,0
165,4294967295,1002,1,0,21,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
166,4294967295,975,1281,0,66,0,0,0,8939,8939,0,5627,0,0,0,1,0,0
167,4294967295,976,1281,0,66,0,0,0,8939,8939,0,5627,0,0,0,1,0,0
168,4294967295,121,1281,0,21,0,0,0,12569,12570,0,5627,0,0,0,1,0,0
169,4294967295,657,5376,0,0,0,0,0,8944,8944,0,5627,0,0,0,1,0,0
170,4294967295,939,1,0,52,0,0,0,8843,8843,0,5627,0,0,0,1,0,0
171,4294967295,940,1,0,52,0,0,0,8843,8843,0,5627,0,0,0,1,0,0
172,4294967295,978,1,0,53,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
173,4294967295,216,1,0,37,0,0,3891,2572,2573,0,5627,0,0,0,1,0,0
174,4294967295,240,129,0,54,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
175,4294967295,1140,1,0,34,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
176,4294967295,1092,1,0,55,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
177,4294967295,1121,1,0,56,0,0,0,8844,8844,0,5627,0,0,0,1,0,0
178,4294967295,1012,1281,0,91,0,0,0,40352,40352,0,5627,0,0,0,1,0,0
179,4294967295,1034,1281,0,58,0,0,0,40352,40352,0,5627,0,0,0,1,0,0
180,4294967295,1018,1,0,91,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
181,4294967295,1014,1281,0,91,0,0,0,40352,40352,0,5627,0,0,0,1,0,0
182,4294967295,1016,1281,0,91,0,0,0,40352,40352,0,5627,0,0,0,1,0,0
183,4294967295,932,1,0,59,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
184,4294967295,1250,1,0,63,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
185,4294967295,1249,1281,0,59,0,0,0,32571,32571,0,5627,0,0,0,1,0,0
186,4294967295,1138,1,0,60,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
187,4294967295,1175,1,0,38,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
188,4294967295,1176,1,0,59,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
189,4294967295,1151,1,0,57,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
190,4294967295,1168,1,0,59,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
191,4294967295,1253,1,0,61,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
192,4294967295,1153,1,0,135,0,0,0,43073,43073,4355,5627,0,0,0,1,0,0
193,4294967295,1160,1281,0,62,0,0,0,41160,41160,0,5627,0,0,0,1,0,0
194,4294967295,1152,1,0,14,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
195,4294967295,950,1281,0,228,0,0,0,8785,8785,0,5627,0,0,0,1,0,0
196,4294967295,623,65,0,64,0,0,3891,0,0,0,0,0,0,0,1,0,0
197,4294967295,1218,65,0,64,0,0,3892,0,0,0,0,0,0,0,1,0,0
198,4294967295,1244,1281,0,34,0,0,3892,32626,32626,0,5627,0,0,0,1,0,0
199,4294967295,1219,1281,0,65,0,0,3891,40677,40677,0,5627,0,0,0,1,0,0
200,4294967295,1226,0,0,64,0,0,3891,0,0,0,0,0,0,0,1,0,0
201,4294967295,1284,1345,0,65,0,0,3893,40677,40677,0,5627,0,0,0,1,0,0
202,4294967295,1217,129,0,27,0,0,0,14496,14496,0,5627,0,0,0,1,0,0
203,4294967295,977,1281,0,50,0,0,0,8939,8939,4355,5627,0,0,0,1,0,0
204,4294967295,980,1281,0,50,0,0,0,8939,8939,4355,5627,0,0,0,1,0,0
205,4294967295,979,1281,0,40,0,0,0,12569,12570,0,5627,0,0,0,1,0,0
206,4294967295,973,1,0,42,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
207,4294967295,974,1,0,42,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
208,4294967295,989,1,0,21,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
209,4294967295,988,1,0,21,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
210,4294967295,1032,1,0,21,0,0,0,2572,2573,0,5627,0,0,0,1,0,0
211,4294967295,1242,1,0,67,0,0,0,4209,4209,0,5627,0,0,0,1,0,0
212,4294967295,1313,257,0,60,0,0,0,41163,4209,0,5627,0,0,0,1,0,0
213,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214,4294967295,1314,1281,0,68,0,0,0,41163,4209,0,5627,0,0,0,1,0,0
215,4294967295,1377,1281,0,39,0,0,3891,12576,12576,0,5627,0,0,0,1,0,0
216,4294967295,1174,1,0,71,0,0,0,7745,7738,0,5627,0,0,0,1,0,0
217,4294967295,1254,1281,0,72,0,0,0,41161,41161,0,5627,0,0,0,1,0,0
218,4294967295,1286,1281,0,73,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
219,4294967295,1285,1281,0,73,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
220,0,0,5592405,0,74,0,0,0,0,0,0,0,0,0,0,1,0,0
221,0,0,5592405,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0
222,0,0,5592405,0,76,0,0,0,0,0,0,0,0,0,0,1,0,0
223,4294967295,1496,0,0,23,0,0,0,7739,7738,0,5627,0,0,0,1,0,0
224,4294967295,1183,38145,0,78,0,0,0,13068,13068,0,5627,0,0,0,1,0,0
225,4294967295,1184,5377,0,79,0,0,0,13071,13071,0,5627,0,0,0,1,0,0
226,0,0,9808469,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0
227,4294967295,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,4294967295,1540,38144,0,78,0,0,0,13067,13067,0,5627,0,0,0,1,0,0
229,4294967295,1185,5376,0,0,0,0,0,13070,13070,0,5627,0,0,0,1,0,0
230,4294967295,1186,5376,0,0,0,0,0,13069,13069,0,5627,0,0,0,1,0,0
231,0,0,5592405,0,80,0,0,0,0,0,0,0,0,0,0,1,0,0
232,0,0,5592405,0,77,0,0,0,0,0,0,0,0,0,0,1,0,0
233,4294967295,1321,1281,0,37,0,0,0,6596,6597,4355,5627,0,0,0,1,0,0
234,4294967295,704,1281,0,39,0,0,3891,8846,8846,0,5627,0,0,0,1,0,0
235,4294967295,696,1281,0,44,0,0,3893,12571,12571,0,5627,0,0,0,1,0,0
236,4294967295,694,64,0,32,0,0,3893,2572,2573,0,5627,0,0,0,1,0,0
237,4294967295,705,0,0,32,0,0,3892,2572,2573,0,5627,0,0,0,1,0,0
238,4294967295,945,1,0,68,0,0,0,8843,8843,0,5627,0,0,0,1,0,0
239,0,0,9808473,0,32,0,0,3891,0,0,0,0,0,0,0,1,0,0
240,0,0,9808473,0,32,0,0,3892,0,0,0,0,0,0,0,1,0,0
241,0,0,9808469,0,32,0,0,3893,0,0,0,0,0,0,0,1,0,0
242,0,0,9808469,0,31,0,0,5632,0,0,0,0,0,0,0,1,0,0
243,0,0,5592469,0,27,0,180000,0,2510,2510,0,5627,0,0,0,1,0,0
244,4294967295,622,4199745,0,64,0,0,3891,32568,32568,4355,5627,0,0,0,1,0,0
245,0,0,5592405,0,82,0,0,0,0,0,0,0,0,0,0,1,0,0
246,0,0,9808469,0,83,0,0,0,0,0,0,0,0,0,0,1,0,0
247,0,0,9808469,0,84,0,0,0,0,0,0,0,0,0,0,1,0,0
248,0,0,9808469,0,85,0,0,0,0,0,0,0,0,0,0,1,0,0
249,4294967295,303,1,0,15,0,0,0,4421,5665,0,5627,0,0,0,1,0,0
250,4294967295,1578,1281,0,70,0,0,0,52059,52060,0,5627,0,0,0,1,0,0
251,4294967295,1606,1281,0,73,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
252,4294967295,1576,1281,0,23,0,0,0,52059,52060,0,5627,0,0,0,1,0,0
253,4294967295,1322,1281,0,34,0,0,0,40293,40293,0,5627,0,0,0,1,0,0
254,4294967295,587,1,0,66,0,0,0,7010,7011,0,5627,0,0,0,1,0,0
255,4294967295,1709,1,0,51,0,0,0,7010,7011,0,5627,0,0,0,1,0,0
256,4294967295,640,1,0,216,0,0,0,7010,7011,4355,5627,0,0,0,1,0,0
257,4294967295,1759,1281,0,37,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
258,4294967295,1324,1,0,35,0,0,0,7010,7011,0,5627,0,0,0,1,0,0
259,4294967295,641,1,0,51,0,0,0,7742,7743,0,5627,0,0,0,1,0,0
260,4294967295,1340,1281,0,73,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
261,4294967295,1378,1281,0,73,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
262,4294967295,1379,1281,0,73,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
263,4294967295,1380,1281,0,73,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
264,4294967295,637,1,0,59,0,0,0,7010,7011,0,5627,0,0,0,1,0,0
265,4294967295,1370,1281,0,51,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
266,4294967295,1559,0,0,93,0,0,0,32566,32567,0,5627,0,0,0,1,0,0
267,4294967295,1304,4199745,0,92,0,0,3891,32571,32571,4355,5627,0,0,0,1,0,0
268,4294967295,1414,4199681,0,99,0,0,0,32569,32567,4355,5627,0,0,0,1,0,0
269,4294967295,1235,1281,0,37,0,0,0,6596,6597,4355,5627,0,0,0,1,0,0
270,4294967295,1532,1280,0,23,0,0,0,7043,7043,0,5627,0,0,0,1,0,0
271,4294967295,1371,1280,0,66,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
272,4294967295,1372,1281,0,37,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
273,4294967295,586,1281,0,216,0,0,0,45266,45266,0,5627,0,0,0,1,0,0
274,4294967295,1338,1280,0,51,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
275,4294967295,1369,1281,0,73,0,0,0,6596,6597,4355,5627,0,0,0,1,0,0
276,4294967295,1368,1280,0,51,0,0,0,6596,6597,0,5627,0,0,0,1,0,0
277,4294967295,1678,4199681,0,158,0,0,0,32622,32622,4355,5627,0,0,0,1,0,0
278,4294967295,1685,1281,0,91,0,0,0,32619,32619,0,5627,0,0,0,1,0,0
279,4294967295,1679,1281,0,158,0,0,0,32619,32619,0,5627,0,0,0,1,0,0
280,4294967295,1682,1281,0,199,0,0,0,32620,32620,0,5627,0,0,0,1,0,0
281,4294967295,1683,1281,0,200,0,0,0,32622,32622,0,5627,0,0,0,1,0,0
282,4294967295,1681,1281,0,106,0,0,0,32621,32621,0,5627,0,0,0,1,0,0
283,4294967295,1075,1281,0,152,0,0,0,32619,32619,0,5627,0,0,0,1,0,0
284,4294967295,799,4199681,0,150,0,0,0,32622,32622,4355,5627,0,0,0,1,0,0
285,4294967295,1069,1281,0,153,0,0,0,32619,32619,0,5627,0,0,0,1,0,0
286,4294967295,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
287,4294967295,1074,1281,0,151,0,0,0,32620,32620,0,5627,0,0,0,1,0,0
288,4294967295,1070,1281,0,55,0,0,0,32623,32623,0,5627,0,0,0,1,0,0
289,4294967295,1071,1280,0,0,0,0,0,32621,32621,0,5627,0,0,0,1,0,0
290,4294967295,1307,1281,0,135,0,0,3891,32624,32624,0,5627,0,0,0,1,0,0
291,4294967295,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,4294967295,1356,1281,0,37,0,0,3892,826,826,0,5627,0,0,0,1,0,0
293,4294967295,1346,1280,0,0,0,0,0,32626,32626,0,5627,0,0,0,1,0,0
294,4294967295,1309,1281,0,34,0,0,3891,32626,32626,0,5627,0,0,0,1,0,0
295,4294967295,1310,1281,0,136,0,0,3891,32626,32626,0,5627,0,0,0,1,0,0
296,4294967295,1275,1281,0,34,0,0,0,32627,32627,0,5627,0,0,0,1,0,0
297,4294967295,1263,1281,0,34,0,0,0,32629,32629,0,5627,0,0,0,1,0,0
298,4294967295,1295,1281,0,136,0,0,0,32628,32628,4355,5627,0,0,0,1,0,0
299,4294967295,1110,1280,0,41,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
300,4294967295,1109,1281,0,34,0,0,0,32626,32626,0,5627,0,0,0,1,0,0
301,4294967295,1123,1280,0,42,0,0,3892,12571,12571,0,5627,0,0,0,1,0,0
302,4294967295,1000,1280,0,41,0,0,0,40295,40295,0,5627,0,0,0,1,0,0
303,4294967295,1104,1280,0,41,0,0,0,40295,40295,0,5627,0,0,0,1,0,0
304,4294967295,1001,1280,0,41,0,0,0,40294,40294,0,5627,0,0,0,1,0,0
305,4294967295,1090,1280,0,41,0,0,0,40295,40295,0,5627,0,0,0,1,0,0
306,4294967295,1113,1280,0,41,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
307,4294967295,1996,1280,0,21,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
308,4294967295,1146,1280,0,21,0,0,0,40352,40352,0,5627,0,0,0,1,0,0
309,4294967295,1118,1281,0,34,0,0,0,32626,32626,0,5627,0,0,0,1,0,0
310,4294967295,1358,1281,0,39,0,0,3891,12571,12571,0,5627,0,0,0,1,0,0
311,4294967295,693,1280,0,32,0,0,3891,2572,2573,0,5627,0,0,0,1,0,0
312,4294967295,1083,1281,0,49,0,0,3891,12571,12571,4355,5627,0,0,0,1,0,0
313,4294967295,1359,1280,0,31,0,0,5632,8847,8847,0,5627,0,0,0,1,0,0
314,4294967295,753,1280,0,32,0,0,3892,8846,8846,0,5627,0,0,0,1,0,0
315,4294967295,1876,1280,0,32,0,0,3892,8846,8846,0,5627,0,0,0,1,0,0
316,4294967295,1875,1280,0,32,0,0,3892,8846,8846,0,5627,0,0,0,1,0,0
317,4294967295,773,1281,0,56,0,0,3892,40709,40709,4355,5627,0,0,0,1,0,0
318,4294967295,716,1281,0,44,0,0,3893,12571,12571,4355,5627,0,0,0,1,0,0
319,4294967295,1988,1280,0,224,0,0,3893,12571,12571,4355,5627,0,0,0,1,0,0
320,4294967295,1989,1280,0,224,0,0,3893,12571,12571,4355,5627,0,0,0,1,0,0
321,4294967295,1990,1280,0,224,0,0,3893,12571,12571,4355,5627,0,0,0,1,0,0
322,4294967295,1381,1281,0,97,0,0,0,12571,12571,4355,5627,0,0,0,1,0,0
323,4294967295,786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,0,0,5592405,0,87,0,0,0,0,0,0,0,0,0,0,1,0,0
325,0,0,5592405,0,88,0,0,0,0,0,0,0,0,0,0,1,0,0
326,0,0,5592405,0,89,0,0,0,0,0,0,0,0,0,0,1,0,0
327,0,0,5592405,0,90,0,0,0,0,0,0,0,0,0,0,1,0,0
328,4294967295,1611,1280,0,64,0,0,3892,40676,40676,0,5627,0,0,0,1,0,0
329,4294967295,1360,1280,0,64,0,0,3891,12571,12571,0,5627,0,0,0,1,0,0
330,4294967295,1361,1280,0,27,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
331,4294967295,666,256,0,0,0,0,0,12571,0,0,5627,0,0,0,1,0,0
332,4294967295,1533,1280,0,105,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
333,4294967295,1363,1280,0,0,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
334,4294967295,1374,1280,0,0,0,0,0,8847,8847,0,5627,0,0,0,1,0,0
335,4294967295,2160,1281,0,37,0,0,0,8847,8847,4355,5627,0,0,0,1,0,0
336,4294967295,698,1280,0,0,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
337,4294967295,1391,1280,0,157,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
338,4294967295,1898,0,0,157,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
339,4294967295,1899,0,0,157,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
340,4294967295,1900,0,0,157,0,0,0,12571,12571,0,5627,0,0,0,1,0,0
