"ID","assetPath","assetPathInFlux","color"
234,"Sky\Interior_Arc_Bridge_02.sky","Sky\FluxIdea01.sky",4286793737
235,"Sky\Interior_Arc_Armory.sky","Sky\FluxIdea01.sky",4286611584
236,"Sky\Interior_Arc_Greenhouse.sky","Sky\FluxIdea01.sky",4281635861
237,"Sky\Housing_Solo_Algoroc.sky","Sky\NorthernWilds_Flux.sky",4278751991
238,"Sky\Interior_Arc_Logistics.sky","Sky\NorthernWilds_Flux.sky",4285953654
240,"Sky\Andy_test_sky_01.sky","Sky\FluxIdea01.sky",4286611584
241,"Sky\Housing_FloatingPlot_002.sky","Sky\NorthernWilds_Flux.sky",4278190080
242,"Sky\Galeras_SZ_Eldan_002.sky","Sky\FluxIdea01.sky",4294835968
243,"Sky\Galeras_SZ_Thayd_002.sky","Sky\FluxIdea01.sky",4278202111
247,"Sky\CrimsonIsle_SpiderCanyon_001.sky","Sky\NorthernWilds_Flux.sky",4290336580
248,"Sky\CrimsonIsle_Dregg_003.sky","Sky\NorthernWilds_Flux.sky",4293183234
249,"Sky\CrimsonIsle_Robot_002.sky","Sky\NorthernWilds_Flux.sky",4293746314
250,"Sky\PreviewSky.sky","Sky\PreviewFlux.sky",4286611584
251,"Sky\FogDepthTool.sky","Sky\FluxIdea01.sky",4286611584
252,"Sky\Osun_Ruined_City_002.sky","Sky\FluxIdea01.sky",4286611584
254,"Sky\Adventure_Galeras2.sky","Sky\FluxIdea01.sky",4288710729
255,"Sky\Adventure_Galeras3.sky","Sky\FluxIdea01.sky",4288710729
256,"Sky\NorthernWilds_Flux.sky","Sky\FluxIdea01.sky",4286611584
257,"Sky\Skullcano_Forest_002.sky","Sky\FluxIdea01.sky",4294835968
259,"Sky\Housing_DarkAmbient.sky","Sky\NorthernWilds_Flux.sky",4286479998
260,"Sky\Housing_DarkAmbientFoggy.sky","Sky\NorthernWilds_Flux.sky",4286216826
261,"Sky\Adeventure_Algoroc_SpeedUp.sky","Sky\NorthernWilds_Flux.sky",4279602163
262,"Sky\Adventure_Algoroc_SlowDown.sky","Sky\NorthernWilds_Flux.sky",4291607339
264,"Sky\Dungeon_Skullcano_Beach_002.sky","Sky\FluxIdea01.sky",4278860272
265,"Sky\Dungeon_Skullcano_Mountain_002.sky","Sky\FluxIdea01.sky",4284831053
266,"Sky\Dungeon_Skullcano_Interior_Lava_002.sky","Sky\FluxIdea01.sky",4294942976
267,"Sky\Dungeon_Skullcano_Snow_002.sky","Sky\FluxIdea01.sky",4278226431
268,"Sky\Deradune_Ritual.sky","Sky\NorthernWilds_Flux.sky",4291429637
269,"Sky\Adventure_Algoroc_BleedOver.sky","Sky\NorthernWilds_Flux.sky",4286713600
270,"Sky\Interior_PoisonFog.sky","Sky\FluxIdea01.sky",4285587483
271,"Sky\Interior_Exolab_010_Benevolent.sky","Sky\FluxIdea01.sky",4280916249
272,"Sky\Dungeon_Skullcano_BeachFoggy_002.sky","Sky\FluxIdea01.sky",4278860272
274,"Sky\Interior_ShipAliens_002.sky","Sky\NorthernWilds_Flux.sky",4287879231
275,"Sky\Interior_ShipAliens_Steamy.sky","Sky\FluxIdea01.sky",4291018656
276,"Sky\Interior_ShipAliens_Darkness.sky","Sky\FluxIdea01.sky",4278190080
277,"Sky\Interior_TEST_midkey.sky","Sky\NorthernWilds_Flux.sky",4286479998
278,"Sky\Interior_TEST_lowkey.sky","Sky\NorthernWilds_Flux.sky",4281150765
279,"Sky\Interior_TEST_highkey.sky","Sky\NorthernWilds_Flux.sky",4290427578
283,"Sky\Interior_AccelerateMine.sky","Sky\FluxIdea01.sky",4294119247
285,"Sky\Interior_SpaceTerminiteMine.sky","Sky\FluxIdea01.sky",4286611584
287,"Sky\Adventure_Ellevar_Dark.sky","Sky\FluxIdea01.sky",4281875455
290,"Sky\Auroria_Gloomy.sky","Sky\FluxIdea01.sky",4292804863
291,"Sky\Dungeon_Mechaforge.sky","Sky\NorthernWilds_Flux.sky",4287879231
292,"Sky\Dungeon_Mechaforge_SmallRoom.sky","Sky\NorthernWilds_Flux.sky",4282374342
293,"Sky\Dungeon_Mechaforge_RedRoom.sky","Sky\NorthernWilds_Flux.sky",4292363839
294,"Sky\Interior_WitchrockPassage.sky","Sky\FluxIdea01.sky",4286611584
295,"Sky\Whitevale_SZ_TerraformerAcid_01.sky","Sky\Flux_Dark.sky",4285418777
296,"Sky\Interior_WitchrockPassage_LargeRoom.sky","Sky\FluxIdea01.sky",4286611584
297,"Sky\Interior_WitchrockCatacombs.sky","Sky\FluxIdea01.sky",4286611584
298,"Sky\Interior_NoLights.sky","Sky\NorthernWilds_Flux.sky",4278190080
299,"Sky\Interior_Default_DONOTDELETE.sky","Sky\FluxIdea01.sky",4294446360
301,"Sky\Dungeon_Tornado.sky","Sky\FluxIdea01.sky",4289371772
302,"Sky\Adventure_NorthernWilds.sky","Sky\NorthernWilds_Flux.sky",4281983256
303,"Sky\Skullcano_ForestLava_002.sky","Sky\FluxIdea01.sky",4278255406
304,"Sky\Whitevale_StormySky_00.sky","Sky\FluxIdea01.sky",4279991792
305,"Sky\Dungeon_DataScape_Dark.sky","Sky\NorthernWilds_Flux.sky",4286974602
306,"Sky\LevianBay_Foggy_002.sky","Sky\FluxIdea01.sky",4292485666
307,"Sky\Interior_BuzzbingHive.sky","Sky\FluxIdea01.sky",4293061913
308,"Sky\LevianBay_LeastFoggy_002.sky","Sky\FluxIdea01.sky",4280252124
309,"Sky\LevianBay_Sunset_002.sky","Sky\FluxIdea01.sky",4293237260
310,"Sky\Datascape_AlgorocExt.sky","Sky\FluxIdea01.sky",4286611584
311,"Sky\Adventure_SpaceTravel_00.sky","Sky\FluxIdea01.sky",4286611584
312,"Sky\Dungeon_Skullcano_Interior_Lava_ThickFog.sky","Sky\FluxIdea01.sky",4294942976
313,"Sky\Cinematics_ProtostarOffice_002_ShadowsOn.sky","Sky\NorthernWilds_Flux.sky",4280297429
315,"Sky\WhiteVale_ChuaPoison.sky","Sky\Flux_Dark.sky",4284350210
317,"Sky\Dungeon_Datascape_Foyer.sky","Sky\FluxIdea01.sky",4278255406
318,"Sky\Dungeon_Datascape_HallsoftheInfinite.sky","Sky\FluxIdea01.sky",4293322470
319,"Sky\Farside_Main_01.sky","Sky\FluxIdea01.sky",4286611584
320,"Sky\SpacePrison_Shield_ON_001.sky","Sky\NorthernWilds_Flux.sky",4294949627
321,"Sky\LevianBay_Main_NoRain.sky","Sky\FluxIdea01.sky",4280769989
322,"Sky\Interior_AccelerateMine_ThickFog_002.sky","Sky\FluxIdea01.sky",4292569651
323,"Sky\Farside_Canyon.sky","Sky\FluxIdea01.sky",4278603234
324,"Sky\Farside_DerelictSilo.sky","Sky\FluxIdea01.sky",4286573830
325,"Sky\Tester_Desaturate.sky","Sky\NorthernWilds_Flux.sky",4278210303
327,"Sky\Farside_RotatingAsteroid.sky","Sky\FluxIdea01.sky",4292939481
328,"Sky\Dungeon_Torine.sky","Sky\FluxIdea01.sky",4279526539
329,"Sky\Ellevar_SZ_HardRain_001.sky","Sky\FluxIdea01.sky",4293334194
330,"Sky\Dungeon_Torine_Main.sky","Sky\FluxIdea01.sky",4293454341
340,"Sky\HalonRing_vortex_02.sky","Sky\NorthernWilds_Flux.sky",4294936832
341,"Sky\Interior_NoLights_YellowFog.sky","Sky\NorthernWilds_Flux.sky",4292997897
342,"Sky\Character_Creation.sky","Sky\NorthernWilds_Flux.sky",4288939261
343,"Sky\Dungeon_GeneticArchives.sky","Sky\FluxIdea01.sky",4279232729
344,"Sky\Exterior_LightRig.sky","Sky\FluxIdea01.sky",4286611584
345,"Sky\Cinematics_Cassian.sky","Sky\NorthernWilds_Flux.sky",4292869888
346,"Sky\Cinematics_Draken.sky","Sky\NorthernWilds_Flux.sky",4278214399
347,"Sky\Cinematics_Mal.sky","Sky\FluxIdea01.sky",4293984511
348,"Sky\Dungeon_Skullcano_Golden_002.sky","Sky\NorthernWilds_Flux.sky",4293917956
349,"Sky\Dungeon_Skullcano_Boss_002.sky","Sky\FluxIdea01.sky",4278423551
350,"Sky\Interior_NoLights_Bloom.sky","Sky\NorthernWilds_Flux.sky",4278190080
351,"Sky\Interior_Spirit_Foggy.sky","Sky\FluxIdea01.sky",4281450450
352,"Sky\Dungeon_Datascape_Fire.sky","Sky\FluxIdea01.sky",4294901760
353,"Sky\Dungeon_Datascape_Air.sky","Sky\FluxIdea01.sky",4281154984
354,"Sky\Dungeon_Datascape_Water_002.sky","Sky\NorthernWilds_Flux.sky",4280007048
355,"Sky\Dungeon_Datascape_Earth.sky","Sky\FluxIdea01.sky",4282449675
356,"Sky\Grimvault_Main_01.sky","Sky\FluxIdea01.sky",4293269271
357,"Sky\Malgrave_QT_Daytime_Fire.sky","Sky\FluxIdea01.sky",4292384551
358,"Sky\Malgrave_QT_ThunderStorm.sky","Sky\FluxIdea01.sky",4279991792
359,"Sky\Dungeon_Torine_Interior.sky","Sky\FluxIdea01.sky",4293395946
360,"Sky\Auroria_SZ_DominionFort_002.sky","Sky\FluxIdea01.sky",4285926646
361,"Sky\Auroria_SZ_Terminite_002.sky","Sky\FluxIdea01.sky",4294315047
362,"Sky\Auroria_SZ_OsunCity_Heat_002.sky","Sky\FluxIdea01.sky",4294443265
363,"Sky\Dungeon_KelVoreth_Forge_002.sky","Sky\FluxIdea01.sky",4293526008
364,"Sky\Dungeon_KelVoreth_Arena_002.sky","Sky\FluxIdea01.sky",4279571405
365,"Sky\Dungeon_KelVoreth_Eldan_002.sky","Sky\FluxIdea01.sky",4282315020
366,"Sky\Interior_Exolab_TarFoggy.sky","Sky\FluxIdea01.sky",4287969290
367,"Sky\Planets.sky","Sky\FluxIdea01.sky",4278224895
368,"Sky\Celestion_SZ_MordeshGas_002.sky","Sky\FluxIdea01.sky",4278638236
369,"Sky\Wilderun_LowFog_01.sky","Sky\FluxIdea01.sky",4284735509
370,"Sky\Celestion_SZ_Trippy.sky","Sky\FluxIdea01.sky",4288622508
372,"Sky\Cinematics_HumanBar.sky","Sky\FluxIdea01.sky",4293054740
373,"Sky\Cinematics_Kit.sky","Sky\FluxIdea01.sky",4278251017
374,"Sky\Cinematics_Aurin.sky","Sky\FluxIdea01.sky",4279388395
375,"Sky\Celestion_Main_LessFog_003.sky","Sky\FluxIdea01.sky",4293595677
376,"Sky\Cinematics_GranokBattle.sky","Sky\FluxIdea01.sky",4293139440
377,"Sky\Grimvault_Exanite.sky","Sky\FluxIdea01.sky",4279730406
378,"Sky\Dreadmoor_SZ_EnglishMoor.sky","Sky\FluxIdea01.sky",4294536712
379,"Sky\Dreadmoor_SZ_DenseSwamp.sky","Sky\FluxIdea01.sky",4294510600
380,"Sky\Dreadmoor_SZ_ScaryCreepy.sky","Sky\FluxIdea01.sky",4288481529
381,"Sky\Character_Creation_Tech.sky","Sky\FluxIdea01.sky",4278663418
382,"Sky\Greenscreen.sky","Sky\FluxIdea01.sky",4278582019
383,"Sky\Character_Creation_New01.sky","Sky\FluxIdea01.sky",4278838248
384,"Sky\EverstarGrove_SZ_DarkStart.sky","Sky\NorthernWilds_Flux.sky",4278741749
386,"Sky\Dreadmoor_SZ_Coastline.sky","Sky\FluxIdea01.sky",4278611700
387,"Sky\Interior_PvP_Arena.sky","Sky\FluxIdea01.sky",4291852623
388,"Sky\Everstar_Main_005.sky","Sky\FluxIdea01.sky",4284022276
389,"Sky\Dreadmoor_SZ_AmazonJungle_01.sky","Sky\FluxIdea01.sky",4284140038
390,"Sky\Dreadmoor_SZ_Chua.sky","Sky\FluxIdea01.sky",4291235054
391,"Sky\Whitevale_Terraformer_Core.sky","Sky\Flux_Dark.sky",4294921986
392,"Sky\Interior_Ark_RelicRoom.sky","Sky\FluxIdea01.sky",4288207103
393,"Sky\Justin_test.sky","Sky\FluxIdea01.sky",4281717209
394,"Sky\Spellslinger_Phase_01.sky","Sky\FluxIdea01.sky",4278944760
395,"Sky\Coralus_01.sky","Sky\FluxIdea01.sky",4294930944
396,"Sky\Everstar_SZ_Terminite_002.sky","Sky\FluxIdea01.sky",4294837381
397,"Sky\Interior_Exolab_010_Particulate.sky","Sky\FluxIdea01.sky",4289924335
398,"Sky\Cine_Domina.sky","Sky\FluxIdea01.sky",4294508544
399,"Sky\Wilderun_Main_Dark_Forest.sky","Sky\FluxIdea01.sky",4294183735
400,"Sky\Celestion_Main_LeastFog_002.sky","Sky\FluxIdea01.sky",4279387115
401,"Sky\Farside_Silo_Desert.sky","Sky\FluxIdea01.sky",4293226246
402,"Sky\Farside_Silo_Jungle.sky","Sky\FluxIdea01.sky",4294380058
403,"Sky\Battleground_Quarry.sky","Sky\FluxIdea01.sky",4291826792
404,"Sky\Interior_Exolab_010_Foggy_002.sky","Sky\FluxIdea01.sky",4294182947
405,"Sky\Interior_MysticalBark_ThickFog.sky","Sky\FluxIdea01.sky",4281556443
406,"Sky\testtestest.sky","Sky\FluxIdea01.sky",4294901760
407,"Sky\Cinematics_Paths_Explorer.sky","Sky\NorthernWilds_Flux.sky",4278190080
408,"Sky\Whitevale_SZ_Hotsprings.sky","Sky\Flux_Dark.sky",4278319808
409,"Sky\Grimvault_Low_Fog.sky","Sky\FluxIdea01.sky",4293989619
410,"Sky\Wilderrun_SZ_Strain.sky","Sky\FluxIdea01.sky",4294575137
411,"Sky\Grimvault_Main_NuclearGlow.sky","Sky\FluxIdea01.sky",4292273687
412,"Sky\Whitevale_SZ_Prison.sky","Sky\Flux_Dark.sky",4294901760
413,"Sky\Wilderrun_SZ_OsunTower.sky","Sky\FluxIdea01.sky",4286379789
414,"Sky\Coralus_SZ_Foggy.sky","Sky\FluxIdea01.sky",4278214399
415,"Sky\Interior_YetiIceCave_FoggyCold.sky","Sky\FluxIdea01.sky",4294949120
416,"Sky\Housing_BurningSmoke.sky","Sky\FluxIdea01.sky",4286414205
417,"Sky\Adventure_Whitevale_Night.sky","Sky\Flux_Dark.sky",4278194431
418,"Sky\Adventure_Whitevale_NightFogFire.sky","Sky\Flux_Dark.sky",4294662144
419,"Sky\Adventure_Whitevale_Dawn.sky","Sky\Flux_Dark.sky",4294902225
420,"Sky\Dungeon_Torine_MainCenter.sky","Sky\FluxIdea01.sky",4278577710
421,"Sky\Dungeon_Torine_Crystals.sky","Sky\FluxIdea01.sky",4293526810
422,"Sky\Dungeon_Torine_SmokeyFire.sky","Sky\FluxIdea01.sky",4284894267
423,"Sky\Dungeon_Torine_FoggyMystical.sky","Sky\FluxIdea01.sky",4280201935
424,"Sky\Housing_Fog_Green.sky","Sky\FluxIdea01.sky",4286282619
425,"Sky\Housing_Fog_Red.sky","Sky\FluxIdea01.sky",4286479998
