"ID","datacubeTypeEnum","localizedTextIdTitle","localizedTextIdText00","localizedTextIdText01","localizedTextIdText02","localizedTextIdText03","localizedTextIdText04","localizedTextIdText05","soundEventId","worldZoneId","unlockCount","assetPathImage","datacubeFactionEnum","worldLocation2Id","questDirectionId"
99,0,230500,230501,230502,230503,0,0,0,45867,483,0,"",2,47940,0
100,0,230516,230517,230518,230519,0,0,0,45933,483,0,"",2,47941,67
101,0,230520,230521,230522,230523,0,0,0,45889,483,0,"",2,47942,0
102,0,230524,230525,230526,230527,0,0,0,45831,483,0,"",2,47943,0
103,0,230530,230531,230532,230529,0,0,0,45850,483,0,"",2,47944,0
104,0,230533,230534,230535,230536,0,0,0,45868,483,0,"",2,47945,0
105,0,231236,231237,231238,231239,0,0,0,45929,137,0,"",0,47946,0
106,0,231240,231241,231242,231243,0,0,0,45821,137,0,"",0,47947,0
107,0,231253,231254,231255,231256,0,0,0,45802,137,0,"",0,47948,0
108,0,231257,231258,231259,231260,0,0,0,45876,137,0,"",0,47949,0
109,0,231261,231262,231263,231264,0,0,0,45905,137,0,"",0,47950,0
110,0,231265,231266,231267,231268,0,0,0,45842,137,0,"",0,47951,0
111,1,230807,246201,246202,246203,246204,246205,246206,8925,0,5,"UI_CRB_TBF001",1,0,0
116,0,234342,234343,280322,280323,0,0,0,45875,1304,0,"",2,47952,0
117,0,234347,234348,280324,280325,0,0,0,45942,1304,0,"",2,47953,0
118,0,234349,234350,280326,280327,0,0,0,45820,1304,0,"",2,47954,0
119,0,234351,234352,280321,280320,0,0,0,45838,1304,0,"",2,47955,0
120,0,255315,280069,280073,280070,0,0,0,45891,1414,0,"",1,47956,0
121,0,255316,280075,280076,280077,0,0,0,45939,1414,0,"",1,47957,0
122,0,255317,280078,280079,280080,0,0,0,45814,1414,0,"",1,47958,0
123,0,255318,280081,280082,280083,0,0,0,45870,1414,0,"",1,47959,0
130,0,255581,0,0,0,0,0,0,0,0,0,"",0,0,0
131,0,260518,294964,294965,294966,0,0,0,45869,37,0,"",2,47967,0
132,0,260528,294968,294969,294970,0,0,0,60593,37,0,"",2,47968,0
133,0,260529,294971,294972,294973,0,0,0,45812,37,0,"",2,47969,0
134,0,260552,294975,294976,294977,0,0,0,45851,37,0,"",2,47970,0
135,0,260554,294978,294979,294980,294981,0,0,45833,37,0,"",2,47971,0
136,0,260557,302156,302155,302163,0,0,0,45914,37,0,"",2,47972,0
137,0,260560,423710,423711,423712,0,0,0,45936,37,0,"",2,47973,0
138,0,260562,423713,423714,423715,0,0,0,45813,37,0,"",2,47974,0
139,0,260563,423724,423725,423726,423727,0,0,45937,37,0,"",2,47975,0
140,0,260566,423729,423730,423731,0,0,0,45938,37,0,"",2,47976,0
141,0,260567,437422,437423,437424,0,0,0,45785,37,0,"",2,47977,0
142,0,260568,437425,437426,437427,0,0,0,45852,37,0,"",2,47978,0
143,0,260569,437428,437429,437430,0,0,0,45801,37,0,"",2,47979,0
144,0,260570,437431,437432,437433,0,0,0,45915,37,0,"",2,47980,0
145,0,260573,437434,437435,437436,0,0,0,45786,37,0,"",2,47981,0
146,0,260685,302645,302646,302647,0,0,0,45797,248,0,"",1,47982,0
147,0,260686,302650,302651,302652,0,0,0,45884,248,0,"",1,47983,0
148,0,260687,302653,302654,302655,0,0,0,45782,248,0,"",1,47984,0
149,0,260688,302658,302659,302660,0,0,0,45911,248,0,"",1,47985,0
150,0,260689,302661,302662,302663,0,0,0,45885,248,0,"",1,47986,0
151,0,260690,438607,438596,438608,0,0,0,45912,248,0,"",1,47987,0
152,0,260691,438610,438597,438611,0,0,0,45913,248,0,"",1,47988,0
153,0,260692,438612,438598,438613,0,0,0,45809,248,0,"",1,47989,0
154,0,260693,438617,438599,438618,0,0,0,45931,248,0,"",1,47990,0
155,0,260694,438622,438600,438623,0,0,0,45798,248,0,"",1,47991,0
156,0,260695,438625,438601,438626,0,0,0,45849,248,0,"",1,47992,0
157,0,260696,438628,438602,438629,0,0,0,45886,248,0,"",1,47993,0
158,0,260697,438632,438603,438633,0,0,0,45887,248,0,"",1,47994,0
159,0,260698,438635,438604,438636,0,0,0,45799,248,0,"",1,47995,0
160,0,260699,438640,438605,438641,0,0,0,45810,248,0,"",1,47996,0
162,0,264934,518192,518193,518194,0,0,0,50432,1414,0,"",1,47997,0
163,2,269719,269720,269721,269722,269782,269783,269784,0,483,0,"",2,0,0
167,2,270007,270008,270009,270010,270011,270012,270013,0,2015,0,"",0,0,0
168,2,270103,270104,270105,270106,270107,270108,0,0,2015,0,"",0,0,0
169,2,270148,270149,270150,270151,270152,270153,0,0,483,0,"",2,0,0
170,2,270218,270219,270220,270221,270222,270223,270224,0,483,0,"",2,0,0
171,2,270519,270520,270521,270522,270523,0,0,0,483,0,"",2,0,0
172,2,270565,270566,270567,270568,270569,270570,0,0,483,0,"",2,0,0
173,1,271101,271102,271103,271104,271105,271106,271107,0,483,7,"Icon_ItemTBF_UI_TBTF_Deradune_Tract_01",2,0,0
174,0,302664,302665,302666,302667,0,0,0,45862,248,0,"",1,47998,0
175,0,280466,280467,280468,280469,0,0,0,45822,137,0,"",0,47999,0
176,0,280470,280471,280472,280473,0,0,0,45906,137,0,"",0,48000,0
177,0,280474,280475,280476,280477,0,0,0,45877,137,0,"",0,48001,0
178,0,280480,280481,280482,280483,0,0,0,45943,137,0,"",0,48002,0
179,0,280484,280485,280486,280487,0,0,0,45803,137,0,"",0,48003,0
180,0,280490,280491,280492,280493,0,0,0,45857,137,0,"",0,48004,0
181,0,280497,280498,280499,280500,0,0,0,45794,137,0,"",0,48005,0
182,0,280501,280502,280503,280504,0,0,0,50731,137,0,"",0,48006,0
183,0,280505,280506,280507,280508,0,0,0,60598,137,0,"",0,48007,0
184,0,280509,280510,280511,280512,0,0,0,45843,137,0,"",0,48008,0
185,2,280793,280794,280795,280796,280797,280798,0,0,0,0,"",0,0,0
186,2,280801,280802,280803,280804,0,0,0,0,0,0,"",0,0,0
187,2,280806,280807,280808,280809,280810,280811,0,0,0,0,"",0,0,0
188,2,280855,280856,280857,280858,280859,280860,280861,0,0,0,"",0,0,0
189,2,286767,286768,286769,286780,286781,286782,286783,0,2015,0,"",0,0,0
190,2,286770,286771,286772,286773,286774,286784,0,0,2015,0,"",0,0,0
191,2,286775,286776,286777,286778,286779,286785,0,0,2015,0,"",0,0,0
192,2,286786,286787,286788,286789,286790,286791,0,0,2015,0,"",0,0,0
193,2,286792,286794,286795,286796,286797,286798,286799,0,2015,0,"",0,0,0
194,2,286793,286800,286801,286802,0,0,0,0,2015,0,"",0,0,0
195,2,286809,286810,286811,286812,286813,286814,0,0,2015,0,"",0,0,0
196,2,287020,287021,287022,287023,287024,287025,0,0,2015,0,"",0,0,0
197,2,291640,291641,291642,291643,291644,291645,291646,0,1304,0,"",2,0,0
198,2,291670,291671,291672,291673,291674,291675,291676,0,1304,0,"",2,0,0
199,0,292155,518372,518373,518374,0,0,0,45825,1304,0,"",2,48009,0
200,2,292621,292622,292623,0,0,0,0,0,483,0,"",2,0,0
201,2,294422,294423,294424,294425,294426,294427,0,0,483,0,"",2,0,0
202,2,294444,294445,294446,0,0,0,0,0,483,0,"",2,0,0
203,2,294460,294461,294462,294463,0,0,0,0,483,0,"",2,0,0
204,2,294475,294476,294477,294478,0,0,0,0,483,0,"",2,0,0
205,0,294539,294540,294541,294542,0,0,0,45808,36,0,"",2,48010,0
206,2,295079,295080,295081,295082,295083,295084,0,0,622,0,"",2,0,0
207,0,297977,297978,297979,297980,0,0,0,8924,0,0,"",1,0,0
208,0,297981,297982,297983,297984,0,0,0,8924,0,0,"",1,0,0
209,1,298525,298526,298527,298528,298529,298530,298531,8925,0,3,"UI_CRB_TBF001",1,0,0
210,2,300366,300367,300368,0,0,0,0,0,483,0,"",2,0,0
211,2,301501,301502,301503,420130,420131,0,0,0,248,0,"",1,0,0
212,2,301506,301507,301508,420133,420134,420135,420136,0,248,0,"",1,0,0
213,2,301511,301512,301513,420137,420138,420139,420140,0,248,0,"",1,0,0
214,2,301918,301919,0,0,0,0,0,0,483,0,"",2,0,0
215,2,301920,301921,0,0,0,0,0,0,483,0,"",2,0,0
216,2,301922,301923,0,0,0,0,0,0,483,0,"",2,0,0
217,0,302431,522117,522118,522119,0,0,0,50453,1220,0,"",0,0,0
218,0,302432,522120,522121,522122,0,0,0,50466,1220,0,"",0,0,0
219,0,302433,522136,522137,522138,0,0,0,50437,1220,0,"",0,0,0
220,0,302434,522146,522147,522143,522148,0,0,50447,1220,0,"",0,0,0
221,0,302436,522139,522140,522141,522142,0,0,50454,1220,0,"",0,0,0
222,2,365926,365927,365928,365929,0,0,0,0,1220,0,"",0,0,0
223,2,365930,365931,365932,0,0,0,0,0,1220,0,"",0,0,0
224,2,365933,365934,365935,0,0,0,0,0,1220,0,"",0,0,0
225,2,365936,365937,365938,365939,0,0,0,0,1220,0,"",0,0,0
226,2,365941,365942,365943,0,0,0,0,0,1220,0,"",0,0,0
227,2,302913,302914,302915,302923,0,0,0,0,36,0,"",2,0,0
228,0,309102,309103,309104,309105,0,0,0,45934,483,0,"",2,48018,0
229,0,309106,309107,309108,309109,0,0,0,45832,483,0,"",2,48019,2400
230,0,309110,309111,309112,309113,0,0,0,45935,483,0,"",2,48020,147
231,0,309114,309115,309116,309117,0,0,0,45890,483,0,"",2,48021,0
232,0,309118,309119,309120,309121,0,0,0,45800,483,0,"",2,48022,0
233,0,315056,362912,531526,531527,531528,0,0,50478,377,0,"",0,48023,0
234,0,315069,362915,531529,531530,0,0,0,50408,377,0,"",0,48024,0
235,0,315070,362909,531531,531532,0,0,0,50452,377,0,"",0,0,2404
236,0,315071,531533,531534,531535,0,0,0,50479,377,0,"",0,48026,0
237,0,315072,531536,531537,531538,0,0,0,50464,377,0,"",0,48027,0
238,2,330251,330252,0,0,0,0,0,0,1414,0,"",1,0,0
239,2,332044,332045,332046,332047,0,0,0,0,29,0,"",1,0,0
240,0,341136,362926,531539,531540,531541,0,0,50480,377,0,"",0,0,2403
241,0,341137,531542,531543,531544,0,0,0,50491,377,0,"",0,48029,0
242,0,341138,531545,531546,531547,531548,0,0,50446,377,0,"",0,48030,0
243,0,341139,531549,531550,531551,0,0,0,50411,377,0,"",0,48031,0
244,0,341140,362927,531552,531553,0,0,0,50465,377,0,"",0,48032,0
245,2,342485,342087,342088,342089,342090,0,0,0,271,0,"",0,0,0
246,2,342147,342123,342124,344473,0,0,0,0,271,0,"",0,0,0
247,2,342146,342125,342126,0,0,0,0,0,271,0,"",0,0,0
248,2,342145,342133,342134,342135,342136,342137,342138,0,271,0,"",0,0,0
249,2,342770,342771,342772,342773,342774,342775,0,0,29,0,"",1,0,0
250,2,344588,344589,344590,344591,344592,0,0,0,35,0,"",1,0,0
251,2,344593,344594,344595,344596,0,0,0,0,35,0,"",1,0,0
252,2,344597,344598,344599,344600,344601,0,0,0,35,0,"",1,0,0
253,2,344602,344603,344604,344605,0,0,0,0,35,0,"",1,0,0
254,2,344606,344607,344608,344609,344610,0,0,0,35,0,"",1,0,0
255,2,344611,344612,344613,344614,344615,344616,0,0,35,0,"",1,0,0
256,2,344617,344618,344619,0,0,0,0,0,35,0,"",1,0,0
257,2,344620,344621,344622,344623,0,0,0,0,13,0,"",1,0,0
258,2,344624,344625,344626,0,0,0,0,0,13,0,"",1,0,0
259,2,344627,344628,344629,0,0,0,0,0,13,0,"",1,0,0
260,2,344630,344631,344632,344633,0,0,0,0,13,0,"",1,0,0
261,2,344634,344635,344636,0,0,0,0,0,13,0,"",1,0,0
262,2,344637,344638,344639,344640,344641,344642,344643,0,13,0,"",1,0,0
263,2,344644,344645,344646,0,0,0,0,0,13,0,"",1,0,0
264,2,344647,344648,344649,344650,344651,0,0,0,13,0,"",1,0,0
265,2,344652,344653,344654,344655,345017,345018,345019,0,13,0,"",1,0,0
268,2,344663,344664,344665,344666,344667,0,0,0,13,0,"",1,0,0
269,2,344668,344669,0,0,0,0,0,0,13,0,"",1,0,0
270,2,344670,344671,344672,344673,0,0,0,0,13,0,"",1,0,0
271,2,344674,344675,344676,0,0,0,0,0,13,0,"",1,0,0
272,2,344677,344678,344679,344680,0,0,0,0,13,0,"",1,0,0
273,2,344681,344682,344683,0,0,0,0,0,29,0,"",1,0,0
276,2,344690,344691,344692,344693,0,0,0,0,248,0,"",1,0,0
277,2,344694,344695,344696,344697,0,0,0,0,29,0,"",1,0,0
278,2,344698,344699,0,0,0,0,0,0,29,0,"",1,0,0
279,2,344700,344701,344702,0,0,0,0,0,29,0,"",1,0,0
280,2,344703,344704,344705,0,0,0,0,0,29,0,"",1,0,0
281,2,344706,344707,344708,344709,0,0,0,0,29,0,"",1,0,0
282,2,344710,344711,344712,0,0,0,0,0,29,0,"",1,0,0
283,2,344713,344714,344715,0,0,0,0,0,29,0,"",1,0,0
284,2,344716,344717,344718,344719,0,0,0,0,29,0,"",1,0,0
285,2,344720,344721,344722,0,0,0,0,0,29,0,"",1,0,0
286,2,344723,344724,344725,0,0,0,0,0,29,0,"",1,0,0
287,2,344726,344727,344728,344729,0,0,0,0,29,0,"",1,0,0
288,2,344730,344731,0,0,0,0,0,0,29,0,"",1,0,0
289,2,344732,344733,344734,344735,344736,0,0,0,29,0,"",1,0,0
290,2,344737,344738,344739,0,0,0,0,0,29,0,"",1,0,0
291,2,344740,344741,344742,344743,0,0,0,0,29,0,"",1,0,0
292,2,346028,346029,346030,346031,346032,0,0,0,13,0,"",1,0,0
293,1,346637,346638,347964,347965,347966,347967,347968,0,13,7,"Icon_ItemTBF_UI_TBTF_Algoroc_Tract_01",1,0,0
294,1,346647,346648,348279,348280,348281,348282,348283,0,13,7,"Icon_ItemTBF_UI_TBTF_ALGOROC_TRACT_02",1,0,0
295,1,346649,346650,348606,348607,348608,348609,348610,0,13,7,"Icon_ItemTBF_UI_TBTF_ALGOROC_TRACT_03",1,0,0
296,1,346653,346654,348076,348077,348078,348079,348080,0,29,8,"Icon_ItemTBF_UI_TBTF_GALERAS_TRACK_01",1,0,0
297,1,346660,346661,348599,348600,348601,348602,348603,0,29,8,"Icon_ItemTBF_UI_TBTF_GALERAS_TRACK_03",1,0,0
298,1,346679,346680,347935,347936,347937,347938,347939,0,29,8,"Icon_ItemTBF_UI_TBTF_Galeras_Tract_04",1,0,0
299,2,347228,347229,347230,0,0,0,0,0,13,0,"",1,0,0
300,2,347231,347232,347233,347238,347239,347240,0,0,29,0,"",1,0,0
301,0,347866,347867,347868,347869,0,0,0,50429,2016,0,"",0,0,0
302,0,348784,348785,349189,349190,0,0,0,45923,271,0,"",0,0,0
303,0,348786,348787,349191,349192,0,0,0,45901,271,0,"",0,0,0
304,0,348788,348789,349193,349194,0,0,0,45840,271,0,"",0,0,0
305,2,349168,349169,349170,349171,349172,349176,0,0,29,0,"",1,0,0
306,2,350567,350605,350606,350607,350794,0,0,0,13,0,"",1,0,0
307,2,356980,356981,356982,356983,0,0,0,0,622,0,"",2,0,0
308,2,356984,356985,356986,356987,0,0,0,0,622,0,"",2,0,0
309,2,356993,356994,356995,356996,356997,0,0,0,622,0,"",2,0,0
310,2,357004,357005,357006,357015,357016,0,0,0,622,0,"",2,0,0
311,2,357019,357020,357021,357022,0,0,0,0,622,0,"",2,0,0
312,2,357032,357033,357034,0,0,0,0,0,622,0,"",2,0,0
313,0,361597,361598,361599,361600,0,0,0,45834,936,0,"",0,48042,0
314,0,361601,361602,361603,361604,0,0,0,45892,936,0,"",0,48043,0
315,0,361605,361606,361607,361608,0,0,0,45871,936,0,"",0,48044,0
316,0,361609,361610,361611,361612,0,0,0,45815,936,0,"",0,48045,2411
317,0,361613,361614,361615,361616,0,0,0,45872,936,0,"",0,48046,2412
318,0,361617,361618,361619,361620,0,0,0,45940,936,0,"",0,48047,0
319,0,361621,361622,361623,361624,0,0,0,45941,936,0,"",0,48048,0
320,1,361937,361938,382722,382723,382724,382725,382726,0,483,8,"Icon_ItemTBF_UI_TBTF_Deradune_Tract_02",2,0,0
321,1,361944,361945,378414,378415,378416,378417,378418,0,483,8,"Icon_ItemTBF_UI_TBTF_Deradune_Tract_03",2,0,0
322,1,361949,361950,380270,380271,380272,380273,380274,0,36,8,"Icon_ItemTBF_UI_TBTF_Auroria_Tract_01",2,0,0
323,1,361955,361956,526940,526941,526942,526943,526944,0,36,8,"Icon_ItemTBF_UI_TBTF_Auroria_Tract_02",2,0,0
324,2,362506,362507,377311,0,0,0,0,0,36,0,"",2,0,0
325,2,362509,362510,377312,377313,377314,377315,377316,0,36,0,"",2,0,0
326,2,362511,362512,377317,377318,0,0,0,0,36,0,"",2,0,0
327,2,362513,362514,377319,0,0,0,0,0,36,0,"",2,0,0
328,2,362515,362516,379309,379310,0,0,0,0,36,0,"",2,0,0
329,2,362517,362518,379312,379313,0,0,0,0,36,0,"",2,0,0
330,2,362519,362520,379334,379335,0,0,0,0,36,0,"",2,0,0
331,2,362521,362522,379336,379337,0,0,0,0,36,0,"",2,0,0
332,2,362523,362524,379339,379340,0,0,0,0,36,0,"",2,0,0
333,2,362525,362526,379348,379349,379350,379351,379362,0,36,0,"",2,0,0
334,2,362527,362528,379366,0,0,0,0,0,36,0,"",2,0,0
335,2,362529,362530,379368,379369,379370,0,0,0,36,0,"",2,0,0
336,0,510265,510266,510267,510268,0,0,0,50467,1402,0,"",0,48049,0
337,0,362680,362675,510275,510276,0,0,0,50439,1402,0,"",0,48050,0
338,0,362681,510279,510280,510281,0,0,0,50427,1402,0,"",0,48051,0
339,0,362689,362682,510284,510285,510286,0,0,50457,1402,0,"",0,48052,0
340,0,362688,362687,510289,510290,0,0,0,50440,1402,0,"",0,48053,0
341,0,362737,362738,510310,510311,531509,0,0,50448,1402,0,"",0,48054,0
342,0,510535,362739,510313,510314,0,0,0,50468,1402,0,"",0,48055,0
343,0,362690,362740,517056,517054,517055,0,0,50421,1402,0,"",0,48056,0
344,0,362693,362698,517057,517058,517059,0,0,50456,1402,0,"",0,48057,0
345,0,362710,517060,517061,517062,0,0,0,50483,1402,0,"",0,48058,0
346,2,368304,368305,379379,379380,0,0,0,0,36,0,"",2,0,0
347,2,368306,368307,379382,379383,0,0,0,0,36,0,"",2,0,0
348,2,368308,368309,379384,0,0,0,0,0,36,0,"",2,0,0
349,2,368310,368311,379385,0,0,0,0,0,36,0,"",2,0,0
350,2,368312,368313,379396,379397,0,0,0,0,36,0,"",2,0,0
351,2,368315,368314,379399,379400,379401,0,0,0,36,0,"",2,0,0
352,2,368316,368317,0,0,0,0,0,0,36,0,"",2,0,0
353,2,368318,368319,379414,379415,379416,0,0,0,36,0,"",2,0,0
354,2,368320,368321,379417,379418,379419,379420,0,0,36,0,"",2,0,0
355,2,368322,368323,379421,379422,0,0,0,0,36,0,"",2,0,0
356,2,368324,368325,379423,379424,379425,379426,0,0,36,0,"",2,0,0
358,1,368361,368362,380145,380146,380147,380148,380149,0,36,8,"Icon_ItemTBF_UI_TBTF_Auroria_Tract_04",2,0,0
368,2,370043,370044,370045,370046,0,0,0,0,1402,0,"",1,0,0
369,2,370057,370058,370059,370060,0,0,0,0,1402,0,"",1,0,0
370,2,370070,370071,370072,370073,370074,0,0,0,1402,0,"",1,0,0
371,2,373837,373848,373853,373854,373861,0,0,0,2191,0,"",2,0,0
372,0,373998,373999,374000,374001,0,0,0,50435,2191,0,"",2,48066,0
373,0,374003,374004,374005,374006,0,0,0,50463,2191,0,"",2,48067,0
374,0,374007,374008,374009,374010,0,0,0,50424,2191,0,"",2,48068,0
383,2,375904,375905,380469,380470,380471,380472,0,0,137,0,"",2,0,0
384,2,375906,375907,380473,380474,0,0,0,0,137,0,"",2,0,0
385,2,375908,375909,380475,380476,380477,0,0,0,137,0,"",2,0,0
386,2,375914,375915,380478,0,0,0,0,0,137,0,"",2,0,0
387,2,375916,375917,380479,0,0,0,0,0,137,0,"",2,0,0
388,2,375918,375919,380616,0,0,0,0,0,137,0,"",2,0,0
389,2,375921,375922,0,0,0,0,0,0,137,0,"",0,0,0
390,2,375923,375924,380480,0,0,0,0,0,137,0,"",0,0,0
391,2,375927,375928,380623,380624,380625,0,0,0,137,0,"",0,0,0
392,2,375932,375933,380627,380628,0,0,0,0,137,0,"",0,0,0
393,2,375939,375940,380631,0,0,0,0,0,137,0,"",0,0,0
394,2,375941,375942,380632,380633,0,0,0,0,137,0,"",0,0,0
395,2,375943,375944,380634,380635,0,0,0,0,137,0,"",0,0,0
396,2,375953,375954,380636,380637,380638,0,0,0,137,0,"",0,0,0
397,2,376062,376063,380639,0,0,0,0,0,137,0,"",0,0,0
398,2,376069,376070,380641,0,0,0,0,0,137,0,"",0,0,0
399,2,376072,376073,0,0,0,0,0,0,137,0,"",0,0,0
