"ID","flags","prerequisiteTypeId0","prerequisiteTypeId1","prerequisiteTypeId2","prerequisiteComparisonId0","prerequisiteComparisonId1","prerequisiteComparisonId2","objectId0","objectId1","objectId2","value0","value1","value2","localizedTextIdFailure"
55,0,5,0,0,4,0,0,260,0,0,8000,0,0,583752
56,0,5,0,0,4,0,0,260,0,0,16000,0,0,583753
57,0,5,0,0,4,0,0,260,0,0,32000,0,0,583754
58,0,6,0,0,2,0,0,1397,0,0,0,0,0,0
60,1,14,6,6,1,1,1,1427,1427,1427,3233,2,3,0
61,1,6,0,0,2,2,0,0,1469,0,0,0,0,0
62,1,6,0,0,2,1,0,0,1518,1518,0,2,3,0
63,0,6,0,0,2,0,0,0,0,0,0,0,0,0
64,0,0,0,0,2,0,0,1283,0,0,0,0,0,0
65,1,0,0,0,1,1,1,1920,1920,1561,2,3,3,0
66,1,6,0,0,2,2,0,0,2207,0,0,0,0,0
67,0,6,0,0,2,0,0,0,0,0,0,0,0,0
71,1,6,6,0,1,1,0,0,0,0,1,1,0,0
75,1,0,0,0,1,1,0,0,0,0,2,3,0,0
76,0,1,0,0,6,0,0,0,0,0,5,0,0,0
83,1,0,0,0,1,1,0,1760,1138,0,1,1,0,0
85,0,0,0,0,1,1,0,1815,0,0,1,4004,0,0
86,1,6,6,0,1,1,0,1808,1823,0,1,1,0,0
93,0,6,6,0,1,2,0,0,0,0,2,3,0,0
98,0,3,14,1,1,1,4,0,0,0,4,2967,6,0
99,0,3,14,1,1,1,4,0,0,0,4,4127,12,0
100,0,3,14,1,1,1,4,0,0,0,4,4128,18,0
101,0,3,14,1,1,1,4,0,0,0,4,4129,24,0
102,0,3,14,1,1,1,4,0,0,0,4,4130,30,0
103,0,3,14,1,1,1,4,0,0,0,4,2964,6,0
104,0,3,14,1,1,1,4,0,0,0,4,4133,14,0
105,0,3,14,1,1,1,4,0,0,0,4,4133,22,0
106,0,3,14,1,1,1,4,0,0,0,4,4134,30,0
107,0,3,14,1,1,1,4,0,0,0,4,1018,8,0
108,0,3,14,1,1,1,4,0,0,0,4,4136,16,0
109,0,3,14,1,1,1,4,0,0,0,4,4137,24,0
110,0,3,14,1,1,1,1,0,0,0,4,4138,32,0
111,0,3,14,1,1,1,4,0,0,0,4,3327,10,0
112,0,3,14,1,1,1,4,0,0,0,4,4139,18,0
113,0,3,14,1,1,1,4,0,0,0,4,4140,26,0
114,0,3,14,1,1,1,4,0,0,0,4,2966,12,0
115,0,3,14,1,1,1,4,0,0,0,4,4142,22,0
116,0,3,14,1,1,1,4,0,0,0,4,2963,12,0
117,0,3,14,1,1,1,4,0,0,0,4,4144,22,0
118,0,3,14,1,1,1,4,0,0,0,4,2979,20,0
119,0,3,14,1,1,1,4,0,0,0,4,4146,28,0
120,0,3,14,1,1,1,4,0,0,0,4,5234,16,0
121,0,3,14,1,1,1,4,0,0,0,4,2540,26,0
122,0,3,14,1,1,1,4,0,0,0,4,2980,28,0
123,0,3,14,1,1,1,4,0,0,0,4,4150,34,0
125,0,0,0,0,1,1,0,1911,0,0,1,4184,0,0
126,0,19,0,0,1,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,14,0,0,1,0,0,0,0,0,2487,0,0,0
132,0,3,14,1,1,1,4,0,0,0,3,949,10,0
133,0,3,14,1,1,1,4,0,0,0,3,4221,16,0
134,0,3,14,1,1,1,4,0,0,0,3,4222,24,0
135,0,3,14,1,1,1,4,0,0,0,3,4223,28,0
136,0,3,14,1,1,1,4,0,0,0,3,1878,8,0
137,0,3,14,1,1,1,4,0,0,0,3,4228,16,0
138,0,3,14,1,1,1,4,0,0,0,3,4229,24,0
140,0,3,14,1,1,1,4,0,0,0,3,2843,14,0
141,0,3,14,1,1,1,4,0,0,0,3,1974,12,0
142,0,3,14,1,1,1,4,0,0,0,3,4231,18,0
143,0,3,14,1,1,1,4,0,0,0,3,4232,24,0
144,0,3,14,1,1,1,4,0,0,0,3,4234,30,0
145,0,3,14,1,1,1,4,0,0,0,3,4233,30,0
146,0,3,14,1,1,1,4,0,0,0,3,4087,22,0
147,0,3,14,1,1,1,4,0,0,0,3,948,6,0
148,0,3,14,1,1,1,4,0,0,0,3,4225,12,0
149,0,3,14,1,1,1,4,0,0,0,3,4226,20,0
150,0,3,14,1,1,1,4,0,0,0,3,2901,26,0
151,0,3,14,1,1,1,4,0,0,0,3,1086,20,0
152,0,3,14,1,1,1,4,0,0,0,3,1090,18,0
153,0,3,14,1,1,1,4,0,0,0,3,4243,26,0
154,0,3,14,1,1,1,4,0,0,0,3,1975,28,0
155,0,3,14,1,1,1,4,0,0,0,3,4227,28,0
159,0,6,0,0,2,0,0,0,0,0,0,0,0,0
160,0,3,14,1,1,1,4,0,0,0,4,4145,32,0
161,0,3,14,1,1,1,4,0,0,0,4,4138,32,0
162,0,3,14,1,1,1,4,0,0,0,4,3326,32,0
163,0,3,14,1,1,1,4,0,0,0,4,4279,44,0
164,0,3,14,1,1,1,4,0,0,0,4,4148,44,0
165,0,3,14,1,1,1,4,0,0,0,4,4106,24,0
166,0,3,14,1,1,1,4,0,0,0,4,2987,34,0
167,0,3,14,1,1,1,4,0,0,0,4,4131,36,0
168,0,3,14,1,1,1,4,0,0,0,4,4151,40,0
169,0,3,14,1,1,1,4,0,0,0,4,2968,36,0
170,0,3,14,1,1,1,4,0,0,0,4,4143,32,0
171,0,3,14,1,1,1,4,0,0,0,4,4141,34,0
172,0,3,14,1,1,1,4,0,0,0,4,4135,38,0
173,0,3,14,1,1,1,4,0,0,0,4,2984,20,0
174,0,3,14,1,1,1,4,0,0,0,4,2986,46,0
175,0,3,14,1,1,1,4,0,0,0,4,4152,54,0
176,0,3,14,1,1,1,1,0,0,0,4,4104,40,0
177,0,3,14,1,1,1,4,0,0,0,4,4276,40,0
178,0,3,14,1,1,1,4,0,0,0,3,4223,32,0
179,0,3,14,1,1,1,4,0,0,0,3,4224,40,0
181,0,3,14,1,1,1,4,0,0,0,3,4255,36,0
182,0,3,14,1,1,1,4,0,0,0,3,4230,32,0
183,0,3,14,1,1,1,4,0,0,0,3,4363,40,0
184,0,3,14,1,1,1,4,0,0,0,3,2843,18,0
185,0,3,14,1,1,1,4,0,0,0,3,4250,28,0
186,0,3,14,1,1,1,4,0,0,0,3,4343,38,0
187,0,3,14,1,1,1,4,0,0,0,3,4234,36,0
188,0,3,14,1,1,1,4,0,0,0,3,4235,34,0
189,0,3,14,1,1,1,4,0,0,0,3,4236,38,0
190,0,3,14,1,1,1,4,0,0,0,3,1086,22,0
191,0,3,14,1,1,1,4,0,0,0,3,4350,32,0
192,0,3,14,1,1,1,4,0,0,0,3,4244,32,0
193,0,3,14,1,1,1,4,0,0,0,3,4352,38,0
194,0,3,14,1,1,1,4,0,0,0,3,4245,40,0
195,0,3,14,1,1,1,4,0,0,0,3,2831,14,0
196,0,3,14,1,1,1,4,0,0,0,3,4355,24,0
197,0,3,14,1,1,1,4,0,0,0,3,4356,34,0
198,0,3,14,1,1,1,4,0,0,0,3,955,28,0
199,0,3,14,1,1,1,4,0,0,0,3,4358,38,0
200,0,3,14,1,1,1,4,0,0,0,3,2862,36,0
201,0,3,14,1,1,1,4,0,0,0,3,956,34,0
202,0,3,14,1,1,1,4,0,0,0,3,2904,36,0
203,0,3,14,1,1,1,4,0,0,0,4,4147,36,0
204,0,3,14,1,1,1,4,0,0,0,4,4049,32,0
205,0,3,14,1,1,1,4,0,0,0,5,3651,12,0
206,0,3,14,1,1,1,4,0,0,0,5,4401,24,0
207,0,3,14,1,1,1,4,0,0,0,5,4402,36,0
208,0,3,14,1,1,1,4,0,0,0,5,3888,6,0
209,0,3,14,1,1,1,4,0,0,0,5,4405,14,0
210,0,3,14,1,1,1,4,0,0,0,5,4406,22,0
211,0,3,14,1,1,1,4,0,0,0,5,4407,30,0
212,0,3,14,1,1,1,4,0,0,0,5,4408,38,0
213,0,3,14,1,1,1,4,0,0,0,5,3890,8,0
214,0,3,14,1,1,1,4,0,0,0,5,4410,16,0
215,0,3,14,1,1,1,4,0,0,0,5,4411,24,0
216,0,3,14,1,1,1,4,0,0,0,5,4412,32,0
217,0,3,14,1,1,1,4,0,0,0,5,4414,40,0
218,0,3,14,1,1,1,4,0,0,0,5,3889,10,0
219,0,3,14,1,1,1,4,0,0,0,5,4415,18,0
220,0,3,14,1,1,1,4,0,0,0,5,4416,26,0
221,0,3,14,1,1,1,4,0,0,0,5,4417,34,0
222,0,3,14,1,1,1,4,0,0,0,5,3653,12,0
223,0,3,14,1,1,1,4,0,0,0,5,4419,22,0
224,0,3,14,1,1,1,4,0,0,0,5,4420,32,0
225,0,3,14,1,1,1,4,0,0,0,5,3891,12,0
226,0,3,14,1,1,1,4,0,0,0,5,4422,20,0
227,0,3,14,1,1,1,4,0,0,0,5,4423,28,0
228,0,3,14,1,1,1,4,0,0,0,5,4424,36,0
229,0,3,14,1,1,1,4,0,0,0,5,3892,14,0
230,0,3,14,1,1,1,4,0,0,0,5,4426,22,0
231,0,3,14,1,1,1,4,0,0,0,5,4427,30,0
232,0,3,14,1,1,1,4,0,0,0,5,4428,38,0
233,0,3,14,1,1,1,4,0,0,0,5,3656,16,0
234,0,3,14,1,1,1,4,0,0,0,5,4430,28,0
235,0,3,14,1,1,1,4,0,0,0,5,4431,40,0
236,0,3,14,1,1,1,4,0,0,0,5,3655,20,0
237,0,3,14,1,1,1,4,0,0,0,5,4433,30,0
238,0,3,14,1,1,1,4,0,0,0,5,4434,40,0
239,0,3,14,1,1,1,4,0,0,0,5,3658,24,0
240,0,3,14,1,1,1,4,0,0,0,5,4436,36,0
241,0,3,14,1,1,1,4,0,0,0,5,3659,24,0
242,0,3,14,1,1,1,4,0,0,0,5,4438,36,0
243,0,3,14,1,1,1,4,0,0,0,5,3649,22,0
244,0,3,14,1,1,1,4,0,0,0,5,4440,32,0
245,0,3,14,1,1,1,4,0,0,0,5,3654,22,0
246,0,3,14,1,1,1,4,0,0,0,5,4442,30,0
247,0,3,14,1,1,1,4,0,0,0,5,4443,38,0
248,0,3,14,1,1,1,4,0,0,0,5,3673,28,0
249,0,3,14,1,1,1,4,0,0,0,5,4445,38,0
254,0,3,14,1,1,1,4,0,0,0,5,4570,32,0
255,0,3,14,1,1,1,4,0,0,0,5,4571,34,0
256,0,3,14,1,1,1,4,0,0,0,5,4572,36,0
257,0,3,14,1,1,1,4,0,0,0,5,4583,40,0
258,0,6,6,0,2,2,0,1397,1399,0,0,3,0,0
264,1,0,0,0,1,1,1,2161,2182,2182,1,1,2,0
277,1,6,6,0,1,1,0,1855,1875,0,1,1,0,0
281,1,38,0,0,1,0,0,0,0,0,5768,0,0,0
282,0,15,0,0,1,0,0,0,0,0,4024,0,0,0
299,0,28,0,0,2,0,0,0,0,0,0,0,0,0
300,0,28,0,0,1,0,0,0,0,0,1,0,0,0
301,0,30,0,0,1,0,0,1250,0,0,100,0,0,0
310,0,28,0,0,2,0,0,0,0,0,0,0,0,0
315,0,40,0,0,5,0,0,0,0,0,50,0,0,0
319,0,27,0,0,1,0,0,0,0,0,187,0,0,0
322,0,6,0,0,1,0,0,0,0,0,1,0,0,0
326,0,40,0,0,5,0,0,0,0,0,35,0,0,0
335,0,22,0,0,1,0,0,2332,0,0,1,0,0,0
336,0,0,0,0,1,0,0,2320,0,0,0,0,0,0
337,0,0,0,0,1,0,0,2320,0,0,0,0,0,0
345,0,38,0,0,1,0,0,0,0,0,5991,0,0,0
354,0,38,0,0,1,0,0,0,0,0,5979,0,0,0
356,0,38,0,0,1,0,0,0,0,0,6189,0,0,0
363,1,38,38,38,1,1,1,0,0,0,6204,6205,6206,0
371,0,38,0,0,1,0,0,0,0,0,6249,0,0,0
374,0,16,0,0,5,0,0,0,0,0,0,0,0,0
383,0,38,0,0,1,0,0,0,0,0,6129,0,0,0
390,0,28,0,0,2,0,0,0,0,0,0,0,0,0
391,0,1,0,0,3,0,0,0,0,0,8,0,0,0
397,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,28,0,0,2,0,0,0,0,0,0,0,0,0
406,0,108,0,0,1,0,0,29,0,0,1,0,0,0
407,0,108,0,0,1,2,1,30,0,0,9,0,0,0
408,0,108,0,0,1,0,0,31,0,0,0,0,0,0
409,0,108,0,0,1,0,0,32,0,0,1,0,0,0
412,0,31,31,0,2,1,1,0,0,0,20,65,0,0
415,0,6,6,0,1,1,0,0,0,0,3,3,0,0
416,0,6,6,0,1,1,0,0,0,0,3,3,0,0
419,0,6,6,0,2,2,0,0,0,0,2,3,0,0
421,0,11,11,11,0,0,0,415,416,419,0,0,0,0
429,0,3,14,1,1,1,4,0,0,0,8,3772,6,0
430,0,3,14,1,1,1,4,0,0,0,8,5025,14,0
431,0,3,14,1,1,1,4,0,0,0,8,5026,22,0
432,0,3,14,1,1,1,4,0,0,0,8,5027,30,0
433,0,3,14,1,1,1,4,0,0,0,8,5028,36,0
434,0,3,14,1,1,1,4,0,0,0,8,933,8,0
435,0,3,14,1,1,1,4,0,0,0,8,5029,16,0
436,0,3,14,1,1,1,4,0,0,0,8,5030,24,0
437,0,3,14,1,1,1,4,0,0,0,8,5031,32,0
438,0,3,14,1,1,1,4,0,0,0,8,5045,40,0
439,0,3,14,1,1,1,4,0,0,0,8,2459,10,0
440,0,3,14,1,1,1,4,0,0,0,8,5032,20,0
441,0,3,14,1,1,1,4,0,0,0,8,5033,30,0
442,0,3,14,1,1,1,4,0,0,0,8,5034,40,0
444,0,3,14,1,1,1,4,0,0,0,8,3108,12,0
445,0,3,14,1,1,1,4,0,0,0,8,5035,20,0
446,0,3,14,1,1,1,4,0,0,0,8,5036,28,0
447,0,3,14,1,1,1,4,0,0,0,8,5037,36,0
448,0,3,14,1,1,1,4,0,0,0,8,3783,14,0
449,0,3,14,1,1,1,4,0,0,0,8,5038,24,0
450,0,3,14,1,1,1,4,0,0,0,8,5039,34,0
451,0,3,14,1,1,1,4,0,0,0,8,1969,18,0
452,0,3,14,1,1,1,4,0,0,0,8,5040,34,0
453,0,3,14,1,1,1,4,0,0,0,8,3774,40,0
454,0,3,14,1,1,1,4,0,0,0,8,3784,22,0
455,0,3,14,1,1,1,4,0,0,0,8,5041,34,0
456,0,3,14,1,1,1,4,0,0,0,8,2918,24,0
457,0,3,14,1,1,1,4,0,0,0,8,5042,36,0
458,0,3,14,1,1,1,4,0,0,0,8,4115,24,0
459,0,3,14,1,1,1,4,0,0,0,8,5043,34,0
460,0,3,14,1,1,1,4,0,0,0,8,2916,26,0
461,0,3,14,1,1,1,4,0,0,0,8,5044,34,0
462,0,3,14,1,1,1,4,0,0,0,8,4587,32,0
463,0,3,14,1,1,1,4,0,0,0,8,4589,34,0
464,0,3,14,1,1,1,4,0,0,0,8,4590,36,0
465,0,3,14,1,1,1,4,0,0,0,1,2383,6,0
466,0,3,14,1,1,1,4,0,0,0,1,4979,14,0
467,0,3,14,1,1,1,4,0,0,0,1,4980,22,0
468,0,3,14,1,1,1,4,0,0,0,1,4981,30,0
469,0,3,14,1,1,1,4,0,0,0,1,5059,38,0
470,0,3,14,1,1,1,4,0,0,0,1,2348,10,0
471,0,3,14,1,1,1,4,0,0,0,1,4983,18,0
472,0,3,14,1,1,1,4,0,0,0,1,4984,26,0
473,0,3,14,1,1,1,4,0,0,0,1,4985,34,0
474,0,3,14,1,1,1,4,0,0,0,1,4584,8,0
475,0,3,14,1,1,1,4,0,0,0,1,4987,16,0
476,0,3,14,1,1,1,4,0,0,0,1,4988,24,0
477,0,3,14,1,1,1,4,0,0,0,1,4989,32,0
478,0,3,14,1,1,1,4,0,0,0,1,4990,40,0
479,0,3,14,1,1,1,4,0,0,0,1,2349,10,0
480,0,3,14,1,1,1,4,0,0,0,1,4992,20,0
481,0,3,14,1,1,1,4,0,0,0,1,4993,30,0
482,0,3,14,1,1,1,4,0,0,0,1,4995,40,0
483,0,3,14,1,1,1,4,0,0,0,1,2357,10,0
484,0,3,14,1,1,1,4,0,0,0,1,4996,18,0
485,0,3,14,1,1,1,4,0,0,0,1,4997,26,0
486,0,3,14,1,1,1,4,0,0,0,1,4998,34,0
487,0,3,14,1,1,1,4,0,0,0,1,2360,12,0
488,0,3,14,1,1,1,4,0,0,0,1,5000,22,0
489,0,3,14,1,1,1,4,0,0,0,1,5001,32,0
490,0,3,14,1,1,1,4,0,0,0,1,2361,12,0
491,0,3,14,1,1,1,4,0,0,0,1,5003,20,0
492,0,3,14,1,1,1,4,0,0,0,1,5005,28,0
493,0,3,14,1,1,1,4,0,0,0,1,5004,36,0
494,0,3,14,1,1,1,4,0,0,0,1,2800,14,0
495,0,3,14,1,1,1,4,0,0,0,1,5007,24,0
496,0,3,14,1,1,1,4,0,0,0,1,5009,34,0
497,0,3,14,1,1,1,4,0,0,0,1,4585,18,0
498,0,3,14,1,1,1,4,0,0,0,1,5060,34,0
499,0,3,14,1,1,1,4,0,0,0,1,3300,22,0
500,0,3,14,1,1,1,4,0,0,0,1,5011,34,0
501,0,3,14,1,1,1,4,0,0,0,1,5013,28,0
502,0,3,14,1,1,1,4,0,0,0,1,3297,24,0
503,0,3,14,1,1,1,4,0,0,0,1,5014,36,0
504,0,3,14,1,1,1,4,0,0,0,1,2352,24,0
505,0,3,14,1,1,1,4,0,0,0,1,5016,34,0
506,0,3,14,1,1,1,4,0,0,0,1,4599,30,0
507,0,3,14,1,1,1,4,0,0,0,1,2907,32,0
508,0,3,14,1,1,1,4,0,0,0,1,1989,40,0
509,0,3,14,1,1,1,4,0,0,0,1,2796,34,0
510,0,3,14,1,1,1,4,0,0,0,1,2380,36,0
511,0,3,14,1,1,1,4,0,0,0,1,1054,36,0
512,0,3,14,1,1,1,4,0,0,0,1,4113,40,0
513,0,40,0,0,5,0,0,0,0,0,50,0,0,0
514,0,37,0,0,6,0,0,0,0,0,10,0,0,0
515,1,0,0,0,2,1,0,1692,1692,0,0,3,0,0
516,1,6,6,0,2,1,0,1143,1143,0,0,3,0,0
517,1,0,0,0,1,1,0,1917,1143,0,0,3,0,0
521,0,38,37,0,1,6,0,0,0,0,6406,33,0,0
523,0,28,0,0,2,0,0,0,0,0,0,0,0,0
525,1,6,6,6,1,1,1,2388,2388,2388,0,1,2,0
531,0,6,6,6,2,2,2,1087,1087,1087,1,2,3,0
532,0,6,6,6,2,2,2,996,996,996,1,2,3,0
533,1,11,11,0,1,1,1,531,1919,0,0,0,0,0
536,1,6,6,6,1,1,1,1087,1087,1087,1,2,3,0
537,1,6,6,6,1,1,1,996,996,996,1,2,3,0
538,0,11,11,11,1,1,1,536,537,1920,0,0,0,0
539,0,24,0,0,1,0,0,0,0,0,0,0,0,0
542,0,24,0,0,1,0,0,0,0,0,1,0,0,0
552,0,38,0,0,1,0,0,0,0,0,6063,0,0,0
554,0,38,0,0,1,0,0,0,0,0,5468,0,0,0
556,0,24,0,0,1,0,0,0,0,0,1,0,0,0
557,0,24,0,0,2,0,0,0,0,0,1,0,0,0
559,0,0,0,0,1,2,0,558,0,0,0,3,0,0
571,1,0,0,0,1,1,0,2436,2437,0,1,1,0,0
575,0,0,0,0,1,0,0,2381,0,0,0,0,0,0
576,0,0,0,0,1,0,0,2381,0,0,1,0,0,0
577,0,0,0,0,1,0,0,2381,0,0,2,0,0,0
583,1,6,6,0,1,1,0,1407,1407,0,2,3,0,0
584,0,6,6,0,2,2,0,1407,1407,0,2,3,0,0
590,0,38,0,0,1,0,0,2446,0,0,6540,0,0,0
592,0,0,0,0,1,0,0,2142,0,0,1,0,0,0
593,0,0,0,0,1,0,0,2147,0,0,1,0,0,0
596,0,40,0,0,5,0,0,0,0,0,50,0,0,0
597,0,40,0,0,5,0,0,0,0,0,70,0,0,0
598,0,15,0,0,2,0,0,0,0,0,4458,0,0,0
606,0,27,0,0,1,0,0,0,0,0,506,0,0,0
608,0,27,0,0,1,0,0,0,0,0,507,0,0,0
609,0,27,0,0,1,0,0,0,0,0,509,0,0,0
611,0,27,0,0,1,0,0,0,0,0,508,0,0,0
612,1,27,27,11,1,1,0,0,0,613,506,507,0,0
613,1,27,27,0,1,1,0,0,0,0,508,509,0,0
617,0,27,0,0,1,0,0,0,0,0,468,0,0,0
618,0,27,0,0,2,0,0,0,0,0,468,0,0,0
619,0,22,6,0,1,1,0,0,0,0,0,1,0,0
621,0,15,0,0,1,0,0,0,0,0,4471,0,0,0
623,0,40,0,0,6,0,0,0,0,0,5,0,0,0
624,0,1,0,0,4,0,0,0,0,0,20,0,0,0
625,0,1,0,0,4,0,0,0,0,0,30,0,0,0
626,0,1,0,0,4,0,0,0,0,0,40,0,0,0
627,0,1,0,0,4,0,0,0,0,0,50,0,0,0
628,0,1,0,0,4,0,0,0,0,0,60,0,0,0
629,0,1,0,0,4,0,0,0,0,0,15,0,0,0
630,0,1,0,0,4,0,0,0,0,0,10,0,0,0
631,0,1,0,0,4,0,0,0,0,0,5,0,0,0
633,0,47,4,39,2,1,2,1543,0,0,8965,170,0,0
634,0,47,0,0,2,1,1,565,2432,2432,10014,2,3,0
637,0,0,0,0,1,1,0,2470,2470,0,1,0,0,0
638,0,0,0,0,1,1,0,2470,2470,0,1,0,0,0
639,0,0,0,0,1,1,0,2470,2470,0,1,0,0,0
640,0,3,14,1,1,1,4,0,0,0,4,4290,30,0
641,0,3,14,1,1,1,4,0,0,0,4,5333,40,0
642,0,3,14,1,1,1,4,0,0,0,4,4282,34,0
643,0,3,14,1,1,1,4,0,0,0,4,4278,40,0
644,1,38,38,38,1,1,1,0,0,0,5503,5504,5505,0
645,1,38,38,38,1,1,1,0,0,0,5506,5507,5508,0
646,0,3,14,1,1,1,4,0,0,0,4,5331,28,0
647,0,3,14,1,1,1,4,0,0,0,4,5332,40,0
648,0,3,14,1,1,1,4,0,0,0,4,5334,36,0
650,0,37,0,0,6,0,0,0,0,0,50,0,0,0
655,0,47,47,0,1,2,0,0,0,0,10014,10015,0,0
656,0,6,0,0,1,0,0,0,0,0,1,0,0,0
658,1,0,0,0,1,1,1,2476,0,0,0,0,0,0
659,1,0,0,0,1,1,0,2476,2476,0,2,1,0,0
662,0,47,47,0,1,2,0,1902,0,0,10015,10016,0,0
667,0,47,0,0,1,1,0,1898,1898,0,10016,3,0,0
668,0,38,0,0,1,0,0,0,0,0,6528,0,0,0
669,0,0,0,0,1,0,0,0,0,0,5386,0,0,0
670,0,15,0,0,1,0,0,0,0,0,2362,0,0,0
671,0,40,0,0,5,0,0,0,0,0,20,0,0,0
673,0,47,0,0,2,0,0,1946,0,0,8618,0,0,0
674,0,40,0,0,5,0,0,0,0,0,5,0,0,0
676,0,5,0,0,4,0,0,533,0,0,2000,0,0,583755
677,0,5,0,0,4,0,0,533,0,0,4000,0,0,583757
678,0,5,0,0,4,0,0,533,0,0,8000,0,0,583756
679,0,5,0,0,4,0,0,533,0,0,16000,0,0,583758
680,0,5,0,0,4,0,0,533,0,0,32000,0,0,583759
681,0,12,0,0,1,2,0,0,0,0,0,0,0,0
685,0,5,0,0,4,0,0,534,0,0,2000,0,0,0
686,0,5,0,0,4,0,0,534,0,0,4000,0,0,0
687,0,5,0,0,4,0,0,534,0,0,8000,0,0,0
688,0,5,0,0,4,0,0,534,0,0,16000,0,0,0
689,0,5,0,0,4,0,0,534,0,0,32000,0,0,0
691,1,0,0,0,1,1,1,0,0,0,6556,6652,6653,0
692,1,38,0,0,1,1,1,0,0,0,6654,6652,6653,0
696,1,6,6,0,1,1,0,2498,2500,0,1,1,0,0
698,0,15,0,0,2,0,0,0,0,0,4754,0,0,0
699,1,6,6,0,1,1,0,2497,2499,0,1,1,0,0
705,1,6,6,0,1,1,0,2506,2506,0,2,3,0,0
706,1,6,6,0,1,1,0,0,0,0,2,3,0,0
707,1,11,11,0,0,0,1,705,706,0,0,0,0,0
708,1,38,38,38,1,1,1,0,0,0,6901,6902,6903,0
709,1,38,0,0,1,1,1,0,0,0,6904,0,0,0
710,1,11,11,0,0,0,1,708,709,0,6904,0,0,0
714,0,0,0,0,1,1,1,2493,2495,2495,1,1,1,0
715,0,0,0,0,1,0,0,152,0,0,0,0,0,0
716,0,41,0,0,1,1,0,0,0,0,32,32,0,0
717,0,41,0,0,1,1,0,0,0,0,240,240,0,0
718,0,41,0,0,1,0,0,0,0,0,22,0,0,0
719,0,29,29,0,3,5,0,0,0,0,9,21,0,0
720,1,29,29,0,6,4,0,0,0,0,9,21,0,0
722,1,22,33,0,1,1,0,0,0,0,0,0,0,0
723,1,22,23,0,1,1,0,0,0,0,0,0,0,0
