"ID","housingDecorTypeId","hookTypeId","localizedTextIdName","flags","hookAssetId","cost","costCurrencyTypeId","creature2IdActiveProp","prerequisiteIdUnlock","spell4IdInteriorBuff","housingDecorLimitCategoryId","altPreviewAsset","altEditAsset","minScale","maxScale"
120,12,22,96297,0,143,5000,1,0,0,0,0,"","",0.2,8
121,20,22,96298,1,144,100,1,0,0,0,0,"","",0.2,8
122,20,22,96299,0,145,5000,2,0,0,0,0,"","",0.2,8
123,20,22,96300,0,146,5000,2,0,0,0,0,"","",0.2,8
124,20,22,96301,1,147,100,1,0,0,0,0,"","",0.2,8
125,13,22,96302,1,148,100,1,59489,0,38099,2,"","",0.2,8
126,13,22,96303,1,149,7500,1,59494,0,38099,2,"","",0.2,8
128,13,22,96305,1,150,100,1,0,0,38099,2,"","",0.2,8
129,47,12,96306,0,81,20000,1,0,0,38105,0,"","",0.2,8
130,36,12,96307,0,153,1000,1,0,0,38102,0,"","",0.2,8
132,46,12,96309,0,156,1500,2,0,0,38105,0,"","",0.2,8
133,46,12,96310,1,157,100,1,0,0,38105,0,"","",0.2,8
134,46,12,96311,0,158,1500,2,0,0,38105,0,"","",0.2,8
135,46,12,96312,0,159,5000,1,0,0,0,0,"","",0.2,8
136,19,12,96313,0,160,1000,1,0,0,0,0,"","",0.2,8
137,19,22,96314,0,161,5000,1,0,0,0,0,"","",0.2,8
138,19,22,96315,0,162,3000,2,0,0,0,0,"","",0.2,8
139,19,22,96316,1,163,100,1,0,0,0,0,"","",0.2,8
141,19,22,96318,1,165,100,1,0,0,0,0,"","",0.2,8
147,19,22,96324,1,172,100,1,0,0,0,0,"","",0.2,8
150,19,22,96327,0,175,1000,1,0,0,0,0,"","",0.2,8
151,19,22,96328,0,176,5000,1,0,0,0,0,"","",0.2,8
152,19,22,96329,0,177,3000,2,0,0,0,0,"","",0.2,8
155,19,22,96332,1,180,100,1,0,0,0,0,"","",0.2,8
156,33,22,96333,1,181,20000,1,0,0,0,0,"","",0.2,8
157,14,12,96334,1,182,100,1,0,0,38096,0,"","",0.2,8
158,14,12,96335,1,183,100,1,0,0,38096,0,"","",0.2,8
159,14,12,96336,1,184,100,1,0,0,38096,0,"","",0.2,8
160,14,12,96337,1,185,100,1,0,0,38096,0,"","",0.2,8
161,14,12,96338,1,186,100,1,0,0,38096,0,"","",0.2,8
162,14,12,96339,1,187,100,1,0,0,38096,0,"","",0.2,8
163,14,12,96340,1,188,100,1,0,0,38096,0,"","",0.2,8
164,14,12,96341,1,189,100,1,0,0,38096,0,"","",0.2,8
165,14,12,96342,1,191,100,1,0,0,38096,0,"","",0.2,8
166,14,12,96343,1,192,100,1,0,0,38096,0,"","",0.2,8
168,4,12,97014,0,194,5000,1,65830,0,38096,0,"","",0.2,8
169,4,12,97016,0,195,2000,2,65830,0,4294967295,0,"","",0.2,8
170,4,12,97017,0,196,5000,1,65830,0,38096,0,"","",0.2,8
171,6,12,97018,0,197,5000,1,0,0,38105,0,"","",0.2,8
172,6,12,97019,1,198,100,1,0,0,38105,0,"","",0.2,8
174,4,12,150359,1,200,100,1,65814,0,38097,0,"","",0.2,8
175,5,12,150360,0,201,12500,2,0,0,38097,0,"","",0.2,8
176,4,12,150361,1,202,100,1,65918,0,38098,0,"","",0.2,8
177,2,13,191177,0,203,50000,1,0,0,0,0,"","",0.2,8
178,1,14,191178,0,204,5000,1,72338,0,0,0,"","",0.2,8
179,3,15,191179,0,205,10000,1,0,0,0,0,"","",0.2,8
180,8,12,191550,0,199,5000,1,0,0,0,0,"","",0.2,8
181,4,12,191564,1,206,100,1,65815,0,38097,0,"","",0.2,8
182,6,12,191566,1,208,100,1,0,0,38106,0,"","",0.2,8
183,6,12,191567,1,209,100,1,0,0,38105,0,"","",0.2,8
184,13,12,191568,1,212,100,1,4294967295,0,38100,2,"","",0.2,8
185,10,12,191569,0,207,500,2,0,0,38096,0,"","",0.2,8
186,13,12,191570,1,210,1600,1,4294967295,0,38100,2,"","",0.2,8
187,13,12,191571,0,211,1000,2,4294967295,0,38099,2,"","",0.2,8
188,2,13,192198,0,213,100000,1,0,0,0,0,"","",0.2,8
189,1,17,192896,0,214,5000,1,72338,0,0,0,"","",0.2,8
190,3,18,192897,0,215,5000,1,0,0,0,0,"","",0.2,8
191,1,21,193189,0,218,5000,1,72338,0,0,0,"","",0.2,8
192,3,20,193190,0,217,2500,2,0,0,0,0,"","",0.2,8
193,2,19,193191,0,216,50000,1,0,0,0,0,"","",0.2,8
194,2,19,193210,0,219,40000,1,0,0,0,0,"","",0.2,8
195,19,12,193731,0,222,5000,2,4294967295,0,38105,2,"","",0.2,8
196,19,12,194214,0,223,5000,2,4294967295,0,38105,2,"","",0.2,8
197,2,16,194354,0,224,5000,1,0,0,0,0,"","",0.2,8
198,30,22,194391,0,225,2500,1,0,0,0,0,"","",0.2,8
199,30,22,194392,1,226,3000,1,0,0,0,0,"","",0.2,8
200,30,22,194393,1,227,5000,1,0,0,0,0,"","",0.2,8
201,30,22,194395,1,228,500,2,0,0,0,0,"","",0.2,8
202,30,22,194396,0,229,2000,1,0,0,0,0,"","",0.2,8
203,30,22,194397,1,230,100,1,0,0,0,0,"","",0.2,8
204,42,22,194398,1,231,100,1,0,0,0,0,"","",0.2,8
205,42,22,194399,1,232,100,1,0,0,0,0,"","",0.2,8
206,42,12,194401,1,233,100,1,0,0,0,0,"","",0.2,8
207,25,22,194402,0,234,5000,1,0,0,0,0,"","",0.2,8
208,25,22,194888,1,235,100,1,0,0,0,0,"","",0.2,8
209,25,22,194889,1,236,100,1,0,0,0,0,"","",0.2,8
210,25,22,194890,1,237,100,1,0,0,0,0,"","",0.2,8
211,25,22,194891,1,238,100,1,0,0,0,0,"","",0.2,8
212,42,22,195138,1,239,100,1,0,0,0,0,"","",0.2,8
213,42,22,195139,0,240,3000,1,0,0,0,0,"","",0.2,8
214,44,22,195140,0,241,1000,1,0,0,0,0,"","",0.2,8
215,44,22,195141,0,242,500,2,0,0,0,0,"","",0.2,8
216,44,22,195142,1,243,100,1,0,0,0,0,"","",0.2,8
217,42,22,195143,1,244,100,1,0,0,0,0,"","",0.2,8
218,42,22,195144,1,245,100,1,0,0,0,0,"","",0.2,8
219,46,22,195145,1,246,100,1,0,0,0,0,"","",0.2,8
220,39,22,195146,1,247,100,1,0,0,0,0,"","",0.2,8
221,13,22,195147,1,248,100,1,0,0,0,2,"","",0.2,8
222,13,22,195149,1,249,100,1,0,0,0,2,"","",0.2,8
223,17,22,195151,1,250,100,1,0,0,0,0,"","",0.2,8
224,17,22,195152,1,251,100,1,0,0,0,0,"","",0.2,8
225,13,22,195154,1,252,100,1,0,0,0,2,"","",0.2,8
226,17,22,195156,1,253,100,1,0,0,0,0,"","",0.2,8
227,46,22,195159,1,254,100,1,0,0,0,0,"","",0.2,8
228,4,12,195160,0,255,15000,2,65833,0,38098,0,"","",0.2,8
229,4,22,195161,0,256,1000,1,65834,0,0,0,"","",0.2,8
230,13,12,195869,1,257,20000,1,59489,0,38099,2,"","",0.2,8
231,13,12,195870,0,258,5000,1,59494,0,38099,2,"","",0.2,8
232,2,16,195879,0,259,10000,2,0,0,0,0,"","",0.2,8
233,1,21,195880,0,260,20000,1,72338,0,0,0,"","",0.2,8
234,1,21,196059,0,261,7500,2,72338,0,0,0,"","",0.2,8
235,18,12,196268,0,262,5000,2,0,0,38106,0,"","",0.2,8
236,4,22,196531,0,265,20000,1,65831,0,0,0,"","",0.2,8
237,4,22,196532,0,266,10000,1,65832,0,0,0,"","",0.2,8
238,15,12,196728,0,72,5000,2,0,0,38097,0,"","",0.2,8
239,18,12,196771,0,263,20000,1,0,0,38106,0,"","",0.2,8
240,18,12,196772,0,264,5000,2,0,0,38106,0,"","",0.2,8
241,16,22,196773,1,267,100,1,0,0,0,0,"","",0.2,8
242,15,12,196774,0,268,2000,2,0,0,38096,0,"","",0.2,8
243,8,12,196785,0,269,5000,1,65859,0,0,0,"","",0.2,8
244,13,22,196786,0,270,5000,2,0,0,0,2,"","",0.2,8
245,11,12,196807,0,271,1000,1,0,0,0,0,"","",0.2,8
246,30,22,196808,1,272,100,1,0,0,0,0,"","",0.2,8
247,16,12,196811,0,273,1250,2,0,0,38096,0,"","",0.2,8
248,44,22,196812,0,274,1000,1,0,0,0,0,"","",0.2,8
249,46,22,196816,1,275,1000,2,0,0,0,0,"","",0.2,8
250,46,22,196818,1,276,5000,1,0,0,0,0,"","",0.2,8
252,12,22,196820,1,1376,100,1,0,0,0,0,"","",0.2,8
253,12,22,196825,1,279,100,1,0,0,0,0,"","",0.2,8
254,12,12,196828,0,280,1000,1,0,0,0,0,"","",0.2,8
255,7,12,196829,0,281,1000,2,0,0,38105,0,"","",0.2,8
256,7,12,196830,1,282,100,1,0,0,0,0,"","",0.2,8
257,8,12,196831,0,283,40000,1,65860,0,38106,0,"","",0.2,8
258,20,12,196832,1,284,100,1,0,0,38105,0,"","",0.2,8
259,13,12,196833,1,285,100,1,0,0,38100,2,"","",0.2,8
260,20,12,196836,1,286,100,1,0,0,38105,0,"","",0.2,8
261,20,12,196837,1,287,100,1,0,0,38105,0,"","",0.2,8
262,20,12,196838,1,288,100,1,0,0,38105,0,"","",0.2,8
263,25,22,196839,1,289,100,1,0,0,0,0,"","",0.2,8
264,15,12,196840,1,290,100,1,0,0,38097,0,"","",0.2,8
265,15,12,196841,1,291,100,1,0,0,38097,0,"","",0.2,8
266,25,22,196842,0,292,25000,2,0,0,0,0,"","",0.2,8
267,25,22,196843,0,293,25000,2,0,0,0,0,"","",0.2,8
268,46,22,196845,1,294,100,1,0,0,0,0,"","",0.2,8
269,25,22,196846,0,295,20000,1,0,0,0,0,"","",0.2,8
270,25,22,196847,1,296,100,1,0,0,0,0,"","",0.2,8
271,25,22,196848,0,297,20000,1,0,0,0,0,"","",0.2,8
272,25,22,196851,1,298,100,1,0,0,0,0,"","",0.2,8
273,25,22,196858,0,299,5000,1,0,0,0,0,"","",0.2,8
274,25,22,196859,1,300,100,1,0,0,0,0,"","",0.2,8
275,46,22,196860,0,301,5000,1,0,0,0,0,"","",0.2,8
276,46,22,196861,1,302,100,1,65861,0,0,0,"","",0.2,8
277,32,22,196862,1,303,100,1,0,0,0,0,"","",0.2,8
278,20,12,196865,0,304,20000,1,0,0,38106,0,"","",0.2,8
279,20,12,196866,0,305,5000,2,0,0,38106,0,"","",0.2,8
280,20,12,196867,1,306,100,1,0,0,38106,0,"","",0.2,8
281,5,12,196868,0,307,20000,2,4294967295,0,38098,0,"","",0.2,8
282,4,12,196869,1,308,100,1,65816,0,38096,0,"","",0.2,8
283,4,12,196870,0,309,1000,1,65817,0,0,0,"","",0.2,8
284,4,12,196871,1,1377,100,1,65818,0,38098,0,"","",0.2,8
285,4,12,196872,1,311,100,1,65819,0,0,0,"","",0.2,8
286,4,12,196873,1,312,100,1,65820,0,0,0,"","",0.2,8
287,6,12,196874,0,313,20000,1,0,0,38106,0,"","",0.2,8
288,6,12,196875,1,314,100,1,0,0,38106,0,"","",0.2,8
289,6,12,196876,0,315,1000,1,0,0,0,0,"","",0.2,8
290,6,12,196877,1,316,100,1,0,0,38106,0,"","",0.2,8
291,6,12,196878,0,317,10000,1,0,0,0,0,"","",0.2,8
292,6,22,196879,0,318,5000,1,0,0,0,0,"","",0.2,8
293,15,12,196880,0,319,5000,2,0,0,38097,0,"","",0.2,8
294,15,12,196881,0,320,2000,2,0,0,38096,0,"","",0.2,8
295,15,12,196882,1,321,100,1,0,0,38097,0,"","",0.2,8
296,9,12,196883,0,322,40000,1,0,0,38111,0,"","",0.2,8
297,9,12,196884,0,323,2500,2,0,0,38108,0,"","",0.2,8
298,9,12,196885,1,324,100,1,0,0,38109,0,"","",0.2,8
299,9,12,196886,1,325,100,1,0,0,38109,0,"","",0.2,8
300,37,12,196889,0,326,500,1,0,0,38105,0,"","",0.2,8
301,37,12,196890,0,327,5000,1,0,0,38105,0,"","",0.2,8
302,37,12,196891,0,328,500,2,0,0,38105,0,"","",0.2,8
303,37,12,196892,0,329,1000,1,0,0,38105,0,"","",0.2,8
304,37,12,196893,0,330,1000,1,0,0,38105,0,"","",0.2,8
305,37,12,196894,0,331,500,1,0,0,38105,0,"","",0.2,8
306,37,12,196895,0,332,1000,1,0,0,38105,0,"","",0.2,8
307,37,12,196896,0,333,500,2,0,0,38105,0,"","",0.2,8
308,10,12,196897,0,334,5000,2,0,0,38097,0,"","",0.2,8
309,10,12,196898,0,335,80000,1,0,0,38097,0,"","",0.2,8
310,10,12,196899,1,336,80000,1,0,0,0,0,"","",0.2,8
311,17,22,196900,1,337,100,1,4294967295,0,0,0,"","",0.2,8
312,7,12,196901,0,338,1000,2,0,0,38105,0,"","",0.2,8
313,7,12,196902,1,339,100,1,0,0,38106,0,"","",0.2,8
314,46,22,196903,1,340,100,1,0,0,0,0,"","",0.2,8
315,7,12,196904,0,341,1000,1,0,0,0,0,"","",0.2,8
316,7,12,196905,0,342,1000,1,0,0,0,0,"","",0.2,8
317,7,12,196906,0,343,1000,1,0,0,0,0,"","",0.2,8
318,4,12,196907,0,344,7500,2,70971,0,38097,0,"","",0.2,8
319,6,12,196908,0,345,40000,1,0,0,38106,0,"","",0.2,8
320,6,12,196909,1,346,100,1,0,0,38106,0,"","",0.2,8
321,16,12,196910,1,347,500,2,0,0,0,0,"","",0.2,8
322,12,12,196911,1,348,100,1,0,0,38102,0,"","",0.2,8
323,36,12,196912,0,349,750,2,0,0,38102,0,"","",0.2,8
324,36,12,196913,0,350,1000,1,4294967295,0,38102,0,"","",0.2,8
325,36,12,196914,0,351,1000,1,0,0,38102,0,"","",0.2,8
326,36,12,196915,1,352,400,1,4294967295,0,38102,0,"","",0.2,8
327,36,12,196916,0,353,500,2,4294967295,0,38102,0,"","",0.2,8
328,11,12,196917,0,354,20000,1,0,0,0,0,"","",0.2,8
329,11,12,196918,0,355,500,2,0,0,0,0,"","",0.2,8
330,11,12,196919,0,356,1000,1,0,0,0,0,"","",0.2,8
331,11,12,196920,0,357,500,2,0,0,0,0,"","",0.2,8
332,11,12,196921,0,358,1000,1,0,0,0,0,"","",0.2,8
333,11,12,196922,0,359,1000,1,0,0,0,0,"","",0.2,8
334,46,12,196923,0,360,1250,2,0,0,38106,0,"","",0.2,8
335,14,12,196924,0,361,10000,1,0,0,38096,0,"","",0.2,8
336,13,12,196925,0,362,1000,1,59485,0,38099,0,"","",0.2,8
337,13,12,196926,0,363,1000,1,59484,0,38099,0,"","",0.2,8
338,13,12,196927,0,364,1000,1,26348,0,38099,0,"","",0.2,8
339,46,12,196928,1,365,100,1,0,0,38105,0,"","",0.2,8
340,9,12,196929,0,366,5000,1,0,0,0,0,"","",0.2,8
341,9,12,196930,0,367,20000,1,0,0,0,0,"","",0.2,8
342,28,22,196931,1,368,100,1,0,0,0,0,"","",0.2,8
343,8,12,196932,0,369,25000,2,65862,0,38107,0,"","",0.2,8
344,11,12,196933,0,370,1000,1,0,0,0,0,"","",0.2,8
345,11,12,196934,0,371,750,2,0,0,0,0,"","",0.2,8
346,32,22,196935,1,372,100,1,0,0,0,0,"","",0.2,8
347,19,22,196936,1,373,100,1,0,0,0,0,"","",0.2,8
348,37,12,196937,1,374,100,1,0,0,38105,0,"","",0.2,8
349,12,12,197303,0,375,1500,2,0,0,0,0,"","",0.2,8
350,12,12,197304,0,376,1000,1,0,0,0,0,"","",0.2,8
351,46,22,197568,1,377,100,1,0,0,0,0,"","",0.2,8
352,32,22,197742,1,378,1000,1,0,0,0,0,"","",0.2,8
353,32,22,197753,1,379,100,1,0,0,0,0,"","",0.2,8
355,23,22,198208,1,381,1000,1,0,0,0,0,"","",0.2,8
357,7,22,198210,1,383,100,1,0,0,0,0,"","",0.2,8
358,4,12,198570,1,384,40000,1,0,0,38096,0,"","",0.2,8
359,4,22,198571,0,385,2500,2,65835,0,0,0,"","",0.2,8
360,47,22,198572,1,386,100,1,0,0,0,0,"","",0.2,8
361,25,22,198573,1,387,100,1,0,0,0,0,"","",0.2,8
362,25,22,198585,1,388,100,1,0,0,0,0,"","",0.2,8
363,46,22,198593,1,389,100,1,0,0,0,0,"","",0.2,8
364,44,22,198638,1,390,100,1,0,0,0,0,"","",0.2,8
365,44,22,198639,1,391,100,1,0,0,0,0,"","",0.2,8
366,44,22,198648,1,392,100,1,0,0,0,0,"","",0.2,8
367,44,22,198649,1,393,100,1,0,0,0,0,"","",0.2,8
368,12,22,198654,0,394,5000,1,0,0,0,0,"","",0.2,8
370,16,22,198657,1,396,100,1,0,0,0,0,"","",0.2,8
371,42,22,198677,0,397,5000,1,0,0,0,0,"","",0.2,8
372,42,22,198678,0,405,5000,1,0,0,0,0,"","",0.2,8
373,12,22,198679,0,398,5000,1,0,0,0,0,"","",0.2,8
374,12,22,198680,1,399,100,1,0,0,0,0,"","",0.2,8
375,46,22,198681,0,400,20000,1,0,0,0,0,"","",0.2,8
376,46,22,198682,1,401,100,1,0,0,0,0,"","",0.2,8
377,46,12,198689,1,402,100,1,0,0,0,0,"","",0.2,8
378,46,12,198690,1,403,100,1,0,0,0,0,"","",0.2,8
379,46,12,198691,1,404,100,1,0,0,0,0,"","",0.2,8
380,2,16,199172,0,406,20000,1,0,0,0,0,"","",0.2,8
381,1,17,199200,0,407,7500,2,72338,0,0,0,"","",0.2,8
382,1,17,199244,0,408,80000,1,72338,0,0,0,"","",0.2,8
383,3,15,199263,0,410,7500,2,0,0,0,0,"","",0.2,8
384,3,15,199264,0,411,20000,1,0,0,0,0,"","",0.2,8
385,1,14,199518,0,412,7500,2,72338,0,0,0,"","",0.2,8
386,3,18,199576,0,409,2000,2,0,0,0,0,"","",0.2,8
387,3,20,199885,0,413,10000,1,0,0,0,0,"","",0.2,8
388,11,12,213876,0,414,2500,2,0,0,38096,0,"","",0.2,8
389,4,12,239162,0,417,5000,1,65836,0,38096,0,"","",0.2,8
390,15,12,239184,1,418,100,1,0,0,38097,0,"","",0.2,8
391,13,22,241030,1,419,100,1,0,0,0,2,"","",0.2,8
392,13,22,241031,1,420,100,1,0,0,0,2,"","",0.2,8
393,13,22,241032,1,421,100,1,0,0,0,2,"","",0.2,8
394,13,22,241033,1,422,100,1,0,0,0,2,"","",0.2,8
395,20,22,241034,1,423,100,1,0,0,0,2,"","",0.2,8
396,13,22,241035,1,424,100,1,0,0,0,2,"","",0.2,8
397,13,12,241036,1,425,6400,1,4294967295,0,38100,2,"","",0.2,8
398,13,12,241037,0,426,5000,1,0,0,38100,2,"","",0.2,8
399,13,12,241038,1,427,100,1,0,0,38099,2,"","",0.2,8
400,13,12,241039,1,428,6400,1,4294967295,0,38101,2,"","",0.2,8
401,13,12,241040,1,429,20000,1,0,0,38099,2,"","",0.2,8
402,13,12,241041,0,430,20000,1,59492,0,38099,2,"","",0.2,8
403,20,12,241042,0,431,1000,1,0,0,0,0,"","",0.2,8
404,20,12,241043,0,432,1000,1,0,0,38105,0,"","",0.2,8
405,20,12,241044,0,433,750,2,0,0,38105,0,"","",0.2,8
406,20,12,241045,0,434,750,2,0,0,38105,0,"","",0.2,8
407,20,12,241046,0,435,750,2,0,0,0,0,"","",0.2,8
408,20,12,241047,1,436,100,1,0,0,0,0,"","",0.2,8
409,14,12,241379,1,437,100,1,0,0,38096,0,"","",0.2,8
410,14,12,241380,1,438,100,1,0,0,38096,0,"","",0.2,8
411,14,12,241381,1,439,100,1,0,0,38096,0,"","",0.2,8
412,14,12,241382,1,440,100,1,0,0,38096,0,"","",0.2,8
413,14,12,241383,1,441,100,1,0,0,38096,0,"","",0.2,8
414,14,12,241384,1,442,100,1,0,0,38096,0,"","",0.2,8
415,14,12,241385,1,443,100,1,0,0,38096,0,"","",0.2,8
416,17,12,241386,0,444,10000,1,4294967295,0,38108,0,"","",0.2,8
417,39,12,241387,1,445,1600,1,4294967295,0,38109,0,"","",0.2,8
418,17,12,241389,1,446,100,1,0,0,0,0,"","",0.2,8
419,12,12,241390,0,447,5000,1,4294967295,0,38103,0,"","",0.2,8
420,12,12,241391,0,448,5000,1,0,0,38103,0,"","",0.2,8
421,5,12,242737,0,449,20000,2,4294967295,0,38098,0,"","",0.2,8
422,5,12,242738,0,450,80000,1,4294967295,0,38097,0,"","",0.2,8
423,5,12,242739,1,451,100,1,0,0,38097,0,"","",0.2,8
426,5,12,242742,0,454,5000,1,4294967295,0,38096,0,"","",0.2,8
427,5,12,242743,1,455,100,1,0,0,38096,0,"","",0.2,8
428,5,12,242744,0,456,1250,2,0,0,38096,0,"","",0.2,8
429,5,12,242745,0,457,400,1,4294967295,0,0,0,"","",0.2,8
430,5,12,242746,0,458,400,1,0,0,0,0,"","",0.2,8
431,4,12,242747,0,459,40000,1,65837,0,0,0,"","",0.2,8
432,4,22,242748,0,460,5000,1,65838,0,0,0,"","",0.2,8
433,4,12,242749,1,461,100,1,0,0,0,0,"","",0.2,8
434,4,12,242750,1,462,100,1,65839,0,0,0,"","",0.2,8
435,4,12,242751,1,463,100,1,65839,0,0,0,"","",0.2,8
436,4,12,242752,1,464,100,1,65839,0,0,0,"","",0.2,8
437,29,22,242753,1,465,100,1,0,0,0,0,"","",0.2,8
438,9,12,242754,1,466,100,1,0,0,38111,0,"","",0.2,8
439,9,12,242755,1,467,100,1,0,0,0,0,"","",0.2,8
440,46,12,242756,1,468,100,1,65863,0,38107,0,"","",0.2,8
441,20,12,242757,1,469,100,1,0,0,38107,0,"","",0.2,8
442,20,12,242758,1,470,100,1,0,0,38106,0,"","",0.2,8
443,46,12,242759,0,83,2000,2,0,0,38105,0,"","",0.2,8
444,20,12,242760,1,472,2000,2,0,0,38105,0,"","",0.2,8
445,20,12,242761,1,473,5000,1,0,0,0,0,"","",0.2,8
446,46,22,242762,0,474,5000,1,0,0,0,0,"","",0.2,8
447,46,22,242763,1,475,100,1,0,0,0,0,"","",0.2,8
448,46,22,242764,1,476,100,1,0,0,0,0,"","",0.2,8
449,46,22,242765,1,477,100,1,0,0,0,0,"","",0.2,8
450,46,22,242766,1,478,100,1,0,0,0,0,"","",0.2,8
451,46,22,242767,1,479,100,1,0,0,0,0,"","",0.2,8
452,46,22,242768,0,480,750,2,0,0,0,0,"","",0.2,8
453,46,22,242769,1,481,100,1,0,0,0,0,"","",0.2,8
454,46,22,242770,1,482,100,1,0,0,0,0,"","",0.2,8
455,4,12,242771,0,483,2000,2,65821,0,38097,0,"","",0.2,8
456,4,12,242772,1,484,100,1,65822,0,38097,0,"","",0.2,8
457,4,12,242773,0,485,10000,1,65823,0,0,0,"","",0.2,8
458,4,12,242774,0,486,25000,2,65824,0,38098,0,"","",0.2,8
459,48,12,242775,0,487,50000,1,0,0,0,0,"","",0.2,8
460,4,12,242776,1,488,100,1,65825,0,38096,0,"","",0.2,8
