"ID","localizedTextIdHeading","localizedTextIdText00","localizedTextIdText01","localizedTextIdText02","localizedTextIdText03","localizedTextIdText04","localizedTextIdText05","localizedTextIdTextScientist00","localizedTextIdTextScientist01","localizedTextIdTextScientist02","localizedTextIdTextScientist03","localizedTextIdTextScientist04","localizedTextIdTextScientist05","creature2IdPortrait","iconAssetPath","inlineAssetPath","archiveEntryTypeEnum","archiveEntryFlags","archiveEntryHeaderEnum","characterTitleIdReward"
35,225582,225583,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
36,225592,225593,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
37,225594,225595,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
38,225605,225606,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
39,225607,225608,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
40,225620,225621,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
41,225622,225623,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
42,225658,225659,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
43,225673,225674,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
45,225715,225716,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
46,225720,225721,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
47,225722,225723,0,0,0,0,0,0,0,0,0,0,0,9611,"","",0,0,0,0
48,225726,225724,225725,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
49,225727,225728,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
50,225736,225737,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
51,225738,225739,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
52,225740,225741,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
53,225753,225754,507953,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
54,225757,225758,508192,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
55,225759,225760,508195,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
56,225761,225762,508075,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
57,225763,225764,508185,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
58,225765,225766,508186,508187,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
59,225768,225767,508191,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
60,226008,226009,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
61,226015,226016,226017,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
62,226020,226021,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
63,226027,226028,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
64,228828,228829,228830,428438,428439,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
65,228831,228832,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
66,228840,228841,428450,428451,428452,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
67,228842,228843,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
68,228845,228844,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
69,228846,228847,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
70,228852,228853,228854,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
71,228855,228856,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
72,228866,228867,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
73,228868,228869,228870,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
76,228875,228876,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
77,229118,229119,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
78,229120,229121,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
79,229131,229132,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
80,229134,229135,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
81,229186,229187,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
82,229197,229198,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
83,229204,229205,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
84,229215,229216,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
85,229242,229243,428368,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
86,229248,229249,428370,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
87,229252,229253,428371,428372,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
88,571373,229265,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
89,236312,236313,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
90,236314,236315,236316,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
91,236317,236318,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
92,236339,236340,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
93,236341,236342,236343,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
94,236350,236351,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
95,236352,236353,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
96,236354,236355,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
97,236467,236468,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
98,236469,236470,236471,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
99,236472,236473,236474,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
100,236475,236476,508019,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
101,236490,236491,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
102,236559,236560,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
103,236598,236599,236600,0,0,0,0,0,0,0,0,0,0,12526,"","",0,2,0,0
104,236625,236626,0,0,0,0,0,0,0,0,0,0,0,15725,"","",0,0,0,0
105,236628,236629,236630,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
106,236678,236679,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
107,236706,236707,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
108,236708,236709,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
109,236734,236713,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
110,236714,236715,508208,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
111,236726,236725,508023,508024,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
112,239314,239315,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
113,239323,239324,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
114,239333,239334,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
115,239338,239339,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
116,239348,239349,239350,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
117,239353,239354,239355,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
118,239358,239359,239360,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
119,239361,239362,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
120,239367,239368,239369,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
121,239373,239374,239375,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
122,239376,239377,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
123,239380,239381,508156,508157,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
124,239382,239383,508115,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
125,239384,239385,508158,508159,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
126,239386,239387,508034,508035,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
127,281485,281486,281487,281488,281489,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
128,281523,281524,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
129,281548,281549,281550,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
130,281551,281552,281553,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
131,281558,281559,281560,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
132,281564,281565,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
133,281566,281567,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
134,281573,281574,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
135,281575,281576,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
136,281577,281578,281579,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
137,281580,281581,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
138,281590,281591,281592,508014,508015,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
139,281593,281594,281595,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
140,281596,281597,508095,508096,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
141,281602,281603,281604,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
142,281605,281606,281607,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
143,281612,281613,281614,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
144,281622,281623,281624,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
145,281625,281626,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
146,281627,281628,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
147,281633,281632,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
148,281641,281642,281643,508150,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
149,281644,281645,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
150,281649,281650,281651,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
151,281655,281656,281657,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
152,281660,281661,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
153,281662,281663,349130,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
154,281666,281667,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
155,281668,281669,508200,508201,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
156,281676,281677,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
157,302087,302088,302224,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
158,302277,302278,302279,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
159,302298,302299,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
160,303240,302304,329322,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
161,302308,302309,302310,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
162,302632,302633,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
163,302638,302639,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
164,302648,302649,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
165,302674,302672,302673,0,0,0,0,0,0,0,0,0,0,24636,"","",0,0,0,0
166,302678,302679,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
167,302680,302681,302682,508197,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
168,302683,302684,302685,302943,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
169,302947,302948,302949,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
170,302960,302961,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
171,302962,302963,0,0,0,0,0,0,0,0,0,0,0,32618,"","",0,0,0,0
172,302967,302968,0,0,0,0,0,0,0,0,0,0,0,13021,"","",0,0,0,0
173,302969,302970,302971,0,0,0,0,0,0,0,0,0,0,32613,"","",0,0,0,0
174,303107,303108,508007,508008,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
175,303109,303110,508196,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
176,303118,303119,0,0,0,0,0,0,0,0,0,0,0,21829,"","",0,0,0,0
179,303128,303129,303130,0,0,0,0,0,0,0,0,0,0,20093,"","",0,0,0,0
180,303131,303132,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
181,303140,303141,303142,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
182,303150,303151,303152,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
183,303153,303154,508001,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
184,303155,303156,508036,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
185,303241,303157,508207,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
186,303158,303159,508101,508102,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
187,303160,303161,303162,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
188,303167,303168,339202,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
189,303171,303172,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
190,303173,303174,303175,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
191,303181,303182,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
192,303183,303184,303185,508136,508137,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
193,303242,303188,303189,508183,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
194,303193,303194,507990,507991,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
195,303195,303196,508031,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
196,303197,303198,303199,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
197,303205,303206,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
198,303207,303208,303209,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
199,303210,303211,0,0,0,0,0,0,0,0,0,0,0,17340,"","",0,0,0,0
200,303212,303213,303214,0,0,0,0,0,0,0,0,0,0,14610,"","",0,0,0,0
201,303243,303215,0,0,0,0,0,0,0,0,0,0,0,20845,"","",0,0,0,0
202,303220,303221,303222,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
203,303225,303226,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
204,303232,303233,508016,508017,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
205,303234,303235,508214,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
206,303236,303237,508077,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
207,303239,303238,508180,508181,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
220,328544,328545,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
221,328892,328893,328894,0,0,0,0,0,0,0,0,0,0,25745,"","",0,0,0,0
222,328917,328918,328919,0,0,0,0,0,0,0,0,0,0,23490,"","",0,0,0,0
223,329134,329135,0,0,0,0,0,0,0,0,0,0,0,30537,"","",0,0,0,0
224,329863,329323,329324,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
226,329551,329552,0,0,0,0,0,0,0,0,0,0,0,18151,"","",0,0,0,0
227,329559,329560,329561,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
228,329586,329587,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
229,329629,329630,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
230,329632,329633,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
231,329733,329734,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
232,329735,329736,329845,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
233,329866,329867,508044,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
234,329868,329869,329870,508012,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
235,329875,329876,508826,508827,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
236,341178,341179,341180,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
237,341184,341182,341183,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
238,341340,341341,341342,341343,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
239,341344,341345,341346,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
240,341451,341452,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
241,341621,341622,341623,0,0,0,0,0,0,0,0,0,0,36758,"","",0,0,0,0
242,341651,341652,341653,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
243,341655,341656,341657,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
244,341663,341664,341665,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
245,341666,341667,341668,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
246,341669,341670,341671,0,0,0,0,0,0,0,0,0,0,27262,"","",0,0,0,0
247,341672,341673,341674,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
248,341676,341677,341678,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
249,341684,341685,341686,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
250,341691,341692,341693,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
251,341697,341698,341700,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
252,341703,341704,341705,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
253,341707,341708,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
254,347057,347054,350353,508025,0,0,0,0,0,0,0,0,0,30536,"","",0,2,0,0
255,348314,348315,508027,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
256,348325,348326,350356,508026,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
257,348333,348334,508160,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
258,348348,348349,508021,508022,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
259,348353,348354,508161,508162,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
260,348374,348375,508163,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
261,348379,348380,348381,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
262,348389,348390,350372,507998,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
263,348412,348413,508153,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
264,348440,348441,350383,508030,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
265,348459,348460,350412,507955,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
266,348465,348466,508194,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
267,348470,348471,350423,508038,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
268,349671,349672,350439,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
269,349674,349675,350442,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
270,349692,349693,508052,508053,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
271,349696,349697,350447,508002,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
272,349753,349754,349755,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
273,349756,349757,349758,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
274,350274,350275,350418,508076,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
275,350359,350360,350437,508032,508033,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
276,352053,352054,428369,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
277,352547,352548,585214,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
278,361433,361434,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
279,361442,361443,361444,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
280,361454,361455,361456,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
281,361461,361462,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
282,361476,361477,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
283,361478,361479,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
284,361480,361481,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
285,361489,361490,361491,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
286,361497,361498,361499,361502,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
287,361504,361505,361506,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
288,361507,361508,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
289,361510,361511,361512,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
290,361519,361520,508151,508152,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
291,361521,361522,361523,508099,508100,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
292,361524,361525,508203,508204,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
293,361526,361527,361528,508084,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
294,361529,361530,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
295,361534,361535,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
296,361536,361537,361538,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
297,361542,361543,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
298,361549,361550,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
299,361553,361554,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
300,362473,362474,362475,508018,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
301,362476,362477,508182,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
302,362478,362479,508190,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
303,362482,362483,508164,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
304,372271,372272,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
305,372275,372276,372277,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
306,372281,372282,372283,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
307,372379,372380,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
308,372381,372382,372383,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
309,372410,372411,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
310,372412,372413,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
311,372430,372431,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
312,372433,372434,372435,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
313,372448,372449,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
314,372456,372457,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
315,372594,372595,372596,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
316,372619,372620,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
317,372622,372623,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
318,372627,372628,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
319,372637,372638,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,2,0,0
320,372646,372647,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
321,372648,372649,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
322,372654,372655,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
323,372656,372657,372658,372659,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
324,372660,372661,528538,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
325,372691,372692,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
326,372693,372694,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
327,372746,372747,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
328,372750,372751,372752,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
329,372753,372754,372755,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
330,372756,372757,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
331,372758,372759,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0
