"ID","pathExplorerAreaId","worldLocation2Id","spline2Id","localizedTextIdSettlerButton","questDirectionId","visualEffectId"
528,251,29637,0,374503,0,0
529,252,29709,0,374504,0,0
530,252,29711,0,374505,0,0
531,252,29715,0,374506,0,0
532,252,29716,0,374507,0,0
533,252,29717,0,374508,0,0
536,253,29781,0,374491,0,0
537,253,29782,0,374492,0,0
538,253,29783,0,374493,0,0
539,253,29785,0,374494,0,0
540,253,29786,0,374495,0,0
542,256,29833,0,374509,0,0
543,256,29834,0,374510,0,0
544,256,29835,0,374511,0,0
545,256,29836,0,374512,0,0
546,256,29837,0,374513,0,0
547,256,29838,0,374514,0,0
554,261,32622,0,0,0,0
555,261,42396,0,0,0,0
559,263,31317,0,0,0,0
560,264,31318,0,0,0,0
561,265,31330,0,0,0,0
562,266,31331,0,0,0,0
563,267,31334,0,0,0,0
564,268,31336,0,0,0,0
565,193,31328,0,0,841,0
566,193,31332,0,0,841,0
567,193,31340,0,0,841,0
568,193,31327,0,0,842,0
569,193,31239,0,0,842,0
570,193,31238,0,0,842,0
571,197,31215,0,0,843,0
572,197,31218,0,0,843,0
573,197,31225,0,0,843,0
574,197,31226,0,0,844,0
575,197,31236,0,0,844,0
576,197,31237,0,0,844,0
577,269,31341,0,0,0,0
579,270,31351,0,0,0,0
580,272,31522,0,0,0,0
581,272,31523,0,0,0,0
582,272,31524,0,0,0,0
583,272,31525,0,0,0,0
584,272,31526,0,0,0,0
585,272,31517,0,0,0,0
586,272,31518,0,0,0,0
587,272,31519,0,0,0,0
588,272,31520,0,0,0,0
589,272,31521,0,0,0,0
590,271,31522,0,0,0,0
591,271,31523,0,0,0,0
592,271,31524,0,0,0,0
593,271,31525,0,0,0,0
594,271,31526,0,0,0,0
595,271,31517,0,0,0,0
596,271,31518,0,0,0,0
597,271,31519,0,0,0,0
598,271,31520,0,0,0,0
599,271,31521,0,0,0,0
600,273,31528,0,0,0,0
601,274,31529,0,0,0,0
602,275,31644,0,0,0,0
609,278,31894,0,0,0,0
610,279,31882,0,410814,0,0
616,279,31883,0,410815,0,0
617,279,31885,0,410816,0,0
618,279,31888,0,410817,0,0
619,279,31889,0,410818,0,0
620,279,31890,0,410820,0,0
621,280,31882,0,410836,0,0
622,280,31884,0,410835,0,0
623,280,31886,0,410834,0,0
624,280,31888,0,410833,0,0
625,280,31889,0,410832,0,0
626,280,36154,0,410831,0,0
627,281,31982,0,374533,0,0
640,282,32049,0,374534,0,0
641,282,32034,0,374535,835,0
642,282,32041,0,374536,0,0
643,283,32105,0,374538,0,0
644,283,32106,0,374537,0,0
645,283,32107,0,374539,0,0
646,283,32108,0,374540,0,0
647,283,32109,0,374541,0,0
648,283,32110,0,374542,0,0
649,284,32147,0,370526,0,0
650,284,32148,0,370527,0,0
651,284,32149,0,370528,0,0
652,284,32150,0,370529,0,0
653,284,32151,0,370530,0,0
654,284,32152,0,370532,0,0
655,284,32153,0,370533,0,0
656,285,32214,0,370523,0,0
657,285,32215,0,746550,0,0
658,285,32216,0,746551,0,0
659,285,32217,0,746552,0,0
660,285,32218,0,746553,0,0
663,286,32555,0,374485,0,0
665,286,32556,0,374486,0,0
666,286,32557,0,374487,0,0
667,286,32558,0,374488,0,0
668,286,32559,0,374489,0,0
669,287,32575,0,374669,0,0
670,287,32576,0,746554,0,0
671,287,32577,0,746555,0,0
672,287,32578,0,746556,0,0
674,287,32579,0,746557,0,0
675,287,32580,0,746558,0,0
677,288,30877,0,0,0,0
678,288,42395,0,0,0,0
679,289,32668,0,375725,0,0
680,289,32669,0,375726,0,0
681,289,32670,0,746559,0,0
682,289,32671,0,746560,0,0
683,289,32672,0,375727,0,0
684,289,32673,0,746561,878,0
685,290,32694,0,376237,879,0
686,290,32695,0,746562,0,0
687,290,32696,0,746563,0,0
688,290,32698,0,746564,0,0
689,290,32700,0,746565,0,0
690,290,32701,0,746566,0,0
691,291,32741,0,376610,0,0
692,291,32746,0,746567,0,0
693,291,32747,0,746568,0,0
694,291,32748,0,746569,0,0
695,292,32784,0,376982,0,0
696,292,32785,0,746570,0,0
697,292,32786,0,746571,0,0
698,292,32787,0,746572,0,0
699,293,31989,0,0,0,0
700,293,31991,0,0,0,0
701,293,31993,0,0,0,0
702,293,31995,0,0,0,0
703,293,31997,0,0,0,0
704,293,31999,0,0,0,0
705,293,32395,0,0,0,0
706,294,31990,0,0,0,0
707,294,31992,0,0,0,0
708,294,31994,0,0,0,0
709,294,31996,0,0,0,0
710,294,31998,0,0,0,0
711,294,32000,0,0,0,0
712,294,32396,0,0,0,0
713,295,32868,0,0,0,0
724,303,34295,0,391159,0,0
725,303,34298,0,746573,0,0
726,303,34299,0,746574,0,0
727,303,34300,0,391169,0,0
728,303,34301,0,391172,0,0
729,303,34302,0,391173,0,0
733,227,28863,0,0,0,0
734,227,28864,0,0,0,0
735,227,28868,0,0,0,0
736,227,28872,0,0,0,0
737,227,28873,0,0,0,0
738,227,28878,0,0,0,0
739,227,28881,0,0,0,0
740,227,28882,0,0,0,0
741,227,28883,0,0,0,0
742,227,28884,0,0,0,0
743,228,28863,0,0,0,0
744,228,28864,0,0,0,0
745,228,28868,0,0,0,0
746,228,28872,0,0,0,0
747,228,28873,0,0,0,0
748,228,28878,0,0,0,0
749,228,28881,0,0,0,0
750,228,28882,0,0,0,0
751,228,28883,0,0,0,0
752,228,28884,0,0,0,0
760,310,31014,0,0,0,0
823,338,35457,0,402698,0,0
824,338,35458,0,746575,0,0
825,338,35459,0,746576,0,0
826,338,35460,0,746577,0,0
827,338,35461,0,746578,0,0
828,338,35463,0,746579,0,0
910,380,36998,0,415202,0,0
911,380,36999,0,415203,0,0
912,380,37000,0,415205,0,0
913,380,37001,0,415206,0,0
914,380,37002,0,415207,0,0
915,380,37003,0,415208,0,0
916,380,37004,0,746580,0,0
927,387,37289,0,418036,0,0
929,389,37548,0,421143,0,0
930,389,37570,0,746581,0,0
931,389,37606,0,746582,0,0
932,148,37622,0,0,0,0
933,148,37642,0,0,0,0
934,148,37643,0,0,0,0
935,148,37645,0,0,0,0
936,148,37646,0,0,0,0
937,148,37648,0,0,0,0
940,391,37814,0,426726,0,0
941,391,37816,0,746583,0,0
942,391,37817,0,746584,0,0
943,391,37820,0,746585,0,0
944,391,37822,0,746586,0,0
945,391,37823,0,746587,0,0
946,392,38126,0,430367,0,0
947,393,38170,0,0,0,0
948,393,38171,0,0,2003,0
949,393,38173,0,0,0,0
950,393,38175,0,0,0,0
951,393,38176,0,0,0,0
952,393,38177,0,0,0,0
953,393,38178,0,0,0,0
954,393,38179,0,0,0,0
955,393,38180,0,0,0,0
956,393,38188,0,0,0,0
957,393,38190,0,0,0,0
958,393,38191,0,0,0,0
959,393,38194,0,0,0,0
960,393,38192,0,0,0,0
961,393,38193,0,0,0,0
965,395,38496,0,436591,0,0
966,395,38500,0,746588,0,0
967,395,38501,0,746589,0,0
968,396,38573,0,437862,0,0
969,396,38574,0,746590,0,0
970,396,38575,0,746591,0,0
971,396,38576,0,746592,0,0
972,396,38577,0,746593,0,0
973,396,38578,0,746594,0,0
974,397,39388,0,447065,0,0
975,397,39389,0,746595,0,0
976,397,39391,0,746596,0,0
977,397,39392,0,746597,0,0
978,397,39393,0,746598,0,0
979,397,39394,0,746599,0,0
980,398,39388,0,447090,0,0
981,398,39389,0,746600,0,0
982,398,39391,0,746601,0,0
983,398,39392,0,746602,0,0
984,398,39393,0,746603,0,0
985,398,39394,0,746604,0,0
992,400,39949,0,453841,0,0
994,400,39950,0,746605,0,0
995,400,39951,0,746606,0,0
996,400,39952,0,746607,0,0
997,400,39953,0,746608,0,0
998,400,39954,0,746609,0,0
999,401,39949,0,453846,0,0
1000,401,39950,0,746610,0,0
1001,401,39951,0,746611,0,0
1002,401,39952,0,746612,0,0
1003,401,39953,0,746613,0,0
1004,401,39954,0,746614,0,0
1005,111,40061,0,0,0,0
1006,111,40062,0,0,0,0
1007,111,40024,0,0,0,0
1008,111,40059,0,0,0,0
1009,111,40060,0,0,0,0
1010,111,40071,0,0,0,0
1011,111,40072,0,0,0,0
1012,111,40073,0,0,0,0
1013,111,40075,0,0,0,0
1014,111,40076,0,0,0,0
1015,402,30876,0,0,0,0
1016,403,32621,0,0,0,0
1019,407,41592,0,0,0,0
1020,408,41858,0,0,0,0
1021,1,16852,0,0,0,0
1022,409,41907,0,0,0,0
1023,410,42104,0,0,0,0
1024,411,36998,0,503752,0,0
1025,411,36999,0,746615,0,0
1026,411,37000,0,746616,0,0
1027,411,37001,0,746617,0,0
1028,411,37002,0,746618,0,0
1029,411,37003,0,746619,0,0
1030,411,37004,0,746620,0,0
1031,410,42105,0,0,0,0
1032,410,42106,0,0,0,0
1033,410,42107,0,0,0,0
1034,410,42108,0,0,0,0
1035,412,42204,0,0,0,0
1036,413,42205,0,0,0,0
1037,414,42222,0,505701,0,0
1038,414,42223,0,505696,0,0
1039,414,42224,0,505695,0,0
1040,414,42227,0,505694,907,0
1041,414,42228,0,505693,908,0
1042,414,42229,0,505687,0,0
1043,414,42230,0,505681,0,0
1044,414,42231,0,505680,0,0
1045,415,42234,0,506109,0,0
1046,415,42233,0,506101,0,0
1047,415,42232,0,506110,0,0
1048,415,42227,0,506103,907,0
1049,415,42228,0,530216,908,0
1050,415,42229,0,530217,0,0
1051,415,42230,0,530218,0,0
1052,415,42231,0,506108,0,0
1053,261,33870,0,0,0,0
1054,288,33868,0,0,0,0
1056,416,43009,0,0,0,0
1057,416,43010,0,0,0,0
1058,416,43011,0,0,0,0
1059,416,43012,0,0,0,0
1060,416,43013,0,0,0,0
1061,416,43014,0,0,0,0
1062,417,43009,0,0,0,0
1063,417,43010,0,0,0,0
1064,417,43011,0,0,0,0
1065,417,43012,0,0,0,0
1066,417,43013,0,0,0,0
1067,417,43014,0,0,0,0
1068,418,42104,0,0,0,0
1069,418,42105,0,0,0,0
1070,418,43033,0,0,0,0
1071,418,42107,0,0,0,0
1072,418,42108,0,0,0,0
1073,98,43442,0,0,0,0
1074,98,43444,0,0,0,0
1075,98,43447,0,0,0,0
1076,98,43448,0,0,0,0
1077,419,43432,0,0,0,0
1078,419,43433,0,0,0,0
1079,419,43434,0,0,0,0
1080,419,43435,0,0,0,0
1081,419,43436,0,0,0,0
1082,419,43446,0,0,2009,0
1083,420,43432,0,0,0,0
1084,420,43433,0,0,0,0
1085,420,43434,0,0,0,0
1086,420,43435,0,0,0,0
1087,420,43436,0,0,0,0
1088,420,43446,0,0,2009,0
1089,421,43668,0,0,0,0
1090,422,43692,0,0,0,0
1091,422,43693,0,0,0,0
1092,422,43694,0,0,0,0
1093,422,43695,0,0,0,0
1094,422,43696,0,0,0,0
1095,422,43697,0,0,0,0
1096,422,43736,0,0,0,0
1097,422,43737,0,0,0,0
1098,423,43664,0,0,0,0
1099,423,43665,0,0,0,0
1100,423,43666,0,0,0,0
1101,423,43667,0,0,0,0
1102,423,43671,0,0,0,0
1103,423,43672,0,0,0,0
1104,424,43664,0,0,0,0
1105,424,43666,0,0,0,0
1106,424,43665,0,0,0,0
1107,424,43667,0,0,0,0
1108,424,43671,0,0,0,0
1109,424,43672,0,0,0,0
1110,425,35457,0,0,0,0
1111,425,35458,0,0,0,0
1112,425,35459,0,0,0,0
1113,425,35460,0,0,0,0
1114,425,35461,0,0,0,0
1115,425,35463,0,0,0,0
1116,426,34295,0,547893,0,0
1117,426,34298,0,547892,0,0
1118,426,34299,0,547891,0,0
1119,426,34300,0,547890,0,0
1120,426,34301,0,547889,0,0
1121,426,34302,0,547888,0,0
1122,7,16529,0,0,0,0
1123,7,16531,0,0,0,0
1124,7,16532,0,0,0,0
1125,7,44569,0,0,0,0
1126,7,44570,0,0,0,0
1127,7,16534,0,0,0,0
1128,7,16535,0,0,0,0
1129,7,44571,0,0,0,0
1130,7,44572,0,0,0,0
1132,148,15695,0,0,0,0
1133,148,44920,0,0,0,0
1134,148,44921,0,0,0,0
1135,427,43692,0,0,0,0
1136,427,43693,0,0,0,0
1137,427,43694,0,0,0,0
1138,427,43695,0,0,0,0
1139,427,43696,0,0,0,0
1140,427,43697,0,0,0,0
1141,427,43736,0,0,0,0
1142,427,43737,0,0,0,0
1145,429,48829,0,0,0,0
1150,433,49098,0,0,0,0
1151,434,50046,0,0,0,0
1152,435,50047,0,0,0,0
1153,436,22555,0,0,0,0
