"ID","creature2IdUnlock","pathTypeEnum","pathMissionTypeEnum","pathMissionDisplayTypeEnum","objectId","localizedTextIdName","localizedTextIdSummary","pathEpisodeId","worldLocation2Id00","worldLocation2Id01","worldLocation2Id02","worldLocation2Id03","pathMissionFlags","pathMissionFactionEnum","prerequisiteId","localizedTextIdCommunicator","localizedTextIdUnlock","localizedTextIdSoldierOrders","creature2IdContactOverride","questDirectionId"
262,0,2,14,14,78,126940,126941,41,14663,14664,14665,14666,1,1,0,182557,198579,0,0,928
264,0,2,2,16,64,126945,126946,41,10234,10235,0,0,1,1,0,182558,198580,0,0,0
266,0,2,2,17,145,126951,126952,41,10238,10239,10240,10241,1,1,0,182561,198581,0,0,0
267,0,0,0,2,28,126936,126937,40,10140,16941,0,0,1,1,0,182562,197679,201527,0,0
269,0,1,19,11,18,126973,126974,36,17635,17636,17637,28188,1,1,0,182564,201097,0,0,0
301,0,2,2,17,90,130659,130660,35,22631,0,0,0,0,2,0,182592,250845,0,0,979
311,0,3,13,27,4,132011,132012,39,14569,0,0,0,1,1,0,182598,197966,0,0,0
312,0,3,15,29,57,132047,132048,39,10766,0,0,0,0,1,0,182599,197935,0,0,0
314,0,0,0,5,22,132060,132061,40,10779,0,0,0,1,1,0,182601,197690,201528,0,0
315,0,0,7,8,9,132062,132063,40,10770,16972,0,0,1,1,0,182602,197691,197692,0,0
322,0,2,2,0,0,132345,132346,134,10956,0,0,0,3,1,0,182608,198582,0,0,0
334,0,1,19,11,21,135745,135746,57,25952,0,0,0,1,1,0,182619,201121,0,0,0
338,0,1,19,11,22,135758,135759,57,26877,0,0,0,1,1,0,182623,201126,0,0,0
342,0,1,19,11,23,135767,135768,57,26849,0,0,0,1,1,0,182627,201127,0,0,0
348,0,1,19,11,24,135784,135785,57,26854,0,0,0,1,1,0,182633,201309,0,0,0
425,0,2,2,16,121,152636,152637,50,12445,0,0,0,0,1,0,182676,198598,0,0,0
426,0,2,2,16,122,152648,152649,50,12446,0,0,0,0,1,0,182677,198599,0,0,0
427,0,2,2,16,123,152650,152651,50,12447,12448,0,0,0,1,0,182678,198600,0,0,0
430,0,0,0,2,72,153781,153782,51,12530,0,0,0,1,1,0,182680,197828,201661,0,0
431,0,0,0,5,73,153787,153788,51,12531,0,0,0,1,1,0,182681,197839,201664,0,0
432,0,0,0,5,74,153789,153790,51,12532,0,0,0,1,1,0,182682,197840,201704,0,0
435,0,0,0,0,75,156027,156028,71,12712,0,0,0,1,2,0,182685,0,0,0,0
645,0,0,7,0,1,164108,164109,46,27221,27221,0,0,16,0,0,182897,311770,311771,0,0
648,0,2,2,16,128,164604,164605,28,13579,0,0,0,0,1,0,182900,201557,0,0,0
650,0,1,19,11,46,164851,164854,82,17545,0,0,0,1,1,0,182901,458397,0,0,0
651,0,1,19,11,47,164922,164923,82,13609,0,0,0,0,1,0,182902,491805,0,0,0
652,0,1,19,11,48,164974,164975,82,17668,0,0,0,0,1,0,182903,487413,0,0,0
662,0,0,0,5,78,166161,166162,51,13927,0,0,0,1,1,0,182914,197768,201697,0,0
663,0,0,0,5,79,166163,166164,51,13928,0,0,0,1,1,0,182915,197769,201698,0,0
664,0,0,6,6,8,166165,166166,51,13929,16986,0,0,1,1,0,182916,197772,197773,0,0
665,0,0,5,3,9,166167,166168,51,13930,16991,0,0,1,1,0,182917,197774,197775,0,0
666,0,0,0,5,80,166169,166170,51,13932,16996,0,0,1,1,0,182918,197779,201763,0,0
667,0,0,7,8,3,166171,166172,51,13934,17000,47019,47020,0,1,0,182919,197780,197781,0,0
668,0,0,5,3,10,166173,166174,51,13935,17003,0,0,0,1,0,182920,197799,197800,0,0
669,0,0,4,1,5,166175,166176,51,26341,13936,0,0,0,1,0,182921,197801,197802,0,0
670,0,0,7,8,4,166229,166230,51,13746,17018,17015,17016,1,1,0,182922,197847,201803,0,0
675,0,0,0,5,82,166411,166412,51,13894,0,0,0,1,1,0,182927,197846,201804,0,0
679,0,0,5,3,12,167014,167015,40,13903,16936,0,0,1,1,0,182931,197671,197672,0,0
680,0,0,4,1,6,167052,167053,51,13910,12788,0,0,1,1,0,182932,197851,197852,0,0
681,0,0,0,0,0,167069,167070,131,13915,0,0,0,1,1,0,182933,0,0,0,0
683,0,0,0,2,83,167120,167121,51,13915,0,0,0,1,1,0,182935,197853,201806,0,0
685,0,0,7,8,7,167212,167213,40,13975,16967,0,0,1,1,0,182937,197673,197674,0,106
686,0,0,7,8,8,167216,167217,51,13973,17033,17034,0,1,1,0,182938,197863,197864,0,0
694,0,3,12,25,3,168042,168043,39,17177,0,0,0,0,1,0,182951,197958,0,0,342
695,0,2,2,0,0,168946,168947,134,14458,0,0,0,3,1,0,182952,198583,0,0,0
696,0,2,2,16,137,168963,168964,50,14592,0,0,0,0,1,0,182953,198602,0,0,0
697,0,2,2,17,140,168965,168966,50,14593,0,0,0,0,1,0,182954,198603,0,0,0
698,0,2,2,16,138,168967,168968,50,14591,0,0,0,0,1,0,182955,198604,0,0,0
699,0,2,2,15,139,168969,168970,50,14594,0,0,0,0,1,0,182956,198605,0,0,0
700,0,3,13,27,2,169033,169034,39,14472,0,0,0,0,1,0,182957,201558,0,0,0
701,0,2,14,15,142,169049,169050,41,14471,0,43995,0,1,1,0,182958,198584,0,0,0
702,0,2,2,16,144,169298,169299,50,14526,0,0,0,0,1,0,182959,198606,0,0,0
703,0,3,15,29,86,169331,169332,49,16067,0,0,0,1,1,0,182960,197940,0,0,0
704,0,3,12,25,4,169333,169334,49,22003,0,0,0,1,1,0,182961,197981,0,0,0
706,0,2,2,15,146,169439,169440,50,14555,14556,0,0,0,1,0,182963,198607,0,0,0
707,0,2,2,16,147,169517,169518,50,14582,0,0,0,0,1,0,182964,198608,0,0,0
708,0,2,2,17,148,169519,169520,50,14583,0,0,0,0,1,0,182965,198609,0,0,0
709,0,2,14,14,511,169521,169522,50,14584,0,0,0,0,1,0,182969,198610,0,0,0
710,0,2,2,17,173,169523,169524,50,15611,15716,0,0,0,1,0,182972,198611,0,0,0
711,0,2,14,18,149,169835,169836,50,14628,14629,14630,0,0,1,0,182974,198612,0,0,0
712,0,2,2,14,150,169862,169863,50,14631,14632,14633,0,0,1,0,182982,198613,0,0,0
713,0,3,13,27,5,170111,170112,39,28101,0,0,0,0,1,0,182983,201583,0,0,0
715,0,2,14,0,153,170122,170123,134,14681,0,0,0,0,1,0,182985,198586,0,0,0
716,0,0,7,8,11,170175,170176,40,14686,16947,0,0,1,1,0,182986,197681,197682,0,0
717,0,0,6,6,15,170204,170205,40,14690,16952,0,0,1,1,0,182987,197685,197686,0,261
756,0,1,19,11,57,175996,175997,36,17640,17639,28479,0,1,1,0,182991,201104,0,0,0
775,0,3,15,31,95,180159,180160,120,15576,0,0,0,0,1,0,182994,197955,0,0,0
777,0,2,2,16,166,180205,180206,121,15580,15581,15582,15583,0,1,19,182996,198614,0,0,0
778,0,2,2,16,167,180208,180209,121,15583,15580,14845,14958,0,1,19,182997,198615,0,0,0
779,0,2,2,16,168,180210,180211,121,14959,14847,14845,14958,0,1,19,182998,198616,0,0,0
780,0,2,2,16,421,180212,180213,121,14959,14844,14842,14845,0,1,19,182999,198617,0,0,0
781,0,2,2,16,170,180217,180218,121,15041,15585,0,0,0,1,19,183000,198618,0,0,0
782,0,2,2,16,171,180221,180222,121,15580,15581,15582,14845,0,1,19,183001,198619,0,0,0
784,0,0,0,5,103,180942,180943,124,15586,0,0,0,0,1,0,183003,197882,363589,0,0
786,0,3,15,31,96,181450,181451,49,15618,0,0,0,0,1,0,183005,197937,0,0,0
787,0,3,13,27,12,181452,181453,49,28206,0,0,0,0,1,0,183006,197967,0,0,0
788,0,3,12,25,12,181454,181455,49,15706,0,0,0,0,1,0,183007,197974,0,0,0
789,0,3,12,25,13,181456,181486,49,17188,0,0,0,0,1,0,183008,197980,0,0,0
790,0,3,15,31,97,181484,181485,49,15626,0,0,0,0,1,0,183009,201665,0,0,0
791,0,0,7,8,17,181488,181489,124,15628,17061,0,0,0,1,0,183010,197894,197895,0,0
792,0,3,13,27,14,181492,181493,120,32290,0,0,0,0,1,0,183011,198008,0,0,0
793,0,3,12,25,14,181499,181500,120,24924,0,0,0,0,1,0,183012,198009,0,0,99
794,0,3,12,25,15,181515,181516,120,17211,0,0,0,0,1,0,183013,198024,0,19935,219
796,0,3,13,27,11,181520,181521,120,32278,0,0,0,0,1,0,183014,198028,0,0,0
797,0,0,6,6,21,181550,181551,124,15631,0,0,0,1,1,0,183015,197888,197889,0,152
798,0,1,19,11,62,181590,181591,123,18629,18635,18636,18631,1,1,0,183016,201146,0,0,0
802,0,0,5,3,22,181677,181678,124,15686,17072,0,0,0,1,0,183020,197890,197891,0,0
803,0,3,3,28,98,181787,181788,120,15669,0,0,0,8,1,0,183021,201707,0,0,0
804,0,0,4,1,11,181823,181824,124,15690,17077,0,0,0,1,0,183022,197896,197897,0,0
805,0,0,0,5,104,181838,181839,124,15691,0,0,0,0,1,0,183023,197893,313448,0,0
806,0,0,0,5,105,182059,182060,124,15725,15725,0,0,0,1,0,183024,197902,0,0,0
812,0,3,15,31,100,184433,184434,49,15807,0,0,0,1,1,0,184435,197943,0,0,0
813,0,3,15,31,101,184437,184438,49,15808,0,0,0,1,1,0,184439,197944,0,0,0
814,0,2,14,15,176,184669,184670,121,15822,0,0,0,0,1,19,184671,198621,0,0,0
815,0,3,13,27,15,184732,184733,49,15841,0,0,0,0,1,0,184725,197992,0,0,0
816,0,3,13,27,16,184738,184739,49,15842,0,0,0,0,1,0,184845,197995,0,0,0
819,0,3,3,28,32,186965,186966,39,16065,0,0,0,40,1,0,186967,201567,0,0,0
820,0,3,15,31,102,187080,187081,39,0,0,0,0,0,1,0,187082,197928,0,0,0
821,0,3,15,31,103,187084,187085,39,9466,0,0,0,0,1,0,187086,197929,197930,0,0
822,0,3,15,29,104,187089,187090,39,10116,0,0,0,0,1,0,187091,197931,197932,0,0
823,0,3,15,31,105,187092,187093,39,10136,0,0,0,0,1,0,187094,197933,0,0,0
826,0,2,2,16,179,187367,187368,41,14403,0,0,0,1,1,0,187369,198588,0,0,0
827,0,2,2,16,181,187402,187403,41,10222,0,0,0,1,1,0,187404,198589,0,0,0
828,0,3,15,29,106,187411,187412,49,16068,0,0,0,1,1,0,187413,197941,0,0,0
829,0,2,2,0,0,187415,187416,134,12938,0,0,0,1,1,0,187417,198590,0,0,0
830,0,0,4,1,12,187443,187444,40,16073,16071,0,0,0,1,0,187445,197688,197689,0,0
831,0,3,13,27,17,187446,187447,49,16072,0,0,0,0,1,0,187458,197991,0,21917,0
835,0,0,7,0,20,188879,188880,131,10770,0,0,0,1,1,0,188881,0,0,0,0
843,0,3,13,27,19,189859,189860,49,16236,0,0,0,0,1,0,189819,197996,0,22350,0
844,0,3,15,31,109,189952,189953,49,16253,0,0,0,0,1,0,189949,197950,0,0,0
845,0,3,15,29,110,189960,189961,49,16254,0,0,0,0,1,0,189962,197951,0,0,0
846,0,3,3,28,111,189967,189968,49,0,0,0,0,8,1,0,189969,201668,0,0,0
860,0,0,0,5,115,192635,192636,13,7282,0,0,0,0,2,0,192647,197870,267061,0,0
863,0,0,0,5,116,192792,192793,13,16468,0,0,0,0,2,0,192794,197872,267055,0,0
865,0,0,4,1,15,192936,192937,13,16475,16476,0,0,0,2,0,192938,197879,197880,0,0
867,0,0,7,8,22,193069,193070,13,16495,17049,17050,0,0,2,0,193071,197877,197878,0,0
868,0,3,13,27,22,193240,193241,12,16553,0,0,0,0,2,0,193242,197997,0,0,0
871,0,2,2,16,419,194588,194589,121,16632,16633,16634,0,0,2,18,194590,198622,0,0,0
872,0,2,2,16,169,194686,194687,121,16632,16633,16634,0,0,2,18,194688,198623,0,0,0
873,0,2,2,16,418,194694,194695,121,45382,45383,45384,0,0,2,0,194696,198624,0,0,0
874,0,2,2,16,420,194700,194701,121,16635,16636,16637,0,0,2,18,194702,198625,0,0,0
875,0,2,2,16,422,194707,194708,121,16633,16636,16637,16634,0,2,18,194709,198626,0,0,0
876,0,2,2,0,0,194713,194714,134,16635,16636,16634,0,0,2,18,194715,198627,0,0,0
877,0,2,2,16,190,194717,194718,121,16638,16639,16640,45371,0,2,18,194719,198628,0,0,0
878,0,2,2,0,191,194765,194766,134,16635,16636,16637,0,0,2,18,194767,198629,0,0,0
879,0,3,13,27,26,195201,198047,120,16741,0,0,0,0,2,0,198048,198049,0,0,0
880,0,3,13,27,25,195202,198050,120,16742,0,0,0,0,2,0,198051,198052,0,0,0
881,0,3,13,27,24,195203,198053,120,16747,0,0,0,0,2,0,198054,198055,0,0,0
882,0,3,15,31,116,194846,194851,120,16657,0,0,0,0,2,0,194855,197957,0,0,994
883,0,3,3,28,148,194778,194779,120,16654,0,0,0,8,2,0,194780,201720,0,0,0
884,0,3,12,25,20,195549,195550,120,17237,0,0,0,0,2,0,195634,198044,0,0,0
885,0,0,0,5,118,194928,194929,124,16716,0,0,0,0,2,0,194930,197904,538969,0,0
886,0,0,0,5,119,194934,194935,124,16715,0,0,0,0,2,0,194936,197906,365000,0,0
887,0,1,19,11,67,194956,194957,123,18641,18639,18640,18637,1,2,0,194958,201147,0,0,0
893,0,0,0,5,120,195328,195329,124,16756,0,0,0,0,2,0,195330,197915,365434,0,0
894,0,0,4,1,16,195547,195548,124,17105,16767,0,0,0,2,0,197921,197922,197923,0,0
896,0,0,7,8,23,195572,195573,124,16805,17112,0,0,0,2,0,197924,197925,197926,0,211
897,0,3,12,25,21,196042,196043,12,22712,0,0,0,0,2,0,196044,198004,0,0,0
1009,0,0,0,5,140,199321,199322,13,30500,0,0,0,0,2,0,199327,199328,267052,0,0
1021,0,3,17,0,3,200141,200142,31,17385,0,0,0,0,0,0,200143,200144,0,0,0
1028,0,0,7,8,27,200804,200805,40,17567,28040,28041,0,1,1,0,201991,201992,201993,0,0
1029,0,0,4,1,26,200808,200809,40,28072,0,0,0,1,1,0,201994,201995,201996,0,281
1033,0,2,2,14,236,201596,201597,121,16346,0,0,0,0,2,18,201599,201598,0,0,0
1048,0,2,2,17,238,204457,204458,18,17882,17883,0,0,0,2,0,204459,204460,0,0,0
1053,0,0,0,5,157,205080,205081,15,18069,0,0,0,0,2,0,205082,205083,205084,0,0
1056,0,2,2,16,239,205284,205285,18,18015,18016,25608,25609,0,2,0,205286,205287,0,0,0
1057,0,2,2,14,240,205288,205289,18,18409,0,0,0,0,2,0,205290,205291,0,0,0
1066,0,3,16,24,12,205836,205837,17,0,0,0,0,40,2,0,205838,508822,0,0,0
1076,0,3,15,29,138,206614,206615,17,0,0,0,0,0,2,12105,206616,206617,0,0,283
1091,0,0,7,8,30,207346,207347,42,9437,31140,31141,0,0,2,0,207348,207349,207350,0,0
1093,0,0,5,3,45,207488,207489,42,9438,18189,19193,0,0,2,0,207490,207491,207492,0,0
1097,0,3,18,30,5,207821,207822,120,18228,0,0,0,0,1,0,208197,208198,0,46050,0
1098,0,0,4,1,30,207865,207866,124,18210,18485,0,0,0,1,0,207867,207868,207869,0,0
1100,0,0,4,1,31,207908,207909,124,18210,18485,0,0,0,2,0,207910,207911,207912,0,0
1103,0,2,2,16,249,207936,207937,121,33216,33217,33218,33219,0,0,0,207938,207939,0,0,0
1106,0,2,2,16,252,207948,207949,121,45379,45380,0,0,0,0,0,207950,207951,672571,0,0
1107,0,2,2,16,253,207952,207953,121,17926,17928,17927,0,0,0,0,207954,207955,0,0,0
1110,0,0,7,8,31,208151,208152,124,18256,18259,18254,27756,0,1,0,208153,208154,208155,46087,0
1116,0,0,0,2,169,208255,208256,13,7842,7842,0,0,0,2,0,208435,208257,208434,0,0
1117,0,3,15,29,142,208268,208298,17,0,0,0,0,0,2,0,208299,208300,0,0,0
1121,0,0,7,8,33,208339,208340,124,27845,27756,18253,18255,0,2,0,208341,208342,208343,46074,0
1124,0,3,18,30,6,208376,208377,120,18550,0,0,0,0,2,0,208378,208379,0,0,0
1125,0,3,15,29,145,208380,208381,17,0,0,0,0,0,2,15,208382,208383,0,0,284
1128,0,3,15,29,149,208396,216399,120,0,0,0,0,0,1,0,216402,216400,0,0,0
1129,0,3,15,29,150,208397,216373,120,0,0,0,0,0,2,0,216397,216398,0,0,0
1130,0,3,12,25,25,208398,211592,120,18870,0,0,0,0,0,0,211593,211594,0,0,188
1131,0,3,12,25,26,208400,211685,120,33220,0,0,0,0,0,0,211686,211687,0,0,0
1132,0,3,13,27,37,208405,216359,120,18283,0,0,0,0,0,0,216360,216361,0,0,0
1133,0,3,16,24,6,208430,208431,38,0,0,0,0,8,2,0,208432,208433,0,0,0
1140,0,3,13,27,41,208549,208550,38,18436,0,0,0,0,2,0,208551,208552,0,0,0
1148,0,0,7,8,35,208850,208863,13,18424,18420,0,0,0,2,0,311481,311482,311483,0,0
1151,0,0,5,3,50,209025,208796,124,27771,33175,0,0,0,1,0,209029,209022,209030,0,0
1153,0,2,14,20,257,208876,208877,16,7751,0,0,0,0,2,0,208878,208879,0,0,0
1155,0,1,19,11,102,208894,209217,19,19243,0,0,0,8,2,0,209218,216161,676127,0,0
1156,0,3,13,27,44,208897,208912,38,9449,0,0,0,0,2,0,208913,208914,0,0,0
1158,0,1,19,11,103,208908,208909,123,18623,18628,18626,18627,1,1,0,208910,208911,0,0,0
1160,0,0,6,6,52,209004,209005,13,25072,25073,25074,25075,0,2,0,209006,209007,209008,0,0
1161,0,0,5,3,53,209039,209040,124,37662,33175,0,0,0,2,0,209041,209042,209043,0,0
1163,0,3,15,31,153,209106,209107,38,0,0,0,0,0,2,0,209108,209109,0,0,979
1166,0,1,19,11,104,209280,297599,19,18507,18508,18509,0,0,2,0,297600,297601,0,0,0
1167,0,3,12,25,28,209977,209978,12,25339,0,0,0,0,2,0,210065,209979,0,0,0
1168,0,3,18,30,8,209307,209308,38,18511,0,0,0,0,2,0,209401,209397,0,0,0
1171,0,0,6,6,54,209495,209386,124,24508,27810,0,0,0,1,0,209388,209387,209389,0,0
1173,0,3,18,30,9,209433,209434,12,18556,0,0,0,0,2,0,209435,209436,0,0,0
1174,0,0,6,6,55,209494,209483,124,18541,27810,0,0,0,2,0,209484,209485,209486,0,0
1180,0,0,4,1,34,209877,209878,13,18564,18569,0,0,0,2,0,209879,209880,209881,0,153
1182,0,2,14,14,259,210022,210023,16,18574,18575,0,0,0,2,0,210038,210024,0,0,943
1183,0,3,15,0,156,210111,210112,449,0,0,0,0,0,2,0,210209,210210,0,0,0
1184,0,0,0,5,175,210457,210465,13,18662,18569,0,0,0,2,0,210479,210466,0,0,0
1185,0,1,19,11,106,212201,212202,19,18695,0,0,0,0,2,0,212203,212204,0,0,0
1187,0,1,19,11,108,212965,212966,192,18703,18731,18711,18730,0,2,0,212967,212968,673912,0,0
1188,0,0,7,8,38,213542,213543,13,27188,27190,27191,27196,0,2,0,213544,213545,213549,0,0
1189,0,3,13,27,47,213557,213558,12,18877,0,0,0,0,2,0,213559,213560,0,0,0
1251,0,2,14,15,269,219559,219569,50,19197,19198,19199,0,0,1,0,219580,219574,0,0,0
1254,0,3,16,24,1,221495,221506,9,0,0,0,0,40,1,0,221507,221508,0,0,0
1261,0,0,0,5,183,222851,222852,226,19380,0,0,0,0,2,0,222853,222854,222855,0,0
1262,0,2,2,17,273,223563,223564,227,25261,0,0,0,32,2,0,223565,223566,0,0,0
1263,0,1,19,11,116,223698,225914,228,19724,0,0,0,0,2,0,225915,225916,0,0,0
1264,0,3,15,31,165,223699,228547,229,0,0,0,0,0,2,0,228564,228565,0,0,0
1266,0,3,16,24,2,224242,224243,120,0,0,0,0,8,0,0,224244,379843,0,0,0
1274,0,0,0,0,186,226565,226566,195,19646,0,0,0,0,0,0,226567,0,0,0,0
1284,0,0,4,1,39,227721,227722,13,19653,19651,0,0,0,2,0,227723,227724,227725,0,0
1286,0,0,0,2,194,227732,227733,42,19655,19655,0,0,0,2,0,227734,227735,227736,0,0
1288,0,3,17,26,10,227912,227913,12,19676,19677,19678,0,0,2,0,227914,227915,0,0,0
1290,0,0,7,8,45,228143,228144,13,27232,19694,0,0,0,2,0,228145,228146,228147,0,238
1292,0,0,6,6,65,228550,228551,42,19702,20140,20139,20141,0,2,0,228559,228560,228561,0,0
1293,0,2,2,16,279,228568,228569,121,45584,0,0,0,0,0,0,228572,228570,0,0,0
1294,0,2,2,16,280,228582,228583,121,45584,0,0,0,0,0,0,228585,228584,0,0,0
1295,0,0,5,3,66,228586,228587,124,27836,27835,0,0,0,0,0,228588,228589,228590,0,0
1296,0,3,15,31,166,228593,228594,120,15576,0,0,0,0,0,0,228595,228596,0,0,0
1298,0,2,14,17,281,228724,228725,16,19725,19726,19727,39948,0,2,0,228726,228727,0,0,0
1301,0,0,4,1,43,228990,230959,124,19737,19738,0,0,0,2,0,230960,230961,231327,0,0
1302,0,2,14,14,282,228912,228913,121,19761,19762,19763,19764,0,1,0,228914,228915,0,0,0
1303,0,2,14,14,283,228916,228917,121,19761,19762,19763,19764,0,2,0,228918,228919,0,0,0
1304,0,3,12,25,34,228926,229083,12,19750,0,0,0,0,2,0,229084,229085,0,0,117
1305,0,2,2,16,284,228930,228931,121,19761,19762,19763,19764,0,1,0,228932,228933,0,0,0
1306,0,0,7,8,46,228934,228935,42,19740,19741,0,0,0,2,0,228936,228937,228938,0,0
1307,0,2,2,16,285,228939,228940,121,19761,19762,19763,19764,0,2,0,228941,228942,0,0,0
1308,0,0,4,1,44,228991,230962,124,19765,19738,0,0,0,1,0,230964,230963,231328,0,0
1309,0,3,13,27,48,229022,229023,38,19770,0,0,0,0,2,0,229024,229025,0,0,0
1310,0,1,19,11,128,229207,229208,228,19768,0,0,0,0,2,0,229209,229210,0,0,149
1312,0,1,19,11,130,229232,229233,228,19782,0,0,0,0,2,0,229234,229235,0,0,0
1313,0,0,0,5,195,229289,230965,124,19776,0,0,0,0,1,0,230966,230967,230968,0,0
1316,0,1,19,11,132,229371,229372,123,19839,19840,19842,19843,1,1,0,229373,229374,0,0,0
1317,0,3,18,30,15,229377,229378,120,19829,0,0,0,0,0,0,229380,229379,0,0,0
1318,0,0,0,5,196,229425,230969,124,19777,0,0,0,0,2,0,230970,230971,230972,0,0
1319,0,0,6,6,67,229461,229462,124,20749,19850,19851,19852,0,0,0,229463,229464,229465,0,0
1320,0,3,15,31,167,229531,230949,120,0,0,0,0,0,0,0,230953,230954,0,0,0
1321,0,1,19,11,133,229488,229489,192,19941,19942,19944,19945,0,2,0,229490,229491,0,0,0
1322,0,2,2,16,287,229500,229501,35,19521,19522,19523,0,0,2,0,229502,229503,0,0,0
1325,0,3,13,27,49,229551,230887,120,19838,0,0,0,0,0,0,230918,230919,0,0,0
1327,0,0,4,1,45,229642,229643,42,19896,19897,0,0,0,2,0,229644,229645,229646,0,0
