"ID","mapZoneHexGroupId","hexX","hexY"
133,5,776,526
134,5,782,526
135,5,775,525
136,5,774,525
137,5,773,524
138,5,773,523
139,5,773,522
140,5,774,523
141,5,774,524
142,5,775,524
143,6,774,532
144,6,776,532
145,6,776,531
146,6,775,531
147,6,775,530
148,6,775,529
149,6,774,531
150,6,774,530
151,6,775,528
152,6,774,528
153,6,774,529
154,6,773,526
155,6,774,527
156,6,776,528
157,6,777,527
158,6,778,528
159,6,778,529
160,6,773,527
161,6,773,528
162,6,775,527
163,6,773,529
164,6,773,530
165,6,773,532
166,6,773,531
167,6,777,530
168,6,777,531
169,6,778,531
170,6,778,530
171,6,777,529
172,6,777,528
173,6,776,529
174,6,776,530
175,7,772,527
176,7,770,529
177,7,771,529
178,7,770,528
179,7,771,528
180,7,767,529
181,7,768,530
182,7,767,530
183,7,772,529
184,7,772,530
185,7,772,528
186,7,772,533
187,7,771,532
188,7,769,531
189,7,768,531
190,7,766,531
191,7,768,532
192,7,767,531
193,7,766,530
194,7,771,527
195,7,771,530
196,7,768,529
197,7,771,531
198,7,770,531
199,7,770,530
200,7,769,530
201,7,769,529
202,7,770,532
203,7,772,531
204,7,772,532
205,7,767,528
206,7,766,529
207,7,768,528
208,7,769,528
209,8,765,528
210,8,764,529
211,8,763,528
212,8,763,529
213,8,762,530
214,8,761,529
215,8,760,529
216,8,760,528
217,8,759,527
218,8,758,527
219,8,757,527
220,8,756,527
221,8,755,527
222,8,765,530
223,8,765,531
224,8,765,529
225,8,764,531
226,8,761,532
227,8,762,533
228,8,762,532
229,8,762,531
230,8,763,531
231,8,763,530
232,8,764,530
233,8,761,530
234,8,752,533
235,8,752,534
236,8,753,533
237,8,753,534
238,8,754,535
239,8,755,535
240,8,756,536
241,8,757,535
242,8,754,529
243,8,755,530
244,8,758,536
245,8,758,535
246,8,759,534
247,8,759,535
248,8,760,535
249,8,760,534
250,8,760,533
251,8,761,533
252,8,757,533
253,8,759,533
254,8,761,531
255,8,760,531
256,8,760,532
257,8,755,533
258,8,755,534
259,8,754,533
260,8,754,532
261,8,754,534
262,8,753,532
263,8,752,532
264,8,753,531
265,8,752,531
266,8,753,529
267,8,753,530
268,8,752,530
269,8,759,531
270,8,759,532
271,8,758,533
272,8,758,534
273,8,757,534
274,8,756,535
275,8,756,534
276,8,756,531
277,8,756,532
278,8,756,528
279,8,757,528
280,8,755,531
281,8,754,531
282,8,754,530
283,8,755,532
284,8,757,531
285,8,758,532
286,8,755,529
287,8,756,533
288,8,757,532
289,8,758,530
290,8,758,531
291,8,757,530
292,8,759,528
293,8,759,529
294,8,760,530
295,8,759,530
296,8,757,529
297,8,756,530
298,8,756,529
299,8,755,528
300,8,758,528
301,8,758,529
302,8,754,528
303,8,753,528
304,8,752,529
305,8,751,530
306,8,751,529
307,8,751,531
308,8,751,532
309,9,794,525
310,9,794,528
311,9,795,526
312,9,793,527
313,9,795,525
314,9,790,524
315,9,793,524
316,9,794,524
317,9,795,524
318,9,789,526
319,9,788,527
320,9,789,527
321,9,790,527
322,9,789,525
323,9,790,525
324,9,790,526
325,9,787,525
326,9,788,525
327,9,788,526
328,9,792,527
329,9,793,526
330,9,794,526
331,9,793,525
332,9,786,526
333,9,786,525
334,9,787,524
335,9,791,523
336,9,789,523
337,9,792,524
338,9,788,524
339,9,786,527
340,9,786,528
341,9,795,527
342,9,792,528
343,9,791,527
344,9,788,528
345,9,787,527
346,9,787,526
347,9,789,524
348,9,794,527
349,9,791,526
350,9,792,525
351,9,791,525
352,9,791,524
353,9,792,526
354,10,632,570
356,10,632,568
357,10,633,568
359,10,634,570
360,10,634,569
361,10,635,569
363,10,634,568
364,10,633,567
365,11,636,569
366,11,635,569
367,11,635,567
370,11,637,566
371,11,637,567
372,11,637,568
373,11,636,568
374,11,634,567
375,11,635,568
376,12,628,566
377,12,628,567
378,12,628,568
379,12,629,568
380,12,631,568
381,12,629,567
382,12,631,567
383,12,630,567
384,12,629,566
385,12,630,568
386,13,631,565
387,13,632,565
388,13,633,565
389,13,634,565
390,13,630,566
391,13,630,567
392,13,630,565
393,13,635,565
394,13,634,566
395,13,633,566
396,13,633,567
397,13,632,566
398,13,632,567
399,13,631,566
400,13,631,567
401,14,638,566
402,14,638,567
403,14,637,566
404,14,636,566
406,14,637,565
407,14,637,564
408,14,637,563
409,14,636,564
410,14,636,565
411,14,635,565
412,14,636,567
413,14,635,567
414,14,635,563
416,14,635,564
417,15,625,563
418,15,625,562
419,15,625,561
420,15,626,561
421,15,628,565
422,15,627,564
423,15,625,565
424,15,625,564
425,15,630,565
426,15,627,565
427,15,629,564
428,15,626,566
429,15,626,562
430,15,627,561
431,15,626,563
432,15,627,562
433,15,626,564
434,15,630,566
435,15,630,564
436,15,630,563
437,15,630,562
439,15,628,561
440,15,629,563
441,15,628,562
442,15,626,565
443,15,627,563
444,15,629,565
445,15,629,561
446,15,629,562
447,15,628,564
448,15,628,563
449,16,636,563
450,16,635,561
451,16,634,563
452,16,635,562
453,16,636,562
454,16,635,560
455,16,635,563
456,16,634,562
457,16,634,561
458,16,636,561
459,17,631,562
460,17,631,561
461,17,632,562
462,17,632,563
463,17,630,564
464,17,634,561
465,17,634,562
466,17,634,563
468,17,631,560
469,17,630,562
471,17,633,562
472,17,633,561
473,17,632,561
475,17,630,563
476,17,631,563
477,17,633,564
478,17,632,564
479,17,633,560
480,17,631,564
481,18,633,559
482,18,634,560
483,18,634,559
484,18,635,559
485,18,635,560
486,18,631,559
487,18,631,560
488,18,632,560
489,18,632,559
490,18,633,560
491,19,630,570
492,19,632,569
493,19,635,568
494,19,633,563
495,19,631,565
496,19,633,569
497,19,630,561
498,19,635,566
499,19,636,567
500,19,634,564
501,20,629,558
502,20,630,559
503,20,631,558
504,20,630,558
505,20,627,558
506,20,627,559
507,20,627,560
508,20,628,560
509,20,628,559
510,20,629,557
511,20,629,556
512,20,630,557
513,20,631,557
514,20,631,556
515,20,630,556
516,20,632,555
517,20,635,555
518,20,635,556
519,20,635,557
520,20,635,558
521,20,632,556
522,20,631,555
523,20,633,555
524,20,633,554
525,20,634,555
526,20,627,557
527,20,628,558
528,20,628,557
529,20,636,558
530,20,636,557
531,20,636,556
532,20,634,556
533,20,634,557
534,20,633,556
535,20,632,557
536,20,632,558
537,20,633,557
538,20,629,559
641,23,677,593
642,23,678,594
643,23,678,593
644,23,679,593
645,23,680,593
646,23,681,593
647,23,682,594
648,23,682,593
649,23,682,595
650,23,682,596
651,23,682,597
652,23,681,596
653,23,680,597
654,23,679,596
655,23,678,595
656,23,678,597
657,23,677,596
658,23,677,595
659,23,677,594
660,23,679,595
661,23,678,596
662,23,679,594
663,23,680,594
664,23,680,596
665,23,680,595
666,23,681,594
667,23,681,595
668,24,722,628
669,24,722,627
670,24,721,626
671,24,721,625
673,24,719,625
674,24,718,626
675,24,718,629
676,24,719,629
677,24,720,629
678,24,721,628
679,24,718,627
680,24,721,627
681,24,720,626
682,24,720,627
683,24,719,626
684,24,720,628
685,24,718,628
686,24,719,627
687,24,719,628
688,24,722,629
689,24,721,629
690,24,722,626
691,25,722,626
692,25,721,625
693,25,720,626
694,25,720,627
695,25,721,627
696,25,722,627
697,25,721,626
698,26,719,625
699,26,718,626
700,26,720,627
701,26,719,627
702,26,718,627
703,26,719,626
704,26,720,626
705,27,721,627
706,27,722,628
707,27,720,628
708,27,720,629
709,27,721,629
710,27,721,628
711,27,722,629
712,28,718,628
713,28,719,627
714,28,720,629
715,28,719,629
716,28,718,629
717,28,719,628
718,28,720,628
719,29,722,627
720,29,722,626
721,29,721,625
722,29,721,626
723,30,720,626
724,30,721,625
725,30,721,626
726,30,720,627
730,32,721,627
731,32,721,626
732,32,720,626
733,32,720,627
734,33,720,626
735,33,719,625
736,33,719,626
737,33,720,627
738,34,718,627
739,34,718,626
740,34,719,625
741,34,719,626
742,35,720,627
743,35,720,626
744,35,719,627
745,35,719,626
746,36,719,627
747,36,719,626
748,36,718,626
749,36,718,627
750,37,722,628
751,37,721,627
752,37,722,629
753,37,721,628
754,38,721,628
755,38,721,627
756,38,720,629
757,38,720,628
758,39,722,629
759,39,722,628
760,39,721,629
761,39,721,628
762,40,721,629
763,40,721,628
764,40,720,629
765,40,720,628
766,41,720,629
767,41,720,628
768,41,719,628
769,41,719,627
770,42,719,628
771,42,719,627
772,42,718,629
773,42,718,628
774,43,720,629
775,43,720,628
776,43,719,629
777,43,719,628
778,44,718,629
779,44,718,628
780,44,719,628
782,31,722,627
783,31,722,626
784,31,721,627
785,31,721,626
786,44,719,629
787,45,762,497
788,45,763,496
789,45,763,497
790,45,764,497
791,45,762,496
792,45,762,495
793,45,763,494
794,45,763,495
795,46,766,494
796,46,764,494
797,46,768,495
798,46,767,494
799,46,771,495
800,46,770,496
801,46,769,495
802,46,771,494
803,46,770,495
804,46,769,494
805,46,768,494
806,46,769,493
807,46,770,494
808,46,767,493
809,46,772,494
810,46,771,493
811,46,768,493
812,46,770,493
813,47,768,491
814,46,766,493
815,46,767,492
816,47,768,492
817,47,767,491
818,47,771,490
819,47,770,490
820,47,769,490
821,47,771,492
822,47,771,491
823,47,769,492
824,47,769,491
825,47,770,492
826,47,770,491
827,48,765,491
828,48,764,491
829,48,766,491
830,45,764,496
831,47,769,489
832,47,768,490
833,45,765,496
835,48,766,490
836,45,765,495
837,45,764,495
839,48,766,492
840,48,766,488
841,45,767,499
842,48,765,490
843,48,767,490
844,48,764,492
845,48,764,490
846,48,765,488
847,48,765,489
848,48,767,489
849,48,764,489
850,48,766,489
851,45,768,499
852,45,767,497
853,45,767,498
854,45,766,498
855,45,765,497
856,45,766,497
857,45,770,499
858,45,768,498
859,45,769,498
860,45,769,499
861,45,770,498
862,45,771,497
863,45,770,497
864,45,767,495
865,45,769,497
866,45,768,497
867,45,767,496
868,45,766,496
869,45,768,496
870,45,769,496
871,46,766,495
872,46,765,493
873,46,765,494
874,51,768,485
875,51,767,484
876,51,769,484
877,51,770,484
878,51,770,485
879,51,771,484
880,51,771,485
881,51,769,486
882,51,770,486
883,51,769,485
885,51,768,486
887,51,767,486
894,50,771,486
895,50,772,487
896,50,768,489
897,50,769,487
898,50,768,488
900,50,768,487
902,50,770,488
903,50,770,487
904,50,771,487
905,51,766,486
906,51,767,485
907,50,769,488
908,50,770,489
909,51,766,485
914,54,775,487
915,54,778,485
916,54,777,488
917,54,776,488
918,54,775,488
919,54,776,489
920,52,781,487
921,52,779,487
922,52,780,487
923,52,782,489
924,52,782,490
925,52,782,488
926,52,783,488
927,54,777,485
928,54,777,487
929,54,779,486
930,54,778,487
931,54,778,489
932,54,777,489
933,52,782,487
934,52,783,487
935,53,773,496
936,53,774,496
937,53,773,495
938,53,774,495
939,53,775,498
940,53,774,498
941,54,774,487
942,54,775,486
943,54,776,486
944,54,778,486
945,54,777,486
946,54,779,485
947,54,776,487
948,52,779,489
949,52,780,490
950,52,781,489
951,52,783,489
952,52,780,488
953,52,779,488
954,52,781,488
955,52,780,489
956,54,778,488
959,55,774,491
960,55,773,491
961,55,774,492
962,55,774,493
963,55,773,492
965,55,775,493
966,55,776,493
967,55,776,494
968,55,777,493
969,55,778,493
970,55,777,492
971,55,775,492
972,55,775,491
973,55,777,491
974,55,777,490
975,55,776,492
976,55,776,491
977,55,780,491
978,55,779,491
979,55,779,490
980,55,778,492
981,55,775,490
982,55,776,490
983,55,778,490
984,55,778,491
985,54,775,489
986,55,780,492
987,55,780,493
988,55,779,493
989,53,774,499
990,55,779,492
991,53,776,499
992,53,774,497
994,53,775,495
997,53,778,495
1001,53,780,495
1002,53,780,496
1003,53,779,495
1004,53,779,496
1005,53,778,499
1006,53,778,497
1007,53,775,496
1008,53,777,498
1009,53,776,498
1010,53,775,497
1011,53,777,496
1012,53,776,497
1013,53,777,497
1014,53,778,496
1015,53,777,495
1016,53,776,496
1017,53,779,497
1018,53,778,498
1019,46,764,493
1020,47,772,493
1021,46,765,492
1022,47,772,491
1023,47,772,492
1024,49,772,489
1025,49,774,489
1026,49,773,488
1027,49,774,488
1028,49,773,487
1029,49,772,488
1030,49,771,488
1031,49,771,489
1032,49,773,489
1033,49,772,490
1034,49,773,490
1035,49,774,490
1036,55,775,494
1037,55,778,494
1039,55,779,494
1041,55,780,494
1042,48,767,487
1043,48,767,488
1044,56,747,632
1045,56,747,631
1046,56,746,632
1047,56,746,633
1048,56,747,633
1049,56,748,633
1050,56,748,632
1051,57,731,631
1052,57,733,631
1053,57,734,632
1054,57,732,632
1055,57,731,632
1056,57,732,633
1057,57,731,630
1058,57,732,631
1059,57,733,632
1060,58,702,630
1061,58,701,629
1062,58,704,630
1063,58,705,629
1064,58,703,629
1065,58,702,628
1066,58,705,628
1067,58,703,628
1068,58,703,627
1069,58,702,629
1070,58,701,628
1071,58,704,629
1072,58,704,628
1073,58,703,630
1074,59,689,647
1075,59,686,647
1076,59,687,647
1077,59,685,647
1078,59,686,648
1079,59,686,649
1080,59,685,648
1081,59,685,646
1082,59,685,645
1083,59,690,646
1084,59,687,648
1085,59,688,647
1086,59,687,646
1087,59,689,646
1088,59,690,647
1089,59,686,646
1090,59,686,645
1091,59,690,648
1092,59,689,648
1093,59,687,644
1094,59,688,645
1095,59,687,645
1096,59,689,645
1097,59,688,646
1098,59,688,648
1099,59,688,649
1100,60,742,636
1101,60,741,635
1102,60,739,635
1103,60,738,636
1104,60,740,637
1105,60,739,636
1106,60,740,636
1107,60,739,637
1108,60,741,637
1109,60,738,637
1110,60,741,636
1111,60,742,637
1112,61,731,640
1113,61,731,642
1114,61,732,641
1115,61,731,639
1116,61,732,640
1117,61,729,640
1118,61,730,640
1119,61,731,641
1120,61,730,639
1121,61,730,641
1122,61,729,639
1123,62,717,643
1124,62,717,642
1125,62,717,641
1126,62,716,643
1127,62,715,643
1128,62,716,642
1129,62,718,644
1130,62,718,642
1131,62,717,644
1132,62,716,645
1133,62,715,642
1134,62,716,644
1135,62,715,644
1136,62,718,643
1137,63,711,647
1138,63,712,648
1139,63,711,648
1140,63,712,647
1141,63,713,647
1142,63,710,648
1143,63,710,647
1144,63,711,646
1145,64,698,658
1146,64,701,658
1147,64,700,659
1148,64,699,658
1149,64,700,657
1150,64,700,656
1151,64,700,658
1152,64,699,656
1153,64,699,657
1154,64,701,657
1155,64,701,659
1156,64,700,660
1157,64,702,659
1158,64,702,658
1159,65,733,647
1160,65,732,648
1161,65,732,647
1162,65,734,647
1163,65,733,646
1164,65,735,647
1165,65,736,647
1166,65,736,648
1167,65,733,648
1168,65,734,648
1169,65,734,646
1170,65,735,646
1171,65,734,649
1172,65,733,649
1173,65,732,649
1174,65,735,648
1175,66,728,660
1176,66,728,659
1177,66,729,659
1178,66,729,658
1179,66,730,659
1180,66,730,658
1181,66,731,658
1182,66,732,658
1183,66,730,657
1184,66,731,657
1185,66,729,657
1186,66,728,658
1187,66,727,658
1188,66,732,657
1189,66,731,656
1190,67,715,655
1191,67,713,655
1192,67,712,656
1193,67,713,656
1194,67,714,656
1195,67,715,656
1196,67,714,657
1197,67,715,652
1198,67,714,655
1199,67,714,654
1200,67,713,654
1201,67,712,655
1202,67,713,652
1203,67,715,653
1204,67,714,653
1205,67,714,652
1206,67,713,653
1207,67,715,654
1208,67,712,654
1209,68,711,661
1210,68,711,662
1211,68,712,664
1212,68,711,664
1213,68,712,665
1214,68,713,663
1215,68,709,664
1216,68,712,661
1217,68,713,661
1218,68,712,662
1219,68,711,660
1220,68,712,663
1221,68,710,663
1222,68,710,662
1223,68,709,663
1224,68,709,662
1225,68,711,665
1226,68,710,661
1227,68,710,664
1228,68,710,665
1229,68,711,663
1230,68,713,662
1231,68,713,660
1232,69,706,666
1233,69,706,664
1234,69,705,663
1235,69,706,663
1236,69,705,665
1237,69,707,665
1238,69,707,663
1239,69,707,664
1240,69,708,664
1241,69,708,665
1242,69,705,664
1243,69,706,665
1244,70,739,651
1245,70,740,653
1246,70,738,652
1247,70,739,652
1248,70,739,653
1249,70,740,652
1250,70,738,653
1251,71,741,659
1252,71,739,660
1253,71,737,660
1254,71,738,662
1255,71,737,661
1256,71,737,662
1257,71,738,663
1258,71,739,662
1259,71,739,661
1260,71,740,661
1261,71,740,660
1262,71,741,660
1263,71,739,659
1264,71,738,661
1265,71,738,660
1266,71,741,661
1267,71,740,662
1268,71,740,663
1269,71,739,663
1270,71,739,658
1271,71,740,664
1272,71,741,663
1273,71,741,662
1274,71,740,659
1275,72,732,666
1276,72,734,666
1277,72,734,665
1278,72,733,664
1279,72,732,665
1280,72,731,664
1281,72,731,665
1282,72,730,665
1283,72,731,666
1284,72,732,667
1285,72,733,667
1286,72,733,666
1287,72,734,667
1288,72,733,665
1289,72,730,666
1290,72,730,667
1291,72,730,668
1292,72,731,667
1293,72,732,664
1294,73,722,659
1295,73,722,660
1296,73,722,661
1297,73,725,659
1298,73,725,658
1299,73,720,660
1300,73,723,658
1301,73,724,658
1302,73,723,657
1303,73,724,660
1304,73,720,659
1305,73,722,658
1306,73,721,659
1307,73,723,660
1308,73,723,661
1309,73,724,661
1310,73,725,660
1311,73,723,659
1312,73,724,659
1313,73,721,660
1314,73,721,658
1315,74,716,667
1316,74,715,667
1317,74,717,667
1318,74,714,668
1319,74,713,667
1320,74,716,668
1321,74,717,666
1322,74,715,666
1323,74,717,668
1324,74,715,668
1325,74,714,667
1326,75,750,502
1327,75,750,504
1328,75,751,502
1329,75,750,503
1330,75,744,503
1331,75,744,502
1332,75,744,501
1333,75,745,500
1334,75,751,500
1335,75,751,499
1336,75,753,500
1337,75,754,501
1338,75,754,503
1339,75,754,502
1340,75,746,500
1341,75,745,499
1342,75,746,499
1343,75,747,498
1344,75,748,499
1345,75,749,498
1346,75,750,498
1347,75,751,498
1348,75,752,499
1349,75,752,500
1350,75,752,503
1351,75,753,501
1352,75,753,502
1353,75,752,501
1354,75,752,502
1355,75,749,505
1356,75,751,503
1357,75,751,504
1358,75,750,505
1359,75,745,504
1360,75,748,505
1361,75,747,504
1362,75,746,505
1363,75,745,501
1364,75,744,504
1365,75,745,503
1366,75,745,502
1367,75,746,501
1368,75,746,502
1369,75,746,503
1370,75,746,504
1371,75,747,503
1372,75,747,502
1373,75,747,501
1374,75,747,500
1375,75,747,499
1376,75,748,500
1377,75,748,501
1378,75,749,501
1379,75,748,502
1380,75,749,502
1381,75,750,500
1382,75,751,501
1383,75,748,503
1384,75,749,500
1385,75,749,499
1386,75,750,499
1387,75,753,503
1388,75,748,504
1389,75,750,501
1390,75,749,504
1391,75,749,503
1392,76,755,504
1393,76,756,504
1394,76,754,504
1395,76,757,504
1396,76,755,503
1397,76,759,503
1398,76,758,504
1399,76,760,504
1401,76,761,503
1402,76,759,505
1403,76,759,504
1404,76,758,505
1405,76,756,507
1406,76,758,506
1407,76,755,508
1408,76,757,505
1409,76,755,507
1410,76,756,506
1411,76,757,506
1412,76,756,508
1413,76,761,504
1414,76,757,507
1415,76,760,506
1416,76,762,504
1417,76,761,505
1418,76,758,507
1419,76,760,505
1420,76,759,506
1421,76,763,503
1422,76,762,505
1423,76,763,504
1424,76,756,503
1425,76,755,505
1426,76,756,505
1427,76,755,502
1428,77,762,510
1429,77,762,509
1430,77,763,508
1431,77,763,510
1432,77,763,507
1433,77,763,506
1434,77,763,505
1435,77,762,506
1436,77,762,507
1437,77,762,508
1438,77,761,508
1439,77,761,507
1440,77,761,506
1441,77,764,506
1442,77,765,509
1443,77,765,510
1444,77,764,507
1445,77,765,504
1446,77,764,508
1447,77,764,505
1448,77,765,503
1449,77,765,508
1450,77,764,509
1451,77,765,506
1452,77,765,507
1453,77,765,505
1454,77,764,504
1455,77,760,507
1457,77,760,508
1460,77,761,509
1465,77,762,511
1466,77,764,511
1467,77,764,510
1468,77,763,509
1469,78,756,509
1470,78,757,509
1471,78,758,511
1472,78,756,510
1473,78,756,511
1474,78,756,512
1475,78,757,510
1476,78,758,509
1477,78,757,508
1478,78,759,508
1479,78,758,510
1480,78,758,508
1481,78,759,507
1482,78,759,509
1483,78,760,509
1484,78,759,510
1485,78,761,510
1486,78,760,510
1487,78,760,511
1488,78,757,512
1489,78,758,512
1490,78,759,511
1491,78,757,511
1492,79,755,511
1493,79,752,512
1494,79,754,512
1495,79,753,511
1496,79,755,512
1497,79,751,512
1498,79,754,513
1499,79,745,513
1500,79,750,513
1501,79,750,514
1502,79,749,514
1503,79,747,514
1504,79,747,513
1505,79,745,514
1506,79,746,513
1507,79,747,512
1508,79,748,513
1509,79,748,514
1510,79,746,514
1511,79,749,513
1512,79,749,512
1513,79,748,512
1514,79,750,512
1515,79,749,511
1516,79,751,511
1517,79,752,510
1518,79,750,511
1519,79,746,515
1520,79,752,511
1521,79,753,510
1522,79,753,509
1523,79,751,510
1524,79,754,510
1525,79,755,509
1526,79,754,511
1527,79,755,510
1528,79,753,512
1529,80,749,515
1530,80,750,515
1531,80,750,517
1532,80,751,516
1533,80,750,516
1534,80,751,515
1535,81,759,515
1536,81,760,515
1537,81,760,516
1538,81,758,516
1539,81,751,514
1540,81,752,514
1541,81,758,515
1542,81,757,514
1543,81,756,515
1544,81,754,515
1545,81,755,514
1546,81,753,514
1547,81,752,515
1548,81,752,517
1549,81,752,516
1550,81,757,513
1551,81,758,514
1552,81,753,517
1553,81,753,519
1554,81,752,518
1555,81,753,518
1556,81,752,519
1557,81,752,520
1558,81,753,520
1559,81,754,520
1560,81,754,518
1561,81,754,519
1562,81,754,517
1563,81,753,516
1564,81,755,519
1565,81,756,519
1566,81,753,515
1567,81,756,520
1568,81,756,517
1569,81,756,518
1570,81,757,517
1571,81,757,516
1572,81,758,517
1573,81,757,515
1574,81,756,516
1575,81,755,515
1576,81,754,516
1577,81,755,516
1578,81,755,517
1579,81,755,518
1580,81,753,513
1581,81,759,513
1582,81,756,514
1583,81,756,513
1584,81,751,513
1585,81,754,514
1586,81,758,513
1587,81,759,512
1588,81,755,513
1589,81,760,513
1590,81,760,512
1591,81,752,513
1592,81,759,514
1593,81,760,514
1594,81,755,521
1595,81,754,521
1596,81,753,521
1597,81,755,520
1598,81,757,518
1599,81,754,522
1600,81,759,516
1601,82,759,517
1602,82,759,520
1603,82,759,519
1604,82,760,517
1605,82,758,518
1606,82,759,518
1607,82,758,519
1608,82,758,520
1609,81,757,519
1610,83,758,521
1611,83,757,521
1612,83,758,522
1613,83,757,520
1614,83,756,521
1615,83,756,522
1616,83,757,522
1617,84,748,520
1618,84,747,519
1619,84,748,519
1620,84,747,520
1621,84,747,521
1622,84,746,523
1623,84,746,522
1624,84,746,521
1625,84,745,522
1626,84,745,520
1627,84,746,520
1628,84,744,524
1629,84,745,521
1630,84,744,523
1631,84,745,523
1632,84,751,517
1633,84,750,518
1634,84,749,522
1635,84,752,522
1636,84,750,522
1637,84,749,521
1638,84,750,519
1639,84,750,521
1640,84,749,519
1641,84,750,520
1642,84,749,518
1643,84,751,519
1644,84,748,521
1645,84,749,520
1646,84,751,520
1647,84,748,522
1648,84,747,522
1649,84,751,518
1650,84,752,521
1651,84,751,522
1652,84,751,521
1653,85,744,519
1654,85,743,520
1655,85,743,523
1656,85,743,524
1657,85,743,518
1658,85,744,518
1659,85,742,519
1660,85,742,522
1661,85,742,520
1662,85,742,525
1663,85,741,523
1664,85,742,523
1665,85,739,520
1666,85,738,521
1667,85,740,520
1668,85,738,523
1669,85,741,524
1670,85,741,519
1671,85,741,520
1672,85,742,521
1673,85,741,521
1674,85,741,522
1675,85,740,521
1676,85,737,522
1677,85,738,525
1678,85,739,525
1679,85,739,524
1680,85,740,522
1681,85,740,524
1682,85,738,522
1683,85,738,524
1684,85,739,522
1685,85,739,523
1686,85,740,525
1687,85,739,521
1688,85,740,523
1689,85,743,522
1690,85,743,521
1691,85,744,520
1692,85,743,519
1693,85,742,524
1694,85,744,522
1695,85,744,521
1696,84,745,519
1697,84,746,519
1698,84,745,518
1699,86,737,520
1700,86,736,521
1701,86,737,521
1702,86,736,522
1703,86,735,522
1704,86,736,520
1705,86,735,519
1706,86,734,519
1707,86,734,520
1708,86,735,520
1709,86,734,521
1710,86,735,521
1711,87,761,511
1712,87,764,515
1713,87,765,515
1714,87,765,517
1715,87,765,516
1716,87,765,514
1717,87,765,513
1718,87,766,513
1719,87,763,512
1720,87,763,511
1721,87,762,512
1722,87,762,513
1723,87,762,515
1724,87,761,512
1725,87,761,514
1726,87,763,513
1727,87,765,512
1728,87,764,513
1729,87,763,515
1730,87,761,513
1731,87,762,514
1732,87,764,512
1733,87,765,511
1734,87,761,515
1735,87,766,512
1736,87,764,514
1737,87,762,516
1738,87,764,516
1739,87,763,514
1740,87,766,518
1741,88,762,517
1742,88,764,517
1743,88,764,518
1744,88,763,516
1745,88,763,517
1746,88,765,518
1747,88,764,519
1748,88,762,518
1749,88,763,518
1750,88,765,519
1751,89,766,521
1752,89,767,522
1753,89,765,520
1754,89,765,521
1755,89,769,518
1756,89,768,519
1757,89,768,520
1758,89,770,520
1759,89,768,518
1760,89,770,519
1761,89,769,519
1762,89,766,520
1763,89,767,520
1764,89,767,519
1765,89,766,522
1766,89,767,521
1767,89,766,519
1768,89,767,517
1769,89,767,518
1770,90,763,522
1771,90,762,520
1772,90,764,522
1773,90,764,520
1774,90,764,521
1775,90,762,521
1776,90,762,522
1777,90,763,521
1778,90,763,520
1779,90,763,519
1780,91,771,513
1781,91,770,516
1782,91,771,514
1783,91,771,515
1784,91,766,516
1785,91,767,514
1786,91,766,514
1787,91,767,512
1788,91,770,512
1789,91,768,513
1790,91,766,517
1791,91,768,512
1792,91,771,516
1793,91,770,517
1794,91,769,517
1795,91,768,517
1796,91,769,516
1797,91,770,514
1798,91,769,515
1799,91,768,516
1800,91,769,514
1801,91,770,515
1802,91,769,513
1803,91,770,513
1804,91,768,514
