"ID","achievementId","faction2Id","factionIdAmount","talentPoints","tradeSkillSchematicId00","tradeSkillSchematicId01","tradeSkillSchematicId02","tradeSkillSchematicId03","tradeSkillSchematicId04","tradeSkillSchematicId05","tradeSkillSchematicId06","tradeSkillSchematicId07"
543,2549,0,0,1,0,0,0,0,0,0,0,0
544,2550,0,0,1,0,0,0,0,0,0,0,0
545,2551,0,0,1,0,0,0,0,0,0,0,0
546,2552,0,0,1,0,0,0,0,0,0,0,0
547,2553,0,0,1,0,0,0,0,0,0,0,0
548,2554,0,0,1,0,0,0,0,0,0,0,0
550,2556,0,0,1,0,0,0,0,0,0,0,0
551,2557,0,0,1,0,0,0,0,0,0,0,0
552,2558,0,0,1,0,0,0,0,0,0,0,0
553,2560,0,0,1,0,0,0,0,0,0,0,0
554,2561,0,0,1,0,0,0,0,0,0,0,0
555,2562,0,0,1,0,0,0,0,0,0,0,0
556,2563,0,0,1,0,0,0,0,0,0,0,0
559,2566,0,0,1,0,0,0,0,0,0,0,0
560,2567,0,0,1,0,0,0,0,0,0,0,0
563,2570,0,0,1,0,0,0,0,0,0,0,0
564,2571,0,0,1,0,0,0,0,0,0,0,0
565,2427,0,0,0,1109,0,0,0,0,0,0,0
566,2430,0,0,0,1038,1309,1042,1043,1044,0,0,0
567,2432,0,0,0,1089,1034,1084,0,0,0,0,0
568,2429,0,0,0,1117,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0,0,0,0,0,0
571,2579,0,0,0,1058,0,0,0,0,0,0,0
572,2580,0,0,0,1085,1086,0,0,0,0,0,0
573,2434,0,0,0,1091,1082,1088,1092,1093,1102,0,0
574,2574,0,0,0,1110,1111,0,0,0,0,0,0
575,2581,0,0,0,0,0,0,0,0,0,0,0
576,2582,0,0,0,1113,1121,1112,0,0,0,0,0
577,2583,0,0,0,1114,0,0,0,0,0,0,0
578,2575,0,0,0,1104,0,0,0,0,0,0,0
579,2576,0,0,0,1306,0,0,0,0,0,0,0
580,2577,0,0,0,1001,1024,1025,1029,0,0,0,0
581,2578,0,0,1,0,0,0,0,0,0,0,0
582,2431,0,0,0,1030,1037,0,0,0,0,0,0
583,2428,0,0,0,1115,0,0,0,0,0,0,0
599,1470,0,0,1,0,0,0,0,0,0,0,0
601,2573,0,0,1,0,0,0,0,0,0,0,0
730,3305,0,0,1,0,0,0,0,0,0,0,0
731,3307,0,0,1,0,0,0,0,0,0,0,0
732,3310,0,0,1,0,0,0,0,0,0,0,0
733,3313,0,0,1,0,0,0,0,0,0,0,0
734,3316,0,0,1,0,0,0,0,0,0,0,0
735,3318,0,0,1,0,0,0,0,0,0,0,0
736,3319,0,0,1,0,0,0,0,0,0,0,0
737,3325,0,0,1,0,0,0,0,0,0,0,0
1916,4383,0,0,0,2991,0,0,0,0,0,0,0
1917,2284,0,0,1,0,0,0,0,0,0,0,0
1918,1477,0,0,1,0,0,0,0,0,0,0,0
1919,1475,0,0,1,0,0,0,0,0,0,0,0
1920,1478,0,0,1,0,0,0,0,0,0,0,0
1921,1479,0,0,1,0,0,0,0,0,0,0,0
1922,2286,0,0,1,0,0,0,0,0,0,0,0
1923,1495,0,0,1,0,0,0,0,0,0,0,0
1924,1497,0,0,1,0,0,0,0,0,0,0,0
1925,1498,0,0,1,0,0,0,0,0,0,0,0
1926,2316,0,0,1,0,0,0,0,0,0,0,0
1927,2150,0,0,1,0,0,0,0,0,0,0,0
1928,2288,0,0,1,0,0,0,0,0,0,0,0
1929,2154,0,0,1,0,0,0,0,0,0,0,0
1930,2158,0,0,1,0,0,0,0,0,0,0,0
1931,2155,0,0,1,0,0,0,0,0,0,0,0
1932,2159,0,0,1,0,0,0,0,0,0,0,0
1935,2325,0,0,1,0,0,0,0,0,0,0,0
1936,2352,0,0,1,0,0,0,0,0,0,0,0
1937,2353,0,0,1,0,0,0,0,0,0,0,0
1938,2320,0,0,1,0,0,0,0,0,0,0,0
1939,2321,0,0,1,0,0,0,0,0,0,0,0
1940,2313,0,0,1,0,0,0,0,0,0,0,0
1941,2314,0,0,1,0,0,0,0,0,0,0,0
1942,2359,0,0,1,0,0,0,0,0,0,0,0
1945,2354,0,0,1,0,0,0,0,0,0,0,0
1946,2355,0,0,1,0,0,0,0,0,0,0,0
1947,2341,0,0,1,0,0,0,0,0,0,0,0
1948,2339,0,0,1,0,0,0,0,0,0,0,0
1953,2170,0,0,0,838,0,0,0,0,0,0,0
1954,2168,0,0,0,843,0,0,0,0,0,0,0
1955,2191,0,0,0,881,0,0,0,0,0,0,0
1957,2219,0,0,0,970,0,0,0,0,0,0,0
1962,2188,0,0,0,915,0,0,0,0,0,0,0
2011,5231,0,0,0,1316,0,0,0,0,0,0,0
2012,5232,0,0,0,1314,0,0,0,0,0,0,0
2013,5233,0,0,0,1318,0,0,0,0,0,0,0
2014,5234,0,0,0,1322,0,0,0,0,0,0,0
2015,5236,0,0,0,1326,0,0,0,0,0,0,0
2016,5237,0,0,0,1329,0,0,0,0,0,0,0
2017,5238,0,0,0,1332,0,0,0,0,0,0,0
2018,5240,0,0,0,3009,0,0,0,0,0,0,0
2019,5242,0,0,0,1334,0,0,0,0,0,0,0
2020,5244,0,0,0,3012,0,0,0,0,0,0,0
2021,5245,0,0,0,3015,0,0,0,0,0,0,0
2022,5246,0,0,0,3048,0,0,0,0,0,0,0
2023,5248,0,0,0,3056,0,0,0,0,0,0,0
2024,5249,0,0,0,3058,0,0,0,0,0,0,0
2025,5250,0,0,0,3060,0,0,0,0,0,0,0
2026,5251,0,0,0,3062,0,0,0,0,0,0,0
2027,5253,0,0,0,3064,0,0,0,0,0,0,0
2028,5254,0,0,0,3066,0,0,0,0,0,0,0
2029,5255,0,0,0,3068,0,0,0,0,0,0,0
2030,5257,0,0,0,3018,0,0,0,0,0,0,0
2031,5258,0,0,0,3023,0,0,0,0,0,0,0
2032,5259,0,0,0,3028,0,0,0,0,0,0,0
2033,5260,0,0,0,3033,0,0,0,0,0,0,0
2034,5262,0,0,0,3038,0,0,0,0,0,0,0
2035,5263,0,0,0,3043,0,0,0,0,0,0,0
2036,5265,0,0,0,3051,0,0,0,0,0,0,0
2068,4381,0,0,0,2938,0,0,0,0,0,0,0
2069,5381,0,0,0,2995,0,0,0,0,0,0,0
2070,5521,0,0,0,3264,0,0,0,0,0,0,0
2071,5529,0,0,0,3266,0,0,0,0,0,0,0
2072,5540,0,0,0,3268,0,0,0,0,0,0,0
2073,5525,0,0,0,0,0,0,0,0,0,0,0
2074,5533,0,0,0,0,0,0,0,0,0,0,0
2075,5537,0,0,0,0,0,0,0,0,0,0,0
2078,5520,0,0,0,3292,3304,0,0,0,0,0,0
2079,5524,0,0,0,3298,3305,0,0,0,0,0,0
2080,5528,0,0,0,3300,3306,0,0,0,0,0,0
2081,5532,0,0,0,3294,3307,0,0,0,0,0,0
2082,5539,0,0,0,3296,3308,0,0,0,0,0,0
2083,5536,0,0,0,3302,3309,0,0,0,0,0,0
2084,5519,0,0,0,3310,0,0,0,0,0,0,0
2085,5531,0,0,0,3312,3324,0,0,0,0,0,0
2086,5538,0,0,0,3314,3326,3325,0,0,0,0,0
2087,5523,0,0,0,3316,3322,0,0,0,0,0,0
2088,5527,0,0,0,3318,3323,0,0,0,0,0,0
2089,5535,0,0,0,3320,3329,3376,3377,3378,3379,3380,0
2092,5522,0,0,0,3330,0,0,0,0,0,0,0
2093,5530,0,0,0,3332,0,0,0,0,0,0,0
2094,5534,0,0,0,3334,0,0,0,0,0,0,0
2095,5612,0,0,0,3337,0,0,0,0,0,0,0
2096,5724,0,0,0,3502,0,0,0,0,0,0,0
2097,5746,0,0,0,3510,0,0,0,0,0,0,0
2101,1151,0,0,0,5599,0,0,0,0,0,0,0
2102,1151,0,0,0,5600,0,0,0,0,0,0,0
2103,1151,0,0,0,5601,0,0,0,0,0,0,0
2104,1151,0,0,0,5602,0,0,0,0,0,0,0
2105,1151,0,0,0,5603,0,0,0,0,0,0,0
2106,1151,0,0,0,5604,0,0,0,0,0,0,0
2107,6239,0,0,0,5605,0,0,0,0,0,0,0
2108,6240,0,0,0,5606,0,0,0,0,0,0,0
2109,6241,0,0,0,5607,0,0,0,0,0,0,0
2110,6242,0,0,0,5608,0,0,0,0,0,0,0
2111,6243,0,0,0,5609,0,0,0,0,0,0,0
2112,6244,0,0,0,5610,0,0,0,0,0,0,0
2113,6248,0,0,0,5611,0,0,0,0,0,0,0
2114,6249,0,0,0,5612,0,0,0,0,0,0,0
2115,6250,0,0,0,5613,0,0,0,0,0,0,0
2116,6251,0,0,0,5614,0,0,0,0,0,0,0
2117,6252,0,0,0,5615,0,0,0,0,0,0,0
2118,6253,0,0,0,5616,0,0,0,0,0,0,0
2119,1318,0,0,0,5617,0,0,0,0,0,0,0
2120,1318,0,0,0,5618,0,0,0,0,0,0,0
2121,1318,0,0,0,5619,0,0,0,0,0,0,0
2122,1318,0,0,0,5620,0,0,0,0,0,0,0
2123,1318,0,0,0,5621,0,0,0,0,0,0,0
2124,1318,0,0,0,5622,0,0,0,0,0,0,0
2125,6260,0,0,0,5623,0,0,0,0,0,0,0
2126,6261,0,0,0,5624,0,0,0,0,0,0,0
2127,6262,0,0,0,5625,0,0,0,0,0,0,0
2128,6263,0,0,0,5626,0,0,0,0,0,0,0
2129,6264,0,0,0,5627,0,0,0,0,0,0,0
2130,6265,0,0,0,5628,0,0,0,0,0,0,0
2131,6266,0,0,0,5629,0,0,0,0,0,0,0
2132,6267,0,0,0,5630,0,0,0,0,0,0,0
2133,6268,0,0,0,5631,0,0,0,0,0,0,0
2134,6269,0,0,0,5632,0,0,0,0,0,0,0
2135,6270,0,0,0,5633,0,0,0,0,0,0,0
2136,6271,0,0,0,5634,0,0,0,0,0,0,0
2137,1340,0,0,0,5635,0,0,0,0,0,0,0
2138,1340,0,0,0,5636,0,0,0,0,0,0,0
2139,1340,0,0,0,5637,0,0,0,0,0,0,0
2140,1340,0,0,0,5638,0,0,0,0,0,0,0
2141,1340,0,0,0,5639,0,0,0,0,0,0,0
2142,1340,0,0,0,5640,0,0,0,0,0,0,0
2143,6278,0,0,0,5641,0,0,0,0,0,0,0
2144,6279,0,0,0,5642,0,0,0,0,0,0,0
2145,6280,0,0,0,5643,0,0,0,0,0,0,0
2146,6281,0,0,0,5644,0,0,0,0,0,0,0
2147,6282,0,0,0,5645,0,0,0,0,0,0,0
2148,6283,0,0,0,5646,0,0,0,0,0,0,0
2149,6284,0,0,0,5647,0,0,0,0,0,0,0
2150,6285,0,0,0,5648,0,0,0,0,0,0,0
2151,6286,0,0,0,5649,0,0,0,0,0,0,0
2152,6287,0,0,0,5650,0,0,0,0,0,0,0
2153,6288,0,0,0,5651,0,0,0,0,0,0,0
2154,6289,0,0,0,5652,0,0,0,0,0,0,0
2155,1771,0,0,0,5653,0,0,0,0,0,0,0
2156,1771,0,0,0,5654,0,0,0,0,0,0,0
2157,1771,0,0,0,5655,0,0,0,0,0,0,0
2158,1771,0,0,0,5656,0,0,0,0,0,0,0
2159,1771,0,0,0,5657,0,0,0,0,0,0,0
2160,1771,0,0,0,5658,0,0,0,0,0,0,0
2161,6296,0,0,0,5659,0,0,0,0,0,0,0
2162,6297,0,0,0,5660,0,0,0,0,0,0,0
2163,6298,0,0,0,5661,0,0,0,0,0,0,0
2164,6299,0,0,0,5662,0,0,0,0,0,0,0
2165,6300,0,0,0,5663,0,0,0,0,0,0,0
2166,6301,0,0,0,5664,0,0,0,0,0,0,0
2167,6302,0,0,0,5665,0,0,0,0,0,0,0
2168,6303,0,0,0,5666,0,0,0,0,0,0,0
2169,6304,0,0,0,5667,0,0,0,0,0,0,0
2170,6305,0,0,0,5668,0,0,0,0,0,0,0
2171,6306,0,0,0,5669,0,0,0,0,0,0,0
2172,6307,0,0,0,5670,0,0,0,0,0,0,0
2173,1798,0,0,0,5671,0,0,0,0,0,0,0
2174,1798,0,0,0,5672,0,0,0,0,0,0,0
2175,1798,0,0,0,5673,0,0,0,0,0,0,0
2176,1798,0,0,0,5674,0,0,0,0,0,0,0
2177,1798,0,0,0,5675,0,0,0,0,0,0,0
2178,1798,0,0,0,5676,0,0,0,0,0,0,0
2179,6314,0,0,0,5677,0,0,0,0,0,0,0
2180,6315,0,0,0,5678,0,0,0,0,0,0,0
2181,6316,0,0,0,5679,0,0,0,0,0,0,0
2182,6317,0,0,0,5680,0,0,0,0,0,0,0
2183,6318,0,0,0,5681,0,0,0,0,0,0,0
2184,6319,0,0,0,5682,0,0,0,0,0,0,0
2185,6320,0,0,0,5683,0,0,0,0,0,0,0
2186,6321,0,0,0,5684,0,0,0,0,0,0,0
2187,6322,0,0,0,5685,0,0,0,0,0,0,0
2188,6323,0,0,0,5686,0,0,0,0,0,0,0
2189,6324,0,0,0,5687,0,0,0,0,0,0,0
2190,6325,0,0,0,5688,0,0,0,0,0,0,0
2191,3005,0,0,0,0,0,0,0,0,0,0,0
2192,3005,0,0,0,0,0,0,0,0,0,0,0
2193,3005,0,0,0,0,0,0,0,0,0,0,0
2194,3005,0,0,0,0,0,0,0,0,0,0,0
2195,3005,0,0,0,0,0,0,0,0,0,0,0
2196,3005,0,0,0,0,0,0,0,0,0,0,0
2197,6332,0,0,0,0,0,0,0,0,0,0,0
2198,6333,0,0,0,0,0,0,0,0,0,0,0
2199,6334,0,0,0,0,0,0,0,0,0,0,0
2200,6335,0,0,0,0,0,0,0,0,0,0,0
2201,6336,0,0,0,0,0,0,0,0,0,0,0
2202,6337,0,0,0,0,0,0,0,0,0,0,0
2203,6338,0,0,0,0,0,0,0,0,0,0,0
2204,6339,0,0,0,0,0,0,0,0,0,0,0
2205,6340,0,0,0,0,0,0,0,0,0,0,0
2206,6341,0,0,0,0,0,0,0,0,0,0,0
2207,6342,0,0,0,0,0,0,0,0,0,0,0
2208,6343,0,0,0,0,0,0,0,0,0,0,0
2209,1172,0,0,0,5707,0,0,0,0,0,0,0
2210,1172,0,0,0,5708,0,0,0,0,0,0,0
2211,1172,0,0,0,5709,0,0,0,0,0,0,0
2212,1172,0,0,0,5710,0,0,0,0,0,0,0
2213,1172,0,0,0,5711,0,0,0,0,0,0,0
2214,1172,0,0,0,5712,0,0,0,0,0,0,0
2215,6350,0,0,0,5713,0,0,0,0,0,0,0
2216,6351,0,0,0,5714,0,0,0,0,0,0,0
2217,6352,0,0,0,5715,0,0,0,0,0,0,0
2218,6353,0,0,0,5716,0,0,0,0,0,0,0
2219,6354,0,0,0,5717,0,0,0,0,0,0,0
2220,6355,0,0,0,5718,0,0,0,0,0,0,0
2221,6356,0,0,0,5719,0,0,0,0,0,0,0
2222,6357,0,0,0,5720,0,0,0,0,0,0,0
2223,6358,0,0,0,5721,0,0,0,0,0,0,0
2224,6359,0,0,0,5722,0,0,0,0,0,0,0
2225,6360,0,0,0,5723,0,0,0,0,0,0,0
2226,6361,0,0,0,5724,0,0,0,0,0,0,0
2227,1191,0,0,0,5725,0,0,0,0,0,0,0
2228,1191,0,0,0,5726,0,0,0,0,0,0,0
2229,1191,0,0,0,5727,0,0,0,0,0,0,0
2230,1191,0,0,0,5728,0,0,0,0,0,0,0
2231,1191,0,0,0,5729,0,0,0,0,0,0,0
2232,1191,0,0,0,5730,0,0,0,0,0,0,0
2233,6368,0,0,0,5731,0,0,0,0,0,0,0
2234,6369,0,0,0,5732,0,0,0,0,0,0,0
2235,6370,0,0,0,5733,0,0,0,0,0,0,0
2236,6371,0,0,0,5734,0,0,0,0,0,0,0
2237,6372,0,0,0,5735,0,0,0,0,0,0,0
2238,6373,0,0,0,5736,0,0,0,0,0,0,0
2239,6374,0,0,0,5737,0,0,0,0,0,0,0
2240,6375,0,0,0,5738,0,0,0,0,0,0,0
2241,6376,0,0,0,5739,0,0,0,0,0,0,0
2242,6377,0,0,0,5740,0,0,0,0,0,0,0
2243,6378,0,0,0,5741,0,0,0,0,0,0,0
2244,6379,0,0,0,5742,0,0,0,0,0,0,0
2245,1211,0,0,0,5743,0,0,0,0,0,0,0
2246,1211,0,0,0,5744,0,0,0,0,0,0,0
2247,1211,0,0,0,5745,0,0,0,0,0,0,0
2248,1211,0,0,0,5746,0,0,0,0,0,0,0
2249,1211,0,0,0,5747,0,0,0,0,0,0,0
2250,1211,0,0,0,5748,0,0,0,0,0,0,0
2251,6386,0,0,0,5749,0,0,0,0,0,0,0
2252,6387,0,0,0,5750,0,0,0,0,0,0,0
2253,6388,0,0,0,5751,0,0,0,0,0,0,0
2254,6389,0,0,0,5752,0,0,0,0,0,0,0
2255,6390,0,0,0,5753,0,0,0,0,0,0,0
2256,6391,0,0,0,5754,0,0,0,0,0,0,0
2257,6392,0,0,0,5755,0,0,0,0,0,0,0
2258,6393,0,0,0,5756,0,0,0,0,0,0,0
2259,6394,0,0,0,5757,0,0,0,0,0,0,0
2260,6395,0,0,0,5758,0,0,0,0,0,0,0
2261,6396,0,0,0,5759,0,0,0,0,0,0,0
2262,6397,0,0,0,5760,0,0,0,0,0,0,0
2263,1597,0,0,0,5761,0,0,0,0,0,0,0
2264,1597,0,0,0,5762,0,0,0,0,0,0,0
2265,1597,0,0,0,5763,0,0,0,0,0,0,0
2266,1597,0,0,0,5764,0,0,0,0,0,0,0
2267,1597,0,0,0,5765,0,0,0,0,0,0,0
2268,1597,0,0,0,5766,0,0,0,0,0,0,0
2269,6404,0,0,0,5767,0,0,0,0,0,0,0
2270,6405,0,0,0,5768,0,0,0,0,0,0,0
2271,6406,0,0,0,5769,0,0,0,0,0,0,0
2272,6407,0,0,0,5770,0,0,0,0,0,0,0
2273,6408,0,0,0,5771,0,0,0,0,0,0,0
2274,6409,0,0,0,5772,0,0,0,0,0,0,0
2275,6410,0,0,0,5773,0,0,0,0,0,0,0
2276,6411,0,0,0,5774,0,0,0,0,0,0,0
2277,6412,0,0,0,5775,0,0,0,0,0,0,0
2278,6413,0,0,0,5776,0,0,0,0,0,0,0
2279,6414,0,0,0,5777,0,0,0,0,0,0,0
2280,6415,0,0,0,5778,0,0,0,0,0,0,0
2281,1624,0,0,0,5779,0,0,0,0,0,0,0
2282,1624,0,0,0,5780,0,0,0,0,0,0,0
2283,1624,0,0,0,5781,0,0,0,0,0,0,0
2284,1624,0,0,0,5782,0,0,0,0,0,0,0
2285,1624,0,0,0,5783,0,0,0,0,0,0,0
2286,1624,0,0,0,5784,0,0,0,0,0,0,0
2287,6422,0,0,0,5785,0,0,0,0,0,0,0
2288,6423,0,0,0,5786,0,0,0,0,0,0,0
2289,6424,0,0,0,5787,0,0,0,0,0,0,0
2290,6425,0,0,0,5788,0,0,0,0,0,0,0
2291,6426,0,0,0,5789,0,0,0,0,0,0,0
2292,6427,0,0,0,5790,0,0,0,0,0,0,0
2293,6428,0,0,0,5791,0,0,0,0,0,0,0
2294,6429,0,0,0,5792,0,0,0,0,0,0,0
2295,6430,0,0,0,5793,0,0,0,0,0,0,0
2296,6431,0,0,0,5794,0,0,0,0,0,0,0
2297,6432,0,0,0,5795,0,0,0,0,0,0,0
2298,6433,0,0,0,5796,0,0,0,0,0,0,0
2299,2940,0,0,0,0,0,0,0,0,0,0,0
2300,2940,0,0,0,0,0,0,0,0,0,0,0
2301,2940,0,0,0,0,0,0,0,0,0,0,0
2302,2940,0,0,0,0,0,0,0,0,0,0,0
2303,2940,0,0,0,0,0,0,0,0,0,0,0
2304,2940,0,0,0,0,0,0,0,0,0,0,0
2305,6440,0,0,0,0,0,0,0,0,0,0,0
2306,6441,0,0,0,0,0,0,0,0,0,0,0
2307,6442,0,0,0,0,0,0,0,0,0,0,0
2308,6443,0,0,0,0,0,0,0,0,0,0,0
2309,6444,0,0,0,0,0,0,0,0,0,0,0
2310,6445,0,0,0,0,0,0,0,0,0,0,0
2311,6446,0,0,0,0,0,0,0,0,0,0,0
2312,6447,0,0,0,0,0,0,0,0,0,0,0
2313,6448,0,0,0,0,0,0,0,0,0,0,0
2314,6449,0,0,0,0,0,0,0,0,0,0,0
2315,6450,0,0,0,0,0,0,0,0,0,0,0
2316,6451,0,0,0,0,0,0,0,0,0,0,0
2317,1270,0,0,0,5815,0,0,0,0,0,0,0
2318,1270,0,0,0,5816,0,0,0,0,0,0,0
2319,1270,0,0,0,5817,0,0,0,0,0,0,0
2320,1270,0,0,0,5818,0,0,0,0,0,0,0
2321,1270,0,0,0,5819,0,0,0,0,0,0,0
2322,1270,0,0,0,5820,0,0,0,0,0,0,0
2323,6458,0,0,0,5821,0,0,0,0,0,0,0
2324,6459,0,0,0,5822,0,0,0,0,0,0,0
2325,6460,0,0,0,5823,0,0,0,0,0,0,0
2326,6461,0,0,0,5824,0,0,0,0,0,0,0
2327,6462,0,0,0,5825,0,0,0,0,0,0,0
