"ID","worldLocation2Id","worldLocation2IdInactive","worldZoneId","questDirectionEntryFlags","questDirectionFactionEnum"
163,12394,0,1691,1,0
164,25260,0,0,0,0
167,25376,0,406,0,0
168,25080,0,0,0,0
172,25993,0,406,0,0
173,25459,0,406,0,0
174,25387,0,407,0,0
176,25080,25080,405,1,0
177,25448,25448,1696,0,0
181,25082,25082,406,0,0
182,25080,25080,0,0,0
183,25464,25464,331,0,0
184,25182,26001,407,0,0
185,25159,25549,1697,0,0
187,25763,0,0,0,0
188,25226,0,1737,0,0
189,23741,0,0,0,0
191,19750,0,1322,0,0
192,19613,0,1309,0,0
193,19615,0,1309,0,0
194,19614,0,1309,0,0
195,19614,0,1309,0,0
196,19836,0,1338,0,0
197,25377,0,406,0,0
198,25378,0,406,0,0
199,25083,0,407,0,0
200,25464,0,331,0,0
201,25606,0,406,0,0
202,25455,0,1697,0,0
203,25454,0,1697,0,0
204,25082,0,406,0,0
205,25381,0,407,0,0
206,26012,0,407,0,0
207,25496,0,407,0,0
208,25084,0,407,0,0
209,25539,0,331,0,0
210,26013,0,331,0,0
211,25605,0,331,0,0
212,25380,0,406,0,0
213,25381,0,407,0,0
214,26125,0,0,0,0
215,26127,0,1764,0,0
216,26129,0,1765,0,0
217,26133,0,0,0,0
218,26132,0,1766,0,0
219,26131,0,1767,0,0
220,26060,0,1759,0,0
224,24937,0,1770,1,0
225,24935,0,1771,0,0
226,26224,0,1772,0,0
227,26225,0,1772,0,0
228,24941,0,1772,1,0
232,19426,0,0,0,0
233,26253,0,406,0,0
234,26254,0,406,0,0
235,26255,0,406,0,0
236,26256,0,407,0,0
237,26257,0,407,0,0
238,26258,0,407,0,0
239,26335,0,1309,0,0
240,20055,0,2600,0,0
241,19370,0,1309,0,0
242,19318,0,1306,0,0
243,17068,0,0,0,0
244,26345,0,1098,0,0
245,0,18564,0,0,0
246,26349,0,4323,1,0
248,18569,0,1275,0,0
253,20397,0,665,0,0
254,18209,0,665,0,0
255,20397,0,665,0,0
256,18209,0,665,0,0
257,25343,0,309,0,0
258,25342,0,309,0,0
259,25341,0,309,0,0
260,25340,0,309,0,0
261,25345,0,309,0,0
262,26474,0,0,0,0
263,25349,0,2397,0,0
265,25423,0,309,0,0
266,25424,0,309,0,0
267,25498,0,376,1,0
268,25908,0,376,1,0
269,25326,0,0,0,0
270,25383,0,0,0,0
271,25453,0,0,0,0
272,25922,0,378,1,0
273,25923,0,378,1,0
274,25924,0,378,1,0
275,25925,0,378,1,0
276,26368,0,1755,1,0
277,26545,0,1781,0,0
278,26543,0,378,0,0
279,25445,0,1755,1,0
280,25942,0,380,1,0
281,25943,0,380,1,0
282,25944,0,380,1,0
283,25470,0,380,1,0
284,26553,0,1780,0,0
285,25471,0,380,1,0
286,26602,0,262,0,0
287,26603,0,262,0,0
288,26604,0,262,0,0
289,26605,0,262,0,0
290,26611,0,0,0,0
291,26616,0,1801,0,0
292,26489,0,1793,0,0
294,26628,0,1793,0,0
295,26635,0,0,0,0
296,26637,0,1803,1,0
297,43883,0,4037,1,0
298,43883,0,4039,1,0
299,9931,0,698,0,0
300,26569,0,1791,0,0
301,26570,0,1791,0,0
302,20869,0,2137,0,0
303,26687,0,1347,0,0
304,25375,0,406,0,0
305,18870,0,1254,0,0
306,17980,0,0,1,0
307,16478,0,0,1,0
308,16409,0,1178,0,0
309,43996,0,1178,0,0
311,15359,0,1365,1,0
312,26766,0,0,0,0
313,14910,0,1145,0,0
314,26568,0,1791,0,0
315,25309,0,1737,0,0
316,14924,0,1365,0,0
317,14923,0,1365,0,0
318,26766,0,1365,0,0
319,26808,0,0,0,0
320,26810,0,1800,1,0
321,26809,0,1800,0,0
322,25512,0,0,0,0
323,26814,26814,381,0,0
324,26816,0,1817,0,0
325,26817,0,1817,0,0
326,26818,0,1818,0,0
327,26819,0,1818,0,0
328,26820,0,1819,0,0
329,26822,0,1819,1,0
330,26821,0,1818,1,0
331,26813,0,381,0,0
333,25990,0,381,1,0
334,26825,0,1817,1,0
335,26826,0,1818,1,0
336,25666,0,1818,0,0
337,17112,0,1179,0,0
338,17981,0,1833,0,0
339,17980,0,0,0,0
340,25760,0,1819,0,0
343,26834,0,0,0,0
344,26834,0,1822,0,0
345,26836,0,1822,0,0
346,26838,0,1823,0,0
348,26840,0,1824,1,0
350,26905,0,1827,0,0
351,17211,0,1187,0,0
352,26946,0,1179,0,0
353,26947,0,1179,0,0
354,16441,0,1179,0,0
355,16442,0,1179,0,0
356,20538,0,1179,0,0
357,20538,0,1179,0,0
360,16443,0,1179,0,0
361,16444,0,1179,0,0
362,17931,0,0,0,0
363,17932,0,0,0,0
364,17933,0,0,0,0
365,17934,0,0,0,0
366,17935,0,0,0,0
367,27087,0,1254,0,0
368,27088,0,1832,0,0
369,27094,0,0,0,0
370,16538,0,1834,0,0
371,27095,0,996,0,0
372,27099,0,1834,0,0
373,27102,0,996,0,0
374,27140,0,1872,0,0
375,27148,0,1873,0,0
376,27150,0,1873,1,0
377,27151,0,1873,1,0
378,27152,0,0,0,0
381,27171,0,1834,0,0
382,9390,0,1874,1,0
383,9392,0,1874,1,0
384,9393,0,1874,1,0
385,9394,0,1874,1,0
386,27172,0,1835,0,0
387,27173,0,1836,0,0
388,27185,0,1838,0,0
390,27186,0,1835,0,0
391,14371,0,1110,0,0
392,20385,0,1110,0,0
393,27222,27222,0,1,0
394,10025,0,1877,0,0
395,10026,0,1878,0,0
396,10027,0,1879,0,0
397,19694,27232,1322,0,0
398,27226,0,0,0,0
399,27227,0,1877,0,0
400,27228,0,1878,0,0
401,9378,0,1874,1,0
402,27237,0,704,1,0
405,40889,0,1872,1,0
406,7292,0,0,1,0
407,27263,0,503,1,0
408,19317,0,0,1,0
409,19670,0,1307,0,0
410,17584,0,950,0,0
411,17585,0,950,0,0
412,20068,20068,1310,0,0
413,20476,20476,1307,1,0
414,19317,19317,0,1,0
415,19322,19322,1309,1,0
416,27633,0,0,0,0
417,7778,0,852,0,0
418,27224,0,1891,1,0
419,37623,0,1892,1,0
420,27225,0,1892,1,0
421,22152,0,1183,0,0
422,17312,0,483,0,0
425,8859,0,609,0,0
427,27690,0,0,0,0
428,22826,0,0,0,0
429,22826,0,0,0,0
435,17475,0,1582,0,0
436,27907,0,309,1,0
437,25785,0,0,0,0
438,27964,0,0,1,0
439,27965,0,0,1,0
440,27966,0,0,1,0
441,27967,0,0,1,0
442,27968,0,0,1,0
443,27969,0,0,1,0
444,27970,0,0,1,0
450,28001,0,0,0,0
451,21780,0,1900,1,0
452,27999,0,0,0,0
453,27997,0,1898,0,0
454,27998,0,1899,0,0
455,51151,0,1900,0,0
456,28002,0,721,0,0
457,28003,0,721,0,0
461,28032,25745,1817,1,0
462,28031,0,0,1,0
463,28026,0,1919,1,0
464,28027,0,1918,1,0
465,28028,0,1917,1,0
466,28029,0,1915,1,0
467,28030,0,1916,1,0
468,18516,0,1118,1,0
469,16051,0,0,1,0
470,28032,25745,381,1,0
471,27486,0,1905,0,0
472,27487,0,1905,0,0
473,27488,0,1905,0,0
474,27489,0,1905,0,0
475,28032,0,381,1,0
482,28045,0,0,1,0
483,28046,0,1920,1,0
484,28050,0,1921,1,0
485,28051,0,1922,1,0
486,28052,0,1923,1,0
487,28047,0,1924,1,0
488,28048,0,1925,1,0
489,28049,0,1926,1,0
490,27323,0,1904,1,0
491,27345,0,1904,1,0
492,27346,0,1904,1,0
496,25418,0,381,1,0
497,17539,0,0,0,0
498,28077,0,2772,0,0
499,17540,0,2773,0,0
501,38571,0,1309,0,0
502,28096,0,622,0,0
503,17982,0,1360,0,0
504,28097,0,622,0,0
505,18296,0,1361,0,0
506,26129,0,1765,0,0
507,28104,0,1764,0,0
508,26132,0,1766,0,0
509,26131,0,1767,0,0
510,28105,0,0,0,0
511,24831,0,0,0,0
518,28341,0,1465,0,0
519,28342,0,1465,0,0
520,28425,0,753,0,0
521,28398,0,753,0,0
522,27102,0,996,0,0
523,27153,0,996,0,0
527,25438,0,0,1,0
528,28509,0,1961,0,0
529,28510,0,1962,0,0
530,28461,0,1962,1,0
531,28471,0,1962,1,0
532,28462,0,1962,1,0
533,28472,0,1962,1,0
534,28464,0,1963,1,0
535,28473,0,1963,1,0
536,28508,0,1960,1,0
537,28514,0,1962,1,0
538,26686,0,0,1,0
544,26746,0,1136,1,0
545,26745,0,1136,0,0
552,28427,0,4396,0,0
555,28467,0,0,0,0
556,28696,0,0,1,0
557,28697,0,0,1,0
558,28698,0,0,1,0
559,28699,0,0,1,0
560,28700,0,0,1,0
561,28380,0,1477,1,0
562,21761,0,0,0,0
563,23448,0,0,0,0
564,23865,0,400,0,0
565,23866,0,400,0,0
566,24061,0,2922,0,0
570,24465,0,2922,0,0
573,29232,28327,400,0,0
576,29234,29234,0,0,0
577,29445,0,0,1,0
578,29446,0,0,1,0
579,29447,0,0,1,0
580,29448,0,0,1,0
581,29449,0,0,1,0
582,29450,0,0,1,0
591,29557,0,0,0,0
592,29555,0,1990,0,0
593,29556,0,1989,0,0
594,29494,0,1988,0,0
595,29493,0,1988,0,0
596,29494,0,1988,0,0
597,29492,0,1989,0,0
598,29558,0,1990,0,0
606,32703,0,4237,0,0
608,29595,0,4238,0,0
609,29596,0,4239,0,0
610,32705,0,4240,0,0
613,29681,0,0,0,0
614,29678,0,2006,0,0
615,29679,0,2006,0,0
616,29682,0,2010,0,0
617,29683,0,2009,0,0
618,29684,0,2008,0,0
619,17177,0,2007,0,0
622,12997,0,773,0,0
623,29412,0,455,0,0
624,29549,0,2011,0,0
625,29509,0,0,1,0
629,30266,0,2061,1,0
630,30314,0,2080,0,0
631,30302,0,0,0,0
632,30360,0,2061,0,0
633,30409,0,2061,0,0
637,30194,0,0,0,0
638,30195,0,0,0,0
639,30196,0,0,0,0
640,30197,0,0,0,0
641,30198,0,0,0,0
642,30200,0,0,0,0
643,30201,0,0,0,0
644,30204,0,0,0,0
645,30351,0,0,0,0
646,30350,0,0,0,0
647,30348,0,0,0,0
648,30347,0,0,0,0
649,30346,0,0,0,0
650,30706,0,0,0,0
651,30707,0,0,0,0
652,30708,0,0,0,0
653,26766,0,0,0,0
654,30715,0,1365,0,0
655,30738,0,1365,0,0
656,30715,0,1365,0,0
659,17068,0,0,0,0
660,30801,14891,1653,0,0
661,14891,0,1653,0,0
662,30803,0,1654,0,0
663,29846,0,0,0,0
664,30871,0,2046,0,0
665,30869,0,2046,0,0
670,20130,0,2878,0,0
673,30074,0,2081,0,0
674,29997,0,2081,0,0
675,30073,0,2081,0,0
677,30086,0,2081,0,0
679,31082,0,2081,1,0
681,30061,0,2081,0,0
684,30557,0,2081,0,0
685,30075,0,2081,0,0
686,30964,0,2081,0,0
687,37894,0,2081,0,0
688,31977,0,2243,0,0
689,30859,0,2243,0,0
690,30858,0,2243,0,0
691,31144,0,1765,1,0
692,31151,0,1764,0,0
693,31143,0,0,1,0
694,31147,0,1766,1,0
695,31148,0,0,1,0
696,31152,0,1766,0,0
697,31145,0,1767,1,0
698,31586,0,2136,0,0
699,20067,0,2137,0,0
700,20054,0,2138,0,0
704,9329,0,666,0,0
706,9379,0,666,0,0
707,9380,0,666,0,0
708,30860,0,2243,0,0
709,31976,0,2243,0,0
713,14891,0,1652,0,0
714,30961,0,2170,1,0
715,31777,0,2088,0,0
716,30997,0,2168,1,0
717,30998,0,2169,1,0
718,31000,0,2170,1,0
719,32253,0,2057,1,0
720,31045,0,2113,0,0
721,32254,0,2113,0,0
722,30206,0,0,0,0
723,30207,0,0,0,0
724,30208,0,0,0,0
725,30209,0,0,0,0
726,30215,0,0,0,0
727,30216,0,0,0,0
728,30217,0,0,0,0
729,30218,0,0,0,0
730,32343,0,1339,0,0
732,32345,0,1338,0,0
733,32354,0,0,1,0
736,32371,0,2184,0,0
737,32372,0,2182,0,0
739,44971,0,2185,1,0
740,30985,0,2181,1,0
741,31175,0,2173,0,0
742,31174,0,2173,0,0
743,32389,0,2173,1,0
745,38619,0,2183,0,0
746,44759,0,2163,1,0
747,44760,0,2187,1,0
748,30508,0,0,1,0
749,32474,0,2162,0,0
750,32508,0,0,0,0
751,32509,0,0,0,0
752,32510,0,0,0,0
753,32511,0,0,0,0
754,32512,0,0,0,0
755,32513,0,0,0,0
756,32514,0,0,0,0
757,32515,0,0,0,0
760,32309,0,0,0,0
761,32314,0,0,0,0
762,32319,0,0,0,0
763,32324,0,0,0,0
764,32329,0,0,0,0
765,32641,0,0,0,0
766,32642,0,0,0,0
767,32643,0,0,0,0
771,29590,0,1978,0,0
773,32715,0,0,1,0
774,32121,0,2081,0,0
775,32756,0,0,0,0
776,10023,0,716,0,0
777,29998,0,0,0,0
779,30349,0,2081,0,0
780,32060,0,2081,0,0
782,32779,0,0,0,0
783,29497,0,4239,0,0
784,29593,0,2232,1,0
785,29595,0,2231,1,0
786,29597,0,2230,1,0
788,31082,0,0,0,0
789,32758,0,0,0,0
791,31588,0,2329,0,0
794,32788,0,2243,0,0
795,32813,0,0,0,0
796,32814,0,2254,0,0
797,32815,0,2255,0,0
798,18209,0,2256,0,0
799,18901,0,1363,0,0
800,18850,0,0,0,0
801,18851,0,1363,1,0
802,29932,0,0,1,0
803,29887,0,0,1,0
804,29894,0,2160,0,0
805,32946,0,2160,0,0
806,29895,0,2160,0,0
807,29890,0,2160,0,0
808,29946,0,0,1,0
809,33009,0,666,0,0
810,33010,0,666,0,0
811,33011,0,666,0,0
812,33012,0,666,0,0
813,33013,0,666,0,0
814,33014,0,666,0,0
815,18005,0,0,0,0
816,18003,0,0,0,0
817,18002,0,0,0,0
818,18004,0,0,0,0
819,19248,0,1794,0,0
820,19247,0,1797,0,0
821,19249,0,1796,0,0
822,19250,0,1795,0,0
823,16041,0,0,0,0
824,16038,0,1366,0,0
825,9318,0,666,0,0
826,33019,0,666,0,0
827,25420,0,0,0,0
828,20665,0,0,0,0
829,20666,0,0,0,0
830,20667,0,0,0,0
831,20668,0,0,0,0
832,33171,0,1172,0,0
833,33172,0,2263,0,0
834,33173,0,2262,0,0
835,33174,0,2264,0,0
837,23699,0,0,0,0
838,23700,0,1599,0,0
839,33183,0,1545,0,0
840,23433,0,1599,0,0
841,23667,0,0,0,0
842,23666,0,1549,0,0
845,18009,0,1794,0,0
846,18010,0,1797,0,0
847,18011,0,1796,0,0
848,18012,0,1795,0,0
850,17964,0,0,0,0
851,15328,0,1145,0,0
852,15107,0,1145,0,0
853,33269,0,0,0,0
854,33437,0,2299,1,0
856,33308,0,2274,1,0
858,33447,0,2275,1,0
859,33358,0,2276,1,0
860,33366,0,2276,1,0
862,33432,0,2277,1,0
864,33436,0,2278,1,0
865,33429,0,0,1,0
866,33579,0,2274,0,0
867,33580,0,2274,0,0
868,33581,0,2275,0,0
869,33582,0,2275,0,0
870,33583,0,2278,0,0
871,33584,0,2278,0,0
879,33788,0,2081,0,0
890,33752,0,2306,1,0
891,33753,0,2306,1,0
892,33902,0,2306,0,0
897,34159,0,0,0,0
898,34089,0,2315,0,0
899,34088,0,2316,0,0
900,34090,0,2316,0,0
901,34090,0,2317,0,0
902,34310,0,0,0,0
903,34312,0,2320,0,0
904,33986,0,2321,0,0
905,34313,0,2321,0,0
906,33987,0,2322,0,0
909,34307,0,2324,0,0
910,34308,0,2325,0,0
911,34309,0,2324,0,0
912,33448,0,0,1,0
913,34069,0,2320,0,0
914,34306,0,2323,1,0
915,34070,0,2321,0,0
916,34071,0,2321,0,0
917,34312,0,2321,0,0
918,34313,0,2322,0,0
919,34104,0,2321,0,0
920,34325,0,2081,0,0
922,37891,0,2449,0,0
923,34637,0,2306,1,0
924,34638,0,2306,1,0
925,34639,0,2306,1,0
926,34640,0,2306,1,0
927,34641,0,2306,1,0
928,34642,0,2306,1,0
929,0,0,2335,0,0
930,0,0,0,0,0
931,0,0,2335,0,0
932,34088,0,2317,0,0
933,34089,0,2316,0,0
934,34087,0,2315,0,0
935,33429,0,0,1,0
936,33463,0,2299,1,0
937,34780,0,2336,1,0
938,34722,0,2819,1,0
939,34723,0,2821,1,0
947,35244,0,2336,0,0
948,35246,0,2835,0,0
949,33439,0,2836,0,0
950,35249,0,2342,0,0
951,35255,0,2837,0,0
952,33439,0,2838,0,0
953,34723,0,2821,0,0
954,34979,0,2822,0,0
955,0,0,2296,1,0
956,0,0,0,0,0
957,33441,0,2821,0,0
958,33443,0,2823,0,0
959,35487,0,2299,0,0
961,22585,0,0,0,0
962,22586,0,0,0,0
963,22587,0,0,0,0
964,22588,0,0,0,0
965,22589,0,0,0,0
966,21568,0,0,1,0
967,22645,0,1506,0,0
968,22892,0,1506,1,0
969,22895,0,1507,0,0
970,22912,0,1521,1,0
971,22891,0,1506,0,0
972,23106,0,1521,0,0
973,22911,0,1521,0,0
974,14962,0,0,0,0
975,14963,0,0,0,0
976,14964,0,0,0,0
977,14965,0,0,0,0
978,14966,0,0,0,0
979,22371,0,1430,0,0
980,36353,0,1424,0,0
981,21036,0,1424,1,0
982,21036,21036,0,1,0
983,0,22340,1430,0,0
984,0,22339,1430,0,0
987,15949,20731,1117,0,0
988,20731,0,0,0,0
991,36877,0,1644,1,0
992,36417,0,1643,0,0
993,24994,0,2361,1,0
994,36880,0,2362,0,0
995,37005,0,0,0,0
997,37006,0,2396,0,0
999,37014,0,2398,0,0
1000,37046,0,1824,0,0
1001,46075,0,1179,0,0
1002,17255,0,1179,0,0
1003,31061,0,0,0,0
1004,15204,0,1117,0,0
1005,16115,0,0,1,0
1006,37141,0,0,0,0
1007,37142,0,1606,0,0
1008,23907,0,2399,1,0
1009,32537,0,0,0,0
1010,30636,0,2087,0,0
1011,36748,0,0,0,0
1012,30635,0,2086,0,0
1013,32457,0,2034,1,0
1014,35938,0,2038,1,0
1015,35937,0,2040,1,0
1016,32462,0,2034,1,0
1017,35949,0,2039,1,0
1018,35946,0,2040,1,0
1019,30734,0,0,0,0
1020,30735,0,0,0,0
1021,30173,0,2040,0,0
1022,32028,0,2040,1,0
1024,37245,0,0,0,0
1025,30173,0,2040,0,0
1026,32028,0,2040,0,0
1027,37246,0,0,0,0
1028,37247,0,0,1,0
1029,30547,0,2400,1,0
1030,37249,0,0,1,0
1031,32061,0,2401,1,0
1032,35947,0,0,0,0
1033,31150,0,2025,0,0
1034,35936,0,0,0,0
1035,30594,0,2025,0,0
1041,23165,0,2409,0,0
1042,23162,0,1538,0,0
1043,37432,0,0,0,0
1044,37445,0,2424,0,0
1045,37446,0,2426,0,0
1046,42225,0,2424,0,0
1047,37619,0,2426,0,0
1048,37447,0,2425,0,0
1049,37620,0,2425,0,0
1050,37619,0,2425,0,0
1051,37428,0,2424,0,0
1052,37428,0,2426,0,0
1053,17961,0,1283,0,0
1054,27046,0,0,0,0
1055,37624,0,2443,1,0
1056,18762,0,4323,1,0
1057,18773,0,1275,1,0
1058,18774,0,1275,1,0
1059,25768,0,1754,0,0
1060,25767,0,1782,0,0
1061,37667,0,378,0,0
1062,27394,0,29,0,0
1067,37626,0,1459,0,0
1068,25758,0,0,0,0
1069,37005,0,0,0,0
1070,37006,0,0,0,0
1071,25759,0,0,0,0
1072,25839,0,2442,0,0
1073,37856,0,2441,0,0
1074,37857,0,2440,0,0
1076,37886,0,2443,0,0
1077,37887,0,2444,0,0
1078,21564,0,0,0,0
1079,22926,0,2443,1,0
1080,32779,0,0,0,0
1081,37894,0,2081,0,0
1082,34455,0,2448,0,0
1083,37891,0,2449,0,0
1084,37988,0,2329,1,0
1085,32789,0,2448,0,0
1086,38032,0,0,0,0
1087,24561,0,1631,0,0
1088,38033,0,0,0,0
1089,24443,0,1631,0,0
1090,38138,0,0,1,0
1091,38139,0,2492,1,0
1092,38140,0,2492,0,0
1093,38141,0,2494,0,0
1094,37990,0,2495,1,0
1095,32654,0,2211,0,0
1096,37462,0,1536,1,0
1097,18201,0,0,1,0
1098,38145,0,2496,0,0
1099,38147,0,2497,0,0
1100,38148,0,2498,0,0
1101,38150,0,2498,0,0
1102,31638,0,2499,1,0
1104,38187,0,2504,1,0
1105,38183,0,2503,0,0
1107,38182,0,0,0,0
1108,38219,0,2507,0,0
1111,38230,0,2506,0,0
1113,26067,0,0,0,0
1114,32385,0,2309,0,0
1116,38258,0,0,0,0
1117,32427,0,2309,0,0
1118,32428,0,2309,0,0
1119,32429,0,2309,0,0
1120,32434,0,2309,0,0
1121,32388,0,2309,0,0
1122,32567,0,2309,0,0
1124,32448,0,2309,1,0
1125,32365,0,2309,0,0
1129,42002,0,2513,0,0
1130,32451,0,2310,0,0
1131,32452,0,2310,0,0
1132,32450,0,2310,0,0
1133,37959,0,2435,0,0
1134,37961,0,2435,0,0
1135,38377,0,2461,0,0
1136,32375,0,2310,0,0
1137,32377,0,2310,0,0
1138,9931,0,698,0,0
1139,9855,0,0,0,0
1140,25438,0,0,0,0
1141,38291,0,1697,0,0
1142,38289,0,1698,1,0
1143,38303,0,1698,1,0
1144,38331,0,2494,1,0
1145,38363,0,2532,1,0
1147,38364,0,2534,1,0
1149,38354,0,0,0,0
1151,38355,0,0,1,0
1153,38399,0,2539,1,0
1154,38400,0,2539,0,0
1155,38403,0,2540,0,0
1158,32566,0,2309,0,0
1159,38258,0,0,0,0
1160,38405,0,2540,1,0
1161,38408,0,2539,1,0
1165,19971,0,1310,0,0
1166,35288,0,2557,1,0
1167,18197,0,0,1,0
1168,32140,0,2557,1,0
1169,38494,0,0,0,0
1170,32026,0,2561,1,0
1171,38497,0,2558,0,0
1172,38498,0,2559,0,0
1173,38499,0,2560,0,0
1174,18202,0,0,1,0
1175,20477,0,1304,0,0
1176,38059,0,1356,0,0
1177,38503,0,2499,1,0
1178,37692,0,2499,1,0
1179,31838,0,2499,1,0
1181,38513,0,0,0,0
1182,38514,0,0,0,0
1183,38515,0,0,0,0
1184,38511,0,0,0,0
1185,38512,0,0,0,0
1186,38508,0,0,0,0
1187,38509,0,0,0,0
1188,38510,0,0,0,0
1189,30739,0,2557,1,0
1190,30740,0,2561,1,0
1191,30741,0,2499,1,0
1192,38524,0,0,0,0
1193,38525,0,0,0,0
1194,32003,0,0,1,0
1195,38529,0,2565,0,0
1196,32017,0,2568,1,0
1197,32004,0,2565,1,0
1198,21761,0,0,1,0
1199,38540,0,2569,1,0
1200,38541,0,2570,1,0
1201,38542,0,2571,1,0
1202,23742,0,1596,0,0
1203,38571,0,1309,0,0
1204,19318,0,0,0,0
1205,38598,0,2578,0,0
1206,38599,0,2579,0,0
1207,38600,0,2580,0,0
1208,38597,0,2581,0,0
1209,32364,0,2184,0,0
1218,38742,0,2599,0,0
1219,38743,0,2601,0,0
1220,38744,0,2602,0,0
1221,38745,0,2603,0,0
1222,38746,0,0,0,0
1224,38749,0,0,0,0
1225,40634,0,0,0,0
1226,38835,0,2606,0,0
1227,38836,0,2607,0,0
1228,13112,0,2824,1,0
1229,38379,0,2460,0,0
1230,38383,0,2459,0,0
1231,38385,0,2457,0,0
1232,37991,0,2456,0,0
1233,38158,0,2456,0,0
1234,38388,0,2480,0,0
1235,38390,0,2479,0,0
1236,38392,0,2478,0,0
1237,38394,0,2476,0,0
1238,37992,0,2475,0,0
1239,38159,0,2475,0,0
1240,38936,0,2598,0,0
1241,38937,0,2597,0,0
1242,38941,0,2596,0,0
1243,38941,0,2597,0,0
1244,38955,0,2596,0,0
1245,38942,0,2596,0,0
1246,38956,0,2595,0,0
1248,38959,0,2596,1,0
1250,38772,0,2597,0,0
1251,38983,0,2597,0,0
1252,38965,0,2597,0,0
1253,38968,0,2597,0,0
1254,38967,0,2597,0,0
1255,38969,0,2597,0,0
1256,39022,0,2596,0,0
1257,39014,0,2594,0,0
1259,39017,0,2595,0,0
1260,39018,0,2595,1,0
1263,39024,0,2596,0,0
1264,39027,0,2633,0,0
1265,39028,0,2633,0,0
1266,16020,0,0,1,0
1267,16019,0,0,1,0
1268,16021,0,0,1,0
1269,16022,0,0,1,0
1270,16023,0,0,1,0
1271,16024,0,0,1,0
1272,16039,0,0,1,0
1273,16040,0,0,1,0
1274,39162,0,2596,0,0
1275,39161,0,2596,0,0
1276,39302,0,2677,0,0
1277,39303,0,2678,0,0
1278,39304,0,2679,0,0
1279,39292,0,0,0,0
1287,39350,0,0,0,0
1288,39352,0,2693,0,1
1292,39510,0,2637,0,0
1293,39511,0,2636,0,0
1294,39512,0,2635,0,0
1295,39513,0,2638,0,0
