"ID","characterTitleCategoryId","localizedTextIdName","localizedTextIdTitle","spell4IdActivate","lifeTimeSeconds","playerTitleFlagsEnum","scheduleId"
75,6,513906,513905,0,0,4,0
76,6,513908,513907,0,0,4,0
77,6,513910,513909,0,0,4,0
78,6,513912,513911,0,0,4,0
79,6,513914,513913,0,0,4,0
80,6,513916,513915,0,0,4,0
81,6,513918,513917,0,0,4,0
82,6,513920,513919,0,0,4,0
83,6,513922,513921,0,0,0,0
84,6,513924,513923,0,0,0,0
87,18,513926,513925,0,0,0,0
88,18,513928,513927,0,0,0,0
89,18,513931,513930,0,0,0,0
90,18,513933,513932,0,0,0,0
91,18,513935,513934,0,0,0,0
92,18,513937,513936,0,0,0,0
93,15,513939,513938,0,0,0,0
94,15,513941,513940,0,0,0,0
95,15,513943,513942,0,0,0,0
96,15,513945,513944,0,0,0,0
97,15,513947,513946,0,0,0,0
98,15,513949,513948,0,0,0,0
99,15,513951,513950,0,0,0,0
100,15,513953,513952,0,0,0,0
101,15,513955,513954,0,0,0,0
102,15,513957,513956,0,0,0,0
103,15,513959,513958,0,0,0,0
104,15,513961,513960,0,0,0,0
105,15,513963,513962,0,0,0,0
106,15,513965,513964,0,0,0,0
107,15,513967,513966,0,0,0,0
108,15,513969,513968,0,0,0,0
109,15,513971,513970,0,0,0,0
110,15,513973,513972,0,0,0,0
111,15,513975,513974,0,0,0,0
112,15,513977,513976,0,0,0,0
113,15,513979,513978,0,0,0,0
114,15,513981,513980,0,0,0,0
115,15,513983,513982,0,0,0,0
116,15,513985,513984,0,0,0,0
117,15,513987,513986,0,0,0,0
118,15,513989,513988,0,0,0,0
119,15,513991,513990,0,0,0,0
120,15,513993,513992,0,0,0,0
121,15,513995,513994,0,0,0,0
122,15,513997,513996,0,0,0,0
123,15,513999,513998,0,0,0,0
124,15,514001,514000,0,0,0,0
125,15,514003,514002,0,0,0,0
126,15,514005,514004,0,0,0,0
127,15,514007,514006,0,0,0,0
128,15,514009,514008,0,0,0,0
129,15,514011,514010,0,0,0,0
130,15,514013,514012,0,0,0,0
131,15,514015,514014,0,0,0,0
132,18,514017,514016,0,0,0,0
133,18,514019,514018,0,0,0,0
134,18,514021,514020,0,0,0,0
135,18,514023,514022,0,0,0,0
136,15,514025,514024,0,0,0,0
137,15,514027,514026,0,0,0,0
138,15,514029,514028,0,0,0,0
139,4,514031,514030,0,0,0,0
140,15,514033,514032,0,0,0,0
141,15,514035,514034,0,0,0,0
142,15,514037,514036,0,0,0,0
143,15,514039,514038,0,0,0,0
144,15,514041,514040,0,0,0,0
145,15,514043,514042,0,0,0,0
146,15,514045,514044,0,0,0,0
147,15,514047,514046,0,0,0,0
148,15,514049,514048,0,0,0,0
149,15,514051,514050,0,0,0,0
150,15,514053,514052,0,0,0,0
151,15,514055,514054,0,0,0,0
152,15,514057,514056,0,0,0,0
153,13,514059,514058,0,0,0,0
154,13,514061,514060,0,0,0,0
155,13,514063,514062,0,0,0,0
156,13,514065,514064,0,0,0,0
157,4,514067,514066,0,0,0,0
158,13,514069,514068,0,0,0,0
159,4,514071,514070,0,0,0,0
160,4,514073,514072,0,0,0,0
161,4,514075,514074,0,0,0,0
162,4,514077,514076,0,0,0,0
163,4,514079,514078,0,0,0,0
164,4,514081,514080,0,0,0,0
165,4,514083,514082,0,0,0,0
166,4,514085,514084,0,0,0,0
167,4,514087,514086,0,0,0,0
168,4,514089,514088,0,0,0,0
169,4,514091,514090,0,0,0,0
170,4,514093,514092,0,0,0,0
171,4,514095,514094,0,0,0,0
172,4,514097,514096,0,0,0,0
173,4,514099,514098,0,0,0,0
174,4,514101,514100,0,0,0,0
175,4,514103,514102,0,0,0,0
176,4,514105,514104,0,0,0,0
177,18,514107,514106,0,0,0,0
178,4,514109,514108,0,0,0,0
179,18,514111,514110,0,0,0,0
180,4,514113,514112,0,0,0,0
181,14,514115,514114,0,0,0,0
182,14,514117,514116,0,0,0,0
183,14,514119,514118,0,0,0,0
184,16,514121,514120,0,0,0,0
185,16,514123,514122,0,0,0,0
186,16,514125,514124,0,0,0,0
187,17,514127,514126,0,0,0,0
188,17,514129,514128,0,0,0,0
189,17,514131,514130,0,0,0,0
190,15,514133,514132,0,0,0,0
191,15,514135,514134,0,0,0,0
192,15,514137,514136,0,0,0,0
193,14,514139,514138,0,0,0,0
194,16,514141,514140,0,0,0,0
195,17,514143,514142,0,0,0,0
196,15,514145,514144,0,0,0,0
197,15,514147,514146,0,0,0,0
198,4,514149,514148,0,0,0,0
199,4,514151,514150,0,0,0,0
200,14,514153,514152,0,0,4,0
201,14,514155,514154,0,0,4,0
202,14,514157,514156,0,0,4,0
203,14,514159,514158,0,0,4,0
204,14,514161,514160,0,0,4,0
205,14,514163,514162,0,0,4,0
206,14,514165,514164,0,0,4,0
207,15,514167,514166,0,0,4,0
208,15,514169,514168,0,0,4,0
209,15,514171,514170,0,0,4,0
210,15,514173,514172,0,0,4,0
211,16,514175,514174,0,0,4,0
212,17,514177,514176,0,0,4,0
213,17,514179,514178,0,0,4,0
214,17,514181,514180,0,0,4,0
215,17,514183,514182,0,0,4,0
216,4,514185,514184,0,0,0,0
217,15,520263,520262,0,0,0,0
218,4,523762,523761,0,0,0,0
219,4,523764,523763,0,0,0,0
220,4,525101,525100,0,0,0,0
221,4,525143,525142,0,0,0,0
222,15,525788,525787,0,0,0,0
223,15,525794,525793,0,0,0,0
224,10,529305,529304,0,0,0,0
225,10,529307,529306,0,0,0,0
226,10,529309,529308,0,0,0,0
227,10,529311,529310,0,0,0,0
228,10,529313,529312,0,0,0,0
229,10,529315,529314,0,0,0,0
230,10,529317,529316,0,0,0,0
231,10,529319,529318,0,0,0,0
232,10,529321,529320,0,0,0,0
233,10,529323,529322,0,0,0,0
234,10,529325,529324,0,0,0,0
235,10,529327,529326,0,0,0,0
236,15,537581,537580,0,0,0,0
237,13,539061,539060,0,0,0,0
238,13,539063,539062,0,0,0,0
239,13,539071,539070,0,0,0,0
240,13,539033,539031,0,0,0,0
241,13,539065,539064,0,0,0,0
242,13,539069,539068,0,0,0,0
243,13,539067,539066,0,0,0,0
244,13,539046,539045,0,0,0,0
245,15,541271,541270,0,0,0,0
246,18,543565,543563,0,0,0,0
247,18,543567,543566,0,0,0,0
248,18,543569,543568,0,0,0,0
249,18,543571,543570,0,0,0,0
250,18,543573,543572,0,0,0,0
251,13,543698,543697,0,0,0,0
252,13,543701,543700,0,0,0,0
253,13,543705,543704,0,0,0,0
254,13,543710,543709,0,0,0,0
255,4,543775,543774,0,0,0,0
256,4,543788,543787,0,0,0,0
257,4,544051,544049,0,0,0,0
258,4,544055,544054,0,0,0,0
259,4,544058,544057,0,0,0,0
260,4,544060,544059,0,0,0,0
261,4,544062,544061,0,0,0,0
262,4,544068,544067,0,0,0,0
263,4,544078,544077,0,0,0,0
264,4,544082,544081,0,0,0,0
265,4,544084,544083,0,0,0,0
266,4,544088,544087,0,0,0,0
267,4,544090,544089,0,0,0,0
268,4,544093,544092,0,0,0,0
269,4,544096,544095,0,0,0,0
270,4,544099,544098,0,0,0,0
271,4,544101,544100,0,0,0,0
272,4,544103,544102,0,0,0,0
273,4,544213,544212,0,0,0,0
274,4,544226,544225,0,0,0,0
275,14,544230,544229,0,0,0,0
276,4,544236,544235,0,0,0,0
277,4,544459,544458,0,0,0,0
278,13,546186,546185,0,0,0,0
279,13,546256,546255,0,0,0,0
280,13,559049,559048,0,0,4,0
281,4,562255,562254,0,0,0,0
282,4,562467,562466,0,0,0,0
283,4,562721,562720,0,0,0,0
285,4,567129,567128,0,0,0,0
286,4,567131,567130,0,0,0,0
287,4,567133,567132,0,0,0,0
288,4,567135,567134,0,0,0,0
289,4,567137,567136,0,0,0,0
290,4,567141,567140,0,0,0,0
291,4,567144,567143,0,0,0,0
292,13,568638,568637,0,0,0,0
293,13,568640,568639,0,0,0,0
294,4,572658,572657,0,0,0,0
295,4,574254,574253,0,0,0,0
296,4,574256,574255,0,0,0,0
297,4,574262,574261,0,0,0,0
298,4,574266,574265,0,0,0,0
299,4,574268,574267,0,0,0,0
300,4,574271,574270,0,0,0,0
301,4,574273,574272,0,0,0,0
302,4,574276,574275,0,0,0,0
303,4,574278,574277,0,0,0,0
304,4,574280,574279,0,0,0,0
305,4,574282,574281,0,0,0,0
306,4,574284,574283,0,0,0,0
307,4,574290,574289,0,0,0,0
308,4,574292,574291,0,0,0,0
309,4,574294,574293,0,0,0,0
310,4,574296,574295,0,0,0,0
311,4,574309,574308,0,0,0,0
312,4,574311,574310,0,0,0,0
313,4,580930,580929,0,0,0,0
314,13,589304,589303,0,0,0,0
315,13,589308,589307,0,0,0,0
316,13,589323,589322,0,0,0,0
317,13,592541,592540,0,0,0,0
318,13,592549,592548,0,0,0,0
319,13,622887,622886,0,0,0,0
320,13,622889,622888,0,0,0,0
321,15,627109,627108,0,0,0,0
322,4,627947,627946,0,0,0,0
323,15,628131,628130,0,0,0,0
324,15,628133,628132,0,0,0,0
325,15,628314,628313,0,0,0,0
326,4,630671,630670,0,0,0,0
327,12,631657,631656,0,0,0,0
328,12,631659,631658,0,0,0,0
329,12,631661,631660,0,0,0,0
330,12,631663,631662,0,0,0,0
331,7,632865,632864,0,0,0,0
332,7,632869,632868,0,0,0,0
333,7,632874,632873,0,0,0,0
334,7,632877,632876,0,0,0,0
335,13,633494,633493,0,0,0,0
336,4,637612,637611,0,0,0,0
337,4,637614,637613,0,0,0,0
338,4,637617,637616,0,0,0,0
339,4,637619,637618,0,0,0,0
340,4,639258,639257,0,0,0,0
341,4,640469,640468,0,0,4,0
342,13,640473,640472,0,0,0,0
343,4,640475,640474,0,0,4,0
344,7,641036,641035,0,0,0,0
345,7,641038,641037,0,0,0,0
346,13,659091,659090,0,0,0,0
347,13,659099,659098,0,0,0,0
348,15,676475,676474,0,0,0,0
349,15,676503,676502,0,0,0,0
350,15,676505,676504,0,0,0,0
351,15,676507,676506,0,0,0,0
352,15,676509,676508,0,0,0,0
353,15,676519,676518,0,0,0,0
354,18,678353,678352,0,0,0,0
355,11,679551,679550,0,0,0,0
356,7,679611,679610,0,0,0,0
357,19,682192,682191,0,0,0,0
358,19,682197,682196,0,0,0,0
359,19,682199,682198,0,0,0,0
360,7,682296,682295,0,0,0,0
361,19,683866,683865,0,0,0,0
362,4,684430,684429,0,0,0,0
363,4,685844,685843,0,0,0,0
364,4,694980,694979,0,0,0,0
365,4,694982,694981,0,0,0,0
366,4,694984,694983,0,0,0,0
367,4,694986,694985,0,0,0,0
368,20,703131,703130,0,0,0,0
369,20,703133,703132,0,0,0,0
370,20,703135,703134,0,0,0,0
371,4,718326,718325,0,0,0,0
372,4,718336,718335,0,0,0,0
373,4,718685,718684,0,0,0,0
374,4,718745,718744,0,0,0,0
375,4,720373,720372,0,0,0,0
376,4,731831,731830,0,0,0,0
378,4,739282,739281,0,0,0,0
379,10,740348,740347,0,0,0,0
380,10,740350,740349,0,0,0,0
381,10,740352,740351,0,0,0,0
382,10,740354,740353,0,0,0,0
383,10,740356,740355,0,0,0,0
384,10,740358,740357,0,0,0,0
385,10,740360,740359,0,0,0,0
386,10,740362,740361,0,0,0,0
387,10,740364,740363,0,0,0,0
388,10,740366,740365,0,0,0,0
389,10,740368,740367,0,0,0,0
390,10,740374,740372,0,0,0,0
391,4,740916,740915,0,0,0,0
392,4,740918,740917,0,0,0,0
393,10,741413,741412,0,0,0,0
394,10,741415,741414,0,0,0,0
395,20,743644,743643,0,0,0,0
396,20,743646,743645,0,0,0,0
397,20,743648,743647,0,0,0,0
398,20,743650,743649,0,0,0,0
399,11,744031,744030,0,0,0,0
400,4,745161,745160,0,0,0,0
401,20,745827,745826,0,0,0,0
402,20,745829,745828,0,0,0,0
403,20,745831,745830,0,0,0,0
410,4,746716,746715,0,0,0,0
411,4,746718,746717,0,0,0,0
412,4,746720,746719,0,0,0,0
413,4,746722,746721,0,0,0,0
414,4,746725,746724,0,0,0,0
415,4,748190,748189,0,0,0,0
416,4,748947,748946,0,0,0,0
417,4,750043,750042,0,0,0,0
418,13,753125,753124,0,0,0,0
422,4,757259,757258,0,0,0,0
423,13,758375,758374,0,0,0,0
424,13,758377,758376,0,0,0,0
425,13,758380,758379,0,0,0,0
426,13,758382,758381,0,0,0,0
427,13,759353,759352,0,0,0,0
428,4,760220,760219,0,0,0,0
429,4,763266,763265,0,0,0,0
430,12,764640,764639,0,0,0,0
431,13,766585,766584,0,0,0,0
432,4,768342,768341,0,0,0,0
433,4,768344,768343,0,0,0,0
434,4,768346,768345,0,0,0,0
435,4,768348,768347,0,0,0,0
436,4,768350,768349,0,0,0,0
437,4,768352,768351,0,0,0,0
438,4,768354,768353,0,0,0,0
439,4,768360,768359,0,0,0,0
440,4,769570,769569,0,0,0,0
