"ID","type","flags","data","count","localizedTextIdFull","worldLocationsIdIndicator00","worldLocationsIdIndicator01","worldLocationsIdIndicator02","worldLocationsIdIndicator03","maxTimeAllowedMS","localizedTextIdShort","targetGroupIdRewardPane","questDirectionId"
2266,12,0,5408,1,51826,0,0,0,0,0,0,0,0
2267,4,0,4084,100,51835,0,0,0,0,0,0,0,0
2268,12,0,5408,1,51836,0,0,0,0,0,0,0,0
2269,4,0,4473,100,51851,0,0,0,0,0,0,0,0
2270,12,0,5408,1,51852,0,0,0,0,0,0,0,0
2271,4,0,4473,100,51861,0,0,0,0,0,0,0,0
2272,12,0,5408,1,51862,0,0,0,0,0,0,0,0
2273,4,0,4473,100,51871,0,0,0,0,0,0,0,0
2274,12,0,5408,1,51872,0,0,0,0,0,0,0,0
2278,12,0,5419,1,51910,0,0,0,0,0,0,0,0
2279,12,0,5420,1,51920,0,0,0,0,0,0,0,0
2280,12,0,5421,1,51931,0,0,0,0,0,0,0,0
2289,4,0,4085,100,53036,0,0,0,0,0,0,0,0
2290,12,0,5408,1,53037,0,0,0,0,0,0,0,0
2291,4,0,4085,100,53047,0,0,0,0,0,0,0,0
2292,12,0,5408,1,53048,0,0,0,0,0,0,0,0
2293,4,0,4086,100,53056,0,0,0,0,0,0,0,0
2294,12,0,5408,1,53057,0,0,0,0,0,0,0,0
2295,4,0,4086,100,53066,0,0,0,0,0,0,0,0
2296,12,0,5408,1,53067,0,0,0,0,0,0,0,0
2297,4,0,4601,100,53078,0,0,0,0,0,0,0,0
2298,12,0,5408,1,53079,0,0,0,0,0,0,0,0
2299,4,0,4601,100,53088,0,0,0,0,0,0,0,0
2300,12,0,5408,1,53089,0,0,0,0,0,0,0,0
2301,4,0,4602,100,53111,0,0,0,0,0,0,0,0
2302,12,0,5408,1,53112,0,0,0,0,0,0,0,0
2303,4,0,4602,100,53121,0,0,0,0,0,0,0,0
2304,12,0,5408,1,53122,0,0,0,0,0,0,0,0
2305,4,0,4088,100,53134,0,0,0,0,0,0,0,0
2306,12,0,5408,1,53135,0,0,0,0,0,0,0,0
2307,4,0,4088,100,53146,0,0,0,0,0,0,0,0
2308,12,0,5408,1,53147,0,0,0,0,0,0,0,0
2309,4,0,4089,100,53156,0,0,0,0,0,0,0,0
2310,12,0,5408,1,53157,0,0,0,0,0,0,0,0
2311,4,0,4089,100,53168,0,0,0,0,0,0,0,0
2312,12,0,5408,1,53169,0,0,0,0,0,0,0,0
2313,4,0,4603,100,53190,0,0,0,0,0,0,0,0
2314,12,0,5408,1,53191,0,0,0,0,0,0,0,0
2316,4,0,4603,100,53201,0,0,0,0,0,0,0,0
2317,12,0,5408,1,53202,0,0,0,0,0,0,0,0
2318,4,0,4604,100,53211,0,0,0,0,0,0,0,0
2319,12,0,5408,1,53212,0,0,0,0,0,0,0,0
2331,11,0,3136,1,53569,0,0,0,0,0,0,0,0
2337,4,0,4525,1,53602,0,0,0,0,0,0,0,0
2345,4,0,4537,1,53666,0,0,0,0,0,0,0,0
2350,4,0,4530,1,53691,0,0,0,0,0,0,0,0
2351,4,0,4534,1,53797,0,0,0,0,0,0,0,0
2352,4,0,4543,1,53798,0,0,0,0,0,0,0,0
2356,4,0,4532,1,53824,0,0,0,0,0,0,0,0
2357,4,0,4533,1,53825,0,0,0,0,0,0,0,0
2358,4,0,4553,1,53826,0,0,0,0,0,0,0,0
2364,4,0,4554,1,53849,0,0,0,0,0,0,0,0
2365,9,0,0,0,0,0,0,0,0,0,0,0,0
2461,16,0,441,4,55584,0,0,0,0,0,0,0,0
2709,4,0,4857,1,61036,0,0,0,0,0,0,0,0
2710,4,0,4858,1,61037,0,0,0,0,0,0,0,0
2711,4,0,4859,1,61038,0,0,0,0,0,0,0,0
2738,20,0,6,2,61769,0,0,0,0,0,0,0,0
2743,5,0,4145,1,61808,0,0,0,0,0,0,0,0
2744,5,1,3876,1,61811,4034,0,0,0,0,0,0,0
2745,5,1,3906,1,61812,4034,0,0,0,0,0,0,0
2746,5,1,3896,1,61813,4034,0,0,0,0,0,0,0
2754,5,0,3907,1,61847,4034,0,0,0,0,0,0,0
2755,5,1,3897,1,61848,4034,0,0,0,0,0,0,0
2880,12,0,0,5,65621,0,0,0,0,15000,0,0,0
2889,14,0,561,40,66140,0,0,0,0,0,0,0,0
2890,19,0,0,0,66407,0,0,0,0,0,0,0,0
2901,14,3,563,40,66512,0,0,0,0,0,0,0,0
2902,19,0,0,0,66513,0,0,0,0,0,0,0,0
2930,4,0,5407,6,67439,0,0,0,0,0,0,0,0
2931,4,0,5407,6,67440,0,0,0,0,0,0,0,0
2932,5,0,0,1,67487,0,0,0,0,0,0,0,0
2933,5,0,0,1,67488,0,0,0,0,0,0,0,0
2975,20,0,6,1,68979,0,0,0,0,0,0,0,0
2976,20,0,8,1,68980,0,0,0,0,0,0,0,0
2977,20,0,18,1,68981,0,0,0,0,0,0,0,0
2978,20,0,134,1,69085,0,0,0,0,0,0,0,0
2986,20,0,22,1,69086,0,0,0,0,0,0,0,0
2987,20,0,32,1,69087,0,0,0,0,0,0,0,0
2994,4,1,4867,3,69120,0,0,0,0,0,0,0,0
3018,11,16,5725,6,70304,0,0,0,0,0,0,0,0
3019,11,16,5725,6,70310,0,0,0,0,0,0,0,0
3033,12,0,7314,1,70399,0,0,0,0,0,0,0,0
3036,12,0,7314,1,70445,0,0,0,0,0,0,0,0
3050,5,0,5569,15,70632,9353,0,0,0,0,226497,7556,0
3074,12,0,7189,1,70821,4992,0,0,0,0,206134,0,0
3076,12,3,7190,1,70848,4990,0,0,0,0,206135,0,0
3077,12,3,7191,1,70874,4993,0,0,0,0,206136,0,0
3080,16,0,619,4,70934,0,0,0,0,0,0,0,0
3095,5,7,0,1,71315,0,0,0,0,0,0,0,0
3096,5,7,0,1,71316,0,0,0,0,0,0,0,0
3097,5,7,0,1,71317,0,0,0,0,0,0,0,0
3098,5,0,0,0,71341,0,0,0,0,0,0,0,0
3119,3,0,7321,1,71990,0,0,0,0,0,0,0,0
3130,5,0,0,0,72428,0,0,0,0,0,0,0,0
3136,3,20,7398,1,72536,0,0,0,0,0,0,0,0
3156,15,0,7829,0,0,0,0,0,0,0,0,0,0
3184,2,3,5841,1,73445,0,0,0,0,0,0,0,0
3186,2,3,5841,1,73452,0,0,0,0,0,0,0,0
3188,5,0,0,1,73513,0,0,0,0,0,0,0,0
3189,5,3,0,1,73514,0,0,0,0,0,0,0,0
3190,5,3,0,1,73515,0,0,0,0,0,0,0,0
3194,5,3,0,1,73547,0,0,0,0,0,0,0,0
3197,5,3,0,1,73567,0,0,0,0,0,0,0,0
3208,5,0,0,1,74018,0,0,0,0,0,0,0,0
3223,21,0,5095,2,0,0,0,0,0,0,0,0,0
3234,5,32,0,0,74172,0,0,0,0,0,0,0,0
3243,12,4,7790,1,74259,5399,0,0,0,0,0,0,0
3244,12,4,7810,1,74262,5400,0,0,0,0,0,0,0
3245,12,7,7811,1,74263,5401,0,0,0,0,0,0,0
3246,12,7,7812,1,74264,5402,0,0,0,0,0,0,0
3289,3,1,7593,1,74819,0,0,0,0,0,0,0,0
3326,12,0,7819,1,75218,0,0,0,0,0,0,0,0
3328,12,3,7817,1,75220,0,0,0,0,0,0,0,0
3329,12,3,7819,1,75221,0,0,0,0,0,0,0,0
3330,5,3,0,1,75222,0,0,0,0,0,0,0,0
3355,5,0,7821,1,75285,0,0,0,0,0,0,0,0
3356,5,3,7821,1,75286,0,0,0,0,0,0,0,0
3357,5,3,7821,1,75287,0,0,0,0,0,0,0,0
3358,5,3,0,1,75288,0,0,0,0,0,0,0,0
3360,12,0,7819,1,75333,0,0,0,0,0,0,0,0
3361,5,3,0,1,75334,0,0,0,0,0,0,0,0
3381,2,7,7537,1,75601,0,0,0,0,0,0,0,0
3422,4,4,5751,5,76412,0,0,0,0,0,0,0,0
3423,4,4,5745,20,76428,0,0,0,0,0,0,0,0
3428,2,4,7955,1,76466,0,0,0,0,0,0,0,0
3429,16,4,694,10,76481,0,0,0,0,0,0,0,0
3430,12,4,7958,1,76522,0,0,0,0,0,0,0,0
3431,5,22,0,1,76543,0,0,0,0,0,0,0,0
3432,5,23,0,1,76544,0,0,0,0,0,0,0,0
3433,5,23,0,1,76545,0,0,0,0,0,0,0,0
3434,5,23,0,1,76546,0,0,0,0,0,0,0,0
3439,5,0,0,0,76664,0,0,0,0,0,0,0,0
3441,5,19,0,0,76671,0,0,0,0,0,0,0,0
3446,5,19,0,1,76737,0,0,0,0,0,0,0,0
3454,5,18,0,1,76814,0,0,0,0,0,0,0,0
3455,5,19,0,1,76817,0,0,0,0,0,0,0,0
3456,5,19,0,1,76818,0,0,0,0,0,0,0,0
3459,12,0,8150,1,76892,0,0,0,0,0,0,0,0
3460,12,3,0,1,76893,0,0,0,0,0,0,0,0
3461,5,3,0,1,76894,0,0,0,0,0,0,0,0
3472,5,18,0,1,76982,0,0,0,0,0,0,0,0
3473,5,19,0,1,76983,0,0,0,0,0,0,0,0
3474,5,19,0,1,76984,0,0,0,0,0,0,0,0
3489,5,0,0,6,77243,0,0,0,0,0,0,0,0
3490,5,0,0,6,77244,0,0,0,0,0,0,0,0
3510,5,0,0,1,77503,0,0,0,0,0,0,0,0
3513,5,3,0,1,77516,0,0,0,0,0,0,0,0
3514,5,3,0,1,77517,0,0,0,0,0,0,0,0
3541,4,0,5805,5,78506,2320,0,0,0,0,0,0,0
3556,21,0,8169,4,78754,1189,0,0,0,0,0,0,0
3582,9,0,8108,1,79274,0,0,0,0,0,0,0,0
3583,5,3,0,1,79275,0,0,0,0,0,0,0,0
3585,4,0,5806,2,79312,0,0,0,0,0,0,0,0
3612,12,0,0,0,80089,0,0,0,0,0,0,0,0
3628,4,4,5854,30,80277,0,0,0,0,0,0,0,0
3632,12,4,8308,10,80314,0,0,0,0,0,0,0,0
3633,12,4,8268,1,80321,0,0,0,0,0,0,0,0
3634,5,19,0,1,80324,0,0,0,0,0,0,0,0
3635,4,0,5835,1,80332,4034,0,0,0,0,0,0,0
3636,5,0,0,1,80346,0,0,0,0,0,0,0,0
3637,5,3,0,1,80347,0,0,0,0,0,0,0,0
3644,5,7,0,1,80450,0,0,0,0,0,0,0,0
3663,4,4,5863,10,80785,0,0,0,0,0,0,0,0
3667,4,4,5865,1,80880,0,0,0,0,0,0,0,0
3671,3,0,8354,1,81033,15374,0,0,0,0,0,0,0
3672,9,0,8355,1,81044,15374,0,0,0,0,314292,0,0
3673,18,0,738,2,81046,15374,0,0,0,0,0,0,0
3675,2,0,5006,1,81049,15370,0,0,0,0,0,0,0
3676,2,0,5007,1,81050,15370,0,0,0,0,0,0,0
3677,2,0,5006,1,81051,15370,0,0,0,60000,170557,0,0
3678,4,0,12469,1,81054,15373,0,0,0,0,0,0,0
3680,4,64,4856,2,81057,15373,0,0,0,0,0,0,0
3681,11,0,1225,3,81060,15373,0,0,0,0,238552,0,0
3686,2,0,5006,1,81266,15370,0,0,0,30000,0,0,0
3687,12,3,8335,1,81267,15375,0,0,0,0,0,0,0
3688,2,3,5007,1,81268,15370,0,0,0,30000,0,0,0
3689,2,0,5006,1,81270,15370,0,0,0,0,170487,0,0
3690,2,3,5006,2,81271,15370,0,0,0,60000,170488,0,0
3691,2,1,5007,1,81272,15370,0,0,0,0,170489,0,0
3692,12,3,8335,1,81273,15375,0,0,0,0,170490,0,0
3693,12,3,8334,1,81274,15375,0,0,0,0,170491,0,0
3694,12,1,8335,1,81275,15375,0,0,0,0,170492,0,0
3695,2,0,5007,3,81276,0,0,0,0,0,314455,0,0
3696,12,0,8333,1,81277,0,0,0,0,0,314456,0,0
3737,5,0,0,1,81715,6378,6379,0,0,0,0,0,0
3738,12,3,0,1,81716,6380,0,0,0,0,0,0,0
3739,2,3,8781,6,81717,6378,6379,0,0,0,0,0,0
3763,5,18,0,1,81991,0,0,0,0,0,0,0,0
3764,5,19,0,1,81992,0,0,0,0,0,0,0,0
3765,5,19,0,1,81993,0,0,0,0,0,0,0,0
3766,5,19,0,1,81994,0,0,0,0,0,0,0,0
3775,9,0,8517,1,82050,6133,0,0,0,0,0,0,0
3776,15,3,7331,1,82084,6133,0,0,0,0,0,0,0
3777,12,0,0,0,82106,0,0,0,0,0,0,0,0
3787,16,0,746,12,82175,6169,6170,0,0,0,0,0,0
3788,5,0,0,1,82264,0,0,0,0,0,0,0,0
3791,16,0,0,5,82344,0,0,0,0,0,0,0,0
3793,5,0,0,1,82356,0,0,0,0,0,0,0,0
3794,5,0,0,1,82357,0,0,0,0,0,0,0,0
3795,5,3,0,1,82358,0,0,0,0,0,0,0,0
3796,5,1,0,1,82359,0,0,0,0,0,0,0,0
3797,5,1,0,1,82360,0,0,0,0,0,0,0,0
3798,3,2,8547,1,82374,0,0,0,0,0,0,0,0
3799,5,3,0,1,82376,0,0,0,0,0,0,0,0
3801,14,0,0,3,82398,0,0,0,0,0,0,0,0
3805,12,0,0,0,82442,0,0,0,0,0,0,0,0
3806,5,0,0,0,82443,0,0,0,0,0,0,0,0
3809,3,2,8580,1,82500,0,0,0,0,0,0,0,0
3810,3,3,8430,1,82501,0,0,0,0,0,0,0,0
3811,5,0,0,8,82516,6209,0,0,0,0,0,0,0
3815,3,0,8243,1,82580,0,0,0,0,0,0,0,0
3816,3,0,8244,1,82581,0,0,0,0,0,0,0,0
3836,12,4,8625,7,82792,0,0,0,0,0,0,0,0
3837,5,4,0,5,82799,0,0,0,0,0,0,0,0
3840,5,0,0,0,82845,0,0,0,0,0,0,0,0
3846,12,3,8514,1,82942,0,0,0,0,0,0,0,0
3847,5,3,0,1,82943,0,0,0,0,0,0,0,0
3854,12,4,8650,10,83101,0,0,0,0,0,0,0,0
3855,3,0,8651,1,83104,0,0,0,0,0,0,0,0
3856,3,0,8652,1,83105,0,0,0,0,0,0,0,0
3857,5,0,0,1,83107,0,0,0,0,0,0,0,0
3858,5,7,0,1,83108,0,0,0,0,0,0,0,0
3859,5,7,0,1,83109,0,0,0,0,0,0,0,0
3860,5,7,0,1,83110,0,0,0,0,0,0,0,0
3861,16,4,762,10,83135,0,0,0,0,0,0,0,0
3863,3,0,8656,1,83138,0,0,0,0,0,0,0,0
3864,2,4,8672,5,83164,0,0,0,0,0,0,0,0
3866,4,4,5913,12,83185,0,0,0,0,0,0,0,0
3872,14,0,804,4,83228,0,0,0,0,0,0,0,0
3875,5,0,0,1,83291,0,0,0,0,0,0,0,0
3876,5,3,0,1,83292,0,0,0,0,0,0,0,0
3877,5,0,0,1,83334,0,0,0,0,0,0,0,0
3878,5,3,0,1,83335,0,0,0,0,0,0,0,0
3880,5,0,0,1,83393,0,0,0,0,0,0,0,0
3881,5,7,0,1,83394,0,0,0,0,0,0,0,0
3882,2,7,8702,1,83395,0,0,0,0,0,0,0,0
3883,5,3,0,1,83474,0,0,0,0,0,0,0,0
3886,3,0,8697,2,83573,0,0,0,0,0,0,0,0
3895,5,3,0,1,83590,0,0,0,0,0,0,0,0
3896,2,13,9031,1,83700,0,0,0,0,0,0,0,0
3897,4,1,5918,1,83685,0,0,0,0,0,0,0,0
3908,3,2,0,1,84209,0,0,0,0,0,0,0,0
3909,5,3,0,1,84223,0,0,0,0,0,0,0,0
3910,5,3,0,1,84224,0,0,0,0,0,0,0,0
3912,5,0,0,1,84232,0,0,0,0,0,0,0,0
3913,14,3,776,5,84233,0,0,0,0,0,0,0,0
3914,5,3,0,1,84234,0,0,0,0,0,0,0,0
3915,12,3,8745,1,84240,0,0,0,0,0,0,0,0
3916,5,3,0,1,84243,0,0,0,0,0,0,0,0
3933,5,0,0,1,84911,5390,0,0,0,0,0,0,0
3945,4,4,5940,20,85174,0,0,0,0,0,0,0,0
3970,12,0,0,0,85683,0,0,0,0,0,0,0,0
3997,5,0,0,1,85929,0,0,0,0,0,0,0,0
4015,4,0,5724,3,86326,15373,0,0,0,0,0,0,0
4016,16,4,810,15,86360,0,0,0,0,0,0,0,0
4017,12,4,9014,5,86384,0,0,0,0,0,0,0,0
4018,4,4,5960,25,86393,0,0,0,0,0,0,0,0
4019,16,4,814,3,86400,0,0,0,0,0,0,0,0
4020,5,0,0,1,86477,0,0,0,0,0,0,0,0
4021,5,0,0,1,86494,0,0,0,0,300000,314457,0,0
4022,2,0,5007,3,86577,15370,0,0,0,0,314452,0,0
4023,12,0,8333,1,86578,15375,0,0,0,0,314453,0,0
4024,5,0,0,1,86579,0,0,0,0,300000,314454,0,0
4028,9,0,8108,1,86652,0,0,0,0,0,0,0,0
4030,4,0,5966,1,86771,0,0,0,0,0,0,0,0
4032,3,3,9069,1,80769,0,0,0,0,0,0,0,0
4033,5,3,0,1,80772,0,0,0,0,0,0,0,0
4034,8,3,820,3,87043,0,0,0,0,0,0,0,0
4035,5,0,0,1,87319,0,0,0,0,0,0,0,0
4037,5,0,0,1,87337,0,0,0,0,0,0,0,0
4038,5,0,0,1,87338,0,0,0,0,0,0,0,0
4039,5,0,0,1,87339,0,0,0,0,0,0,0,0
4040,5,0,0,1,87340,0,0,0,0,0,0,0,0
4042,5,0,0,1,87342,0,0,0,0,0,0,0,0
4043,5,0,0,1,87343,0,0,0,0,0,0,0,0
4044,5,0,0,1,87344,0,0,0,0,0,0,0,0
4045,5,0,0,1,87345,0,0,0,0,0,0,0,0
4046,5,0,0,1,87346,0,0,0,0,0,0,0,0
4047,5,0,0,1,87347,0,0,0,0,0,0,0,0
4048,5,0,0,1,87348,0,0,0,0,0,0,0,0
4049,5,0,0,1,87349,15374,0,0,0,0,356842,0,0
4050,5,0,0,1,87350,0,0,0,0,0,356843,0,0
4053,5,0,0,10,87708,0,0,0,0,0,0,0,0
4054,2,0,9190,1,0,0,0,0,0,0,0,0,0
4061,18,0,0,1,87837,0,0,0,0,0,0,0,0
4062,3,3,0,1,87838,0,0,0,0,0,0,0,0
4063,5,3,0,2,87842,0,0,0,0,0,0,0,0
4066,4,3,0,1,87914,0,0,0,0,0,0,0,0
4067,12,0,4370,1,0,0,0,0,0,0,0,0,0
4070,5,0,0,2,88058,0,0,0,0,0,0,0,0
4071,5,0,0,2,88059,0,0,0,0,0,0,0,0
4073,12,0,9270,1,88116,0,0,0,0,0,0,0,0
4074,12,0,9264,1,0,0,0,0,0,0,0,0,0
4080,12,0,9273,1,0,0,0,0,0,0,0,0,0
4083,12,0,9267,1,0,0,0,0,0,0,0,0,0
4085,15,13,8719,1,88172,0,0,0,0,0,0,0,0
4086,5,22,0,1,88174,0,0,0,0,0,0,0,0
4089,12,0,9314,1,88453,0,0,0,0,0,0,0,0
4090,16,0,875,6,88518,6905,0,0,0,0,0,0,0
4091,16,3,835,25,88663,0,0,0,0,0,0,0,0
4095,4,0,6034,1,88954,0,0,0,0,0,0,0,0
4096,5,16,0,3,89027,0,0,0,0,0,0,0,0
4097,5,0,0,1,89039,0,0,0,0,0,0,0,0
4098,11,0,7103,10,89196,0,0,0,0,0,0,0,0
4099,5,0,0,1,89224,0,0,0,0,0,0,0,0
4100,5,3,0,1,89225,0,0,0,0,0,0,0,0
4101,5,3,0,1,89226,0,0,0,0,0,0,0,0
4102,5,0,0,1,89227,0,0,0,0,0,0,0,0
4103,5,32,0,2,89228,0,0,0,0,0,0,0,0
4105,5,0,0,1,89534,0,0,0,0,0,0,0,0
4106,12,0,9601,3,89551,0,0,0,0,0,0,0,0
4107,3,44,9605,1,89565,0,0,0,0,0,198220,0,0
4108,2,4,9773,1,89591,16381,0,0,0,0,191700,0,0
4109,12,0,9624,3,89607,0,0,0,0,0,0,0,0
4110,12,0,9601,3,89623,0,0,0,0,0,0,0,0
4111,5,0,9601,1,89631,0,0,0,0,0,0,0,0
4112,8,3,847,25,0,0,0,0,0,600000,0,0,0
4114,14,1027,858,2,89678,6930,0,0,0,0,191866,0,0
4115,5,3,0,1,89679,41108,0,0,0,0,191869,0,0
4116,5,0,0,1,89692,0,0,0,0,0,0,0,0
4118,12,0,9879,1,89717,6987,0,0,0,0,210794,0,0
4119,2,0,9492,1,0,0,0,0,0,0,0,0,0
4120,22,0,1001,1,89731,7015,0,0,0,0,334742,0,0
4122,12,6,9885,1,89771,0,0,0,0,0,191182,0,39
4125,5,0,0,1,89797,6937,0,0,0,0,0,0,0
4130,4,4,6053,8,89925,6935,6936,0,0,0,0,0,0
4133,12,0,9691,1,89933,6865,0,0,0,0,0,0,0
4134,12,3,9698,1,89935,6875,0,0,0,0,0,0,0
4135,5,3,9704,3,89936,6866,0,0,0,0,0,0,0
4136,5,3,9694,1,89937,6876,0,0,0,0,0,0,0
4137,17,0,495,1,89940,6905,0,0,0,0,190648,0,0
4138,8,7,871,4,89941,6905,6970,40968,0,0,190649,0,0
4139,4,0,6054,1,94629,6897,0,0,0,0,0,0,0
4140,4,3,6055,1,94630,6897,0,0,0,0,0,0,0
4141,4,3,6056,1,94631,6897,0,0,0,0,0,0,0
4142,14,1028,2903,5,89951,6954,0,0,0,0,191392,2903,0
4143,23,0,7687,1,89972,6906,0,0,0,0,191973,0,0
4145,12,3,10571,1,89974,7326,0,0,0,0,191974,0,0
4146,2,7,9751,1,89975,6907,0,0,0,0,355002,0,0
4147,2,5,9752,1,89976,6907,0,0,0,0,355003,0,0
4148,14,4,850,3,89983,6877,6878,6879,0,0,0,0,0
4156,32,296,857,2,90000,0,0,0,0,0,192182,6336,0
4158,5,4,0,10,90053,6893,0,0,0,0,0,0,0
4161,5,16,0,1,90297,0,0,0,0,0,0,0,0
4162,4,0,6070,1,92550,0,0,0,0,0,0,0,0
4163,32,132,38,3,90321,6928,6929,7531,0,0,191867,7736,0
4164,32,132,37,1,90420,18934,18935,18936,0,0,191868,7737,0
4167,32,4,506,5,90734,16391,16392,16393,16394,0,191400,3253,0
4169,5,0,0,4,90849,6958,6959,6966,6838,0,0,0,0
4170,5,0,0,3,90885,6960,6965,6968,0,0,0,0,0
4171,2,0,9419,1,91093,0,0,0,0,0,0,0,0
4172,2,0,9420,1,91094,0,0,0,0,0,0,0,0
4173,8,0,861,1,91095,0,0,0,0,0,0,0,0
4175,8,0,859,1,91092,0,0,0,0,0,0,0,0
4177,5,16,0,4,91150,6999,6998,6992,6991,0,0,0,0
4178,5,0,0,3,91156,6969,6968,6967,0,0,0,0,0
4179,5,0,0,3,91167,6960,6968,6967,0,0,0,0,0
4180,5,0,0,4,91199,6976,6959,6966,6839,0,0,0,0
4181,5,0,0,4,91204,6957,6839,6976,6838,0,0,0,0
4182,5,0,9601,1,91272,7004,7005,0,0,0,0,0,0
4183,8,3,847,35,95226,7004,7005,0,0,600000,0,0,0
4186,5,0,9601,1,91320,7006,0,0,0,0,0,0,0
4187,8,3,862,15,95227,7006,0,0,0,600000,0,0,0
4188,5,0,9601,1,91330,7007,0,0,0,0,0,0,0
4189,8,3,907,35,95228,7007,0,0,0,600000,0,0,0
4190,5,0,9601,1,91342,7008,0,0,0,0,0,0,0
4191,8,3,864,35,95229,7008,0,0,0,600000,0,0,0
4192,4,0,6077,12,91378,6988,0,0,0,0,0,0,0
4193,12,7,9875,1,91381,6989,0,0,0,0,0,0,0
4194,8,19,865,1,91385,6989,0,0,0,0,0,0,0
4195,14,0,867,3,91527,7004,0,0,0,0,0,0,0
4196,14,0,868,3,91544,7008,0,0,0,0,0,0,0
4197,14,0,869,3,91554,7007,0,0,0,0,0,0,0
4199,5,16,0,4,91572,7018,7000,6993,6994,0,0,0,0
4200,5,16,0,4,91585,7018,6998,6992,6991,0,0,0,0
4202,5,3,0,1,91738,7015,0,0,0,0,256420,7873,0
4204,5,3,0,1,91759,0,0,0,0,0,0,0,0
4208,2,3,9421,1,91836,0,0,0,0,0,0,0,0
4209,5,0,0,3,91938,7053,7054,7055,7056,0,0,0,0
4210,5,3,0,1,92176,7053,7054,7055,7056,0,0,0,0
4213,5,16,0,4,92507,0,0,0,0,0,0,0,0
4214,5,16,0,4,92557,0,0,0,0,0,0,0,0
4215,5,16,0,4,92560,0,0,0,0,0,0,0,0
4217,12,32,9983,3,92641,7073,0,0,0,0,0,0,0
4218,2,0,9938,1,92650,7073,0,0,0,0,0,0,0
4219,5,16,0,1,92808,7064,0,0,0,0,0,0,0
4220,8,0,907,12,92812,7007,0,0,0,0,0,0,0
4221,2,3,9939,1,92813,7007,0,0,0,0,0,0,0
4225,5,0,0,1,93024,0,0,0,0,0,0,0,0
4226,16,0,876,5,93036,6905,0,0,0,0,0,0,0
4227,5,0,0,1,93041,0,0,0,0,0,0,0,0
4228,5,0,0,1,93061,0,0,0,0,0,0,0,0
4229,12,3,9999,1,93129,7078,0,0,0,0,0,0,0
4230,12,3,9998,1,93130,7079,0,0,0,0,0,0,0
4231,12,3,10000,1,93131,7080,0,0,0,0,0,0,0
4232,14,0,877,3,93134,7008,0,0,0,0,0,0,0
4233,5,0,0,1,93167,0,0,0,0,0,0,0,0
4240,5,0,0,1,93225,7168,0,0,0,0,0,0,0
4241,5,0,0,1,93294,6937,0,0,0,0,0,0,0
4242,5,0,0,1,93312,7115,0,0,0,0,0,0,0
4243,5,0,0,2,93325,7113,0,0,0,0,0,0,0
4244,5,0,0,1,93410,7119,0,0,0,0,0,0,0
4245,4,3,6183,4,93424,7116,0,0,0,0,0,0,0
